00000002266284a8 (__TEXT,__text) non-external _DiToMD5
0000000226615e30 (__TEXT,__text) external __ZN8OSString4freeEv
000000022663c108 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.1
000000022663c134 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.2
000000022663c160 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.3
0000000226612640 (__TEXT,__text) external __ZN9IOCommand12CommandChainEv
00000002266125e8 (__TEXT,__text) external __ZN9IOCommand4freeEv
000000022661254c (__TEXT,__text) external __ZN9IOCommand4initEv
0000000226612638 (__TEXT,__text) external __ZN9IOCommand9FromChainEP11queue_entry
00000002266318a0 (__TEXT,__text) external __ZN9IOService10AdjustBusyEiPFiP15OSMetaClassBase5IORPCE
0000000226630e2c (__TEXT,__text) external __ZN9IOService10JoinPMTreeEPFiP15OSMetaClassBase5IORPCE
00000002266111bc (__TEXT,__text) external __ZN9IOService10Start_ImplEPS_
0000000226632d74 (__TEXT,__text) external __ZN9IOService10Stop_asyncEPS_PFiP15OSMetaClassBase5IORPCE
0000000226611738 (__TEXT,__text) external __ZN9IOService11Create_ImplEPS_PKcPS0_
000000022662fc2c (__TEXT,__text) external __ZN9IOService11Stop_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00000002266319ac (__TEXT,__text) external __ZN9IOService12GetBusyStateEPjPFiP15OSMetaClassBase5IORPCE
000000022662fb58 (__TEXT,__text) external __ZN9IOService12Start_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
0000000226631bcc (__TEXT,__text) external __ZN9IOService12UpdateReportEP6OSDatajPjyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
0000000226630470 (__TEXT,__text) external __ZN9IOService13ClientCrashedEPS_yPFiP15OSMetaClassBase5IORPCE
000000022662fed8 (__TEXT,__text) external __ZN9IOService13Create_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_PKcPS3_E
000000022663125c (__TEXT,__text) external __ZN9IOService13NewUserClientEjPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
0000000226630f38 (__TEXT,__text) external __ZN9IOService13SetPowerStateEjPFiP15OSMetaClassBase5IORPCE
0000000226630d14 (__TEXT,__text) external __ZN9IOService13SetPropertiesEP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
0000000226630a14 (__TEXT,__text) external __ZN9IOService14CopyPropertiesEPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00000002266325ac (__TEXT,__text) external __ZN9IOService14RemovePropertyEP8OSStringPFiP15OSMetaClassBase5IORPCE
0000000226630b58 (__TEXT,__text) external __ZN9IOService14SearchPropertyEPKcS1_yPP11OSContainerPFiP15OSMetaClassBase5IORPCE
0000000226633044 (__TEXT,__text) external __ZN9IOService14SetName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
0000000226632e0c (__TEXT,__text) external __ZN9IOService14_NewUserClientEjP12OSDictionaryPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
0000000226631d1c (__TEXT,__text) external __ZN9IOService15ConfigureReportEP6OSDatajPjPFiP15OSMetaClassBase5IORPCE
0000000226633dcc (__TEXT,__text) external __ZN9IOService15CopyName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSStringE
00000002266307c4 (__TEXT,__text) external __ZN9IOService15RegisterServiceEPFiP15OSMetaClassBase5IORPCE
0000000226611490 (__TEXT,__text) external __ZN9IOService15Stop_async_ImplEPS_
0000000226631044 (__TEXT,__text) external __ZN9IOService16ChangePowerStateEjPFiP15OSMetaClassBase5IORPCE
0000000226633cec (__TEXT,__text) external __ZN9IOService16SetLegend_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArraybE
0000000226631150 (__TEXT,__text) external __ZN9IOService16SetPowerOverrideEbPFiP15OSMetaClassBase5IORPCE
000000022661195c (__TEXT,__text) external __ZN9IOService16StringFromReturnEi
00000002266320b8 (__TEXT,__text) external __ZN9IOService16StringFromReturnEiPP8OSStringPFiP15OSMetaClassBase5IORPCE
00000002266336a4 (__TEXT,__text) external __ZN9IOService16Terminate_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00000002266338d0 (__TEXT,__text) external __ZN9IOService17AdjustBusy_InvokeE5IORPCP15OSMetaClassBasePFiS2_iE
0000000226632b3c (__TEXT,__text) external __ZN9IOService17CreatePMAssertionEjPybPFiP15OSMetaClassBase5IORPCE
0000000226633434 (__TEXT,__text) external __ZN9IOService17JoinPMTree_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00000002266300b8 (__TEXT,__text) external __ZN9IOService17Stop_async_InvokeE5IORPCP15OSMetaClassBasePFvS2_PS_E
0000000226632388 (__TEXT,__text) external __ZN9IOService17UserSetPropertiesEP11OSContainerPFiP15OSMetaClassBase5IORPCE
0000000226630558 (__TEXT,__text) external __ZN9IOService18GetRegistryEntryIDEPyPFiP15OSMetaClassBase5IORPCE
0000000226632c6c (__TEXT,__text) external __ZN9IOService18ReleasePMAssertionEyPFiP15OSMetaClassBase5IORPCE
0000000226631798 (__TEXT,__text) external __ZN9IOService18RequireMaxBusStallEyPFiP15OSMetaClassBase5IORPCE
00000002266114ec (__TEXT,__text) external __ZN9IOService18SetPowerState_ImplEj
0000000226633968 (__TEXT,__text) external __ZN9IOService19GetBusyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_PjE
0000000226633b00 (__TEXT,__text) external __ZN9IOService19UpdateReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjyyP18IOMemoryDescriptorE
0000000226611834 (__TEXT,__text) external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient
000000022663ba80 (__TEXT,__text) non-external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient.cold.1
0000000226632f6c (__TEXT,__text) external __ZN9IOService20ClientCrashed_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yE
00000002266335f4 (__TEXT,__text) external __ZN9IOService20NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPP12IOUserClientE
000000022662fe40 (__TEXT,__text) external __ZN9IOService20SetPowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
0000000226633358 (__TEXT,__text) external __ZN9IOService20SetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12OSDictionaryE
00000002266331a0 (__TEXT,__text) external __ZN9IOService21CopyProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP12OSDictionaryE
00000002266340e8 (__TEXT,__text) external __ZN9IOService21RemoveProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringE
0000000226633254 (__TEXT,__text) external __ZN9IOService21SearchProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcS4_yPP11OSContainerE
0000000226611574 (__TEXT,__text) external __ZN9IOService21SetDispatchQueue_ImplEPKcP15IODispatchQueue
0000000226632204 (__TEXT,__text) external __ZN9IOService21_ClaimSystemWakeEventEPS_yPKcP11OSContainerPFiP15OSMetaClassBase5IORPCE
0000000226630160 (__TEXT,__text) external __ZN9IOService21_NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jP12OSDictionaryPP12IOUserClientE
0000000226633c08 (__TEXT,__text) external __ZN9IOService22ConfigureReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjE
0000000226631640 (__TEXT,__text) external __ZN9IOService22CopyProviderPropertiesEP7OSArrayPS1_PFiP15OSMetaClassBase5IORPCE
0000000226631ad0 (__TEXT,__text) external __ZN9IOService22CoreAnalyticsSendEventEyP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
0000000226633110 (__TEXT,__text) external __ZN9IOService22RegisterService_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
0000000226611954 (__TEXT,__text) external __ZN9IOService22UserSetProperties_ImplEP11OSContainer
00000002266334c4 (__TEXT,__text) external __ZN9IOService23ChangePowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
0000000226611144 (__TEXT,__text) external __ZN9IOService23GetRegistryEntryID_ImplEPy
000000022663355c (__TEXT,__text) external __ZN9IOService23SetPowerOverride_InvokeE5IORPCP15OSMetaClassBasePFiS2_bE
0000000226633e80 (__TEXT,__text) external __ZN9IOService23StringFromReturn_InvokeE5IORPCP15OSMetaClassBasePFiS2_iPP8OSStringE
0000000226634560 (__TEXT,__text) external __ZN9IOService24CreatePMAssertion_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPybE
00000002266328f4 (__TEXT,__text) external __ZN9IOService24StateNotificationItemSetEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
000000022662ffdc (__TEXT,__text) external __ZN9IOService24UserSetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P11OSContainerE
000000022662fd00 (__TEXT,__text) external __ZN9IOService25GetRegistryEntryID_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyE
0000000226634604 (__TEXT,__text) external __ZN9IOService25ReleasePMAssertion_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
0000000226633838 (__TEXT,__text) external __ZN9IOService25RequireMaxBusStall_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00000002266329e4 (__TEXT,__text) external __ZN9IOService25StateNotificationItemCopyEP8OSStringPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00000002266308d0 (__TEXT,__text) external __ZN9IOService26CreateDefaultDispatchQueueEPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
0000000226632804 (__TEXT,__text) external __ZN9IOService27StateNotificationItemCreateEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
000000022660f000 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEP8OSStringP12OSDictionary
000000022660f05c (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEPKcP12OSDictionary
0000000226633f3c (__TEXT,__text) external __ZN9IOService28_ClaimSystemWakeEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yPKcP11OSContainerE
000000022663373c (__TEXT,__text) external __ZN9IOService29CopyProviderProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArrayPS4_E
0000000226633a00 (__TEXT,__text) external __ZN9IOService29CoreAnalyticsSendEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP8OSStringP12OSDictionaryE
000000022661104c (__TEXT,__text) external __ZN9IOService31CreateDefaultDispatchQueue_ImplEPP15IODispatchQueue
0000000226634368 (__TEXT,__text) external __ZN9IOService31StateNotificationItemSet_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
000000022660ed90 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcP8OSObjectP12OSDictionary
000000022660ee98 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary
000000022663b7c0 (__TEXT,__text) non-external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary.cold.1
0000000226634464 (__TEXT,__text) external __ZN9IOService32StateNotificationItemCopy_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringPP12OSDictionaryE
000000022662fd98 (__TEXT,__text) external __ZN9IOService33CreateDefaultDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP15IODispatchQueueE
000000022660efd8 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEP8OSStringP12OSDictionary
000000022660efec (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEPKcP12OSDictionary
00000002266326c4 (__TEXT,__text) external __ZN9IOService34CopySystemStateNotificationServiceEPPS_PFiP15OSMetaClassBase5IORPCE
00000002266324a0 (__TEXT,__text) external __ZN9IOService34SendIOMessageServicePropertyChangeEPFiP15OSMetaClassBase5IORPCE
000000022663426c (__TEXT,__text) external __ZN9IOService34StateNotificationItemCreate_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
000000022660ef18 (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEP8OSStringP12OSDictionary
000000022660ef74 (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEPKcP12OSDictionary
00000002266341c4 (__TEXT,__text) external __ZN9IOService41CopySystemStateNotificationService_InvokeE5IORPCP15OSMetaClassBasePFiS2_PPS_E
0000000226634058 (__TEXT,__text) external __ZN9IOService41SendIOMessageServicePropertyChange_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
000000022663038c (__TEXT,__text) external __ZN9IOService4StopEPS_PFiP15OSMetaClassBase5IORPCE
000000022660ceac (__TEXT,__text) external __ZN9IOService4freeEv
0000000226610ebc (__TEXT,__text) external __ZN9IOService4initEv
000000022663ba28 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.1
000000022663ba54 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.2
00000002266302a8 (__TEXT,__text) external __ZN9IOService5StartEPS_PFiP15OSMetaClassBase5IORPCE
00000002266313a8 (__TEXT,__text) external __ZN9IOService6CreateEPS_PKcPS0_PFiP15OSMetaClassBase5IORPCE
000000022663067c (__TEXT,__text) external __ZN9IOService7SetNameEPKcPFiP15OSMetaClassBase5IORPCE
0000000226631f74 (__TEXT,__text) external __ZN9IOService8CopyNameEPP8OSStringPFiP15OSMetaClassBase5IORPCE
000000022662f7b4 (__TEXT,__text) external __ZN9IOService8DispatchE5IORPC
0000000226631e54 (__TEXT,__text) external __ZN9IOService9SetLegendEP7OSArraybPFiP15OSMetaClassBase5IORPCE
0000000226611250 (__TEXT,__text) external __ZN9IOService9Stop_ImplEPS_
0000000226631538 (__TEXT,__text) external __ZN9IOService9TerminateEyPFiP15OSMetaClassBase5IORPCE
000000022662f7e8 (__TEXT,__text) external __ZN9IOService9_DispatchEPS_5IORPC
000000022661a6c4 (__TEXT,__text) external __ZN9OSBoolean4freeEv
000000022662ce14 (__TEXT,__text) non-external (was a private external) __ZNK11IOEventLink12getMetaClassEv
00000002266382e0 (__TEXT,__text) non-external (was a private external) __ZNK11IOWorkGroup12getMetaClassEv
000000022661873c (__TEXT,__text) external __ZNK12OSCollection14copyCollectionEP12OSDictionary
000000022661874c (__TEXT,__text) external __ZNK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
0000000226618884 (__TEXT,__text) external __ZNK12OSDictionary11getCapacityEv
0000000226618f1c (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
0000000226618c3c (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectS1_E
000000022661886c (__TEXT,__text) external __ZNK12OSDictionary8getCountEv
0000000226618d8c (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPK8OSObject
0000000226618f10 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPKc
000000022661875c (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPK15OSMetaClassBase
00000002266187bc (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_
0000000226618d94 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection
0000000226612534 (__TEXT,__text) external __ZNK12OSMappedFile4dataEv
0000000226612540 (__TEXT,__text) external __ZNK12OSMappedFile4sizeEv
0000000226619eec (__TEXT,__text) external __ZNK12OSOrderedSet13getLastObjectEv
0000000226619ee4 (__TEXT,__text) external __ZNK12OSOrderedSet14getFirstObjectEv
000000022662be68 (__TEXT,__text) non-external (was a private external) __ZNK15IODispatchQueue12getMetaClassEv
00000002266095c4 (__TEXT,__text) external __ZNK15OSMetaClassBase12GetClassNameEv
000000022660a064 (__TEXT,__text) external __ZNK15OSMetaClassBase12getMetaClassEv
0000000226609590 (__TEXT,__text) external __ZNK15OSMetaClassBase13RemotePrivateEv
0000000226609fb0 (__TEXT,__text) external __ZNK15OSMetaClassBase14getRetainCountEv
0000000226609fa8 (__TEXT,__text) external __ZNK15OSMetaClassBase6retainEv
0000000226609588 (__TEXT,__text) external __ZNK15OSMetaClassBase7PrivateEv
0000000226609fac (__TEXT,__text) external __ZNK15OSMetaClassBase7releaseEv
000000022660a058 (__TEXT,__text) external __ZNK15OSMetaClassBase9isEqualToEPKS_
000000022662c71c (__TEXT,__text) non-external (was a private external) __ZNK16IODispatchSource12getMetaClassEv
000000022662b928 (__TEXT,__text) non-external (was a private external) __ZNK25IODataQueueDispatchSource12getMetaClassEv
000000022662e860 (__TEXT,__text) non-external (was a private external) __ZNK25IOInterruptDispatchSource12getMetaClassEv
0000000226635038 (__TEXT,__text) non-external (was a private external) __ZNK35IOServiceNotificationDispatchSource12getMetaClassEv
0000000226637370 (__TEXT,__text) non-external (was a private external) __ZNK38OSAction_IOUserClient_KernelCompletion12getMetaClassEv
0000000226635940 (__TEXT,__text) non-external (was a private external) __ZNK40IOServiceStateNotificationDispatchSource12getMetaClassEv
000000022663a074 (__TEXT,__text) non-external (was a private external) __ZNK47OSAction__IOBlockStorageDevice_KernelCompletion12getMetaClassEv
0000000226619b70 (__TEXT,__text) external __ZNK5OSSet12getAnyObjectEv
0000000226619acc (__TEXT,__text) external __ZNK5OSSet14containsObjectEPK15OSMetaClassBase
0000000226619af0 (__TEXT,__text) external __ZNK5OSSet6memberEPK15OSMetaClassBase
000000022661a2e0 (__TEXT,__text) external __ZNK6OSData11getCapacityEv
000000022661a29c (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEmm
000000022661a0b4 (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEv
000000022661a0d4 (__TEXT,__text) external __ZNK6OSData9getLengthEv
0000000226619f74 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK15OSMetaClassBase
000000022661a04c (__TEXT,__text) external __ZNK6OSData9isEqualToEPK8OSString
000000022661a028 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKS_
000000022661a05c (__TEXT,__text) external __ZNK6OSData9isEqualToEPKvm
00000002266191f0 (__TEXT,__text) external __ZNK7OSArray11getCapacityEv
0000000226619668 (__TEXT,__text) external __ZNK7OSArray13getLastObjectEv
0000000226619684 (__TEXT,__text) external __ZNK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
0000000226619734 (__TEXT,__text) external __ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej
00000002266191d8 (__TEXT,__text) external __ZNK7OSArray8getCountEv
0000000226619660 (__TEXT,__text) external __ZNK7OSArray9getObjectEj
0000000226619008 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPK15OSMetaClassBase
0000000226619068 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPKS_
00000002266389d4 (__TEXT,__text) non-external (was a private external) __ZNK8OSAction12getMetaClassEv
000000022661a480 (__TEXT,__text) external __ZNK8OSNumber12numberOfBitsEv
000000022661a488 (__TEXT,__text) external __ZNK8OSNumber17unsigned8BitValueEv
000000022661a4b4 (__TEXT,__text) external __ZNK8OSNumber18unsigned16BitValueEv
000000022661a4e0 (__TEXT,__text) external __ZNK8OSNumber18unsigned32BitValueEv
000000022661a508 (__TEXT,__text) external __ZNK8OSNumber18unsigned64BitValueEv
000000022661a530 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPK15OSMetaClassBase
000000022661a5b8 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPKS_
0000000226609fbc (__TEXT,__text) external __ZNK8OSObject6retainEv
000000022663a570 (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.1
000000022663a59c (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.2
0000000226609ff4 (__TEXT,__text) external __ZNK8OSObject7releaseEv
000000022663a5c8 (__TEXT,__text) non-external __ZNK8OSObject7releaseEv.cold.1
0000000226615fb4 (__TEXT,__text) external __ZNK8OSString16getCStringNoCopyEv
0000000226615ff0 (__TEXT,__text) external __ZNK8OSString9getLengthEv
000000022661a394 (__TEXT,__text) external __ZNK8OSString9isEqualToEPK15OSMetaClassBase
000000022661a0e4 (__TEXT,__text) external __ZNK8OSString9isEqualToEPK6OSData
000000022661a400 (__TEXT,__text) external __ZNK8OSString9isEqualToEPKS_
000000022661a40c (__TEXT,__text) external __ZNK8OSString9isEqualToEPKc
00000002266119ec (__TEXT,__text) external __ZNK9IOService11GetProviderEv
000000022661a6bc (__TEXT,__text) external __ZNK9OSBoolean6retainEv
000000022661a6c0 (__TEXT,__text) external __ZNK9OSBoolean7releaseEv
000000029ac41b28 (__AUTH_CONST,__const) external __ZTI10IOReporter
000000029ac42a58 (__AUTH_CONST,__const) external __ZTI11IOEventLink
000000029ac43148 (__AUTH_CONST,__const) external __ZTI11IOMemoryMap
000000029ac445e8 (__AUTH_CONST,__const) external __ZTI11IOWorkGroup
000000029ac40f50 (__AUTH_CONST,__const) non-external (was a private external) __ZTI11OSContainer
000000029ac40840 (__AUTH_CONST,__const) non-external (was a private external) __ZTI11OSInterface
000000029ac41f48 (__AUTH_CONST,__const) non-external (was a private external) __ZTI11OSMetaClass
000000029ac42398 (__AUTH_CONST,__const) external __ZTI12IODMACommand
000000029ac44178 (__AUTH_CONST,__const) external __ZTI12IOUserClient
000000029ac44438 (__AUTH_CONST,__const) external __ZTI12IOUserServer
000000029ac410a8 (__AUTH_CONST,__const) external __ZTI12OSCollection
000000029ac411d0 (__AUTH_CONST,__const) external __ZTI12OSDictionary
000000029ac40920 (__AUTH_CONST,__const) external __ZTI12OSMappedFile
000000029ac41548 (__AUTH_CONST,__const) external __ZTI12OSOrderedSet
000000029ac40af0 (__AUTH_CONST,__const) external __ZTI13IOCommandPool
000000029ac41e00 (__AUTH_CONST,__const) external __ZTI14IOReportLegend
000000029ac41408 (__AUTH_CONST,__const) non-external (was a private external) __ZTI14OSSetInterface
000000029ac45570 (__AUTH_CONST,__const) external __ZTI14OSSetMetaClass
000000029ac426f8 (__AUTH_CONST,__const) external __ZTI15IODispatchQueue
000000029ac43790 (__AUTH_CONST,__const) non-external (was a private external) __ZTI15IOStateReporter
000000029ac415e8 (__AUTH_CONST,__const) non-external (was a private external) __ZTI15OSDataInterface
000000029ac44df0 (__AUTH_CONST,__const) external __ZTI15OSDataMetaClass
000000029ac407c8 (__AUTH_CONST,__const) external __ZTI15OSMetaClassBase
000000029ac41828 (__AUTH_CONST,__const) external __ZTI15OSSerialization
000000029ac428a8 (__AUTH_CONST,__const) external __ZTI16IODispatchSource
000000029ac41a98 (__AUTH_CONST,__const) external __ZTI16IOReporter_IVars
000000029ac436d8 (__AUTH_CONST,__const) non-external (was a private external) __ZTI16IOSimpleReporter
000000029ac412e0 (__AUTH_CONST,__const) non-external (was a private external) __ZTI16OSArrayInterface
000000029ac448b0 (__AUTH_CONST,__const) external __ZTI16OSArrayMetaClass
000000029ac40b90 (__AUTH_CONST,__const) non-external (was a private external) __ZTI17IOThreadInterface
000000029ac45ac0 (__AUTH_CONST,__const) external __ZTI17IOThreadMetaClass
000000029ac44780 (__AUTH_CONST,__const) non-external (was a private external) __ZTI17OSActionInterface
000000029ac44700 (__AUTH_CONST,__const) external __ZTI17OSActionMetaClass
000000029ac40850 (__AUTH_CONST,__const) non-external (was a private external) __ZTI17OSBundleInterface
000000029ac44aa0 (__AUTH_CONST,__const) external __ZTI17OSBundleMetaClass
000000029ac416a0 (__AUTH_CONST,__const) non-external (was a private external) __ZTI17OSNumberInterface
000000029ac450d8 (__AUTH_CONST,__const) external __ZTI17OSNumberMetaClass
000000029ac45250 (__AUTH_CONST,__const) non-external (was a private external) __ZTI17OSObjectInterface
000000029ac451d0 (__AUTH_CONST,__const) external __ZTI17OSObjectMetaClass
000000029ac40f88 (__AUTH_CONST,__const) non-external (was a private external) __ZTI17OSStringInterface
000000029ac45668 (__AUTH_CONST,__const) external __ZTI17OSStringMetaClass
000000029ac409c0 (__AUTH_CONST,__const) non-external (was a private external) __ZTI18IOCommandInterface
000000029ac42110 (__AUTH_CONST,__const) external __ZTI18IOCommandMetaClass
000000029ac42f98 (__AUTH_CONST,__const) external __ZTI18IOMemoryDescriptor
000000029ac439e0 (__AUTH_CONST,__const) non-external (was a private external) __ZTI18IOServiceInterface
000000029ac43960 (__AUTH_CONST,__const) external __ZTI18IOServiceMetaClass
000000029ac41758 (__AUTH_CONST,__const) non-external (was a private external) __ZTI18OSBooleanInterface
000000029ac449a8 (__AUTH_CONST,__const) external __ZTI18OSBooleanMetaClass
000000029ac43848 (__AUTH_CONST,__const) non-external (was a private external) __ZTI19IOHistogramReporter
000000029ac41b10 (__AUTH_CONST,__const) non-external (was a private external) __ZTI19IOReporterInterface
000000029ac434e0 (__AUTH_CONST,__const) external __ZTI19IOReporterMetaClass
000000029ac42a40 (__AUTH_CONST,__const) non-external (was a private external) __ZTI20IOEventLinkInterface
000000029ac429c0 (__AUTH_CONST,__const) external __ZTI20IOEventLinkMetaClass
000000029ac42c38 (__AUTH_CONST,__const) external __ZTI20IOExtensiblePaniclog
000000029ac43130 (__AUTH_CONST,__const) non-external (was a private external) __ZTI20IOMemoryMapInterface
000000029ac430b0 (__AUTH_CONST,__const) external __ZTI20IOMemoryMapMetaClass
000000029ac445d0 (__AUTH_CONST,__const) non-external (was a private external) __ZTI20IOWorkGroupInterface
000000029ac44550 (__AUTH_CONST,__const) external __ZTI20IOWorkGroupMetaClass
000000029ac40f38 (__AUTH_CONST,__const) non-external (was a private external) __ZTI20OSContainerInterface
000000029ac44c90 (__AUTH_CONST,__const) external __ZTI20OSContainerMetaClass
000000029ac42380 (__AUTH_CONST,__const) non-external (was a private external) __ZTI21IODMACommandInterface
000000029ac42300 (__AUTH_CONST,__const) external __ZTI21IODMACommandMetaClass
000000029ac41d68 (__AUTH_CONST,__const) external __ZTI21IOStateReporter_IVars
000000029ac43f08 (__AUTH_CONST,__const) external __ZTI21IOTimerDispatchSource
000000029ac44160 (__AUTH_CONST,__const) non-external (was a private external) __ZTI21IOUserClientInterface
000000029ac440c0 (__AUTH_CONST,__const) external __ZTI21IOUserClientMetaClass
000000029ac44420 (__AUTH_CONST,__const) non-external (was a private external) __ZTI21IOUserServerInterface
000000029ac443a0 (__AUTH_CONST,__const) external __ZTI21IOUserServerMetaClass
000000029ac41090 (__AUTH_CONST,__const) non-external (was a private external) __ZTI21OSCollectionInterface
000000029ac44b98 (__AUTH_CONST,__const) external __ZTI21OSCollectionMetaClass
000000029ac411b8 (__AUTH_CONST,__const) non-external (was a private external) __ZTI21OSDictionaryInterface
000000029ac44ee8 (__AUTH_CONST,__const) external __ZTI21OSDictionaryMetaClass
000000029ac40908 (__AUTH_CONST,__const) non-external (was a private external) __ZTI21OSMappedFileInterface
000000029ac44fe0 (__AUTH_CONST,__const) external __ZTI21OSMappedFileMetaClass
000000029ac41530 (__AUTH_CONST,__const) non-external (was a private external) __ZTI21OSOrderedSetInterface
000000029ac45380 (__AUTH_CONST,__const) external __ZTI21OSOrderedSetMetaClass
000000029ac45898 (__AUTH_CONST,__const) external __ZTI21_IOBlockStorageDevice
000000029ac40ad8 (__AUTH_CONST,__const) non-external (was a private external) __ZTI22IOCommandPoolInterface
000000029ac42208 (__AUTH_CONST,__const) external __ZTI22IOCommandPoolMetaClass
000000029ac41c08 (__AUTH_CONST,__const) non-external (was a private external) __ZTI22IOSimpleReporter_IVars
000000029ac41de8 (__AUTH_CONST,__const) non-external (was a private external) __ZTI23IOReportLegendInterface
000000029ac43640 (__AUTH_CONST,__const) external __ZTI23IOReportLegendMetaClass
000000029ac41ff8 (__AUTH_CONST,__const) external __ZTI24IOBufferMemoryDescriptor
000000029ac426e0 (__AUTH_CONST,__const) non-external (was a private external) __ZTI24IODispatchQueueInterface
000000029ac42660 (__AUTH_CONST,__const) external __ZTI24IODispatchQueueMetaClass
