00000001e3534160 (__DATA,__data) non-external _.compoundliteral
00000001e6a65050 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.5.3398
00000001df9ff490 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.454
00000001dfa0b648 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00000001e6a64ad0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.515
00000001dfa0b668 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00000001dfa0b688 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00000001dfa0b6a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00000001dfa0b6c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00000001dfa0b6e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00000001df9ff1d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001df9ff2b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.296
00000001e6a64e10 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.3120
00000001e6a64f00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.3260
00000001e6a64f60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.3330
00000001e6a64fc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.3382
00000001df9ff4b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.455
00000001dfa0b708 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00000001e6a64580 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.61
00000001dfa0b728 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61.3464
00000001dfa0b748 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00000001dfa0b768 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00000001dfa0b788 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00000001dfa001f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.662
00000001dfa0b7a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00000001e6a64400 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.69
00000001e6a64c40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7.2516
00000001e6a64e40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7.3124
00000001dfa0ba88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7.3773
00000001dfa0b7c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00000001dfa0b7e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76.3473
00000001dfa0b808 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001e6a642f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8
00000001e6a64730 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8.215
00000001dfa0b828 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80.3530
00000001e6a645b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.81.139
00000001dfa0b848 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81.3476
00000001e6a645e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.83.140
00000001df9ff2d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001e6a65080 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.3403
00000001e6a652e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.3723
00000001e6a64a70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.468
00000001e6a64610 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.96
00000001e6a641f0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001e6a648b0 (__AUTH_CONST,__const) non-external ___block_literal_global.303
00000001e6a64dc0 (__AUTH_CONST,__const) non-external ___block_literal_global.3115
00000001e6a651d0 (__AUTH_CONST,__const) non-external ___block_literal_global.3498
00000001e6a65310 (__AUTH_CONST,__const) non-external ___block_literal_global.3713
00000001e6a643e0 (__AUTH_CONST,__const) non-external ___block_literal_global.54
00000001e6a64b60 (__AUTH_CONST,__const) non-external ___block_literal_global.660
00000001e6a64210 (__AUTH_CONST,__const) non-external ___block_literal_global.8
00000001e6a648d0 (__AUTH_CONST,__const) non-external ___block_literal_global.8.289
0000000183fe266c (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
0000000183fe2410 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
0000000183fe281c (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
0000000183fec3a0 (__TEXT,__text) non-external ___check_cycles1_block_invoke
0000000183fec4e0 (__TEXT,__text) non-external ___check_cycles1_block_invoke.6
0000000183fec528 (__TEXT,__text) non-external ___check_cycles_policy_block_invoke
0000000183ff4338 (__TEXT,__text) non-external ___check_delegation_profile_block_invoke
0000000183fe62a0 (__TEXT,__text) non-external ___check_dependencies_block_invoke
0000000183fe4248 (__TEXT,__text) non-external ___check_instruction_block_invoke
0000000183ff404c (__TEXT,__text) non-external ___check_policy_block_invoke
                 (undefined) external ___chkstk_darwin (from libSystem)
0000000183fe1618 (__TEXT,__text) non-external ___combine_conditions_block_invoke
0000000183fe5650 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
0000000183fe5090 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
0000000183fec05c (__TEXT,__text) non-external ___compile_block_invoke
0000000183febfbc (__TEXT,__text) non-external ___compile_block_invoke.4
0000000183fd8864 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
0000000183fec7bc (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.26
0000000183fe4090 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
0000000183ff11a8 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
0000000183ff11a0 (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
0000000183fe3bd4 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
0000000183fe403c (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
0000000183feff68 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
0000000183ffa038 (__TEXT,__text) non-external ___condition_list_copy_matching_block_invoke
0000000183fe49e4 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
0000000183fe5d6c (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
0000000183ffa260 (__TEXT,__text) non-external ___construct_bitmask_block_invoke
0000000183fec7dc (__TEXT,__text) non-external ___copy_helper_block_8_32b
0000000183ff1e2c (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
0000000183ffa150 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r48r
0000000183febf68 (__TEXT,__text) non-external ___copy_helper_block_8_32r
0000000183fecd8c (__TEXT,__text) non-external ___copy_helper_block_8_32r40r
0000000183feedb8 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r
0000000183ff8878 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
0000000183ff3888 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
0000000183fe2238 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
0000000183fefe20 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.14
0000000183fefefc (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.18
0000000183fe1aa0 (__TEXT,__text) non-external ___cse_multiple_block_invoke
0000000183ff6974 (__TEXT,__text) non-external ___current_location_block_invoke
0000000183fd4708 (__TEXT,__text) non-external ___define_action_block_invoke
0000000183ff82a4 (__TEXT,__text) non-external ___define_action_block_invoke.136
0000000183fdb184 (__TEXT,__text) non-external ___define_action_block_invoke_2
0000000183fd9fe0 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
0000000183ff575c (__TEXT,__text) non-external ___define_error_handler_block_invoke
0000000183ff5e50 (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
0000000183fd5ddc (__TEXT,__text) non-external ___define_filter_block_invoke
0000000183fe7a4c (__TEXT,__text) non-external ___define_network_filter_block_invoke
0000000183fd5c4c (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
0000000183ff5850 (__TEXT,__text) non-external ___define_warning_handler_block_invoke
0000000183ff4dcc (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
0000000183fefa3c (__TEXT,__text) non-external ___derive_profile_properties_block_invoke
0000000183fec7d0 (__TEXT,__text) non-external ___destroy_helper_block_8_32b
0000000183ff1de8 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
0000000183ffa100 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r48r
0000000183febf5c (__TEXT,__text) non-external ___destroy_helper_block_8_32r
0000000183fecd48 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r
0000000183feed68 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r
0000000183ff8810 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
0000000183fe1684 (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
0000000183feffe0 (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
0000000183ff164c (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
0000000183feea10 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
0000000183feeaac (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.97
0000000183fee774 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
0000000183fee7cc (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.82
0000000183fede9c (__TEXT,__text) non-external ___emit_string_table_block_invoke
0000000183fedf34 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
0000000183ffa428 (__TEXT,__text) non-external ___estimate_condition_list_serialization_size_block_invoke
0000000183fe3448 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
0000000183fe89b8 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.17
0000000183ff2e1c (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
0000000183fe4b64 (__TEXT,__text) non-external ___factor_block_invoke
0000000183ff2284 (__TEXT,__text) non-external ___factor_policy_block_invoke
0000000183ff5b4c (__TEXT,__text) non-external ___format_error_block_invoke
0000000183ff8f1c (__TEXT,__text) non-external ___generate_fcntl_syscallmask_block_invoke
0000000183ff8e6c (__TEXT,__text) non-external ___generate_mach_syscallmask_block_invoke
0000000183ff8ec4 (__TEXT,__text) non-external ___generate_mig_syscallmask_block_invoke
0000000183ff8ba0 (__TEXT,__text) non-external ___generate_unix_syscallmask_block_invoke
0000000183ff9b88 (__TEXT,__text) non-external ___identify_bitmask_candidates_block_invoke
0000000183fd9da8 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
0000000183fe003c (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
0000000183ff81e8 (__TEXT,__text) non-external ___operation_expand_block_invoke
0000000183ff7e8c (__TEXT,__text) non-external ___operations_allowed_by_default_block_invoke
0000000183ff5cd0 (__TEXT,__text) non-external ___output_backtrace_block_invoke
0000000183ff1a08 (__TEXT,__text) non-external ___populate_assumptions_for_enabled_profile_flags_block_invoke
0000000183fef21c (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
0000000183fee130 (__TEXT,__text) non-external ___populate_profile_entry_points_block_invoke
0000000183fef12c (__TEXT,__text) non-external ___record_enabled_profile_flags_block_invoke
0000000183ff1f70 (__TEXT,__text) non-external ___remove_conditions_matching_predicate_policy_block_invoke
0000000183fe4494 (__TEXT,__text) non-external ___reorder_block_invoke
0000000183fe4adc (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
0000000183ff4618 (__TEXT,__text) non-external ___reorder_policy_block_invoke
0000000183fefad8 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
0000000183fefb4c (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.28
0000000183fe4180 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
0000000183feb774 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
0000000183febd40 (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
0000000183ff317c (__TEXT,__text) non-external ___sb_action_has_name_block_invoke
0000000183fe5ec0 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
0000000183fed0ac (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
0000000183fe04f8 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
0000000183ff0b30 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
0000000183fdac74 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
0000000183ff0b20 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
0000000183fd9de8 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
0000000183fe828c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
0000000183fdefc8 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
0000000183fe827c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
0000000183fdddf8 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
0000000183ff1478 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
0000000183fd6da0 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
0000000183fd9188 (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
0000000183fe40e4 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
0000000183fe3f54 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
0000000183fec994 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
0000000183fe7644 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
0000000183ff307c (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
0000000183ff3dc4 (__TEXT,__text) non-external ___sb_profile_iterate_enabled_named_flags_block_invoke
0000000183fd3f08 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
0000000183fdfb98 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
0000000183ff6478 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
0000000183ff4f44 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
0000000183ff644c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
0000000183ff4fec (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
0000000183ff6424 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
0000000183ff5094 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
0000000183ff6380 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
0000000183ff513c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
0000000183ff6314 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
0000000183fe87a4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
0000000183ff51e4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
0000000183ff62a8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_21
0000000183ff528c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_22
0000000183ff532c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_23
0000000183ff540c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_24
0000000183ff56e4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_25
0000000183ff5ea8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_26
0000000183fe8230 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
0000000183fdad24 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
0000000183fdaf88 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
0000000183ff4940 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
0000000183ff4f08 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
0000000183ff4f1c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
0000000183ff4f30 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
0000000183ff1960 (__TEXT,__text) non-external ___sb_transform_eliminate_dead_code_profile_block_invoke
0000000183ff4840 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
0000000183ff2a9c (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
0000000183ff2b14 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
0000000183ff29e4 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
0000000183ff2a5c (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
0000000183ff614c (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
0000000183ff6004 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
0000000183ff9d24 (__TEXT,__text) non-external ___select_bitmask_conditions_block_invoke
0000000183ffa230 (__TEXT,__text) non-external ___should_preserve_condition_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
0000000183ff9f68 (__TEXT,__text) non-external ___synthesize_bitmasks_for_disjoint_conditions_block_invoke
0000000183ffa578 (__TEXT,__text) non-external ___synthesize_bitmasks_for_policy_block_invoke
0000000183ffa4f0 (__TEXT,__text) non-external ___synthesize_bitmasks_multiple_block_invoke
0000000183ff2d08 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
0000000183ff4440 (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
0000000183fd3b3c (__TEXT,__text) non-external ___xpc2sc_block_invoke
00000001e3533e40 (__DATA,__data) non-external __address_family_aliases_
0000000183fe8770 (__TEXT,__text) non-external __buffer_close
0000000183fe8694 (__TEXT,__text) non-external __buffer_read
0000000183fe8624 (__TEXT,__text) non-external __buffer_seek
0000000183fd93d8 (__TEXT,__text) non-external __calculate_graft_position
0000000183ff21d4 (__TEXT,__text) non-external __condition_list_diff
00000001e353cbc0 (__DATA,__data) non-external __csop_aliases_
00000001e35375e0 (__DATA,__data) non-external __csr_aliases_
0000000183ff6f3c (__TEXT,__text) non-external __define_filter
0000000183fd3450 (__TEXT,__text) non-external __define_list
0000000183fd3634 (__TEXT,__text) non-external __define_symbol
00000001e353ce70 (__DATA,__data) non-external __errno_value_aliases_
00000001e353b600 (__DATA,__data) non-external __fcntl_command_aliases_
0000000183fd99a8 (__TEXT,__text) non-external __flatten
0000000183fe7858 (__TEXT,__text) non-external __free_error_pool
00000001e35341d0 (__DATA,__data) non-external __fsctl_command_aliases_
00000001e35376c0 (__DATA,__data) non-external __host_special_port_aliases_
00000001e3535050 (__DATA,__data) non-external __ioctl_command_aliases_
00000001e353cce0 (__DATA,__data) non-external __kas_info_aliases_
00000001e353cd30 (__DATA,__data) non-external __mach_exception_behavior_aliases_
00000001e353cd90 (__DATA,__data) non-external __mach_exception_type_aliases_
00000001e3539c90 (__DATA,__data) non-external __machtrap_aliases_
0000000183fd34a0 (__TEXT,__text) non-external __make_list_v
0000000183fe8b04 (__TEXT,__text) non-external __mbuf_close
0000000183ff3638 (__TEXT,__text) non-external __mbuf_read
0000000183ff35d8 (__TEXT,__text) non-external __mbuf_seek
0000000183fe8a60 (__TEXT,__text) non-external __mbuf_write
00000001e353c8e0 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00000001e353a070 (__DATA,__data) non-external __mig_routine_aliases_
00000001e353c6f0 (__DATA,__data) non-external __necp_client_action_aliases_
0000000183fe4a78 (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
0000000183fd3c3c (__TEXT,__text) non-external __parse_file
00000001e3537f70 (__DATA,__data) non-external __persona_aliases_
0000000183fef330 (__TEXT,__text) non-external __prepare_instructions
00000001e3537180 (__DATA,__data) non-external __privilege_aliases_
0000000183fe7420 (__TEXT,__text) non-external __push_match_byteset_instr
0000000183fd0b3c (__TEXT,__text) non-external __s_return
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
0000000183fe2b3c (__TEXT,__text) non-external __sb_condition_list_remove_index
0000000183fd6b90 (__TEXT,__text) non-external __sb_condition_pattern_of_type
0000000183fe61b8 (__TEXT,__text) non-external __sb_condition_traverse_filters
0000000183feca5c (__TEXT,__text) non-external __sb_fsa_disjunction
0000000183fd8dbc (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
0000000183fec7ec (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
0000000183fde21c (__TEXT,__text) non-external __sb_fsa_serialize
0000000183ff1c54 (__TEXT,__text) non-external __sb_instr_error_with_formatv
0000000183fdda10 (__TEXT,__text) non-external __sb_pattern_is_literal
0000000183fcc8f8 (__TEXT,__text) non-external __sb_realloc_vector
0000000183ff9384 (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
0000000183fdde08 (__TEXT,__text) non-external __sb_value_is_equivalent
0000000183ff0d14 (__TEXT,__text) non-external __sb_value_matches_subset
0000000183ff3480 (__TEXT,__text) non-external __set_modifier_string
00000001e3537890 (__DATA,__data) non-external __signal_aliases_
00000001e353bb00 (__DATA,__data) non-external __socket_option_level_aliases_
00000001e353c1a0 (__DATA,__data) non-external __socket_option_name_aliases_
00000001e3534100 (__DATA,__data) non-external __socket_type_aliases_
00000001e3537ff0 (__DATA,__data) non-external __syscall_aliases_
00000001e353cb20 (__DATA,__data) non-external __task_special_port_aliases_
00000001e3537c90 (__DATA,__data) non-external __usb_interface_class_aliases_
00000001e3537da0 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
0000000183fdaee0 (__TEXT,__text) non-external _all_args_pass_test
0000000183fcd55c (__TEXT,__text) non-external _alloc_cellseg
0000000183fdc53c (__TEXT,__text) non-external _alloc_literal
0000000183ff036c (__TEXT,__text) non-external _allocate_branch_list
0000000183fd541c (__TEXT,__text) non-external _arg_is_condition
0000000183ff63a8 (__TEXT,__text) non-external _arg_is_message_filter
0000000183fdafd8 (__TEXT,__text) non-external _arg_is_modifier
0000000183fd5498 (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
0000000183fd729c (__TEXT,__text) non-external _assert_is_mutable
0000000183ff1420 (__TEXT,__text) non-external _assert_is_mutable.371
0000000183fe9ac0 (__TEXT,__text) non-external _atom2str
0000000183ffadc8 (__TEXT,__text) non-external _atom2str.cold.1
0000000183ffadf4 (__TEXT,__text) non-external _atom2str.cold.2
0000000183ffae20 (__TEXT,__text) non-external _atom2str.cold.3
0000000183ffae4c (__TEXT,__text) non-external _atom2str.cold.4
0000000183ffae78 (__TEXT,__text) non-external _atom2str.cold.5
0000000183ffaea4 (__TEXT,__text) non-external _atom2str.cold.6
0000000183ffaed0 (__TEXT,__text) non-external _atom2str.cold.7
0000000183ffaefc (__TEXT,__text) non-external _atom2str.cold.8
0000000183fcf900 (__TEXT,__text) non-external _backchar
0000000183fd462c (__TEXT,__text) non-external _backtrace_pop
0000000183ffad18 (__TEXT,__text) non-external _backtrace_pop.cold.1
0000000183fce1a4 (__TEXT,__text) non-external _backtrace_push
0000000183fecfa4 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _bzero (from libSystem)
0000000183fe10f8 (__TEXT,__text) non-external _can_combine_conjunction
0000000183fe1044 (__TEXT,__text) non-external _can_combine_disjunction
0000000183fe23a0 (__TEXT,__text) non-external _candidate_list_lookup
0000000183fe2e14 (__TEXT,__text) non-external _candidate_list_remove
0000000183fe5874 (__TEXT,__text) non-external _candidate_set_release
0000000183fd5354 (__TEXT,__text) non-external _car
0000000183fd53b8 (__TEXT,__text) non-external _cdr
0000000183fec104 (__TEXT,__text) non-external _check_cycles1
0000000183fec42c (__TEXT,__text) non-external _check_cycles_policy
0000000183fe5f84 (__TEXT,__text) non-external _check_dependencies
0000000183ff3e74 (__TEXT,__text) non-external _check_instruction
0000000183ff3f9c (__TEXT,__text) non-external _check_policy
0000000183ff8f3c (__TEXT,__text) non-external _collect_filters_into_syscallmask
0000000183ff2c00 (__TEXT,__text) non-external _combine_conditions
0000000183fca1e0 (__TEXT,__text) non-external _compile
0000000183fd62d4 (__TEXT,__text) non-external _compute_cost_estimate
0000000183fd5fd0 (__TEXT,__text) non-external _compute_hash
0000000183ff097c (__TEXT,__text) non-external _compute_hash.274
0000000183fd9ee8 (__TEXT,__text) non-external _condition_free_callback
0000000183ff4700 (__TEXT,__text) non-external _condition_has_nested_condition_list
0000000183ff0be4 (__TEXT,__text) non-external _condition_is_subset_of_all
0000000183ff0c58 (__TEXT,__text) non-external _condition_is_subset_of_any
0000000183fe5130 (__TEXT,__text) non-external _condition_with_patterns_combined
0000000183feb8c0 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
0000000183fdcc60 (__TEXT,__text) non-external _construct_automaton
0000000183fe59ec (__TEXT,__text) non-external _create_pattern_disjunctions
0000000183fe17b8 (__TEXT,__text) non-external _cse
0000000183fe1b28 (__TEXT,__text) non-external _cse_inferior_list
0000000183fe19bc (__TEXT,__text) non-external _cse_multiple
0000000183fe3658 (__TEXT,__text) non-external _dce
0000000183fd76fc (__TEXT,__text) non-external _decorate_condition
0000000183fd3fa0 (__TEXT,__text) non-external _decorate_operation
0000000183ff4cf0 (__TEXT,__text) non-external _define_combination_filter
0000000183ff1c00 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00000001e6a62c20 (__AUTH_CONST,__const) non-external _dispatch_table
0000000183fdfb20 (__TEXT,__text) non-external _dump_stack_restore
0000000183fdfaa8 (__TEXT,__text) non-external _dump_stack_stash
0000000183fefd6c (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
0000000183fe34f0 (__TEXT,__text) non-external _eliminate_dead_code
0000000183ff159c (__TEXT,__text) non-external _eliminate_dead_code_policy
0000000183fe730c (__TEXT,__text) non-external _emit
0000000183fee538 (__TEXT,__text) non-external _emit_bitmask
0000000183fe8bdc (__TEXT,__text) non-external _emit_buffer
0000000183fe6590 (__TEXT,__text) non-external _emit_instruction
0000000183feeb20 (__TEXT,__text) non-external _emit_modifier_descriptor
0000000183fee478 (__TEXT,__text) non-external _emit_network
