                 (undefined) external _APP_SANDBOX_READ (from libSystem)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLComponents (from Foundation)
0000000218893808 (__DATA,__data) external _PXR_WORK_THREAD_LIMIT
000000020a69d8c8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdDeformersMorphDeformerAPI14_IsTypedSchemaEv
000000020a69d844 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdDeformersMorphDeformerAPI16_GetStaticTfTypeEv
000000020a69df88 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdDeformersMorphDeformerAPI23GetSchemaAttributeNamesEb
000000020a69d3d4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdDeformersMorphDeformerAPI3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a69d674 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdDeformersMorphDeformerAPI5ApplyERKNS_7UsdPrimE
000000020a69d5cc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdDeformersMorphDeformerAPI8CanApplyERKNS_7UsdPrimEPNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEE
000000020a69d3ac (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdDeformersMorphDeformerAPID0Ev
000000020a69d3a8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdDeformersMorphDeformerAPID1Ev
000000020a69d3a4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdDeformersMorphDeformerAPID2Ev
000000020a662550 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdGeomGetStageMetersPerUnitERKNS_9TfWeakPtrINS_8UsdStageEEE
000000020a6626f0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdGeomSetStageMetersPerUnitERKNS_9TfWeakPtrINS_8UsdStageEEEd
000000020a6aa7a8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdShadeConnectionSourceInfoC1ERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a6acaf0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdShadeConnectionSourceInfoC2ERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a7652fc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdSkelConcatJointTransformsERKNS_15UsdSkelTopologyENS_6TfSpanIKNS_10GfMatrix4dEEENS3_IS4_EEPS5_
000000020a765584 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdSkelConcatJointTransformsERKNS_15UsdSkelTopologyENS_6TfSpanIKNS_10GfMatrix4fEEENS3_IS4_EEPS5_
000000020a7658a4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdSkelConcatJointTransformsERKNS_15UsdSkelTopologyEPKNS_10GfMatrix4dEPS3_S5_
000000020a7657dc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdSkelConcatJointTransformsERKNS_15UsdSkelTopologyERKNS_7VtArrayINS_10GfMatrix4dEEEPS5_PKS4_
000000020a784c00 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdUtilsComputeUsdStageStatsERKNS_9TfWeakPtrINS_8UsdStageEEEPNS_12VtDictionaryE
000000020a784a08 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdUtilsComputeUsdStageStatsERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEEPNS_12VtDictionaryE
000000020a77b59c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdUtilsCreateNewUsdzPackageERKNS_12SdfAssetPathERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEESB_
000000020a7881fc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdUtilsGetPrimaryCameraNameEb
000000020a786e90 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__28UsdUtilsUninstancePrimAtPathERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a89c9c4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29HdFieldTokens_StaticTokenTypeC1Ev
000000020a89c8d0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29HdFieldTokens_StaticTokenTypeC2Ev
000000020a89c8cc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29HdFieldTokens_StaticTokenTypeD1Ev
000000020a89c888 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29HdFieldTokens_StaticTokenTypeD2Ev
000000020a8a24d0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29HdLightTokens_StaticTokenTypeC1Ev
000000020a8a14e0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29HdLightTokens_StaticTokenTypeC2Ev
000000020a8a14dc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29HdLightTokens_StaticTokenTypeD1Ev
000000020a8a1348 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29HdLightTokens_StaticTokenTypeD2Ev
000000020a8f93ac (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29Hd_UnitTestNullRenderDelegate11CreateBprimERKNS_7TfTokenERKNS_7SdfPathE
000000020a8f8f24 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29Hd_UnitTestNullRenderDelegate11CreateRprimERKNS_7TfTokenERKNS_7SdfPathE
000000020a8f8fb0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29Hd_UnitTestNullRenderDelegate11CreateSprimERKNS_7TfTokenERKNS_7SdfPathE
000000020a8f94b4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29Hd_UnitTestNullRenderDelegate12DestroyBprimEPNS_7HdBprimE
000000020a8f8f80 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29Hd_UnitTestNullRenderDelegate12DestroyRprimEPNS_7HdRprimE
000000020a8f937c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29Hd_UnitTestNullRenderDelegate12DestroySprimEPNS_7HdSprimE
000000020a8f99b0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29Hd_UnitTestNullRenderDelegate13InvokeCommandERKNS_7TfTokenERKNS_12VtDictionaryE
000000020a8f94e4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29Hd_UnitTestNullRenderDelegate15CommitResourcesEPNS_15HdChangeTrackerE
000000020a8f8e98 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29Hd_UnitTestNullRenderDelegate15CreateInstancerEPNS_15HdSceneDelegateERKNS_7SdfPathE
000000020a8f8e08 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29Hd_UnitTestNullRenderDelegate16CreateRenderPassEPNS_13HdRenderIndexERKNS_17HdRprimCollectionE
000000020a8f8ef4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29Hd_UnitTestNullRenderDelegate16DestroyInstancerEPNS_11HdInstancerE
000000020a8f9430 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29Hd_UnitTestNullRenderDelegate19CreateFallbackBprimERKNS_7TfTokenE
000000020a8f9190 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29Hd_UnitTestNullRenderDelegate19CreateFallbackSprimERKNS_7TfTokenE
000000020a8f8bbc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29Hd_UnitTestNullRenderDelegate21SUPPORTED_BPRIM_TYPESEv
000000020a8f86bc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29Hd_UnitTestNullRenderDelegate21SUPPORTED_RPRIM_TYPESEv
000000020a8f893c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29Hd_UnitTestNullRenderDelegate21SUPPORTED_SPRIM_TYPESEv
000000020a3b2310 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29PcpCompareSiblingNodeStrengthERKNS_10PcpNodeRefES2_
000000020a375e64 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29PcpDynamicFileFormatInterfaceD0Ev
000000020a375e60 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29PcpDynamicFileFormatInterfaceD1Ev
000000020a375e5c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29PcpDynamicFileFormatInterfaceD2Ev
000000020a37992c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29PcpErrorInvalidSublayerOffset3NewEv
000000020a379988 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29PcpErrorInvalidSublayerOffsetC1Ev
000000020a37998c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29PcpErrorInvalidSublayerOffsetC2Ev
000000020a379b18 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29PcpErrorInvalidSublayerOffsetD0Ev
000000020a379b14 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29PcpErrorInvalidSublayerOffsetD1Ev
000000020a379a44 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29PcpErrorInvalidSublayerOffsetD2Ev
000000020a3895bc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29PcpIdentifierFormatIdentifierERNSt3__113basic_ostreamIcNS0_11char_traitsIcEEEE
000000020a214dd8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29SdfDataTokens_StaticTokenTypeC1Ev
000000020a214d64 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29SdfDataTokens_StaticTokenTypeC2Ev
000000020a214d60 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29SdfDataTokens_StaticTokenTypeD1Ev
000000020a214d28 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29SdfDataTokens_StaticTokenTypeD2Ev
0000000218ae0db8 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29SdfMetadataDisplayGroupTokensE
000000020a30374c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29SdfPathTokens_StaticTokenTypeC1Ev
000000020a302fe8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29SdfPathTokens_StaticTokenTypeC2Ev
000000020a302fe4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29SdfPathTokens_StaticTokenTypeD1Ev
000000020a302f10 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29SdfPathTokens_StaticTokenTypeD2Ev
000000020a0fd2ac (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29TfFindLongestAccessiblePrefixERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEEPS6_
000000020a10918c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29Tf_GetEmptyHashMapBucketCountEv
000000020a10924c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29Tf_GetEmptyHashSetBucketCountEv
0000000218896300 (__DATA,__data) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29USD_ABC_READ_ARCHIVE_USE_MMAPE
0000000218ae0ec0 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29USD_DEFAULT_FILE_FORMAT_valueE
0000000218ae0fb0 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29UsdAbcAlembicFileFormatTokensE
000000020a7aa0e4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29UsdPhysicsArticulationRootAPI14_IsTypedSchemaEv
000000020a7aa060 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29UsdPhysicsArticulationRootAPI16_GetStaticTfTypeEv
000000020a7aa194 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29UsdPhysicsArticulationRootAPI23GetSchemaAttributeNamesEb
000000020a7a9bf0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29UsdPhysicsArticulationRootAPI3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a7a9e90 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29UsdPhysicsArticulationRootAPI5ApplyERKNS_7UsdPrimE
000000020a7a9de8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29UsdPhysicsArticulationRootAPI8CanApplyERKNS_7UsdPrimEPNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEE
000000020a7a9bc8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29UsdPhysicsArticulationRootAPID0Ev
000000020a7a9bc4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29UsdPhysicsArticulationRootAPID1Ev
000000020a7a9bc0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29UsdPhysicsArticulationRootAPID2Ev
000000020a6cb3c4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29UsdShadeShaderDefParserPlugin5ParseERKNS_22NdrNodeDiscoveryResultE
000000020a6cb334 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29UsdShadeShaderDefParserPlugin6_cacheEv
000000020a787988 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29UsdUtilsGetMaterialsScopeNameEb
000000020a78b260 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29UsdUtilsSparseAttrValueWriter13SetTimeSampleEPNS_7VtValueENS_11UsdTimeCodeE
000000020a78af34 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29UsdUtilsSparseAttrValueWriter13SetTimeSampleERKNS_7VtValueENS_11UsdTimeCodeE
000000020a78ad08 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29UsdUtilsSparseAttrValueWriter26_InitializeSparseAuthoringEPNS_7VtValueE
000000020a78af30 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29UsdUtilsSparseAttrValueWriterC1ERKNS_12UsdAttributeEPNS_7VtValueE
000000020a78adfc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29UsdUtilsSparseAttrValueWriterC1ERKNS_12UsdAttributeERKNS_7VtValueE
000000020a78ae00 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29UsdUtilsSparseAttrValueWriterC2ERKNS_12UsdAttributeEPNS_7VtValueE
000000020a78ab80 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29UsdUtilsSparseAttrValueWriterC2ERKNS_12UsdAttributeERKNS_7VtValueE
000000020a4e2818 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29Usd_IssueFatalPrimAccessErrorEPKNS_12Usd_PrimDataE
000000020a32d0d8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29_NdrFilesystemDiscoveryPlugin13DiscoverNodesERKNS_25NdrDiscoveryPluginContextE
000000020a32d09c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29_NdrFilesystemDiscoveryPluginC1ENSt3__18functionIFbRNS_22NdrNodeDiscoveryResultEEEE
000000020a32d05c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29_NdrFilesystemDiscoveryPluginC1Ev
000000020a32d060 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29_NdrFilesystemDiscoveryPluginC2ENSt3__18functionIFbRNS_22NdrNodeDiscoveryResultEEEE
000000020a32ce50 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__29_NdrFilesystemDiscoveryPluginC2Ev
000000020a0b57c0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30ArchExpandEnvironmentVariablesERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEE
000000020a0c201c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30ArchQueryMappedMemoryResidencyEPKvmPh
0000000218896558 (__DATA,__data) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30HD_ENABLE_OPENSUBDIV3_ADAPTIVEE
0000000218ae1030 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30HD_ENABLE_REFINED_CURVES_valueE
000000020a88df40 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30HdCameraTokens_StaticTokenTypeC1Ev
000000020a88d6cc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30HdCameraTokens_StaticTokenTypeC2Ev
000000020a88d6c8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30HdCameraTokens_StaticTokenTypeD1Ev
000000020a88d5dc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30HdCameraTokens_StaticTokenTypeD2Ev
000000020a8de56c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30HdOptionTokens_StaticTokenTypeC1Ev
000000020a8de4f8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30HdOptionTokens_StaticTokenTypeC2Ev
000000020a8de4f4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30HdOptionTokens_StaticTokenTypeD1Ev
000000020a8de4bc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30HdOptionTokens_StaticTokenTypeD2Ev
000000020a8ddd50 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30HdShaderTokens_StaticTokenTypeC1Ev
000000020a8dcf80 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30HdShaderTokens_StaticTokenTypeC2Ev
000000020a8dcf7c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30HdShaderTokens_StaticTokenTypeD1Ev
000000020a8dce18 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30HdShaderTokens_StaticTokenTypeD2Ev
000000020a8fb384 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30Hd_AdjacencyBuilderComputation7ResolveEv
000000020a8fb334 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30Hd_AdjacencyBuilderComputationC1EPNS_18Hd_VertexAdjacencyEPKNS_14HdMeshTopologyE
000000020a8fb35c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30Hd_AdjacencyBuilderComputationC2EPNS_18Hd_VertexAdjacencyEPKNS_14HdMeshTopologyE
0000000218893948 (__DATA,__data) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30PXR_AR_DISABLE_PLUGIN_RESOLVERE
0000000218894ca8 (__DATA,__data) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30PXR_NDR_FS_PLUGIN_ALLOWED_EXTSE
0000000218894c88 (__DATA,__data) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30PXR_NDR_FS_PLUGIN_SEARCH_PATHSE
000000020a370d10 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30PcpComposeSiteVariantSelectionERKNS_8TfRefPtrINS_13PcpLayerStackEEERKNS_7SdfPathERKNSt3__112basic_stringIcNS8_11char_traitsIcEENS8_9allocatorIcEEEEPSE_
000000020a379df4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30PcpErrorInvalidReferenceOffset3NewEv
000000020a379e50 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30PcpErrorInvalidReferenceOffsetC1Ev
000000020a379e54 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30PcpErrorInvalidReferenceOffsetC2Ev
000000020a37a050 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30PcpErrorInvalidReferenceOffsetD0Ev
000000020a37a04c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30PcpErrorInvalidReferenceOffsetD1Ev
000000020a379f88 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30PcpErrorInvalidReferenceOffsetD2Ev
000000020a37b974 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30PcpErrorTargetPermissionDenied3NewEv
000000020a37b9f8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30PcpErrorTargetPermissionDeniedC1Ev
000000020a37ba38 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30PcpErrorTargetPermissionDeniedC2Ev
000000020a37ba80 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30PcpErrorTargetPermissionDeniedD0Ev
000000020a37ba7c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30PcpErrorTargetPermissionDeniedD1Ev
000000020a37ba78 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30PcpErrorTargetPermissionDeniedD2Ev
000000020a3961f4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30PcpTranslatePathFromNodeToRootERKNS_10PcpNodeRefERKNS_7SdfPathEPb
000000020a3966ac (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30PcpTranslatePathFromRootToNodeERKNS_10PcpNodeRefERKNS_7SdfPathEPb
000000020a3063e4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30SdfGetRoleNameForValueTypeNameERKNS_7TfTokenE
000000020a2b477c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30SdfPathFindLongestStrictPrefixERKNSt3__13setINS_7SdfPathENS0_4lessIS2_EENS0_9allocatorIS2_EEEERKS2_
000000020a1be684 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30Sdf_ComputeAnonLayerIdentifierERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEEPKNS_8SdfLayerE
000000020a2c97dc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30Sdf_UncheckedCreatePrimInLayerEPNS_8SdfLayerERKNS_7SdfPathE
000000020a3394dc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30SdrNodeContext_StaticTokenTypeC1Ev
000000020a3390b8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30SdrNodeContext_StaticTokenTypeC2Ev
000000020a3390b4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30SdrNodeContext_StaticTokenTypeD1Ev
000000020a339028 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30SdrNodeContext_StaticTokenTypeD2Ev
000000020a0fe408 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30Tf_RefPtr_UniqueChangedCounter10_RemoveRefEPKNS_9TfRefBaseE
000000020a0fe474 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30Tf_RefPtr_UniqueChangedCounter16_AddRefIfNonzeroEPKNS_9TfRefBaseE
000000020a0fe3a0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30Tf_RefPtr_UniqueChangedCounter7_AddRefEPKNS_9TfRefBaseE
0000000218ae0f98 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30USD_ABC_EXPAND_INSTANCES_valueE
0000000218ae0fa8 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30USD_ABC_PARENT_INSTANCES_valueE
0000000218ae0f38 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30USD_RI_WRITE_BXDF_OUTPUT_valueE
0000000218ae0fe0 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30UsdAbc_AlembicContextFlagNamesE
000000020a7a222c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30UsdInteractivePreliminary_Text14_IsTypedSchemaEv
000000020a7a21a8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30UsdInteractivePreliminary_Text16_GetStaticTfTypeEv
000000020a7a3038 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30UsdInteractivePreliminary_Text23GetSchemaAttributeNamesEb
000000020a7a1d48 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30UsdInteractivePreliminary_Text3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a7a1f30 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30UsdInteractivePreliminary_Text6DefineERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a7a1d20 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30UsdInteractivePreliminary_TextD0Ev
000000020a7a1d1c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30UsdInteractivePreliminary_TextD1Ev
000000020a7a1d18 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30UsdInteractivePreliminary_TextD2Ev
000000020a6adcf0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30UsdShadeConnectableAPIBehaviorD0Ev
000000020a6adcec (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30UsdShadeConnectableAPIBehaviorD1Ev
000000020a6adce8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30UsdShadeConnectableAPIBehaviorD2Ev
000000020a720990 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30UsdSkel_SkelAnimationQueryImplC1ERKNS_16UsdSkelAnimationE
000000020a720464 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30UsdSkel_SkelAnimationQueryImplC2ERKNS_16UsdSkelAnimationE
