00007ff841b40b40 (__DATA,__data) non-external _.compoundliteral
00007ff802dae2d1 (__TEXT,__text) non-external ___check_instruction_block_invoke
00007ff802dbd5d1 (__TEXT,__text) non-external ___check_policy_block_invoke
00007ff802db02f0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff802dbd610 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff802dab34a (__TEXT,__text) non-external ___combine_conditions_block_invoke
00007ff802daf88f (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
00007ff802daf25a (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
00007ff802db62a7 (__TEXT,__text) non-external ___compile_block_invoke
00007ff802db6228 (__TEXT,__text) non-external ___compile_block_invoke.4
00007ff802da1f08 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00007ff802da8d18 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.20
00007ff802dae157 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
00007ff802dbd2f8 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
00007ff802dbd306 (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
00007ff802dad897 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
00007ff802dae127 (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
00007ff802db794b (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
00007ff802daeb11 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
00007ff802daff0d (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
00007ff802db67ca (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff802db7f79 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
00007ff802db600e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff802db7057 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff802db6fd4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ff802dbc3d3 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00007ff841b48070 (__DATA,__common) [referenced dynamically] external ___crashreporter_info__
00007ff802db7fe3 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
00007ff802dac007 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
00007ff802dac9f3 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.10
00007ff802db3931 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.12
00007ff802dab81d (__TEXT,__text) non-external ___cse_multiple_block_invoke
00007ff802d9df54 (__TEXT,__text) non-external ___define_action_block_invoke
00007ff802dba60b (__TEXT,__text) non-external ___define_action_block_invoke.116
00007ff802da460d (__TEXT,__text) non-external ___define_action_block_invoke_2
00007ff802da34dd (__TEXT,__text) non-external ___define_combination_filter_block_invoke
00007ff802db91c7 (__TEXT,__text) non-external ___define_error_handler_block_invoke
00007ff802db93d9 (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
00007ff802d9f6c8 (__TEXT,__text) non-external ___define_filter_block_invoke
00007ff802db29b2 (__TEXT,__text) non-external ___define_network_filter_block_invoke
00007ff802d9f52b (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
00007ff802db84e7 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
00007ff802db67e1 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff802db7fb1 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
00007ff802db6025 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff802db708f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff802db701e (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ff802dbc441 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
00007ff802dab47d (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
00007ff802db79a8 (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
00007ff802db7b07 (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
00007ff802db6ce0 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
00007ff802db6d63 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.85
00007ff802db0c6e (__TEXT,__text) non-external ___emit_profile_block_invoke
00007ff802db6a15 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00007ff802db6a4c (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.71
00007ff802db67fe (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
00007ff802dad1d1 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00007ff802dad13b (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.9
00007ff802dbc605 (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
00007ff802daec46 (__TEXT,__text) non-external ___factor_block_invoke
00007ff802db7d38 (__TEXT,__text) non-external ___factor_policy_block_invoke
00007ff802dbbb76 (__TEXT,__text) non-external ___generate_mach_kernel_endpoint_syscallmask_block_invoke
00007ff802dbbc07 (__TEXT,__text) non-external ___generate_mach_syscallmask_block_invoke
00007ff802dbc1ed (__TEXT,__text) non-external ___generate_unix_syscallmask_block_invoke
00007ff802db7329 (__TEXT,__text) non-external ___iterate_string_operands_with_atom_namespaces_block_invoke
00007ff802da32b2 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
00007ff802dbbb5c (__TEXT,__text) non-external ___message_filter_has_operation_block_invoke
00007ff802da94de (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00007ff802dba59f (__TEXT,__text) non-external ___operation_expand_block_invoke
00007ff802db7367 (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
00007ff802dae4e2 (__TEXT,__text) non-external ___reorder_block_invoke
00007ff802daebc2 (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
00007ff802db77e8 (__TEXT,__text) non-external ___reorder_policy_block_invoke
00007ff802db74ab (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
00007ff802db74fb (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.22
00007ff802dae218 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
00007ff802db58fd (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
00007ff802db5e2d (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
00007ff802db60fd (__TEXT,__text) non-external ___sandbox_register_sync_root_block_invoke
00007ff802db003c (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
00007ff802dbb6fe (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
00007ff802da9904 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
00007ff802dbd2b5 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
00007ff802da3fae (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
00007ff802dbd2a6 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
00007ff802da3305 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
00007ff802db3390 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
00007ff802da857e (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00007ff802db337c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
00007ff802da7370 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
00007ff802dbc295 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
00007ff802da06c9 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
00007ff802da26f4 (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
00007ff802dae187 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
00007ff802dae06c (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
00007ff802dbcb92 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
00007ff802db2617 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
00007ff802db6757 (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
00007ff802d9d77c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
00007ff802da9078 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
00007ff802db958e (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
00007ff802db8c80 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
00007ff802db956d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
00007ff802db8cf8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
00007ff802db94e6 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
00007ff802db8f0a (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
00007ff802db8faa (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
00007ff802db9176 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
00007ff802db9424 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
00007ff802db3833 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
00007ff802db319d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
00007ff802da4039 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
00007ff802da40f9 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00007ff802db8905 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
00007ff802db891f (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
00007ff802db8c00 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
00007ff802db95ba (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
00007ff802db7e8c (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
00007ff802dbbbfd (__TEXT,__text) non-external ___sb_transform_syscallmask_has_migroutine_index_by_id_block_invoke
00007ff802dba9d5 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
00007ff802dbaa2a (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
00007ff802db94a9 (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
00007ff802db9470 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00007ff802dbc52e (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
00007ff802d9d3eb (__TEXT,__text) non-external ___xpc2sc_block_invoke
00007ff841b40820 (__DATA,__data) non-external __address_family_aliases_
00007ff802db740c (__TEXT,__text) non-external __annotate_instruction_order
00007ff802db3805 (__TEXT,__text) non-external __buffer_close
00007ff802db3755 (__TEXT,__text) non-external __buffer_read
00007ff802db3704 (__TEXT,__text) non-external __buffer_seek
00007ff802da2962 (__TEXT,__text) non-external __calculate_graft_position
00007ff802db7cc5 (__TEXT,__text) non-external __condition_list_diff
00007ff841b42d00 (__DATA,__data) non-external __csr_aliases_
00007ff802db9603 (__TEXT,__text) non-external __define_filter
00007ff802d9cd6f (__TEXT,__text) non-external __define_list
00007ff802d9cfb7 (__TEXT,__text) non-external __define_symbol
00007ff841b40150 (__DATA,__data) non-external __errno_value_aliases_
00007ff841b46d10 (__DATA,__data) non-external __fcntl_command_aliases_
00007ff802da2f0c (__TEXT,__text) non-external __flatten
00007ff802db2812 (__TEXT,__text) non-external __free_error_pool
00007ff841b40bb0 (__DATA,__data) non-external __fsctl_command_aliases_
00007ff841b42dd0 (__DATA,__data) non-external __host_special_port_aliases_
00007ff841b41790 (__DATA,__data) non-external __ioctl_command_aliases_
00007ff841b45270 (__DATA,__data) non-external __machtrap_aliases_
00007ff802d9ce32 (__TEXT,__text) non-external __make_list_v
00007ff841b47eb0 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00007ff841b45630 (__DATA,__data) non-external __mig_routine_aliases_
00007ff802dde970 (__TEXT,__const) non-external __migroutine_idx_to_msgid_
00007ff841b47d40 (__DATA,__data) non-external __necp_client_action_aliases_
00007ff802daeb72 (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff802d9d4ca (__TEXT,__text) non-external __parse_file
00007ff841b435d0 (__DATA,__data) non-external __persona_aliases_
00007ff841b42840 (__DATA,__data) non-external __privilege_aliases_
00007ff802db2309 (__TEXT,__text) non-external __push_match_byteset_instr
00007ff802d99f8c (__TEXT,__text) non-external __s_return
00007ff802dac842 (__TEXT,__text) non-external __sb_condition_list_remove_index
00007ff802da04cd (__TEXT,__text) non-external __sb_condition_pattern_of_type
00007ff802db0317 (__TEXT,__text) non-external __sb_condition_traverse_filters
00007ff802dbcc0d (__TEXT,__text) non-external __sb_fsa_disjunction
00007ff802da23da (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00007ff802dbca45 (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
00007ff802da77ad (__TEXT,__text) non-external __sb_fsa_serialize
00007ff802dbb3ad (__TEXT,__text) non-external __sb_instr_error_with_formatv
00007ff802da6fe0 (__TEXT,__text) non-external __sb_pattern_is_literal
00007ff802d95846 (__TEXT,__text) non-external __sb_realloc_vector
00007ff802dbb06c (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
00007ff802da7384 (__TEXT,__text) non-external __sb_value_is_equivalent
00007ff802dbc30a (__TEXT,__text) non-external __set_modifier_string
00007ff841b42f70 (__DATA,__data) non-external __signal_aliases_
00007ff841b471a0 (__DATA,__data) non-external __socket_option_level_aliases_
00007ff841b47840 (__DATA,__data) non-external __socket_option_name_aliases_
00007ff841b40ae0 (__DATA,__data) non-external __socket_type_aliases_
00007ff841b43650 (__DATA,__data) non-external __syscall_aliases_
00007ff841b432f0 (__DATA,__data) non-external __usb_interface_class_aliases_
00007ff841b43400 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff802da406d (__TEXT,__text) non-external _all_args_pass_test
00007ff802d96449 (__TEXT,__text) non-external _alloc_cellseg
00007ff802da5c66 (__TEXT,__text) non-external _alloc_literal
00007ff802d9eda4 (__TEXT,__text) non-external _arg_is_condition
00007ff802db9508 (__TEXT,__text) non-external _arg_is_message_filter
00007ff802da4481 (__TEXT,__text) non-external _arg_is_modifier
00007ff802d9ee13 (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
00007ff802da0b7e (__TEXT,__text) non-external _assert_is_mutable
00007ff802dbc25c (__TEXT,__text) non-external _assert_is_mutable.543
00007ff802db4279 (__TEXT,__text) non-external _atom2str
00007ff802dbd70c (__TEXT,__text) non-external _atom2str.cold.1
00007ff802dbd72f (__TEXT,__text) non-external _atom2str.cold.2
00007ff802dbd752 (__TEXT,__text) non-external _atom2str.cold.3
00007ff802dbd775 (__TEXT,__text) non-external _atom2str.cold.4
00007ff802dbd798 (__TEXT,__text) non-external _atom2str.cold.5
00007ff802dbd7bb (__TEXT,__text) non-external _atom2str.cold.6
00007ff802dbd7de (__TEXT,__text) non-external _atom2str.cold.7
00007ff802dbd801 (__TEXT,__text) non-external _atom2str.cold.8
00007ff802d989a8 (__TEXT,__text) non-external _backchar
00007ff802d9de9a (__TEXT,__text) non-external _backtrace_pop
00007ff802dbd680 (__TEXT,__text) non-external _backtrace_pop.cold.1
00007ff802d96fb7 (__TEXT,__text) non-external _backtrace_push
00007ff802dbb638 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _bsearch_b (from libSystem)
00007ff802db3a39 (__TEXT,__text) non-external (was a private external) _bt_pointer_code
00007ff802db3a70 (__TEXT,__text) non-external (was a private external) _bt_pointer_col
00007ff802db3a62 (__TEXT,__text) non-external (was a private external) _bt_pointer_line
00007ff802db3a46 (__TEXT,__text) non-external (was a private external) _bt_pointer_name
                 (undefined) external _calloc (from libSystem)
00007ff802daaeee (__TEXT,__text) non-external _can_combine_conjunction
00007ff802daae7a (__TEXT,__text) non-external _can_combine_disjunction
00007ff802dac164 (__TEXT,__text) non-external _candidate_list_lookup
00007ff802dacb85 (__TEXT,__text) non-external _candidate_list_remove
00007ff802dafa70 (__TEXT,__text) non-external _candidate_set_release
00007ff802d9ecfb (__TEXT,__text) non-external _car
00007ff802d9ed4a (__TEXT,__text) non-external _cdr
00007ff802db00fc (__TEXT,__text) non-external _check_dependencies
00007ff802dbd43d (__TEXT,__text) non-external _check_instruction
00007ff802dbd53a (__TEXT,__text) non-external _check_policy
00007ff802dbbc4f (__TEXT,__text) non-external _collect_filters_into_syscallmask
00007ff802d9333e (__TEXT,__text) non-external _compile
00007ff802d9fa98 (__TEXT,__text) non-external _compute_cost_estimate
00007ff802d9f813 (__TEXT,__text) non-external _compute_hash
00007ff802dbd0ed (__TEXT,__text) non-external _compute_hash.2247
00007ff802da33eb (__TEXT,__text) non-external _condition_free_callback
00007ff802daf2dc (__TEXT,__text) non-external _condition_with_patterns_combined
00007ff802db5a02 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
00007ff802da6367 (__TEXT,__text) non-external _construct_automaton
00007ff802dafba6 (__TEXT,__text) non-external _create_pattern_disjunctions
00007ff802dab582 (__TEXT,__text) non-external _cse
00007ff802dab8a4 (__TEXT,__text) non-external _cse_inferior_list
00007ff802dab744 (__TEXT,__text) non-external _cse_multiple
00007ff802dad385 (__TEXT,__text) non-external _dce
00007ff802da0f69 (__TEXT,__text) non-external _decorate_condition
00007ff802d9d868 (__TEXT,__text) non-external _decorate_operation
00007ff802dbb2f8 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00007ff840209310 (__DATA_CONST,__const) non-external _dispatch_table
00007ff802da9008 (__TEXT,__text) non-external _dump_stack_restore
00007ff802da8f86 (__TEXT,__text) non-external _dump_stack_stash
00007ff802db78b2 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
00007ff802dad268 (__TEXT,__text) non-external _eliminate_dead_code
00007ff802db7a71 (__TEXT,__text) non-external _eliminate_dead_code_policy
00007ff802db212e (__TEXT,__text) non-external _emit
00007ff802db0cfc (__TEXT,__text) non-external _emit_instruction
00007ff802db6dc0 (__TEXT,__text) non-external _emit_modifier_descriptor
00007ff802db2502 (__TEXT,__text) non-external _emit_string
00007ff802db1d9e (__TEXT,__text) non-external _encode_address
00007ff802da5ced (__TEXT,__text) non-external _end_expression
00007ff802d9c3d1 (__TEXT,__text) non-external _eqv
00007ff802dacdb4 (__TEXT,__text) non-external _expand_logical_conditions
00007ff802dbc574 (__TEXT,__text) non-external _expand_logical_conditions_policy
00007ff802db7bdf (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
                 (undefined) external _fileport_makeport (from libSystem)
00007ff802d967ec (__TEXT,__text) non-external (was a private external) _fill_vector
00007ff84020be90 (__DATA_CONST,__const) non-external _filter_info
00007ff802d96758 (__TEXT,__text) non-external _find_consecutive_cells
00007ff802d99fee (__TEXT,__text) non-external _find_slot_in_env
00007ff802da6151 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff802d956ff (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff802ddf250 (__TEXT,__const) non-external _gLatinCaseFold
00007ff802ddf450 (__TEXT,__const) non-external _gLowerCaseTable
00007ff802d9d97b (__TEXT,__text) non-external _gc
00007ff802d9cd01 (__TEXT,__text) non-external (was a private external) _gc_protect
00007ff802d9cf84 (__TEXT,__text) non-external (was a private external) _gc_unprotect
00007ff802dbd65d (__TEXT,__text) non-external _gc_unprotect.cold.1
00007ff802dbb73d (__TEXT,__text) non-external _generate_syscallmask
00007ff802d9c298 (__TEXT,__text) non-external (was a private external) _gensym
00007ff802dbd63a (__TEXT,__text) non-external _gensym.cold.1
00007ff802d968f4 (__TEXT,__text) non-external _get_cell
00007ff802db20d5 (__TEXT,__text) non-external _get_current_data_address
00007ff802d98822 (__TEXT,__text) non-external _inchar
00007ff802dd01c0 (__TEXT,__const) non-external _init_scm
00007ff802db5478 (__TEXT,__text) non-external _inspect_iterate_items
00007ff802d9be69 (__TEXT,__text) non-external _is_any
00007ff802db3a26 (__TEXT,__text) non-external (was a private external) _is_bt_pointer
00007ff802da33d2 (__TEXT,__text) non-external (was a private external) _is_character
00007ff802db3acf (__TEXT,__text) non-external (was a private external) _is_closure
00007ff802db3af5 (__TEXT,__text) non-external (was a private external) _is_continuation
00007ff802db3b1b (__TEXT,__text) non-external (was a private external) _is_environment
00007ff802db3aa8 (__TEXT,__text) non-external (was a private external) _is_foreign
00007ff802db3abb (__TEXT,__text) non-external (was a private external) _is_foreign_block
00007ff802da0fee (__TEXT,__text) non-external (was a private external) _is_foreign_object
00007ff802d9eeb1 (__TEXT,__text) non-external (was a private external) _is_integer
00007ff802db3ae2 (__TEXT,__text) non-external (was a private external) _is_macro
00007ff802d9f493 (__TEXT,__text) non-external _is_nonneg
00007ff802db4814 (__TEXT,__text) non-external _is_num_integer
00007ff802d9c372 (__TEXT,__text) non-external (was a private external) _is_number
00007ff802d9acde (__TEXT,__text) non-external (was a private external) _is_pair
00007ff802db3a7f (__TEXT,__text) non-external (was a private external) _is_port
00007ff802da890f (__TEXT,__text) non-external _is_position_at_end_of_sequence
00007ff802db3a95 (__TEXT,__text) non-external (was a private external) _is_proc
00007ff802db3b08 (__TEXT,__text) non-external (was a private external) _is_promise
00007ff802d9f480 (__TEXT,__text) non-external (was a private external) _is_string
00007ff802d9f6ab (__TEXT,__text) non-external (was a private external) _is_symbol
00007ff802dbbc21 (__TEXT,__text) non-external _is_unmodified_allow_instruction
00007ff802db398b (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
00007ff802d9eebe (__TEXT,__text) non-external (was a private external) _ivalue
00007ff802da3116 (__TEXT,__text) non-external _list_cost_estimate
00007ff802da3324 (__TEXT,__text) non-external _list_star
00007ff802dbc948 (__TEXT,__text) non-external _lookup_filter_info
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
00007ff802d9dcf2 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
00007ff802d99dd4 (__TEXT,__text) non-external _mk_atom
00007ff802da87f1 (__TEXT,__text) non-external (was a private external) _mk_counted_string
00007ff802d9d0a2 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00007ff802d9d0d9 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
00007ff802da0fbc (__TEXT,__text) non-external (was a private external) _mk_foreign_object
00007ff802d9d8b2 (__TEXT,__text) non-external (was a private external) _mk_integer
00007ff802d9aadc (__TEXT,__text) non-external _mk_sharp_const
00007ff802db38b0 (__TEXT,__text) non-external _mk_sharp_integer
00007ff802d96b7d (__TEXT,__text) non-external (was a private external) _mk_string
00007ff802d96990 (__TEXT,__text) non-external (was a private external) _mk_symbol
00007ff802d965ee (__TEXT,__text) non-external _mk_vector
00007ff802dbd6a3 (__TEXT,__text) non-external _mk_vector.cold.1
00007ff84020bb50 (__DATA_CONST,__const) non-external _modifier_info
00007ff802da8949 (__TEXT,__text) non-external _move_to_next_node
00007ff802db95dc (__TEXT,__text) non-external _msgfilter_free_callback
00007ff802dab1cf (__TEXT,__text) non-external _negate_instruction
00007ff84020bdf0 (__DATA_CONST,__const) non-external _network_filter_constants
00007ff802d9683d (__TEXT,__text) non-external _new_frame_in_env
00007ff802d96c50 (__TEXT,__text) non-external _new_slot_spec_in_env
00007ff802d9c388 (__TEXT,__text) non-external _num_eq
00007ff802da338e (__TEXT,__text) non-external _num_ge
00007ff802da8844 (__TEXT,__text) non-external _num_gt
00007ff802db39e2 (__TEXT,__text) non-external _num_le
00007ff802db399e (__TEXT,__text) non-external _num_lt
00007ff841a52080 (__DATA_DIRTY,__bss) non-external _num_one
00007ff841a52070 (__DATA_DIRTY,__bss) non-external _num_zero
00007ff802da1001 (__TEXT,__text) non-external (was a private external) _objvalue
00007ff802d96a54 (__TEXT,__text) non-external _oblist_add_by_name
00007ff802d969bf (__TEXT,__text) non-external _oblist_find_by_name
00007ff802da5d6a (__TEXT,__text) non-external _op_concat
00007ff802da62c0 (__TEXT,__text) non-external _operand_release
