00007ffc137ede5e (__TEXT,__text) external _AAAFSCGetMetadata
00007ffc1377a663 (__TEXT,__text) non-external _asyncContext
00007ffc1379910d (__TEXT,__text) non-external _asyncContext
00007ffc1377a969 (__TEXT,__text) non-external _asyncProgress
00007ffc1379942e (__TEXT,__text) non-external _asyncProgress
00007ffc1377a951 (__TEXT,__text) non-external _asyncSelect
00007ffc137a2615 (__TEXT,__text) non-external _bestMatchInRange
00007ffc137b5ccb (__TEXT,__text) non-external _blockGetFromCache
00007ffc137b5b7f (__TEXT,__text) non-external _blockReader
00007ffc137b5e1d (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
00007ffc137bb86d (__TEXT,__text) non-external (was a private external) _bxdiff5Alloc
00007ffc137bc17d (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00007ffc137bcaf4 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00007ffc137bbfd9 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00007ffc137bc3e6 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
00007ffc137bc454 (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00007ffc137bba86 (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
00007ffc137bb8c0 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
00007ffc137bbdf0 (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffc137bbf7a (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffc137fa1f2 (__TEXT,__text) non-external _cacheData
00007ffc137888b2 (__TEXT,__text) non-external _cacheFlush
00007ffc13788792 (__TEXT,__text) non-external _cachePageEvict
00007ffc1378849e (__TEXT,__text) non-external _cachePageGet
00007ffc137885f9 (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
00007ffc13779bb4 (__TEXT,__text) non-external _cancelProc
00007ffc137a5436 (__TEXT,__text) non-external _cancelProc
00007ffc137b1452 (__TEXT,__text) non-external _cancelProc
00007ffc137c74c0 (__TEXT,__text) non-external _cancelProc
00007ffc137ca1c1 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccaes_ctr_crypt_mode (from libSystem)
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _cchkdf (from libSystem)
                 (undefined) external _cchmac_final (from libSystem)
                 (undefined) external _cchmac_init (from libSystem)
                 (undefined) external _cchmac_update (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ffc137a0c4a (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffc137c376b (__TEXT,__text) non-external _chunkAppendHole
00007ffc137aaccc (__TEXT,__text) non-external _chunkAsyncCancel
00007ffc137aa5c3 (__TEXT,__text) non-external _chunkAsyncClose
00007ffc137aa950 (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffc137aacec (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffc137aaaf3 (__TEXT,__text) non-external _chunkAsyncProcess
00007ffc137c373d (__TEXT,__text) non-external _chunkDestroy
00007ffc137c1938 (__TEXT,__text) non-external _chunk_compare_by_position
00007ffc137c192c (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffc137a38eb (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffc1377877f (__TEXT,__text) non-external _closeProc
00007ffc137a4ae4 (__TEXT,__text) non-external _closeProc
00007ffc137ae88e (__TEXT,__text) non-external _closeProc
00007ffc137c5801 (__TEXT,__text) non-external _closeProc
00007ffc13778a30 (__TEXT,__text) non-external _closeWithStateProc
00007ffc137a4b6f (__TEXT,__text) non-external _closeWithStateProc
00007ffc137afef9 (__TEXT,__text) non-external _closeWithStateProc
00007ffc137c58c3 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffc137da7fd (__TEXT,__text) non-external _clusterEntryUpdateDAT
00007ffc137d5c14 (__TEXT,__text) non-external _cmpNodesProc
00007ffc13774b1a (__TEXT,__text) non-external _cmpRange
00007ffc137781c7 (__TEXT,__text) non-external _cmp_entries_clc
00007ffc1377819a (__TEXT,__text) non-external _cmp_entries_hlc
00007ffc13778248 (__TEXT,__text) non-external _cmp_entries_offset
00007ffc137781f4 (__TEXT,__text) non-external _cmp_entries_slc
00007ffc137d32d3 (__TEXT,__text) non-external _cmp_keys
00007ffc137c5598 (__TEXT,__text) non-external _cmp_markers
00007ffc1377180e (__TEXT,__text) non-external _compare_copy_fork_3
00007ffc137717de (__TEXT,__text) non-external _compare_copy_fork_4
00007ffc1377179f (__TEXT,__text) non-external _compare_copy_fork_5
00007ffc13771433 (__TEXT,__text) non-external _compare_digest_tasks
00007ffc1376f830 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
00007ffc1377221f (__TEXT,__text) non-external _compare_forks_by_extent
00007ffc13772258 (__TEXT,__text) non-external _compare_forks_by_position
00007ffc1379964d (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffc137995e6 (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffc13799631 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffc1379965b (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffc1379963f (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffc1377ba21 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffc137e7c3b (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffc137ac73b (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffc137ac69b (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffc137f7796 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffc137b9be5 (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
00007ffc137b4d7c (__TEXT,__text) non-external _convertStreamAbort
00007ffc137b4fe6 (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffc137b3bb0 (__TEXT,__text) non-external _convertStreamClose
00007ffc137b524a (__TEXT,__text) non-external _convertStreamEndBlob
00007ffc137b4f4b (__TEXT,__text) non-external _convertStreamEndEntry
00007ffc137b4eae (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffc137b48ec (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffc137b3c47 (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffc137c1951 (__TEXT,__text) non-external _convert_block_controls
00007ffc137c17cf (__TEXT,__text) non-external _convert_internal_controls
00007ffc137acdda (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffc137ad183 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffc1378ea87 (__TEXT,__text) non-external _copyStream
00007ffc137d3aa6 (__TEXT,__text) non-external _create
00007ffc137b39b6 (__TEXT,__text) non-external _createErrorContextKey
00007ffc137b342b (__TEXT,__text) non-external (was a private external) _createThread
00007ffc13792c6e (__TEXT,__text) non-external _ctrl_reader_get
00007ffc13797872 (__TEXT,__text) non-external _currentWriteBufferFull
00007ffc137ec0a7 (__TEXT,__text) non-external _decodeStreamAbort
00007ffc137ec0ca (__TEXT,__text) non-external _decodeStreamClose
00007ffc137eb214 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00007ffc137eb531 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffc137eb3f6 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffc137ebedf (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffc137eb2eb (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffc137eb9d7 (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffc137eb175 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffc137ee6a1 (__TEXT,__text) non-external _decompressToData
00007ffc13773928 (__TEXT,__text) non-external _decryptAsyncCancel
00007ffc137733ce (__TEXT,__text) non-external _decryptAsyncClose
00007ffc137735cd (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffc1377393a (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffc1377371a (__TEXT,__text) non-external _decryptAsyncProcess
00007ffc137bab22 (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffc137ba9a4 (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffc137bab2f (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffc137bab3c (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffc13794dce (__TEXT,__text) non-external _ecc65537Inv
00007ffc137949db (__TEXT,__text) non-external _ecc65537PolyEval
00007ffc13794c66 (__TEXT,__text) non-external _ecc65537Solve
00007ffc13794a44 (__TEXT,__text) non-external _ecc65537Triangulate
00007ffc137e8b19 (__TEXT,__text) non-external _encodeEntry
00007ffc137e8c7a (__TEXT,__text) non-external _encodeYOPEntry
00007ffc137e9ca7 (__TEXT,__text) non-external _encoderStreamAbort
00007ffc137e9ad4 (__TEXT,__text) non-external _encoderStreamClose
00007ffc137e9e48 (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffc137e9cc4 (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffc137b2c7d (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffc137e7c07 (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffc137c94c6 (__TEXT,__text) non-external _entryMessage
00007ffc137d9e79 (__TEXT,__text) non-external _entryRelease
00007ffc137e7bee (__TEXT,__text) non-external _entryVectorCmp
00007ffc137ae060 (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffc137ae184 (__TEXT,__text) non-external _enumerateTree_rec
00007ffc137d4905 (__TEXT,__text) non-external _expandDirThreadProc
00007ffc137d9e5c (__TEXT,__text) non-external _extractStreamAbort
00007ffc137d79a8 (__TEXT,__text) non-external _extractStreamClose
00007ffc137daa21 (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffc137daafa (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffc137da662 (__TEXT,__text) non-external _extractStreamStateFail
00007ffc137d9655 (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffc137d88f9 (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffc137c9daf (__TEXT,__text) non-external _extractThread
00007ffc137d9fec (__TEXT,__text) non-external _extractThreadFailEntry
00007ffc137d68e8 (__TEXT,__text) non-external _extractThreadProc
00007ffc137da74c (__TEXT,__text) non-external _extractThreadSendCommand
00007ffc137c990a (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffc137c971d (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffc137c9914 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffc137c9990 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffc1378c193 (__TEXT,__text) non-external _findFirst
00007ffc137c1abd (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffc1378d67d (__TEXT,__text) non-external _flushBuf
00007ffc137ea0ee (__TEXT,__text) non-external _flushOBuf
00007ffc137f08cb (__TEXT,__text) non-external _flushOBuf
00007ffc137a762f (__TEXT,__text) non-external _flushToResourceFork
00007ffc137ea22b (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffc137ea804 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
00007ffc137bd8fb (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffc1378da14 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffc418f60d0 (__DATA,__bss) non-external _gErrorContextKey
00007ffc137c488c (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffc137add8e (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffc137eaed8 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffc13794f90 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffc137ac40d (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffc137b3964 (__TEXT,__text) non-external _getErrorContextKey
00007ffc418f60c0 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00007ffc137bfc64 (__TEXT,__text) non-external _getFieldBlob
00007ffc137ad61a (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffc137ad599 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffc137adb71 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffc137dc154 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00007ffc137add05 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffc137ad511 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffc137ade1f (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffc137ade35 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffc137adec3 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffc137adaef (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffc137f9586 (__TEXT,__text) non-external _getFreeCachePos
00007ffc1377cb53 (__TEXT,__text) non-external _getHeader
00007ffc137d5836 (__TEXT,__text) non-external _getPath
00007ffc137a2146 (__TEXT,__text) non-external _getProfile
00007ffc137ac3d9 (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffc137aca9a (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffc137ca22e (__TEXT,__text) non-external _getTempSegmentFilename
00007ffc137ae601 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffc137f7617 (__TEXT,__text) non-external _graisAbort
00007ffc137f59f7 (__TEXT,__text) non-external _graisClose
00007ffc137f7215 (__TEXT,__text) non-external _graisPRead
00007ffc137f71ed (__TEXT,__text) non-external _graisRead
00007ffc137f75d1 (__TEXT,__text) non-external _graisSeek
00007ffc137d485c (__TEXT,__text) non-external _increaseCapacity
00007ffc137a0ea0 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffc137ea7f0 (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffc137db234 (__TEXT,__text) non-external _init_blob_with_magic
00007ffc137b5f30 (__TEXT,__text) non-external (was a private external) _io_preallocate
00007ffc137b60f5 (__TEXT,__text) non-external (was a private external) _io_set_nocache
00007ffc137acb2f (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffc137e0acc (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffc137b375c (__TEXT,__text) non-external (was a private external) _joinThread
00007ffc137f3240 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
00007ffc137f32e1 (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffc137b2d4a (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffc137eb48a (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffc137c38f4 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffc137df7ac (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffc137f0a6e (__TEXT,__text) non-external _loadChunkOffsets
00007ffc137edfba (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffc137c9e17 (__TEXT,__text) non-external _loadRemainingRange
00007ffc137ca05e (__TEXT,__text) non-external _loadTempSegment
00007ffc137c9a20 (__TEXT,__text) non-external _loadThread
00007ffc137b76cd (__TEXT,__text) non-external (was a private external) _load_variants
00007ffc137aa7d3 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffc137ac53a (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffc1379db3a (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffc1379db2d (__TEXT,__text) non-external _memoryInputStreamClose
00007ffc1379db6f (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffc1379db4c (__TEXT,__text) non-external _memoryInputStreamRead
00007ffc1379dbc6 (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffc1379dd1d (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffc1379dd10 (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffc1379dd2f (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffc137eaeb5 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffc137eaa4b (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffc137f9e1c (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffc137d51b5 (__TEXT,__text) non-external _normalize
00007ffc137ac5c6 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffc137ca2c2 (__TEXT,__text) non-external _notifySegmentAvailable
00007ffc1380de50 (__TEXT,__const) non-external _old_resource_fork_map
00007ffc1380e3a0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffc1377bc1d (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffc137b781a (__TEXT,__text) non-external (was a private external) _patch_write_controls
00007ffc137ac9ca (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffc1377cac9 (__TEXT,__text) non-external _pcRead
00007ffc1377be8d (__TEXT,__text) non-external _pcWrite
00007ffc13772534 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
00007ffc137723aa (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffc13772339 (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffc1377228a (__TEXT,__text) non-external (was a private external) _pc_array_compare
00007ffc13772324 (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffc13772499 (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
00007ffc13772484 (__TEXT,__text) non-external (was a private external) _pc_array_sort
00007ffc137c1f10 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffc137fa37e (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffc137c21f8 (__TEXT,__text) non-external (was a private external) _pc_log_info
00007ffc137c2083 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
00007ffc137bd4ef (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
00007ffc13773e72 (__TEXT,__text) non-external _processClusterHeader
00007ffc13798af1 (__TEXT,__text) non-external _processEntry
00007ffc137b1464 (__TEXT,__text) non-external _processEntry
00007ffc13773943 (__TEXT,__text) non-external _processMagic
00007ffc1377472e (__TEXT,__text) non-external _processPadding
00007ffc13773a4e (__TEXT,__text) non-external _processPrologue
00007ffc137749ec (__TEXT,__text) non-external _processSegment
00007ffc137ba752 (__TEXT,__text) non-external _processSegment
00007ffc137c918d (__TEXT,__text) non-external _processSegment
00007ffc1378f9d7 (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffc137ea90a (__TEXT,__text) non-external (was a private external) _pushControls
00007ffc137ea895 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffc13774b35 (__TEXT,__text) non-external _pushPaddingRange
00007ffc13773273 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffc137a282f (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
00007ffc13793672 (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffc137abe2d (__TEXT,__text) non-external _rangeCmp
00007ffc137a6f66 (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffc137a6f43 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffc137a6f83 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffc1376fdc5 (__TEXT,__text) non-external _rawimg_add_fork
00007ffc1376ff60 (__TEXT,__text) non-external _rawimg_add_volume
00007ffc1376faa6 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
00007ffc13771c87 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
00007ffc1376f843 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
00007ffc137712b7 (__TEXT,__text) non-external _rawimg_digest_worker
00007ffc13795e80 (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
00007ffc13771243 (__TEXT,__text) non-external _rawimg_free_chunks
00007ffc1377045f (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
00007ffc1377185e (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
00007ffc13771456 (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
00007ffc1376f8b6 (__TEXT,__text) non-external (was a private external) _rawimg_show
00007ffc1376ff68 (__TEXT,__text) non-external _rawimg_verify
00007ffc1377e358 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffc137f7a58 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffc137ac380 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffc137db3cc (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffc1380dcc0 (__TEXT,__const) non-external _reltable.rawimg_force_in_place
00007ffc137bdf89 (__TEXT,__text) non-external _remap_page
00007ffc137ae4ff (__TEXT,__text) non-external _removeEntryProc
00007ffc137ae11c (__TEXT,__text) non-external (was a private external) _removeFile
