00000001e7069878 (__DATA,__data) non-external _.compoundliteral
00000001e4d40b30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00000001e4d40b50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00000001e4d40b70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00000001ed3eb498 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7
00000001ed3eb668 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7.3046
00000001ed3eaba8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8
00000001ed3eafe8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8.209
00000001ed3eae98 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.81.125
00000001ed3eaec8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.83.126
00000001e4d355b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001ed3eb878 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.3289
00000001ed3eba78 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.3590
00000001ed3eb2f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.427
00000001ed3eaef8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.97
00000001ed3eab38 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ed3eb168 (__AUTH_CONST,__const) non-external ___block_literal_global.269
00000001ed3eb5e8 (__AUTH_CONST,__const) non-external ___block_literal_global.3039
00000001ed3eb968 (__AUTH_CONST,__const) non-external ___block_literal_global.3380
00000001ed3ebaa8 (__AUTH_CONST,__const) non-external ___block_literal_global.3580
00000001ed3eac98 (__AUTH_CONST,__const) non-external ___block_literal_global.46
00000001ed3eb3b8 (__AUTH_CONST,__const) non-external ___block_literal_global.601
00000001ed3eab58 (__AUTH_CONST,__const) non-external ___block_literal_global.8
00000001ed3eb188 (__AUTH_CONST,__const) non-external ___block_literal_global.8.255
0000000183d0bbc4 (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
0000000183d0b968 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
0000000183d0bd74 (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
0000000183d0f7f4 (__TEXT,__text) non-external ___check_dependencies_block_invoke
0000000183d0d7bc (__TEXT,__text) non-external ___check_instruction_block_invoke
0000000183d1bd38 (__TEXT,__text) non-external ___check_policy_block_invoke
                 (undefined) external ___chkstk_darwin (from libSystem)
0000000183d0ab84 (__TEXT,__text) non-external ___combine_conditions_block_invoke
0000000183d0eb90 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
0000000183d0e5cc (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
0000000183d15e10 (__TEXT,__text) non-external ___compile_block_invoke
0000000183d15d70 (__TEXT,__text) non-external ___compile_block_invoke.4
0000000183d01a08 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
0000000183d1606c (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.26
0000000183d0d604 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
0000000183d197b8 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
0000000183d197b0 (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
0000000183d0d148 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
0000000183d0d5b0 (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
0000000183d18af4 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
0000000183d0df38 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
0000000183d0f2ac (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
0000000183d1608c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
0000000183d1b5c0 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
0000000183d15d1c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
0000000183d16680 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
0000000183d17f84 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
0000000183d1f670 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00000001e7072928 (__DATA,__common) [referenced dynamically] external ___crashreporter_info__
0000000183d1b610 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
0000000183d0b7a8 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
0000000183d189ac (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.14
0000000183d18a88 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.18
0000000183d0b00c (__TEXT,__text) non-external ___cse_multiple_block_invoke
0000000183cfd8f0 (__TEXT,__text) non-external ___define_action_block_invoke
0000000183d1f0ac (__TEXT,__text) non-external ___define_action_block_invoke.121
0000000183d044c8 (__TEXT,__text) non-external ___define_action_block_invoke_2
0000000183d031ac (__TEXT,__text) non-external ___define_combination_filter_block_invoke
0000000183d1cdf8 (__TEXT,__text) non-external ___define_error_handler_block_invoke
0000000183d1d0dc (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
0000000183cfeef0 (__TEXT,__text) non-external ___define_filter_block_invoke
0000000183d118d8 (__TEXT,__text) non-external ___define_network_filter_block_invoke
0000000183cfed60 (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
0000000183d1c6dc (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
0000000183d16080 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
0000000183d1b57c (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
0000000183d15d10 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
0000000183d1663c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
0000000183d17f34 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
0000000183d1f608 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
0000000183d0abf0 (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
0000000183d18b6c (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
0000000183d19c5c (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
0000000183d17bdc (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
0000000183d17c78 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.98
0000000183d100bc (__TEXT,__text) non-external ___emit_profile_block_invoke
0000000183d178dc (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
0000000183d17934 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.82
0000000183d1707c (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
0000000183d0c9a4 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
0000000183d128dc (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.17
0000000183d1abf0 (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
0000000183d0e0a0 (__TEXT,__text) non-external ___factor_block_invoke
0000000183d1a29c (__TEXT,__text) non-external ___factor_policy_block_invoke
0000000183d1d134 (__TEXT,__text) non-external ___format_error_block_invoke
0000000183d1fdc4 (__TEXT,__text) non-external ___generate_fcntl_syscallmask_block_invoke
0000000183d1fd14 (__TEXT,__text) non-external ___generate_mach_syscallmask_block_invoke
0000000183d1fd6c (__TEXT,__text) non-external ___generate_mig_syscallmask_block_invoke
0000000183d1f990 (__TEXT,__text) non-external ___generate_unix_syscallmask_block_invoke
0000000183d18398 (__TEXT,__text) non-external ___iterate_string_operands_with_atom_namespaces_block_invoke
0000000183d18410 (__TEXT,__text) non-external ___iterate_string_operands_with_atom_namespaces_block_invoke_2
0000000183d02f74 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
0000000183d09398 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
0000000183d1efe8 (__TEXT,__text) non-external ___operation_expand_block_invoke
0000000183d1d2b8 (__TEXT,__text) non-external ___output_backtrace_block_invoke
0000000183d18470 (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
0000000183d0da08 (__TEXT,__text) non-external ___reorder_block_invoke
0000000183d0e018 (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
0000000183d1c2e0 (__TEXT,__text) non-external ___reorder_policy_block_invoke
0000000183d185e4 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
0000000183d18658 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.26
0000000183d0d6f4 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
0000000183d15524 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
0000000183d15af0 (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
0000000183d1c074 (__TEXT,__text) non-external ___sb_analyze_check_delegation_profile_block_invoke
0000000183d0f410 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
0000000183d169d0 (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
0000000183d097f4 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
0000000183d19140 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
0000000183d03dc8 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
0000000183d19130 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
0000000183d02fb4 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
0000000183d1228c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
0000000183d0837c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
0000000183d1227c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
0000000183d0719c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
0000000183d19a88 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
0000000183cffee0 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
0000000183d02350 (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
0000000183d0d658 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
0000000183d0d4c8 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
0000000183d16244 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
0000000183d114d0 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
0000000183d1ae5c (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
0000000183cfd074 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
0000000183d08f60 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
0000000183d1c908 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
0000000183d1d7b0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
0000000183d1c9b0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
0000000183d1d788 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
0000000183d1ca58 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
0000000183d1d6e4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
0000000183d1cb00 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
0000000183d1cba0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
0000000183d1cd80 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
0000000183d127a4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
0000000183d1d3dc (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
0000000183d120c0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
0000000183d03e78 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
0000000183d03f70 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
0000000183d1c818 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
0000000183d1c830 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
0000000183d1c848 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
0000000183d1c860 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
0000000183d1c46c (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
0000000183d1a870 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
0000000183d1a8e8 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
0000000183d1a7b8 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
0000000183d1a830 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
0000000183d1d680 (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
0000000183d1d538 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
0000000183d1aadc (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
0000000183d1c108 (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
0000000183cfcca8 (__TEXT,__text) non-external ___xpc2sc_block_invoke
00000001e7069558 (__DATA,__data) non-external __address_family_aliases_
0000000183d18530 (__TEXT,__text) non-external __annotate_instruction_order
0000000183d12770 (__TEXT,__text) non-external __buffer_close
0000000183d12694 (__TEXT,__text) non-external __buffer_read
0000000183d12624 (__TEXT,__text) non-external __buffer_seek
0000000183d025a0 (__TEXT,__text) non-external __calculate_graft_position
0000000183d1a1ec (__TEXT,__text) non-external __condition_list_diff
00000001e70720e8 (__DATA,__data) non-external __csop_aliases_
00000001e706cbd8 (__DATA,__data) non-external __csr_aliases_
0000000183d1dde4 (__TEXT,__text) non-external __define_filter
0000000183cfc5bc (__TEXT,__text) non-external __define_list
0000000183cfc7a0 (__TEXT,__text) non-external __define_symbol
00000001e7072258 (__DATA,__data) non-external __errno_value_aliases_
00000001e7070ba8 (__DATA,__data) non-external __fcntl_command_aliases_
0000000183d02b74 (__TEXT,__text) non-external __flatten
0000000183d116e4 (__TEXT,__text) non-external __free_error_pool
00000001e70698e8 (__DATA,__data) non-external __fsctl_command_aliases_
00000001e706cca8 (__DATA,__data) non-external __host_special_port_aliases_
00000001e706a718 (__DATA,__data) non-external __ioctl_command_aliases_
00000001e7072208 (__DATA,__data) non-external __kas_info_aliases_
00000001e706f248 (__DATA,__data) non-external __machtrap_aliases_
0000000183cfc60c (__TEXT,__text) non-external __make_list_v
0000000183d12a28 (__TEXT,__text) non-external __mbuf_close
0000000183d1b308 (__TEXT,__text) non-external __mbuf_read
0000000183d1b2a8 (__TEXT,__text) non-external __mbuf_seek
0000000183d12984 (__TEXT,__text) non-external __mbuf_write
00000001e7071e38 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00000001e706f628 (__DATA,__data) non-external __mig_routine_aliases_
00000001e7071c58 (__DATA,__data) non-external __necp_client_action_aliases_
0000000183d0dfb4 (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
0000000183cfcda8 (__TEXT,__text) non-external __parse_file
00000001e706d548 (__DATA,__data) non-external __persona_aliases_
0000000183d16d8c (__TEXT,__text) non-external __populate_atom_tables_profile
00000001e706c778 (__DATA,__data) non-external __privilege_aliases_
0000000183d111a4 (__TEXT,__text) non-external __push_match_byteset_instr
0000000183cf9c64 (__TEXT,__text) non-external __s_return
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
0000000183d0c098 (__TEXT,__text) non-external __sb_condition_list_remove_index
0000000183cffcdc (__TEXT,__text) non-external __sb_condition_pattern_of_type
0000000183d0f70c (__TEXT,__text) non-external __sb_condition_traverse_filters
0000000183d1630c (__TEXT,__text) non-external __sb_fsa_disjunction
0000000183d01f70 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
0000000183d1609c (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
0000000183d075d4 (__TEXT,__text) non-external __sb_fsa_serialize
0000000183d19f3c (__TEXT,__text) non-external __sb_instr_error_with_formatv
0000000183d06d94 (__TEXT,__text) non-external __sb_pattern_is_literal
0000000183cf5a24 (__TEXT,__text) non-external __sb_realloc_vector
0000000183d20230 (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
0000000183d071ac (__TEXT,__text) non-external __sb_value_is_equivalent
0000000183d19324 (__TEXT,__text) non-external __sb_value_matches_subset
0000000183d1b150 (__TEXT,__text) non-external __set_modifier_string
00000001e706ce68 (__DATA,__data) non-external __signal_aliases_
00000001e7071088 (__DATA,__data) non-external __socket_option_level_aliases_
00000001e7071728 (__DATA,__data) non-external __socket_option_name_aliases_
00000001e7069818 (__DATA,__data) non-external __socket_type_aliases_
00000001e706d5c8 (__DATA,__data) non-external __syscall_aliases_
00000001e7072048 (__DATA,__data) non-external __task_special_port_aliases_
00000001e706d268 (__DATA,__data) non-external __usb_interface_class_aliases_
00000001e706d378 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
0000000183d03ec8 (__TEXT,__text) non-external _all_args_pass_test
0000000183cf668c (__TEXT,__text) non-external _alloc_cellseg
0000000183d058ac (__TEXT,__text) non-external _alloc_literal
0000000183cfe53c (__TEXT,__text) non-external _arg_is_condition
0000000183d1d70c (__TEXT,__text) non-external _arg_is_message_filter
0000000183d0431c (__TEXT,__text) non-external _arg_is_modifier
0000000183cfe5b8 (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
0000000183d003dc (__TEXT,__text) non-external _assert_is_mutable
0000000183d19a30 (__TEXT,__text) non-external _assert_is_mutable.335
0000000183d13898 (__TEXT,__text) non-external _atom2str
0000000183d20a58 (__TEXT,__text) non-external _atom2str.cold.1
0000000183d20a84 (__TEXT,__text) non-external _atom2str.cold.2
0000000183d20ab0 (__TEXT,__text) non-external _atom2str.cold.3
0000000183d20adc (__TEXT,__text) non-external _atom2str.cold.4
0000000183d20b08 (__TEXT,__text) non-external _atom2str.cold.5
0000000183d20b34 (__TEXT,__text) non-external _atom2str.cold.6
0000000183d20b60 (__TEXT,__text) non-external _atom2str.cold.7
0000000183d20b8c (__TEXT,__text) non-external _atom2str.cold.8
0000000183cf8a28 (__TEXT,__text) non-external _backchar
0000000183cfd814 (__TEXT,__text) non-external _backtrace_pop
0000000183d209a8 (__TEXT,__text) non-external _backtrace_pop.cold.1
0000000183cf72d8 (__TEXT,__text) non-external _backtrace_push
0000000183d16898 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
0000000183d0a640 (__TEXT,__text) non-external _can_combine_conjunction
0000000183d0a58c (__TEXT,__text) non-external _can_combine_disjunction
0000000183d0b910 (__TEXT,__text) non-external _candidate_list_lookup
0000000183d0c370 (__TEXT,__text) non-external _candidate_list_remove
0000000183d0edb0 (__TEXT,__text) non-external _candidate_set_release
0000000183cfe474 (__TEXT,__text) non-external _car
0000000183cfe4d8 (__TEXT,__text) non-external _cdr
0000000183d0f4d4 (__TEXT,__text) non-external _check_dependencies
0000000183d1bb60 (__TEXT,__text) non-external _check_instruction
0000000183d1bc88 (__TEXT,__text) non-external _check_policy
0000000183d1fde4 (__TEXT,__text) non-external _collect_filters_into_syscallmask
0000000183d1a9d4 (__TEXT,__text) non-external _combine_conditions
0000000183cf36b4 (__TEXT,__text) non-external _compile
0000000183cff3f0 (__TEXT,__text) non-external _compute_cost_estimate
0000000183cff0ec (__TEXT,__text) non-external _compute_hash
0000000183d18f8c (__TEXT,__text) non-external _compute_hash.242
0000000183d030b4 (__TEXT,__text) non-external _condition_free_callback
0000000183d191f4 (__TEXT,__text) non-external _condition_is_subset_of_all
0000000183d19268 (__TEXT,__text) non-external _condition_is_subset_of_any
0000000183d0e670 (__TEXT,__text) non-external _condition_with_patterns_combined
0000000183d15670 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
0000000183d05fd0 (__TEXT,__text) non-external _construct_automaton
0000000183d0ef2c (__TEXT,__text) non-external _create_pattern_disjunctions
0000000183d0ad24 (__TEXT,__text) non-external _cse
0000000183d0b094 (__TEXT,__text) non-external _cse_inferior_list
0000000183d0af28 (__TEXT,__text) non-external _cse_multiple
0000000183d0cbb4 (__TEXT,__text) non-external _dce
0000000183d00840 (__TEXT,__text) non-external _decorate_condition
0000000183cfd1a0 (__TEXT,__text) non-external _decorate_operation
0000000183d1c56c (__TEXT,__text) non-external _define_action
0000000183d1c600 (__TEXT,__text) non-external _define_combination_filter
0000000183d19ee8 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00000001ed3e9568 (__AUTH_CONST,__const) non-external _dispatch_table
0000000183d08ee8 (__TEXT,__text) non-external _dump_stack_restore
0000000183d08e70 (__TEXT,__text) non-external _dump_stack_stash
0000000183d188f8 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
0000000183d0ca4c (__TEXT,__text) non-external _eliminate_dead_code
0000000183d19bac (__TEXT,__text) non-external _eliminate_dead_code_policy
0000000183d10f98 (__TEXT,__text) non-external _emit
0000000183d16fa8 (__TEXT,__text) non-external _emit_atom_table
0000000183d176a4 (__TEXT,__text) non-external _emit_bitmask
0000000183d1014c (__TEXT,__text) non-external _emit_instruction
0000000183d17cec (__TEXT,__text) non-external _emit_modifier_descriptor
0000000183d175e4 (__TEXT,__text) non-external _emit_network
0000000183d172e0 (__TEXT,__text) non-external _emit_pattern
0000000183d17414 (__TEXT,__text) non-external _emit_regex
0000000183d113c8 (__TEXT,__text) non-external _emit_string
0000000183d16ec8 (__TEXT,__text) non-external _emit_variable_names
0000000183d10b60 (__TEXT,__text) non-external _encode_address
0000000183d05934 (__TEXT,__text) non-external _end_expression
0000000183cfbcb8 (__TEXT,__text) non-external _eqv
0000000183d0c5f0 (__TEXT,__text) non-external _expand_logical_conditions
0000000183d1ab44 (__TEXT,__text) non-external _expand_logical_conditions_policy
0000000183d1a0d0 (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
0000000183cf6a88 (__TEXT,__text) non-external (was a private external) _fill_vector
00000001e4d35870 (__DATA_CONST,__const) non-external _filter_info
0000000183cf69f4 (__TEXT,__text) non-external _find_consecutive_cells
0000000183cf9cb4 (__TEXT,__text) non-external _find_slot_in_env
0000000183d05da8 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
0000000183cf58b4 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
0000000183cfd31c (__TEXT,__text) non-external _gc
0000000183cfc54c (__TEXT,__text) non-external (was a private external) _gc_protect
0000000183cfc770 (__TEXT,__text) non-external (was a private external) _gc_unprotect
0000000183d20950 (__TEXT,__text) non-external _gc_unprotect.cold.1
0000000183d1f9e8 (__TEXT,__text) non-external _generate_syscallmask
0000000183cfbb78 (__TEXT,__text) non-external (was a private external) _gensym
0000000183d20924 (__TEXT,__text) non-external _gensym.cold.1
0000000183cf6b8c (__TEXT,__text) non-external _get_cell
0000000183d10f24 (__TEXT,__text) non-external _get_current_data_address
0000000183d1f3cc (__TEXT,__text) non-external _has_pending_backtrack
0000000183cf8884 (__TEXT,__text) non-external _inchar
0000000183d357b5 (__TEXT,__const) non-external _init_scm
0000000183d15044 (__TEXT,__text) non-external _inspect_iterate_items
0000000183cfb7a0 (__TEXT,__text) non-external _is_any
0000000183d12b00 (__TEXT,__text) non-external (was a private external) _is_bt_pointer
0000000183d030a0 (__TEXT,__text) non-external (was a private external) _is_character
0000000183d12b8c (__TEXT,__text) non-external (was a private external) _is_closure
0000000183d12bb4 (__TEXT,__text) non-external (was a private external) _is_continuation
0000000183d12bdc (__TEXT,__text) non-external (was a private external) _is_environment
0000000183d12b64 (__TEXT,__text) non-external (was a private external) _is_foreign
0000000183d12b78 (__TEXT,__text) non-external (was a private external) _is_foreign_block
0000000183d008ec (__TEXT,__text) non-external (was a private external) _is_foreign_object
0000000183cfe670 (__TEXT,__text) non-external (was a private external) _is_integer
0000000183d12ba0 (__TEXT,__text) non-external (was a private external) _is_macro
0000000183cfecc0 (__TEXT,__text) non-external _is_nonneg
0000000183d14244 (__TEXT,__text) non-external _is_num_integer
0000000183cfbc60 (__TEXT,__text) non-external (was a private external) _is_number
0000000183cfa87c (__TEXT,__text) non-external (was a private external) _is_pair
0000000183d12b3c (__TEXT,__text) non-external (was a private external) _is_port
0000000183d08730 (__TEXT,__text) non-external _is_position_at_end_of_sequence
0000000183d12b50 (__TEXT,__text) non-external (was a private external) _is_proc
0000000183d12bc8 (__TEXT,__text) non-external (was a private external) _is_promise
0000000183cfecac (__TEXT,__text) non-external (was a private external) _is_string
0000000183cfeedc (__TEXT,__text) non-external (was a private external) _is_symbol
0000000183d12a5c (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
0000000183cfe678 (__TEXT,__text) non-external (was a private external) _ivalue
0000000183d02dc4 (__TEXT,__text) non-external _list_cost_estimate
0000000183d02fd8 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
