00000001ea57bdd8 (__DATA,__data) non-external _.compoundliteral
00000001e66623b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.329
00000001e666eb38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.3316
00000001ee9812b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.3439
00000001ee981340 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.3549
00000001ee980d90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.452
00000001e66625b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.504
00000001e666ed38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00000001ee980900 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.62.160
00000001e666ed58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62.3631
00000001e666ed78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00000001e666ed98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.65
00000001e666edb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00000001e666edd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00000001ee980ff0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7
00000001e666f038 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7.3931
00000001ee980640 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.74
00000001e666edf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74.3639
00000001e666ee18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00000001e666ee38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79.3642
00000001ee980670 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8
00000001ee980ab0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8.249
00000001ee981190 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8.3305
00000001e666ee58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81.3698
00000001ee980930 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.82.170
00000001e666ee78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82.3644
00000001ee980960 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.84.171
00000001e66623d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001ee981400 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.3569
00000001ee980e50 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.519
00000001ee980990 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.97
00000001ee980600 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ee980f10 (__AUTH_CONST,__const) non-external ___block_literal_global.2533
00000001ee981170 (__AUTH_CONST,__const) non-external ___block_literal_global.3304
00000001ee980c30 (__AUTH_CONST,__const) non-external ___block_literal_global.333
00000001ee981550 (__AUTH_CONST,__const) non-external ___block_literal_global.3665
00000001ee980620 (__AUTH_CONST,__const) non-external ___block_literal_global.8
00000001ee980c50 (__AUTH_CONST,__const) non-external ___block_literal_global.8.323
00000001ee980760 (__AUTH_CONST,__const) non-external ___block_literal_global.82
0000000184973a60 (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
00000001849737f4 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
0000000184973c0c (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
0000000184982d64 (__TEXT,__text) non-external ___check_delegation_profile_block_invoke
00000001849777dc (__TEXT,__text) non-external ___check_dependencies_block_invoke
000000018497c8e0 (__TEXT,__text) non-external ___check_external_hardlinks_block_invoke
00000001849756c8 (__TEXT,__text) non-external ___check_instruction_block_invoke
0000000184985298 (__TEXT,__text) non-external ___check_policy_block_invoke
                 (undefined) external ___chkstk_darwin (from libSystem)
0000000184972a00 (__TEXT,__text) non-external ___combine_conditions_block_invoke
0000000184976b80 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
00000001849765c4 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
000000018497e668 (__TEXT,__text) non-external ___compile_block_invoke
000000018497e5c8 (__TEXT,__text) non-external ___compile_block_invoke.4
00000001849698b8 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
000000018497e9ec (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.26
0000000184975510 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
0000000184982a1c (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
0000000184982a14 (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
0000000184975054 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
00000001849754bc (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
0000000184981d20 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
000000018498af70 (__TEXT,__text) non-external ___condition_list_copy_matching_block_invoke
0000000184975f28 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
00000001849772a8 (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
000000018498b194 (__TEXT,__text) non-external ___construct_bitmask_block_invoke
000000018497ea0c (__TEXT,__text) non-external ___copy_helper_block_8_32b
0000000184984a64 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
000000018498b088 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r48r
000000018497e574 (__TEXT,__text) non-external ___copy_helper_block_8_32r
000000018497efb0 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r
0000000184980b5c (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r
00000001849899b8 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
0000000184984ab4 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
0000000184973618 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
0000000184981bd8 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.14
0000000184981cb4 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.18
0000000184972e8c (__TEXT,__text) non-external ___cse_multiple_block_invoke
0000000184987ac0 (__TEXT,__text) non-external ___current_location_block_invoke
000000018496554c (__TEXT,__text) non-external ___define_action_block_invoke
000000018498946c (__TEXT,__text) non-external ___define_action_block_invoke.137
000000018496c1dc (__TEXT,__text) non-external ___define_action_block_invoke_2
000000018496b070 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
0000000184986880 (__TEXT,__text) non-external ___define_error_handler_block_invoke
0000000184986f84 (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
0000000184966d1c (__TEXT,__text) non-external ___define_filter_block_invoke
0000000184978fc4 (__TEXT,__text) non-external ___define_network_filter_block_invoke
0000000184966b8c (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
0000000184986974 (__TEXT,__text) non-external ___define_warning_handler_block_invoke
0000000184985ef8 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
00000001849817f0 (__TEXT,__text) non-external ___derive_profile_properties_block_invoke
000000018497ea00 (__TEXT,__text) non-external ___destroy_helper_block_8_32b
0000000184984a20 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
000000018498b038 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r48r
000000018497e568 (__TEXT,__text) non-external ___destroy_helper_block_8_32r
000000018497ef6c (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r
0000000184980b0c (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r
0000000184989950 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
0000000184972a6c (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
0000000184981d9c (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
00000001849830d4 (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
00000001849807bc (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
0000000184980858 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.98
0000000184980568 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00000001849805c0 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.83
000000018497fc44 (__TEXT,__text) non-external ___emit_string_table_block_invoke
000000018497fcdc (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
000000018498b358 (__TEXT,__text) non-external ___estimate_condition_list_serialization_size_block_invoke
000000018497483c (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
0000000184979f40 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.17
00000001849842e0 (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
00000001849760a8 (__TEXT,__text) non-external ___factor_block_invoke
00000001849839a0 (__TEXT,__text) non-external ___factor_policy_block_invoke
0000000184986c80 (__TEXT,__text) non-external ___format_error_block_invoke
000000018498aa94 (__TEXT,__text) non-external ___identify_bitmask_candidates_block_invoke
000000018496ae20 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
0000000184971110 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00000001849893f4 (__TEXT,__text) non-external ___operation_expand_block_invoke
00000001849890a8 (__TEXT,__text) non-external ___operations_allowed_by_default_block_invoke
0000000184986e04 (__TEXT,__text) non-external ___output_backtrace_block_invoke
0000000184983474 (__TEXT,__text) non-external ___populate_assumptions_for_enabled_profile_flags_block_invoke
0000000184980fc0 (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
000000018497fed8 (__TEXT,__text) non-external ___populate_profile_entry_points_block_invoke
0000000184980ed0 (__TEXT,__text) non-external ___record_enabled_profile_flags_block_invoke
0000000184985620 (__TEXT,__text) non-external ___remove_conditions_matching_predicate_policy_block_invoke
0000000184975924 (__TEXT,__text) non-external ___reorder_block_invoke
0000000184976020 (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
0000000184985824 (__TEXT,__text) non-external ___reorder_policy_block_invoke
000000018498188c (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
0000000184981900 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.29
0000000184975600 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
000000018497dd74 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
000000018497e344 (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
00000001849845e0 (__TEXT,__text) non-external ___sb_action_has_name_block_invoke
00000001849773f8 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
000000018497f2d0 (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
00000001849715ec (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
0000000184982440 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
000000018496bcdc (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
0000000184982430 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
000000018496ae60 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
000000018497986c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
0000000184970074 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
000000018497985c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
000000018496ef1c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
0000000184982cc4 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
0000000184967d68 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
000000018496a1f8 (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
0000000184975564 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
00000001849753d4 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
000000018497ebe8 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
0000000184978bb4 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
0000000184984524 (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
000000018498500c (__TEXT,__text) non-external ___sb_profile_iterate_enabled_named_flags_block_invoke
0000000184964d6c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
0000000184970c68 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
00000001849875ac (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
0000000184986068 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
0000000184987580 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
0000000184986110 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
0000000184987558 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
00000001849861b8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
00000001849874b4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
0000000184986260 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
0000000184987448 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
0000000184979d80 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
0000000184986308 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
00000001849873dc (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_21
00000001849863b0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_22
0000000184986450 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_23
0000000184986530 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_24
0000000184986808 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_25
0000000184986fdc (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_26
0000000184979810 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
000000018496bd94 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
000000018496bfe8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
0000000184985b50 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
000000018498602c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
0000000184986040 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
0000000184986054 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
00000001849833c8 (__TEXT,__text) non-external ___sb_transform_eliminate_dead_code_profile_block_invoke
0000000184985a50 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
0000000184983f74 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
0000000184983fec (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
0000000184983ebc (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
0000000184983f34 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
0000000184987280 (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
0000000184987138 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
000000018498ac3c (__TEXT,__text) non-external ___select_bitmask_conditions_block_invoke
000000018498b168 (__TEXT,__text) non-external ___should_preserve_condition_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
000000018498ae94 (__TEXT,__text) non-external ___synthesize_bitmasks_for_disjoint_conditions_block_invoke
000000018498b4b8 (__TEXT,__text) non-external ___synthesize_bitmasks_for_policy_block_invoke
000000018498b430 (__TEXT,__text) non-external ___synthesize_bitmasks_multiple_block_invoke
00000001849841e0 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
0000000184982e6c (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
0000000184964994 (__TEXT,__text) non-external ___xpc2sc_block_invoke
00000001ea57bab8 (__DATA,__data) non-external __address_family_aliases_
0000000184979d48 (__TEXT,__text) non-external __buffer_close
0000000184979c90 (__TEXT,__text) non-external __buffer_read
0000000184979c20 (__TEXT,__text) non-external __buffer_seek
000000018496a448 (__TEXT,__text) non-external __calculate_graft_position
00000001849838f0 (__TEXT,__text) non-external __condition_list_diff
00000001ea584cb8 (__DATA,__data) non-external __csop_aliases_
00000001ea57f568 (__DATA,__data) non-external __csr_aliases_
00000001849880e4 (__TEXT,__text) non-external __define_filter
00000001849642b8 (__TEXT,__text) non-external __define_list
0000000184964490 (__TEXT,__text) non-external __define_symbol
00000001ea5853b8 (__DATA,__data) non-external __errno_value_aliases_
00000001ea583668 (__DATA,__data) non-external __fcntl_command_aliases_
000000018496aa2c (__TEXT,__text) non-external __flatten
0000000184978dd0 (__TEXT,__text) non-external __free_error_pool
00000001ea57be48 (__DATA,__data) non-external __fsctl_command_aliases_
00000001ea57f648 (__DATA,__data) non-external __host_special_port_aliases_
00000001ea57cd48 (__DATA,__data) non-external __ioctl_command_aliases_
00000001ea585128 (__DATA,__data) non-external __iopolicy_policy_aliases_
00000001ea5850e8 (__DATA,__data) non-external __iopolicy_scope_aliases_
00000001ea584fe8 (__DATA,__data) non-external __iopolicy_type_aliases_
00000001ea584de8 (__DATA,__data) non-external __kas_info_aliases_
00000001ea584e38 (__DATA,__data) non-external __mach_exception_behavior_aliases_
00000001ea584e98 (__DATA,__data) non-external __mach_exception_type_aliases_
00000001ea581c68 (__DATA,__data) non-external __machtrap_aliases_
0000000184964308 (__TEXT,__text) non-external __make_list_v
000000018497a08c (__TEXT,__text) non-external __mbuf_close
000000018498480c (__TEXT,__text) non-external __mbuf_read
00000001849847b0 (__TEXT,__text) non-external __mbuf_seek
0000000184979fe8 (__TEXT,__text) non-external __mbuf_write
00000001ea584998 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00000001ea582068 (__DATA,__data) non-external __mig_routine_aliases_
00000001ea584798 (__DATA,__data) non-external __necp_client_action_aliases_
0000000184975fbc (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __os_signpost_emit_with_name_impl (from libSystem)
0000000184964a94 (__TEXT,__text) non-external __parse_file
00000001ea57ff18 (__DATA,__data) non-external __persona_aliases_
00000001849810e0 (__TEXT,__text) non-external __prepare_instructions
00000001ea57f0d8 (__DATA,__data) non-external __privilege_aliases_
0000000184978984 (__TEXT,__text) non-external __push_match_byteset_instr
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
0000000184973f34 (__TEXT,__text) non-external __sb_condition_list_remove_index
0000000184967b50 (__TEXT,__text) non-external __sb_condition_pattern_of_type
00000001849776f4 (__TEXT,__text) non-external __sb_condition_traverse_filters
000000018497ec70 (__TEXT,__text) non-external __sb_fsa_disjunction
0000000184969e3c (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
000000018497ea1c (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
000000018496f360 (__TEXT,__text) non-external __sb_fsa_serialize
0000000184983674 (__TEXT,__text) non-external __sb_instr_error_with_formatv
000000018496eb34 (__TEXT,__text) non-external __sb_pattern_is_literal
000000018497e874 (__TEXT,__text) non-external __sb_realloc_vector_typed
000000018498a294 (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
000000018496ef2c (__TEXT,__text) non-external __sb_value_is_equivalent
00000001849825a8 (__TEXT,__text) non-external __sb_value_matches_subset
00000001849846f0 (__TEXT,__text) non-external __set_modifier_string
00000001ea57f818 (__DATA,__data) non-external __signal_aliases_
00000001ea583b88 (__DATA,__data) non-external __socket_option_level_aliases_
00000001ea584228 (__DATA,__data) non-external __socket_option_name_aliases_
00000001ea57bd78 (__DATA,__data) non-external __socket_type_aliases_
00000001ea57ff98 (__DATA,__data) non-external __syscall_aliases_
00000001ea584c18 (__DATA,__data) non-external __task_special_port_aliases_
00000001ea57fc38 (__DATA,__data) non-external __usb_interface_class_aliases_
00000001ea57fd48 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
000000018496bf34 (__TEXT,__text) non-external _all_args_pass_test
000000018495decc (__TEXT,__text) non-external _alloc_cellseg
000000018496d64c (__TEXT,__text) non-external _alloc_literal
0000000184966330 (__TEXT,__text) non-external _arg_is_condition
00000001849874dc (__TEXT,__text) non-external _arg_is_message_filter
000000018496c038 (__TEXT,__text) non-external _arg_is_modifier
00000001849663ac (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
00000001849682f0 (__TEXT,__text) non-external _assert_is_mutable
0000000184982c78 (__TEXT,__text) non-external _assert_is_mutable.401
000000018497ad48 (__TEXT,__text) non-external _atom2str
000000018498bd0c (__TEXT,__text) non-external _atom2str.cold.1
000000018498bd34 (__TEXT,__text) non-external _atom2str.cold.2
000000018498bd5c (__TEXT,__text) non-external _atom2str.cold.3
000000018498bd84 (__TEXT,__text) non-external _atom2str.cold.4
000000018498bdac (__TEXT,__text) non-external _atom2str.cold.5
000000018498bdd4 (__TEXT,__text) non-external _atom2str.cold.6
000000018498bdfc (__TEXT,__text) non-external _atom2str.cold.7
000000018498be24 (__TEXT,__text) non-external _atom2str.cold.8
0000000184960370 (__TEXT,__text) non-external _backchar
0000000184965470 (__TEXT,__text) non-external _backtrace_pop
000000018498bc5c (__TEXT,__text) non-external _backtrace_pop.cold.1
000000018495eb24 (__TEXT,__text) non-external _backtrace_push
000000018497f1c8 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
000000018497bf18 (__TEXT,__text) external _bundle_hardlink_verifier_allocate
000000018497c418 (__TEXT,__text) external _bundle_hardlink_verifier_check_fd
000000018497caec (__TEXT,__text) external _bundle_hardlink_verifier_check_ftsent
000000018497ca24 (__TEXT,__text) external _bundle_hardlink_verifier_check_path
000000018497cc34 (__TEXT,__text) external _bundle_hardlink_verifier_finalize
000000018497bf88 (__TEXT,__text) external _bundle_hardlink_verifier_free
000000018497c008 (__TEXT,__text) external _bundle_hardlink_verifier_set_bundle_root_fd
000000018497c3bc (__TEXT,__text) external _bundle_hardlink_verifier_set_bundle_root_path
000000018497cd30 (__TEXT,__text) external _bundle_integrity_scan_fd
                 (undefined) external _bzero (from libSystem)
00000001849724e0 (__TEXT,__text) non-external _can_combine_conjunction
000000018497242c (__TEXT,__text) non-external _can_combine_disjunction
0000000184973788 (__TEXT,__text) non-external _candidate_list_lookup
000000018497420c (__TEXT,__text) non-external _candidate_list_remove
0000000184976da0 (__TEXT,__text) non-external _candidate_set_release
0000000184966268 (__TEXT,__text) non-external _car
00000001849662cc (__TEXT,__text) non-external _cdr
00000001849774bc (__TEXT,__text) non-external _check_dependencies
000000018497c67c (__TEXT,__text) non-external _check_external_hardlinks
000000018497c504 (__TEXT,__text) non-external _check_external_hardlinks_stat
00000001849850bc (__TEXT,__text) non-external _check_instruction
00000001849851e8 (__TEXT,__text) non-external _check_policy
                 (undefined) external _clearerr (from libSystem)
                 (undefined) external _close (from libSystem)
0000000184989e50 (__TEXT,__text) non-external _collect_filters_into_syscallmask
00000001849840d8 (__TEXT,__text) non-external _combine_conditions
000000018495abd8 (__TEXT,__text) non-external _compile
0000000184967234 (__TEXT,__text) non-external _compute_cost_estimate
0000000184966f18 (__TEXT,__text) non-external _compute_hash
00000001849822a4 (__TEXT,__text) non-external _compute_hash.309
000000018496af78 (__TEXT,__text) non-external _condition_free_callback
000000018498590c (__TEXT,__text) non-external _condition_has_nested_condition_list
0000000184982470 (__TEXT,__text) non-external _condition_is_subset_of_all
00000001849824e4 (__TEXT,__text) non-external _condition_is_subset_of_any
0000000184976664 (__TEXT,__text) non-external _condition_with_patterns_combined
000000018497dec4 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
000000018496dd98 (__TEXT,__text) non-external _construct_automaton
0000000184976f18 (__TEXT,__text) non-external _create_pattern_disjunctions
0000000184972ba4 (__TEXT,__text) non-external _cse
0000000184972f14 (__TEXT,__text) non-external _cse_inferior_list
0000000184972da8 (__TEXT,__text) non-external _cse_multiple
0000000184974a50 (__TEXT,__text) non-external _dce
0000000184968750 (__TEXT,__text) non-external _decorate_condition
0000000184964e04 (__TEXT,__text) non-external _decorate_operation
000000018498bf98 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00000001ee97f010 (__AUTH_CONST,__const) non-external _dispatch_table
0000000184970bcc (__TEXT,__text) non-external _dump_stack_restore
0000000184970b54 (__TEXT,__text) non-external _dump_stack_stash
0000000184981b24 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
00000001849748e4 (__TEXT,__text) non-external _eliminate_dead_code
0000000184983020 (__TEXT,__text) non-external _eliminate_dead_code_policy
0000000184978870 (__TEXT,__text) non-external _emit
00000001849802dc (__TEXT,__text) non-external _emit_bitmask
000000018497a168 (__TEXT,__text) non-external _emit_buffer
0000000184977ae0 (__TEXT,__text) non-external _emit_instruction
00000001849808cc (__TEXT,__text) non-external _emit_modifier_descriptor
000000018498021c (__TEXT,__text) non-external _emit_network
0000000184980098 (__TEXT,__text) non-external _emit_pattern
00000001849800fc (__TEXT,__text) non-external _emit_regex
000000018497fb2c (__TEXT,__text) non-external _emit_string_table
000000018497ff74 (__TEXT,__text) non-external _emit_string_table_reference
000000018497fa50 (__TEXT,__text) non-external _emit_variable_names
0000000184987b50 (__TEXT,__text) non-external _enable_profile_flag
00000001849784e8 (__TEXT,__text) non-external _encode_address
000000018496d70c (__TEXT,__text) non-external _end_expression
00000001849638ac (__TEXT,__text) non-external _eqv
000000018497448c (__TEXT,__text) non-external _expand_logical_conditions
0000000184984234 (__TEXT,__text) non-external _expand_logical_conditions_policy
00000001849878bc (__TEXT,__text) non-external _extends_builtin
00000001849837d4 (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fileno (from libSystem)
000000018495e2cc (__TEXT,__text) non-external (was a private external) _fill_vector
00000001e6662610 (__DATA_CONST,__const) non-external _filter_info
000000018495e230 (__TEXT,__text) non-external _find_consecutive_cells
000000018496167c (__TEXT,__text) non-external _find_slot_in_env
000000018496db84 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
0000000184986a2c (__TEXT,__text) non-external _format_error
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
