00007ff84338a698 (__DATA,__data) non-external _C
00007ff80031a2ed (__TEXT,__text) external _alphasort$INODE64
00007ff80036fd40 (__TEXT,__const) non-external _ambig
00007ff8002ed8ec (__TEXT,__text) non-external _arc4_init
00007ff80036bc0f (__TEXT,__text) non-external _arc4_init.cold.1
00007ff8002facc5 (__TEXT,__text) external _arc4random
00007ff80033d688 (__TEXT,__text) external _arc4random_addrandom
00007ff8002ed8c4 (__TEXT,__text) external _arc4random_buf
00007ff80031e6c9 (__TEXT,__text) external _arc4random_stir
00007ff800300bc7 (__TEXT,__text) external _arc4random_uniform
00007ff84338c7d0 (__DATA,__bss) non-external _arg_type_queue
00007ff8003625d7 (__TEXT,__text) non-external (was a private external) _arrayfree
00007ff8003214a4 (__TEXT,__text) non-external _arrayget
00007ff800348e45 (__TEXT,__text) external _ascii2addr
00007ff80031b74b (__TEXT,__text) external _asctime
00007ff80030fadc (__TEXT,__text) external _asctime_r
00007ff80036fad0 (__TEXT,__const) non-external _asctime_r.mon_name
00007ff80036fab0 (__TEXT,__const) non-external _asctime_r.wday_name
                 (undefined) external _asl_append (from libsystem_asl)
                 (undefined) external _asl_get (from libsystem_asl)
                 (undefined) external _asl_match (from libsystem_asl)
                 (undefined) external _asl_new (from libsystem_asl)
                 (undefined) external _asl_next (from libsystem_asl)
                 (undefined) external _asl_open (from libsystem_asl)
                 (undefined) external _asl_release (from libsystem_asl)
                 (undefined) external _asl_send (from libsystem_asl)
                 (undefined) external _asl_set (from libsystem_asl)
                 (undefined) external _asl_set_query (from libsystem_asl)
00007ff8002fbae2 (__TEXT,__text) external _asprintf
00007ff80034b8bb (__TEXT,__text) external _asprintf_l
00007ff800330aed (__TEXT,__text) external _asxprintf
00007ff800331314 (__TEXT,__text) external _asxprintf_exec
00007ff800362d6d (__TEXT,__text) external _at_quick_exit
00007ff8003169ca (__TEXT,__text) external _atexit
00007ff8003189f3 (__TEXT,__text) external _atexit_b
00007ff8431a79f8 (__DATA_DIRTY,__data) non-external _atexit_mutex
00007ff8002f3b77 (__TEXT,__text) non-external _atexit_register
00007ff80036cc8e (__TEXT,__text) non-external _atexit_register.cold.1
00007ff800324563 (__TEXT,__text) external _atof
00007ff800311602 (__TEXT,__text) external _atof_l
00007ff8002fb1f8 (__TEXT,__text) external _atoi
00007ff80035a2bb (__TEXT,__text) external _atoi_l
00007ff80030367b (__TEXT,__text) external _atol
00007ff80035a2cf (__TEXT,__text) external _atol_l
00007ff8002fc893 (__TEXT,__text) external _atoll
00007ff80035a2e3 (__TEXT,__text) external _atoll_l
00007ff8002fc3b9 (__TEXT,__text) external _backtrace
00007ff800328908 (__TEXT,__text) external _backtrace_async
00007ff80032896d (__TEXT,__text) external _backtrace_from_fp
00007ff84338a578 (__DATA,__data) non-external _backtrace_get_pcs_func
00007ff8003031fb (__TEXT,__text) external _backtrace_image_offsets
00007ff8003288e0 (__TEXT,__text) external _backtrace_set_pcs_func
00007ff8003019dd (__TEXT,__text) external _backtrace_symbols
00007ff8003289c9 (__TEXT,__text) external _backtrace_symbols_fd
00007ff8003031a8 (__TEXT,__text) external _basename
00007ff8431a7b40 (__DATA_DIRTY,__bss) non-external _basename.bname
00007ff8003029ae (__TEXT,__text) external _basename_r
                 (indirect) external _bcmp (for __platform_memcmp)
00007ff8002ed9a0 (__TEXT,__text) external _bcopy
00007ff8003284e7 (__TEXT,__text) non-external _bitCountMP
00007ff80036b46a (__TEXT,__text) non-external _bitCountMP.cold.1
00007ff80036f920 (__TEXT,__const) non-external _blanks
00007ff80036fa00 (__TEXT,__const) non-external _blanks
00007ff84338ab60 (__DATA,__data) non-external _blanks
                 (undefined) external _bootstrap_parent (from libxpc)
                 (undefined) external _bootstrap_port (from libsystem_kernel)
00007ff80032af90 (__TEXT,__text) non-external _both_ftw
00007ff80036a7d4 (__TEXT,__text) non-external _both_ftw
00007ff84338ba78 (__DATA,__bss) non-external _brapreg
00007ff800325a0a (__TEXT,__text) external _brk
00007ff800325a22 (__TEXT,__text) external _bsd_signal
00007ff8002f487c (__TEXT,__text) external _bsearch
00007ff8002fdf15 (__TEXT,__text) external _bsearch_b
00007ff800336284 (__TEXT,__text) non-external _bt_broot
00007ff800335fea (__TEXT,__text) non-external _bt_page
00007ff8003363c6 (__TEXT,__text) non-external _bt_preserve
00007ff800336403 (__TEXT,__text) non-external _bt_psplit
00007ff800335f0e (__TEXT,__text) non-external _bt_root
00007ff800336187 (__TEXT,__text) non-external _bt_rroot
00007ff800324e57 (__TEXT,__text) external _btowc
00007ff800324e7f (__TEXT,__text) external _btowc_l
00007ff84338c560 (__DATA,__bss) non-external _buf_asctime
00007ff80034e2f9 (__TEXT,__text) non-external _build_arg_table
                 (indirect) external _bzero (for __platform_bzero)
00007ff80036d888 (__TEXT,__const) non-external (was a private external) _cVersionNumber
00007ff80036d860 (__TEXT,__const) non-external (was a private external) _cVersionString
                 (undefined) external _calloc (from libsystem_malloc)
00007ff80034b7db (__TEXT,__text) external _catclose
00007ff80034b4a5 (__TEXT,__text) external _catgets
00007ff80034ade5 (__TEXT,__text) external _catopen
                 (undefined) external _ccrng (from libcorecrypto)
                 (undefined) external _ccrng_uniform (from libcorecrypto)
00007ff80034254c (__TEXT,__text) external _cfgetispeed
00007ff80031168e (__TEXT,__text) external _cfgetospeed
00007ff80034257e (__TEXT,__text) external _cfmakeraw
00007ff800342562 (__TEXT,__text) external _cfsetispeed
00007ff800342556 (__TEXT,__text) external _cfsetospeed
00007ff80034256e (__TEXT,__text) external _cfsetspeed
00007ff80033f3c8 (__TEXT,__text) external _cgetcap
00007ff80033fcf1 (__TEXT,__text) external _cgetclose
00007ff80033f44d (__TEXT,__text) external _cgetent
00007ff80033fca0 (__TEXT,__text) external _cgetfirst
00007ff80033fc46 (__TEXT,__text) external _cgetmatch
00007ff80033fd2e (__TEXT,__text) external _cgetnext
00007ff800340416 (__TEXT,__text) external _cgetnum
00007ff80033f344 (__TEXT,__text) external _cgetset
00007ff8003400d9 (__TEXT,__text) external _cgetstr
00007ff800340330 (__TEXT,__text) external _cgetustr
00007ff8003444f9 (__TEXT,__text) non-external _chainsearch
00007ff80036f660 (__TEXT,__const) non-external _char_shell
                 (undefined) external _chdir (from libsystem_kernel)
00007ff80031a8c2 (__TEXT,__text) non-external _check_env_var
00007ff80030668c (__TEXT,__text) non-external _chmodx1
00007ff800306665 (__TEXT,__text) external _chmodx_np
00007ff80030689d (__TEXT,__text) non-external _chmodx_syscall
00007ff80034b951 (__TEXT,__text) external _clearerr
00007ff80034b971 (__TEXT,__text) external _clearerr_unlocked
00007ff800316978 (__TEXT,__text) external _clock
                 (undefined) external _clock_get_time (from libsystem_kernel)
00007ff800325864 (__TEXT,__text) external _clock_getres
00007ff8002fcabc (__TEXT,__text) external _clock_gettime
00007ff8002ed744 (__TEXT,__text) external _clock_gettime_nsec_np
00007ff8431a93a4 (__DATA_DIRTY,__common) external _clock_port
00007ff8431a93a0 (__DATA_DIRTY,__common) external _clock_sem
00007ff8003258e3 (__TEXT,__text) external _clock_settime
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
00007ff8003053da (__TEXT,__text) non-external _close_directory
00007ff8003053da (__TEXT,__text) non-external _close_directory
00007ff8002f44f8 (__TEXT,__text) external _closedir
00007ff840083cf0 (__DATA_CONST,__const) non-external _cnames
00007ff8003383f4 (__TEXT,__text) non-external _collect_data
00007ff8003385ad (__TEXT,__text) non-external _collect_key
00007ff80036fc80 (__TEXT,__const) non-external _command_substitution_str
00007ff80031a71b (__TEXT,__text) external _compat_mode
00007ff8002f3768 (__TEXT,__text) external _confstr
00007ff84338b938 (__DATA,__bss) non-external _constdatablock
00007ff80033105b (__TEXT,__text) external _copy_printf_domain
00007ff80031e89a (__TEXT,__text) external _creat
00007ff800332c2a (__TEXT,__text) external _creat$NOCANCEL
00007ff800328afa (__TEXT,__text) external _crypt
00007ff84338b920 (__DATA,__bss) non-external _cryptresult
                 (undefined) external _csops (from libsystem_kernel)
00007ff80033d694 (__TEXT,__text) external _ctermid
00007ff84338a6e0 (__DATA,__data) non-external _ctermid.def
00007ff80033d6bd (__TEXT,__text) external _ctermid_r
00007ff80031b730 (__TEXT,__text) external _ctime
00007ff80030faab (__TEXT,__text) external _ctime_r
00007ff84338a900 (__DATA,__data) non-external _current_categories
00007ff800311698 (__TEXT,__text) non-external _currentlocale
00007ff84338c480 (__DATA,__bss) non-external _currentlocale.current_locale_string
00007ff84338bad8 (__DATA,__bss) non-external _curshell
00007ff800368fe5 (__TEXT,__text) external _daemon
00007ff80033d6de (__TEXT,__text) external _daemon$1050
00007ff84338aab8 (__DATA,__data) non-external _dash_prefix
00007ff8431a93c0 (__DATA_DIRTY,__common) external _daylight
00007ff80033a457 (__TEXT,__text) external _dbm_clearerr
00007ff80033a313 (__TEXT,__text) external _dbm_close
00007ff80033a3e7 (__TEXT,__text) external _dbm_delete
00007ff80033a46d (__TEXT,__text) external _dbm_dirfno
00007ff80033a447 (__TEXT,__text) external _dbm_error
00007ff80033a31b (__TEXT,__text) external _dbm_fetch
00007ff80033a357 (__TEXT,__text) external _dbm_firstkey
00007ff80033a3a3 (__TEXT,__text) external _dbm_nextkey
00007ff80033a248 (__TEXT,__text) external _dbm_open
00007ff80033a412 (__TEXT,__text) external _dbm_store
00007ff800336ab1 (__TEXT,__text) external _dbopen
00007ff84338c1a8 (__DATA,__bss) non-external _dbp
00007ff84338ba98 (__DATA,__bss) non-external _decpreg
00007ff80036fe60 (__TEXT,__const) non-external _degrees
00007ff80034406b (__TEXT,__text) non-external _destruct_collate
00007ff80035e924 (__TEXT,__text) non-external _destruct_ctype
00007ff800345ec2 (__TEXT,__text) non-external (was a private external) _destruct_ldpart
00007ff80032eea1 (__TEXT,__text) non-external _destruct_locale
00007ff8003239ae (__TEXT,__text) external _devname
00007ff84338b9f8 (__DATA,__bss) non-external _devname.buf
00007ff8003239ff (__TEXT,__text) external _devname_r
00007ff80031d809 (__TEXT,__text) external _difftime
00007ff80032d487 (__TEXT,__text) external _digittoint
00007ff80032d706 (__TEXT,__text) external _digittoint_l
00007ff80031df74 (__TEXT,__text) external _dirfd
00007ff800320376 (__TEXT,__text) external _dirname
00007ff84338c130 (__DATA,__bss) non-external _dirname.dname
00007ff800316583 (__TEXT,__text) external _dirname_r
                 (undefined) external _dispatch_get_global_queue (from libdispatch)
                 (undefined) external _dispatch_group_async_f (from libdispatch)
                 (undefined) external _dispatch_group_create (from libdispatch)
                 (undefined) external _dispatch_group_wait (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
00007ff80031a6ec (__TEXT,__text) external _div
00007ff84338a580 (__DATA,__data) non-external _dktypenames
                 (undefined) external _dladdr (from libdyld)
                 (undefined) external _dlopen (from libdyld)
                 (undefined) external _dlsym (from libdyld)
00007ff8003434c6 (__TEXT,__text) non-external _do_hvis
00007ff8003435c3 (__TEXT,__text) non-external _do_mvis
00007ff800315000 (__TEXT,__text) non-external _do_svis
00007ff80033c10c (__TEXT,__text) non-external _dorounding
00007ff80031e9f1 (__TEXT,__text) external _dprintf
00007ff80034b97b (__TEXT,__text) external _dprintf_l
00007ff80031924c (__TEXT,__text) external _drand48
                 (undefined) external _dup2 (from libsystem_kernel)
00007ff8003024d8 (__TEXT,__text) external _duplocale
00007ff800330b8d (__TEXT,__text) external _dxprintf
00007ff8003313be (__TEXT,__text) external _dxprintf_exec
                 (undefined) external _dyld_get_active_platform (from libdyld)
                 (undefined) external _dyld_image_header_containing_address (from libdyld)
                 (undefined) external _dyld_sdk_at_least (from libdyld)
00007ff80035e326 (__TEXT,__text) external _ecvt
00007ff84338c290 (__DATA,__bss) non-external _empty
00007ff84338c2a0 (__DATA,__bss) non-external _empty
00007ff84338c2b4 (__DATA,__bss) non-external _empty
00007ff800329780 (__TEXT,__text) external _encrypt
00007ff80032c386 (__TEXT,__text) non-external _end_asl
00007ff80032c3b6 (__TEXT,__text) non-external _end_file
00007ff84338aaf8 (__DATA,__data) non-external _end_ptr
00007ff80032ab49 (__TEXT,__text) external _endttyent
00007ff80032ae70 (__TEXT,__text) external _endusershell
00007ff800362fd7 (__TEXT,__text) external _endutxent
00007ff80032c210 (__TEXT,__text) external _endutxent_wtmp
00007ff80035a2f7 (__TEXT,__text) external _environ_lock_np
00007ff8431a7af8 (__DATA_DIRTY,__bss) non-external _environ_pointer
00007ff80035a30d (__TEXT,__text) external _environ_unlock_np
00007ff8002fa1ea (__TEXT,__text) non-external _eofread
00007ff8002fa1f2 (__TEXT,__text) non-external _eofread
00007ff80033d855 (__TEXT,__text) external _erand48
00007ff80036bddc (__TEXT,__text) external _err
00007ff800340983 (__TEXT,__text) non-external _err_aborted
00007ff80036956b (__TEXT,__text) non-external _err_aborted
00007ff80033da62 (__TEXT,__text) external _err_set_exit
00007ff80033da9e (__TEXT,__text) external _err_set_exit_b
00007ff80033da46 (__TEXT,__text) external _err_set_file
00007ff80036bf5e (__TEXT,__text) external _errc
00007ff80036bfc8 (__TEXT,__text) external _errx
00007ff80036f1b0 (__TEXT,__const) non-external _escape
00007ff80033dae0 (__TEXT,__text) external _execl
00007ff80033dc2a (__TEXT,__text) external _execle
00007ff80033dd7f (__TEXT,__text) external _execlp
00007ff80033df07 (__TEXT,__text) external _execv
00007ff80033df3c (__TEXT,__text) external _execvP
00007ff80033df75 (__TEXT,__text) non-external _execvPe
                 (undefined) external _execve (from libsystem_kernel)
00007ff80033deb7 (__TEXT,__text) external _execvp
00007ff80031869c (__TEXT,__text) external _exit
00007ff800330464 (__TEXT,__text) non-external _extract_next_subsystem_root_path
00007ff80034c052 (__TEXT,__text) external _f_prealloc
00007ff800326976 (__TEXT,__text) non-external _fastParse64
                 (undefined) external _fchdir (from libsystem_kernel)
                 (undefined) external _fchmodat (from libsystem_kernel)
00007ff80030694f (__TEXT,__text) external _fchmodx_np
00007ff800306975 (__TEXT,__text) non-external _fchmodx_syscall
00007ff80030f1aa (__TEXT,__text) external _fclose
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
00007ff80035e504 (__TEXT,__text) external _fcvt
00007ff80031a175 (__TEXT,__text) external _fdopen
00007ff800311eed (__TEXT,__text) external _fdopen$DARWIN_EXTSN
00007ff800369654 (__TEXT,__text) external _fdopendir
00007ff80031a0f4 (__TEXT,__text) external _fdopendir$INODE64
                 (undefined) external _fegetenv (from libsystem_m)
                 (undefined) external _fegetround (from libsystem_m)
00007ff800324739 (__TEXT,__text) external _feof
00007ff80034ba11 (__TEXT,__text) external _feof_unlocked
00007ff80031d925 (__TEXT,__text) external _ferror
00007ff80034ba20 (__TEXT,__text) external _ferror_unlocked
                 (undefined) external _fesetenv (from libsystem_m)
00007ff80033a1d6 (__TEXT,__text) non-external _fetch_bitmap
00007ff80032b470 (__TEXT,__text) external _fflagstostr
00007ff8002fdf8b (__TEXT,__text) external _fflush
                 (undefined) external _ffsctl (from libsystem_kernel)
00007ff80031df95 (__TEXT,__text) external _fgetc
00007ff800322ecf (__TEXT,__text) external _fgetln
00007ff80034ba59 (__TEXT,__text) external _fgetpos
00007ff800332039 (__TEXT,__text) external _fgetrune
00007ff84338c10c (__DATA,__bss) non-external _fgetrune.warn_depreciated
00007ff80030f05c (__TEXT,__text) external _fgets
00007ff80034ba7e (__TEXT,__text) external _fgetwc
00007ff80034bba0 (__TEXT,__text) external _fgetwc_l
00007ff80034bcc0 (__TEXT,__text) external _fgetwln
00007ff80034bc0b (__TEXT,__text) external _fgetwln_l
00007ff80034bebe (__TEXT,__text) external _fgetws
00007ff80034bce8 (__TEXT,__text) external _fgetws_l
00007ff8431a7878 (__DATA_DIRTY,__data) non-external _filelist_lock
00007ff80030312a (__TEXT,__text) external _fileno
00007ff80034bee6 (__TEXT,__text) external _fileno_unlocked
00007ff8002fc02d (__TEXT,__text) non-external _filesec_discard_aclbuf
00007ff8003065d5 (__TEXT,__text) external _filesec_dup
00007ff8002fc385 (__TEXT,__text) external _filesec_free
00007ff8002fc060 (__TEXT,__text) external _filesec_get_property
00007ff8002fbe14 (__TEXT,__text) external _filesec_init
00007ff800329eec (__TEXT,__text) external _filesec_query_property
00007ff8002fbe3c (__TEXT,__text) external _filesec_set_property
00007ff800324af8 (__TEXT,__text) external _filesec_unset_property
00007ff8003032d2 (__TEXT,__text) non-external _find_temp_path
00007ff8003183d8 (__TEXT,__text) non-external _first_wday_of
00007ff80036db10 (__TEXT,__const) non-external _fiveToThe1000
00007ff8002fdfe3 (__TEXT,__text) external _flockfile
                 (undefined) external _flsl (from libsystem_platform)
00007ff800337854 (__TEXT,__text) non-external _flush_meta
00007ff8003625ec (__TEXT,__text) non-external _flush_queues
                 (undefined) external _fma (from libsystem_m)
00007ff8003595ec (__TEXT,__text) external _fmemopen
00007ff800359877 (__TEXT,__text) non-external _fmemopen_close
00007ff800359764 (__TEXT,__text) non-external _fmemopen_read
00007ff80035981d (__TEXT,__text) non-external _fmemopen_seek
00007ff8003597ae (__TEXT,__text) non-external _fmemopen_write
00007ff8400838b0 (__DATA_CONST,__const) non-external _fmt_padding
00007ff800319b44 (__TEXT,__text) external _fmtcheck
00007ff80033e2c0 (__TEXT,__text) external _fmtmsg
00007ff80031ad7d (__TEXT,__text) external _fnmatch
00007ff8002fe4a4 (__TEXT,__text) external _fopen
00007ff800368e84 (__TEXT,__text) external _fopen$DARWIN_EXTSN
00007ff8003142ea (__TEXT,__text) external _fork
00007ff800313fb8 (__TEXT,__text) external _forkpty
00007ff800322be0 (__TEXT,__text) external _fparseln
00007ff80036edac (__TEXT,__const) non-external _fparseln.dstr
00007ff800300572 (__TEXT,__text) external _fprintf
00007ff80034c0b2 (__TEXT,__text) external _fprintf_l
00007ff84338aae8 (__DATA,__data) non-external _fptr
00007ff80034c148 (__TEXT,__text) external _fpurge
00007ff800324041 (__TEXT,__text) external _fputc
00007ff8003321c1 (__TEXT,__text) external _fputrune
00007ff84338c114 (__DATA,__bss) non-external _fputrune.warn_depreciated
00007ff80031dd57 (__TEXT,__text) external _fputs
00007ff80034c281 (__TEXT,__text) external _fputwc
00007ff80034c2e7 (__TEXT,__text) external _fputwc_l
00007ff80034c4ab (__TEXT,__text) external _fputws
00007ff80034c35a (__TEXT,__text) external _fputws_l
00007ff80030306e (__TEXT,__text) external _fread
                 (undefined) external _free (from libsystem_malloc)
00007ff800330ea5 (__TEXT,__text) external _free_printf_comp
00007ff8003310f8 (__TEXT,__text) external _free_printf_domain
                 (undefined) external _freeifaddrs (from libsystem_info)
00007ff800302936 (__TEXT,__text) external _freelocale
00007ff80034c653 (__TEXT,__text) external _freopen
00007ff80034c999 (__TEXT,__text) external _fscanf
00007ff80034caac (__TEXT,__text) external _fscanf_l
                 (undefined) external _fsctl (from libsystem_kernel)
00007ff800302a58 (__TEXT,__text) external _fseek
00007ff800302abc (__TEXT,__text) external _fseeko
00007ff80034cbc2 (__TEXT,__text) external _fsetpos
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fstat$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatat (from libsystem_kernel)
                 (undefined) external _fstatat$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatfs (from libsystem_kernel)
                 (undefined) external _fstatfs$INODE64 (from libsystem_kernel)
00007ff800328820 (__TEXT,__text) external _fstatvfs
00007ff800331f7d (__TEXT,__text) external _fstatx64_np
00007ff80036ac3a (__TEXT,__text) external _fstatx_np
00007ff8003068fe (__TEXT,__text) external _fstatx_np$INODE64
00007ff800306937 (__TEXT,__text) non-external _fstatx_syscall
00007ff800306943 (__TEXT,__text) non-external _fstatx_syscall
00007ff84338a5e0 (__DATA,__data) non-external _fstypenames
                 (undefined) external _fsync$NOCANCEL (from libsystem_kernel)
00007ff80033298d (__TEXT,__text) external _fsync_volume_np
00007ff8003030cf (__TEXT,__text) external _ftell
00007ff800302f13 (__TEXT,__text) external _ftello
00007ff8003574cc (__TEXT,__text) external _ftime
00007ff80033f12f (__TEXT,__text) external _ftok
                 (undefined) external _ftruncate (from libsystem_kernel)
00007ff80034b887 (__TEXT,__text) external _ftrylockfile
00007ff8002ffaeb (__TEXT,__text) non-external _fts_alloc
00007ff8002ffb7f (__TEXT,__text) non-external _fts_alloc
00007ff80030374e (__TEXT,__text) non-external _fts_build
00007ff800304406 (__TEXT,__text) non-external _fts_build
00007ff80036b490 (__TEXT,__text) non-external _fts_build.cold.1
00007ff80036b490 (__TEXT,__text) non-external _fts_build.cold.1
00007ff80036b490 (__TEXT,__text) non-external _fts_build.cold.2
00007ff80036b490 (__TEXT,__text) non-external _fts_build.cold.2
00007ff80036b490 (__TEXT,__text) non-external _fts_build.cold.3
00007ff80036b490 (__TEXT,__text) non-external _fts_build.cold.3
00007ff80036b490 (__TEXT,__text) non-external _fts_build.cold.4
00007ff80036b490 (__TEXT,__text) non-external _fts_build.cold.4
00007ff80036b490 (__TEXT,__text) non-external _fts_build.cold.5
00007ff80036b490 (__TEXT,__text) non-external _fts_build.cold.5
00007ff80036b490 (__TEXT,__text) non-external _fts_build.cold.6
00007ff80036b490 (__TEXT,__text) non-external _fts_build.cold.6
00007ff80036a673 (__TEXT,__text) external _fts_children
00007ff80032a0e7 (__TEXT,__text) external _fts_children$INODE64
00007ff80036a066 (__TEXT,__text) external _fts_close
00007ff80030046a (__TEXT,__text) external _fts_close$INODE64
00007ff80032a036 (__TEXT,__text) non-external _fts_fchdir
00007ff80032a036 (__TEXT,__text) non-external _fts_fchdir
00007ff80032a002 (__TEXT,__text) non-external _fts_free
00007ff80032a002 (__TEXT,__text) non-external _fts_free
00007ff80032a050 (__TEXT,__text) non-external _fts_load
00007ff80036a5bc (__TEXT,__text) non-external _fts_load
00007ff800369f50 (__TEXT,__text) external _fts_open
00007ff8002ff4bc (__TEXT,__text) external _fts_open$INODE64
00007ff800369fca (__TEXT,__text) external _fts_open_b
00007ff800329f66 (__TEXT,__text) external _fts_open_b$INODE64
00007ff8002ffa7a (__TEXT,__text) non-external _fts_palloc
00007ff8002ffa7a (__TEXT,__text) non-external _fts_palloc
00007ff80036a170 (__TEXT,__text) external _fts_read
00007ff80030001c (__TEXT,__text) external _fts_read$INODE64
00007ff800305114 (__TEXT,__text) non-external _fts_safe_changedir
00007ff800305278 (__TEXT,__text) non-external _fts_safe_changedir
00007ff80036a650 (__TEXT,__text) external _fts_set
00007ff8003111f4 (__TEXT,__text) external _fts_set$INODE64
00007ff80032a234 (__TEXT,__text) non-external _fts_sort
00007ff80032a234 (__TEXT,__text) non-external _fts_sort
00007ff8002ffc13 (__TEXT,__text) non-external _fts_stat2
00007ff8002ffdfb (__TEXT,__text) non-external _fts_stat2
00007ff80036a7c0 (__TEXT,__text) external _ftw
00007ff80032af7c (__TEXT,__text) external _ftw$INODE64
00007ff80033213a (__TEXT,__text) external _fungetrune
00007ff84338c110 (__DATA,__bss) non-external _fungetrune.warn_depreciated
00007ff8002fe179 (__TEXT,__text) external _funlockfile
00007ff8003168da (__TEXT,__text) external _funopen
00007ff80034cbd1 (__TEXT,__text) external _fwide
00007ff80034cc2e (__TEXT,__text) external _fwprintf
00007ff80034ccec (__TEXT,__text) external _fwprintf_l
00007ff800311408 (__TEXT,__text) external _fwrite
00007ff80034cd82 (__TEXT,__text) external _fwscanf
00007ff80034ce40 (__TEXT,__text) external _fwscanf_l
00007ff800330c2c (__TEXT,__text) external _fxprintf
00007ff800331468 (__TEXT,__text) external _fxprintf_exec
00007ff84338abc8 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff8003408f3 (__TEXT,__text) non-external _g_opendir
00007ff8003694db (__TEXT,__text) non-external _g_opendir
00007ff800340863 (__TEXT,__text) non-external _g_stat
00007ff80036944b (__TEXT,__text) non-external _g_stat
00007ff80035e513 (__TEXT,__text) external _gcvt
00007ff800301989 (__TEXT,__text) non-external _gdtoa_freelist_free
00007ff8431a7b28 (__DATA_DIRTY,__bss) non-external _gdtoa_tsd_key
00007ff8431a73e8 (__DATA_DIRTY,__data) non-external _gdtoa_tsd_lock
00007ff800327690 (__TEXT,__text) non-external _generalSlowpath
00007ff80036b2a3 (__TEXT,__text) non-external _generalSlowpath.cold.1
00007ff80036b3de (__TEXT,__text) non-external _generalSlowpath.cold.10
00007ff80036b401 (__TEXT,__text) non-external _generalSlowpath.cold.11
00007ff80036b424 (__TEXT,__text) non-external _generalSlowpath.cold.12
00007ff80036b447 (__TEXT,__text) non-external _generalSlowpath.cold.13
00007ff80036b2c6 (__TEXT,__text) non-external _generalSlowpath.cold.2
00007ff80036b2e9 (__TEXT,__text) non-external _generalSlowpath.cold.3
00007ff80036b30c (__TEXT,__text) non-external _generalSlowpath.cold.4
00007ff80036b32f (__TEXT,__text) non-external _generalSlowpath.cold.5
00007ff80036b352 (__TEXT,__text) non-external _generalSlowpath.cold.6
00007ff80036b375 (__TEXT,__text) non-external _generalSlowpath.cold.7
00007ff80036b398 (__TEXT,__text) non-external _generalSlowpath.cold.8
00007ff80036b3bb (__TEXT,__text) non-external _generalSlowpath.cold.9
00007ff80032c3f1 (__TEXT,__text) non-external _get_asl
00007ff84338bb70 (__DATA,__bss) non-external _get_asl.utx
00007ff84338c0cc (__DATA,__bss) non-external _get_clock.adjustment
00007ff84338c0e0 (__DATA,__bss) non-external _get_clock.clock_seq
00007ff84338c0d0 (__DATA,__bss) non-external _get_clock.last
00007ff80032c72d (__TEXT,__text) non-external _get_file
00007ff84338bdf0 (__DATA,__bss) non-external _get_file.ux
00007ff800319bb9 (__TEXT,__text) non-external _get_next_format
00007ff800319d04 (__TEXT,__text) non-external _get_next_format_from_precision
00007ff800319cb2 (__TEXT,__text) non-external _get_next_format_from_width
00007ff80035ea88 (__TEXT,__text) non-external _getargs
00007ff80035ea88 (__TEXT,__text) non-external _getargs
00007ff80035ff7a (__TEXT,__text) non-external _getargs
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getattrlistbulk (from libsystem_kernel)
00007ff800349e83 (__TEXT,__text) non-external _getbits
00007ff80036f83c (__TEXT,__const) non-external _getbits.digits
00007ff80033f178 (__TEXT,__text) external _getbsize
00007ff84338c170 (__DATA,__bss) non-external _getbsize.header
00007ff80032458d (__TEXT,__text) external _getc
00007ff80034ced6 (__TEXT,__text) external _getc_unlocked
00007ff80034cefc (__TEXT,__text) external _getchar
00007ff80034cf47 (__TEXT,__text) external _getchar_unlocked
00007ff800318a97 (__TEXT,__text) external _getcwd
00007ff8003305b4 (__TEXT,__text) external _getdate
00007ff84338c078 (__DATA,__bss) non-external _getdate.tm
00007ff84338c82c (__DATA,__common) external _getdate_err
00007ff80031d9a9 (__TEXT,__text) external _getdelim
                 (undefined) external _getdirentries (from libsystem_kernel)
00007ff80032987d (__TEXT,__text) external _getdiskbyname
00007ff84338ba00 (__DATA,__bss) non-external _getdiskbyname.dp
                 (undefined) external _getdtablesize (from libsystem_kernel)
00007ff80033f472 (__TEXT,__text) non-external _getent
00007ff8002ed640 (__TEXT,__text) external _getenv
                 (undefined) external _geteuid (from libsystem_kernel)
                 (undefined) external _getfsstat (from libsystem_kernel)
                 (undefined) external _getfsstat$INODE64 (from libsystem_kernel)
                 (undefined) external _getfsstat64 (from libsystem_kernel)
                 (undefined) external _getgrgid (from libsystem_info)
                 (undefined) external _getgrnam (from libsystem_info)
                 (undefined) external _getgroupcount (from libsystem_info)
                 (undefined) external _getgrouplist (from libsystem_info)
00007ff800368f78 (__TEXT,__text) external _getgroups$DARWIN_EXTSN
00007ff800332c3b (__TEXT,__text) external _gethostid
00007ff80030564b (__TEXT,__text) external _gethostname
                 (undefined) external _getifaddrs (from libsystem_info)
00007ff80034aa48 (__TEXT,__text) external _getipv4sourcefilter
00007ff80036c6c9 (__TEXT,__text) non-external _getipv4sourcefilter.cold.1
