00007ff841c062c0 (__DATA,__data) non-external _.compoundliteral
00007ff84051eac0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ff84051eb80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff84052adc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3540
00007ff84051e7b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00007ff84051e5c0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff84051ecf0 (__DATA_CONST,__const) non-external ___block_literal_global.254
00007ff84052a518 (__DATA_CONST,__const) non-external ___block_literal_global.3023
00007ff84052ac58 (__DATA_CONST,__const) non-external ___block_literal_global.3336
00007ff84052ae58 (__DATA_CONST,__const) non-external ___block_literal_global.3531
00007ff84051e760 (__DATA_CONST,__const) non-external ___block_literal_global.43
00007ff84051fe20 (__DATA_CONST,__const) non-external ___block_literal_global.566
00007ff84051e600 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff84051ed50 (__DATA_CONST,__const) non-external ___block_literal_global.7.248
                 (undefined) external ___bzero (from libSystem)
00007ff803a6e27e (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
00007ff803a6e024 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
00007ff803a6e3fd (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
00007ff803a71c21 (__TEXT,__text) non-external ___check_dependencies_block_invoke
00007ff803a6fc85 (__TEXT,__text) non-external ___check_instruction_block_invoke
00007ff803a7c852 (__TEXT,__text) non-external ___check_policy_block_invoke
00007ff803a71b50 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff803a80dd0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff803a6d1fd (__TEXT,__text) non-external ___combine_conditions_block_invoke
00007ff803a710b9 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
00007ff803a70aea (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
00007ff803a779c5 (__TEXT,__text) non-external ___compile_block_invoke
00007ff803a77946 (__TEXT,__text) non-external ___compile_block_invoke.4
00007ff803a64218 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00007ff803a6afa8 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.20
00007ff803a6fafa (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
00007ff803a7a520 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
00007ff803a7a52e (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
00007ff803a6f6ea (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
00007ff803a6faca (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
00007ff803a7a05b (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
00007ff803a70392 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
00007ff803a71767 (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
00007ff803a77b8c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff803a7c1b8 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
00007ff803a778dc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff803a780b3 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff803a797b9 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ff803a7fc08 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00007ff841c0f380 (__DATA,__common) [referenced dynamically] external ___crashreporter_info__
00007ff803a7c22a (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
00007ff803a6de86 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
00007ff803a6e87f (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.10
00007ff803a74b62 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.12
00007ff803a6d6d8 (__TEXT,__text) non-external ___cse_multiple_block_invoke
00007ff803a6032d (__TEXT,__text) non-external ___define_action_block_invoke
00007ff803a7f98c (__TEXT,__text) non-external ___define_action_block_invoke.121
00007ff803a6698c (__TEXT,__text) non-external ___define_action_block_invoke_2
00007ff803a657ed (__TEXT,__text) non-external ___define_combination_filter_block_invoke
00007ff803a7e30b (__TEXT,__text) non-external ___define_error_handler_block_invoke
00007ff803a7e5ed (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
00007ff803a6196b (__TEXT,__text) non-external ___define_filter_block_invoke
00007ff803a73bd5 (__TEXT,__text) non-external ___define_network_filter_block_invoke
00007ff803a617de (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
00007ff803a7d590 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
00007ff803a77ba3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff803a7c1f0 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
00007ff803a778f3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff803a780eb (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff803a79803 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ff803a7fc76 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
00007ff803a6d335 (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
00007ff803a7a0bb (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
00007ff803a7ad0a (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
00007ff803a794c8 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
00007ff803a7954d (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.82
00007ff803a72448 (__TEXT,__text) non-external ___emit_profile_block_invoke
00007ff803a79200 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00007ff803a7923a (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.68
00007ff803a789f4 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
00007ff803a6f039 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00007ff803a6efa2 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.9
00007ff803a7ba8b (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
00007ff803a704c4 (__TEXT,__text) non-external ___factor_block_invoke
00007ff803a7b3e6 (__TEXT,__text) non-external ___factor_policy_block_invoke
00007ff803a7e638 (__TEXT,__text) non-external ___format_error_block_invoke
00007ff803a802fc (__TEXT,__text) non-external ___generate_fcntl_syscallmask_block_invoke
00007ff803a80292 (__TEXT,__text) non-external ___generate_mach_syscallmask_block_invoke
00007ff803a802c7 (__TEXT,__text) non-external ___generate_mig_syscallmask_block_invoke
00007ff803a7ff20 (__TEXT,__text) non-external ___generate_unix_syscallmask_block_invoke
00007ff803a79b47 (__TEXT,__text) non-external ___iterate_string_operands_with_atom_namespaces_block_invoke
00007ff803a79b9c (__TEXT,__text) non-external ___iterate_string_operands_with_atom_namespaces_block_invoke_2
00007ff803a655c4 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
00007ff803a6b724 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00007ff803a7f91f (__TEXT,__text) non-external ___operation_expand_block_invoke
00007ff803a7e7b5 (__TEXT,__text) non-external ___output_backtrace_block_invoke
00007ff803a79bda (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
00007ff803a6fe96 (__TEXT,__text) non-external ___reorder_block_invoke
00007ff803a70443 (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
00007ff803a7cc7b (__TEXT,__text) non-external ___reorder_policy_block_invoke
00007ff803a79d15 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
00007ff803a79d68 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.20
00007ff803a6fbcd (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
00007ff803a771af (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
00007ff803a776e7 (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
00007ff803a7ca93 (__TEXT,__text) non-external ___sb_analyze_check_delegation_profile_block_invoke
00007ff803a71891 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
00007ff803a78399 (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
00007ff803a6bb26 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
00007ff803a7a4e0 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
00007ff803a662f9 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
00007ff803a7a4c8 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
00007ff803a65617 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
00007ff803a745b8 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
00007ff803a6a7f6 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00007ff803a745a4 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
00007ff803a696e8 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
00007ff803a7abb6 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
00007ff803a627ec (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
00007ff803a649fc (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
00007ff803a6fb33 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
00007ff803a6fa09 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
00007ff803a77d38 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
00007ff803a73808 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
00007ff803a7bc1f (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
00007ff803a5fb33 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
00007ff803a6b316 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
00007ff803a7dd46 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
00007ff803a7ea07 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
00007ff803a7ddbe (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
00007ff803a7e9ec (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
00007ff803a7de36 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
00007ff803a7e96c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
00007ff803a7e048 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
00007ff803a7e0e7 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
00007ff803a7e2ba (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
00007ff803a74a73 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
00007ff803a7e8ab (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
00007ff803a743cf (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
00007ff803a6638c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
00007ff803a6644c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00007ff803a7d9af (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
00007ff803a7d9c9 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
00007ff803a7d9e3 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
00007ff803a7dcce (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
00007ff803a7cdc1 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
00007ff803a7b89e (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
00007ff803a7b8f3 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
00007ff803a7b81d (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
00007ff803a7b876 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
00007ff803a7e92f (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
00007ff803a7e8f6 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00007ff803a7b9b0 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
00007ff803a7cafb (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
00007ff803a5f79f (__TEXT,__text) non-external ___xpc2sc_block_invoke
00007ff841c05fa0 (__DATA,__data) non-external __address_family_aliases_
00007ff803a79c78 (__TEXT,__text) non-external __annotate_instruction_order
00007ff803a74a42 (__TEXT,__text) non-external __buffer_close
00007ff803a7498d (__TEXT,__text) non-external __buffer_read
00007ff803a74931 (__TEXT,__text) non-external __buffer_seek
00007ff803a64c76 (__TEXT,__text) non-external __calculate_graft_position
00007ff803a7b373 (__TEXT,__text) non-external __condition_list_diff
00007ff841c0eb40 (__DATA,__data) non-external __csop_aliases_
00007ff841c09620 (__DATA,__data) non-external __csr_aliases_
00007ff803a7ea4f (__TEXT,__text) non-external __define_filter
00007ff803a5f11e (__TEXT,__text) non-external __define_list
00007ff803a5f362 (__TEXT,__text) non-external __define_symbol
00007ff841c0ecb0 (__DATA,__data) non-external __errno_value_aliases_
00007ff841c0d5f0 (__DATA,__data) non-external __fcntl_command_aliases_
00007ff803a65238 (__TEXT,__text) non-external __flatten
00007ff803a73a11 (__TEXT,__text) non-external __free_error_pool
00007ff841c06330 (__DATA,__data) non-external __fsctl_command_aliases_
00007ff841c096f0 (__DATA,__data) non-external __host_special_port_aliases_
00007ff841c07160 (__DATA,__data) non-external __ioctl_command_aliases_
00007ff841c0ec60 (__DATA,__data) non-external __kas_info_aliases_
00007ff841c0bc90 (__DATA,__data) non-external __machtrap_aliases_
00007ff803a5f1e2 (__TEXT,__text) non-external __make_list_v
00007ff803a74c39 (__TEXT,__text) non-external __mbuf_close
00007ff803a7bf69 (__TEXT,__text) non-external __mbuf_read
00007ff803a7c055 (__TEXT,__text) non-external __mbuf_seek
00007ff803a74bbb (__TEXT,__text) non-external __mbuf_write
00007ff841c0e890 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00007ff841c0c070 (__DATA,__data) non-external __mig_routine_aliases_
00007ff841c0e6b0 (__DATA,__data) non-external __necp_client_action_aliases_
00007ff803a703f5 (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff803a5f87a (__TEXT,__text) non-external __parse_file
00007ff841c09f90 (__DATA,__data) non-external __persona_aliases_
00007ff803a78788 (__TEXT,__text) non-external __populate_atom_tables_profile
00007ff841c091c0 (__DATA,__data) non-external __privilege_aliases_
00007ff803a734fe (__TEXT,__text) non-external __push_match_byteset_instr
00007ff803a5c5b8 (__TEXT,__text) non-external __s_return
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
00007ff803a6e6c5 (__TEXT,__text) non-external __sb_condition_list_remove_index
00007ff803a625ee (__TEXT,__text) non-external __sb_condition_pattern_of_type
00007ff803a71b7e (__TEXT,__text) non-external __sb_condition_traverse_filters
00007ff803a77db1 (__TEXT,__text) non-external __sb_fsa_disjunction
00007ff803a646e9 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00007ff803a77bbf (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
00007ff803a69b1c (__TEXT,__text) non-external __sb_fsa_serialize
00007ff803a7b0b4 (__TEXT,__text) non-external __sb_instr_error_with_formatv
00007ff803a69374 (__TEXT,__text) non-external __sb_pattern_is_literal
00007ff803a58228 (__TEXT,__text) non-external __sb_realloc_vector
00007ff803a8072f (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
00007ff803a69700 (__TEXT,__text) non-external __sb_value_is_equivalent
00007ff803a7a53c (__TEXT,__text) non-external __sb_value_matches_subset
00007ff803a7be3d (__TEXT,__text) non-external __set_modifier_string
00007ff841c098b0 (__DATA,__data) non-external __signal_aliases_
00007ff841c0dad0 (__DATA,__data) non-external __socket_option_level_aliases_
00007ff841c0e170 (__DATA,__data) non-external __socket_option_name_aliases_
00007ff841c06260 (__DATA,__data) non-external __socket_type_aliases_
00007ff841c0a010 (__DATA,__data) non-external __syscall_aliases_
00007ff841c0eaa0 (__DATA,__data) non-external __task_special_port_aliases_
00007ff841c09cb0 (__DATA,__data) non-external __usb_interface_class_aliases_
00007ff841c09dc0 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff803a663c4 (__TEXT,__text) non-external _all_args_pass_test
00007ff803a58e21 (__TEXT,__text) non-external _alloc_cellseg
00007ff803a67ff6 (__TEXT,__text) non-external _alloc_literal
00007ff803a6106a (__TEXT,__text) non-external _arg_is_condition
00007ff803a7e987 (__TEXT,__text) non-external _arg_is_message_filter
00007ff803a66807 (__TEXT,__text) non-external _arg_is_modifier
00007ff803a610da (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
00007ff803a62c78 (__TEXT,__text) non-external _assert_is_mutable
00007ff803a7ab80 (__TEXT,__text) non-external _assert_is_mutable.321
00007ff803a75784 (__TEXT,__text) non-external _atom2str
00007ff803a80eef (__TEXT,__text) non-external _atom2str.cold.1
00007ff803a80f12 (__TEXT,__text) non-external _atom2str.cold.2
00007ff803a80f35 (__TEXT,__text) non-external _atom2str.cold.3
00007ff803a80f58 (__TEXT,__text) non-external _atom2str.cold.4
00007ff803a80f7b (__TEXT,__text) non-external _atom2str.cold.5
00007ff803a80f9e (__TEXT,__text) non-external _atom2str.cold.6
00007ff803a80fc1 (__TEXT,__text) non-external _atom2str.cold.7
00007ff803a80fe4 (__TEXT,__text) non-external _atom2str.cold.8
00007ff803a5b2a3 (__TEXT,__text) non-external _backchar
00007ff803a60271 (__TEXT,__text) non-external _backtrace_pop
00007ff803a80e63 (__TEXT,__text) non-external _backtrace_pop.cold.1
00007ff803a59984 (__TEXT,__text) non-external _backtrace_push
00007ff803a7827f (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _calloc (from libSystem)
00007ff803a6cdb0 (__TEXT,__text) non-external _can_combine_conjunction
00007ff803a6cd3d (__TEXT,__text) non-external _can_combine_disjunction
00007ff803a6dfe3 (__TEXT,__text) non-external _candidate_list_lookup
00007ff803a6ea0f (__TEXT,__text) non-external _candidate_list_remove
00007ff803a712a9 (__TEXT,__text) non-external _candidate_set_release
00007ff803a60fcf (__TEXT,__text) non-external _car
00007ff803a6101e (__TEXT,__text) non-external _cdr
00007ff803a7194a (__TEXT,__text) non-external _check_dependencies
00007ff803a7c6c2 (__TEXT,__text) non-external _check_instruction
00007ff803a7c7be (__TEXT,__text) non-external _check_policy
00007ff803a80316 (__TEXT,__text) non-external _collect_filters_into_syscallmask
00007ff803a55d7e (__TEXT,__text) non-external _compile
00007ff803a61d64 (__TEXT,__text) non-external _compute_cost_estimate
00007ff803a61b13 (__TEXT,__text) non-external _compute_hash
00007ff803a7a383 (__TEXT,__text) non-external _compute_hash.234
00007ff803a65700 (__TEXT,__text) non-external _condition_free_callback
00007ff803a70b6b (__TEXT,__text) non-external _condition_with_patterns_combined
00007ff803a772bd (__TEXT,__text) non-external _connect_to_sandboxd_and_call
00007ff803a686e1 (__TEXT,__text) non-external _construct_automaton
00007ff803a713ee (__TEXT,__text) non-external _create_pattern_disjunctions
00007ff803a6d439 (__TEXT,__text) non-external _cse
00007ff803a6d74d (__TEXT,__text) non-external _cse_inferior_list
00007ff803a6d5fd (__TEXT,__text) non-external _cse_multiple
00007ff803a6f213 (__TEXT,__text) non-external _dce
00007ff803a6305e (__TEXT,__text) non-external _decorate_condition
00007ff803a5fc28 (__TEXT,__text) non-external _decorate_operation
00007ff803a7d08f (__TEXT,__text) non-external _define_action
00007ff803a7d4f0 (__TEXT,__text) non-external _define_combination_filter
00007ff803a7afff (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00007ff84051cf90 (__DATA_CONST,__const) non-external _dispatch_table
00007ff803a6b29c (__TEXT,__text) non-external _dump_stack_restore
00007ff803a6b21a (__TEXT,__text) non-external _dump_stack_stash
00007ff803a79fc9 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
00007ff803a6f0cd (__TEXT,__text) non-external _eliminate_dead_code
00007ff803a7ac6f (__TEXT,__text) non-external _eliminate_dead_code_policy
00007ff803a732ff (__TEXT,__text) non-external _emit
00007ff803a7893d (__TEXT,__text) non-external _emit_atom_table
00007ff803a78fd4 (__TEXT,__text) non-external _emit_bitmask
00007ff803a724d6 (__TEXT,__text) non-external _emit_instruction
00007ff803a795a9 (__TEXT,__text) non-external _emit_modifier_descriptor
00007ff803a78f3d (__TEXT,__text) non-external _emit_network
00007ff803a78c5b (__TEXT,__text) non-external _emit_pattern
00007ff803a78d82 (__TEXT,__text) non-external _emit_regex
00007ff803a736fe (__TEXT,__text) non-external _emit_string
00007ff803a7887b (__TEXT,__text) non-external _emit_variable_names
00007ff803a72f74 (__TEXT,__text) non-external _encode_address
00007ff803a6807f (__TEXT,__text) non-external _end_expression
00007ff803a5e7b4 (__TEXT,__text) non-external _eqv
00007ff803a6ec15 (__TEXT,__text) non-external _expand_logical_conditions
00007ff803a7b9fc (__TEXT,__text) non-external _expand_logical_conditions_policy
00007ff803a7b28e (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
00007ff803a591b3 (__TEXT,__text) non-external (was a private external) _fill_vector
00007ff84051f240 (__DATA_CONST,__const) non-external _filter_info
00007ff803a5911e (__TEXT,__text) non-external _find_consecutive_cells
00007ff803a5c61c (__TEXT,__text) non-external _find_slot_in_env
00007ff803a684e0 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff803a580d4 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff803a5fd5f (__TEXT,__text) non-external _gc
00007ff803a5f0b1 (__TEXT,__text) non-external (was a private external) _gc_protect
00007ff803a5f330 (__TEXT,__text) non-external (was a private external) _gc_unprotect
00007ff803a80e1d (__TEXT,__text) non-external _gc_unprotect.cold.1
00007ff803a7ff55 (__TEXT,__text) non-external _generate_syscallmask
00007ff803a5e668 (__TEXT,__text) non-external (was a private external) _gensym
00007ff803a80dfa (__TEXT,__text) non-external _gensym.cold.1
00007ff803a592be (__TEXT,__text) non-external _get_cell
00007ff803a732a6 (__TEXT,__text) non-external _get_current_data_address
00007ff803a5b120 (__TEXT,__text) non-external _inchar
00007ff803a95790 (__TEXT,__const) non-external _init_scm
00007ff803a76d28 (__TEXT,__text) non-external _inspect_iterate_items
00007ff803a5e232 (__TEXT,__text) non-external _is_any
00007ff803a74cfe (__TEXT,__text) non-external (was a private external) _is_bt_pointer
00007ff803a656e2 (__TEXT,__text) non-external (was a private external) _is_character
00007ff803a74d8f (__TEXT,__text) non-external (was a private external) _is_closure
00007ff803a74db5 (__TEXT,__text) non-external (was a private external) _is_continuation
00007ff803a74ddb (__TEXT,__text) non-external (was a private external) _is_environment
00007ff803a74d68 (__TEXT,__text) non-external (was a private external) _is_foreign
00007ff803a74d7b (__TEXT,__text) non-external (was a private external) _is_foreign_block
00007ff803a630e2 (__TEXT,__text) non-external (was a private external) _is_foreign_object
00007ff803a61175 (__TEXT,__text) non-external (was a private external) _is_integer
00007ff803a74da2 (__TEXT,__text) non-external (was a private external) _is_macro
00007ff803a61754 (__TEXT,__text) non-external _is_nonneg
00007ff803a76079 (__TEXT,__text) non-external _is_num_integer
00007ff803a5e756 (__TEXT,__text) non-external (was a private external) _is_number
00007ff803a5d292 (__TEXT,__text) non-external (was a private external) _is_pair
00007ff803a74d3f (__TEXT,__text) non-external (was a private external) _is_port
00007ff803a6ab8c (__TEXT,__text) non-external _is_position_at_end_of_sequence
00007ff803a74d55 (__TEXT,__text) non-external (was a private external) _is_proc
00007ff803a74dc8 (__TEXT,__text) non-external (was a private external) _is_promise
00007ff803a61740 (__TEXT,__text) non-external (was a private external) _is_string
00007ff803a61957 (__TEXT,__text) non-external (was a private external) _is_symbol
00007ff803a74c5f (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
00007ff803a61182 (__TEXT,__text) non-external (was a private external) _ivalue
00007ff803a65438 (__TEXT,__text) non-external _list_cost_estimate
00007ff803a65634 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
00007ff803a600c3 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
