00007ff841e679d0 (__DATA,__data) non-external _.compoundliteral
00007ff803459050 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff8034677b0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff8034546ac (__TEXT,__text) non-external ___combine_conditions_block_invoke
00007ff8034585d0 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
00007ff803457fcf (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
00007ff80345ed41 (__TEXT,__text) non-external ___compile_block_invoke
00007ff80345ecc2 (__TEXT,__text) non-external ___compile_block_invoke.4
00007ff80344b7b4 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00007ff803452474 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.20
00007ff803456ff1 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
00007ff8034616b4 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
00007ff8034616c2 (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
00007ff803456bc1 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
00007ff803456fc1 (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
00007ff80346107a (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
00007ff80345786d (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
00007ff803458c5e (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
00007ff80345ef08 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff8034631ee (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
00007ff80345ec58 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff80345f3e9 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff803460990 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ff80346652b (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00007ff841e6f6a0 (__DATA,__common) [referenced dynamically] external ___crashreporter_info__
00007ff803463254 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
00007ff803455358 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
00007ff803455d44 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.10
00007ff80345c010 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.12
00007ff803454b79 (__TEXT,__text) non-external ___cse_multiple_block_invoke
00007ff803447879 (__TEXT,__text) non-external ___define_action_block_invoke
00007ff8034662b6 (__TEXT,__text) non-external ___define_action_block_invoke.117
00007ff80344deb8 (__TEXT,__text) non-external ___define_action_block_invoke_2
00007ff80344cd90 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
00007ff80346500e (__TEXT,__text) non-external ___define_error_handler_block_invoke
00007ff803465222 (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
00007ff803448eb2 (__TEXT,__text) non-external ___define_filter_block_invoke
00007ff80345b07c (__TEXT,__text) non-external ___define_network_filter_block_invoke
00007ff803448d14 (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
00007ff803464319 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
00007ff80345ef1f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff803463226 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
00007ff80345ec6f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff80345f421 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff8034609da (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ff803466599 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
00007ff8034547de (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
00007ff8034610d4 (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
00007ff803461f21 (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
00007ff80346069c (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
00007ff80346071f (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.81
00007ff803459936 (__TEXT,__text) non-external ___emit_profile_block_invoke
00007ff8034603d5 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00007ff80346040c (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.67
00007ff80345fbe1 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
00007ff803456505 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00007ff80345646f (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.9
00007ff803462bf9 (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
00007ff8034579b1 (__TEXT,__text) non-external ___factor_block_invoke
00007ff8034625ef (__TEXT,__text) non-external ___factor_policy_block_invoke
00007ff803466bbb (__TEXT,__text) non-external ___generate_mach_syscallmask_block_invoke
00007ff803466ba1 (__TEXT,__text) non-external ___generate_mig_syscallmask_block_invoke
00007ff803467105 (__TEXT,__text) non-external ___generate_unix_syscallmask_block_invoke
00007ff803460c83 (__TEXT,__text) non-external ___iterate_string_operands_with_atom_namespaces_block_invoke
00007ff80344cb66 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
00007ff803452c27 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00007ff80346624b (__TEXT,__text) non-external ___operation_expand_block_invoke
00007ff803460cc1 (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
00007ff803457377 (__TEXT,__text) non-external ___reorder_block_invoke
00007ff80345792e (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
00007ff803463b50 (__TEXT,__text) non-external ___reorder_policy_block_invoke
00007ff803460e04 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
00007ff803460e54 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.20
00007ff8034570b9 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
00007ff80345e51f (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
00007ff80345ea62 (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
00007ff803458d9a (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
00007ff80345f62b (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
00007ff803453040 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
00007ff803461509 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
00007ff80344d862 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
00007ff8034614fa (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
00007ff80344cbb9 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
00007ff80345ba74 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
00007ff803451ce2 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00007ff80345ba60 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
00007ff803450ba4 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
00007ff803461dcd (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
00007ff803449da1 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
00007ff80344bfa0 (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
00007ff80345702f (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
00007ff803456f04 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
00007ff80345f090 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
00007ff80345acea (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
00007ff803462d8e (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
00007ff80344709a (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
00007ff8034527d0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
00007ff8034653ca (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
00007ff803464ac8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
00007ff8034653af (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
00007ff803464b40 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
00007ff80346532f (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
00007ff803464d52 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
00007ff803464df2 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
00007ff803464fbd (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
00007ff80346526d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
00007ff80345bf0f (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
00007ff80345b88c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
00007ff80344d8f4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
00007ff80344d9b4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00007ff80346473f (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
00007ff803464759 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
00007ff803464a48 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
00007ff8034653e9 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
00007ff803463c9d (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
00007ff803462a13 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
00007ff803462a68 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
00007ff8034652f2 (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
00007ff8034652b9 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00007ff803462b20 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
00007ff803446d04 (__TEXT,__text) non-external ___xpc2sc_block_invoke
00007ff841e676b0 (__DATA,__data) non-external __address_family_aliases_
00007ff803460d65 (__TEXT,__text) non-external __annotate_instruction_order
00007ff80345bedc (__TEXT,__text) non-external __buffer_close
00007ff80345be29 (__TEXT,__text) non-external __buffer_read
00007ff80345bdcb (__TEXT,__text) non-external __buffer_seek
00007ff80344c20c (__TEXT,__text) non-external __calculate_graft_position
00007ff80346257c (__TEXT,__text) non-external __condition_list_diff
00007ff841e69c10 (__DATA,__data) non-external __csr_aliases_
00007ff80346542f (__TEXT,__text) non-external __define_filter
00007ff80344668b (__TEXT,__text) non-external __define_list
00007ff8034468c9 (__TEXT,__text) non-external __define_symbol
00007ff841e6efd0 (__DATA,__data) non-external __errno_value_aliases_
00007ff841e6daf0 (__DATA,__data) non-external __fcntl_command_aliases_
00007ff80344c7c0 (__TEXT,__text) non-external __flatten
00007ff80345aee6 (__TEXT,__text) non-external __free_error_pool
00007ff841e67a40 (__DATA,__data) non-external __fsctl_command_aliases_
00007ff841e69ce0 (__DATA,__data) non-external __host_special_port_aliases_
00007ff841e686b0 (__DATA,__data) non-external __ioctl_command_aliases_
00007ff841e6c200 (__DATA,__data) non-external __machtrap_aliases_
00007ff80344674d (__TEXT,__text) non-external __make_list_v
00007ff841e6ed40 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00007ff841e6c5d0 (__DATA,__data) non-external __mig_routine_aliases_
00007ff841e6eb80 (__DATA,__data) non-external __necp_client_action_aliases_
00007ff8034578da (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff803446de5 (__TEXT,__text) non-external __parse_file
00007ff841e6a510 (__DATA,__data) non-external __persona_aliases_
00007ff841e697b0 (__DATA,__data) non-external __privilege_aliases_
00007ff80345a9d2 (__TEXT,__text) non-external __push_match_byteset_instr
00007ff803443ad8 (__TEXT,__text) non-external __s_return
00007ff803455b97 (__TEXT,__text) non-external __sb_condition_list_remove_index
00007ff803449ba1 (__TEXT,__text) non-external __sb_condition_pattern_of_type
00007ff803459070 (__TEXT,__text) non-external __sb_condition_traverse_filters
00007ff80345f109 (__TEXT,__text) non-external __sb_fsa_disjunction
00007ff80344bc86 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00007ff80345ef3b (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
00007ff803450fe7 (__TEXT,__text) non-external __sb_fsa_serialize
00007ff8034622c1 (__TEXT,__text) non-external __sb_instr_error_with_formatv
00007ff80345080c (__TEXT,__text) non-external __sb_pattern_is_literal
00007ff80343f714 (__TEXT,__text) non-external __sb_realloc_vector
00007ff80346711f (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
00007ff803450bbb (__TEXT,__text) non-external __sb_value_is_equivalent
00007ff8034616d0 (__TEXT,__text) non-external __sb_value_matches_subset
00007ff803462fac (__TEXT,__text) non-external __set_modifier_string
00007ff841e69e90 (__DATA,__data) non-external __signal_aliases_
00007ff841e6dfc0 (__DATA,__data) non-external __socket_option_level_aliases_
00007ff841e6e660 (__DATA,__data) non-external __socket_option_name_aliases_
00007ff841e67970 (__DATA,__data) non-external __socket_type_aliases_
00007ff841e6a590 (__DATA,__data) non-external __syscall_aliases_
00007ff841e6ef30 (__DATA,__data) non-external __task_special_port_aliases_
00007ff841e6a230 (__DATA,__data) non-external __usb_interface_class_aliases_
00007ff841e6a340 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff80344d926 (__TEXT,__text) non-external _all_args_pass_test
00007ff803440312 (__TEXT,__text) non-external _alloc_cellseg
00007ff80344f57b (__TEXT,__text) non-external _alloc_literal
00007ff80344859d (__TEXT,__text) non-external _arg_is_condition
00007ff80346534a (__TEXT,__text) non-external _arg_is_message_filter
00007ff80344dd3a (__TEXT,__text) non-external _arg_is_modifier
00007ff80344860c (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
00007ff80344a1da (__TEXT,__text) non-external _assert_is_mutable
00007ff803461d94 (__TEXT,__text) non-external _assert_is_mutable.320
00007ff80345cb14 (__TEXT,__text) non-external _atom2str
00007ff8034678ae (__TEXT,__text) non-external _atom2str.cold.1
00007ff8034678d1 (__TEXT,__text) non-external _atom2str.cold.2
00007ff8034678f4 (__TEXT,__text) non-external _atom2str.cold.3
00007ff803467917 (__TEXT,__text) non-external _atom2str.cold.4
00007ff80346793a (__TEXT,__text) non-external _atom2str.cold.5
00007ff80346795d (__TEXT,__text) non-external _atom2str.cold.6
00007ff803467980 (__TEXT,__text) non-external _atom2str.cold.7
00007ff8034679a3 (__TEXT,__text) non-external _atom2str.cold.8
00007ff8034427b3 (__TEXT,__text) non-external _backchar
00007ff8034477c1 (__TEXT,__text) non-external _backtrace_pop
00007ff803467822 (__TEXT,__text) non-external _backtrace_pop.cold.1
00007ff803440e96 (__TEXT,__text) non-external _backtrace_push
00007ff80345f514 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
00007ff80345c119 (__TEXT,__text) non-external (was a private external) _bt_pointer_code
00007ff80345c150 (__TEXT,__text) non-external (was a private external) _bt_pointer_col
00007ff80345c142 (__TEXT,__text) non-external (was a private external) _bt_pointer_line
00007ff80345c126 (__TEXT,__text) non-external (was a private external) _bt_pointer_name
                 (undefined) external _calloc (from libSystem)
00007ff803454260 (__TEXT,__text) non-external _can_combine_conjunction
00007ff8034541ec (__TEXT,__text) non-external _can_combine_disjunction
00007ff8034554c3 (__TEXT,__text) non-external _candidate_list_lookup
00007ff803455ec6 (__TEXT,__text) non-external _candidate_list_remove
00007ff8034587c1 (__TEXT,__text) non-external _candidate_set_release
00007ff803448504 (__TEXT,__text) non-external _car
00007ff803448553 (__TEXT,__text) non-external _cdr
00007ff803458e51 (__TEXT,__text) non-external _check_dependencies
00007ff8034636ea (__TEXT,__text) non-external _check_instruction
00007ff8034637e7 (__TEXT,__text) non-external _check_policy
00007ff803466bd5 (__TEXT,__text) non-external _collect_filters_into_syscallmask
00007ff80343d27a (__TEXT,__text) non-external _compile
00007ff803449284 (__TEXT,__text) non-external _compute_cost_estimate
00007ff803448fff (__TEXT,__text) non-external _compute_hash
00007ff80346139f (__TEXT,__text) non-external _compute_hash.234
00007ff80344cca3 (__TEXT,__text) non-external _condition_free_callback
00007ff803458051 (__TEXT,__text) non-external _condition_with_patterns_combined
00007ff80345e62d (__TEXT,__text) non-external _connect_to_sandboxd_and_call
00007ff80344fbae (__TEXT,__text) non-external _construct_automaton
00007ff8034588f7 (__TEXT,__text) non-external _create_pattern_disjunctions
00007ff8034548e3 (__TEXT,__text) non-external _cse
00007ff803454bf5 (__TEXT,__text) non-external _cse_inferior_list
00007ff803454aa5 (__TEXT,__text) non-external _cse_multiple
00007ff8034566af (__TEXT,__text) non-external _dce
00007ff80344a5c1 (__TEXT,__text) non-external _decorate_condition
00007ff803447184 (__TEXT,__text) non-external _decorate_operation
00007ff803463f76 (__TEXT,__text) non-external _define_action
00007ff803464279 (__TEXT,__text) non-external _define_combination_filter
00007ff80346220c (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00007ff840255a30 (__DATA_CONST,__const) non-external _dispatch_table
00007ff803452755 (__TEXT,__text) non-external _dump_stack_restore
00007ff8034526d3 (__TEXT,__text) non-external _dump_stack_stash
00007ff803460fe3 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
00007ff803456592 (__TEXT,__text) non-external _eliminate_dead_code
00007ff803461e8b (__TEXT,__text) non-external _eliminate_dead_code_policy
00007ff80345a801 (__TEXT,__text) non-external _emit
00007ff80345fb1e (__TEXT,__text) non-external _emit_atom_table
00007ff8034601bb (__TEXT,__text) non-external _emit_bitmask
00007ff8034599bf (__TEXT,__text) non-external _emit_instruction
00007ff80346077c (__TEXT,__text) non-external _emit_modifier_descriptor
00007ff803460124 (__TEXT,__text) non-external _emit_network
00007ff80345fe4d (__TEXT,__text) non-external _emit_pattern
00007ff80345ff76 (__TEXT,__text) non-external _emit_regex
00007ff80345abd5 (__TEXT,__text) non-external _emit_string
00007ff80345fa5a (__TEXT,__text) non-external _emit_variable_names
00007ff80345a481 (__TEXT,__text) non-external _encode_address
00007ff80344f60d (__TEXT,__text) non-external _end_expression
00007ff803445d10 (__TEXT,__text) non-external _eqv
00007ff8034560e6 (__TEXT,__text) non-external _expand_logical_conditions
00007ff803462b68 (__TEXT,__text) non-external _expand_logical_conditions_policy
00007ff803462496 (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
00007ff8034406cb (__TEXT,__text) non-external (was a private external) _fill_vector
00007ff840257cc0 (__DATA_CONST,__const) non-external _filter_info
00007ff803440638 (__TEXT,__text) non-external _find_consecutive_cells
00007ff803443b3b (__TEXT,__text) non-external _find_slot_in_env
00007ff80344f9b8 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff80343f5ca (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff803447293 (__TEXT,__text) non-external _gc
00007ff803446613 (__TEXT,__text) non-external (was a private external) _gc_protect
00007ff80344689e (__TEXT,__text) non-external (was a private external) _gc_unprotect
00007ff8034677ff (__TEXT,__text) non-external _gc_unprotect.cold.1
00007ff803466782 (__TEXT,__text) non-external _generate_syscallmask
00007ff803445bc2 (__TEXT,__text) non-external (was a private external) _gensym
00007ff8034677dc (__TEXT,__text) non-external _gensym.cold.1
00007ff8034407d7 (__TEXT,__text) non-external _get_cell
00007ff80345a7a8 (__TEXT,__text) non-external _get_current_data_address
00007ff803442630 (__TEXT,__text) non-external _inchar
00007ff80347a990 (__TEXT,__const) non-external _init_scm
00007ff80345e098 (__TEXT,__text) non-external _inspect_iterate_items
00007ff80344578f (__TEXT,__text) non-external _is_any
00007ff80345c106 (__TEXT,__text) non-external (was a private external) _is_bt_pointer
00007ff80344cc86 (__TEXT,__text) non-external (was a private external) _is_character
00007ff80345c1af (__TEXT,__text) non-external (was a private external) _is_closure
00007ff80345c1d5 (__TEXT,__text) non-external (was a private external) _is_continuation
00007ff80345c1fb (__TEXT,__text) non-external (was a private external) _is_environment
00007ff80345c188 (__TEXT,__text) non-external (was a private external) _is_foreign
00007ff80345c19b (__TEXT,__text) non-external (was a private external) _is_foreign_block
00007ff80344a642 (__TEXT,__text) non-external (was a private external) _is_foreign_object
00007ff8034486a9 (__TEXT,__text) non-external (was a private external) _is_integer
00007ff80345c1c2 (__TEXT,__text) non-external (was a private external) _is_macro
00007ff803448c79 (__TEXT,__text) non-external _is_nonneg
00007ff80345d3fa (__TEXT,__text) non-external _is_num_integer
00007ff803445cb2 (__TEXT,__text) non-external (was a private external) _is_number
00007ff8034447b2 (__TEXT,__text) non-external (was a private external) _is_pair
00007ff80345c15f (__TEXT,__text) non-external (was a private external) _is_port
00007ff803452067 (__TEXT,__text) non-external _is_position_at_end_of_sequence
00007ff80345c175 (__TEXT,__text) non-external (was a private external) _is_proc
00007ff80345c1e8 (__TEXT,__text) non-external (was a private external) _is_promise
00007ff803448c64 (__TEXT,__text) non-external (was a private external) _is_string
00007ff803448e97 (__TEXT,__text) non-external (was a private external) _is_symbol
00007ff80345c06b (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
00007ff8034486b6 (__TEXT,__text) non-external (was a private external) _ivalue
00007ff80344c9da (__TEXT,__text) non-external _list_cost_estimate
00007ff80344cbd8 (__TEXT,__text) non-external _list_star
00007ff8034626b0 (__TEXT,__text) non-external _lookup_filter_info
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
00007ff80344760b (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
00007ff803443953 (__TEXT,__text) non-external _mk_atom
00007ff803451f48 (__TEXT,__text) non-external (was a private external) _mk_counted_string
00007ff80345cf3c (__TEXT,__text) non-external _mk_empty_string
00007ff8034469b5 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00007ff8034469ec (__TEXT,__text) non-external (was a private external) _mk_foreign_func
00007ff80344a613 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
00007ff8034471cd (__TEXT,__text) non-external (was a private external) _mk_integer
00007ff8034445af (__TEXT,__text) non-external _mk_sharp_const
00007ff80345bf88 (__TEXT,__text) non-external _mk_sharp_integer
00007ff803440a5c (__TEXT,__text) non-external (was a private external) _mk_string
00007ff803440872 (__TEXT,__text) non-external (was a private external) _mk_symbol
00007ff8034404ca (__TEXT,__text) non-external _mk_vector
00007ff803467845 (__TEXT,__text) non-external _mk_vector.cold.1
00007ff8402589e0 (__DATA_CONST,__const) non-external _modifier_info
00007ff8034520a1 (__TEXT,__text) non-external _move_to_next_node
00007ff803465404 (__TEXT,__text) non-external _msgfilter_free_callback
00007ff803454521 (__TEXT,__text) non-external _negate_instruction
00007ff840257c20 (__DATA_CONST,__const) non-external _network_filter_constants
00007ff803440720 (__TEXT,__text) non-external _new_frame_in_env
00007ff803440b2f (__TEXT,__text) non-external _new_slot_spec_in_env
00007ff8034897c0 (__TEXT,__const) non-external _nfBasicCF
00007ff803485bd0 (__TEXT,__const) non-external _nfTrieHi
00007ff80348a1c0 (__TEXT,__const) non-external _nfTrieLo
00007ff8034885e0 (__TEXT,__const) non-external _nfTrieMid
00007ff803486200 (__TEXT,__const) non-external _nfU16InvMasks
00007ff803486310 (__TEXT,__const) non-external _nfU16Seq2
00007ff803486f30 (__TEXT,__const) non-external _nfU16Seq3
00007ff803487470 (__TEXT,__const) non-external _nfU16SeqMisc
00007ff803487600 (__TEXT,__const) non-external _nfU32Char
00007ff803488480 (__TEXT,__const) non-external _nfU32SeqMisc
00007ff803445cc8 (__TEXT,__text) non-external _num_eq
00007ff80344cc42 (__TEXT,__text) non-external _num_ge
00007ff803451f98 (__TEXT,__text) non-external _num_gt
00007ff80345c0c2 (__TEXT,__text) non-external _num_le
00007ff80345c07e (__TEXT,__text) non-external _num_lt
00007ff80345cab2 (__TEXT,__text) non-external _num_mod
00007ff843af58d8 (__DATA_DIRTY,__bss) non-external _num_one
00007ff80345ca44 (__TEXT,__text) non-external _num_rem
00007ff843af58c8 (__DATA_DIRTY,__bss) non-external _num_zero
00007ff80344a655 (__TEXT,__text) non-external (was a private external) _objvalue
