00007ff81183dcb4 (__TEXT,__text) external _BNNSAffineGridSample
00007ff8115b69d5 (__TEXT,__text) external __bnns_graph_builder_register_prelu
00007ff8115bb07e (__TEXT,__text) external __bnns_graph_builder_register_prod
00007ff8115b7a0a (__TEXT,__text) external __bnns_graph_builder_register_recip
00007ff8115bb039 (__TEXT,__text) external __bnns_graph_builder_register_reduce_max
00007ff8115bb04e (__TEXT,__text) external __bnns_graph_builder_register_reduce_min
00007ff8115c5962 (__TEXT,__text) external __bnns_graph_builder_register_reflection_pad
00007ff8115b5ed1 (__TEXT,__text) external __bnns_graph_builder_register_relu
00007ff8115b635d (__TEXT,__text) external __bnns_graph_builder_register_relu6
00007ff8115c5978 (__TEXT,__text) external __bnns_graph_builder_register_replication_pad
00007ff8115c133a (__TEXT,__text) external __bnns_graph_builder_register_reshape
00007ff8115bdb64 (__TEXT,__text) external __bnns_graph_builder_register_rms_spatial_norm
00007ff8115c7a10 (__TEXT,__text) external __bnns_graph_builder_register_rnn
00007ff8115b7a38 (__TEXT,__text) external __bnns_graph_builder_register_round
00007ff8115b7cfd (__TEXT,__text) external __bnns_graph_builder_register_rsqrt
00007ff8115b6875 (__TEXT,__text) external __bnns_graph_builder_register_scaled_tanh
00007ff8115c706a (__TEXT,__text) external __bnns_graph_builder_register_scatter
00007ff8115c79c3 (__TEXT,__text) external __bnns_graph_builder_register_scatter_along_axis
00007ff8115c79ea (__TEXT,__text) external __bnns_graph_builder_register_scatter_nd
00007ff8115b949f (__TEXT,__text) external __bnns_graph_builder_register_select
00007ff8115c598e (__TEXT,__text) external __bnns_graph_builder_register_shape
00007ff8115b6394 (__TEXT,__text) external __bnns_graph_builder_register_sigmoid
00007ff8115b6935 (__TEXT,__text) external __bnns_graph_builder_register_silu
00007ff8115b7aba (__TEXT,__text) external __bnns_graph_builder_register_sin
00007ff8115b7bb5 (__TEXT,__text) external __bnns_graph_builder_register_sinh
00007ff8115bf135 (__TEXT,__text) external __bnns_graph_builder_register_slice
00007ff8115bfb3c (__TEXT,__text) external __bnns_graph_builder_register_slice_update
00007ff8115b72e3 (__TEXT,__text) external __bnns_graph_builder_register_softmax
00007ff8115b68ab (__TEXT,__text) external __bnns_graph_builder_register_softplus
00007ff8115b68cc (__TEXT,__text) external __bnns_graph_builder_register_softsign
00007ff8115b7cd4 (__TEXT,__text) external __bnns_graph_builder_register_sqrt
00007ff8115c0aea (__TEXT,__text) external __bnns_graph_builder_register_squeeze
00007ff8115b8344 (__TEXT,__text) external __bnns_graph_builder_register_sub
00007ff8115bb096 (__TEXT,__text) external __bnns_graph_builder_register_sum
00007ff8115bb0ae (__TEXT,__text) external __bnns_graph_builder_register_sum_square
00007ff8115b7ae3 (__TEXT,__text) external __bnns_graph_builder_register_tan
00007ff8115b63b1 (__TEXT,__text) external __bnns_graph_builder_register_tanh
00007ff8115b7a61 (__TEXT,__text) external __bnns_graph_builder_register_threshold
00007ff8115b6903 (__TEXT,__text) external __bnns_graph_builder_register_thresholded_relu
00007ff8115c5fcd (__TEXT,__text) external __bnns_graph_builder_register_topk
00007ff8115c3d0f (__TEXT,__text) external __bnns_graph_builder_register_transpose
00007ff8115c0316 (__TEXT,__text) external __bnns_graph_builder_register_unsqueeze
00007ff8115b8a38 (__TEXT,__text) external __bnns_graph_builder_register_xor
00007ff8115b3510 (__TEXT,__text) external __bnns_graph_builder_tensor_from_tensor_ref
00007ff81150ccca (__TEXT,__text) external __bnns_hgemm
00007ff81150caf7 (__TEXT,__text) external __bnns_hgemm_mem_requirement
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __os_signpost_emit_with_name_impl (from libSystem)
                 (undefined) external __simd_exp_f4 (from libSystem)
                 (undefined) external __simd_log_f4 (from libSystem)
                 (undefined) external __simd_pow_f4 (from libSystem)
                 (undefined) external _abort (from libSystem)
                 (undefined) external _access (from libSystem)
                 (undefined) external _acosf (from libSystem)
                 (undefined) external _acoshf (from libSystem)
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _asinf (from libSystem)
                 (undefined) external _asinhf (from libSystem)
                 (undefined) external _atanf (from libSystem)
                 (undefined) external _atanhf (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _cosf (from libSystem)
                 (undefined) external _coshf (from libSystem)
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_apply_attr_destroy (from libSystem)
                 (undefined) external _dispatch_apply_attr_init (from libSystem)
                 (undefined) external _dispatch_apply_attr_query (from libSystem)
                 (undefined) external _dispatch_apply_attr_set_parallelism (from libSystem)
                 (undefined) external _dispatch_apply_with_attr (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _erfcf (from libSystem)
                 (undefined) external _erff (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _exp (from libSystem)
                 (undefined) external _exp2f (from libSystem)
                 (undefined) external _expf (from libSystem)
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _fma (from libSystem)
                 (undefined) external _fmaxf (from libSystem)
                 (undefined) external _fminf (from libSystem)
                 (undefined) external _fmod (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
                 (undefined) external _fwrite (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getpriority (from libSystem)
                 (undefined) external _isatty (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFTypeArrayCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _ldexpf (from libSystem)
                 (undefined) external _log10 (from libSystem)
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc_type_aligned_alloc (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_posix_memalign (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _msync (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _nextafterf (from libSystem)
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_enabled (from libSystem)
                 (undefined) external _os_signpost_id_make_with_pointer (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _pow (from libSystem)
                 (undefined) external _powf (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
                 (undefined) external _raise (from libSystem)
                 (undefined) external _rand (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _setjmp (from libSystem)
                 (undefined) external _setpriority (from libSystem)
                 (undefined) external _sigaction (from libSystem)
                 (undefined) external _sigprocmask (from libSystem)
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _stat$INODE64 (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strerror (from libSystem)
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strpbrk (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
                 (undefined) external _unlink (from libSystem)
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _vm_allocate (from libSystem)
                 (undefined) external _vm_page_size (from libSystem)
                 (undefined) external _vm_purgable_control (from libSystem)
                 (undefined) external _vm_remap (from libSystem)
                 (undefined) external _vsnprintf (from libSystem)
                 (undefined) external _wmemchr (from libSystem)
                 (undefined) external _write (from libSystem)
