00007ffa182bdf0a (__TEXT,__text) external _CGLGetCurrentContext
00007ffa182b86f1 (__TEXT,__text) external _glRenderbufferStorage
00007ffa182bcd01 (__TEXT,__text) external _glRenderbufferStorageEXT
00007ffa182b8903 (__TEXT,__text) external _glRenderbufferStorageMultisample
00007ffa182bcf13 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00007ffa182b6b92 (__TEXT,__text) external _glResetHistogram
00007ffa182b6bae (__TEXT,__text) external _glResetMinmax
00007ffa182b9e60 (__TEXT,__text) external _glResumeTransformFeedback
00007ffa182b5ae2 (__TEXT,__text) external _glRotated
00007ffa182b5afc (__TEXT,__text) external _glRotatef
00007ffa182b71e3 (__TEXT,__text) external _glSampleCoverage
00007ffa182bbaf3 (__TEXT,__text) external _glSampleCoverageARB
00007ffa182b958a (__TEXT,__text) external _glSampleMaski
00007ffa182bdee7 (__TEXT,__text) external _glSamplePass
00007ffa182bdee1 (__TEXT,__text) external _glSamplePassARB
00007ffa182b974e (__TEXT,__text) external _glSamplerParameterIiv
00007ffa182b9770 (__TEXT,__text) external _glSamplerParameterIuiv
00007ffa182b970e (__TEXT,__text) external _glSamplerParameterf
00007ffa182b972c (__TEXT,__text) external _glSamplerParameterfv
00007ffa182b96cb (__TEXT,__text) external _glSamplerParameteri
00007ffa182b96ec (__TEXT,__text) external _glSamplerParameteriv
00007ffa182b5b16 (__TEXT,__text) external _glScaled
00007ffa182b5b30 (__TEXT,__text) external _glScalef
00007ffa182b5b4a (__TEXT,__text) external _glScissor
00007ffa182baaba (__TEXT,__text) external _glScissorArrayv
00007ffa182baadc (__TEXT,__text) external _glScissorIndexed
00007ffa182bab03 (__TEXT,__text) external _glScissorIndexedv
00007ffa182b728f (__TEXT,__text) external _glSecondaryColor3b
00007ffa182bc8f9 (__TEXT,__text) external _glSecondaryColor3bEXT
00007ffa182b72b0 (__TEXT,__text) external _glSecondaryColor3bv
00007ffa182bc91a (__TEXT,__text) external _glSecondaryColor3bvEXT
00007ffa182b72cd (__TEXT,__text) external _glSecondaryColor3d
00007ffa182bc937 (__TEXT,__text) external _glSecondaryColor3dEXT
00007ffa182b72e7 (__TEXT,__text) external _glSecondaryColor3dv
00007ffa182bc951 (__TEXT,__text) external _glSecondaryColor3dvEXT
00007ffa182b7304 (__TEXT,__text) external _glSecondaryColor3f
00007ffa182bc96e (__TEXT,__text) external _glSecondaryColor3fEXT
00007ffa182b731e (__TEXT,__text) external _glSecondaryColor3fv
00007ffa182bc988 (__TEXT,__text) external _glSecondaryColor3fvEXT
00007ffa182b733b (__TEXT,__text) external _glSecondaryColor3i
00007ffa182bc9a5 (__TEXT,__text) external _glSecondaryColor3iEXT
00007ffa182b735c (__TEXT,__text) external _glSecondaryColor3iv
00007ffa182bc9c6 (__TEXT,__text) external _glSecondaryColor3ivEXT
00007ffa182b7379 (__TEXT,__text) external _glSecondaryColor3s
00007ffa182bc9e3 (__TEXT,__text) external _glSecondaryColor3sEXT
00007ffa182b739a (__TEXT,__text) external _glSecondaryColor3sv
00007ffa182bca04 (__TEXT,__text) external _glSecondaryColor3svEXT
00007ffa182b73b7 (__TEXT,__text) external _glSecondaryColor3ub
00007ffa182bca21 (__TEXT,__text) external _glSecondaryColor3ubEXT
00007ffa182b73d8 (__TEXT,__text) external _glSecondaryColor3ubv
00007ffa182bca42 (__TEXT,__text) external _glSecondaryColor3ubvEXT
00007ffa182b73f5 (__TEXT,__text) external _glSecondaryColor3ui
00007ffa182bca5f (__TEXT,__text) external _glSecondaryColor3uiEXT
00007ffa182b7416 (__TEXT,__text) external _glSecondaryColor3uiv
00007ffa182bca80 (__TEXT,__text) external _glSecondaryColor3uivEXT
00007ffa182b7433 (__TEXT,__text) external _glSecondaryColor3us
00007ffa182bca9d (__TEXT,__text) external _glSecondaryColor3usEXT
00007ffa182b7454 (__TEXT,__text) external _glSecondaryColor3usv
00007ffa182bcabe (__TEXT,__text) external _glSecondaryColor3usvEXT
00007ffa182b7471 (__TEXT,__text) external _glSecondaryColorPointer
00007ffa182bcadb (__TEXT,__text) external _glSecondaryColorPointerEXT
00007ffa182b5b6e (__TEXT,__text) external _glSelectBuffer
00007ffa182b6a3a (__TEXT,__text) external _glSeparableFilter2D
00007ffa182bd9a5 (__TEXT,__text) external _glSetFenceAPPLE
00007ffa182b5b8d (__TEXT,__text) external _glShadeModel
00007ffa182b9fd1 (__TEXT,__text) external _glShaderBinary
00007ffa182b7f7c (__TEXT,__text) external _glShaderSource
00007ffa182bbfef (__TEXT,__text) external _glShaderSourceARB
00007ffa182b5ba9 (__TEXT,__text) external _glStencilFunc
00007ffa182b851d (__TEXT,__text) external _glStencilFuncSeparate
00007ffa182bddc2 (__TEXT,__text) external _glStencilFuncSeparateATI
00007ffa182b5bca (__TEXT,__text) external _glStencilMask
00007ffa182b8565 (__TEXT,__text) external _glStencilMaskSeparate
00007ffa182b5be6 (__TEXT,__text) external _glStencilOp
00007ffa182b8541 (__TEXT,__text) external _glStencilOpSeparate
00007ffa182bdd9e (__TEXT,__text) external _glStencilOpSeparateATI
00007ffa182bdc12 (__TEXT,__text) external _glSwapAPPLE
00007ffa182bd9dd (__TEXT,__text) external _glTestFenceAPPLE
00007ffa182bda15 (__TEXT,__text) external _glTestObjectAPPLE
00007ffa182b92ff (__TEXT,__text) external _glTexBuffer
00007ffa182b5c07 (__TEXT,__text) external _glTexCoord1d
00007ffa182b5c21 (__TEXT,__text) external _glTexCoord1dv
00007ffa182b5c3e (__TEXT,__text) external _glTexCoord1f
00007ffa182b5c58 (__TEXT,__text) external _glTexCoord1fv
00007ffa182b5c75 (__TEXT,__text) external _glTexCoord1i
00007ffa182b5c91 (__TEXT,__text) external _glTexCoord1iv
00007ffa182b5cae (__TEXT,__text) external _glTexCoord1s
00007ffa182b5cca (__TEXT,__text) external _glTexCoord1sv
00007ffa182b5ce7 (__TEXT,__text) external _glTexCoord2d
00007ffa182b5d01 (__TEXT,__text) external _glTexCoord2dv
00007ffa182b5d1e (__TEXT,__text) external _glTexCoord2f
00007ffa182b5d38 (__TEXT,__text) external _glTexCoord2fv
00007ffa182b5d55 (__TEXT,__text) external _glTexCoord2i
00007ffa182b5d73 (__TEXT,__text) external _glTexCoord2iv
00007ffa182b5d90 (__TEXT,__text) external _glTexCoord2s
00007ffa182b5dae (__TEXT,__text) external _glTexCoord2sv
00007ffa182b5dcb (__TEXT,__text) external _glTexCoord3d
00007ffa182b5de5 (__TEXT,__text) external _glTexCoord3dv
00007ffa182b5e02 (__TEXT,__text) external _glTexCoord3f
00007ffa182b5e1c (__TEXT,__text) external _glTexCoord3fv
00007ffa182b5e39 (__TEXT,__text) external _glTexCoord3i
00007ffa182b5e5a (__TEXT,__text) external _glTexCoord3iv
00007ffa182b5e77 (__TEXT,__text) external _glTexCoord3s
00007ffa182b5e98 (__TEXT,__text) external _glTexCoord3sv
00007ffa182b5eb5 (__TEXT,__text) external _glTexCoord4d
00007ffa182b5ecf (__TEXT,__text) external _glTexCoord4dv
00007ffa182b5eec (__TEXT,__text) external _glTexCoord4f
00007ffa182b5f06 (__TEXT,__text) external _glTexCoord4fv
00007ffa182b5f23 (__TEXT,__text) external _glTexCoord4i
00007ffa182b5f47 (__TEXT,__text) external _glTexCoord4iv
00007ffa182b5f64 (__TEXT,__text) external _glTexCoord4s
00007ffa182b5f88 (__TEXT,__text) external _glTexCoord4sv
00007ffa182b5fa5 (__TEXT,__text) external _glTexCoordPointer
00007ffa182b5fc9 (__TEXT,__text) external _glTexEnvf
00007ffa182b5fe7 (__TEXT,__text) external _glTexEnvfv
00007ffa182b6009 (__TEXT,__text) external _glTexEnvi
00007ffa182b602a (__TEXT,__text) external _glTexEnviv
00007ffa182b604c (__TEXT,__text) external _glTexGend
00007ffa182b606a (__TEXT,__text) external _glTexGendv
00007ffa182b608c (__TEXT,__text) external _glTexGenf
00007ffa182b60aa (__TEXT,__text) external _glTexGenfv
00007ffa182b60cc (__TEXT,__text) external _glTexGeni
00007ffa182b60ed (__TEXT,__text) external _glTexGeniv
00007ffa182b610f (__TEXT,__text) external _glTexImage1D
00007ffa182b6149 (__TEXT,__text) external _glTexImage2D
00007ffa182b9500 (__TEXT,__text) external _glTexImage2DMultisample
00007ffa182b661c (__TEXT,__text) external _glTexImage3D
00007ffa182b9534 (__TEXT,__text) external _glTexImage3DMultisample
00007ffa182b9060 (__TEXT,__text) external _glTexParameterIiv
00007ffa182bd612 (__TEXT,__text) external _glTexParameterIivEXT
00007ffa182b9082 (__TEXT,__text) external _glTexParameterIuiv
00007ffa182bd634 (__TEXT,__text) external _glTexParameterIuivEXT
00007ffa182b6187 (__TEXT,__text) external _glTexParameterf
00007ffa182b61a5 (__TEXT,__text) external _glTexParameterfv
00007ffa182b61c7 (__TEXT,__text) external _glTexParameteri
00007ffa182b61e8 (__TEXT,__text) external _glTexParameteriv
00007ffa182bc73f (__TEXT,__text) external _glTexStorage1D
00007ffa182bc763 (__TEXT,__text) external _glTexStorage2D
00007ffa182bc78a (__TEXT,__text) external _glTexStorage3D
00007ffa182b620a (__TEXT,__text) external _glTexSubImage1D
00007ffa182b623a (__TEXT,__text) external _glTexSubImage2D
00007ffa182b6666 (__TEXT,__text) external _glTexSubImage3D
00007ffa182bde70 (__TEXT,__text) external _glTextureBarrierNV
00007ffa182bd923 (__TEXT,__text) external _glTextureRangeAPPLE
00007ffa182b8b50 (__TEXT,__text) external _glTransformFeedbackVaryings
00007ffa182bd06c (__TEXT,__text) external _glTransformFeedbackVaryingsEXT
00007ffa182b6278 (__TEXT,__text) external _glTranslated
00007ffa182b6292 (__TEXT,__text) external _glTranslatef
00007ffa182b99fb (__TEXT,__text) external _glUniform1d
00007ffa182b9a6b (__TEXT,__text) external _glUniform1dv
00007ffa182b807b (__TEXT,__text) external _glUniform1f
00007ffa182bc0c0 (__TEXT,__text) external _glUniform1fARB
00007ffa182b8175 (__TEXT,__text) external _glUniform1fv
00007ffa182bc1ba (__TEXT,__text) external _glUniform1fvARB
00007ffa182b80eb (__TEXT,__text) external _glUniform1i
00007ffa182bc130 (__TEXT,__text) external _glUniform1iARB
00007ffa182b81fd (__TEXT,__text) external _glUniform1iv
00007ffa182bc242 (__TEXT,__text) external _glUniform1ivARB
00007ffa182b8f4e (__TEXT,__text) external _glUniform1ui
00007ffa182bd455 (__TEXT,__text) external _glUniform1uiEXT
00007ffa182b8fd8 (__TEXT,__text) external _glUniform1uiv
00007ffa182bd4df (__TEXT,__text) external _glUniform1uivEXT
00007ffa182b9a17 (__TEXT,__text) external _glUniform2d
00007ffa182b9a8d (__TEXT,__text) external _glUniform2dv
00007ffa182b8097 (__TEXT,__text) external _glUniform2f
00007ffa182bc0dc (__TEXT,__text) external _glUniform2fARB
00007ffa182b8197 (__TEXT,__text) external _glUniform2fv
00007ffa182bc1dc (__TEXT,__text) external _glUniform2fvARB
00007ffa182b8109 (__TEXT,__text) external _glUniform2i
00007ffa182bc14e (__TEXT,__text) external _glUniform2iARB
00007ffa182b821f (__TEXT,__text) external _glUniform2iv
00007ffa182bc264 (__TEXT,__text) external _glUniform2ivARB
00007ffa182b8f6c (__TEXT,__text) external _glUniform2ui
00007ffa182bd473 (__TEXT,__text) external _glUniform2uiEXT
00007ffa182b8ffa (__TEXT,__text) external _glUniform2uiv
00007ffa182bd501 (__TEXT,__text) external _glUniform2uivEXT
00007ffa182b9a33 (__TEXT,__text) external _glUniform3d
00007ffa182b9aaf (__TEXT,__text) external _glUniform3dv
00007ffa182b80b3 (__TEXT,__text) external _glUniform3f
00007ffa182bc0f8 (__TEXT,__text) external _glUniform3fARB
00007ffa182b81b9 (__TEXT,__text) external _glUniform3fv
00007ffa182bc1fe (__TEXT,__text) external _glUniform3fvARB
00007ffa182b812a (__TEXT,__text) external _glUniform3i
00007ffa182bc16f (__TEXT,__text) external _glUniform3iARB
00007ffa182b8241 (__TEXT,__text) external _glUniform3iv
00007ffa182bc286 (__TEXT,__text) external _glUniform3ivARB
00007ffa182b8f8d (__TEXT,__text) external _glUniform3ui
00007ffa182bd494 (__TEXT,__text) external _glUniform3uiEXT
00007ffa182b901c (__TEXT,__text) external _glUniform3uiv
00007ffa182bd523 (__TEXT,__text) external _glUniform3uivEXT
00007ffa182b9a4f (__TEXT,__text) external _glUniform4d
00007ffa182b9ad1 (__TEXT,__text) external _glUniform4dv
00007ffa182b80cf (__TEXT,__text) external _glUniform4f
00007ffa182bc114 (__TEXT,__text) external _glUniform4fARB
00007ffa182b81db (__TEXT,__text) external _glUniform4fv
00007ffa182bc220 (__TEXT,__text) external _glUniform4fvARB
00007ffa182b814e (__TEXT,__text) external _glUniform4i
00007ffa182bc193 (__TEXT,__text) external _glUniform4iARB
00007ffa182b8263 (__TEXT,__text) external _glUniform4iv
00007ffa182bc2a8 (__TEXT,__text) external _glUniform4ivARB
00007ffa182b8fb1 (__TEXT,__text) external _glUniform4ui
00007ffa182bd4b8 (__TEXT,__text) external _glUniform4uiEXT
00007ffa182b903e (__TEXT,__text) external _glUniform4uiv
00007ffa182bd545 (__TEXT,__text) external _glUniform4uivEXT
00007ffa182b9293 (__TEXT,__text) external _glUniformBlockBinding
00007ffa182bd105 (__TEXT,__text) external _glUniformBufferEXT
00007ffa182b9af3 (__TEXT,__text) external _glUniformMatrix2dv
00007ffa182b8285 (__TEXT,__text) external _glUniformMatrix2fv
00007ffa182bc2ca (__TEXT,__text) external _glUniformMatrix2fvARB
00007ffa182b9b5f (__TEXT,__text) external _glUniformMatrix2x3dv
00007ffa182b85a1 (__TEXT,__text) external _glUniformMatrix2x3fv
00007ffa182b9ba7 (__TEXT,__text) external _glUniformMatrix2x4dv
00007ffa182b85e9 (__TEXT,__text) external _glUniformMatrix2x4fv
00007ffa182b9b17 (__TEXT,__text) external _glUniformMatrix3dv
00007ffa182b82a9 (__TEXT,__text) external _glUniformMatrix3fv
00007ffa182bc2ee (__TEXT,__text) external _glUniformMatrix3fvARB
00007ffa182b9b83 (__TEXT,__text) external _glUniformMatrix3x2dv
00007ffa182b85c5 (__TEXT,__text) external _glUniformMatrix3x2fv
00007ffa182b9bef (__TEXT,__text) external _glUniformMatrix3x4dv
00007ffa182b8631 (__TEXT,__text) external _glUniformMatrix3x4fv
00007ffa182b9b3b (__TEXT,__text) external _glUniformMatrix4dv
00007ffa182b82cd (__TEXT,__text) external _glUniformMatrix4fv
00007ffa182bc312 (__TEXT,__text) external _glUniformMatrix4fvARB
00007ffa182b9bcb (__TEXT,__text) external _glUniformMatrix4x2dv
00007ffa182b860d (__TEXT,__text) external _glUniformMatrix4x2fv
00007ffa182b9c13 (__TEXT,__text) external _glUniformMatrix4x3dv
00007ffa182b8655 (__TEXT,__text) external _glUniformMatrix4x3fv
00007ffa182b9d2c (__TEXT,__text) external _glUniformSubroutinesuiv
00007ffa182bc7dc (__TEXT,__text) external _glUnlockArraysEXT
00007ffa182b794f (__TEXT,__text) external _glUnmapBuffer
00007ffa182bbf1a (__TEXT,__text) external _glUnmapBufferARB
00007ffa182b801e (__TEXT,__text) external _glUseProgram
00007ffa182bc086 (__TEXT,__text) external _glUseProgramObjectARB
00007ffa182ba0c0 (__TEXT,__text) external _glUseProgramStages
00007ffa182b805c (__TEXT,__text) external _glValidateProgram
00007ffa182bc0a3 (__TEXT,__text) external _glValidateProgramARB
00007ffa182ba1b9 (__TEXT,__text) external _glValidateProgramPipeline
00007ffa182b62ac (__TEXT,__text) external _glVertex2d
00007ffa182b62c6 (__TEXT,__text) external _glVertex2dv
00007ffa182b62e3 (__TEXT,__text) external _glVertex2f
00007ffa182b62fd (__TEXT,__text) external _glVertex2fv
00007ffa182b631a (__TEXT,__text) external _glVertex2i
00007ffa182b6338 (__TEXT,__text) external _glVertex2iv
00007ffa182b6355 (__TEXT,__text) external _glVertex2s
00007ffa182b6373 (__TEXT,__text) external _glVertex2sv
00007ffa182b6390 (__TEXT,__text) external _glVertex3d
00007ffa182b63aa (__TEXT,__text) external _glVertex3dv
00007ffa182b63c7 (__TEXT,__text) external _glVertex3f
00007ffa182b63e1 (__TEXT,__text) external _glVertex3fv
00007ffa182b63fe (__TEXT,__text) external _glVertex3i
00007ffa182b641f (__TEXT,__text) external _glVertex3iv
00007ffa182b643c (__TEXT,__text) external _glVertex3s
00007ffa182b645d (__TEXT,__text) external _glVertex3sv
00007ffa182b647a (__TEXT,__text) external _glVertex4d
00007ffa182b6494 (__TEXT,__text) external _glVertex4dv
00007ffa182b64b1 (__TEXT,__text) external _glVertex4f
00007ffa182b64cb (__TEXT,__text) external _glVertex4fv
00007ffa182b64e8 (__TEXT,__text) external _glVertex4i
00007ffa182b650c (__TEXT,__text) external _glVertex4iv
00007ffa182b6529 (__TEXT,__text) external _glVertex4s
00007ffa182b654d (__TEXT,__text) external _glVertex4sv
00007ffa182bda8f (__TEXT,__text) external _glVertexArrayParameteriAPPLE
00007ffa182bda51 (__TEXT,__text) external _glVertexArrayRangeAPPLE
00007ffa182b79ce (__TEXT,__text) external _glVertexAttrib1d
00007ffa182bac56 (__TEXT,__text) external _glVertexAttrib1dARB
00007ffa182b79ea (__TEXT,__text) external _glVertexAttrib1dv
00007ffa182badeb (__TEXT,__text) external _glVertexAttrib1dvARB
00007ffa182b7a09 (__TEXT,__text) external _glVertexAttrib1f
00007ffa182bac3a (__TEXT,__text) external _glVertexAttrib1fARB
00007ffa182b7a25 (__TEXT,__text) external _glVertexAttrib1fv
00007ffa182badcc (__TEXT,__text) external _glVertexAttrib1fvARB
00007ffa182b7a44 (__TEXT,__text) external _glVertexAttrib1s
00007ffa182bac1c (__TEXT,__text) external _glVertexAttrib1sARB
00007ffa182b7a62 (__TEXT,__text) external _glVertexAttrib1sv
00007ffa182badad (__TEXT,__text) external _glVertexAttrib1svARB
00007ffa182b7a81 (__TEXT,__text) external _glVertexAttrib2d
00007ffa182bacaf (__TEXT,__text) external _glVertexAttrib2dARB
00007ffa182b7a9d (__TEXT,__text) external _glVertexAttrib2dv
00007ffa182bae48 (__TEXT,__text) external _glVertexAttrib2dvARB
00007ffa182b7abc (__TEXT,__text) external _glVertexAttrib2f
00007ffa182bac93 (__TEXT,__text) external _glVertexAttrib2fARB
00007ffa182b7ad8 (__TEXT,__text) external _glVertexAttrib2fv
00007ffa182bae29 (__TEXT,__text) external _glVertexAttrib2fvARB
00007ffa182b7af7 (__TEXT,__text) external _glVertexAttrib2s
00007ffa182bac72 (__TEXT,__text) external _glVertexAttrib2sARB
00007ffa182b7b18 (__TEXT,__text) external _glVertexAttrib2sv
00007ffa182bae0a (__TEXT,__text) external _glVertexAttrib2svARB
00007ffa182b7b37 (__TEXT,__text) external _glVertexAttrib3d
00007ffa182bad0b (__TEXT,__text) external _glVertexAttrib3dARB
00007ffa182b7b53 (__TEXT,__text) external _glVertexAttrib3dv
00007ffa182baea5 (__TEXT,__text) external _glVertexAttrib3dvARB
00007ffa182b7b72 (__TEXT,__text) external _glVertexAttrib3f
00007ffa182bacef (__TEXT,__text) external _glVertexAttrib3fARB
00007ffa182b7b8e (__TEXT,__text) external _glVertexAttrib3fv
00007ffa182bae86 (__TEXT,__text) external _glVertexAttrib3fvARB
00007ffa182b7bad (__TEXT,__text) external _glVertexAttrib3s
00007ffa182baccb (__TEXT,__text) external _glVertexAttrib3sARB
00007ffa182b7bd1 (__TEXT,__text) external _glVertexAttrib3sv
00007ffa182bae67 (__TEXT,__text) external _glVertexAttrib3svARB
00007ffa182b7bf0 (__TEXT,__text) external _glVertexAttrib4Nbv
00007ffa182bafbc (__TEXT,__text) external _glVertexAttrib4NbvARB
00007ffa182b7c0f (__TEXT,__text) external _glVertexAttrib4Niv
00007ffa182baffa (__TEXT,__text) external _glVertexAttrib4NivARB
00007ffa182b7c2e (__TEXT,__text) external _glVertexAttrib4Nsv
00007ffa182bafdb (__TEXT,__text) external _glVertexAttrib4NsvARB
00007ffa182b7c4d (__TEXT,__text) external _glVertexAttrib4Nub
00007ffa182bad86 (__TEXT,__text) external _glVertexAttrib4NubARB
00007ffa182b7c74 (__TEXT,__text) external _glVertexAttrib4Nubv
00007ffa182bb019 (__TEXT,__text) external _glVertexAttrib4NubvARB
00007ffa182b7c93 (__TEXT,__text) external _glVertexAttrib4Nuiv
00007ffa182bb057 (__TEXT,__text) external _glVertexAttrib4NuivARB
00007ffa182b7cb2 (__TEXT,__text) external _glVertexAttrib4Nusv
00007ffa182bb038 (__TEXT,__text) external _glVertexAttrib4NusvARB
00007ffa182b7cd1 (__TEXT,__text) external _glVertexAttrib4bv
00007ffa182baec4 (__TEXT,__text) external _glVertexAttrib4bvARB
00007ffa182b7cf0 (__TEXT,__text) external _glVertexAttrib4d
00007ffa182bad6a (__TEXT,__text) external _glVertexAttrib4dARB
00007ffa182b7d0c (__TEXT,__text) external _glVertexAttrib4dv
00007ffa182baf9d (__TEXT,__text) external _glVertexAttrib4dvARB
00007ffa182b7d2b (__TEXT,__text) external _glVertexAttrib4f
00007ffa182bad4e (__TEXT,__text) external _glVertexAttrib4fARB
00007ffa182b7d47 (__TEXT,__text) external _glVertexAttrib4fv
00007ffa182baf7e (__TEXT,__text) external _glVertexAttrib4fvARB
00007ffa182b7d66 (__TEXT,__text) external _glVertexAttrib4iv
00007ffa182baf02 (__TEXT,__text) external _glVertexAttrib4ivARB
00007ffa182b7d85 (__TEXT,__text) external _glVertexAttrib4s
00007ffa182bad27 (__TEXT,__text) external _glVertexAttrib4sARB
00007ffa182b7dac (__TEXT,__text) external _glVertexAttrib4sv
00007ffa182baee3 (__TEXT,__text) external _glVertexAttrib4svARB
00007ffa182b7dcb (__TEXT,__text) external _glVertexAttrib4ubv
00007ffa182baf21 (__TEXT,__text) external _glVertexAttrib4ubvARB
00007ffa182b7dea (__TEXT,__text) external _glVertexAttrib4uiv
00007ffa182baf5f (__TEXT,__text) external _glVertexAttrib4uivARB
00007ffa182b7e09 (__TEXT,__text) external _glVertexAttrib4usv
00007ffa182baf40 (__TEXT,__text) external _glVertexAttrib4usvARB
00007ffa182b999c (__TEXT,__text) external _glVertexAttribDivisor
00007ffa182bc536 (__TEXT,__text) external _glVertexAttribDivisorARB
00007ffa182b8c63 (__TEXT,__text) external _glVertexAttribI1i
00007ffa182bd162 (__TEXT,__text) external _glVertexAttribI1iEXT
00007ffa182b8d77 (__TEXT,__text) external _glVertexAttribI1iv
00007ffa182bd276 (__TEXT,__text) external _glVertexAttribI1ivEXT
00007ffa182b8ced (__TEXT,__text) external _glVertexAttribI1ui
00007ffa182bd1ec (__TEXT,__text) external _glVertexAttribI1uiEXT
00007ffa182b8df3 (__TEXT,__text) external _glVertexAttribI1uiv
00007ffa182bd2f2 (__TEXT,__text) external _glVertexAttribI1uivEXT
00007ffa182b8c81 (__TEXT,__text) external _glVertexAttribI2i
00007ffa182bd180 (__TEXT,__text) external _glVertexAttribI2iEXT
00007ffa182b8d96 (__TEXT,__text) external _glVertexAttribI2iv
00007ffa182bd295 (__TEXT,__text) external _glVertexAttribI2ivEXT
00007ffa182b8d0b (__TEXT,__text) external _glVertexAttribI2ui
00007ffa182bd20a (__TEXT,__text) external _glVertexAttribI2uiEXT
00007ffa182b8e12 (__TEXT,__text) external _glVertexAttribI2uiv
00007ffa182bd311 (__TEXT,__text) external _glVertexAttribI2uivEXT
00007ffa182b8ca2 (__TEXT,__text) external _glVertexAttribI3i
00007ffa182bd1a1 (__TEXT,__text) external _glVertexAttribI3iEXT
00007ffa182b8db5 (__TEXT,__text) external _glVertexAttribI3iv
00007ffa182bd2b4 (__TEXT,__text) external _glVertexAttribI3ivEXT
00007ffa182b8d2c (__TEXT,__text) external _glVertexAttribI3ui
00007ffa182bd22b (__TEXT,__text) external _glVertexAttribI3uiEXT
00007ffa182b8e31 (__TEXT,__text) external _glVertexAttribI3uiv
00007ffa182bd330 (__TEXT,__text) external _glVertexAttribI3uivEXT
00007ffa182b8e6f (__TEXT,__text) external _glVertexAttribI4bv
00007ffa182bd36e (__TEXT,__text) external _glVertexAttribI4bvEXT
00007ffa182b8cc6 (__TEXT,__text) external _glVertexAttribI4i
00007ffa182bd1c5 (__TEXT,__text) external _glVertexAttribI4iEXT
00007ffa182b8dd4 (__TEXT,__text) external _glVertexAttribI4iv
00007ffa182bd2d3 (__TEXT,__text) external _glVertexAttribI4ivEXT
00007ffa182b8e8e (__TEXT,__text) external _glVertexAttribI4sv
00007ffa182bd38d (__TEXT,__text) external _glVertexAttribI4svEXT
00007ffa182b8ead (__TEXT,__text) external _glVertexAttribI4ubv
00007ffa182bd3ac (__TEXT,__text) external _glVertexAttribI4ubvEXT
00007ffa182b8d50 (__TEXT,__text) external _glVertexAttribI4ui
00007ffa182bd24f (__TEXT,__text) external _glVertexAttribI4uiEXT
00007ffa182b8e50 (__TEXT,__text) external _glVertexAttribI4uiv
00007ffa182bd34f (__TEXT,__text) external _glVertexAttribI4uivEXT
00007ffa182b8ecc (__TEXT,__text) external _glVertexAttribI4usv
00007ffa182bd3cb (__TEXT,__text) external _glVertexAttribI4usvEXT
00007ffa182b8bf8 (__TEXT,__text) external _glVertexAttribIPointer
00007ffa182bd3ea (__TEXT,__text) external _glVertexAttribIPointerEXT
00007ffa182ba928 (__TEXT,__text) external _glVertexAttribL1d
00007ffa182ba998 (__TEXT,__text) external _glVertexAttribL1dv
00007ffa182ba944 (__TEXT,__text) external _glVertexAttribL2d
00007ffa182ba9b7 (__TEXT,__text) external _glVertexAttribL2dv
00007ffa182ba960 (__TEXT,__text) external _glVertexAttribL3d
00007ffa182ba9d6 (__TEXT,__text) external _glVertexAttribL3dv
00007ffa182ba97c (__TEXT,__text) external _glVertexAttribL4d
00007ffa182ba9f5 (__TEXT,__text) external _glVertexAttribL4dv
00007ffa182baa14 (__TEXT,__text) external _glVertexAttribLPointer
00007ffa182b987c (__TEXT,__text) external _glVertexAttribP1ui
00007ffa182b990c (__TEXT,__text) external _glVertexAttribP1uiv
00007ffa182b98a0 (__TEXT,__text) external _glVertexAttribP2ui
00007ffa182b9930 (__TEXT,__text) external _glVertexAttribP2uiv
00007ffa182b98c4 (__TEXT,__text) external _glVertexAttribP3ui
00007ffa182b9954 (__TEXT,__text) external _glVertexAttribP3uiv
00007ffa182b98e8 (__TEXT,__text) external _glVertexAttribP4ui
00007ffa182b9978 (__TEXT,__text) external _glVertexAttribP4uiv
00007ffa182b7e28 (__TEXT,__text) external _glVertexAttribPointer
00007ffa182bb076 (__TEXT,__text) external _glVertexAttribPointerARB
00007ffa182bb4be (__TEXT,__text) external _glVertexBlendARB
00007ffa182bdcf5 (__TEXT,__text) external _glVertexPointSizefAPPLE
00007ffa182b656a (__TEXT,__text) external _glVertexPointer
00007ffa182b658e (__TEXT,__text) external _glViewport
00007ffa182baa5d (__TEXT,__text) external _glViewportArrayv
00007ffa182baa7f (__TEXT,__text) external _glViewportIndexedf
00007ffa182baa9b (__TEXT,__text) external _glViewportIndexedfv
00007ffa182b9496 (__TEXT,__text) external _glWaitSync
00007ffa182bb49a (__TEXT,__text) external _glWeightPointerARB
00007ffa182bb3a2 (__TEXT,__text) external _glWeightbvARB
00007ffa182bb41e (__TEXT,__text) external _glWeightdvARB
00007ffa182bb3ff (__TEXT,__text) external _glWeightfvARB
00007ffa182bb3e0 (__TEXT,__text) external _glWeightivARB
00007ffa182bb3c1 (__TEXT,__text) external _glWeightsvARB
00007ffa182bb43d (__TEXT,__text) external _glWeightubvARB
00007ffa182bb47b (__TEXT,__text) external _glWeightuivARB
00007ffa182bb45c (__TEXT,__text) external _glWeightusvARB
00007ffa182b757f (__TEXT,__text) external _glWindowPos2d
00007ffa182bbb4a (__TEXT,__text) external _glWindowPos2dARB
00007ffa182b7599 (__TEXT,__text) external _glWindowPos2dv
