00007ffd1e4a8968 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffd1e43a31d (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00007ffd1e444f98 (__TEXT,__text) non-external _aeaOutputStreamAbort
00007ffd1e444fb4 (__TEXT,__text) non-external _aeaOutputStreamClose
00007ffd1e4457fa (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00007ffd1e445cce (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007ffd1e443879 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007ffd1e443d44 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007ffd1e444d38 (__TEXT,__text) non-external _aeaOutputStreamWrite
00007ffd1e444696 (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007ffd1e456f2b (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00007ffd1e43a068 (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007ffd1e43a343 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00007ffd1e44797e (__TEXT,__text) non-external _afStreamCancel
00007ffd1e4477e2 (__TEXT,__text) non-external _afStreamClose
00007ffd1e447ca9 (__TEXT,__text) non-external _afStreamCloseWithState
00007ffd1e447990 (__TEXT,__text) non-external _afStreamWrite
00007ffd1e4aa6a1 (__TEXT,__text) non-external _afscStreamCancel
00007ffd1e4aa147 (__TEXT,__text) non-external _afscStreamClose
00007ffd1e4aaacd (__TEXT,__text) non-external _afscStreamCloseWithState
00007ffd1e4a7e12 (__TEXT,__text) non-external _afscStreamOpen
00007ffd1e4aa6b3 (__TEXT,__text) non-external _afscStreamWrite
00007ffd1e42c842 (__TEXT,__text) non-external _aggregate_copy_fork
00007ffd1e42d2f5 (__TEXT,__text) non-external _aggregate_identical_forks
00007ffd1e438a8c (__TEXT,__text) non-external (was a private external) _apfs_scan_diskimage
00007ffd1e49ac87 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffd1e49ac4c (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
00007ffd1e49ac06 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffd1e4300bf (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffd1e46db8d (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffd1e497669 (__TEXT,__text) non-external _append_field
00007ffd1e4940ac (__TEXT,__text) non-external _applyEntryAttributes
00007ffd1e46d594 (__TEXT,__text) non-external _applyYEC
00007ffd1e46831b (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffd1e4685f7 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00007ffd1e435653 (__TEXT,__text) non-external _asyncContext
00007ffd1e453f26 (__TEXT,__text) non-external _asyncContext
00007ffd1e43595a (__TEXT,__text) non-external _asyncProgress
00007ffd1e454248 (__TEXT,__text) non-external _asyncProgress
00007ffd1e435942 (__TEXT,__text) non-external _asyncSelect
00007ffd1e45d321 (__TEXT,__text) non-external _bestMatchInRange
00007ffd1e4705b9 (__TEXT,__text) non-external _blockGetFromCache
00007ffd1e47046d (__TEXT,__text) non-external _blockReader
00007ffd1e4706ee (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
00007ffd1e4769c1 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00007ffd1e47731a (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00007ffd1e476819 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00007ffd1e476c0c (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
00007ffd1e476c7a (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00007ffd1e4762d6 (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
00007ffd1e476110 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
00007ffd1e47662d (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffd1e4767b2 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffd1e4b4b24 (__TEXT,__text) non-external _cacheData
00007ffd1e4437bf (__TEXT,__text) non-external _cacheFlush
00007ffd1e4436aa (__TEXT,__text) non-external _cachePageEvict
00007ffd1e4433b6 (__TEXT,__text) non-external _cachePageGet
00007ffd1e443507 (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
00007ffd1e434b98 (__TEXT,__text) non-external _cancelProc
00007ffd1e460144 (__TEXT,__text) non-external _cancelProc
00007ffd1e46beb4 (__TEXT,__text) non-external _cancelProc
00007ffd1e481868 (__TEXT,__text) non-external _cancelProc
00007ffd1e48442f (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00007ffd1e45ba00 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffd1e47dee4 (__TEXT,__text) non-external _chunkAppendHole
00007ffd1e4658b4 (__TEXT,__text) non-external _chunkAsyncCancel
00007ffd1e4651d1 (__TEXT,__text) non-external _chunkAsyncClose
00007ffd1e46555b (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffd1e4658d4 (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffd1e4656fb (__TEXT,__text) non-external _chunkAsyncProcess
00007ffd1e47deb6 (__TEXT,__text) non-external _chunkDestroy
00007ffd1e47c0a3 (__TEXT,__text) non-external _chunk_compare_by_position
00007ffd1e47c097 (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffd1e45e5fb (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffd1e4337e6 (__TEXT,__text) non-external _closeProc
00007ffd1e45f7fe (__TEXT,__text) non-external _closeProc
00007ffd1e46942b (__TEXT,__text) non-external _closeProc
00007ffd1e47fbad (__TEXT,__text) non-external _closeProc
00007ffd1e433a96 (__TEXT,__text) non-external _closeWithStateProc
00007ffd1e45f889 (__TEXT,__text) non-external _closeWithStateProc
00007ffd1e46aa1b (__TEXT,__text) non-external _closeWithStateProc
00007ffd1e47fc6f (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffd1e4947e6 (__TEXT,__text) non-external _clusterEntryUpdateDAT
00007ffd1e48fc4c (__TEXT,__text) non-external _cmpNodesProc
00007ffd1e42fbaf (__TEXT,__text) non-external _cmpRange
00007ffd1e433238 (__TEXT,__text) non-external _cmp_entries_clc
00007ffd1e43320b (__TEXT,__text) non-external _cmp_entries_hlc
00007ffd1e4332ba (__TEXT,__text) non-external _cmp_entries_offset
00007ffd1e433265 (__TEXT,__text) non-external _cmp_entries_slc
00007ffd1e48d467 (__TEXT,__text) non-external _cmp_keys
00007ffd1e47f944 (__TEXT,__text) non-external _cmp_markers
00007ffd1e42c850 (__TEXT,__text) non-external _compare_copy_fork_3
00007ffd1e42c820 (__TEXT,__text) non-external _compare_copy_fork_4
00007ffd1e42c7e7 (__TEXT,__text) non-external _compare_copy_fork_5
00007ffd1e42c468 (__TEXT,__text) non-external _compare_digest_tasks
00007ffd1e42a880 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
00007ffd1e42d2da (__TEXT,__text) non-external _compare_forks_by_extent
00007ffd1e42d30d (__TEXT,__text) non-external _compare_forks_by_position
00007ffd1e454469 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffd1e454402 (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffd1e45444d (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffd1e454477 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffd1e45445b (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffd1e436a4f (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffd1e4a1bc1 (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffd1e46729f (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffd1e467203 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffd1e4b20cc (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffd1e47449f (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
00007ffd1e46f6a6 (__TEXT,__text) non-external _convertStreamAbort
00007ffd1e46f910 (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffd1e46e52b (__TEXT,__text) non-external _convertStreamClose
00007ffd1e46fb69 (__TEXT,__text) non-external _convertStreamEndBlob
00007ffd1e46f878 (__TEXT,__text) non-external _convertStreamEndEntry
00007ffd1e46f7d5 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffd1e46f268 (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffd1e46e5c2 (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffd1e47c0bc (__TEXT,__text) non-external _convert_block_controls
00007ffd1e47bf29 (__TEXT,__text) non-external _convert_internal_controls
00007ffd1e4679a1 (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffd1e467d53 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffd1e4498fe (__TEXT,__text) non-external _copyStream
00007ffd1e48dc16 (__TEXT,__text) non-external _create
00007ffd1e46e33b (__TEXT,__text) non-external _createErrorContextKey
00007ffd1e46ddfd (__TEXT,__text) non-external (was a private external) _createThread
00007ffd1e44dbef (__TEXT,__text) non-external _ctrl_reader_get
00007ffd1e4526b8 (__TEXT,__text) non-external _currentWriteBufferFull
00007ffd1e4a5e51 (__TEXT,__text) non-external _decodeStreamAbort
00007ffd1e4a5e74 (__TEXT,__text) non-external _decodeStreamClose
00007ffd1e4a534c (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffd1e4a5211 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffd1e4a5c7f (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffd1e4a512a (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffd1e4a5780 (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffd1e4a5069 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffd1e4a91ba (__TEXT,__text) non-external _decompressToData
00007ffd1e42e9cc (__TEXT,__text) non-external _decryptAsyncCancel
00007ffd1e42e46d (__TEXT,__text) non-external _decryptAsyncClose
00007ffd1e42e66c (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffd1e42e9de (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffd1e42e7bb (__TEXT,__text) non-external _decryptAsyncProcess
00007ffd1e4753bf (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffd1e475241 (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffd1e4753cc (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffd1e4753d9 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffd1e44fbb5 (__TEXT,__text) non-external _ecc65537Inv
00007ffd1e44f79b (__TEXT,__text) non-external _ecc65537PolyEval
00007ffd1e44fa48 (__TEXT,__text) non-external _ecc65537Solve
00007ffd1e44f80c (__TEXT,__text) non-external _ecc65537Triangulate
00007ffd1e4a2a9b (__TEXT,__text) non-external _encodeEntry
00007ffd1e4a2bfc (__TEXT,__text) non-external _encodeYOPEntry
00007ffd1e4a3c2d (__TEXT,__text) non-external _encoderStreamAbort
00007ffd1e4a3a5a (__TEXT,__text) non-external _encoderStreamClose
00007ffd1e4a3dd4 (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffd1e4a3c4a (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffd1e46d6f1 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffd1e4a1b8d (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffd1e483764 (__TEXT,__text) non-external _entryMessage
00007ffd1e493e5e (__TEXT,__text) non-external _entryRelease
00007ffd1e4a1b74 (__TEXT,__text) non-external _entryVectorCmp
00007ffd1e468c15 (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffd1e468d39 (__TEXT,__text) non-external _enumerateTree_rec
00007ffd1e48e9eb (__TEXT,__text) non-external _expandDirThreadProc
00007ffd1e493e41 (__TEXT,__text) non-external _extractStreamAbort
00007ffd1e491a30 (__TEXT,__text) non-external _extractStreamClose
00007ffd1e4949c4 (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffd1e494a9d (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffd1e49464b (__TEXT,__text) non-external _extractStreamStateFail
00007ffd1e493680 (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffd1e49292a (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffd1e484045 (__TEXT,__text) non-external _extractThread
00007ffd1e493fd5 (__TEXT,__text) non-external _extractThreadFailEntry
00007ffd1e490996 (__TEXT,__text) non-external _extractThreadProc
00007ffd1e494735 (__TEXT,__text) non-external _extractThreadSendCommand
00007ffd1e483ba1 (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffd1e4839b4 (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffd1e483bab (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffd1e483c27 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffd1e44705f (__TEXT,__text) non-external _findFirst
00007ffd1e47c5af (__TEXT,__text) non-external _fingerprint_consumer
00007ffd1e47c265 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffd1e4484e6 (__TEXT,__text) non-external _flushBuf
00007ffd1e4a4077 (__TEXT,__text) non-external _flushOBuf
00007ffd1e4ab354 (__TEXT,__text) non-external _flushOBuf
00007ffd1e4622b5 (__TEXT,__text) non-external _flushToResourceFork
00007ffd1e4a41b7 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffd1e45a050 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
00007ffd1e478120 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffd1e448887 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffd43473330 (__DATA_DIRTY,__bss) non-external _gErrorContextKey
00007ffd1e47ecf0 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffd1e4b4d4a (__TEXT,__text) non-external _getBXDiffControls.cold.1
00007ffd1e468940 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffd1e4a4df9 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffd1e44fd76 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffd1e466f8d (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffd1e46e2e9 (__TEXT,__text) non-external _getErrorContextKey
00007ffd43473320 (__DATA_DIRTY,__data) non-external _getErrorContextKey.errorContextOnce
00007ffd1e47a490 (__TEXT,__text) non-external _getFieldBlob
00007ffd1e4681e9 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffd1e46816b (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffd1e46871a (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffd1e496252 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00007ffd1e4688ac (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffd1e4680e3 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffd1e4689cf (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffd1e4689e5 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffd1e468a73 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffd1e468698 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffd1e4b3e85 (__TEXT,__text) non-external _getFreeCachePos
00007ffd1e48f875 (__TEXT,__text) non-external _getPath
00007ffd1e45ce48 (__TEXT,__text) non-external _getProfile
00007ffd1e466f59 (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffd1e46765d (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffd1e484496 (__TEXT,__text) non-external _getTempSegmentFilename
00007ffd1e4691aa (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffd1e4b1f5f (__TEXT,__text) non-external _graisAbort
00007ffd1e4b03c9 (__TEXT,__text) non-external _graisClose
00007ffd1e4b1b73 (__TEXT,__text) non-external _graisPRead
00007ffd1e4b1b4b (__TEXT,__text) non-external _graisRead
00007ffd1e4b1f19 (__TEXT,__text) non-external _graisSeek
00007ffd1e48e942 (__TEXT,__text) non-external _increaseCapacity
00007ffd1e45bc40 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffd1e4a476e (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffd1e49519c (__TEXT,__text) non-external _init_blob_with_magic
00007ffd1e470801 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
00007ffd1e47087a (__TEXT,__text) non-external (was a private external) _io_preallocate
00007ffd1e470a3f (__TEXT,__text) non-external (was a private external) _io_set_nocache
00007ffd1e4676fe (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffd1e49ab2c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffd1e46e12e (__TEXT,__text) non-external (was a private external) _joinThread
00007ffd1e4b4cac (__TEXT,__text) non-external _joinThread.cold.1
00007ffd1e4adc7b (__TEXT,__text) non-external (was a private external) _jsonPushLabel
00007ffd1e4add1c (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffd1e46d7be (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffd1e4a52a5 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffd1e47e06a (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffd1e4997d8 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffd1e4ab4ff (__TEXT,__text) non-external _loadChunkOffsets
00007ffd1e4a8ac4 (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffd1e4840ad (__TEXT,__text) non-external _loadRemainingRange
00007ffd1e4842d3 (__TEXT,__text) non-external _loadTempSegment
00007ffd1e483cb7 (__TEXT,__text) non-external _loadThread
00007ffd1e471f8d (__TEXT,__text) non-external (was a private external) _load_variants
00007ffd1e4653e1 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffd1e4670ba (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffd1e4588b5 (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffd1e4588a8 (__TEXT,__text) non-external _memoryInputStreamClose
00007ffd1e4588ea (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffd1e4588c7 (__TEXT,__text) non-external _memoryInputStreamRead
00007ffd1e458941 (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffd1e458a9e (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffd1e458a91 (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffd1e458ab0 (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffd1e4a4dd6 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffd1e4a4998 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
00007ffd1e4519d7 (__TEXT,__text) non-external _merge_controls
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffd1e4b4743 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffd1e48f1fe (__TEXT,__text) non-external _normalize
00007ffd1e467146 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffd1e48452a (__TEXT,__text) non-external _notifySegmentAvailable
00007ffd1e4c8e60 (__TEXT,__const) non-external _old_resource_fork_map
00007ffd1e4c9400 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffd1e436c5c (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffd1e4720da (__TEXT,__text) non-external (was a private external) _patch_write_controls
00007ffd1e467585 (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffd1e437ac4 (__TEXT,__text) non-external _pcRead
00007ffd1e436ecc (__TEXT,__text) non-external _pcWrite
00007ffd1e42d5e3 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
00007ffd1e42d459 (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffd1e42d3e8 (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffd1e42d339 (__TEXT,__text) non-external (was a private external) _pc_array_compare
00007ffd1e42d3d3 (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffd1e42d548 (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
00007ffd1e42d533 (__TEXT,__text) non-external (was a private external) _pc_array_sort
00007ffd1e47c6b0 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffd1e4b4cde (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffd1e47c998 (__TEXT,__text) non-external (was a private external) _pc_log_info
00007ffd1e47c823 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
00007ffd1e477cf4 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
00007ffd1e42ef16 (__TEXT,__text) non-external _processClusterHeader
00007ffd1e45390b (__TEXT,__text) non-external _processEntry
00007ffd1e46bec6 (__TEXT,__text) non-external _processEntry
00007ffd1e42e9e7 (__TEXT,__text) non-external _processMagic
00007ffd1e42f7c8 (__TEXT,__text) non-external _processPadding
00007ffd1e42eaf2 (__TEXT,__text) non-external _processPrologue
00007ffd1e42fa85 (__TEXT,__text) non-external _processSegment
00007ffd1e474ff2 (__TEXT,__text) non-external _processSegment
00007ffd1e483468 (__TEXT,__text) non-external _processSegment
00007ffd1e44a89f (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
