00000001e53c3ad4 (__TEXT,__text) external _CGLGetCurrentContext
00000001e53bd534 (__TEXT,__text) external _glSecondaryColor3bv
00000001e53c2664 (__TEXT,__text) external _glSecondaryColor3bvEXT
00000001e53bd54c (__TEXT,__text) external _glSecondaryColor3d
00000001e53c267c (__TEXT,__text) external _glSecondaryColor3dEXT
00000001e53bd560 (__TEXT,__text) external _glSecondaryColor3dv
00000001e53c2690 (__TEXT,__text) external _glSecondaryColor3dvEXT
00000001e53bd578 (__TEXT,__text) external _glSecondaryColor3f
00000001e53c26a8 (__TEXT,__text) external _glSecondaryColor3fEXT
00000001e53bd58c (__TEXT,__text) external _glSecondaryColor3fv
00000001e53c26bc (__TEXT,__text) external _glSecondaryColor3fvEXT
00000001e53bd5a4 (__TEXT,__text) external _glSecondaryColor3i
00000001e53c26d4 (__TEXT,__text) external _glSecondaryColor3iEXT
00000001e53bd5c4 (__TEXT,__text) external _glSecondaryColor3iv
00000001e53c26f4 (__TEXT,__text) external _glSecondaryColor3ivEXT
00000001e53bd5dc (__TEXT,__text) external _glSecondaryColor3s
00000001e53c270c (__TEXT,__text) external _glSecondaryColor3sEXT
00000001e53bd5fc (__TEXT,__text) external _glSecondaryColor3sv
00000001e53c272c (__TEXT,__text) external _glSecondaryColor3svEXT
00000001e53bd614 (__TEXT,__text) external _glSecondaryColor3ub
00000001e53c2744 (__TEXT,__text) external _glSecondaryColor3ubEXT
00000001e53bd634 (__TEXT,__text) external _glSecondaryColor3ubv
00000001e53c2764 (__TEXT,__text) external _glSecondaryColor3ubvEXT
00000001e53bd64c (__TEXT,__text) external _glSecondaryColor3ui
00000001e53c277c (__TEXT,__text) external _glSecondaryColor3uiEXT
00000001e53bd66c (__TEXT,__text) external _glSecondaryColor3uiv
00000001e53c279c (__TEXT,__text) external _glSecondaryColor3uivEXT
00000001e53bd684 (__TEXT,__text) external _glSecondaryColor3us
00000001e53c27b4 (__TEXT,__text) external _glSecondaryColor3usEXT
00000001e53bd6a4 (__TEXT,__text) external _glSecondaryColor3usv
00000001e53c27d4 (__TEXT,__text) external _glSecondaryColor3usvEXT
00000001e53bd6bc (__TEXT,__text) external _glSecondaryColorPointer
00000001e53c27ec (__TEXT,__text) external _glSecondaryColorPointerEXT
00000001e53bbf08 (__TEXT,__text) external _glSelectBuffer
00000001e53bccdc (__TEXT,__text) external _glSeparableFilter2D
00000001e53c35f4 (__TEXT,__text) external _glSetFenceAPPLE
00000001e53bbf24 (__TEXT,__text) external _glShadeModel
00000001e53bff84 (__TEXT,__text) external _glShaderBinary
00000001e53be0cc (__TEXT,__text) external _glShaderSource
00000001e53c1dd8 (__TEXT,__text) external _glShaderSourceARB
00000001e53bbf3c (__TEXT,__text) external _glStencilFunc
00000001e53be638 (__TEXT,__text) external _glStencilFuncSeparate
00000001e53c39c0 (__TEXT,__text) external _glStencilFuncSeparateATI
00000001e53bbf5c (__TEXT,__text) external _glStencilMask
00000001e53be680 (__TEXT,__text) external _glStencilMaskSeparate
00000001e53bbf74 (__TEXT,__text) external _glStencilOp
00000001e53be65c (__TEXT,__text) external _glStencilOpSeparate
00000001e53c399c (__TEXT,__text) external _glStencilOpSeparateATI
00000001e53c3824 (__TEXT,__text) external _glSwapAPPLE
00000001e53c3624 (__TEXT,__text) external _glTestFenceAPPLE
00000001e53c3654 (__TEXT,__text) external _glTestObjectAPPLE
00000001e53bf380 (__TEXT,__text) external _glTexBuffer
00000001e53bbf94 (__TEXT,__text) external _glTexCoord1d
00000001e53bbfa8 (__TEXT,__text) external _glTexCoord1dv
00000001e53bbfc0 (__TEXT,__text) external _glTexCoord1f
00000001e53bbfd4 (__TEXT,__text) external _glTexCoord1fv
00000001e53bbfec (__TEXT,__text) external _glTexCoord1i
00000001e53bc004 (__TEXT,__text) external _glTexCoord1iv
00000001e53bc01c (__TEXT,__text) external _glTexCoord1s
00000001e53bc034 (__TEXT,__text) external _glTexCoord1sv
00000001e53bc04c (__TEXT,__text) external _glTexCoord2d
00000001e53bc060 (__TEXT,__text) external _glTexCoord2dv
00000001e53bc078 (__TEXT,__text) external _glTexCoord2f
00000001e53bc08c (__TEXT,__text) external _glTexCoord2fv
00000001e53bc0a4 (__TEXT,__text) external _glTexCoord2i
00000001e53bc0c0 (__TEXT,__text) external _glTexCoord2iv
00000001e53bc0d8 (__TEXT,__text) external _glTexCoord2s
00000001e53bc0f4 (__TEXT,__text) external _glTexCoord2sv
00000001e53bc10c (__TEXT,__text) external _glTexCoord3d
00000001e53bc120 (__TEXT,__text) external _glTexCoord3dv
00000001e53bc138 (__TEXT,__text) external _glTexCoord3f
00000001e53bc14c (__TEXT,__text) external _glTexCoord3fv
00000001e53bc164 (__TEXT,__text) external _glTexCoord3i
00000001e53bc184 (__TEXT,__text) external _glTexCoord3iv
00000001e53bc19c (__TEXT,__text) external _glTexCoord3s
00000001e53bc1bc (__TEXT,__text) external _glTexCoord3sv
00000001e53bc1d4 (__TEXT,__text) external _glTexCoord4d
00000001e53bc1e8 (__TEXT,__text) external _glTexCoord4dv
00000001e53bc200 (__TEXT,__text) external _glTexCoord4f
00000001e53bc214 (__TEXT,__text) external _glTexCoord4fv
00000001e53bc22c (__TEXT,__text) external _glTexCoord4i
00000001e53bc250 (__TEXT,__text) external _glTexCoord4iv
00000001e53bc268 (__TEXT,__text) external _glTexCoord4s
00000001e53bc28c (__TEXT,__text) external _glTexCoord4sv
00000001e53bc2a4 (__TEXT,__text) external _glTexCoordPointer
00000001e53bc2c8 (__TEXT,__text) external _glTexEnvf
00000001e53bc2e4 (__TEXT,__text) external _glTexEnvfv
00000001e53bc304 (__TEXT,__text) external _glTexEnvi
00000001e53bc324 (__TEXT,__text) external _glTexEnviv
00000001e53bc344 (__TEXT,__text) external _glTexGend
00000001e53bc360 (__TEXT,__text) external _glTexGendv
00000001e53bc380 (__TEXT,__text) external _glTexGenf
00000001e53bc39c (__TEXT,__text) external _glTexGenfv
00000001e53bc3bc (__TEXT,__text) external _glTexGeni
00000001e53bc3dc (__TEXT,__text) external _glTexGeniv
00000001e53bc3fc (__TEXT,__text) external _glTexImage1D
00000001e53bc450 (__TEXT,__text) external _glTexImage2D
00000001e53bf550 (__TEXT,__text) external _glTexImage2DMultisample
00000001e53bc8d4 (__TEXT,__text) external _glTexImage3D
00000001e53bf57c (__TEXT,__text) external _glTexImage3DMultisample
00000001e53bf0f4 (__TEXT,__text) external _glTexParameterIiv
00000001e53c328c (__TEXT,__text) external _glTexParameterIivEXT
00000001e53bf114 (__TEXT,__text) external _glTexParameterIuiv
00000001e53c32ac (__TEXT,__text) external _glTexParameterIuivEXT
00000001e53bc4ac (__TEXT,__text) external _glTexParameterf
00000001e53bc4c8 (__TEXT,__text) external _glTexParameterfv
00000001e53bc4e8 (__TEXT,__text) external _glTexParameteri
00000001e53bc508 (__TEXT,__text) external _glTexParameteriv
00000001e53c24b4 (__TEXT,__text) external _glTexStorage1D
00000001e53c24d8 (__TEXT,__text) external _glTexStorage2D
00000001e53c2500 (__TEXT,__text) external _glTexStorage3D
00000001e53bc528 (__TEXT,__text) external _glTexSubImage1D
00000001e53bc558 (__TEXT,__text) external _glTexSubImage2D
00000001e53bc918 (__TEXT,__text) external _glTexSubImage3D
00000001e53c3a5c (__TEXT,__text) external _glTextureBarrierNV
00000001e53c357c (__TEXT,__text) external _glTextureRangeAPPLE
00000001e53bec28 (__TEXT,__text) external _glTransformFeedbackVaryings
00000001e53c2d2c (__TEXT,__text) external _glTransformFeedbackVaryingsEXT
00000001e53bc5b4 (__TEXT,__text) external _glTranslated
00000001e53bc5c8 (__TEXT,__text) external _glTranslatef
00000001e53bfa08 (__TEXT,__text) external _glUniform1d
00000001e53bfa68 (__TEXT,__text) external _glUniform1dv
00000001e53be1cc (__TEXT,__text) external _glUniform1f
00000001e53c1e8c (__TEXT,__text) external _glUniform1fARB
00000001e53be2b4 (__TEXT,__text) external _glUniform1fv
00000001e53c1f74 (__TEXT,__text) external _glUniform1fvARB
00000001e53be22c (__TEXT,__text) external _glUniform1i
00000001e53c1eec (__TEXT,__text) external _glUniform1iARB
00000001e53be334 (__TEXT,__text) external _glUniform1iv
00000001e53c1ff4 (__TEXT,__text) external _glUniform1ivARB
00000001e53befec (__TEXT,__text) external _glUniform1ui
00000001e53c30e0 (__TEXT,__text) external _glUniform1uiEXT
00000001e53bf074 (__TEXT,__text) external _glUniform1uiv
00000001e53c3168 (__TEXT,__text) external _glUniform1uivEXT
00000001e53bfa20 (__TEXT,__text) external _glUniform2d
00000001e53bfa88 (__TEXT,__text) external _glUniform2dv
00000001e53be1e4 (__TEXT,__text) external _glUniform2f
00000001e53c1ea4 (__TEXT,__text) external _glUniform2fARB
00000001e53be2d4 (__TEXT,__text) external _glUniform2fv
00000001e53c1f94 (__TEXT,__text) external _glUniform2fvARB
00000001e53be248 (__TEXT,__text) external _glUniform2i
00000001e53c1f08 (__TEXT,__text) external _glUniform2iARB
00000001e53be354 (__TEXT,__text) external _glUniform2iv
00000001e53c2014 (__TEXT,__text) external _glUniform2ivARB
00000001e53bf008 (__TEXT,__text) external _glUniform2ui
00000001e53c30fc (__TEXT,__text) external _glUniform2uiEXT
00000001e53bf094 (__TEXT,__text) external _glUniform2uiv
00000001e53c3188 (__TEXT,__text) external _glUniform2uivEXT
00000001e53bfa38 (__TEXT,__text) external _glUniform3d
00000001e53bfaa8 (__TEXT,__text) external _glUniform3dv
00000001e53be1fc (__TEXT,__text) external _glUniform3f
00000001e53c1ebc (__TEXT,__text) external _glUniform3fARB
00000001e53be2f4 (__TEXT,__text) external _glUniform3fv
00000001e53c1fb4 (__TEXT,__text) external _glUniform3fvARB
00000001e53be268 (__TEXT,__text) external _glUniform3i
00000001e53c1f28 (__TEXT,__text) external _glUniform3iARB
00000001e53be374 (__TEXT,__text) external _glUniform3iv
00000001e53c2034 (__TEXT,__text) external _glUniform3ivARB
00000001e53bf028 (__TEXT,__text) external _glUniform3ui
00000001e53c311c (__TEXT,__text) external _glUniform3uiEXT
00000001e53bf0b4 (__TEXT,__text) external _glUniform3uiv
00000001e53c31a8 (__TEXT,__text) external _glUniform3uivEXT
00000001e53bfa50 (__TEXT,__text) external _glUniform4d
00000001e53bfac8 (__TEXT,__text) external _glUniform4dv
00000001e53be214 (__TEXT,__text) external _glUniform4f
00000001e53c1ed4 (__TEXT,__text) external _glUniform4fARB
00000001e53be314 (__TEXT,__text) external _glUniform4fv
00000001e53c1fd4 (__TEXT,__text) external _glUniform4fvARB
00000001e53be28c (__TEXT,__text) external _glUniform4i
00000001e53c1f4c (__TEXT,__text) external _glUniform4iARB
00000001e53be394 (__TEXT,__text) external _glUniform4iv
00000001e53c2054 (__TEXT,__text) external _glUniform4ivARB
00000001e53bf04c (__TEXT,__text) external _glUniform4ui
00000001e53c3140 (__TEXT,__text) external _glUniform4uiEXT
00000001e53bf0d4 (__TEXT,__text) external _glUniform4uiv
00000001e53c31c8 (__TEXT,__text) external _glUniform4uivEXT
00000001e53bf314 (__TEXT,__text) external _glUniformBlockBinding
00000001e53c2dc0 (__TEXT,__text) external _glUniformBufferEXT
00000001e53bfae8 (__TEXT,__text) external _glUniformMatrix2dv
00000001e53be3b4 (__TEXT,__text) external _glUniformMatrix2fv
00000001e53c2074 (__TEXT,__text) external _glUniformMatrix2fvARB
00000001e53bfb54 (__TEXT,__text) external _glUniformMatrix2x3dv
00000001e53be6b8 (__TEXT,__text) external _glUniformMatrix2x3fv
00000001e53bfb9c (__TEXT,__text) external _glUniformMatrix2x4dv
00000001e53be700 (__TEXT,__text) external _glUniformMatrix2x4fv
00000001e53bfb0c (__TEXT,__text) external _glUniformMatrix3dv
00000001e53be3d8 (__TEXT,__text) external _glUniformMatrix3fv
00000001e53c2098 (__TEXT,__text) external _glUniformMatrix3fvARB
00000001e53bfb78 (__TEXT,__text) external _glUniformMatrix3x2dv
00000001e53be6dc (__TEXT,__text) external _glUniformMatrix3x2fv
00000001e53bfbe4 (__TEXT,__text) external _glUniformMatrix3x4dv
00000001e53be748 (__TEXT,__text) external _glUniformMatrix3x4fv
00000001e53bfb30 (__TEXT,__text) external _glUniformMatrix4dv
00000001e53be3fc (__TEXT,__text) external _glUniformMatrix4fv
00000001e53c20bc (__TEXT,__text) external _glUniformMatrix4fvARB
00000001e53bfbc0 (__TEXT,__text) external _glUniformMatrix4x2dv
00000001e53be724 (__TEXT,__text) external _glUniformMatrix4x2fv
00000001e53bfc08 (__TEXT,__text) external _glUniformMatrix4x3dv
00000001e53be76c (__TEXT,__text) external _glUniformMatrix4x3fv
00000001e53bfd0c (__TEXT,__text) external _glUniformSubroutinesuiv
00000001e53c2548 (__TEXT,__text) external _glUnlockArraysEXT
00000001e53bdb1c (__TEXT,__text) external _glUnmapBuffer
00000001e53c1d1c (__TEXT,__text) external _glUnmapBufferARB
00000001e53be178 (__TEXT,__text) external _glUseProgram
00000001e53c1e5c (__TEXT,__text) external _glUseProgramObjectARB
00000001e53c0064 (__TEXT,__text) external _glUseProgramStages
00000001e53be1b0 (__TEXT,__text) external _glValidateProgram
00000001e53c1e74 (__TEXT,__text) external _glValidateProgramARB
00000001e53c0148 (__TEXT,__text) external _glValidateProgramPipeline
00000001e53bc5dc (__TEXT,__text) external _glVertex2d
00000001e53bc5f0 (__TEXT,__text) external _glVertex2dv
00000001e53bc608 (__TEXT,__text) external _glVertex2f
00000001e53bc61c (__TEXT,__text) external _glVertex2fv
00000001e53bc634 (__TEXT,__text) external _glVertex2i
00000001e53bc650 (__TEXT,__text) external _glVertex2iv
00000001e53bc668 (__TEXT,__text) external _glVertex2s
00000001e53bc684 (__TEXT,__text) external _glVertex2sv
00000001e53bc69c (__TEXT,__text) external _glVertex3d
00000001e53bc6b0 (__TEXT,__text) external _glVertex3dv
00000001e53bc6c8 (__TEXT,__text) external _glVertex3f
00000001e53bc6dc (__TEXT,__text) external _glVertex3fv
00000001e53bc6f4 (__TEXT,__text) external _glVertex3i
00000001e53bc714 (__TEXT,__text) external _glVertex3iv
00000001e53bc72c (__TEXT,__text) external _glVertex3s
00000001e53bc74c (__TEXT,__text) external _glVertex3sv
00000001e53bc764 (__TEXT,__text) external _glVertex4d
00000001e53bc778 (__TEXT,__text) external _glVertex4dv
00000001e53bc790 (__TEXT,__text) external _glVertex4f
00000001e53bc7a4 (__TEXT,__text) external _glVertex4fv
00000001e53bc7bc (__TEXT,__text) external _glVertex4i
00000001e53bc7e0 (__TEXT,__text) external _glVertex4iv
00000001e53bc7f8 (__TEXT,__text) external _glVertex4s
00000001e53bc81c (__TEXT,__text) external _glVertex4sv
00000001e53c36c4 (__TEXT,__text) external _glVertexArrayParameteriAPPLE
00000001e53c368c (__TEXT,__text) external _glVertexArrayRangeAPPLE
00000001e53bdb90 (__TEXT,__text) external _glVertexAttrib1d
00000001e53c0b8c (__TEXT,__text) external _glVertexAttrib1dARB
00000001e53bdba8 (__TEXT,__text) external _glVertexAttrib1dv
00000001e53c0d00 (__TEXT,__text) external _glVertexAttrib1dvARB
00000001e53bdbc4 (__TEXT,__text) external _glVertexAttrib1f
00000001e53c0b74 (__TEXT,__text) external _glVertexAttrib1fARB
00000001e53bdbdc (__TEXT,__text) external _glVertexAttrib1fv
00000001e53c0ce4 (__TEXT,__text) external _glVertexAttrib1fvARB
00000001e53bdbf8 (__TEXT,__text) external _glVertexAttrib1s
00000001e53c0b58 (__TEXT,__text) external _glVertexAttrib1sARB
00000001e53bdc14 (__TEXT,__text) external _glVertexAttrib1sv
00000001e53c0cc8 (__TEXT,__text) external _glVertexAttrib1svARB
00000001e53bdc30 (__TEXT,__text) external _glVertexAttrib2d
00000001e53c0bdc (__TEXT,__text) external _glVertexAttrib2dARB
00000001e53bdc48 (__TEXT,__text) external _glVertexAttrib2dv
00000001e53c0d54 (__TEXT,__text) external _glVertexAttrib2dvARB
00000001e53bdc64 (__TEXT,__text) external _glVertexAttrib2f
00000001e53c0bc4 (__TEXT,__text) external _glVertexAttrib2fARB
00000001e53bdc7c (__TEXT,__text) external _glVertexAttrib2fv
00000001e53c0d38 (__TEXT,__text) external _glVertexAttrib2fvARB
00000001e53bdc98 (__TEXT,__text) external _glVertexAttrib2s
00000001e53c0ba4 (__TEXT,__text) external _glVertexAttrib2sARB
00000001e53bdcb8 (__TEXT,__text) external _glVertexAttrib2sv
00000001e53c0d1c (__TEXT,__text) external _glVertexAttrib2svARB
00000001e53bdcd4 (__TEXT,__text) external _glVertexAttrib3d
00000001e53c0c30 (__TEXT,__text) external _glVertexAttrib3dARB
00000001e53bdcec (__TEXT,__text) external _glVertexAttrib3dv
00000001e53c0da8 (__TEXT,__text) external _glVertexAttrib3dvARB
00000001e53bdd08 (__TEXT,__text) external _glVertexAttrib3f
00000001e53c0c18 (__TEXT,__text) external _glVertexAttrib3fARB
00000001e53bdd20 (__TEXT,__text) external _glVertexAttrib3fv
00000001e53c0d8c (__TEXT,__text) external _glVertexAttrib3fvARB
00000001e53bdd3c (__TEXT,__text) external _glVertexAttrib3s
00000001e53c0bf4 (__TEXT,__text) external _glVertexAttrib3sARB
00000001e53bdd60 (__TEXT,__text) external _glVertexAttrib3sv
00000001e53c0d70 (__TEXT,__text) external _glVertexAttrib3svARB
00000001e53bdd7c (__TEXT,__text) external _glVertexAttrib4Nbv
00000001e53c0ea4 (__TEXT,__text) external _glVertexAttrib4NbvARB
00000001e53bdd98 (__TEXT,__text) external _glVertexAttrib4Niv
00000001e53c0edc (__TEXT,__text) external _glVertexAttrib4NivARB
00000001e53bddb4 (__TEXT,__text) external _glVertexAttrib4Nsv
00000001e53c0ec0 (__TEXT,__text) external _glVertexAttrib4NsvARB
00000001e53bddd0 (__TEXT,__text) external _glVertexAttrib4Nub
00000001e53c0ca0 (__TEXT,__text) external _glVertexAttrib4NubARB
00000001e53bddf8 (__TEXT,__text) external _glVertexAttrib4Nubv
00000001e53c0ef8 (__TEXT,__text) external _glVertexAttrib4NubvARB
00000001e53bde14 (__TEXT,__text) external _glVertexAttrib4Nuiv
00000001e53c0f30 (__TEXT,__text) external _glVertexAttrib4NuivARB
00000001e53bde30 (__TEXT,__text) external _glVertexAttrib4Nusv
00000001e53c0f14 (__TEXT,__text) external _glVertexAttrib4NusvARB
00000001e53bde4c (__TEXT,__text) external _glVertexAttrib4bv
00000001e53c0dc4 (__TEXT,__text) external _glVertexAttrib4bvARB
00000001e53bde68 (__TEXT,__text) external _glVertexAttrib4d
00000001e53c0c88 (__TEXT,__text) external _glVertexAttrib4dARB
00000001e53bde80 (__TEXT,__text) external _glVertexAttrib4dv
00000001e53c0e88 (__TEXT,__text) external _glVertexAttrib4dvARB
00000001e53bde9c (__TEXT,__text) external _glVertexAttrib4f
00000001e53c0c70 (__TEXT,__text) external _glVertexAttrib4fARB
00000001e53bdeb4 (__TEXT,__text) external _glVertexAttrib4fv
00000001e53c0e6c (__TEXT,__text) external _glVertexAttrib4fvARB
00000001e53bded0 (__TEXT,__text) external _glVertexAttrib4iv
00000001e53c0dfc (__TEXT,__text) external _glVertexAttrib4ivARB
00000001e53bdeec (__TEXT,__text) external _glVertexAttrib4s
00000001e53c0c48 (__TEXT,__text) external _glVertexAttrib4sARB
00000001e53bdf14 (__TEXT,__text) external _glVertexAttrib4sv
00000001e53c0de0 (__TEXT,__text) external _glVertexAttrib4svARB
00000001e53bdf30 (__TEXT,__text) external _glVertexAttrib4ubv
00000001e53c0e18 (__TEXT,__text) external _glVertexAttrib4ubvARB
00000001e53bdf4c (__TEXT,__text) external _glVertexAttrib4uiv
00000001e53c0e50 (__TEXT,__text) external _glVertexAttrib4uivARB
00000001e53bdf68 (__TEXT,__text) external _glVertexAttrib4usv
00000001e53c0e34 (__TEXT,__text) external _glVertexAttrib4usvARB
00000001e53bf9b0 (__TEXT,__text) external _glVertexAttribDivisor
00000001e53c22bc (__TEXT,__text) external _glVertexAttribDivisorARB
00000001e53bed30 (__TEXT,__text) external _glVertexAttribI1i
00000001e53c2e18 (__TEXT,__text) external _glVertexAttribI1iEXT
00000001e53bee40 (__TEXT,__text) external _glVertexAttribI1iv
00000001e53c2f28 (__TEXT,__text) external _glVertexAttribI1ivEXT
00000001e53bedb8 (__TEXT,__text) external _glVertexAttribI1ui
00000001e53c2ea0 (__TEXT,__text) external _glVertexAttribI1uiEXT
00000001e53beeb0 (__TEXT,__text) external _glVertexAttribI1uiv
00000001e53c2f98 (__TEXT,__text) external _glVertexAttribI1uivEXT
00000001e53bed4c (__TEXT,__text) external _glVertexAttribI2i
00000001e53c2e34 (__TEXT,__text) external _glVertexAttribI2iEXT
00000001e53bee5c (__TEXT,__text) external _glVertexAttribI2iv
00000001e53c2f44 (__TEXT,__text) external _glVertexAttribI2ivEXT
00000001e53bedd4 (__TEXT,__text) external _glVertexAttribI2ui
00000001e53c2ebc (__TEXT,__text) external _glVertexAttribI2uiEXT
00000001e53beecc (__TEXT,__text) external _glVertexAttribI2uiv
00000001e53c2fb4 (__TEXT,__text) external _glVertexAttribI2uivEXT
00000001e53bed6c (__TEXT,__text) external _glVertexAttribI3i
00000001e53c2e54 (__TEXT,__text) external _glVertexAttribI3iEXT
00000001e53bee78 (__TEXT,__text) external _glVertexAttribI3iv
00000001e53c2f60 (__TEXT,__text) external _glVertexAttribI3ivEXT
00000001e53bedf4 (__TEXT,__text) external _glVertexAttribI3ui
00000001e53c2edc (__TEXT,__text) external _glVertexAttribI3uiEXT
00000001e53beee8 (__TEXT,__text) external _glVertexAttribI3uiv
00000001e53c2fd0 (__TEXT,__text) external _glVertexAttribI3uivEXT
00000001e53bef20 (__TEXT,__text) external _glVertexAttribI4bv
00000001e53c3008 (__TEXT,__text) external _glVertexAttribI4bvEXT
00000001e53bed90 (__TEXT,__text) external _glVertexAttribI4i
00000001e53c2e78 (__TEXT,__text) external _glVertexAttribI4iEXT
00000001e53bee94 (__TEXT,__text) external _glVertexAttribI4iv
00000001e53c2f7c (__TEXT,__text) external _glVertexAttribI4ivEXT
00000001e53bef3c (__TEXT,__text) external _glVertexAttribI4sv
00000001e53c3024 (__TEXT,__text) external _glVertexAttribI4svEXT
00000001e53bef58 (__TEXT,__text) external _glVertexAttribI4ubv
00000001e53c3040 (__TEXT,__text) external _glVertexAttribI4ubvEXT
00000001e53bee18 (__TEXT,__text) external _glVertexAttribI4ui
00000001e53c2f00 (__TEXT,__text) external _glVertexAttribI4uiEXT
00000001e53bef04 (__TEXT,__text) external _glVertexAttribI4uiv
00000001e53c2fec (__TEXT,__text) external _glVertexAttribI4uivEXT
00000001e53bef74 (__TEXT,__text) external _glVertexAttribI4usv
00000001e53c305c (__TEXT,__text) external _glVertexAttribI4usvEXT
00000001e53becc8 (__TEXT,__text) external _glVertexAttribIPointer
00000001e53c3078 (__TEXT,__text) external _glVertexAttribIPointerEXT
00000001e53c08a4 (__TEXT,__text) external _glVertexAttribL1d
00000001e53c0904 (__TEXT,__text) external _glVertexAttribL1dv
00000001e53c08bc (__TEXT,__text) external _glVertexAttribL2d
00000001e53c0920 (__TEXT,__text) external _glVertexAttribL2dv
00000001e53c08d4 (__TEXT,__text) external _glVertexAttribL3d
00000001e53c093c (__TEXT,__text) external _glVertexAttribL3dv
00000001e53c08ec (__TEXT,__text) external _glVertexAttribL4d
00000001e53c0958 (__TEXT,__text) external _glVertexAttribL4dv
00000001e53c0974 (__TEXT,__text) external _glVertexAttribLPointer
00000001e53bf890 (__TEXT,__text) external _glVertexAttribP1ui
00000001e53bf920 (__TEXT,__text) external _glVertexAttribP1uiv
00000001e53bf8b4 (__TEXT,__text) external _glVertexAttribP2ui
00000001e53bf944 (__TEXT,__text) external _glVertexAttribP2uiv
00000001e53bf8d8 (__TEXT,__text) external _glVertexAttribP3ui
00000001e53bf968 (__TEXT,__text) external _glVertexAttribP3uiv
00000001e53bf8fc (__TEXT,__text) external _glVertexAttribP4ui
00000001e53bf98c (__TEXT,__text) external _glVertexAttribP4uiv
00000001e53bdf84 (__TEXT,__text) external _glVertexAttribPointer
00000001e53c0f4c (__TEXT,__text) external _glVertexAttribPointerARB
00000001e53c1348 (__TEXT,__text) external _glVertexBlendARB
00000001e53c38fc (__TEXT,__text) external _glVertexPointSizefAPPLE
00000001e53bc834 (__TEXT,__text) external _glVertexPointer
00000001e53bc858 (__TEXT,__text) external _glViewport
00000001e53c09bc (__TEXT,__text) external _glViewportArrayv
00000001e53c09dc (__TEXT,__text) external _glViewportIndexedf
00000001e53c09f4 (__TEXT,__text) external _glViewportIndexedfv
00000001e53bf4ec (__TEXT,__text) external _glWaitSync
00000001e53c1324 (__TEXT,__text) external _glWeightPointerARB
00000001e53c1244 (__TEXT,__text) external _glWeightbvARB
00000001e53c12b4 (__TEXT,__text) external _glWeightdvARB
00000001e53c1298 (__TEXT,__text) external _glWeightfvARB
00000001e53c127c (__TEXT,__text) external _glWeightivARB
00000001e53c1260 (__TEXT,__text) external _glWeightsvARB
00000001e53c12d0 (__TEXT,__text) external _glWeightubvARB
00000001e53c1308 (__TEXT,__text) external _glWeightuivARB
00000001e53c12ec (__TEXT,__text) external _glWeightusvARB
00000001e53bd7bc (__TEXT,__text) external _glWindowPos2d
00000001e53c19bc (__TEXT,__text) external _glWindowPos2dARB
00000001e53bd7d0 (__TEXT,__text) external _glWindowPos2dv
00000001e53c19d0 (__TEXT,__text) external _glWindowPos2dvARB
00000001e53bd7e8 (__TEXT,__text) external _glWindowPos2f
00000001e53c19e8 (__TEXT,__text) external _glWindowPos2fARB
00000001e53bd7fc (__TEXT,__text) external _glWindowPos2fv
00000001e53c19fc (__TEXT,__text) external _glWindowPos2fvARB
00000001e53bd814 (__TEXT,__text) external _glWindowPos2i
00000001e53c1a14 (__TEXT,__text) external _glWindowPos2iARB
00000001e53bd830 (__TEXT,__text) external _glWindowPos2iv
00000001e53c1a30 (__TEXT,__text) external _glWindowPos2ivARB
00000001e53bd848 (__TEXT,__text) external _glWindowPos2s
00000001e53c1a48 (__TEXT,__text) external _glWindowPos2sARB
00000001e53bd864 (__TEXT,__text) external _glWindowPos2sv
00000001e53c1a64 (__TEXT,__text) external _glWindowPos2svARB
00000001e53bd87c (__TEXT,__text) external _glWindowPos3d
00000001e53c1a7c (__TEXT,__text) external _glWindowPos3dARB
00000001e53bd890 (__TEXT,__text) external _glWindowPos3dv
00000001e53c1a90 (__TEXT,__text) external _glWindowPos3dvARB
00000001e53bd8a8 (__TEXT,__text) external _glWindowPos3f
00000001e53c1aa8 (__TEXT,__text) external _glWindowPos3fARB
00000001e53bd8bc (__TEXT,__text) external _glWindowPos3fv
00000001e53c1abc (__TEXT,__text) external _glWindowPos3fvARB
00000001e53bd8d4 (__TEXT,__text) external _glWindowPos3i
00000001e53c1ad4 (__TEXT,__text) external _glWindowPos3iARB
00000001e53bd8f4 (__TEXT,__text) external _glWindowPos3iv
00000001e53c1af4 (__TEXT,__text) external _glWindowPos3ivARB
00000001e53bd90c (__TEXT,__text) external _glWindowPos3s
00000001e53c1b0c (__TEXT,__text) external _glWindowPos3sARB
00000001e53bd92c (__TEXT,__text) external _glWindowPos3sv
00000001e53c1b2c (__TEXT,__text) external _glWindowPos3svARB
00000001edb101b8 (__DATA_DIRTY,__common) external _gll_noop
