000000027e001350 (__TEXT,__text) external _AAAFSCGetMetadata
000000027dfd1a40 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
000000027dfd1fbc (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
000000027dfd2154 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
                 (undefined) external _bzero (from libSystem)
000000027e00cf68 (__TEXT,__text) non-external _cacheData
000000027dfa16e8 (__TEXT,__text) non-external _cacheFlush
000000027dfa157c (__TEXT,__text) non-external _cachePageEvict
000000027dfa1260 (__TEXT,__text) non-external _cachePageGet
000000027dfa13c4 (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
000000027df930c0 (__TEXT,__text) non-external _cancelProc
000000027dfbcf68 (__TEXT,__text) non-external _cancelProc
000000027dfc83a0 (__TEXT,__text) non-external _cancelProc
000000027dfdc970 (__TEXT,__text) non-external _cancelProc
000000027dfdf134 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
000000027dfb8614 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
000000027dfd9354 (__TEXT,__text) non-external _chunkAppendHole
000000027dfc2248 (__TEXT,__text) non-external _chunkAsyncCancel
000000027dfc1b34 (__TEXT,__text) non-external _chunkAsyncClose
000000027dfc1eb0 (__TEXT,__text) non-external _chunkAsyncGetRange
000000027dfc226c (__TEXT,__text) non-external _chunkAsyncIsCancelled
000000027dfc207c (__TEXT,__text) non-external _chunkAsyncProcess
000000027dfd9308 (__TEXT,__text) non-external _chunkDestroy
000000027dfd77bc (__TEXT,__text) non-external _chunk_compare_by_position
000000027dfd77ac (__TEXT,__text) non-external _chunk_compare_by_rating
000000027dfbb280 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
000000027df91de4 (__TEXT,__text) non-external _closeProc
000000027dfbc604 (__TEXT,__text) non-external _closeProc
000000027dfc5e3c (__TEXT,__text) non-external _closeProc
000000027dfdaffc (__TEXT,__text) non-external _closeProc
000000027df920d4 (__TEXT,__text) non-external _closeWithStateProc
000000027dfbc690 (__TEXT,__text) non-external _closeWithStateProc
000000027dfc70e8 (__TEXT,__text) non-external _closeWithStateProc
000000027dfdb0a4 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
000000027dfedb4c (__TEXT,__text) non-external _clusterEntryUpdateDAT
000000027dfe9a70 (__TEXT,__text) non-external _cmpNodesProc
000000027df8ea80 (__TEXT,__text) non-external _cmpRange
000000027df9183c (__TEXT,__text) non-external _cmp_entries_clc
000000027df91808 (__TEXT,__text) non-external _cmp_entries_hlc
000000027df918d4 (__TEXT,__text) non-external _cmp_entries_offset
000000027df91870 (__TEXT,__text) non-external _cmp_entries_slc
000000027dfe7248 (__TEXT,__text) non-external _cmp_keys
000000027dfdad6c (__TEXT,__text) non-external _cmp_markers
000000027df8b8c4 (__TEXT,__text) non-external _compare_copy_fork_3
000000027df8b874 (__TEXT,__text) non-external _compare_copy_fork_4
000000027df8b81c (__TEXT,__text) non-external _compare_copy_fork_5
000000027df8b46c (__TEXT,__text) non-external _compare_digest_tasks
000000027df89a78 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
000000027df8c36c (__TEXT,__text) non-external _compare_forks_by_extent
000000027df8c3a8 (__TEXT,__text) non-external _compare_forks_by_position
000000027dfb1420 (__TEXT,__text) non-external _compositeChunkAsyncCancel
000000027dfb13c4 (__TEXT,__text) non-external _compositeChunkAsyncClose
000000027dfb1410 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
000000027dfb1428 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
000000027dfb1418 (__TEXT,__text) non-external _compositeChunkAsyncProcess
000000027df94dbc (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
000000027dffa308 (__TEXT,__text) non-external _computePatchesWorkerProc
000000027dfc3a94 (__TEXT,__text) non-external (was a private external) _concatExtractPath
000000027dfc39d0 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
000000027e00a59c (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
000000027dfcfe90 (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
000000027dfcb72c (__TEXT,__text) non-external _convertStreamAbort
000000027dfcb9e4 (__TEXT,__text) non-external _convertStreamBeginBlob
000000027dfca6ac (__TEXT,__text) non-external _convertStreamClose
000000027dfcbc0c (__TEXT,__text) non-external _convertStreamEndBlob
000000027dfcb958 (__TEXT,__text) non-external _convertStreamEndEntry
000000027dfcb88c (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
000000027dfcb300 (__TEXT,__text) non-external _convertStreamWriteBlob
000000027dfca740 (__TEXT,__text) non-external _convertStreamWriteHeader
000000027dfd77d4 (__TEXT,__text) non-external _convert_block_controls
000000027dfd7638 (__TEXT,__text) non-external _convert_internal_controls
000000027dfc41e4 (__TEXT,__text) non-external (was a private external) _copyFileSegment
000000027dfc45ec (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
000000027dfa7440 (__TEXT,__text) non-external _copyStream
000000027dfe7b30 (__TEXT,__text) non-external _create
000000027dfca48c (__TEXT,__text) non-external _createErrorContextKey
000000027dfc9ed8 (__TEXT,__text) non-external (was a private external) _createThread
000000027dfab0bc (__TEXT,__text) non-external _ctrl_reader_get
000000027dfaf748 (__TEXT,__text) non-external _currentWriteBufferFull
000000027dffe4a8 (__TEXT,__text) non-external _decodeStreamAbort
000000027dffe4c4 (__TEXT,__text) non-external _decodeStreamClose
000000027dffd98c (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
000000027dffd814 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
000000027dffe2c0 (__TEXT,__text) non-external _decodeStreamReadBlob
000000027dffd700 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
000000027dffdd94 (__TEXT,__text) non-external _decodeStreamReadHeader
000000027dffd62c (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
000000027e001ba0 (__TEXT,__text) non-external _decompressToData
000000027df8d948 (__TEXT,__text) non-external _decryptAsyncCancel
000000027df8d3dc (__TEXT,__text) non-external _decryptAsyncClose
000000027df8d5bc (__TEXT,__text) non-external _decryptAsyncGetRange
000000027df8d95c (__TEXT,__text) non-external _decryptAsyncIsCancelled
000000027df8d710 (__TEXT,__text) non-external _decryptAsyncProcess
000000027dfd0cc8 (__TEXT,__text) non-external _decryptToFileAsyncCancel
000000027dfd0b44 (__TEXT,__text) non-external _decryptToFileAsyncClose
000000027dfd0cd0 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
000000027dfd0cd8 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
000000027dfacdf8 (__TEXT,__text) non-external _ecc65537Inv
000000027dfac9b4 (__TEXT,__text) non-external _ecc65537PolyEval
000000027dfacc60 (__TEXT,__text) non-external _ecc65537Solve
000000027dfaca34 (__TEXT,__text) non-external _ecc65537Triangulate
000000027dffb078 (__TEXT,__text) non-external _encodeEntry
000000027dffb1fc (__TEXT,__text) non-external _encodeYOPEntry
000000027dffc27c (__TEXT,__text) non-external _encoderStreamAbort
000000027dffc0b8 (__TEXT,__text) non-external _encoderStreamClose
000000027dffc448 (__TEXT,__text) non-external _encoderStreamWriteBlob
000000027dffc298 (__TEXT,__text) non-external _encoderStreamWriteHeader
000000027dfc975c (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
000000027dffa2d8 (__TEXT,__text) non-external _entryIndexCmpHLC
000000027dfde47c (__TEXT,__text) non-external _entryMessage
000000027dfed24c (__TEXT,__text) non-external _entryRelease
000000027dffa2bc (__TEXT,__text) non-external _entryVectorCmp
000000027dfc55b0 (__TEXT,__text) non-external (was a private external) _enumerateTree
000000027dfc5718 (__TEXT,__text) non-external _enumerateTree_rec
000000027dfe8778 (__TEXT,__text) non-external _expandDirThreadProc
000000027dfed22c (__TEXT,__text) non-external _extractStreamAbort
000000027dfeb420 (__TEXT,__text) non-external _extractStreamClose
000000027dfedd24 (__TEXT,__text) non-external _extractStreamEntryEnd
000000027dfede00 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
000000027dfed9a4 (__TEXT,__text) non-external _extractStreamStateFail
000000027dfecb40 (__TEXT,__text) non-external _extractStreamWriteBlob
000000027dfec04c (__TEXT,__text) non-external _extractStreamWriteHeader
000000027dfded54 (__TEXT,__text) non-external _extractThread
000000027dfed3bc (__TEXT,__text) non-external _extractThreadFailEntry
000000027dfea628 (__TEXT,__text) non-external _extractThreadProc
000000027dfeda84 (__TEXT,__text) non-external _extractThreadSendCommand
000000027dfde8c4 (__TEXT,__text) non-external _extractToDirAsyncCancel
000000027dfde700 (__TEXT,__text) non-external _extractToDirAsyncClose
000000027dfde8c8 (__TEXT,__text) non-external _extractToDirAsyncGetRange
000000027dfde95c (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
000000027dfa4c6c (__TEXT,__text) non-external _findFirst
000000027dfd7c48 (__TEXT,__text) non-external _fingerprint_consumer
000000027dfd7954 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
000000027dfa60dc (__TEXT,__text) non-external _flushBuf
000000027dffc6d0 (__TEXT,__text) non-external _flushOBuf
000000027e003b34 (__TEXT,__text) non-external _flushOBuf
000000027dfbee44 (__TEXT,__text) non-external _flushToResourceFork
000000027dffc848 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
000000027dfb6df4 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
000000027dfd39d8 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
000000027dfa646c (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00000002999921b0 (__DATA_DIRTY,__bss) non-external _gErrorContextKey
000000027dfda260 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
000000027e00d19c (__TEXT,__text) non-external _getBXDiffControls.cold.1
000000027dfc52a8 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
000000027dffd410 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
000000027dfacfc8 (__TEXT,__text) non-external _getCompressedSizeCounterProc
000000027dfc3684 (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
000000027dfca424 (__TEXT,__text) non-external _getErrorContextKey
00000002999921a0 (__DATA_DIRTY,__data) non-external _getErrorContextKey.errorContextOnce
000000027dfd5d20 (__TEXT,__text) non-external _getFieldBlob
000000027dfc4aa4 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
000000027dfc4a18 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
000000027dfc507c (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
000000027dfef44c (__TEXT,__text) non-external _getFileDiskUsageBlocks2
000000027dfc5218 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
000000027dfc4988 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
000000027dfc5348 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
000000027dfc5358 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
000000027dfc5404 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
000000027dfc4fa4 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
000000027e00c24c (__TEXT,__text) non-external _getFreeCachePos
000000027dfe962c (__TEXT,__text) non-external _getPath
000000027dfb9944 (__TEXT,__text) non-external _getProfile
000000027dfc363c (__TEXT,__text) non-external (was a private external) _getRealTime
000000027dfc3e4c (__TEXT,__text) non-external (was a private external) _getTempDir
000000027dfdf1b8 (__TEXT,__text) non-external _getTempSegmentFilename
000000027dfc5bbc (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
000000027e00a434 (__TEXT,__text) non-external _graisAbort
000000027e008be0 (__TEXT,__text) non-external _graisClose
000000027e00a0b4 (__TEXT,__text) non-external _graisPRead
000000027e00a098 (__TEXT,__text) non-external _graisRead
000000027e00a3e8 (__TEXT,__text) non-external _graisSeek
000000027dfe86bc (__TEXT,__text) non-external _increaseCapacity
000000027dfb88b0 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
000000027dffcdac (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
000000027dfee478 (__TEXT,__text) non-external _init_blob_with_magic
000000027dfcc964 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
000000027dfcc9f0 (__TEXT,__text) non-external (was a private external) _io_preallocate
000000027dfccbc8 (__TEXT,__text) non-external (was a private external) _io_set_nocache
000000027dfc3f10 (__TEXT,__text) non-external (was a private external) _isDirEmpty
000000027dff3e0c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
000000027dfca238 (__TEXT,__text) non-external (was a private external) _joinThread
000000027e00d0d4 (__TEXT,__text) non-external _joinThread.cold.1
000000027e0064b8 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
000000027e006570 (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
000000027dfc9884 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
000000027dffd8cc (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
000000027dfd94f8 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
000000027dff2c74 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
000000027e003d34 (__TEXT,__text) non-external _loadChunkOffsets
000000027e0014c8 (__TEXT,__text) non-external _loadDecmpfsXattr
000000027dfdedc8 (__TEXT,__text) non-external _loadRemainingRange
000000027dfdefe8 (__TEXT,__text) non-external _loadTempSegment
000000027dfdea04 (__TEXT,__text) non-external _loadThread
000000027dfcdfec (__TEXT,__text) non-external (was a private external) _load_variants
000000027dfc1d14 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
000000027dfc37fc (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
000000027dfb56e0 (__TEXT,__text) non-external _memoryInputStreamCancel
000000027dfb56c4 (__TEXT,__text) non-external _memoryInputStreamClose
000000027dfb5714 (__TEXT,__text) non-external _memoryInputStreamPRead
000000027dfb56f4 (__TEXT,__text) non-external _memoryInputStreamRead
000000027dfb578c (__TEXT,__text) non-external _memoryInputStreamSeek
000000027dfb5918 (__TEXT,__text) non-external _memoryOutputStreamCancel
000000027dfb58fc (__TEXT,__text) non-external _memoryOutputStreamClose
000000027dfb592c (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
000000027dffd3d8 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
000000027dffcfe0 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
000000027dfaea04 (__TEXT,__text) non-external _merge_controls
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
000000027e00cb80 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
000000027dfe8f5c (__TEXT,__text) non-external _normalize
000000027dfc38bc (__TEXT,__text) non-external (was a private external) _normalizePath
000000027dfdf260 (__TEXT,__text) non-external _notifySegmentAvailable
000000027e021bf8 (__TEXT,__const) non-external _old_resource_fork_map
000000027e0221a0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
000000027df94fcc (__TEXT,__text) non-external (was a private external) _outputStreamProc
000000027dfce16c (__TEXT,__text) non-external (was a private external) _patch_write_controls
000000027dfc3d70 (__TEXT,__text) non-external (was a private external) _pathIsValid
000000027df95d68 (__TEXT,__text) non-external _pcRead
000000027df95230 (__TEXT,__text) non-external _pcWrite
000000027df8c6a4 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
000000027df8c4e8 (__TEXT,__text) non-external (was a private external) _pc_array_append
000000027df8c474 (__TEXT,__text) non-external (was a private external) _pc_array_compact
000000027df8c3d4 (__TEXT,__text) non-external (was a private external) _pc_array_compare
000000027df8c464 (__TEXT,__text) non-external (was a private external) _pc_array_free
000000027df8c5ec (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
000000027df8c5dc (__TEXT,__text) non-external (was a private external) _pc_array_sort
000000027dfd7d60 (__TEXT,__text) non-external (was a private external) _pc_log_error
000000027e00d110 (__TEXT,__text) non-external _pc_log_error.cold.1
000000027dfd7f80 (__TEXT,__text) non-external (was a private external) _pc_log_info
000000027dfd7e6c (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
000000027dfd3608 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
000000027df8de84 (__TEXT,__text) non-external _processClusterHeader
000000027dfb0950 (__TEXT,__text) non-external _processEntry
000000027dfc83b4 (__TEXT,__text) non-external _processEntry
000000027df8d968 (__TEXT,__text) non-external _processMagic
000000027df8e60c (__TEXT,__text) non-external _processPadding
000000027df8daa0 (__TEXT,__text) non-external _processPrologue
000000027df8e938 (__TEXT,__text) non-external _processSegment
000000027dfd0948 (__TEXT,__text) non-external _processSegment
000000027dfde1c4 (__TEXT,__text) non-external _processSegment
000000027dfa82d0 (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
000000027dffced8 (__TEXT,__text) non-external (was a private external) _pushControls
000000027dffce44 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
000000027df8ea98 (__TEXT,__text) non-external _pushPaddingRange
000000027df8d298 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
000000027dfba080 (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
000000027dfab9a4 (__TEXT,__text) non-external _randomAccessWorkerProc
000000027dfc307c (__TEXT,__text) non-external _rangeCmp
000000027dfbe77c (__TEXT,__text) non-external _rangeInputStreamCancel
000000027dfbe748 (__TEXT,__text) non-external _rangeInputStreamClose
000000027dfbe7a0 (__TEXT,__text) non-external _rangeInputStreamRead
000000027df89ffc (__TEXT,__text) non-external _rawimg_add_fork
000000027df8a168 (__TEXT,__text) non-external _rawimg_add_volume
000000027df8c310 (__TEXT,__text) non-external _rawimg_allocate_header_and_footer
000000027df89d14 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
000000027df8bddc (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
000000027df89a90 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
000000027df8b2cc (__TEXT,__text) non-external _rawimg_digest_worker
000000027dfade2c (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
00000002921749c8 (__DATA_CONST,__const) non-external _rawimg_force_in_place.pass_name
000000027df8b250 (__TEXT,__text) non-external _rawimg_free_chunks
000000027df8a618 (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
000000027df8b978 (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
000000027df8b49c (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
000000027df89b38 (__TEXT,__text) non-external (was a private external) _rawimg_show
000000027df8a170 (__TEXT,__text) non-external _rawimg_verify
000000027df97588 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
000000027e00a808 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
000000027dfc35dc (__TEXT,__text) non-external (was a private external) _reallocToFit
000000027dfee61c (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
000000027dfd40dc (__TEXT,__text) non-external _remap_page
000000027dfc5a94 (__TEXT,__text) non-external _removeEntryProc
000000027dfc568c (__TEXT,__text) non-external (was a private external) _removeFile
000000027dfc5b4c (__TEXT,__text) non-external _removeLeaveDirProc
000000027dfb08ec (__TEXT,__text) non-external _removeStreamAbort
000000027dfb01b4 (__TEXT,__text) non-external _removeStreamClose
000000027dfb08d8 (__TEXT,__text) non-external _removeStreamWriteBlob
000000027dfb049c (__TEXT,__text) non-external _removeStreamWriteHeader
000000027dfc5a48 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
000000027dffcdb8 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
000000027e002334 (__TEXT,__text) non-external _resizeResourceFork
000000027dfd1650 (__TEXT,__text) non-external _resizeStream
000000027e001690 (__TEXT,__text) non-external _resourceForkSize
000000027dfc9dd4 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
000000027dfdf440 (__TEXT,__text) non-external _retireEntryRange
000000027dfed820 (__TEXT,__text) non-external _retireThreadEnqueue
000000027dfea0fc (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
000000027dfd756c (__TEXT,__text) non-external _sanitize_internal_controls
000000027dfc9d60 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
000000027dfbb304 (__TEXT,__text) non-external _seekTo
000000027dfcdf84 (__TEXT,__text) non-external _segment_find
000000027dfaf6c4 (__TEXT,__text) non-external _sendEOF
000000027dfcb748 (__TEXT,__text) non-external _sendHeader
000000027df9c7e0 (__TEXT,__text) non-external _sendMessage
000000027e00a458 (__TEXT,__text) non-external _sendMessage
000000027dfab834 (__TEXT,__text) non-external _sequentialReaderProc
000000027dfab8d4 (__TEXT,__text) non-external _sequentialWriterProc
000000027dfc3744 (__TEXT,__text) non-external (was a private external) _serializeHexString
000000027e017665 (__TEXT,__cstring) non-external _serializeHexString.digit
000000027dfd625c (__TEXT,__text) non-external _setFieldBlob
