00007ff8439bd580 (__DATA,__data) non-external _.compoundliteral
00007ff8406c4f08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4.410
00007ff8406c4f88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4.454
00007ff8406c4e20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.40
00007ff8406d19d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.40.3555
00007ff8406c4ea8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.401
00007ff8406d19f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ff8406c4560 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007ff8406d1a10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007ff8406c4f38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.460
00007ff8406c5018 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.471
00007ff8406c4c10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff8406c6020 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.2669
00007ff8406d18e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.3513
00007ff8406c4fa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.455
00007ff8406c5048 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.466
00007ff8406c48a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ff8406c5098 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.503
00007ff8406d1a30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ff8406d1a50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff8406d1a70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54.3647
00007ff8406d1a90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ff8406d1ab0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ff8406d1ad0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ff8406c4520 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff8406c4c30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.294
00007ff8406d1670 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.3275
00007ff8406c4fc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.456
00007ff8406d1af0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00007ff8406d1b10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ff8406d1b30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00007ff8406d1b50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ff8406d1b70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66.3646
00007ff8406d1b90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff8406c48d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff8406d2080 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7.3855
00007ff8406c4900 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70.143
00007ff8406d1bb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73.3573
00007ff8406c46c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff8406d1bd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76.3575
00007ff8406d1bf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ff8406c6050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.2683
00007ff8406c4c70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.290
00007ff8406d16a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.3277
00007ff8406d1850 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.3499
00007ff8406c4590 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.47
00007ff8406c50f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.508
00007ff8406d1c10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007ff8406c4930 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff8406d1c30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81.3578
00007ff8406c4960 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ff8406c4990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ff8406c49c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ff8406c4a80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff8406d16d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3281
00007ff8406d20a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3867
00007ff8406c4500 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8406c5f10 (__DATA_CONST,__const) non-external ___block_literal_global.2525
00007ff8406c4bf0 (__DATA_CONST,__const) non-external ___block_literal_global.297
00007ff8406d1650 (__DATA_CONST,__const) non-external ___block_literal_global.3274
00007ff8406d1eb0 (__DATA_CONST,__const) non-external ___block_literal_global.3599
00007ff8406c46a0 (__DATA_CONST,__const) non-external ___block_literal_global.51
00007ff8406c4540 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff8406c4c50 (__DATA_CONST,__const) non-external ___block_literal_global.7.289
                 (undefined) external ___bzero (from libSystem)
00007ff8069f09db (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
00007ff8069f0789 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
00007ff8069f0b42 (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
00007ff8069fd602 (__TEXT,__text) non-external ___check_delegation_profile_block_invoke
00007ff8069f4474 (__TEXT,__text) non-external ___check_dependencies_block_invoke
00007ff8069f23ed (__TEXT,__text) non-external ___check_instruction_block_invoke
00007ff8069ff653 (__TEXT,__text) non-external ___check_policy_block_invoke
00007ff8069f43a0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff806a05810 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff8069ef94b (__TEXT,__text) non-external ___combine_conditions_block_invoke
00007ff8069f3937 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
00007ff8069f336c (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
00007ff8069f9a07 (__TEXT,__text) non-external ___compile_block_invoke
00007ff8069f9988 (__TEXT,__text) non-external ___compile_block_invoke.4
00007ff8069e6a78 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00007ff8069ed508 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.20
00007ff8069f226d (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
00007ff8069fcf0c (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
00007ff8069fcf1a (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
00007ff8069f1e5d (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
00007ff8069f223d (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
00007ff8069fc960 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
00007ff806a04d0e (__TEXT,__text) non-external ___condition_list_copy_matching_block_invoke
00007ff8069f2be4 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
00007ff8069f3fb2 (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
00007ff806a04ea4 (__TEXT,__text) non-external ___construct_bitmask_block_invoke
00007ff8069f9ccc (__TEXT,__text) non-external ___copy_helper_block_8_32b
00007ff8069feeea (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
00007ff806a04da2 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r48r
00007ff8069f9917 (__TEXT,__text) non-external ___copy_helper_block_8_32r
00007ff8069fa1fd (__TEXT,__text) non-external ___copy_helper_block_8_32r40r
00007ff8069fbaa7 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r
00007ff806a0385a (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00007ff8069fef57 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
00007ff8069f05f6 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
00007ff8069f0fbc (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.10
00007ff8069f6a77 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.12
00007ff8069efe17 (__TEXT,__text) non-external ___cse_multiple_block_invoke
00007ff806a025c5 (__TEXT,__text) non-external ___current_location_block_invoke
00007ff8069e28ab (__TEXT,__text) non-external ___define_action_block_invoke
00007ff806a035db (__TEXT,__text) non-external ___define_action_block_invoke.136
00007ff8069e9048 (__TEXT,__text) non-external ___define_action_block_invoke_2
00007ff8069e8029 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
00007ff806a01cc7 (__TEXT,__text) non-external ___define_error_handler_block_invoke
00007ff806a02332 (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
00007ff8069e40c4 (__TEXT,__text) non-external ___define_filter_block_invoke
00007ff8069f5b0e (__TEXT,__text) non-external ___define_network_filter_block_invoke
00007ff8069e3f2c (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
00007ff806a01db4 (__TEXT,__text) non-external ___define_warning_handler_block_invoke
00007ff806a0081c (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
00007ff8069fc615 (__TEXT,__text) non-external ___derive_profile_properties_block_invoke
00007ff8069f9ce3 (__TEXT,__text) non-external ___destroy_helper_block_8_32b
00007ff8069fef22 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
00007ff806a04dec (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r48r
00007ff8069f992e (__TEXT,__text) non-external ___destroy_helper_block_8_32r
00007ff8069fa235 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r
00007ff8069fbaf1 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r
00007ff806a038c8 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
00007ff8069efa7b (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
00007ff8069fc9ba (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
00007ff8069fd8ad (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
00007ff8069fb7b4 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
00007ff8069fb83c (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.82
00007ff8069fb578 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00007ff8069fb5b5 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.69
00007ff8069fad2a (__TEXT,__text) non-external ___emit_string_table_block_invoke
00007ff8069fadb2 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
00007ff806a0504a (__TEXT,__text) non-external ___estimate_condition_list_serialization_size_block_invoke
00007ff8069f1765 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00007ff8069f16ce (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.9
00007ff8069fe937 (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
00007ff8069f2d2b (__TEXT,__text) non-external ___factor_block_invoke
00007ff8069fe25e (__TEXT,__text) non-external ___factor_policy_block_invoke
00007ff806a0207d (__TEXT,__text) non-external ___format_error_block_invoke
00007ff806a048ec (__TEXT,__text) non-external ___identify_bitmask_candidates_block_invoke
00007ff8069e7dee (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
00007ff8069edd04 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00007ff806a0356d (__TEXT,__text) non-external ___operation_expand_block_invoke
00007ff806a034f7 (__TEXT,__text) non-external ___operations_allowed_by_default_block_invoke
00007ff806a021fa (__TEXT,__text) non-external ___output_backtrace_block_invoke
00007ff8069fdbe0 (__TEXT,__text) non-external ___populate_assumptions_for_enabled_profile_flags_block_invoke
00007ff8069fbecf (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
00007ff8069fafae (__TEXT,__text) non-external ___populate_profile_entry_points_block_invoke
00007ff8069fbdfa (__TEXT,__text) non-external ___record_enabled_profile_flags_block_invoke
00007ff8069ff913 (__TEXT,__text) non-external ___remove_conditions_matching_predicate_policy_block_invoke
00007ff8069f2603 (__TEXT,__text) non-external ___reorder_block_invoke
00007ff8069f2ca8 (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
00007ff8069ffad4 (__TEXT,__text) non-external ___reorder_policy_block_invoke
00007ff8069fc6ac (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
00007ff8069fc6ff (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.23
00007ff8069f233c (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
00007ff8069f91e7 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
00007ff8069f971f (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
00007ff8069feb15 (__TEXT,__text) non-external ___sb_action_has_name_block_invoke
00007ff8069f40e6 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
00007ff8069fa4c9 (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
00007ff8069ee18f (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
00007ff8069fceca (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
00007ff8069e8bb3 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
00007ff8069fceb2 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
00007ff8069e7e41 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
00007ff8069f6488 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
00007ff8069ecd46 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00007ff8069f6474 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
00007ff8069ebc98 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
00007ff8069fd594 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
00007ff8069e4f10 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
00007ff8069e724c (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
00007ff8069f22aa (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
00007ff8069f2182 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
00007ff8069f9e92 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
00007ff8069f5755 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
00007ff8069fea9b (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
00007ff8069ff431 (__TEXT,__text) non-external ___sb_profile_iterate_enabled_named_flags_block_invoke
00007ff8069e2143 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
00007ff8069ed8b6 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
00007ff806a025aa (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
00007ff806a0136e (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
00007ff806a0258b (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
00007ff806a013e6 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
00007ff806a02570 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
00007ff806a0145e (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
00007ff806a024f0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
00007ff806a014d6 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
00007ff806a02496 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
00007ff8069f690b (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
00007ff806a0154e (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
00007ff806a0243c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_21
00007ff806a01834 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_22
00007ff806a018d3 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_23
00007ff806a01990 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_24
00007ff806a01c76 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_25
00007ff806a0237d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_26
00007ff8069f6441 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
00007ff8069e8c34 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
00007ff8069e8e8b (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00007ff806a0033b (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
00007ff806a00c44 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
00007ff806a00c5d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
00007ff806a00c76 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
00007ff8069fdb5d (__TEXT,__text) non-external ___sb_transform_eliminate_dead_code_profile_block_invoke
00007ff8069ffc90 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
00007ff8069fe758 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
00007ff8069fe7ad (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
00007ff8069fe6d0 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
00007ff8069fe729 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
00007ff806a023ff (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
00007ff806a023c6 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
00007ff806a04a44 (__TEXT,__text) non-external ___select_bitmask_conditions_block_invoke
00007ff806a04e8c (__TEXT,__text) non-external ___should_preserve_condition_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00007ff806a04c7b (__TEXT,__text) non-external ___synthesize_bitmasks_for_disjoint_conditions_block_invoke
00007ff806a0515f (__TEXT,__text) non-external ___synthesize_bitmasks_for_policy_block_invoke
00007ff806a050ec (__TEXT,__text) non-external ___synthesize_bitmasks_multiple_block_invoke
00007ff8069fe85e (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
00007ff8069fd6d4 (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
00007ff8069e1daa (__TEXT,__text) non-external ___xpc2sc_block_invoke
00007ff8439bd260 (__DATA,__data) non-external __address_family_aliases_
00007ff8069f68d9 (__TEXT,__text) non-external __buffer_close
00007ff8069f6844 (__TEXT,__text) non-external __buffer_read
00007ff8069f67e8 (__TEXT,__text) non-external __buffer_seek
00007ff8069e74c0 (__TEXT,__text) non-external __calculate_graft_position
00007ff8069fe1eb (__TEXT,__text) non-external __condition_list_diff
00007ff8439c6410 (__DATA,__data) non-external __csop_aliases_
00007ff8439c0d10 (__DATA,__data) non-external __csr_aliases_
00007ff8069e171d (__TEXT,__text) non-external __define_list
00007ff8069e1966 (__TEXT,__text) non-external __define_symbol
00007ff8439c6b10 (__DATA,__data) non-external __errno_value_aliases_
00007ff8439c4dd0 (__DATA,__data) non-external __fcntl_command_aliases_
00007ff8069e7a78 (__TEXT,__text) non-external __flatten
00007ff8069f5958 (__TEXT,__text) non-external __free_error_pool
00007ff8439bd5f0 (__DATA,__data) non-external __fsctl_command_aliases_
00007ff8439c0df0 (__DATA,__data) non-external __host_special_port_aliases_
00007ff8439be4f0 (__DATA,__data) non-external __ioctl_command_aliases_
00007ff8439c6880 (__DATA,__data) non-external __iopolicy_policy_aliases_
00007ff8439c6840 (__DATA,__data) non-external __iopolicy_scope_aliases_
00007ff8439c6740 (__DATA,__data) non-external __iopolicy_type_aliases_
00007ff8439c6540 (__DATA,__data) non-external __kas_info_aliases_
00007ff8439c6590 (__DATA,__data) non-external __mach_exception_behavior_aliases_
00007ff8439c65f0 (__DATA,__data) non-external __mach_exception_type_aliases_
00007ff8439c3410 (__DATA,__data) non-external __machtrap_aliases_
00007ff8069e17de (__TEXT,__text) non-external __make_list_v
00007ff8069f6b5a (__TEXT,__text) non-external __mbuf_close
00007ff8069fecb3 (__TEXT,__text) non-external __mbuf_read
00007ff8069fed86 (__TEXT,__text) non-external __mbuf_seek
00007ff8069f6adc (__TEXT,__text) non-external __mbuf_write
00007ff8439c60f0 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00007ff8439c3800 (__DATA,__data) non-external __mig_routine_aliases_
00007ff8439c5ef0 (__DATA,__data) non-external __necp_client_action_aliases_
00007ff8069f2c5e (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff8069e1e87 (__TEXT,__text) non-external __parse_file
00007ff8439c16c0 (__DATA,__data) non-external __persona_aliases_
00007ff8069fbf9c (__TEXT,__text) non-external __prepare_instructions
00007ff8439c0880 (__DATA,__data) non-external __privilege_aliases_
00007ff8069f5553 (__TEXT,__text) non-external __push_match_byteset_instr
00007ff8069de6a4 (__TEXT,__text) non-external __s_return
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
00007ff8069f0e0a (__TEXT,__text) non-external __sb_condition_list_remove_index
00007ff8069e4d1f (__TEXT,__text) non-external __sb_condition_pattern_of_type
00007ff8069f43cb (__TEXT,__text) non-external __sb_condition_traverse_filters
00007ff8069f9f01 (__TEXT,__text) non-external __sb_fsa_disjunction
00007ff8069e6f59 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00007ff8069f9cff (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
00007ff8069ec0dd (__TEXT,__text) non-external __sb_fsa_serialize
00007ff8069fdf2b (__TEXT,__text) non-external __sb_instr_error_with_formatv
00007ff8069eb954 (__TEXT,__text) non-external __sb_pattern_is_literal
00007ff8069f9b9d (__TEXT,__text) non-external __sb_realloc_vector_typed
00007ff806a0417b (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
00007ff8069ebcb4 (__TEXT,__text) non-external __sb_value_is_equivalent
00007ff8069fcf28 (__TEXT,__text) non-external __sb_value_matches_subset
00007ff8069febec (__TEXT,__text) non-external __set_modifier_string
00007ff8439c0fc0 (__DATA,__data) non-external __signal_aliases_
00007ff8439c52e0 (__DATA,__data) non-external __socket_option_level_aliases_
00007ff8439c5980 (__DATA,__data) non-external __socket_option_name_aliases_
00007ff8439bd520 (__DATA,__data) non-external __socket_type_aliases_
00007ff8439c1740 (__DATA,__data) non-external __syscall_aliases_
00007ff8439c6370 (__DATA,__data) non-external __task_special_port_aliases_
00007ff8439c13e0 (__DATA,__data) non-external __usb_interface_class_aliases_
00007ff8439c14f0 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff8069e8e06 (__TEXT,__text) non-external _all_args_pass_test
00007ff8069dad6e (__TEXT,__text) non-external _alloc_cellseg
00007ff8069ea611 (__TEXT,__text) non-external _alloc_literal
00007ff8069e37aa (__TEXT,__text) non-external _arg_is_condition
00007ff806a0250b (__TEXT,__text) non-external _arg_is_message_filter
00007ff8069e8ec7 (__TEXT,__text) non-external _arg_is_modifier
00007ff8069e381a (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
00007ff8069e5420 (__TEXT,__text) non-external _assert_is_mutable
00007ff8069fd55c (__TEXT,__text) non-external _assert_is_mutable.361
00007ff8069f77f5 (__TEXT,__text) non-external _atom2str
00007ff806a0592f (__TEXT,__text) non-external _atom2str.cold.1
00007ff806a05952 (__TEXT,__text) non-external _atom2str.cold.2
00007ff806a05975 (__TEXT,__text) non-external _atom2str.cold.3
00007ff806a05998 (__TEXT,__text) non-external _atom2str.cold.4
00007ff806a059bb (__TEXT,__text) non-external _atom2str.cold.5
00007ff806a059de (__TEXT,__text) non-external _atom2str.cold.6
00007ff806a05a01 (__TEXT,__text) non-external _atom2str.cold.7
00007ff806a05a24 (__TEXT,__text) non-external _atom2str.cold.8
00007ff8069dd323 (__TEXT,__text) non-external _backchar
00007ff8069e27f5 (__TEXT,__text) non-external _backtrace_pop
00007ff806a058a3 (__TEXT,__text) non-external _backtrace_pop.cold.1
00007ff8069db8e2 (__TEXT,__text) non-external _backtrace_push
00007ff8069fa3e4 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
00007ff8069ef50e (__TEXT,__text) non-external _can_combine_conjunction
00007ff8069ef49b (__TEXT,__text) non-external _can_combine_disjunction
00007ff8069f0748 (__TEXT,__text) non-external _candidate_list_lookup
00007ff8069f114c (__TEXT,__text) non-external _candidate_list_remove
00007ff8069f3b34 (__TEXT,__text) non-external _candidate_set_release
00007ff8069e370a (__TEXT,__text) non-external _car
00007ff8069e3759 (__TEXT,__text) non-external _cdr
00007ff8069f4199 (__TEXT,__text) non-external _check_dependencies
00007ff8069ff4c8 (__TEXT,__text) non-external _check_instruction
00007ff8069ff5bf (__TEXT,__text) non-external _check_policy
                 (undefined) external _clearerr (from libSystem)
00007ff806a03d67 (__TEXT,__text) non-external _collect_filters_into_syscallmask
00007ff8069d7ae9 (__TEXT,__text) non-external _compile
00007ff8069e44b4 (__TEXT,__text) non-external _compute_cost_estimate
00007ff8069e4258 (__TEXT,__text) non-external _compute_hash
00007ff8069fcd64 (__TEXT,__text) non-external _compute_hash.274
00007ff8069e7f37 (__TEXT,__text) non-external _condition_free_callback
00007ff8069ffb92 (__TEXT,__text) non-external _condition_has_nested_condition_list
00007ff8069f33ed (__TEXT,__text) non-external _condition_with_patterns_combined
00007ff8069f92f5 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
00007ff8069eacca (__TEXT,__text) non-external _construct_automaton
00007ff8069f3c3c (__TEXT,__text) non-external _create_pattern_disjunctions
00007ff8069efb7f (__TEXT,__text) non-external _cse
00007ff8069efe95 (__TEXT,__text) non-external _cse_inferior_list
00007ff8069efd45 (__TEXT,__text) non-external _cse_multiple
00007ff8069f1920 (__TEXT,__text) non-external _dce
00007ff8069e5805 (__TEXT,__text) non-external _decorate_condition
00007ff8069e21b0 (__TEXT,__text) non-external _decorate_operation
00007ff8069fde76 (__TEXT,__text) non-external _die_die_die
