                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007fff2d6b4220 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
00007fff2d6aab36 (__TEXT,__text) external _krb5_address_compare
00007fff2d6aab3e (__TEXT,__text) external _krb5_address_order
00007fff2d6aab46 (__TEXT,__text) external _krb5_address_search
00007fff2d6aab4e (__TEXT,__text) external _krb5_aname_to_localname
00007fff2d6ae768 (__TEXT,__text) external _krb5_appdefault_boolean
00007fff2d6ae6d2 (__TEXT,__text) external _krb5_appdefault_string
                 (undefined) external _krb5_auth_con_free (from Heimdal)
                 (indirect) external _krb5_auth_con_free (for _krb5_auth_con_free)
                 (undefined) external _krb5_auth_con_genaddrs (from Heimdal)
                 (indirect) external _krb5_auth_con_genaddrs (for _krb5_auth_con_genaddrs)
00007fff2d6aab56 (__TEXT,__text) external _krb5_auth_con_get_checksum_func
00007fff2d6b4cd6 (__TEXT,__text) external _krb5_auth_con_getaddrs
00007fff2d6b4d96 (__TEXT,__text) external _krb5_auth_con_getauthenticator
                 (undefined) external _krb5_auth_con_getflags (from Heimdal)
                 (indirect) external _krb5_auth_con_getflags (for _krb5_auth_con_getflags)
00007fff2d6b4d2e (__TEXT,__text) external _krb5_auth_con_getkey
                 (undefined) external _krb5_auth_con_getlocalseqnumber (from Heimdal)
                 (indirect) external _krb5_auth_con_getlocalseqnumber (for _krb5_auth_con_getlocalseqnumber)
00007fff2d6b4dc4 (__TEXT,__text) external _krb5_auth_con_getlocalsubkey
00007fff2d6b4d68 (__TEXT,__text) external _krb5_auth_con_getrcache
00007fff2d6aab5e (__TEXT,__text) external _krb5_auth_con_getrecvsubkey
                 (undefined) external _krb5_auth_con_getremoteseqnumber (from Heimdal)
                 (indirect) external _krb5_auth_con_getremoteseqnumber (for _krb5_auth_con_getremoteseqnumber)
00007fff2d6b4e4a (__TEXT,__text) external _krb5_auth_con_getremotesubkey
00007fff2d6aab69 (__TEXT,__text) external _krb5_auth_con_getsendsubkey
                 (undefined) external _krb5_auth_con_init (from Heimdal)
                 (indirect) external _krb5_auth_con_init (for _krb5_auth_con_init)
00007fff2d6aab74 (__TEXT,__text) external _krb5_auth_con_initivector
00007fff2d6aab7c (__TEXT,__text) external _krb5_auth_con_set_checksum_func
00007fff2d6b4cb9 (__TEXT,__text) external _krb5_auth_con_setaddrs
                 (undefined) external _krb5_auth_con_setflags (from Heimdal)
                 (indirect) external _krb5_auth_con_setflags (for _krb5_auth_con_setflags)
00007fff2d6b4d11 (__TEXT,__text) external _krb5_auth_con_setports
00007fff2d6b4d4b (__TEXT,__text) external _krb5_auth_con_setrcache
00007fff2d6aab84 (__TEXT,__text) external _krb5_auth_con_setrecvsubkey
00007fff2d6aab8c (__TEXT,__text) external _krb5_auth_con_setsendsubkey
00007fff2d6aab94 (__TEXT,__text) external _krb5_auth_con_setuseruserkey
00007fff2d6aeadf (__TEXT,__text) external _krb5_build_principal
00007fff2d6aab9c (__TEXT,__text) external _krb5_build_principal_alloc_va
00007fff2d6ae9c8 (__TEXT,__text) external _krb5_build_principal_ext
00007fff2d6aaba7 (__TEXT,__text) external _krb5_build_principal_va
00007fff2d6aabb2 (__TEXT,__text) external _krb5_c_block_size
00007fff2d6aabba (__TEXT,__text) external _krb5_c_checksum_length
00007fff2d6b606b (__TEXT,__text) external _krb5_c_decrypt
00007fff2d6b618c (__TEXT,__text) external _krb5_c_encrypt
00007fff2d6b62ac (__TEXT,__text) external _krb5_c_encrypt_length
00007fff2d6aabc2 (__TEXT,__text) external _krb5_c_enctype_compare
00007fff2d6aabca (__TEXT,__text) external _krb5_c_free_state
00007fff2d6aabd2 (__TEXT,__text) external _krb5_c_init_state
00007fff2d6aabda (__TEXT,__text) external _krb5_c_is_coll_proof_cksum
00007fff2d6aabe2 (__TEXT,__text) external _krb5_c_is_keyed_cksum
00007fff2d6aabea (__TEXT,__text) external _krb5_c_keyed_checksum_types
00007fff2d6aabf2 (__TEXT,__text) external _krb5_c_make_checksum
00007fff2d6aabfa (__TEXT,__text) external _krb5_c_make_random_key
00007fff2d6aac02 (__TEXT,__text) external _krb5_c_random_add_entropy
00007fff2d6aac0a (__TEXT,__text) external _krb5_c_random_make_octets
00007fff2d6aac12 (__TEXT,__text) external _krb5_c_random_os_entropy
00007fff2d6aac1a (__TEXT,__text) external _krb5_c_random_seed
00007fff2d6b5e4b (__TEXT,__text) external _krb5_c_string_to_key
00007fff2d6aac22 (__TEXT,__text) external _krb5_c_string_to_key_with_params
00007fff2d6aac2a (__TEXT,__text) external _krb5_c_valid_cksumtype
00007fff2d6aac32 (__TEXT,__text) external _krb5_c_valid_enctype
00007fff2d6aac3a (__TEXT,__text) external _krb5_c_verify_checksum
00007fff2d6aac42 (__TEXT,__text) external _krb5_calculate_checksum
00007fff2d6b3ae5 (__TEXT,__text) external _krb5_cc_cache_match
00007fff2d6b39fb (__TEXT,__text) external _krb5_cc_close
00007fff2d6aac4a (__TEXT,__text) external _krb5_cc_copy_creds
00007fff2d6b384a (__TEXT,__text) external _krb5_cc_default
                 (undefined) external _krb5_cc_default_name (from Heimdal)
                 (indirect) external _krb5_cc_default_name (for _krb5_cc_default_name)
                 (undefined) external _krb5_cc_destroy (from Heimdal)
                 (indirect) external _krb5_cc_destroy (for _krb5_cc_destroy)
00007fff2d6b3ca7 (__TEXT,__text) external _krb5_cc_end_seq_get
00007fff2d6b3ab0 (__TEXT,__text) external _krb5_cc_gen_new
00007fff2d6b3a19 (__TEXT,__text) external _krb5_cc_get_config
00007fff2d6b3a05 (__TEXT,__text) external _krb5_cc_get_name
00007fff2d6b3970 (__TEXT,__text) external _krb5_cc_get_principal
00007fff2d6b3a0f (__TEXT,__text) external _krb5_cc_get_type
00007fff2d6b38bb (__TEXT,__text) external _krb5_cc_initialize
00007fff2d6aac55 (__TEXT,__text) external _krb5_cc_last_change_time
00007fff2d6aac5d (__TEXT,__text) external _krb5_cc_lock
00007fff2d6aac65 (__TEXT,__text) external _krb5_cc_move
00007fff2d6b3a6b (__TEXT,__text) external _krb5_cc_new_unique
00007fff2d6b3c27 (__TEXT,__text) external _krb5_cc_next_cred
00007fff2d6aac70 (__TEXT,__text) external _krb5_cc_remove_cred
00007fff2d6b387b (__TEXT,__text) external _krb5_cc_resolve
00007fff2d6b3af3 (__TEXT,__text) external _krb5_cc_retrieve_cred
00007fff2d6aac78 (__TEXT,__text) external _krb5_cc_set_config
                 (undefined) external _krb5_cc_set_default_name (from Heimdal)
                 (indirect) external _krb5_cc_set_default_name (for _krb5_cc_set_default_name)
00007fff2d6aac80 (__TEXT,__text) external _krb5_cc_set_flags
                 (undefined) external _krb5_cc_start_seq_get (from Heimdal)
                 (indirect) external _krb5_cc_start_seq_get (for _krb5_cc_start_seq_get)
00007fff2d6b38fc (__TEXT,__text) external _krb5_cc_store_cred
00007fff2d6aac88 (__TEXT,__text) external _krb5_cc_unlock
                 (undefined) external _krb5_cccol_cursor_free (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_free (for _krb5_cccol_cursor_free)
                 (undefined) external _krb5_cccol_cursor_new (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_new (for _krb5_cccol_cursor_new)
                 (undefined) external _krb5_cccol_cursor_next (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_next (for _krb5_cccol_cursor_next)
00007fff2d6aac90 (__TEXT,__text) external _krb5_cccol_last_change_time
00007fff2d6aac98 (__TEXT,__text) external _krb5_cccol_lock
00007fff2d6aaca0 (__TEXT,__text) external _krb5_cccol_unlock
00007fff2d6b6348 (__TEXT,__text) external _krb5_change_password
00007fff2d6aaca8 (__TEXT,__text) external _krb5_checksum_size
00007fff2d6aacb0 (__TEXT,__text) external _krb5_cksumtype_to_string
                 (undefined) external _krb5_clear_error_message (from Heimdal)
                 (indirect) external _krb5_clear_error_message (for _krb5_clear_error_message)
00007fff2d6aacb8 (__TEXT,__text) external _krb5_copy_addresses
00007fff2d6aacc0 (__TEXT,__text) external _krb5_copy_authdata
00007fff2d6aacc8 (__TEXT,__text) external _krb5_copy_authenticator
00007fff2d6aacd0 (__TEXT,__text) external _krb5_copy_checksum
00007fff2d6aacd8 (__TEXT,__text) external _krb5_copy_context
00007fff2d6b3e4b (__TEXT,__text) external _krb5_copy_creds
00007fff2d6ae013 (__TEXT,__text) external _krb5_copy_data
00007fff2d6ad830 (__TEXT,__text) external _krb5_copy_keyblock
00007fff2d6ad7d7 (__TEXT,__text) external _krb5_copy_keyblock_contents
00007fff2d6aec63 (__TEXT,__text) external _krb5_copy_principal
00007fff2d6aace0 (__TEXT,__text) external _krb5_copy_ticket
00007fff2d6b3d09 (__TEXT,__text) external _krb5_decode_ticket
00007fff2d6aace8 (__TEXT,__text) external _krb5_decrypt
00007fff2d6aacf0 (__TEXT,__text) external _krb5_deltat_to_string
00007fff2d6aacf8 (__TEXT,__text) external _krb5_eblock_enctype
00007fff2d6aad00 (__TEXT,__text) external _krb5_encrypt
00007fff2d6aad08 (__TEXT,__text) external _krb5_encrypt_size
00007fff2d6ae3d6 (__TEXT,__text) external _krb5_enctype_to_string
00007fff2d6aad10 (__TEXT,__text) external _krb5_finish_key
00007fff2d6aad18 (__TEXT,__text) external _krb5_finish_random_key
00007fff2d6ae3f7 (__TEXT,__text) external _krb5_free_addresses
00007fff2d6adc78 (__TEXT,__text) external _krb5_free_ap_rep_enc_part
00007fff2d6ae21a (__TEXT,__text) external _krb5_free_authdata
00007fff2d6aad20 (__TEXT,__text) external _krb5_free_authenticator
00007fff2d6aad28 (__TEXT,__text) external _krb5_free_checksum
00007fff2d6aad30 (__TEXT,__text) external _krb5_free_checksum_contents
00007fff2d6aad38 (__TEXT,__text) external _krb5_free_cksumtypes
00007fff2d6aad40 (__TEXT,__text) external _krb5_free_config_files
00007fff2d6adeaa (__TEXT,__text) external _krb5_free_context
00007fff2d6ae062 (__TEXT,__text) external _krb5_free_cred_contents
00007fff2d6ae0fa (__TEXT,__text) external _krb5_free_creds
00007fff2d6adfdf (__TEXT,__text) external _krb5_free_data
00007fff2d6add43 (__TEXT,__text) external _krb5_free_data_contents
00007fff2d6aecf4 (__TEXT,__text) external _krb5_free_default_realm
00007fff2d6ae133 (__TEXT,__text) external _krb5_free_enc_tkt_part
00007fff2d6adceb (__TEXT,__text) external _krb5_free_error
                 (undefined) external _krb5_free_error_message (from Heimdal)
                 (indirect) external _krb5_free_error_message (for _krb5_free_error_message)
                 (undefined) external _krb5_free_host_realm (from Heimdal)
                 (indirect) external _krb5_free_host_realm (for _krb5_free_host_realm)
00007fff2d6adcb7 (__TEXT,__text) external _krb5_free_keyblock
00007fff2d6adf95 (__TEXT,__text) external _krb5_free_keyblock_contents
00007fff2d6b473b (__TEXT,__text) external _krb5_free_keytab_entry_contents
00007fff2d6aa686 (__TEXT,__text) external _krb5_free_krbhst
00007fff2d6aeca7 (__TEXT,__text) external _krb5_free_principal
00007fff2d6aad48 (__TEXT,__text) external _krb5_free_tgt_creds
00007fff2d6ae197 (__TEXT,__text) external _krb5_free_ticket
00007fff2d6aec37 (__TEXT,__text) external _krb5_free_unparsed_name
00007fff2d6aad50 (__TEXT,__text) external _krb5_fwd_tgt_creds
00007fff2d6b3d84 (__TEXT,__text) external _krb5_get_credentials
00007fff2d6aad58 (__TEXT,__text) external _krb5_get_credentials_renew
00007fff2d6aad63 (__TEXT,__text) external _krb5_get_credentials_validate
00007fff2d6aad6e (__TEXT,__text) external _krb5_get_default_config_files
                 (undefined) external _krb5_get_default_realm (from Heimdal)
                 (indirect) external _krb5_get_default_realm (for _krb5_get_default_realm)
00007fff2d6ae81e (__TEXT,__text) external _krb5_get_error_message
                 (undefined) external _krb5_get_host_realm (from Heimdal)
                 (indirect) external _krb5_get_host_realm (for _krb5_get_host_realm)
00007fff2d6aad76 (__TEXT,__text) external _krb5_get_in_tkt
00007fff2d6aad81 (__TEXT,__text) external _krb5_get_in_tkt_with_keytab
00007fff2d6ad3d7 (__TEXT,__text) external _krb5_get_in_tkt_with_password
00007fff2d6aad8c (__TEXT,__text) external _krb5_get_in_tkt_with_skey
00007fff2d6ad2b3 (__TEXT,__text) external _krb5_get_init_creds_keytab
00007fff2d6acef9 (__TEXT,__text) external _krb5_get_init_creds_opt_alloc
00007fff2d6acf3f (__TEXT,__text) external _krb5_get_init_creds_opt_free
00007fff2d6ace93 (__TEXT,__text) external _krb5_get_init_creds_opt_init
00007fff2d6ad08a (__TEXT,__text) external _krb5_get_init_creds_opt_set_address_list
00007fff2d6ad023 (__TEXT,__text) external _krb5_get_init_creds_opt_set_canonicalize
00007fff2d6aad97 (__TEXT,__text) external _krb5_get_init_creds_opt_set_change_password_prompt
00007fff2d6ad04c (__TEXT,__text) external _krb5_get_init_creds_opt_set_etype_list
00007fff2d6acfc7 (__TEXT,__text) external _krb5_get_init_creds_opt_set_forwardable
00007fff2d6aad9f (__TEXT,__text) external _krb5_get_init_creds_opt_set_pa
00007fff2d6ad090 (__TEXT,__text) external _krb5_get_init_creds_opt_set_preauth_list
00007fff2d6acedc (__TEXT,__text) external _krb5_get_init_creds_opt_set_process_last_req
00007fff2d6acff5 (__TEXT,__text) external _krb5_get_init_creds_opt_set_proxiable
00007fff2d6acf99 (__TEXT,__text) external _krb5_get_init_creds_opt_set_renew_life
                 (undefined) external _krb5_get_init_creds_opt_set_salt (from Heimdal)
                 (indirect) external _krb5_get_init_creds_opt_set_salt (for _krb5_get_init_creds_opt_set_salt)
00007fff2d6acf6b (__TEXT,__text) external _krb5_get_init_creds_opt_set_tkt_life
00007fff2d6ad0aa (__TEXT,__text) external _krb5_get_init_creds_password
00007fff2d6aa67b (__TEXT,__text) external _krb5_get_krbhst
00007fff2d6aada7 (__TEXT,__text) external _krb5_get_permitted_enctypes
00007fff2d6aadaf (__TEXT,__text) external _krb5_get_profile
00007fff2d6aadb7 (__TEXT,__text) external _krb5_get_prompt_types
00007fff2d6aedc4 (__TEXT,__text) external _krb5_get_realm_domain
00007fff2d6ae5cd (__TEXT,__text) external _krb5_get_renewed_creds
00007fff2d6ae453 (__TEXT,__text) external _krb5_get_server_rcache
00007fff2d6aadbf (__TEXT,__text) external _krb5_get_time_offsets
00007fff2d6ae565 (__TEXT,__text) external _krb5_get_validated_creds
00007fff8156d710 (__DATA,__const) external _krb5_gss_oid_array
                 (undefined) external _krb5_gss_register_acceptor_identity (from GSS)
                 (indirect) external _krb5_gss_register_acceptor_identity (for _krb5_gss_register_acceptor_identity)
00007fff2d6aadc7 (__TEXT,__text) external _krb5_gss_use_kdc_context
00007fff2d6aa359 (__TEXT,__text) external _krb5_init_context
00007fff2d6aadcf (__TEXT,__text) external _krb5_init_keyblock
00007fff2d6aadd7 (__TEXT,__text) external _krb5_init_random_key
00007fff2d6ade7e (__TEXT,__text) external _krb5_init_secure_context
00007fff2d6aaddf (__TEXT,__text) external _krb5_ipc_client_clear_target
00007fff2d6aade7 (__TEXT,__text) external _krb5_ipc_client_set_target_uid
00007fff2d6aadef (__TEXT,__text) external _krb5_is_config_principal
00007fff2d6aadf7 (__TEXT,__text) external _krb5_is_referral_realm
00007fff2d6aadff (__TEXT,__text) external _krb5_is_thread_safe
00007fff2d6b4bdd (__TEXT,__text) external _krb5_kt_add_entry
                 (undefined) external _krb5_kt_close (from Heimdal)
                 (indirect) external _krb5_kt_close (for _krb5_kt_close)
00007fff2d6b49a9 (__TEXT,__text) non-external _krb5_kt_copy_entry_contents
                 (undefined) external _krb5_kt_default (from Heimdal)
                 (indirect) external _krb5_kt_default (for _krb5_kt_default)
                 (undefined) external _krb5_kt_default_name (from Heimdal)
                 (indirect) external _krb5_kt_default_name (for _krb5_kt_default_name)
00007fff2d6b47ab (__TEXT,__text) external _krb5_kt_end_seq_get
00007fff2d6b4a3a (__TEXT,__text) non-external _krb5_kt_free_entry
00007fff2d6b4801 (__TEXT,__text) external _krb5_kt_get_entry
00007fff2d6b4a98 (__TEXT,__text) external _krb5_kt_get_name
00007fff2d6b4c69 (__TEXT,__text) external _krb5_kt_get_type
00007fff8156e6e0 (__DATA,__bss) non-external _krb5_kt_get_type.name
00007fff2d6b469c (__TEXT,__text) external _krb5_kt_next_entry
00007fff2d6b4aa4 (__TEXT,__text) external _krb5_kt_read_service_key
00007fff2d6b4b66 (__TEXT,__text) external _krb5_kt_remove_entry
                 (undefined) external _krb5_kt_resolve (from Heimdal)
                 (indirect) external _krb5_kt_resolve (for _krb5_kt_resolve)
00007fff2d6b4632 (__TEXT,__text) external _krb5_kt_start_seq_get
00007fff2d6ae691 (__TEXT,__text) external _krb5_kuserok
00007fff2d6aae07 (__TEXT,__text) external _krb5_mk_1cred
00007fff2d6aae12 (__TEXT,__text) external _krb5_mk_error
00007fff2d6aae1d (__TEXT,__text) external _krb5_mk_ncred
00007fff2d6b583e (__TEXT,__text) external _krb5_mk_priv
00007fff2d6aae28 (__TEXT,__text) external _krb5_mk_rep
00007fff2d6b548c (__TEXT,__text) external _krb5_mk_req
00007fff2d6b5548 (__TEXT,__text) external _krb5_mk_req_extended
00007fff2d6b58fa (__TEXT,__text) external _krb5_mk_safe
00007fff2d6ae462 (__TEXT,__text) external _krb5_os_localaddr
00007fff2d6ae938 (__TEXT,__text) external _krb5_parse_name
00007fff2d6ae947 (__TEXT,__text) external _krb5_parse_name_flags
00007fff2d6ae30a (__TEXT,__text) external _krb5_pkinit_cert_hash_str
00007fff2d6aae33 (__TEXT,__text) external _krb5_pkinit_get_client_cert
00007fff2d6aae3e (__TEXT,__text) external _krb5_pkinit_get_client_cert_db
00007fff2d6aae49 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert
00007fff2d6aae54 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert_db
00007fff2d6aae5f (__TEXT,__text) external _krb5_pkinit_have_client_cert
00007fff2d6aae67 (__TEXT,__text) external _krb5_pkinit_release_cert
00007fff2d6aae6f (__TEXT,__text) external _krb5_pkinit_release_cert_db
00007fff2d6aae77 (__TEXT,__text) external _krb5_pkinit_set_client_cert
00007fff2d6b5f6a (__TEXT,__text) external _krb5_principal2salt
00007fff2d6aeda0 (__TEXT,__text) external _krb5_principal_compare
00007fff2d6aae82 (__TEXT,__text) external _krb5_process_key
00007fff2d6ae55a (__TEXT,__text) external _krb5_prompter_posix
00007fff2d6aae8a (__TEXT,__text) external _krb5_random_key
00007fff2d6aae92 (__TEXT,__text) external _krb5_rd_cred
00007fff2d6aae9d (__TEXT,__text) external _krb5_rd_error
00007fff2d6b5314 (__TEXT,__text) external _krb5_rd_priv
00007fff2d6aaea8 (__TEXT,__text) external _krb5_rd_rep
00007fff2d6b4ed0 (__TEXT,__text) external _krb5_rd_req
00007fff2d6b53d0 (__TEXT,__text) external _krb5_rd_safe
00007fff2d6aaeb3 (__TEXT,__text) external _krb5_read_password
00007fff2d6aedb2 (__TEXT,__text) external _krb5_realm_compare
00007fff2d6b5131 (__TEXT,__text) external _krb5_recvauth
00007fff2d6b5204 (__TEXT,__text) external _krb5_recvauth_version
00007fff2d6aaebb (__TEXT,__text) external _krb5_salttype_to_string
00007fff2d6b5620 (__TEXT,__text) external _krb5_sendauth
00007fff2d6aaec3 (__TEXT,__text) external _krb5_server_decrypt_ticket_keytab
                 (undefined) external _krb5_set_default_realm (from Heimdal)
                 (indirect) external _krb5_set_default_realm (for _krb5_set_default_realm)
00007fff2d6b600d (__TEXT,__text) external _krb5_set_default_tgs_enctypes
00007fff2d6b5fdc (__TEXT,__text) external _krb5_set_default_tgs_ktypes
                 (undefined) external _krb5_set_error_message (from Heimdal)
                 (indirect) external _krb5_set_error_message (for _krb5_set_error_message)
00007fff2d6b5d4b (__TEXT,__text) external _krb5_set_password
00007fff2d6b5c7b (__TEXT,__text) external _krb5_set_password_using_ccache
00007fff2d6aaecb (__TEXT,__text) external _krb5_set_principal_realm
00007fff2d6ae635 (__TEXT,__text) external _krb5_set_real_time
00007fff2d6aed20 (__TEXT,__text) external _krb5_sname_to_principal
00007fff2d6aaed3 (__TEXT,__text) external _krb5_string_to_cksumtype
00007fff2d6ae538 (__TEXT,__text) external _krb5_string_to_deltat
00007fff2d6aaedb (__TEXT,__text) external _krb5_string_to_enctype
00007fff2d6b5f16 (__TEXT,__text) external _krb5_string_to_key
00007fff2d6aaee3 (__TEXT,__text) external _krb5_string_to_salttype
00007fff2d6b59b6 (__TEXT,__text) external _krb5_string_to_timestamp
00007fff8156d940 (__DATA,__const) non-external _krb5_string_to_timestamp.atime_format_table
00007fff2d6ae2c3 (__TEXT,__text) external _krb5_timeofday
00007fff2d6aaeeb (__TEXT,__text) external _krb5_timestamp_to_sfstring
00007fff2d6aaef3 (__TEXT,__text) external _krb5_timestamp_to_string
00007fff2d6aebf6 (__TEXT,__text) external _krb5_unparse_name
00007fff2d6aaefb (__TEXT,__text) external _krb5_unparse_name_ext
00007fff2d6aaf06 (__TEXT,__text) external _krb5_unparse_name_flags
00007fff2d6aaf11 (__TEXT,__text) external _krb5_unparse_name_flags_ext
00007fff2d6ae25f (__TEXT,__text) external _krb5_us_timeofday
00007fff8156e730 (__DATA,__common) external _krb5_use_broken_arcfour_string2key
00007fff2d6b603e (__TEXT,__text) external _krb5_use_enctype
00007fff2d6aaf1c (__TEXT,__text) external _krb5_verify_checksum
00007fff2d6ad4e4 (__TEXT,__text) external _krb5_verify_init_creds
00007fff2d6ad4be (__TEXT,__text) external _krb5_verify_init_creds_opt_init
00007fff2d6ad4cb (__TEXT,__text) external _krb5_verify_init_creds_opt_set_ap_req_nofail
                 (undefined) external _krb5_vset_error_message (from Heimdal)
                 (indirect) external _krb5_vset_error_message (for _krb5_vset_error_message)
00007fff2d6aaf24 (__TEXT,__text) external _krb5int_accessor
00007fff2d6aaf2f (__TEXT,__text) external _krb5int_freeaddrinfo
00007fff2d6aaf37 (__TEXT,__text) external _krb5int_gai_strerror
00007fff2d6aaf3f (__TEXT,__text) external _krb5int_getaddrinfo
00007fff2d6aaf47 (__TEXT,__text) external _krb5int_gmt_mktime
00007fff2d6aaf4f (__TEXT,__text) external _krb5int_init_context_kdc
00007fff2d6aaf5a (__TEXT,__text) external _krb5int_pkinit_auth_pack_decode
00007fff2d6aaf65 (__TEXT,__text) external _krb5int_pkinit_create_cms_msg
00007fff2d6aaf70 (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_rep_encode
00007fff2d6aaf7b (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_req_decode
00007fff2d6aaf86 (__TEXT,__text) external _krb5int_pkinit_parse_cms_msg
00007fff2d6aaf91 (__TEXT,__text) external _krb5int_pkinit_reply_key_pack_encode
00007fff8156de60 (__DATA,__data) non-external _krb5int_profile_shared_data
00007fff2d6b41ec (__TEXT,__text) external _krb__get_srvtabname
00007fff2d6b3f38 (__TEXT,__text) external _krb_change_password
00007fff2d6b4044 (__TEXT,__text) external _krb_check_auth
00007fff2d6b4166 (__TEXT,__text) external _krb_delete_cred
00007fff2d6b4192 (__TEXT,__text) external _krb_get_admhst
00007fff2d6b4103 (__TEXT,__text) external _krb_get_cred
00007fff2d6b3f4e (__TEXT,__text) external _krb_get_err_text
00007fff2d6b3f8d (__TEXT,__text) external _krb_get_in_tkt
00007fff2d6b3f98 (__TEXT,__text) external _krb_get_in_tkt_creds
00007fff2d6b419d (__TEXT,__text) external _krb_get_krbhst
00007fff2d6b4187 (__TEXT,__text) external _krb_get_lrealm
00007fff2d6b415b (__TEXT,__text) external _krb_get_nth_cred
00007fff2d6b4153 (__TEXT,__text) external _krb_get_num_cred
00007fff2d6b3fa3 (__TEXT,__text) external _krb_get_phost
00007fff2d6b417c (__TEXT,__text) external _krb_get_profile
00007fff2d6b3fd7 (__TEXT,__text) external _krb_get_pw_in_tkt
00007fff2d6b3fe2 (__TEXT,__text) external _krb_get_pw_in_tkt_creds
00007fff2d6b3ff8 (__TEXT,__text) external _krb_get_svc_in_tkt
00007fff2d6b40f8 (__TEXT,__text) external _krb_get_tf_fullname
00007fff2d6b40ed (__TEXT,__text) external _krb_get_tf_realm
00007fff2d6b4003 (__TEXT,__text) external _krb_get_ticket_for_service
00007fff2d6b41e4 (__TEXT,__text) external _krb_life_to_time
00007fff2d6b404f (__TEXT,__text) external _krb_mk_auth
00007fff2d6b405a (__TEXT,__text) external _krb_mk_err
00007fff2d6b4062 (__TEXT,__text) external _krb_mk_priv
00007fff2d6b406a (__TEXT,__text) external _krb_mk_req
00007fff2d6b4075 (__TEXT,__text) external _krb_mk_req_creds
00007fff2d6b4088 (__TEXT,__text) external _krb_mk_safe
00007fff2d6b409b (__TEXT,__text) external _krb_rd_err
00007fff2d6b40a6 (__TEXT,__text) external _krb_rd_priv
00007fff2d6b40ae (__TEXT,__text) external _krb_rd_req
00007fff2d6b40b9 (__TEXT,__text) external _krb_rd_req_int
00007fff2d6b40c4 (__TEXT,__text) external _krb_rd_safe
00007fff2d6b41a8 (__TEXT,__text) external _krb_realmofhost
00007fff2d6b40d7 (__TEXT,__text) external _krb_recvauth
00007fff2d6b40e2 (__TEXT,__text) external _krb_sendauth
00007fff2d6b4080 (__TEXT,__text) external _krb_set_lifetime
00007fff2d6b4142 (__TEXT,__text) external _krb_set_tkt_string
00007fff2d6b41dc (__TEXT,__text) external _krb_time_to_life
00007fff2d6b403c (__TEXT,__text) external _kuserok
                 (undefined) external _link (from libSystem)
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc (from libSystem)
00007fff2d6ae896 (__TEXT,__text) non-external _map_mit_principal
00007fff2d6b52e0 (__TEXT,__text) non-external _match_appl_version
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _mktime (from libSystem)
00007fff2d6ad617 (__TEXT,__text) non-external (was a private external) _mshim_ctx
00007fff2d6b63ab (__TEXT,__text) non-external _mshim_ctx.cold.1
00007fff8156da50 (__DATA,__data) non-external _mshim_ctx.key
00007fff8156da48 (__DATA,__data) non-external _mshim_ctx.once
00007fff2d6ad5b1 (__TEXT,__text) non-external (was a private external) _mshim_failure
00007fff2d6ad21c (__TEXT,__text) non-external _mshim_gic_opt
00007fff2d6adc01 (__TEXT,__text) non-external (was a private external) _mshim_haprepencpart2maprepencpart
00007fff2d6ada2e (__TEXT,__text) non-external (was a private external) _mshim_hcred2mcred
00007fff2d6ad6f9 (__TEXT,__text) non-external (was a private external) _mshim_hdata2mdata
