00007ff8400f6990 (__DATA,__data) external _NDR_record
00007ff801071ceb (__TEXT,__text) external _mach_vm_update_pointers_with_remote_tags
00007ff80107483f (__TEXT,__text) external _mach_vm_wire
00007ff80107b23c (__TEXT,__text) external _mach_vm_write
00007ff8010891c3 (__TEXT,__text) external _mach_voucher_attr_command
00007ff801064f34 (__TEXT,__text) external _mach_voucher_deallocate
00007ff801089412 (__TEXT,__text) external _mach_voucher_debug_info
00007ff801088fd4 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff801088bfe (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff80107164e (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff80105f28c (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff80105f2c8 (__TEXT,__text) external _mach_wait_until
00007ff801076969 (__TEXT,__text) external _mach_zone_force_gc
00007ff801077716 (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff8010775c7 (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff8010767e7 (__TEXT,__text) external _mach_zone_info
00007ff8010773d5 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff801077267 (__TEXT,__text) external _mach_zone_info_for_zone
00007ff80105f238 (__TEXT,__text) external _macx_backing_store_recovery
00007ff80105f22c (__TEXT,__text) external _macx_backing_store_suspend
00007ff80105f208 (__TEXT,__text) external _macx_swapoff
00007ff80105f1fc (__TEXT,__text) external _macx_swapon
00007ff80105f220 (__TEXT,__text) external _macx_triggers
00007ff801061854 (__TEXT,__text) external _madvise
00007ff8400f6af8 (__DATA,__bss) non-external _master_host_port
00007ff801062345 (__TEXT,__text) non-external _memcpy
00007ff80106186c (__TEXT,__text) external _memorystatus_control
00007ff801061884 (__TEXT,__text) external _memorystatus_get_level
00007ff801062353 (__TEXT,__text) non-external _memset
00007ff801064fc0 (__TEXT,__text) external _mig_allocate
00007ff80106518f (__TEXT,__text) external _mig_dealloc_reply_port
00007ff8010712ce (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff801065008 (__TEXT,__text) external _mig_deallocate
00007ff801065122 (__TEXT,__text) external _mig_get_reply_port
00007ff8010712a8 (__TEXT,__text) external _mig_get_special_reply_port
00007ff8010651f6 (__TEXT,__text) external _mig_put_reply_port
00007ff8010650ef (__TEXT,__text) external _mig_reply_setup
00007ff8010651f7 (__TEXT,__text) external _mig_strncpy
00007ff80106522a (__TEXT,__text) external _mig_strncpy_zerofill
00007ff80106189c (__TEXT,__text) external _mincore
00007ff8010618b4 (__TEXT,__text) external _minherit
00007ff80105f2ec (__TEXT,__text) external _mk_timer_arm
00007ff80105f304 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff80105f2f8 (__TEXT,__text) external _mk_timer_cancel
00007ff80105f2d4 (__TEXT,__text) external _mk_timer_create
00007ff80105f2e0 (__TEXT,__text) external _mk_timer_destroy
00007ff8010618cc (__TEXT,__text) external _mkdir
00007ff8010618e4 (__TEXT,__text) external _mkdirat
00007ff8010618fc (__TEXT,__text) external _mkfifo
00007ff801061914 (__TEXT,__text) external _mkfifoat
00007ff80106192c (__TEXT,__text) external _mknod
00007ff801061944 (__TEXT,__text) external _mknodat
00007ff80106195c (__TEXT,__text) external _mlock
00007ff801061974 (__TEXT,__text) external _mlockall
00007ff80106d950 (__TEXT,__text) external _mmap
00007ff80106198c (__TEXT,__text) external _mount
00007ff801060184 (__TEXT,__text) external _mprotect
00007ff8010619a4 (__TEXT,__text) external _mremap_encrypted
00007ff801065378 (__TEXT,__text) external _msg_receive
00007ff80106536c (__TEXT,__text) external _msg_rpc
00007ff801065372 (__TEXT,__text) external _msg_send
00007ff80106019c (__TEXT,__text) external _msgctl
00007ff8010619bc (__TEXT,__text) external _msgget
00007ff8010619d4 (__TEXT,__text) external _msgrcv
00007ff8010601b4 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff8010619ec (__TEXT,__text) external _msgsnd
00007ff8010601cc (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff8010601e4 (__TEXT,__text) external _msgsys
00007ff8010601fc (__TEXT,__text) external _msync
00007ff801060214 (__TEXT,__text) external _msync$NOCANCEL
00007ff801061a04 (__TEXT,__text) external _munlock
00007ff801061a1c (__TEXT,__text) external _munlockall
00007ff801072109 (__TEXT,__text) external _munmap
00007ff801061a34 (__TEXT,__text) external _necp_client_action
00007ff801061a4c (__TEXT,__text) external _necp_match_policy
00007ff801061a64 (__TEXT,__text) external _necp_open
00007ff801061a7c (__TEXT,__text) external _necp_session_action
00007ff801061a94 (__TEXT,__text) external _necp_session_open
00007ff801061aac (__TEXT,__text) external _net_qos_guideline
00007ff801061ac4 (__TEXT,__text) external _netagent_trigger
00007ff80107e75a (__TEXT,__text) external _netname_check_in
00007ff80107eb7a (__TEXT,__text) external _netname_check_out
00007ff80107e906 (__TEXT,__text) external _netname_look_up
00007ff80107ed1c (__TEXT,__text) external _netname_version
00007ff801067892 (__TEXT,__text) external _nfsclnt
00007ff801061adc (__TEXT,__text) external _nfssvc
00007ff8400f6980 (__DATA,__data) external _non_boost_assertion_token
00007ff8400f6978 (__DATA,__data) external _normal_boost_assertion_token
00007ff801061af4 (__TEXT,__text) external _ntp_adjtime
00007ff801061b0c (__TEXT,__text) external _ntp_gettime
00007ff801061b24 (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff80106f52c (__TEXT,__text) external _open
00007ff8010678fa (__TEXT,__text) external _open$NOCANCEL
00007ff8010701fc (__TEXT,__text) external _open_dprotected_np
00007ff80106f5eb (__TEXT,__text) external _openat
00007ff8010679b9 (__TEXT,__text) external _openat$NOCANCEL
00007ff8010703af (__TEXT,__text) external _openat_authenticated_np
00007ff8010702d5 (__TEXT,__text) external _openat_dprotected_np
00007ff801061b3c (__TEXT,__text) external _openbyid_np
00007ff80106357f (__TEXT,__text) external _os_buflet_get_data_address
00007ff801063566 (__TEXT,__text) external _os_buflet_get_data_length
00007ff801063584 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff801063562 (__TEXT,__text) external _os_buflet_get_data_offset
00007ff801063576 (__TEXT,__text) external _os_buflet_get_object_address
00007ff80106357b (__TEXT,__text) external _os_buflet_get_object_limit
00007ff801063570 (__TEXT,__text) external _os_buflet_set_data_length
00007ff80106356a (__TEXT,__text) external _os_buflet_set_data_offset
00007ff80106b7d6 (__TEXT,__text) external _os_channel_advance_slot
00007ff80106c055 (__TEXT,__text) external _os_channel_attr_clone
00007ff80106c010 (__TEXT,__text) external _os_channel_attr_create
00007ff80106c214 (__TEXT,__text) external _os_channel_attr_destroy
00007ff80106c378 (__TEXT,__text) external _os_channel_attr_get
00007ff80106c4d0 (__TEXT,__text) external _os_channel_attr_get_key
00007ff80106c262 (__TEXT,__text) external _os_channel_attr_set
00007ff80106c11b (__TEXT,__text) external _os_channel_attr_set_key
00007ff80106b79e (__TEXT,__text) external _os_channel_available_slot_count
00007ff80106d59e (__TEXT,__text) external _os_channel_buflet_alloc
00007ff80106d094 (__TEXT,__text) external _os_channel_buflet_free
00007ff80106d579 (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff80106b4fe (__TEXT,__text) external _os_channel_create
00007ff80106aafe (__TEXT,__text) external _os_channel_create_extended
00007ff80106b63a (__TEXT,__text) external _os_channel_destroy
00007ff80106d4f4 (__TEXT,__text) external _os_channel_event_free
00007ff801070fd5 (__TEXT,__text) external _os_channel_event_get_event_data
00007ff801070f4b (__TEXT,__text) external _os_channel_event_get_next_event
00007ff80106bd9f (__TEXT,__text) external _os_channel_flow_admissible
00007ff80106bec8 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00007ff80106becb (__TEXT,__text) external _os_channel_flow_adv_get_feedback
00007ff80106bd84 (__TEXT,__text) external _os_channel_get_advisory_region
00007ff80106b50d (__TEXT,__text) external _os_channel_get_fd
00007ff80106d4f9 (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff80106d1d8 (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff80106b825 (__TEXT,__text) external _os_channel_get_next_slot
00007ff80106bd24 (__TEXT,__text) external _os_channel_get_stats_region
00007ff80106d75b (__TEXT,__text) external _os_channel_get_upp_buffer_stats
00007ff80106b2e4 (__TEXT,__text) non-external _os_channel_info2attr
00007ff80106b406 (__TEXT,__text) non-external _os_channel_init_ring
00007ff80106b698 (__TEXT,__text) external _os_channel_is_defunct
00007ff80106c88d (__TEXT,__text) external _os_channel_large_packet_alloc
00007ff80106c52d (__TEXT,__text) external _os_channel_packet_alloc
00007ff80106c534 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00007ff80106c897 (__TEXT,__text) external _os_channel_packet_free
00007ff80106cc2c (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff80106b77d (__TEXT,__text) external _os_channel_pending
00007ff80106ce9b (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00007ff80106b510 (__TEXT,__text) external _os_channel_read_attr
00007ff80106b5f9 (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff80106b6a5 (__TEXT,__text) external _os_channel_ring_id
00007ff80106b795 (__TEXT,__text) external _os_channel_ring_notify_time
00007ff80106b78c (__TEXT,__text) external _os_channel_ring_sync_time
00007ff80106b72f (__TEXT,__text) external _os_channel_rx_ring
00007ff80106bb5a (__TEXT,__text) external _os_channel_set_slot_properties
00007ff80106c9db (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff80106cb02 (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff80106bc3c (__TEXT,__text) external _os_channel_slot_get_packet
00007ff80106b61b (__TEXT,__text) external _os_channel_sync
00007ff80106b6f4 (__TEXT,__text) external _os_channel_tx_ring
00007ff80106b550 (__TEXT,__text) external _os_channel_write_attr
00007ff80106352e (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff80105f320 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff80106fe24 (__TEXT,__text) external _os_cpu_in_cksum
00007ff80106ff29 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff801061b54 (__TEXT,__text) external _os_fault_with_payload
00007ff801063529 (__TEXT,__text) external _os_inet_checksum
00007ff80106a1e7 (__TEXT,__text) external _os_log_coprocessor_as_kernel
00007ff80106a201 (__TEXT,__text) external _os_log_coprocessor_register_as_kernel
00007ff80106e269 (__TEXT,__text) external _os_nexus_attr_clone
00007ff80106e224 (__TEXT,__text) external _os_nexus_attr_create
00007ff80106e422 (__TEXT,__text) external _os_nexus_attr_destroy
00007ff80106e3ec (__TEXT,__text) external _os_nexus_attr_get
00007ff80106e2c7 (__TEXT,__text) external _os_nexus_attr_set
00007ff80106eb16 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff80106e7c4 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff80106e7e5 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff80106e435 (__TEXT,__text) external _os_nexus_controller_create
00007ff80106e7b8 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff80106f010 (__TEXT,__text) external _os_nexus_controller_destroy
00007ff80106e7d9 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff80106e4ce (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff80106ed94 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff80106e92a (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff80106e4d1 (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff80106ed1f (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff80106e8c4 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff80106f482 (__TEXT,__text) external _os_nexus_flow_set_connection_idle
00007ff80106f30b (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00007ff801063472 (__TEXT,__text) external _os_packet_add_buflet
00007ff801062e8e (__TEXT,__text) external _os_packet_add_inet_csum_flags
00007ff801062f3b (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff8010634e7 (__TEXT,__text) external _os_packet_decrement_use_count
00007ff80106337b (__TEXT,__text) external _os_packet_finalize
00007ff801063506 (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff801063331 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff801062dac (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff801063329 (__TEXT,__text) external _os_packet_get_data_length
00007ff801062f8c (__TEXT,__text) external _os_packet_get_expire_time
00007ff801062fe4 (__TEXT,__text) external _os_packet_get_expiry_action
00007ff801062ec1 (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff801062f7c (__TEXT,__text) external _os_packet_get_group_end
00007ff801062f59 (__TEXT,__text) external _os_packet_get_group_start
00007ff801062bcc (__TEXT,__text) external _os_packet_get_headroom
00007ff801062e9c (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff8010632d6 (__TEXT,__text) external _os_packet_get_keep_alive
00007ff801062bff (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff801062c2e (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff801062beb (__TEXT,__text) external _os_packet_get_link_header_length
00007ff801062c16 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff80106334b (__TEXT,__text) external _os_packet_get_next_buflet
00007ff80106316d (__TEXT,__text) external _os_packet_get_packetid
00007ff801063372 (__TEXT,__text) external _os_packet_get_segment_count
00007ff801062d25 (__TEXT,__text) external _os_packet_get_service_class
00007ff80106303e (__TEXT,__text) external _os_packet_get_token
00007ff801063588 (__TEXT,__text) external _os_packet_get_trace_id
00007ff801062df0 (__TEXT,__text) external _os_packet_get_traffic_class
00007ff801062c87 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff801062c4b (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff801062c69 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff801063306 (__TEXT,__text) external _os_packet_get_truncated
00007ff80106326d (__TEXT,__text) external _os_packet_get_vlan_id
00007ff801063275 (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff80106324a (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff8010632ba (__TEXT,__text) external _os_packet_get_wake_flag
00007ff8010634ca (__TEXT,__text) external _os_packet_increment_use_count
00007ff80106327b (__TEXT,__text) external _os_packet_set_app_metadata
00007ff801062da2 (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff801062fb5 (__TEXT,__text) external _os_packet_set_expire_time
00007ff80106300c (__TEXT,__text) external _os_packet_set_expiry_action
00007ff801062efe (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff801062f69 (__TEXT,__text) external _os_packet_set_group_end
00007ff801062f46 (__TEXT,__text) external _os_packet_set_group_start
00007ff801062bb6 (__TEXT,__text) external _os_packet_set_headroom
00007ff801062e76 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff8010632e5 (__TEXT,__text) external _os_packet_set_keep_alive
00007ff801063316 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff801062bf4 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff801062c23 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff801062bd5 (__TEXT,__text) external _os_packet_set_link_header_length
00007ff801062c0b (__TEXT,__text) external _os_packet_set_link_multicast
00007ff8010631dd (__TEXT,__text) external _os_packet_set_packetid
00007ff8010635ce (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff801062ca5 (__TEXT,__text) external _os_packet_set_service_class
00007ff8010630ce (__TEXT,__text) external _os_packet_set_token
00007ff801063590 (__TEXT,__text) external _os_packet_set_trace_id
00007ff801062dcd (__TEXT,__text) external _os_packet_set_traffic_class
00007ff801062c96 (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff801062c78 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff801062c3c (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff801062c5a (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff8010635d9 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff80106350f (__TEXT,__text) external _os_packet_set_tx_timestamp
00007ff80106322e (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff8010632c9 (__TEXT,__text) external _os_packet_set_wake_flag
00007ff801063598 (__TEXT,__text) external _os_packet_trace_event
00007ff801065aa0 (__TEXT,__text) external _os_proc_available_memory
00007ff801065297 (__TEXT,__text) external _panic
00007ff801065290 (__TEXT,__text) external _panic_init
00007ff801061b6c (__TEXT,__text) external _panic_with_data
00007ff801061b84 (__TEXT,__text) external _pathconf
00007ff801061b9c (__TEXT,__text) external _peeloff
00007ff80105f1e4 (__TEXT,__text) external _pid_for_task
00007ff801061bb4 (__TEXT,__text) external _pid_hibernate
00007ff801061bcc (__TEXT,__text) external _pid_resume
00007ff80106d7e9 (__TEXT,__text) external _pid_shutdown_networking
00007ff801061be4 (__TEXT,__text) external _pid_shutdown_sockets
00007ff801061bfc (__TEXT,__text) external _pid_suspend
00007ff8010603dc (__TEXT,__text) external _pipe
00007ff801061c14 (__TEXT,__text) external _pivot_root
00007ff801061c2c (__TEXT,__text) external _poll
00007ff8010603f8 (__TEXT,__text) external _poll$NOCANCEL
00007ff801062b0b (__TEXT,__text) non-external _port_for_id_internal
00007ff8010652e8 (__TEXT,__text) external _port_obj_init
00007ff8400f6b60 (__DATA,__common) external _port_obj_table
00007ff8400f6968 (__DATA,__data) external _port_obj_table_size
00007ff801061854 (__TEXT,__text) external _posix_madvise
00007ff801069f8b (__TEXT,__text) external _posix_spawn
00007ff801068dcf (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff80106924a (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff80106934d (__TEXT,__text) external _posix_spawn_file_actions_addchdir
00007ff801069348 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff801069154 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff8010691c1 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff8010693e3 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir
00007ff8010693de (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff8010692db (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff80106901f (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff801068fe2 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff801068f7a (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff80106872f (__TEXT,__text) external _posix_spawnattr_destroy
00007ff801068d16 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff8010699c7 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff801069993 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff8010689ad (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff801068951 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff801069492 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff8010688e8 (__TEXT,__text) external _posix_spawnattr_getflags
00007ff80106961c (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff801068a0e (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff80106891d (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff801068a28 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff801068903 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff801068937 (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff801068635 (__TEXT,__text) external _posix_spawnattr_init
00007ff801068d32 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff801069d67 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00007ff801069e78 (__TEXT,__text) external _posix_spawnattr_set_conclavememlimit_ext
00007ff801068d69 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff801068d4e (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff801068d85 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff801069b5c (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff8010699af (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff801069e36 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff801069c45 (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff801069c80 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff8010694f6 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff801069e93 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff801089990 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff801069e57 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00007ff801069f6f (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff801069cf1 (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff801069b2a (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff801069ab4 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff801069adc (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff8010699e3 (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff801069a8c (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff801068cfe (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff801069e15 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff8010695e9 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff80106996c (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff801069571 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff801068c25 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff8010694de (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff801069b92 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff801068bec (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00007ff801068b14 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff801068f47 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff801068a8e (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff8010698b6 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff801069475 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff801069450 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff801068bc7 (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff801068f13 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff8010688d0 (__TEXT,__text) external _posix_spawnattr_setflags
00007ff8010694b5 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff8010696c0 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff801069b43 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff801068b97 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff801068a5c (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff801068baf (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff801068a42 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff801068a74 (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff801068da6 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff801061c44 (__TEXT,__text) external _pread
00007ff801060428 (__TEXT,__text) external _pread$NOCANCEL
00007ff801061c5c (__TEXT,__text) external _preadv
00007ff801060440 (__TEXT,__text) external _preadv$NOCANCEL
00007ff801067b90 (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff8010670e8 (__TEXT,__text) external _proc_clear_cpulimits
00007ff8010673c4 (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff801066a0d (__TEXT,__text) external _proc_clear_dirty
00007ff8010672d1 (__TEXT,__text) external _proc_clear_vmpressure
00007ff801066822 (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff8010672c4 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff8010672cc (__TEXT,__text) external _proc_denap_assertion_complete
00007ff801067411 (__TEXT,__text) external _proc_disable_apptype
00007ff801066dd8 (__TEXT,__text) external _proc_disable_cpumon
00007ff801067017 (__TEXT,__text) external _proc_disable_wakemon
00007ff80106713e (__TEXT,__text) external _proc_donate_importance_boost
00007ff801067471 (__TEXT,__text) external _proc_enable_apptype
00007ff801066ce6 (__TEXT,__text) external _proc_get_cpumon_params
00007ff8010669b2 (__TEXT,__text) external _proc_get_dirty
00007ff801066fb0 (__TEXT,__text) external _proc_get_wakemon_params
00007ff801067198 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff801067250 (__TEXT,__text) external _proc_importance_assertion_complete
00007ff8010666c2 (__TEXT,__text) external _proc_kmsgbuf
00007ff8010668ab (__TEXT,__text) external _proc_libversion
00007ff801067059 (__TEXT,__text) external _proc_list_dynkqueueids
00007ff801067040 (__TEXT,__text) external _proc_list_uptrs
00007ff801066322 (__TEXT,__text) external _proc_listallpids
00007ff80106638c (__TEXT,__text) external _proc_listchildpids
00007ff801066428 (__TEXT,__text) external _proc_listcoalitions
00007ff801066357 (__TEXT,__text) external _proc_listpgrppids
00007ff8010662f7 (__TEXT,__text) external _proc_listpids
00007ff801070420 (__TEXT,__text) external _proc_listpidspath
00007ff80106653e (__TEXT,__text) external _proc_name
00007ff801066453 (__TEXT,__text) external _proc_pid_rusage
00007ff801066503 (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff8010664ba (__TEXT,__text) external _proc_pidfdinfo
00007ff8010664df (__TEXT,__text) external _proc_pidfileportinfo
00007ff8010663c1 (__TEXT,__text) external _proc_pidinfo
00007ff8010663e6 (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff8010666ed (__TEXT,__text) external _proc_pidpath
00007ff801066781 (__TEXT,__text) external _proc_pidpath_audittoken
00007ff80106660e (__TEXT,__text) external _proc_regionfilename
00007ff8010670d9 (__TEXT,__text) external _proc_reset_footprint_interval
00007ff801066da3 (__TEXT,__text) external _proc_resume_cpumon
00007ff801061c74 (__TEXT,__text) external _proc_rlimit_control
00007ff801066d58 (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff801066c9c (__TEXT,__text) external _proc_set_cpumon_params
00007ff801066e23 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff801067580 (__TEXT,__text) external _proc_set_csm
00007ff801067374 (__TEXT,__text) external _proc_set_delayidlesleep
00007ff801066968 (__TEXT,__text) external _proc_set_dirty
00007ff8010674d4 (__TEXT,__text) external _proc_set_no_smt
00007ff801067327 (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff801066fee (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff801066f8a (__TEXT,__text) external _proc_set_wakemon_params
00007ff801067072 (__TEXT,__text) external _proc_setcpu_percentage
00007ff8010668c4 (__TEXT,__text) external _proc_setpcontrol
00007ff801066469 (__TEXT,__text) external _proc_setthread_cpupercent
00007ff801067630 (__TEXT,__text) external _proc_setthread_csm
00007ff80106752c (__TEXT,__text) external _proc_setthread_no_smt
00007ff801066aaf (__TEXT,__text) external _proc_signal_delegate
00007ff801066ba5 (__TEXT,__text) external _proc_signal_with_audittoken
00007ff8010674d1 (__TEXT,__text) external _proc_suppress
00007ff801066a57 (__TEXT,__text) external _proc_terminate
00007ff801066c48 (__TEXT,__text) external _proc_terminate_all_rsr
00007ff801066b1e (__TEXT,__text) external _proc_terminate_delegate
00007ff801066bed (__TEXT,__text) external _proc_terminate_with_audittoken
00007ff801061c8c (__TEXT,__text) external _proc_trace_log
