000000025a1a26e4 (__TEXT,__text) external _AAAFSCGetMetadata
                 (undefined) external _cchmac_init (from libSystem)
                 (undefined) external _cchmac_update (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
000000025a15963c (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
000000025a17ab70 (__TEXT,__text) non-external _chunkAppendHole
000000025a1634f0 (__TEXT,__text) non-external _chunkAsyncCancel
000000025a162db4 (__TEXT,__text) non-external _chunkAsyncClose
000000025a163148 (__TEXT,__text) non-external _chunkAsyncGetRange
000000025a163514 (__TEXT,__text) non-external _chunkAsyncIsCancelled
000000025a163320 (__TEXT,__text) non-external _chunkAsyncProcess
000000025a17ab24 (__TEXT,__text) non-external _chunkDestroy
000000025a178f1c (__TEXT,__text) non-external _chunk_compare_by_position
000000025a178f0c (__TEXT,__text) non-external _chunk_compare_by_rating
000000025a15c388 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
000000025a1329c0 (__TEXT,__text) non-external _closeProc
000000025a15d724 (__TEXT,__text) non-external _closeProc
000000025a167248 (__TEXT,__text) non-external _closeProc
000000025a17cb34 (__TEXT,__text) non-external _closeProc
000000025a132cac (__TEXT,__text) non-external _closeWithStateProc
000000025a15d7c0 (__TEXT,__text) non-external _closeWithStateProc
000000025a168598 (__TEXT,__text) non-external _closeWithStateProc
000000025a17cbf0 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
000000025a18f908 (__TEXT,__text) non-external _clusterEntryUpdateDAT
000000025a18b768 (__TEXT,__text) non-external _cmpNodesProc
000000025a12f40c (__TEXT,__text) non-external _cmpRange
000000025a132428 (__TEXT,__text) non-external _cmp_entries_clc
000000025a1323f4 (__TEXT,__text) non-external _cmp_entries_hlc
000000025a1324c0 (__TEXT,__text) non-external _cmp_entries_offset
000000025a13245c (__TEXT,__text) non-external _cmp_entries_slc
000000025a188ea0 (__TEXT,__text) non-external _cmp_keys
000000025a17c8a4 (__TEXT,__text) non-external _cmp_markers
000000025a12c2ec (__TEXT,__text) non-external _compare_copy_fork_3
000000025a12c29c (__TEXT,__text) non-external _compare_copy_fork_4
000000025a12c244 (__TEXT,__text) non-external _compare_copy_fork_5
000000025a12bea0 (__TEXT,__text) non-external _compare_digest_tasks
000000025a12a42c (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
000000025a12ccfc (__TEXT,__text) non-external _compare_forks_by_extent
000000025a12cd38 (__TEXT,__text) non-external _compare_forks_by_position
000000025a152564 (__TEXT,__text) non-external _compositeChunkAsyncCancel
000000025a152508 (__TEXT,__text) non-external _compositeChunkAsyncClose
000000025a152554 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
000000025a15256c (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
000000025a15255c (__TEXT,__text) non-external _compositeChunkAsyncProcess
000000025a135a60 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
000000025a19c3c8 (__TEXT,__text) non-external _computePatchesWorkerProc
000000025a164e90 (__TEXT,__text) non-external (was a private external) _concatExtractPath
000000025a164dcc (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
000000025a1abc0c (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
000000025a17150c (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
000000025a16cd08 (__TEXT,__text) non-external _convertStreamAbort
000000025a16cfc0 (__TEXT,__text) non-external _convertStreamBeginBlob
000000025a16bc1c (__TEXT,__text) non-external _convertStreamClose
000000025a16d1e8 (__TEXT,__text) non-external _convertStreamEndBlob
000000025a16cf28 (__TEXT,__text) non-external _convertStreamEndEntry
000000025a16ce60 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
000000025a16c8d0 (__TEXT,__text) non-external _convertStreamWriteBlob
000000025a16bcb8 (__TEXT,__text) non-external _convertStreamWriteHeader
000000025a178f34 (__TEXT,__text) non-external _convert_block_controls
000000025a178d9c (__TEXT,__text) non-external _convert_internal_controls
000000025a1655dc (__TEXT,__text) non-external (was a private external) _copyFileSegment
000000025a1659e4 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
000000025a1485b8 (__TEXT,__text) non-external _copyStream
000000025a189794 (__TEXT,__text) non-external _create
000000025a16b9fc (__TEXT,__text) non-external _createErrorContextKey
000000025a16b420 (__TEXT,__text) non-external (was a private external) _createThread
000000025a14c1d0 (__TEXT,__text) non-external _ctrl_reader_get
000000025a150870 (__TEXT,__text) non-external _currentWriteBufferFull
000000025a1a0708 (__TEXT,__text) non-external _decodeStreamAbort
000000025a1a0724 (__TEXT,__text) non-external _decodeStreamClose
000000025a19f7e4 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
000000025a19fb7c (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
000000025a19fa04 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
000000025a1a0504 (__TEXT,__text) non-external _decodeStreamReadBlob
000000025a19f8d4 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
000000025a19ffe4 (__TEXT,__text) non-external _decodeStreamReadHeader
000000025a19f728 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
000000025a1a2f34 (__TEXT,__text) non-external _decompressToData
000000025a12e2dc (__TEXT,__text) non-external _decryptAsyncCancel
000000025a12dd50 (__TEXT,__text) non-external _decryptAsyncClose
000000025a12df30 (__TEXT,__text) non-external _decryptAsyncGetRange
000000025a12e2f0 (__TEXT,__text) non-external _decryptAsyncIsCancelled
000000025a12e088 (__TEXT,__text) non-external _decryptAsyncProcess
000000025a172350 (__TEXT,__text) non-external _decryptToFileAsyncCancel
000000025a1721cc (__TEXT,__text) non-external _decryptToFileAsyncClose
000000025a172358 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
000000025a172360 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
000000025a14df18 (__TEXT,__text) non-external _ecc65537Inv
000000025a14daf0 (__TEXT,__text) non-external _ecc65537PolyEval
000000025a14dd88 (__TEXT,__text) non-external _ecc65537Solve
000000025a14db6c (__TEXT,__text) non-external _ecc65537Triangulate
000000025a19d160 (__TEXT,__text) non-external _encodeEntry
000000025a19d2e4 (__TEXT,__text) non-external _encodeYOPEntry
000000025a19e36c (__TEXT,__text) non-external _encoderStreamAbort
000000025a19e1a4 (__TEXT,__text) non-external _encoderStreamClose
000000025a19e52c (__TEXT,__text) non-external _encoderStreamWriteBlob
000000025a19e388 (__TEXT,__text) non-external _encoderStreamWriteHeader
000000025a16ac94 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
000000025a19c398 (__TEXT,__text) non-external _entryIndexCmpHLC
000000025a18005c (__TEXT,__text) non-external _entryMessage
000000025a18efec (__TEXT,__text) non-external _entryRelease
000000025a19c37c (__TEXT,__text) non-external _entryVectorCmp
000000025a1669c0 (__TEXT,__text) non-external (was a private external) _enumerateTree
000000025a166b28 (__TEXT,__text) non-external _enumerateTree_rec
000000025a18a414 (__TEXT,__text) non-external _expandDirThreadProc
000000025a18efcc (__TEXT,__text) non-external _extractStreamAbort
000000025a18d13c (__TEXT,__text) non-external _extractStreamClose
000000025a18fb18 (__TEXT,__text) non-external _extractStreamEntryEnd
000000025a18fbf4 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
000000025a18f760 (__TEXT,__text) non-external _extractStreamStateFail
000000025a18e8d8 (__TEXT,__text) non-external _extractStreamWriteBlob
000000025a18ddf4 (__TEXT,__text) non-external _extractStreamWriteHeader
000000025a180960 (__TEXT,__text) non-external _extractThread
000000025a18f168 (__TEXT,__text) non-external _extractThreadFailEntry
000000025a18c334 (__TEXT,__text) non-external _extractThreadProc
000000025a18f840 (__TEXT,__text) non-external _extractThreadSendCommand
000000025a1804b0 (__TEXT,__text) non-external _extractToDirAsyncCancel
000000025a1802e0 (__TEXT,__text) non-external _extractToDirAsyncClose
000000025a1804b4 (__TEXT,__text) non-external _extractToDirAsyncGetRange
000000025a180548 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
000000025a145ce8 (__TEXT,__text) non-external _findFirst
000000025a1793bc (__TEXT,__text) non-external _fingerprint_consumer
000000025a1790c4 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
000000025a147208 (__TEXT,__text) non-external _flushBuf
000000025a19e7cc (__TEXT,__text) non-external _flushOBuf
000000025a1a4eac (__TEXT,__text) non-external _flushOBuf
000000025a1600b0 (__TEXT,__text) non-external _flushToResourceFork
000000025a19e940 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
000000025a157e78 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
000000025a1750d0 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
000000025a1475a0 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00000002706532b8 (__DATA,__bss) non-external _gErrorContextKey
000000025a17bd40 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
000000025a1666b8 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
000000025a19f504 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
000000025a14e0cc (__TEXT,__text) non-external _getCompressedSizeCounterProc
000000025a164a88 (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
000000025a16b994 (__TEXT,__text) non-external _getErrorContextKey
00000002706532a8 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
000000025a177468 (__TEXT,__text) non-external _getFieldBlob
000000025a165e9c (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
000000025a165e10 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
000000025a16648c (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
000000025a191260 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
000000025a166628 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
000000025a165d80 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
000000025a166758 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
000000025a166768 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
000000025a166814 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
000000025a1663b4 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
000000025a1ad900 (__TEXT,__text) non-external _getFreeCachePos
000000025a136ab4 (__TEXT,__text) non-external _getHeader
000000025a18b318 (__TEXT,__text) non-external _getPath
000000025a15a9bc (__TEXT,__text) non-external _getProfile
000000025a164a40 (__TEXT,__text) non-external (was a private external) _getRealTime
000000025a16525c (__TEXT,__text) non-external (was a private external) _getTempDir
000000025a180dcc (__TEXT,__text) non-external _getTempSegmentFilename
000000025a166fc0 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
000000025a1aba94 (__TEXT,__text) non-external _graisAbort
000000025a1aa0e8 (__TEXT,__text) non-external _graisClose
000000025a1ab6b8 (__TEXT,__text) non-external _graisPRead
000000025a1ab69c (__TEXT,__text) non-external _graisRead
000000025a1aba48 (__TEXT,__text) non-external _graisSeek
000000025a18a35c (__TEXT,__text) non-external _increaseCapacity
000000025a1598d8 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
000000025a19eeac (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
000000025a19034c (__TEXT,__text) non-external _init_blob_with_magic
000000025a16df68 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
000000025a16dff4 (__TEXT,__text) non-external (was a private external) _io_preallocate
000000025a16e1cc (__TEXT,__text) non-external (was a private external) _io_set_nocache
000000025a165314 (__TEXT,__text) non-external (was a private external) _isDirEmpty
000000025a195c18 (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
000000025a16b780 (__TEXT,__text) non-external (was a private external) _joinThread
000000025a1a78e4 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
000000025a1a799c (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
000000025a16adbc (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
000000025a19fabc (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
000000025a17ad14 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
000000025a194a8c (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
000000025a1a50a4 (__TEXT,__text) non-external _loadChunkOffsets
000000025a1a285c (__TEXT,__text) non-external _loadDecmpfsXattr
000000025a1809d4 (__TEXT,__text) non-external _loadRemainingRange
000000025a180bf4 (__TEXT,__text) non-external _loadTempSegment
000000025a1805f0 (__TEXT,__text) non-external _loadThread
000000025a16f698 (__TEXT,__text) non-external (was a private external) _load_variants
000000025a162fb0 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
000000025a164c00 (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
000000025a156700 (__TEXT,__text) non-external _memoryInputStreamCancel
000000025a1566e4 (__TEXT,__text) non-external _memoryInputStreamClose
000000025a156734 (__TEXT,__text) non-external _memoryInputStreamPRead
000000025a156714 (__TEXT,__text) non-external _memoryInputStreamRead
000000025a1567ac (__TEXT,__text) non-external _memoryInputStreamSeek
000000025a156938 (__TEXT,__text) non-external _memoryOutputStreamCancel
000000025a15691c (__TEXT,__text) non-external _memoryOutputStreamClose
000000025a15694c (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
000000025a19f4cc (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
000000025a19f0c4 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
000000025a1ae238 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
000000025a18ac4c (__TEXT,__text) non-external _normalize
000000025a164cc0 (__TEXT,__text) non-external (was a private external) _normalizePath
000000025a180e74 (__TEXT,__text) non-external _notifySegmentAvailable
000000025a1c2b28 (__TEXT,__const) non-external _old_resource_fork_map
000000025a1c30e0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
000000025a135c70 (__TEXT,__text) non-external (was a private external) _outputStreamProc
000000025a16f818 (__TEXT,__text) non-external (was a private external) _patch_write_controls
000000025a165170 (__TEXT,__text) non-external (was a private external) _pathIsValid
000000025a136a08 (__TEXT,__text) non-external _pcRead
000000025a135ed4 (__TEXT,__text) non-external _pcWrite
000000025a12d034 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
000000025a12ce78 (__TEXT,__text) non-external (was a private external) _pc_array_append
000000025a12ce04 (__TEXT,__text) non-external (was a private external) _pc_array_compact
000000025a12cd64 (__TEXT,__text) non-external (was a private external) _pc_array_compare
000000025a12cdf4 (__TEXT,__text) non-external (was a private external) _pc_array_free
000000025a12cf7c (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
000000025a12cf6c (__TEXT,__text) non-external (was a private external) _pc_array_sort
000000025a1794d4 (__TEXT,__text) non-external (was a private external) _pc_log_error
000000025a1ae798 (__TEXT,__text) non-external _pc_log_error.cold.1
000000025a179700 (__TEXT,__text) non-external (was a private external) _pc_log_info
000000025a1795e8 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
000000025a174d00 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
000000025a12e810 (__TEXT,__text) non-external _processClusterHeader
000000025a151a94 (__TEXT,__text) non-external _processEntry
000000025a16988c (__TEXT,__text) non-external _processEntry
000000025a12e2fc (__TEXT,__text) non-external _processMagic
000000025a12ef98 (__TEXT,__text) non-external _processPadding
000000025a12e438 (__TEXT,__text) non-external _processPrologue
000000025a12f2c4 (__TEXT,__text) non-external _processSegment
000000025a171fcc (__TEXT,__text) non-external _processSegment
000000025a17fda4 (__TEXT,__text) non-external _processSegment
000000025a14942c (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
000000025a19efc8 (__TEXT,__text) non-external (was a private external) _pushControls
000000025a19ef38 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
000000025a12f424 (__TEXT,__text) non-external _pushPaddingRange
000000025a12dc28 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
000000025a15b17c (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
000000025a14cabc (__TEXT,__text) non-external _randomAccessWorkerProc
000000025a16447c (__TEXT,__text) non-external _rangeCmp
000000025a15f9b0 (__TEXT,__text) non-external _rangeInputStreamCancel
000000025a15f97c (__TEXT,__text) non-external _rangeInputStreamClose
000000025a15f9d4 (__TEXT,__text) non-external _rangeInputStreamRead
000000025a12a990 (__TEXT,__text) non-external _rawimg_add_fork
000000025a12ab28 (__TEXT,__text) non-external _rawimg_add_volume
000000025a12a6a8 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
000000025a12c7a4 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
000000025a12a444 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
000000025a12bd0c (__TEXT,__text) non-external _rawimg_digest_worker
000000025a14ef38 (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
000000026ba16248 (__DATA_CONST,__const) non-external _rawimg_force_in_place.pass_name
000000025a12bc8c (__TEXT,__text) non-external _rawimg_free_chunks
000000025a12aff8 (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
000000025a12c3a0 (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
000000025a12bed0 (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
000000025a12a4c8 (__TEXT,__text) non-external (was a private external) _rawimg_show
000000025a12ab30 (__TEXT,__text) non-external _rawimg_verify
000000025a1382ac (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
000000025a1abea0 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
000000025a1649e0 (__TEXT,__text) non-external (was a private external) _reallocToFit
000000025a1904f4 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
000000025a1757e0 (__TEXT,__text) non-external _remap_page
000000025a166e9c (__TEXT,__text) non-external _removeEntryProc
000000025a166a9c (__TEXT,__text) non-external (was a private external) _removeFile
000000025a166f50 (__TEXT,__text) non-external _removeLeaveDirProc
000000025a151a30 (__TEXT,__text) non-external _removeStreamAbort
000000025a151304 (__TEXT,__text) non-external _removeStreamClose
000000025a151a1c (__TEXT,__text) non-external _removeStreamWriteBlob
000000025a1515ec (__TEXT,__text) non-external _removeStreamWriteHeader
000000025a166e50 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
000000025a19eeb8 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
000000025a1a36b4 (__TEXT,__text) non-external _resizeResourceFork
000000025a172d14 (__TEXT,__text) non-external _resizeStream
000000025a1a2a24 (__TEXT,__text) non-external _resourceForkSize
000000025a16b314 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
000000025a181064 (__TEXT,__text) non-external _retireEntryRange
000000025a18f5d0 (__TEXT,__text) non-external _retireThreadEnqueue
000000025a18be00 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
000000025a178cd0 (__TEXT,__text) non-external _sanitize_internal_controls
000000025a16b2a0 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
000000025a15c40c (__TEXT,__text) non-external _seekTo
000000025a16f630 (__TEXT,__text) non-external _segment_find
000000025a1507e4 (__TEXT,__text) non-external _sendEOF
000000025a16cd24 (__TEXT,__text) non-external _sendHeader
000000025a13d51c (__TEXT,__text) non-external _sendMessage
000000025a1abab8 (__TEXT,__text) non-external _sendMessage
000000025a14c950 (__TEXT,__text) non-external _sequentialReaderProc
000000025a14c9ec (__TEXT,__text) non-external _sequentialWriterProc
000000025a164b48 (__TEXT,__text) non-external (was a private external) _serializeHexString
000000025a1b8ae8 (__TEXT,__cstring) non-external _serializeHexString.digit
000000025a1779b0 (__TEXT,__text) non-external _setFieldBlob
000000025a165f24 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
000000025a16655c (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
000000025a16ad48 (__TEXT,__text) non-external _setThreadErrorContext
000000025a1a4954 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
000000025a171ac0 (__TEXT,__text) non-external _setupContext
000000025a17f0e4 (__TEXT,__text) non-external _setupContext
000000025a164b08 (__TEXT,__text) non-external (was a private external) _sha1ToString
000000025a164b94 (__TEXT,__text) non-external (was a private external) _sha1cmp
000000025a141878 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
000000025a12f4cc (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
000000025a165e8c (__TEXT,__text) non-external (was a private external) _statIsCompressed
000000025a166fb8 (__TEXT,__text) non-external (was a private external) _statIsDataless
000000025a1884f8 (__TEXT,__text) non-external _stateAppendEntry
000000025a19b4bc (__TEXT,__text) non-external _stateCollectorStreamClose
000000025a19bf1c (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
000000025a19b4d8 (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
000000025a19935c (__TEXT,__text) non-external _stateComputePatches
000000025a187e48 (__TEXT,__text) non-external _stateConcatPath
000000025a1859a8 (__TEXT,__text) non-external _stateDestroy
000000025a19b390 (__TEXT,__text) non-external _stateDestroy
000000025a199694 (__TEXT,__text) non-external _stateGenerateArchive
000000025a187e68 (__TEXT,__text) non-external _stateGetEntryData
000000025a19cdd8 (__TEXT,__text) non-external _stateLoadEntryHeader
