                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
000000018050316c (__TEXT,__text) non-external _LI_get_thread_info
                 (undefined) external _os_release (from libdispatch)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
                 (undefined) external _os_variant_allows_internal_security_policies (from libsystem_darwin)
                 (undefined) external _os_variant_is_darwinos (from libsystem_darwin)
0000000180519050 (__TEXT,__text) non-external _parse_compatibility_uuid
00000001ec3184f8 (__DATA_DIRTY,__bss) non-external _path_check
                 (undefined) external _perror (from libsystem_c)
0000000180521b2c (__TEXT,__text) external _pmap_getmaps
0000000180521d58 (__TEXT,__text) external _pmap_getport
0000000180521c00 (__TEXT,__text) non-external (was a private external) _pmap_getport_timeout
0000000180521eb0 (__TEXT,__text) external _pmap_rmtcall
00000001805206e0 (__TEXT,__text) external _pmap_set
0000000180520828 (__TEXT,__text) external _pmap_unset
00000001805227f4 (__TEXT,__text) non-external (was a private external) _pmap_wakeup
0000000180517408 (__TEXT,__text) external _prdb_end
00000001805173fc (__TEXT,__text) external _prdb_get
00000001805173f4 (__TEXT,__text) external _prdb_getbyname
0000000180517404 (__TEXT,__text) external _prdb_set
                 (undefined) external _pthread_atfork (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_init (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _puts (from libsystem_c)
                 (undefined) external _qsort (from libsystem_c)
0000000180527078 (__TEXT,__text) external _rcmd
0000000180526768 (__TEXT,__text) external _rcmd_af
00000001e9888898 (__DATA,__bss) non-external _rcmd_af.canonnamebuf
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
                 (undefined) external _readdir_r (from libsystem_c)
000000018051dfac (__TEXT,__text) non-external _readtcp
000000018052403c (__TEXT,__text) non-external _readtcp
0000000180525e74 (__TEXT,__text) non-external _realloc_stream
                 (undefined) external _reallocf (from libsystem_malloc)
                 (undefined) external _recv$NOCANCEL (from libsystem_c)
                 (undefined) external _recvfrom$NOCANCEL (from libsystem_kernel)
0000000180529474 (__TEXT,__text) non-external _rendezvous_abort
0000000180523dd8 (__TEXT,__text) non-external _rendezvous_request
0000000180523ef8 (__TEXT,__text) non-external _rendezvous_stat
00000001ecfc4260 (__AUTH,__data) non-external _reply_dscrm
000000018050ee1c (__TEXT,__text) external _res_init
000000018050ee24 (__TEXT,__text) external _res_query
000000018050efb8 (__TEXT,__text) external _res_search
000000018051fd64 (__TEXT,__text) non-external _rfc6724_precedence
000000018051fe54 (__TEXT,__text) non-external _rfc6724_scope_sa
00000001e9888730 (__DATA,__bss) non-external _rootfs
00000001e9888728 (__DATA,__bss) non-external _rootfs_once
00000001e9888710 (__DATA,__common) external _rpc_createerr
00000001e55cd408 (__DATA_CONST,__const) non-external _rpc_errlist
0000000180527084 (__TEXT,__text) external _rresvport
0000000180526f78 (__TEXT,__text) external _rresvport_af
00000001805276ec (__TEXT,__text) external _ruserok
000000018050b7ec (__TEXT,__text) non-external _search_addrinfo
0000000180517b50 (__TEXT,__text) non-external _search_alias_all
0000000180517b38 (__TEXT,__text) non-external _search_alias_byname
00000001805178cc (__TEXT,__text) non-external _search_close
000000018050d554 (__TEXT,__text) non-external _search_fs_all
0000000180517d14 (__TEXT,__text) non-external _search_fs_byfile
0000000180517cfc (__TEXT,__text) non-external _search_fs_byspec
00000001805018cc (__TEXT,__text) non-external _search_get_module
0000000180517974 (__TEXT,__text) non-external _search_group_all
00000001805037d4 (__TEXT,__text) non-external _search_group_bygid
0000000180507d48 (__TEXT,__text) non-external _search_group_byname
000000018051795c (__TEXT,__text) non-external _search_group_byuuid
000000018050c130 (__TEXT,__text) non-external _search_groupist
0000000180517b68 (__TEXT,__text) non-external _search_host_all
000000018050c680 (__TEXT,__text) non-external _search_host_byaddr
000000018050b0a0 (__TEXT,__text) non-external _search_host_byname
0000000180517aa8 (__TEXT,__text) non-external _search_in_netgroup
000000018051793c (__TEXT,__text) non-external _search_is_valid
0000000180501808 (__TEXT,__text) non-external _search_item_byname
0000000180501808 (__TEXT,__text) non-external _search_item_bynumber
0000000180508234 (__TEXT,__text) non-external _search_item_byuuid
000000018050d56c (__TEXT,__text) non-external _search_list
0000000180517d5c (__TEXT,__text) non-external _search_mac_all
0000000180517d44 (__TEXT,__text) non-external _search_mac_bymac
0000000180517d2c (__TEXT,__text) non-external _search_mac_byname
0000000180517d74 (__TEXT,__text) non-external _search_nameinfo
000000018051798c (__TEXT,__text) non-external _search_netgroup_byname
0000000180517bb0 (__TEXT,__text) non-external _search_network_all
0000000180517b98 (__TEXT,__text) non-external _search_network_byaddr
0000000180517b80 (__TEXT,__text) non-external _search_network_byname
0000000180517c10 (__TEXT,__text) non-external _search_protocol_all
0000000180517be0 (__TEXT,__text) non-external _search_protocol_byname
0000000180517bf8 (__TEXT,__text) non-external _search_protocol_bynumber
0000000180517ce4 (__TEXT,__text) non-external _search_rpc_all
0000000180517c28 (__TEXT,__text) non-external _search_rpc_byname
0000000180517c40 (__TEXT,__text) non-external _search_rpc_bynumber
0000000180517bc8 (__TEXT,__text) non-external _search_service_all
00000001805064d8 (__TEXT,__text) non-external _search_service_byname
000000018050d19c (__TEXT,__text) non-external _search_service_byport
000000018050be48 (__TEXT,__text) non-external (was a private external) _search_set_flags
0000000180517e74 (__TEXT,__text) non-external _search_srv_byname
0000000180517944 (__TEXT,__text) non-external _search_user_all
0000000180506420 (__TEXT,__text) non-external _search_user_byname
00000001805017f0 (__TEXT,__text) non-external _search_user_byuid
000000018050821c (__TEXT,__text) non-external _search_user_byuuid
000000018050b764 (__TEXT,__text) non-external _search_wants_addrinfo
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _send$NOCANCEL (from libsystem_c)
                 (undefined) external _sendto$NOCANCEL (from libsystem_kernel)
00000001ecfc4290 (__AUTH,__data) non-external _server_ops
0000000180525cb8 (__TEXT,__text) non-external _set_input_fragment
000000018051eda4 (__TEXT,__text) non-external (was a private external) _set_loopback_ifindex
00000001e98882c8 (__DATA,__data) non-external _set_retry_timeout
00000001e98882d8 (__DATA,__data) non-external _set_total_timeout
000000018051a8c4 (__TEXT,__text) external _setdomainname
                 (undefined) external _seteuid (from libsystem_kernel)
000000018050d484 (__TEXT,__text) external _setfsent
00000001805157ec (__TEXT,__text) external _setgrent
0000000180515868 (__TEXT,__text) external _setgroupent
00000001805162c0 (__TEXT,__text) external _sethostent
0000000180516630 (__TEXT,__text) external _setnetent
0000000180515914 (__TEXT,__text) external _setnetgrent
0000000180515758 (__TEXT,__text) external _setpassent
0000000180516870 (__TEXT,__text) external _setprotoent
00000001805156dc (__TEXT,__text) external _setpwent
00000001805169b8 (__TEXT,__text) external _setrpcent
0000000180516728 (__TEXT,__text) external _setservent
                 (undefined) external _setsockopt (from libsystem_kernel)
00000001805042fc (__TEXT,__text) external _si_addrinfo
0000000180504f20 (__TEXT,__text) external _si_addrinfo_list
000000018050bc4c (__TEXT,__text) external _si_addrinfo_list_from_hostent
00000001805059c0 (__TEXT,__text) external _si_addrinfo_v4
0000000180518014 (__TEXT,__text) external _si_addrinfo_v4_mapped
0000000180505378 (__TEXT,__text) external _si_addrinfo_v6
0000000180518b80 (__TEXT,__text) external _si_alias_all
0000000180518b64 (__TEXT,__text) external _si_alias_byname
00000001805083ec (__TEXT,__text) external _si_async_call
0000000180518ea8 (__TEXT,__text) external _si_async_cancel
000000018050a924 (__TEXT,__text) external _si_async_handle_reply
00000001e98887e8 (__DATA,__bss) non-external _si_async_worklist
000000018050a9a4 (__TEXT,__text) non-external _si_async_worklist_find_unit
000000018050a7f8 (__TEXT,__text) non-external _si_async_workunit_release
0000000180503018 (__TEXT,__text) non-external (was a private external) _si_cache_add_item
000000018050fd44 (__TEXT,__text) non-external (was a private external) _si_cache_add_list
00000001e9888870 (__DATA,__bss) non-external _si_compare_settings
000000018051ee14 (__TEXT,__text) external _si_destination_compare
0000000180528870 (__TEXT,__text) non-external _si_destination_compare.cold.1
0000000180528a54 (__TEXT,__text) non-external _si_destination_compare.cold.10
0000000180528a80 (__TEXT,__text) non-external _si_destination_compare.cold.11
0000000180528ad8 (__TEXT,__text) non-external _si_destination_compare.cold.12
0000000180528b04 (__TEXT,__text) non-external _si_destination_compare.cold.13
0000000180528b30 (__TEXT,__text) non-external _si_destination_compare.cold.14
0000000180528b5c (__TEXT,__text) non-external _si_destination_compare.cold.15
0000000180528b88 (__TEXT,__text) non-external _si_destination_compare.cold.16
0000000180528bb4 (__TEXT,__text) non-external _si_destination_compare.cold.17
0000000180528be0 (__TEXT,__text) non-external _si_destination_compare.cold.18
0000000180528c0c (__TEXT,__text) non-external _si_destination_compare.cold.19
00000001805288c8 (__TEXT,__text) non-external _si_destination_compare.cold.2
0000000180528c38 (__TEXT,__text) non-external _si_destination_compare.cold.20
0000000180528c64 (__TEXT,__text) non-external _si_destination_compare.cold.21
0000000180528c90 (__TEXT,__text) non-external _si_destination_compare.cold.22
0000000180528cbc (__TEXT,__text) non-external _si_destination_compare.cold.23
0000000180528ce8 (__TEXT,__text) non-external _si_destination_compare.cold.24
0000000180528d14 (__TEXT,__text) non-external _si_destination_compare.cold.25
0000000180528d40 (__TEXT,__text) non-external _si_destination_compare.cold.26
0000000180528d6c (__TEXT,__text) non-external _si_destination_compare.cold.27
0000000180528d98 (__TEXT,__text) non-external _si_destination_compare.cold.28
0000000180528ddc (__TEXT,__text) non-external _si_destination_compare.cold.29
0000000180528920 (__TEXT,__text) non-external _si_destination_compare.cold.3
0000000180528e20 (__TEXT,__text) non-external _si_destination_compare.cold.30
0000000180528e80 (__TEXT,__text) non-external _si_destination_compare.cold.31
0000000180528ee0 (__TEXT,__text) non-external _si_destination_compare.cold.32
0000000180528f0c (__TEXT,__text) non-external _si_destination_compare.cold.33
0000000180528f38 (__TEXT,__text) non-external _si_destination_compare.cold.34
0000000180528fa8 (__TEXT,__text) non-external _si_destination_compare.cold.35
000000018052894c (__TEXT,__text) non-external _si_destination_compare.cold.4
0000000180528978 (__TEXT,__text) non-external _si_destination_compare.cold.5
00000001805289a4 (__TEXT,__text) non-external _si_destination_compare.cold.6
00000001805289d0 (__TEXT,__text) non-external _si_destination_compare.cold.7
00000001805289fc (__TEXT,__text) non-external _si_destination_compare.cold.8
0000000180528a28 (__TEXT,__text) non-external _si_destination_compare.cold.9
000000018051ffd4 (__TEXT,__text) non-external _si_destination_compare_child_has_forked
00000001e98881d8 (__DATA,__data) non-external _si_destination_compare_init.cache_init
000000018051ff38 (__TEXT,__text) non-external _si_destination_compare_init_once
000000018051fbf8 (__TEXT,__text) external _si_destination_compare_no_dependencies
0000000180529018 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.1
000000018052905c (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.2
00000001805290a0 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.3
00000001805290e4 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.4
0000000180529128 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.5
0000000180529198 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.6
00000001e98881c8 (__DATA,__data) non-external _si_destination_compare_statistics.once
000000018051eb08 (__TEXT,__text) non-external (was a private external) _si_destination_create_control_socket
0000000180528600 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.1
0000000180528658 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.2
00000001805286bc (__TEXT,__text) non-external _si_destination_create_control_socket.cold.3
0000000180528720 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.4
000000018052877c (__TEXT,__text) non-external _si_destination_create_control_socket.cold.5
00000001805287d4 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.6
000000018052882c (__TEXT,__text) non-external _si_destination_create_control_socket.cold.7
0000000180520270 (__TEXT,__text) non-external _si_destination_fill_netsrc
00000001805292cc (__TEXT,__text) non-external _si_destination_fill_netsrc.cold.1
0000000180529310 (__TEXT,__text) non-external _si_destination_fill_netsrc.cold.2
0000000180529310 (__TEXT,__text) non-external _si_destination_fill_netsrc.cold.3
0000000180529354 (__TEXT,__text) non-external _si_destination_fill_netsrc.cold.4
00000001e98881c0 (__DATA,__data) non-external _si_destination_fill_netsrc.netsrc_sockfd
00000001e9888748 (__DATA,__bss) non-external _si_destination_fill_netsrc.version
00000001e98881b8 (__DATA,__data) non-external _si_destination_log
000000018051fff0 (__TEXT,__text) non-external _si_destination_lookup
0000000180529208 (__TEXT,__text) non-external _si_destination_lookup.cold.1
000000018052926c (__TEXT,__text) non-external _si_destination_lookup.cold.2
000000018050d538 (__TEXT,__text) external _si_fs_all
0000000180518d40 (__TEXT,__text) external _si_fs_byfile
0000000180518d24 (__TEXT,__text) external _si_fs_byspec
0000000180518b10 (__TEXT,__text) external _si_group_all
00000001805037b8 (__TEXT,__text) external _si_group_bygid
0000000180507d2c (__TEXT,__text) external _si_group_byname
0000000180518af4 (__TEXT,__text) external _si_group_byuuid
000000018050c114 (__TEXT,__text) external _si_grouplist
0000000180518b9c (__TEXT,__text) external _si_host_all
000000018050c664 (__TEXT,__text) external _si_host_byaddr
000000018050b084 (__TEXT,__text) external _si_host_byname
0000000180518b48 (__TEXT,__text) external _si_in_netgroup
0000000180509924 (__TEXT,__text) non-external (was a private external) _si_inet_config
000000018050ac08 (__TEXT,__text) external _si_ipnode_byname
0000000180508878 (__TEXT,__text) external _si_item_call
0000000180503344 (__TEXT,__text) external _si_item_is_valid
0000000180503468 (__TEXT,__text) external _si_item_match
0000000180501a48 (__TEXT,__text) external _si_item_release
0000000180528354 (__TEXT,__text) non-external _si_item_release.cold.1
000000018050310c (__TEXT,__text) external _si_item_retain
00000001805282ec (__TEXT,__text) non-external _si_item_retain.cold.1
00000001805058c8 (__TEXT,__text) non-external _si_item_to_addrinfo
0000000180516c08 (__TEXT,__text) non-external _si_libinfo_addrinfo_callback
0000000180515610 (__TEXT,__text) non-external _si_libinfo_general_callback
000000018050d3a0 (__TEXT,__text) non-external _si_libinfo_nameinfo_callback
000000018050549c (__TEXT,__text) external _si_list_add
00000001805282ec (__TEXT,__text) non-external _si_list_add.cold.1
0000000180518d5c (__TEXT,__text) external _si_list_call
0000000180505564 (__TEXT,__text) external _si_list_concat
00000001805282ec (__TEXT,__text) non-external _si_list_concat.cold.1
000000018050e6d0 (__TEXT,__text) external _si_list_next
0000000180504de8 (__TEXT,__text) external _si_list_release
0000000180528328 (__TEXT,__text) non-external _si_list_release.cold.1
0000000180507cc0 (__TEXT,__text) external _si_list_reset
0000000180517f2c (__TEXT,__text) external _si_list_retain
00000001805282fc (__TEXT,__text) non-external _si_list_retain.cold.1
0000000180505838 (__TEXT,__text) non-external (was a private external) _si_list_to_addrinfo
0000000180518bf0 (__TEXT,__text) external _si_mac_all
0000000180518bd4 (__TEXT,__text) external _si_mac_bymac
0000000180518bb8 (__TEXT,__text) external _si_mac_byname
0000000180518a20 (__TEXT,__text) non-external _si_mod_dlsym
0000000180518ac0 (__TEXT,__text) external _si_module_allows_caching
000000018050fc94 (__TEXT,__text) non-external _si_module_cache_byname
00000001ed9806f8 (__AUTH_CONST,__const) non-external _si_module_cache_byname.cache_vtable
0000000180501444 (__TEXT,__text) non-external _si_module_config_modules_for_category
0000000180518aa8 (__TEXT,__text) external _si_module_name
000000018050aa00 (__TEXT,__text) external _si_module_release
0000000180518a8c (__TEXT,__text) external _si_module_retain
0000000180501558 (__TEXT,__text) non-external (was a private external) _si_module_static_cache
00000001ec318498 (__DATA_DIRTY,__bss) non-external _si_module_static_cache.once
00000001ec3184a8 (__DATA_DIRTY,__bss) non-external _si_module_static_cache.si
000000018050fd28 (__TEXT,__text) non-external (was a private external) _si_module_static_cache_file
00000001ec318448 (__DATA_DIRTY,__bss) non-external _si_module_static_cache_file.once
00000001ec318418 (__DATA_DIRTY,__bss) non-external _si_module_static_cache_file.si
0000000180520958 (__TEXT,__text) non-external (was a private external) _si_module_static_darwin_directory
0000000180529380 (__TEXT,__text) non-external _si_module_static_darwin_directory.cold.1
00000001ec318100 (__DATA_DIRTY,__data) non-external _si_module_static_darwin_directory.darwin_directory_vtable
00000001ec318490 (__DATA_DIRTY,__bss) non-external _si_module_static_darwin_directory.once
00000001ec3180d0 (__DATA_DIRTY,__data) non-external _si_module_static_darwin_directory.si
0000000180501574 (__TEXT,__text) non-external (was a private external) _si_module_static_ds
00000001805281a4 (__TEXT,__text) non-external _si_module_static_ds.cold.1
00000001ed980860 (__AUTH_CONST,__const) non-external _si_module_static_ds.ds_vtable
00000001ec318488 (__DATA_DIRTY,__bss) non-external _si_module_static_ds.once
00000001ec318268 (__DATA_DIRTY,__data) non-external _si_module_static_ds.si
0000000180501734 (__TEXT,__text) non-external (was a private external) _si_module_static_file
00000001805281cc (__TEXT,__text) non-external _si_module_static_file.cold.1
00000001ed980be8 (__AUTH_CONST,__const) non-external _si_module_static_file.file_vtable
00000001ec3184e8 (__DATA_DIRTY,__bss) non-external _si_module_static_file.once
00000001ec318298 (__DATA_DIRTY,__data) non-external _si_module_static_file.si
000000018050167c (__TEXT,__text) non-external (was a private external) _si_module_static_mdns
00000001805282c4 (__TEXT,__text) non-external _si_module_static_mdns.cold.1
00000001ed980d70 (__AUTH_CONST,__const) non-external _si_module_static_mdns.mdns_vtable
00000001ec318480 (__DATA_DIRTY,__bss) non-external _si_module_static_mdns.once
00000001ec3180a0 (__DATA_DIRTY,__data) non-external _si_module_static_mdns.si
00000001805010b0 (__TEXT,__text) non-external (was a private external) _si_module_static_search
00000001805282d8 (__TEXT,__text) non-external _si_module_static_search.cold.1
00000001ec3184e0 (__DATA_DIRTY,__bss) non-external _si_module_static_search.once
00000001e98887c8 (__DATA,__bss) non-external _si_module_static_search.result
00000001ed980ef8 (__AUTH_CONST,__const) non-external _si_module_static_search.search_vtable
00000001ec318070 (__DATA_DIRTY,__data) non-external _si_module_static_search.si
0000000180518ab4 (__TEXT,__text) external _si_module_vers
0000000180500f84 (__TEXT,__text) external _si_module_with_name
00000001ec318348 (__DATA_DIRTY,__data) non-external _si_module_with_name.modules
00000001805188f8 (__TEXT,__text) non-external (was a private external) _si_module_with_path
00000001805072e4 (__TEXT,__text) external _si_nameinfo
0000000180518b2c (__TEXT,__text) external _si_netgroup_byname
0000000180518c44 (__TEXT,__text) external _si_network_all
0000000180518c28 (__TEXT,__text) external _si_network_byaddr
0000000180518c0c (__TEXT,__text) external _si_network_byname
0000000180518cb4 (__TEXT,__text) external _si_protocol_all
0000000180518c7c (__TEXT,__text) external _si_protocol_byname
0000000180518c98 (__TEXT,__text) external _si_protocol_bynumber
0000000180518d08 (__TEXT,__text) external _si_rpc_all
0000000180518cd0 (__TEXT,__text) external _si_rpc_byname
0000000180518cec (__TEXT,__text) external _si_rpc_bynumber
0000000180500f4c (__TEXT,__text) external _si_search
00000001ec318478 (__DATA_DIRTY,__bss) non-external _si_search.search
00000001ec318410 (__DATA_DIRTY,__bss) non-external _si_search_cache_file.search
00000001ec318408 (__DATA_DIRTY,__bss) non-external _si_search_file.search
000000018050bde8 (__TEXT,__text) external _si_search_module_set_flags
0000000180518c60 (__TEXT,__text) external _si_service_all
00000001805064bc (__TEXT,__text) external _si_service_byname
000000018050d180 (__TEXT,__text) external _si_service_byport
0000000180500d30 (__TEXT,__text) external _si_set_nat64_v4_requires_synthesis
0000000180528380 (__TEXT,__text) non-external _si_set_nat64_v4_requires_synthesis.cold.1
0000000180500da0 (__TEXT,__text) external _si_set_nat64_v4_synthesize
00000001805283ac (__TEXT,__text) non-external _si_set_nat64_v4_synthesize.cold.1
0000000180517fa4 (__TEXT,__text) external _si_set_path_check
00000001805283d8 (__TEXT,__text) non-external _si_set_path_check.cold.1
00000001805180e8 (__TEXT,__text) external _si_srv_byname
0000000180518f14 (__TEXT,__text) external _si_standardize_mac_address
0000000180518ad8 (__TEXT,__text) external _si_user_all
0000000180506404 (__TEXT,__text) external _si_user_byname
00000001805017d4 (__TEXT,__text) external _si_user_byuid
0000000180508200 (__TEXT,__text) external _si_user_byuuid
0000000180518104 (__TEXT,__text) external _si_wants_addrinfo
                 (undefined) external _sigblock (from libsystem_c)
                 (undefined) external _sigsetmask (from libsystem_c)
0000000180525c44 (__TEXT,__text) non-external _skip_input_bytes
                 (undefined) external _snprintf (from libsystem_c)
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _sprintf (from libsystem_c)
                 (undefined) external _sscanf (from libsystem_c)
                 (undefined) external _stat (from libsystem_kernel)
                 (undefined) external _statfs (from libsystem_kernel)
                 (undefined) external _strchr (from libsystem_c)
                 (undefined) external _strcmp (from libsystem_c)
                 (undefined) external _strcpy (from libsystem_c)
                 (undefined) external _strdup (from libsystem_c)
                 (undefined) external _strerror (from libsystem_c)
                 (undefined) external _strlen (from libsystem_c)
                 (undefined) external _strncasecmp (from libsystem_c)
                 (undefined) external _strncpy (from libsystem_c)
                 (undefined) external _strndup (from libsystem_c)
                 (undefined) external _strnstr (from libsystem_c)
                 (undefined) external _strrchr (from libsystem_c)
                 (undefined) external _strtol (from libsystem_c)
                 (undefined) external _strtoll (from libsystem_c)
00000001e9888690 (__DATA,__common) external _svc_fdset
0000000180523624 (__TEXT,__text) external _svc_getreq
0000000180523670 (__TEXT,__text) external _svc_getreqset
00000001e9888890 (__DATA,__bss) non-external _svc_head
00000001e9888308 (__DATA,__data) non-external (was a private external) _svc_maxfd
00000001805231f0 (__TEXT,__text) external _svc_register
00000001805293dc (__TEXT,__text) external _svc_run
000000018052337c (__TEXT,__text) external _svc_sendreply
00000001805232e0 (__TEXT,__text) external _svc_unregister
00000001ed981600 (__AUTH_CONST,__const) non-external _svcauthsw
00000001805234d8 (__TEXT,__text) external _svcerr_auth
0000000180523428 (__TEXT,__text) external _svcerr_decode
00000001805233d0 (__TEXT,__text) external _svcerr_noproc
0000000180523574 (__TEXT,__text) external _svcerr_noprog
00000001805235c8 (__TEXT,__text) external _svcerr_progvers
0000000180523480 (__TEXT,__text) external _svcerr_systemerr
0000000180523524 (__TEXT,__text) external _svcerr_weakauth
0000000180523dd4 (__TEXT,__text) external _svcfd_create
0000000180523b20 (__TEXT,__text) external _svcraw_create
0000000180523bd4 (__TEXT,__text) non-external _svcraw_destroy
0000000180523bc4 (__TEXT,__text) non-external _svcraw_freeargs
0000000180523bb4 (__TEXT,__text) non-external _svcraw_getargs
0000000180523bac (__TEXT,__text) non-external _svcraw_recv
0000000180523bbc (__TEXT,__text) non-external _svcraw_reply
0000000180523bcc (__TEXT,__text) non-external _svcraw_stat
0000000180523bd8 (__TEXT,__text) external _svctcp_create
0000000180523e88 (__TEXT,__text) non-external _svctcp_destroy
00000001805242f4 (__TEXT,__text) non-external _svctcp_freeargs
0000000180524294 (__TEXT,__text) non-external _svctcp_getargs
00000001ecfc42f0 (__AUTH,__data) non-external _svctcp_op
00000001805241f4 (__TEXT,__text) non-external _svctcp_recv
00000001ecfc42c0 (__AUTH,__data) non-external _svctcp_rendezvous_op
00000001805242ac (__TEXT,__text) non-external _svctcp_reply
0000000180524254 (__TEXT,__text) non-external _svctcp_stat
0000000180524310 (__TEXT,__text) external _svcudp_bufcreate
0000000180524544 (__TEXT,__text) external _svcudp_create
0000000180524968 (__TEXT,__text) non-external _svcudp_destroy
000000018052494c (__TEXT,__text) non-external _svcudp_freeargs
00000001805246e4 (__TEXT,__text) non-external _svcudp_getargs
00000001ecfc4320 (__AUTH,__data) non-external _svcudp_op
0000000180524550 (__TEXT,__text) non-external _svcudp_recv
00000001805246fc (__TEXT,__text) non-external _svcudp_reply
00000001805246dc (__TEXT,__text) non-external _svcudp_stat
                 (undefined) external _sys_nerr (from libsystem_c)
                 (undefined) external _sysctl (from libsystem_c)
00000001ecfc4200 (__AUTH,__data) non-external _tcp_ops
                 (undefined) external _time (from libsystem_c)
00000001ecfc4230 (__AUTH,__data) non-external _udp_ops
00000001e98882e8 (__DATA,__data) non-external _unset_retry_timeout
00000001e98882f8 (__DATA,__data) non-external _unset_total_timeout
000000018050bed0 (__TEXT,__text) external _user_from_uid
00000001e9888790 (__DATA,__bss) non-external _user_from_uid.buf
                 (undefined) external _uuid_copy (from libsystem_c)
                 (undefined) external _uuid_parse (from libsystem_c)
                 (undefined) external _uuid_unparse_upper (from libsystem_c)
                 (undefined) external _vasprintf (from libsystem_c)
00000001e9888310 (__DATA,__data) non-external _wait_per_try
                 (undefined) external _warnx (from libsystem_c)
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
000000018051e108 (__TEXT,__text) non-external _writetcp
0000000180524180 (__TEXT,__text) non-external _writetcp
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
0000000180522d10 (__TEXT,__text) non-external (was a private external) _xdr_accepted_reply
00000001805252e0 (__TEXT,__text) external _xdr_array
000000018051cba4 (__TEXT,__text) external _xdr_authunix_parms
0000000180506070 (__TEXT,__text) external _xdr_bool
0000000180524dd4 (__TEXT,__text) external _xdr_bytes
0000000180522ed4 (__TEXT,__text) external _xdr_callhdr
00000001805228dc (__TEXT,__text) external _xdr_callmsg
0000000180524d40 (__TEXT,__text) external _xdr_char
0000000180522d08 (__TEXT,__text) external _xdr_des_block
000000018051a934 (__TEXT,__text) external _xdr_domainname
0000000180525528 (__TEXT,__text) external _xdr_double
0000000180524dd0 (__TEXT,__text) external _xdr_enum
0000000180525494 (__TEXT,__text) external _xdr_float
00000001805249d0 (__TEXT,__text) external _xdr_free
00000001805252d0 (__TEXT,__text) external _xdr_hyper
0000000180524a18 (__TEXT,__text) external _xdr_int
0000000180524c30 (__TEXT,__text) external _xdr_int16_t
000000018050631c (__TEXT,__text) external _xdr_int32_t
00000001805250c8 (__TEXT,__text) external _xdr_int64_t
000000018051a93c (__TEXT,__text) external _xdr_keydat
0000000180524aa0 (__TEXT,__text) external _xdr_long
00000001805252d8 (__TEXT,__text) external _xdr_longlong_t
000000018051a94c (__TEXT,__text) external _xdr_mapname
0000000180524ed0 (__TEXT,__text) external _xdr_netobj
0000000180506108 (__TEXT,__text) external _xdr_opaque
0000000180522cb0 (__TEXT,__text) non-external (was a private external) _xdr_opaque_auth
000000018051a954 (__TEXT,__text) external _xdr_peername
0000000180521d64 (__TEXT,__text) external _xdr_pmap
0000000180521dd8 (__TEXT,__text) external _xdr_pmaplist
0000000180526514 (__TEXT,__text) external _xdr_pointer
0000000180526434 (__TEXT,__text) external _xdr_reference
0000000180522dbc (__TEXT,__text) non-external (was a private external) _xdr_rejected_reply
0000000180522e54 (__TEXT,__text) external _xdr_replymsg
0000000180521fd4 (__TEXT,__text) external _xdr_rmtcall_args
00000001805220d4 (__TEXT,__text) external _xdr_rmtcallres
0000000180524b20 (__TEXT,__text) external _xdr_short
