00007ffe06204320 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffe061a3a7f (__TEXT,__text) non-external _afStreamCloseWithState
00007ffe061a3766 (__TEXT,__text) non-external _afStreamWrite
00007ffe0620604a (__TEXT,__text) non-external _afscStreamCancel
00007ffe06205af0 (__TEXT,__text) non-external _afscStreamClose
00007ffe06206476 (__TEXT,__text) non-external _afscStreamCloseWithState
00007ffe062037c2 (__TEXT,__text) non-external _afscStreamOpen
00007ffe0620605c (__TEXT,__text) non-external _afscStreamWrite
00007ffe0618882d (__TEXT,__text) non-external _aggregate_copy_fork
00007ffe061892ce (__TEXT,__text) non-external _aggregate_identical_forks
00007ffe06194878 (__TEXT,__text) non-external (was a private external) _apfs_scan_diskimage
00007ffe061f6778 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffe061f673d (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
00007ffe061f66f7 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffe0618c08f (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffe061c96e5 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffe061f31a6 (__TEXT,__text) non-external _append_field
00007ffe061efe16 (__TEXT,__text) non-external _applyEntryAttributes
00007ffe061c90ec (__TEXT,__text) non-external _applyYEC
00007ffe061c3e65 (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffe061c4143 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00007ffe06191528 (__TEXT,__text) non-external _asyncContext
00007ffe061afcb6 (__TEXT,__text) non-external _asyncContext
00007ffe0619182f (__TEXT,__text) non-external _asyncProgress
00007ffe061affd8 (__TEXT,__text) non-external _asyncProgress
00007ffe06191817 (__TEXT,__text) non-external _asyncSelect
00007ffe061b8f09 (__TEXT,__text) non-external _bestMatchInRange
00007ffe061cc148 (__TEXT,__text) non-external _blockGetFromCache
00007ffe061cbffc (__TEXT,__text) non-external _blockReader
00007ffe061cc27d (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
00007ffe061d2455 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00007ffe061d2dd3 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00007ffe061d22ad (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00007ffe061d26a0 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
00007ffe061d270e (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00007ffe061d1d6a (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
00007ffe061d1ba5 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
00007ffe061d20c1 (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffe061d2246 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffe061d37b9 (__TEXT,__text) non-external _bxdiffEncodeBuffer
00007ffe062104f2 (__TEXT,__text) non-external _cacheData
00007ffe0619f5b4 (__TEXT,__text) non-external _cacheFlush
00007ffe0619f49f (__TEXT,__text) non-external _cachePageEvict
00007ffe0619f19e (__TEXT,__text) non-external _cachePageGet
00007ffe0619f2ef (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
00007ffe06190a6c (__TEXT,__text) non-external _cancelProc
00007ffe061bbd1c (__TEXT,__text) non-external _cancelProc
00007ffe061c7a0d (__TEXT,__text) non-external _cancelProc
00007ffe061dd2f8 (__TEXT,__text) non-external _cancelProc
00007ffe061dfea0 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00007ffe061b7623 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffe061d996f (__TEXT,__text) non-external _chunkAppendHole
00007ffe061c1487 (__TEXT,__text) non-external _chunkAsyncCancel
00007ffe061c0da4 (__TEXT,__text) non-external _chunkAsyncClose
00007ffe061c112e (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffe061c14a7 (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffe061c12ce (__TEXT,__text) non-external _chunkAsyncProcess
00007ffe061d9941 (__TEXT,__text) non-external _chunkDestroy
00007ffe061d7b45 (__TEXT,__text) non-external _chunk_compare_by_position
00007ffe061d7b39 (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffe061ba1eb (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffe0618f6b6 (__TEXT,__text) non-external _closeProc
00007ffe061bb3f7 (__TEXT,__text) non-external _closeProc
00007ffe061c4f6b (__TEXT,__text) non-external _closeProc
00007ffe061db63d (__TEXT,__text) non-external _closeProc
00007ffe0618f966 (__TEXT,__text) non-external _closeWithStateProc
00007ffe061bb482 (__TEXT,__text) non-external _closeWithStateProc
00007ffe061c6542 (__TEXT,__text) non-external _closeWithStateProc
00007ffe061db6ff (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffe061f0358 (__TEXT,__text) non-external _clusterEntryUpdateDAT
00007ffe061eb64d (__TEXT,__text) non-external _cmpNodesProc
00007ffe0618bb83 (__TEXT,__text) non-external _cmpRange
00007ffe0618f124 (__TEXT,__text) non-external _cmp_entries_clc
00007ffe0618f0fb (__TEXT,__text) non-external _cmp_entries_hlc
00007ffe0618f198 (__TEXT,__text) non-external _cmp_entries_offset
00007ffe0618f14d (__TEXT,__text) non-external _cmp_entries_slc
00007ffe061e8e67 (__TEXT,__text) non-external _cmp_keys
00007ffe061db3da (__TEXT,__text) non-external _cmp_markers
00007ffe0618883b (__TEXT,__text) non-external _compare_copy_fork_3
00007ffe0618880b (__TEXT,__text) non-external _compare_copy_fork_4
00007ffe061887cd (__TEXT,__text) non-external _compare_copy_fork_5
00007ffe06188450 (__TEXT,__text) non-external _compare_digest_tasks
00007ffe06186880 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
00007ffe061892b8 (__TEXT,__text) non-external _compare_forks_by_extent
00007ffe061892e6 (__TEXT,__text) non-external _compare_forks_by_position
00007ffe061b0204 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffe061b019d (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffe061b01e8 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffe061b0212 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffe061b01f6 (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffe06192924 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffe061fd5bc (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffe061c30d5 (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffe061c2dcf (__TEXT,__text) non-external (was a private external) _concatExtractPathEx
00007ffe061c2d33 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffe0620dac4 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffe061cff16 (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
00007ffe061cb236 (__TEXT,__text) non-external _convertStreamAbort
00007ffe061cb49f (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffe061ca0b7 (__TEXT,__text) non-external _convertStreamClose
00007ffe061cb6f8 (__TEXT,__text) non-external _convertStreamEndBlob
00007ffe061cb408 (__TEXT,__text) non-external _convertStreamEndEntry
00007ffe061cb365 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffe061cadf8 (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffe061ca14e (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffe061d7b59 (__TEXT,__text) non-external _convert_block_controls
00007ffe061d79cb (__TEXT,__text) non-external _convert_internal_controls
00007ffe061c34f0 (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffe061c38a2 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffe061a56ab (__TEXT,__text) non-external _copyStream
00007ffe061e9616 (__TEXT,__text) non-external _create
00007ffe061c9ec9 (__TEXT,__text) non-external _createErrorContextKey
00007ffe061c9962 (__TEXT,__text) non-external (was a private external) _createThread
00007ffe061a9957 (__TEXT,__text) non-external _ctrl_reader_get
00007ffe061ae454 (__TEXT,__text) non-external _currentWriteBufferFull
00007ffe06201802 (__TEXT,__text) non-external _decodeStreamAbort
00007ffe06201825 (__TEXT,__text) non-external _decodeStreamClose
00007ffe06200cfd (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffe06200bc2 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffe06201630 (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffe06200adb (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffe06201131 (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffe06200a1a (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffe06204b77 (__TEXT,__text) non-external _decompressToData
00007ffe0618a9b0 (__TEXT,__text) non-external _decryptAsyncCancel
00007ffe0618a45a (__TEXT,__text) non-external _decryptAsyncClose
00007ffe0618a651 (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffe0618a9c2 (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffe0618a7a0 (__TEXT,__text) non-external _decryptAsyncProcess
00007ffe061d0e18 (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffe061d0c9a (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffe061d0e25 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffe061d0e32 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffe061ab958 (__TEXT,__text) non-external _ecc65537Inv
00007ffe061ab59a (__TEXT,__text) non-external _ecc65537PolyEval
00007ffe061ab811 (__TEXT,__text) non-external _ecc65537Solve
00007ffe061ab603 (__TEXT,__text) non-external _ecc65537Triangulate
00007ffe061fe46c (__TEXT,__text) non-external _encodeEntry
00007ffe061fe5cd (__TEXT,__text) non-external _encodeYOPEntry
00007ffe061ff5f4 (__TEXT,__text) non-external _encoderStreamAbort
00007ffe061ff421 (__TEXT,__text) non-external _encoderStreamClose
00007ffe061ff7a2 (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffe061ff611 (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffe061c9249 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffe061fd590 (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffe061df1d5 (__TEXT,__text) non-external _entryMessage
00007ffe061efbee (__TEXT,__text) non-external _entryRelease
00007ffe061fd57e (__TEXT,__text) non-external _entryVectorCmp
00007ffe061c4754 (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffe061c4878 (__TEXT,__text) non-external _enumerateTree_rec
00007ffe061ea3d9 (__TEXT,__text) non-external _expandDirThreadProc
00007ffe061ef966 (__TEXT,__text) non-external _extractStreamAbort
00007ffe061eb82a (__TEXT,__text) non-external _extractStreamClose
00007ffe061f0536 (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffe061f060f (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffe061ef983 (__TEXT,__text) non-external _extractStreamStateFail
00007ffe061ef194 (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffe061ee444 (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffe061dfab6 (__TEXT,__text) non-external _extractThread
00007ffe061f0281 (__TEXT,__text) non-external _extractThreadFailEntry
00007ffe061ed395 (__TEXT,__text) non-external _extractThreadProc
00007ffe061efd65 (__TEXT,__text) non-external _extractThreadSendCommand
00007ffe061df612 (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffe061df425 (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffe061df61c (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffe061df698 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffe061a2e3a (__TEXT,__text) non-external _findFirst
00007ffe061d8053 (__TEXT,__text) non-external _fingerprint_consumer
00007ffe061d7d02 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffe061a42a6 (__TEXT,__text) non-external _flushBuf
00007ffe061ffa52 (__TEXT,__text) non-external _flushOBuf
00007ffe06206d1c (__TEXT,__text) non-external _flushOBuf
00007ffe061bde8d (__TEXT,__text) non-external _flushToResourceFork
00007ffe061ffb92 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffe061b5d77 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
00007ffe061d3be5 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffe061a464a (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffe42e5e050 (__DATA_DIRTY,__bss) non-external _gErrorContextKey
00007ffe061da762 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffe06210718 (__TEXT,__text) non-external _getBXDiffControls.cold.1
00007ffe061c4487 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffe062007aa (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffe061abb16 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffe061c2abd (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffe061c9e77 (__TEXT,__text) non-external _getErrorContextKey
00007ffe42e5e040 (__DATA_DIRTY,__data) non-external _getErrorContextKey.errorContextOnce
00007ffe061d5f50 (__TEXT,__text) non-external _getFieldBlob
00007ffe061c3d32 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffe061c3cb4 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffe061c4266 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffe061f1d8f (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00007ffe061c43f3 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffe061c3c2c (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffe061c4518 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffe061c452e (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffe061c45bc (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffe061c41e4 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffe0620f874 (__TEXT,__text) non-external _getFreeCachePos
00007ffe061eb264 (__TEXT,__text) non-external _getPath
00007ffe061b8a19 (__TEXT,__text) non-external _getProfile
00007ffe061c2a89 (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffe061c31ba (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffe061dff07 (__TEXT,__text) non-external _getTempSegmentFilename
00007ffe061c4ce6 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffe0620d957 (__TEXT,__text) non-external _graisAbort
00007ffe0620bdde (__TEXT,__text) non-external _graisClose
00007ffe0620d56b (__TEXT,__text) non-external _graisPRead
00007ffe0620d543 (__TEXT,__text) non-external _graisRead
00007ffe0620d911 (__TEXT,__text) non-external _graisSeek
00007ffe061ea330 (__TEXT,__text) non-external _increaseCapacity
00007ffe061b7860 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffe06200159 (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffe061f0ce8 (__TEXT,__text) non-external _init_blob_with_magic
00007ffe061cc390 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
00007ffe061cc409 (__TEXT,__text) non-external (was a private external) _io_preallocate
00007ffe061cc5ce (__TEXT,__text) non-external (was a private external) _io_set_nocache
00007ffe061c324d (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffe061f662c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffe061c9c93 (__TEXT,__text) non-external (was a private external) _joinThread
00007ffe0621067a (__TEXT,__text) non-external _joinThread.cold.1
00007ffe06209625 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
00007ffe062096c6 (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffe061c9316 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffe06200c56 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffe061d9af5 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffe061f52b8 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffe06206ec7 (__TEXT,__text) non-external _loadChunkOffsets
00007ffe0620447c (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffe061dfb1e (__TEXT,__text) non-external _loadRemainingRange
00007ffe061dfd44 (__TEXT,__text) non-external _loadTempSegment
00007ffe061df728 (__TEXT,__text) non-external _loadThread
00007ffe061cdb20 (__TEXT,__text) non-external (was a private external) _load_variants
00007ffe061c0fb4 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffe061c2bea (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffe061b464f (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffe061b4642 (__TEXT,__text) non-external _memoryInputStreamClose
00007ffe061b4684 (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffe061b4661 (__TEXT,__text) non-external _memoryInputStreamRead
00007ffe061b46db (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffe061b4838 (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffe061b482b (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffe061b484a (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffe06200787 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffe0620034a (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
00007ffe061ad777 (__TEXT,__text) non-external _merge_controls
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffe06210111 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffe061eabed (__TEXT,__text) non-external _normalize
00007ffe061c2c76 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffe061dff9b (__TEXT,__text) non-external _notifySegmentAvailable
00007ffe06225150 (__TEXT,__const) non-external _old_resource_fork_map
00007ffe06225850 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffe06192b31 (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffe061cdc6d (__TEXT,__text) non-external (was a private external) _patch_write_controls
00007ffe061c30e2 (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffe061938ca (__TEXT,__text) non-external _pcRead
00007ffe06192da1 (__TEXT,__text) non-external _pcWrite
00007ffe061895c7 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
00007ffe06189438 (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffe061893c7 (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffe06189318 (__TEXT,__text) non-external (was a private external) _pc_array_compare
00007ffe061893b2 (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffe0618952c (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
00007ffe06189517 (__TEXT,__text) non-external (was a private external) _pc_array_sort
00007ffe061d8140 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffe062106ac (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffe061d8428 (__TEXT,__text) non-external (was a private external) _pc_log_info
00007ffe061d82b3 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
00007ffe0618aefa (__TEXT,__text) non-external _processClusterHeader
00007ffe061af6ac (__TEXT,__text) non-external _processEntry
00007ffe061c7a1f (__TEXT,__text) non-external _processEntry
00007ffe0618a9cb (__TEXT,__text) non-external _processMagic
00007ffe0618b79c (__TEXT,__text) non-external _processPadding
00007ffe0618aad6 (__TEXT,__text) non-external _processPrologue
00007ffe0618ba59 (__TEXT,__text) non-external _processSegment
00007ffe061d0a4b (__TEXT,__text) non-external _processSegment
00007ffe061deed9 (__TEXT,__text) non-external _processSegment
00007ffe061a664c (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffe0620024c (__TEXT,__text) non-external (was a private external) _pushControls
00007ffe062001d7 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffe0618bb9c (__TEXT,__text) non-external _pushPaddingRange
00007ffe0618a2f0 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffe061b9153 (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
00007ffe061aa2dc (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffe061c24d9 (__TEXT,__text) non-external _rangeCmp
00007ffe061bd7a7 (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffe061bd784 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffe061bd7c4 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffe06186e2a (__TEXT,__text) non-external _rawimg_add_fork
00007ffe06186fd2 (__TEXT,__text) non-external _rawimg_add_volume
00007ffe0618926b (__TEXT,__text) non-external _rawimg_allocate_header_and_footer
00007ffe06186b11 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
00007ffe06188ce3 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
00007ffe06186898 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
00007ffe061882d3 (__TEXT,__text) non-external _rawimg_digest_worker
00007ffe061aca28 (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
