
/System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDevicesAgent (for architecture x86_64):
                 (undefined) external _sqlite3_create_function (from libsqlite3)
                 (undefined) external _sqlite3_exec (from libsqlite3)
                 (undefined) external _sqlite3_finalize (from libsqlite3)
                 (undefined) external _sqlite3_free (from libsqlite3)
                 (undefined) external _sqlite3_key (from libsqlite3)
                 (undefined) external _sqlite3_mprintf (from libsqlite3)
                 (undefined) external _sqlite3_open_v2 (from libsqlite3)
                 (undefined) external _sqlite3_prepare_v2 (from libsqlite3)
                 (undefined) external _sqlite3_reset (from libsqlite3)
                 (undefined) external _sqlite3_result_blob (from libsqlite3)
                 (undefined) external _sqlite3_result_int (from libsqlite3)
                 (undefined) external _sqlite3_result_int64 (from libsqlite3)
                 (undefined) external _sqlite3_sleep (from libsqlite3)
                 (undefined) external _sqlite3_step (from libsqlite3)
                 (undefined) external _sqlite3_user_data (from libsqlite3)
                 (undefined) external _sqlite3_value_blob (from libsqlite3)
                 (undefined) external _sqlite3_value_bytes (from libsqlite3)
                 (undefined) external _sqlite3_value_bytes16 (from libsqlite3)
                 (undefined) external _sqlite3_value_int64 (from libsqlite3)
                 (undefined) external _sqlite3_value_text16 (from libsqlite3)
                 (undefined) external _sqlite3_vfs_register (from libsqlite3)
                 (undefined) external _sqlite3_vfs_unregister (from libsqlite3)
                 (undefined) external _sqlite3_vmprintf (from libsqlite3)
                 (undefined) external _srand (from libSystem)
                 (undefined) external _sscanf (from libSystem)
                 (undefined) external _stat$INODE64 (from libSystem)
                 (undefined) external _statfs$INODE64 (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncasecmp (from libSystem)
                 (undefined) external _strncat (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _sync_volume_np (from libSystem)
                 (undefined) external _sysctl (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
                 (undefined) external _tan (from libSystem)
                 (undefined) external _tempnam (from libSystem)
                 (undefined) external _time (from libSystem)
                 (undefined) external _ucol_close (from libicucore)
                 (undefined) external _ucol_getBound (from libicucore)
                 (undefined) external _ucol_getSortKey (from libicucore)
                 (undefined) external _ucol_open (from libicucore)
                 (undefined) external _ucol_setAttribute (from libicucore)
                 (undefined) external _unlink (from libSystem)
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utime (from libSystem)
                 (undefined) external _utrans_close (from libicucore)
                 (undefined) external _utrans_openU (from libicucore)
                 (undefined) external _utrans_transUChars (from libicucore)
                 (undefined) external _uuid_unparse_lower (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _vDSP_FFT16_copv (from Accelerate)
                 (undefined) external _vDSP_FFT32_copv (from Accelerate)
                 (undefined) external _vDSP_conv (from Accelerate)
                 (undefined) external _vDSP_create_fftsetup (from Accelerate)
                 (undefined) external _vDSP_ctoz (from Accelerate)
                 (undefined) external _vDSP_desamp (from Accelerate)
                 (undefined) external _vDSP_destroy_fftsetup (from Accelerate)
                 (undefined) external _vDSP_dotpr (from Accelerate)
                 (undefined) external _vDSP_fft3_zop (from Accelerate)
                 (undefined) external _vDSP_fft5_zop (from Accelerate)
                 (undefined) external _vDSP_fft_zop (from Accelerate)
                 (undefined) external _vDSP_fft_zrip (from Accelerate)
                 (undefined) external _vDSP_vadd (from Accelerate)
                 (undefined) external _vDSP_vclr (from Accelerate)
                 (undefined) external _vDSP_vma (from Accelerate)
                 (undefined) external _vDSP_vmul (from Accelerate)
                 (undefined) external _vDSP_vsmul (from Accelerate)
                 (undefined) external _vDSP_ztoc (from Accelerate)
                 (undefined) external _valloc (from libSystem)
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) external _vm_page_size (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
                 (undefined) external _vsnprintf (from libSystem)
                 (undefined) external _write (from libSystem)
                 (undefined) external _x80tod (from CoreServices)
                 (undefined) external _xpc_connection_activate (from libSystem)
                 (undefined) external _xpc_connection_create_mach_service (from libSystem)
                 (undefined) external _xpc_connection_send_message_with_reply_sync (from libSystem)
                 (undefined) external _xpc_connection_set_event_handler (from libSystem)
                 (undefined) external _xpc_copy_description (from libSystem)
                 (undefined) external _xpc_dictionary_create_empty (from libSystem)
                 (undefined) external _xpc_dictionary_get_data (from libSystem)
                 (undefined) external _xpc_dictionary_set_data (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_release (from libSystem)

/System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDevicesAgent (for architecture arm64e):
                 (undefined) external _ACAccountDataclassCloudPhotos (from Accounts)
                 (undefined) external _ACAccountTypeIdentifieriTunesStore (from Accounts)
                 (undefined) external _AECreateAppleEvent (from CoreServices)
                 (undefined) external _AECreateDesc (from CoreServices)
                 (undefined) external _AECreateList (from CoreServices)
                 (undefined) external _AEDisposeDesc (from CoreServices)
                 (undefined) external _AEPutDesc (from CoreServices)
                 (undefined) external _AEPutParamDesc (from CoreServices)
                 (undefined) external _AEPutParamPtr (from CoreServices)
                 (undefined) external _AESend (from Carbon)
                 (undefined) external _AFCConnectionCopyLastErrorInfo (from MobileDevice)
                 (undefined) external _AFCConnectionCreate (from MobileDevice)
                 (undefined) external _AFCConnectionGetFSBlockSize (from MobileDevice)
                 (undefined) external _AFCConnectionGetIOTimeout (from MobileDevice)
                 (undefined) external _AFCConnectionInvalidate (from MobileDevice)
                 (undefined) external _AFCConnectionIsValid (from MobileDevice)
                 (undefined) external _AFCConnectionProcessOperation (from MobileDevice)
                 (undefined) external _AFCConnectionScheduleWithRunLoop (from MobileDevice)
                 (undefined) external _AFCConnectionSetCallBack (from MobileDevice)
                 (undefined) external _AFCConnectionSetDisposeSecureContextOnInvalidate (from MobileDevice)
                 (undefined) external _AFCConnectionSetSecureContext (from MobileDevice)
                 (undefined) external _AFCConnectionSubmitOperation (from MobileDevice)
                 (undefined) external _AFCConnectionUnscheduleFromRunLoop (from MobileDevice)
                 (undefined) external _AFCFileDescriptorCreateCloseOperation (from MobileDevice)
                 (undefined) external _AFCFileDescriptorCreateGetPositionOperation (from MobileDevice)
                 (undefined) external _AFCFileDescriptorCreateLockOperation (from MobileDevice)
                 (undefined) external _AFCFileDescriptorCreateReadAtPositionOperation (from MobileDevice)
                 (undefined) external _AFCFileDescriptorCreateReadOperation (from MobileDevice)
                 (undefined) external _AFCFileDescriptorCreateSetImmutableHintOperation (from MobileDevice)
                 (undefined) external _AFCFileDescriptorCreateSetPositionOperation (from MobileDevice)
                 (undefined) external _AFCFileDescriptorCreateSetSizeOperation (from MobileDevice)
                 (undefined) external _AFCFileDescriptorCreateUnlockOperation (from MobileDevice)
                 (undefined) external _AFCFileDescriptorCreateWriteAtPositionOperation (from MobileDevice)
                 (undefined) external _AFCFileDescriptorCreateWriteOperation (from MobileDevice)
                 (undefined) external _AFCFileDescriptorGetTypeID (from MobileDevice)
                 (undefined) external _AFCOperationCreateGetDeviceInfo (from MobileDevice)
                 (undefined) external _AFCOperationCreateGetFileHash (from MobileDevice)
                 (undefined) external _AFCOperationCreateGetFileHashWithRange (from MobileDevice)
                 (undefined) external _AFCOperationCreateGetFileInfo (from MobileDevice)
                 (undefined) external _AFCOperationCreateGetSizeOfPathContents (from MobileDevice)
                 (undefined) external _AFCOperationCreateLinkPath (from MobileDevice)
                 (undefined) external _AFCOperationCreateMakeDirectory (from MobileDevice)
                 (undefined) external _AFCOperationCreateOpenFile (from MobileDevice)
                 (undefined) external _AFCOperationCreateReadDirectory (from MobileDevice)
                 (undefined) external _AFCOperationCreateRemovePath (from MobileDevice)
                 (undefined) external _AFCOperationCreateRemovePathAndContents (from MobileDevice)
                 (undefined) external _AFCOperationCreateRenamePath (from MobileDevice)
                 (undefined) external _AFCOperationCreateSetModTime (from MobileDevice)
                 (undefined) external _AFCOperationGetContext (from MobileDevice)
                 (undefined) external _AFCOperationGetResultObject (from MobileDevice)
                 (undefined) external _AFCOperationGetResultStatus (from MobileDevice)
                 (undefined) external _AFCOperationSetContext (from MobileDevice)
                 (undefined) external _AMDCopyArrayOfDevicesMatchingQuery (from MobileDevice)
                 (undefined) external _AMDCopyErrorText (from MobileDevice)
                 (undefined) external _AMDFUModeDeviceCopyAuthInstallPreflightOptions (from MobileDevice)
                 (undefined) external _AMDFUModeDeviceGetECID (from MobileDevice)
                 (undefined) external _AMDFUModeDeviceGetLocationID (from MobileDevice)
                 (undefined) external _AMDFUModeDeviceGetProductID (from MobileDevice)
                 (undefined) external _AMDFUModeDeviceGetProductType (from MobileDevice)
                 (undefined) external _AMDFUModeDeviceGetSecurityEpoch (from MobileDevice)
                 (undefined) external _AMDFUModeDeviceRequestAbbreviatedSendSync (from MobileDevice)
                 (undefined) external _AMDGetBundleVersion (from MobileDevice)
                 (undefined) external _AMDSecureListenForNotifications (from MobileDevice)
                 (undefined) external _AMDSecureObserveNotification (from MobileDevice)
                 (undefined) external _AMDSecurePostNotification (from MobileDevice)
                 (undefined) external _AMDSecureShutdownNotificationProxy (from MobileDevice)
                 (undefined) external _AMDServiceConnectionGetSecureIOContext (from MobileDevice)
                 (undefined) external _AMDServiceConnectionGetSocket (from MobileDevice)
                 (undefined) external _AMDServiceConnectionInvalidate (from MobileDevice)
                 (undefined) external _AMDServiceConnectionReceive (from MobileDevice)
                 (undefined) external _AMDServiceConnectionReceiveMessage (from MobileDevice)
                 (undefined) external _AMDServiceConnectionSend (from MobileDevice)
                 (undefined) external _AMDServiceConnectionSendMessage (from MobileDevice)
                 (undefined) external _AMDeviceActivate (from MobileDevice)
                 (undefined) external _AMDeviceActivateWithOptions (from MobileDevice)
                 (undefined) external _AMDeviceConnect (from MobileDevice)
                 (undefined) external _AMDeviceCopyAuthInstallPreflightOptions (from MobileDevice)
                 (undefined) external _AMDeviceCopyDeviceIdentifier (from MobileDevice)
                 (undefined) external _AMDeviceCopyValue (from MobileDevice)
                 (undefined) external _AMDeviceCopyValueWithError (from MobileDevice)
                 (undefined) external _AMDeviceCreateActivationInfoWithOptions (from MobileDevice)
                 (undefined) external _AMDeviceCreateActivationSessionInfo (from MobileDevice)
                 (undefined) external _AMDeviceCreateHouseArrestService (from MobileDevice)
                 (undefined) external _AMDeviceCreateWakeupToken (from MobileDevice)
                 (undefined) external _AMDeviceDisconnect (from MobileDevice)
                 (undefined) external _AMDeviceEnterRecovery (from MobileDevice)
                 (undefined) external _AMDeviceGetConnectionID (from MobileDevice)
                 (undefined) external _AMDeviceGetInterfaceType (from MobileDevice)
                 (undefined) external _AMDeviceGetWirelessBuddyFlags (from MobileDevice)
                 (undefined) external _AMDeviceInstallProvisioningProfile (from MobileDevice)
                 (undefined) external _AMDeviceIsValid (from MobileDevice)
                 (undefined) external _AMDeviceLookupApplicationArchives (from MobileDevice)
                 (undefined) external _AMDeviceLookupApplications (from MobileDevice)
                 (undefined) external _AMDeviceNotificationSubscribe (from MobileDevice)
                 (undefined) external _AMDeviceNotificationUnsubscribe (from MobileDevice)
                 (undefined) external _AMDevicePairWithOptions (from MobileDevice)
                 (undefined) external _AMDevicePowerAssertionCreate (from MobileDevice)
                 (undefined) external _AMDeviceRemoveValue (from MobileDevice)
                 (undefined) external _AMDeviceRequestAbbreviatedSendSync (from MobileDevice)
                 (undefined) external _AMDeviceSecureArchiveApplication (from MobileDevice)
                 (undefined) external _AMDeviceSecureCheckCapabilitiesMatch (from MobileDevice)
                 (undefined) external _AMDeviceSecureInstallApplication (from MobileDevice)
                 (undefined) external _AMDeviceSecureRemoveApplicationArchive (from MobileDevice)
                 (undefined) external _AMDeviceSecureStartService (from MobileDevice)
                 (undefined) external _AMDeviceSecureTransferPath (from MobileDevice)
                 (undefined) external _AMDeviceSecureUpgradeApplication (from MobileDevice)
                 (undefined) external _AMDeviceSetValue (from MobileDevice)
                 (undefined) external _AMDeviceSetWirelessBuddyFlags (from MobileDevice)
                 (undefined) external _AMDeviceStartSession (from MobileDevice)
                 (undefined) external _AMDeviceStopSession (from MobileDevice)
                 (undefined) external _AMDeviceUSBLocationID (from MobileDevice)
                 (undefined) external _AMDeviceUnpair (from MobileDevice)
                 (undefined) external _AMDeviceValidatePairing (from MobileDevice)
                 (undefined) external _AMDeviceWakeupOperationCreateWithToken (from MobileDevice)
                 (undefined) external _AMDeviceWakeupOperationInvalidate (from MobileDevice)
                 (undefined) external _AMDeviceWakeupOperationSchedule (from MobileDevice)
                 (undefined) external _AMPDeviceAppsCategoryKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserAlertStyleKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserCancelButtonTitleKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserCheckboxTitleKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserCheckboxValueKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserExplanationKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserMessageKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserOKButtonTitleKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserOtherButtonShouldDismissKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserOtherButtonTitleKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserOtherButtonURLKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserTimeoutDismissButtonKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserTimeoutExplanationPluralKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserTimeoutExplanationSingularKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserTimeoutSecondsKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserUUIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceAudioCategoryKey (from AMPDevices)
                 (undefined) external _AMPDeviceBackupPathKey (from AMPDevices)
                 (undefined) external _AMPDeviceBackupTargetIdentifierKey (from AMPDevices)
                 (undefined) external _AMPDeviceBooksCategoryKey (from AMPDevices)
                 (undefined) external _AMPDeviceCategoriesKey (from AMPDevices)
                 (undefined) external _AMPDeviceCategoryBytesKey (from AMPDevices)
                 (undefined) external _AMPDeviceCategoryItemsKey (from AMPDevices)
                 (undefined) external _AMPDeviceCategorySecondsKey (from AMPDevices)
                 (undefined) external _AMPDeviceErrorMoreInfoURLKey (from AMPDevices)
                 (undefined) external _AMPDeviceFreeCategoryKey (from AMPDevices)
                 (undefined) external _AMPDeviceGamesCategoryKey (from AMPDevices)
                 (undefined) external _AMPDeviceLogsCategoryKey (from AMPDevices)
                 (undefined) external _AMPDeviceMobileBackupErrorDomain (from AMPDevices)
                 (undefined) external _AMPDeviceObjectAlbumIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceObjectArtistIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceObjectBookKitAssetIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceObjectLibraryIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceObjectPlaylistIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceObjectPlaylistItemIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceObjectTrackIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceObjectTrackInstanceIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceOpenPanelAllowedFileTypesKey (from AMPDevices)
                 (undefined) external _AMPDeviceOpenPanelAllowsMultipleSelectionKey (from AMPDevices)
                 (undefined) external _AMPDeviceOpenPanelCanChooseDirectoriesKey (from AMPDevices)
                 (undefined) external _AMPDeviceOpenPanelCanChooseFilesKey (from AMPDevices)
                 (undefined) external _AMPDeviceOpenPanelPromptKey (from AMPDevices)
                 (undefined) external _AMPDeviceOpenPanelTitleKey (from AMPDevices)
                 (undefined) external _AMPDeviceOpenPanelTreatsFilePackagesAsDirectoriesKey (from AMPDevices)
                 (undefined) external _AMPDeviceOpenPanelUUIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceOtherCategoryKey (from AMPDevices)
                 (undefined) external _AMPDevicePhotosCategoryKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordCancelButtonTitleKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordCheckboxTitleKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordCheckboxValueKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordDefaultPasswordKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordDefaultUserNameKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordExplanationKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordHideUserNameKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordLockUserNameKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordMessageKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordOKButtonTitleKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordPasswordLabelKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordUUIDKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordUserNameLabelKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordVerifyLabelKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordVerifyPasswordKey (from AMPDevices)
                 (undefined) external _AMPDevicePurgeableCategoryKey (from AMPDevices)
                 (undefined) external _AMPDeviceReportCancelButtonTitleKey (from AMPDevices)
                 (undefined) external _AMPDeviceReportDefaultFileNameKey (from AMPDevices)
                 (undefined) external _AMPDeviceReportHideSaveButtonKey (from AMPDevices)
                 (undefined) external _AMPDeviceReportOKButtonTitleKey (from AMPDevices)
                 (undefined) external _AMPDeviceReportReportHeightKey (from AMPDevices)
                 (undefined) external _AMPDeviceReportReportWidthKey (from AMPDevices)
                 (undefined) external _AMPDeviceReportRichTextKey (from AMPDevices)
                 (undefined) external _AMPDeviceReportSafetyInfoKey (from AMPDevices)
                 (undefined) external _AMPDeviceReportUUIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceReportWindowTitleKey (from AMPDevices)
                 (undefined) external _AMPDeviceReservedCategoryKey (from AMPDevices)
                 (undefined) external _AMPDeviceTotalBytesKey (from AMPDevices)
                 (undefined) external _AMPDeviceUserDataCategoryKey (from AMPDevices)
                 (undefined) external _AMPDeviceVideoCategoryKey (from AMPDevices)
                 (undefined) external _AMRAuthInstallCopyLocalizedStringForServerError (from MobileDevice)
                 (undefined) external _AMRAuthInstallFinalize (from MobileDevice)
                 (undefined) external _AMRLog (from MobileDevice)
                 (undefined) external _AMRecoveryModeDeviceCopyAuthInstallPreflightOptions (from MobileDevice)
                 (undefined) external _AMRecoveryModeDeviceCopyIMEI (from MobileDevice)
                 (undefined) external _AMRecoveryModeDeviceCopySerialNumber (from MobileDevice)
                 (undefined) external _AMRecoveryModeDeviceGetECID (from MobileDevice)
                 (undefined) external _AMRecoveryModeDeviceGetLocationID (from MobileDevice)
                 (undefined) external _AMRecoveryModeDeviceGetProductType (from MobileDevice)
                 (undefined) external _AMRecoveryModeDeviceGetSecurityEpoch (from MobileDevice)
                 (undefined) external _AMRecoveryModeDeviceReboot (from MobileDevice)
                 (undefined) external _AMRecoveryModeDeviceRequestAbbreviatedSendSync (from MobileDevice)
                 (undefined) external _AMRecoveryModeDeviceSetAutoBoot (from MobileDevice)
                 (undefined) external _AMRestorableCommitStashBagWithManifest (from MobileDevice)
                 (undefined) external _AMRestorableDeviceCopyAMDevice (from MobileDevice)
                 (undefined) external _AMRestorableDeviceCopyDFUModeDevice (from MobileDevice)
                 (undefined) external _AMRestorableDeviceCopyDefaultRestoreOptions (from MobileDevice)
                 (undefined) external _AMRestorableDeviceCopyProductString (from MobileDevice)
                 (undefined) external _AMRestorableDeviceCopyRecoveryModeDevice (from MobileDevice)
                 (undefined) external _AMRestorableDeviceCopySerialNumber (from MobileDevice)
                 (undefined) external _AMRestorableDeviceEnableExtraDFUDevices (from MobileDevice)
                 (undefined) external _AMRestorableDeviceGetBoardID (from MobileDevice)
                 (undefined) external _AMRestorableDeviceGetChipID (from MobileDevice)
                 (undefined) external _AMRestorableDeviceGetECID (from MobileDevice)
                 (undefined) external _AMRestorableDeviceGetProductType (from MobileDevice)
                 (undefined) external _AMRestorableDeviceGetState (from MobileDevice)
                 (undefined) external _AMRestorableDeviceRegisterForNotifications (from MobileDevice)
                 (undefined) external _AMRestorableDeviceRegisterForNotificationsForDevices (from MobileDevice)
                 (undefined) external _AMRestorableDeviceRestore (from MobileDevice)
                 (undefined) external _AMRestorableDeviceSetLogFileURL (from MobileDevice)
                 (undefined) external _AMRestorableDeviceTriggerUpdateForBoardAndChipIDWithPrompt (from MobileDevice)
                 (undefined) external _AMRestorableDeviceUnregisterForNotifications (from MobileDevice)
                 (undefined) external _AMRestorableGetCheckpointData (from MobileDevice)
                 (undefined) external _AMRestorableGetIdentifyingErrorCode (from MobileDevice)
                 (undefined) external _AMRestorableSetLogLevel (from MobileDevice)
                 (undefined) external _AMRestoreCreateDefaultOptions (from MobileDevice)
                 (undefined) external _AMRestoreDisableFileLogging (from MobileDevice)
                 (undefined) external _AMRestoreEnableExtraDFUDevices (from MobileDevice)
                 (undefined) external _AMRestoreEnableFileLogging (from MobileDevice)
                 (undefined) external _AMRestoreModeDeviceCopyEcid (from MobileDevice)
                 (undefined) external _AMRestoreModeDeviceCreate (from MobileDevice)
                 (undefined) external _AMRestoreModeGetLastFailureLog (from MobileDevice)
                 (undefined) external _AMRestorePerformDFURestore (from MobileDevice)
                 (undefined) external _AMRestorePerformRecoveryModeRestore (from MobileDevice)
                 (undefined) external _AMRestorePerformRestoreModeRestore (from MobileDevice)
                 (undefined) external _AMRestoreRegisterForDeviceNotifications (from MobileDevice)
                 (undefined) external _AMRestoreSetLogLevel (from MobileDevice)
                 (undefined) external _AMSAccountMediaTypeiTunes (from AppleMediaServices)
                 (undefined) external _AMSArchiveBackup (from MobileDevice)
                 (undefined) external _AMSBackupWithOptions (from MobileDevice)
                 (undefined) external _AMSBeginSync (from MobileDevice)
                 (undefined) external _AMSBiometricsDeviceStateChangedNotificationName (from AppleMediaServices)
                 (undefined) external _AMSCancelBackupRestore (from MobileDevice)
                 (undefined) external _AMSCancelCrashReportCopy (from MobileDevice)
                 (undefined) external _AMSCancelSync (from MobileDevice)
                 (undefined) external _AMSChangeBackupPassword (from MobileDevice)
                 (undefined) external _AMSCleanup (from MobileDevice)
                 (undefined) external _AMSClearDataClasses (from MobileDevice)
                 (undefined) external _AMSConnectToCrashReportCopyTarget (from MobileDevice)
                 (undefined) external _AMSCopyCrashReportPath (from MobileDevice)
                 (undefined) external _AMSCopyCrashReportsFromTarget (from MobileDevice)
                 (undefined) external _AMSCopySourcesForRestoreCompatibleWith (from MobileDevice)
                 (undefined) external _AMSDisconnectFromCrashReportCopyTarget (from MobileDevice)
                 (undefined) external _AMSEnableCloudBackup (from MobileDevice)
                 (undefined) external _AMSEnableSyncServices (from MobileDevice)
                 (undefined) external _AMSEraseDevice (from MobileDevice)
                 (undefined) external _AMSErrorDomain (from AppleMediaServices)
                 (undefined) external _AMSGetBackupInfo (from MobileDevice)
                 (undefined) external _AMSGetBackupPasswordFromKeychainForTarget (from MobileDevice)
                 (undefined) external _AMSGetCalendarDayLimit (from MobileDevice)
                 (undefined) external _AMSGetClientIdentifierAndDisplayNameForTarget (from MobileDevice)
                 (undefined) external _AMSGetCollectionsForDataClassName (from MobileDevice)
                 (undefined) external _AMSGetCrashReportCopyPreferencesForTarget (from MobileDevice)
                 (undefined) external _AMSGetDataClassInfoForTarget (from MobileDevice)
                 (undefined) external _AMSGetNewRecordCalendarName (from MobileDevice)
                 (undefined) external _AMSGetNewRecordGroupName (from MobileDevice)
                 (undefined) external _AMSGetNumberOfCrashReportsToCopy (from MobileDevice)
                 (undefined) external _AMSGetNumberOfCrashReportsToSubmit (from MobileDevice)
                 (undefined) external _AMSGetSourcesForRestore (from MobileDevice)
                 (undefined) external _AMSHTTPHeaderSetCookie (from AppleMediaServices)
                 (undefined) external _AMSHTTPHeaderSetUserCookies (from AppleMediaServices)
                 (undefined) external _AMSInitialize (from MobileDevice)
                 (undefined) external _AMSIsSyncServicesEnabled (from MobileDevice)
                 (undefined) external _AMSRegisterClientWithTargetIdentifierAndDisplayName (from MobileDevice)
                 (undefined) external _AMSRestoreWithApplications (from MobileDevice)
                 (undefined) external _AMSSetBackupPasswordInKeychain (from MobileDevice)
                 (undefined) external _AMSSetCalendarDayLimit (from MobileDevice)
                 (undefined) external _AMSSetCrashReportCopyPreferencesForTarget (from MobileDevice)
                 (undefined) external _AMSSetDataClassInfoForTarget (from MobileDevice)
                 (undefined) external _AMSSetFilteredCollectionNamesForDataClassName (from MobileDevice)
                 (undefined) external _AMSSetNewRecordCalendarName (from MobileDevice)
                 (undefined) external _AMSSetNewRecordGroupName (from MobileDevice)
                 (undefined) external _AMSSubmitCrashReportsFromTarget (from MobileDevice)
                 (undefined) external _AMSSubmitRestoreLogFromPath (from MobileDevice)
                 (undefined) external _AMSUnregisterTarget (from MobileDevice)
                 (undefined) external _APP_SANDBOX_READ_WRITE (from libSystem)
                 (undefined) external _ATCFMessageCreate (from AirTrafficHost)
                 (undefined) external _ATCFMessageGetName (from AirTrafficHost)
                 (undefined) external _ATCFMessageGetParam (from AirTrafficHost)
                 (undefined) external _ATHostAdvertiserStartWakeupService (from AirTrafficHost)
                 (undefined) external _ATHostAdvertiserStopWakeupService (from AirTrafficHost)
                 (undefined) external _ATHostConnectionCreate (from AirTrafficHost)
                 (undefined) external _ATHostConnectionCreateWithCallbacks (from AirTrafficHost)
                 (undefined) external _ATHostConnectionGetCurrentSessionNumber (from AirTrafficHost)
                 (undefined) external _ATHostConnectionGetGrappaSessionId (from AirTrafficHost)
                 (undefined) external _ATHostConnectionInvalidate (from AirTrafficHost)
                 (undefined) external _ATHostConnectionRelease (from AirTrafficHost)
                 (undefined) external _ATHostConnectionRetain (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendAssetCompleted (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendAssetCompletedWithMetadata (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendFileErrorWithParams (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendFileProgress (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendHostInfo (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendMessage (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendMetadataSyncFinished (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendPing (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendPowerAssertion (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendStatusMessage (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendSyncFailed (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendSyncRequest (from AirTrafficHost)
                 (undefined) external _AVAssetExportPresetAppleM4V1080pHD (from AVFoundation)
                 (undefined) external _AVAssetExportPresetAppleM4V720pHD (from AVFoundation)
                 (undefined) external _AVAssetExportPresetAppleM4ViPod (from AVFoundation)
                 (undefined) external _AVCFApplicationAuthorizationChallengeProviderFairPlay (from AVFoundationCF)
