0000000182771da8 (__DATA,__data) external _NDR_record
0000000180667568 (__TEXT,__text) external _os_buflet_set_data_length
000000018066755c (__TEXT,__text) external _os_buflet_set_data_offset
000000018066fcb4 (__TEXT,__text) external _os_channel_advance_slot
0000000180670920 (__TEXT,__text) external _os_channel_attr_clone
0000000180670884 (__TEXT,__text) external _os_channel_attr_create
0000000180670b48 (__TEXT,__text) external _os_channel_attr_destroy
0000000180670db4 (__TEXT,__text) external _os_channel_attr_get
0000000180670f68 (__TEXT,__text) external _os_channel_attr_get_key
0000000180670c24 (__TEXT,__text) external _os_channel_attr_set
00000001806709b4 (__TEXT,__text) external _os_channel_attr_set_key
000000018066fc5c (__TEXT,__text) external _os_channel_available_slot_count
0000000180672634 (__TEXT,__text) external _os_channel_buflet_alloc
0000000180671f6c (__TEXT,__text) external _os_channel_buflet_free
0000000180672600 (__TEXT,__text) external _os_channel_configure_interface_advisory
000000018066f894 (__TEXT,__text) external _os_channel_create
000000018066ee80 (__TEXT,__text) external _os_channel_create_extended
000000018066fa1c (__TEXT,__text) external _os_channel_destroy
0000000180672568 (__TEXT,__text) external _os_channel_event_free
0000000180676250 (__TEXT,__text) external _os_channel_event_get_event_data
000000018067619c (__TEXT,__text) external _os_channel_event_get_next_event
00000001806704c8 (__TEXT,__text) external _os_channel_flow_admissible
00000001806706a4 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00000001806704a4 (__TEXT,__text) external _os_channel_get_advisory_region
000000018066f8a4 (__TEXT,__text) external _os_channel_get_fd
000000018067256c (__TEXT,__text) external _os_channel_get_interface_advisory
0000000180672114 (__TEXT,__text) external _os_channel_get_next_event_handle
000000018066fd40 (__TEXT,__text) external _os_channel_get_next_slot
0000000180670420 (__TEXT,__text) external _os_channel_get_stats_region
000000018066f668 (__TEXT,__text) non-external _os_channel_info2attr
000000018066f784 (__TEXT,__text) non-external _os_channel_init_ring
000000018066fb0c (__TEXT,__text) external _os_channel_is_defunct
000000018067149c (__TEXT,__text) external _os_channel_large_packet_alloc
0000000180670fe0 (__TEXT,__text) external _os_channel_packet_alloc
0000000180670fe8 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00000001806714a4 (__TEXT,__text) external _os_channel_packet_free
000000018067197c (__TEXT,__text) external _os_channel_packet_pool_purge
000000018066fc2c (__TEXT,__text) external _os_channel_pending
0000000180671c80 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
000000018066f8ac (__TEXT,__text) external _os_channel_read_attr
000000018066f9cc (__TEXT,__text) external _os_channel_read_nexus_extension_info
000000018066fb20 (__TEXT,__text) external _os_channel_ring_id
000000018066fc50 (__TEXT,__text) external _os_channel_ring_notify_time
000000018066fc44 (__TEXT,__text) external _os_channel_ring_sync_time
000000018066fbd0 (__TEXT,__text) external _os_channel_rx_ring
000000018067017c (__TEXT,__text) external _os_channel_set_slot_properties
0000000180671644 (__TEXT,__text) external _os_channel_slot_attach_packet
00000001806717d0 (__TEXT,__text) external _os_channel_slot_detach_packet
00000001806702b4 (__TEXT,__text) external _os_channel_slot_get_packet
000000018066f9f0 (__TEXT,__text) external _os_channel_sync
000000018066fb88 (__TEXT,__text) external _os_channel_tx_ring
000000018066f900 (__TEXT,__text) external _os_channel_write_attr
0000000180667518 (__TEXT,__text) external _os_copy_and_inet_checksum
0000000180660940 (__TEXT,__text) external _os_cpu_copy_in_cksum
00000001806753bc (__TEXT,__text) external _os_cpu_in_cksum
0000000180660340 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
0000000180664bb0 (__TEXT,__text) external _os_fault_with_payload
0000000180667514 (__TEXT,__text) external _os_inet_checksum
0000000180673534 (__TEXT,__text) external _os_nexus_attr_clone
0000000180673498 (__TEXT,__text) external _os_nexus_attr_create
00000001806738c8 (__TEXT,__text) external _os_nexus_attr_destroy
000000018067377c (__TEXT,__text) external _os_nexus_attr_get
0000000180673590 (__TEXT,__text) external _os_nexus_attr_set
0000000180674018 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
0000000180673d14 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
0000000180673d34 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
0000000180673918 (__TEXT,__text) external _os_nexus_controller_create
0000000180673d08 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00000001806743f8 (__TEXT,__text) external _os_nexus_controller_destroy
0000000180673d28 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
0000000180673a18 (__TEXT,__text) external _os_nexus_controller_get_fd
000000018067420c (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
0000000180673eb4 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
0000000180673a20 (__TEXT,__text) external _os_nexus_controller_register_provider
0000000180674170 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
0000000180673e34 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00000001806747a0 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00000001806673d4 (__TEXT,__text) external _os_packet_add_buflet
000000018066697c (__TEXT,__text) external _os_packet_add_inet_csum_flags
0000000180666abc (__TEXT,__text) external _os_packet_clear_flow_uuid
0000000180667488 (__TEXT,__text) external _os_packet_decrement_use_count
000000018066722c (__TEXT,__text) external _os_packet_finalize
00000001806674b0 (__TEXT,__text) external _os_packet_get_aggregation_type
0000000180667138 (__TEXT,__text) external _os_packet_get_buflet_count
00000001806667f8 (__TEXT,__text) external _os_packet_get_compression_generation_count
000000018066712c (__TEXT,__text) external _os_packet_get_data_length
0000000180666b90 (__TEXT,__text) external _os_packet_get_expire_time
0000000180666c24 (__TEXT,__text) external _os_packet_get_expiry_action
0000000180666a0c (__TEXT,__text) external _os_packet_get_flow_uuid
0000000180666b60 (__TEXT,__text) external _os_packet_get_group_end
0000000180666afc (__TEXT,__text) external _os_packet_get_group_start
0000000180666258 (__TEXT,__text) external _os_packet_get_headroom
00000001806669bc (__TEXT,__text) external _os_packet_get_inet_checksum
0000000180667068 (__TEXT,__text) external _os_packet_get_keep_alive
0000000180666354 (__TEXT,__text) external _os_packet_get_link_broadcast
0000000180666474 (__TEXT,__text) external _os_packet_get_link_ethfcs
00000001806662dc (__TEXT,__text) external _os_packet_get_link_header_length
00000001806663e4 (__TEXT,__text) external _os_packet_get_link_multicast
0000000180667174 (__TEXT,__text) external _os_packet_get_next_buflet
0000000180666e24 (__TEXT,__text) external _os_packet_get_packetid
0000000180667200 (__TEXT,__text) external _os_packet_get_segment_count
0000000180666704 (__TEXT,__text) external _os_packet_get_service_class
0000000180666cc0 (__TEXT,__text) external _os_packet_get_token
0000000180667594 (__TEXT,__text) external _os_packet_get_trace_id
0000000180666874 (__TEXT,__text) external _os_packet_get_traffic_class
00000001806665c0 (__TEXT,__text) external _os_packet_get_transport_retransmit
00000001806664f0 (__TEXT,__text) external _os_packet_get_transport_traffic_background
0000000180666558 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00000001806670b4 (__TEXT,__text) external _os_packet_get_truncated
0000000180666fe4 (__TEXT,__text) external _os_packet_get_vlan_id
0000000180666fec (__TEXT,__text) external _os_packet_get_vlan_priority
0000000180666f7c (__TEXT,__text) external _os_packet_get_vlan_tag
0000000180667058 (__TEXT,__text) external _os_packet_get_wake_flag
000000018066745c (__TEXT,__text) external _os_packet_increment_use_count
0000000180666ff4 (__TEXT,__text) external _os_packet_set_app_metadata
00000001806667c8 (__TEXT,__text) external _os_packet_set_compression_generation_count
0000000180666be0 (__TEXT,__text) external _os_packet_set_expire_time
0000000180666c74 (__TEXT,__text) external _os_packet_set_expiry_action
0000000180666a64 (__TEXT,__text) external _os_packet_set_flow_uuid
0000000180666b2c (__TEXT,__text) external _os_packet_set_group_end
0000000180666ac8 (__TEXT,__text) external _os_packet_set_group_start
0000000180666200 (__TEXT,__text) external _os_packet_set_headroom
0000000180666938 (__TEXT,__text) external _os_packet_set_inet_checksum
0000000180667078 (__TEXT,__text) external _os_packet_set_keep_alive
00000001806670f8 (__TEXT,__text) external _os_packet_set_l4s_flag
0000000180666308 (__TEXT,__text) external _os_packet_set_link_broadcast
0000000180666428 (__TEXT,__text) external _os_packet_set_link_ethfcs
0000000180666298 (__TEXT,__text) external _os_packet_set_link_header_length
0000000180666398 (__TEXT,__text) external _os_packet_set_link_multicast
0000000180666ea0 (__TEXT,__text) external _os_packet_set_packetid
0000000180667654 (__TEXT,__text) external _os_packet_set_protocol_segment_size
0000000180666628 (__TEXT,__text) external _os_packet_set_service_class
0000000180666d80 (__TEXT,__text) external _os_packet_set_token
00000001806675b4 (__TEXT,__text) external _os_packet_set_trace_id
0000000180666844 (__TEXT,__text) external _os_packet_set_traffic_class
00000001806665f0 (__TEXT,__text) external _os_packet_set_transport_last_packet
0000000180666588 (__TEXT,__text) external _os_packet_set_transport_retransmit
00000001806664b8 (__TEXT,__text) external _os_packet_set_transport_traffic_background
0000000180666520 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
0000000180667684 (__TEXT,__text) external _os_packet_set_tso_flags
00000001806674dc (__TEXT,__text) external _os_packet_set_tx_timestamp
0000000180666f1c (__TEXT,__text) external _os_packet_set_vlan_tag
00000001806675e0 (__TEXT,__text) external _os_packet_trace_event
0000000180669e1c (__TEXT,__text) external _os_proc_available_memory
0000000180669498 (__TEXT,__text) external _panic
000000018066948c (__TEXT,__text) external _panic_init
0000000180664bdc (__TEXT,__text) external _panic_with_data
0000000180664c08 (__TEXT,__text) external _pathconf
0000000180664c34 (__TEXT,__text) external _peeloff
0000000180660814 (__TEXT,__text) external _pid_for_task
0000000180664c60 (__TEXT,__text) external _pid_hibernate
0000000180664c8c (__TEXT,__text) external _pid_resume
00000001806728f0 (__TEXT,__text) external _pid_shutdown_networking
0000000180664cb8 (__TEXT,__text) external _pid_shutdown_sockets
0000000180664ce4 (__TEXT,__text) external _pid_suspend
0000000180662154 (__TEXT,__text) external _pipe
0000000180664d10 (__TEXT,__text) external _pivot_root
00000001806661b0 (__TEXT,__text) external _pkt_subtype_assert_fail
00000001806661d8 (__TEXT,__text) external _pkt_type_assert_fail
0000000180664d3c (__TEXT,__text) external _poll
000000018066218c (__TEXT,__text) external _poll$NOCANCEL
00000001806660d8 (__TEXT,__text) non-external _port_for_id_internal
00000001806694e8 (__TEXT,__text) external _port_obj_init
0000000182771e28 (__DATA,__common) external _port_obj_table
0000000182771d80 (__DATA,__data) external _port_obj_table_size
0000000180664630 (__TEXT,__text) external _posix_madvise
000000018066e37c (__TEXT,__text) external _posix_spawn
000000018066cd68 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
000000018066d348 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
000000018066d480 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
000000018066d210 (__TEXT,__text) external _posix_spawn_file_actions_addclose
000000018066d2a0 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
000000018066d53c (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
000000018066d3f0 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
000000018066d07c (__TEXT,__text) external _posix_spawn_file_actions_addopen
000000018066cff4 (__TEXT,__text) external _posix_spawn_file_actions_destroy
000000018066cf5c (__TEXT,__text) external _posix_spawn_file_actions_init
000000018066c3f4 (__TEXT,__text) external _posix_spawnattr_destroy
000000018066cc88 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
000000018066db88 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
000000018066db44 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
000000018066c824 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
000000018066c7bc (__TEXT,__text) external _posix_spawnattr_getbinpref_np
000000018066d614 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
000000018066c72c (__TEXT,__text) external _posix_spawnattr_getflags
000000018066d7ac (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
000000018066c898 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
000000018066c774 (__TEXT,__text) external _posix_spawnattr_getpgroup
000000018066c8bc (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
000000018066c750 (__TEXT,__text) external _posix_spawnattr_getsigdefault
000000018066c798 (__TEXT,__text) external _posix_spawnattr_getsigmask
000000018066c2f0 (__TEXT,__text) external _posix_spawnattr_init
000000018066ccb0 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
000000018066e190 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
000000018066ccf8 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
000000018066ccd8 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
000000018066cd18 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
000000018066dd8c (__TEXT,__text) external _posix_spawnattr_set_csm_np
000000018066db68 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
000000018066e29c (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
000000018066deac (__TEXT,__text) external _posix_spawnattr_set_gid_np
000000018066df78 (__TEXT,__text) external _posix_spawnattr_set_groups_np
000000018066d68c (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
000000018066e2bc (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
0000000180692c08 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
000000018066e35c (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
000000018066e080 (__TEXT,__text) external _posix_spawnattr_set_login_np
000000018066dd48 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
000000018066dcac (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
000000018066dce0 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
000000018066dbac (__TEXT,__text) external _posix_spawnattr_set_persona_np
000000018066dc7c (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
000000018066cc68 (__TEXT,__text) external _posix_spawnattr_set_platform_np
000000018066e27c (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
000000018066d7a4 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
000000018066db14 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
000000018066d718 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
000000018066caf8 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
000000018066d66c (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
000000018066dde4 (__TEXT,__text) external _posix_spawnattr_set_uid_np
000000018066c9e8 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
000000018066cf24 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
000000018066c948 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
000000018066da30 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
000000018066d5f4 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
000000018066d5cc (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
000000018066cacc (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
000000018066cef0 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
000000018066c70c (__TEXT,__text) external _posix_spawnattr_setflags
000000018066d640 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
000000018066d86c (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
000000018066dd68 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
000000018066ca8c (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
000000018066c904 (__TEXT,__text) external _posix_spawnattr_setpgroup
000000018066caac (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
000000018066c8e0 (__TEXT,__text) external _posix_spawnattr_setsigdefault
000000018066c924 (__TEXT,__text) external _posix_spawnattr_setsigmask
000000018066cd38 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
0000000180664d68 (__TEXT,__text) external _pread
00000001806621e4 (__TEXT,__text) external _pread$NOCANCEL
0000000180664d94 (__TEXT,__text) external _preadv
0000000180662210 (__TEXT,__text) external _preadv$NOCANCEL
000000018066babc (__TEXT,__text) non-external _prepare_times_array_and_attrs
000000018066b084 (__TEXT,__text) external _proc_clear_cpulimits
000000018066b394 (__TEXT,__text) external _proc_clear_delayidlesleep
000000018066aa88 (__TEXT,__text) external _proc_clear_dirty
000000018066b274 (__TEXT,__text) external _proc_clear_vmpressure
000000018066a804 (__TEXT,__text) external _proc_current_thread_schedinfo
000000018066b268 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
000000018066b270 (__TEXT,__text) external _proc_denap_assertion_complete
000000018066b3f4 (__TEXT,__text) external _proc_disable_apptype
000000018066ad68 (__TEXT,__text) external _proc_disable_cpumon
000000018066af9c (__TEXT,__text) external _proc_disable_wakemon
000000018066b0e4 (__TEXT,__text) external _proc_donate_importance_boost
000000018066b468 (__TEXT,__text) external _proc_enable_apptype
000000018066ac80 (__TEXT,__text) external _proc_get_cpumon_params
000000018066aa0c (__TEXT,__text) external _proc_get_dirty
000000018066af18 (__TEXT,__text) external _proc_get_wakemon_params
000000018066b13c (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
000000018066b1f4 (__TEXT,__text) external _proc_importance_assertion_complete
000000018066a644 (__TEXT,__text) external _proc_kmsgbuf
000000018066a8b0 (__TEXT,__text) external _proc_libversion
000000018066afec (__TEXT,__text) external _proc_list_dynkqueueids
000000018066afd0 (__TEXT,__text) external _proc_list_uptrs
000000018066a1c4 (__TEXT,__text) external _proc_listallpids
000000018066a23c (__TEXT,__text) external _proc_listchildpids
000000018066a308 (__TEXT,__text) external _proc_listcoalitions
000000018066a200 (__TEXT,__text) external _proc_listpgrppids
000000018066a18c (__TEXT,__text) external _proc_listpids
00000001806755dc (__TEXT,__text) external _proc_listpidspath
000000018066a46c (__TEXT,__text) external _proc_name
000000018066a340 (__TEXT,__text) external _proc_pid_rusage
000000018066a418 (__TEXT,__text) external _proc_piddynkqueueinfo
000000018066a3a8 (__TEXT,__text) external _proc_pidfdinfo
000000018066a3e0 (__TEXT,__text) external _proc_pidfileportinfo
000000018066a278 (__TEXT,__text) external _proc_pidinfo
000000018066a2b0 (__TEXT,__text) external _proc_pidoriginatorinfo
000000018066a67c (__TEXT,__text) external _proc_pidpath
000000018066a73c (__TEXT,__text) external _proc_pidpath_audittoken
000000018066a548 (__TEXT,__text) external _proc_regionfilename
000000018066b078 (__TEXT,__text) external _proc_reset_footprint_interval
000000018066ad48 (__TEXT,__text) external _proc_resume_cpumon
0000000180664dc0 (__TEXT,__text) external _proc_rlimit_control
000000018066acfc (__TEXT,__text) external _proc_set_cpumon_defaults
000000018066ac34 (__TEXT,__text) external _proc_set_cpumon_params
000000018066adb4 (__TEXT,__text) external _proc_set_cpumon_params_fatal
000000018066b5ac (__TEXT,__text) external _proc_set_csm
000000018066b334 (__TEXT,__text) external _proc_set_delayidlesleep
000000018066a9ac (__TEXT,__text) external _proc_set_dirty
000000018066b4e4 (__TEXT,__text) external _proc_set_no_smt
000000018066b2d4 (__TEXT,__text) external _proc_set_owner_vmpressure
000000018066af68 (__TEXT,__text) external _proc_set_wakemon_defaults
000000018066aee4 (__TEXT,__text) external _proc_set_wakemon_params
000000018066b008 (__TEXT,__text) external _proc_setcpu_percentage
000000018066a8d0 (__TEXT,__text) external _proc_setpcontrol
000000018066a35c (__TEXT,__text) external _proc_setthread_cpupercent
000000018066b674 (__TEXT,__text) external _proc_setthread_csm
000000018066b548 (__TEXT,__text) external _proc_setthread_no_smt
000000018066ab64 (__TEXT,__text) external _proc_signal_with_audittoken
000000018066b4dc (__TEXT,__text) external _proc_suppress
000000018066aae8 (__TEXT,__text) external _proc_terminate
000000018066abc0 (__TEXT,__text) external _proc_terminate_all_rsr
0000000180664dec (__TEXT,__text) external _proc_trace_log
000000018066a94c (__TEXT,__text) external _proc_track_dirty
000000018066a450 (__TEXT,__text) external _proc_udata_info
0000000180664e18 (__TEXT,__text) external _proc_uuid_policy
000000018068575c (__TEXT,__text) external _processor_assign
00000001806855f8 (__TEXT,__text) external _processor_control
00000001806852d0 (__TEXT,__text) external _processor_exit
0000000180685890 (__TEXT,__text) external _processor_get_assignment
00000001806853e4 (__TEXT,__text) external _processor_info
000000018067c268 (__TEXT,__text) external _processor_set_create
000000018067c108 (__TEXT,__text) external _processor_set_default
0000000180684380 (__TEXT,__text) external _processor_set_destroy
0000000180684e1c (__TEXT,__text) external _processor_set_info
0000000180684498 (__TEXT,__text) external _processor_set_max_priority
0000000180684b14 (__TEXT,__text) external _processor_set_policy_control
00000001806846e0 (__TEXT,__text) external _processor_set_policy_disable
00000001806845bc (__TEXT,__text) external _processor_set_policy_enable
0000000180684c8c (__TEXT,__text) external _processor_set_stack_usage
000000018068419c (__TEXT,__text) external _processor_set_statistics
0000000180684804 (__TEXT,__text) external _processor_set_tasks
0000000180685024 (__TEXT,__text) external _processor_set_tasks_with_flavor
000000018068498c (__TEXT,__text) external _processor_set_threads
00000001806851bc (__TEXT,__text) external _processor_start
0000000180673138 (__TEXT,__text) external _pselect
0000000180675258 (__TEXT,__text) external _pselect$DARWIN_EXTSN
000000018066982c (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00000001806732f8 (__TEXT,__text) external _pselect$NOCANCEL
0000000180661574 (__TEXT,__text) external _pthread_getugid_np
0000000180662c6c (__TEXT,__text) external _pthread_setugid_np
0000000180662688 (__TEXT,__text) external _ptrace
0000000180664e44 (__TEXT,__text) external _pwrite
00000001806626c0 (__TEXT,__text) external _pwrite$NOCANCEL
0000000180664e70 (__TEXT,__text) external _pwritev
00000001806626ec (__TEXT,__text) external _pwritev$NOCANCEL
0000000180669164 (__TEXT,__text) external _quota
0000000180664e9c (__TEXT,__text) external _quotactl
0000000180664ec8 (__TEXT,__text) external _read
0000000180662718 (__TEXT,__text) external _read$NOCANCEL
0000000180664ef4 (__TEXT,__text) external _readlink
0000000180664f20 (__TEXT,__text) external _readlinkat
0000000180664f4c (__TEXT,__text) external _readv
0000000180662744 (__TEXT,__text) external _readv$NOCANCEL
0000000180665a2c (__TEXT,__text) non-external _reallocf
00000001806676d4 (__TEXT,__text) external _reboot
00000001806676dc (__TEXT,__text) external _reboot_np
0000000180673100 (__TEXT,__text) external _record_system_event_as_kernel
00000001806627c8 (__TEXT,__text) external _recvfrom
00000001806627f4 (__TEXT,__text) external _recvfrom$NOCANCEL
0000000180662820 (__TEXT,__text) external _recvmsg
000000018066284c (__TEXT,__text) external _recvmsg$NOCANCEL
0000000180664f78 (__TEXT,__text) external _recvmsg_x
0000000180664fa4 (__TEXT,__text) external _register_uexc_handler
0000000180664fd0 (__TEXT,__text) external _removexattr
0000000180675204 (__TEXT,__text) external _rename
000000018066c0b4 (__TEXT,__text) external _rename_ext
0000000180667874 (__TEXT,__text) external _renameat
000000018066c048 (__TEXT,__text) external _renameatx_np
000000018066c074 (__TEXT,__text) external _renamex_np
0000000180664ffc (__TEXT,__text) external _revoke
00000001806749c4 (__TEXT,__text) external _rmdir
0000000180665028 (__TEXT,__text) external _searchfs
0000000180673104 (__TEXT,__text) external _select
0000000180662928 (__TEXT,__text) external _select$DARWIN_EXTSN
0000000180662954 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00000001806732c4 (__TEXT,__text) external _select$NOCANCEL
0000000180665054 (__TEXT,__text) external _sem_close
0000000180672870 (__TEXT,__text) external _sem_destroy
0000000180672898 (__TEXT,__text) external _sem_getvalue
00000001806728c0 (__TEXT,__text) external _sem_init
0000000180660ba4 (__TEXT,__text) external _sem_open
0000000180665080 (__TEXT,__text) external _sem_post
00000001806650ac (__TEXT,__text) external _sem_trywait
00000001806650d8 (__TEXT,__text) external _sem_unlink
0000000180665104 (__TEXT,__text) external _sem_wait
00000001806629ac (__TEXT,__text) external _sem_wait$NOCANCEL
0000000180687dec (__TEXT,__text) external _semaphore_create
0000000180687f58 (__TEXT,__text) external _semaphore_destroy
000000018066954c (__TEXT,__text) external _semaphore_signal
0000000180669550 (__TEXT,__text) external _semaphore_signal_all
0000000180660784 (__TEXT,__text) external _semaphore_signal_all_trap
0000000180669554 (__TEXT,__text) external _semaphore_signal_thread
0000000180660790 (__TEXT,__text) external _semaphore_signal_thread_trap
0000000180660778 (__TEXT,__text) external _semaphore_signal_trap
000000018066955c (__TEXT,__text) external _semaphore_timedwait
0000000180669568 (__TEXT,__text) external _semaphore_timedwait_signal
00000001806607c0 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00000001806607b4 (__TEXT,__text) external _semaphore_timedwait_trap
0000000180669558 (__TEXT,__text) external _semaphore_wait
0000000180669564 (__TEXT,__text) external _semaphore_wait_signal
00000001806607a8 (__TEXT,__text) external _semaphore_wait_signal_trap
000000018066079c (__TEXT,__text) external _semaphore_wait_trap
0000000180660c28 (__TEXT,__text) external _semctl
0000000180665130 (__TEXT,__text) external _semget
000000018066515c (__TEXT,__text) external _semop
0000000180660c04 (__TEXT,__text) external _semsys
0000000180665188 (__TEXT,__text) external _sendfile
0000000180662a88 (__TEXT,__text) external _sendmsg
0000000180662ab4 (__TEXT,__text) external _sendmsg$NOCANCEL
00000001806651b4 (__TEXT,__text) external _sendmsg_x
0000000180662ae0 (__TEXT,__text) external _sendto
0000000180662b0c (__TEXT,__text) external _sendto$NOCANCEL
0000000180662b38 (__TEXT,__text) external _setattrlist
00000001806651e0 (__TEXT,__text) external _setattrlistat
00000001806774d8 (__TEXT,__text) external _setaudit
000000018066520c (__TEXT,__text) external _setaudit_addr
0000000180665238 (__TEXT,__text) external _setauid
0000000180665264 (__TEXT,__text) external _setegid
0000000180665290 (__TEXT,__text) external _seteuid
00000001806652bc (__TEXT,__text) external _setgid
00000001806652e8 (__TEXT,__text) external _setgroups
0000000180669794 (__TEXT,__text) external _setiopolicy_np
0000000180665314 (__TEXT,__text) external _setitimer
0000000180665340 (__TEXT,__text) external _setpgid
000000018066e824 (__TEXT,__text) external _setpriority
000000018066536c (__TEXT,__text) external _setprivexec
0000000180669194 (__TEXT,__text) external _setquota
0000000180662bbc (__TEXT,__text) external _setregid
0000000180662be8 (__TEXT,__text) external _setreuid
0000000180673484 (__TEXT,__text) external _setrlimit
0000000180662c40 (__TEXT,__text) external _setsgroups_np
0000000180665398 (__TEXT,__text) external _setsid
00000001806653c4 (__TEXT,__text) external _setsockopt
00000001806653f0 (__TEXT,__text) external _setuid
0000000180662cf0 (__TEXT,__text) external _setwgroups_np
000000018066541c (__TEXT,__text) external _setxattr
000000018066ee14 (__TEXT,__text) external _sfi_get_class_offtime
000000018066ee3c (__TEXT,__text) external _sfi_process_get_flags
000000018066ee28 (__TEXT,__text) external _sfi_process_set_flags
000000018066ee00 (__TEXT,__text) external _sfi_set_class_offtime
0000000180660bc4 (__TEXT,__text) external _shm_open
0000000180665448 (__TEXT,__text) external _shm_unlink
0000000180665474 (__TEXT,__text) external _shmat
0000000180662df8 (__TEXT,__text) external _shmctl
00000001806654a0 (__TEXT,__text) external _shmdt
00000001806654cc (__TEXT,__text) external _shmget
0000000180660c48 (__TEXT,__text) external _shmsys
00000001806654f8 (__TEXT,__text) external _shutdown
0000000180665524 (__TEXT,__text) external _sigpending
0000000180665550 (__TEXT,__text) external _sigprocmask
0000000180674924 (__TEXT,__text) external _sigsuspend
000000018067348c (__TEXT,__text) external _sigsuspend$NOCANCEL
000000018066557c (__TEXT,__text) external _socket
00000001806655a8 (__TEXT,__text) external _socket_delegate
0000000180662f58 (__TEXT,__text) external _socketpair
000000018066e624 (__TEXT,__text) external _stackshot_capture_with_config
000000018066e564 (__TEXT,__text) external _stackshot_config_create
000000018066e788 (__TEXT,__text) external _stackshot_config_dealloc
000000018066e730 (__TEXT,__text) external _stackshot_config_dealloc_buffer
