00000001cfb17f04 (__TEXT,__text) external _CGLGetCurrentContext
00000001cfb13bc4 (__TEXT,__text) external _glSamplerParameterIuiv
00000001cfb13b68 (__TEXT,__text) external _glSamplerParameterf
00000001cfb13b84 (__TEXT,__text) external _glSamplerParameterfv
00000001cfb13b28 (__TEXT,__text) external _glSamplerParameteri
00000001cfb13b48 (__TEXT,__text) external _glSamplerParameteriv
00000001cfb102ec (__TEXT,__text) external _glScaled
00000001cfb10300 (__TEXT,__text) external _glScalef
00000001cfb10314 (__TEXT,__text) external _glScissor
00000001cfb14e40 (__TEXT,__text) external _glScissorArrayv
00000001cfb14e60 (__TEXT,__text) external _glScissorIndexed
00000001cfb14e88 (__TEXT,__text) external _glScissorIndexedv
00000001cfb11944 (__TEXT,__text) external _glSecondaryColor3b
00000001cfb16a74 (__TEXT,__text) external _glSecondaryColor3bEXT
00000001cfb11964 (__TEXT,__text) external _glSecondaryColor3bv
00000001cfb16a94 (__TEXT,__text) external _glSecondaryColor3bvEXT
00000001cfb1197c (__TEXT,__text) external _glSecondaryColor3d
00000001cfb16aac (__TEXT,__text) external _glSecondaryColor3dEXT
00000001cfb11990 (__TEXT,__text) external _glSecondaryColor3dv
00000001cfb16ac0 (__TEXT,__text) external _glSecondaryColor3dvEXT
00000001cfb119a8 (__TEXT,__text) external _glSecondaryColor3f
00000001cfb16ad8 (__TEXT,__text) external _glSecondaryColor3fEXT
00000001cfb119bc (__TEXT,__text) external _glSecondaryColor3fv
00000001cfb16aec (__TEXT,__text) external _glSecondaryColor3fvEXT
00000001cfb119d4 (__TEXT,__text) external _glSecondaryColor3i
00000001cfb16b04 (__TEXT,__text) external _glSecondaryColor3iEXT
00000001cfb119f4 (__TEXT,__text) external _glSecondaryColor3iv
00000001cfb16b24 (__TEXT,__text) external _glSecondaryColor3ivEXT
00000001cfb11a0c (__TEXT,__text) external _glSecondaryColor3s
00000001cfb16b3c (__TEXT,__text) external _glSecondaryColor3sEXT
00000001cfb11a2c (__TEXT,__text) external _glSecondaryColor3sv
00000001cfb16b5c (__TEXT,__text) external _glSecondaryColor3svEXT
00000001cfb11a44 (__TEXT,__text) external _glSecondaryColor3ub
00000001cfb16b74 (__TEXT,__text) external _glSecondaryColor3ubEXT
00000001cfb11a64 (__TEXT,__text) external _glSecondaryColor3ubv
00000001cfb16b94 (__TEXT,__text) external _glSecondaryColor3ubvEXT
00000001cfb11a7c (__TEXT,__text) external _glSecondaryColor3ui
00000001cfb16bac (__TEXT,__text) external _glSecondaryColor3uiEXT
00000001cfb11a9c (__TEXT,__text) external _glSecondaryColor3uiv
00000001cfb16bcc (__TEXT,__text) external _glSecondaryColor3uivEXT
00000001cfb11ab4 (__TEXT,__text) external _glSecondaryColor3us
00000001cfb16be4 (__TEXT,__text) external _glSecondaryColor3usEXT
00000001cfb11ad4 (__TEXT,__text) external _glSecondaryColor3usv
00000001cfb16c04 (__TEXT,__text) external _glSecondaryColor3usvEXT
00000001cfb11aec (__TEXT,__text) external _glSecondaryColorPointer
00000001cfb16c1c (__TEXT,__text) external _glSecondaryColorPointerEXT
00000001cfb10338 (__TEXT,__text) external _glSelectBuffer
00000001cfb1110c (__TEXT,__text) external _glSeparableFilter2D
00000001cfb17a24 (__TEXT,__text) external _glSetFenceAPPLE
00000001cfb10354 (__TEXT,__text) external _glShadeModel
00000001cfb143b4 (__TEXT,__text) external _glShaderBinary
00000001cfb124fc (__TEXT,__text) external _glShaderSource
00000001cfb16208 (__TEXT,__text) external _glShaderSourceARB
00000001cfb1036c (__TEXT,__text) external _glStencilFunc
00000001cfb12a68 (__TEXT,__text) external _glStencilFuncSeparate
00000001cfb17df0 (__TEXT,__text) external _glStencilFuncSeparateATI
00000001cfb1038c (__TEXT,__text) external _glStencilMask
00000001cfb12ab0 (__TEXT,__text) external _glStencilMaskSeparate
00000001cfb103a4 (__TEXT,__text) external _glStencilOp
00000001cfb12a8c (__TEXT,__text) external _glStencilOpSeparate
00000001cfb17dcc (__TEXT,__text) external _glStencilOpSeparateATI
00000001cfb17c54 (__TEXT,__text) external _glSwapAPPLE
00000001cfb17a54 (__TEXT,__text) external _glTestFenceAPPLE
00000001cfb17a84 (__TEXT,__text) external _glTestObjectAPPLE
00000001cfb137b0 (__TEXT,__text) external _glTexBuffer
00000001cfb103c4 (__TEXT,__text) external _glTexCoord1d
00000001cfb103d8 (__TEXT,__text) external _glTexCoord1dv
00000001cfb103f0 (__TEXT,__text) external _glTexCoord1f
00000001cfb10404 (__TEXT,__text) external _glTexCoord1fv
00000001cfb1041c (__TEXT,__text) external _glTexCoord1i
00000001cfb10434 (__TEXT,__text) external _glTexCoord1iv
00000001cfb1044c (__TEXT,__text) external _glTexCoord1s
00000001cfb10464 (__TEXT,__text) external _glTexCoord1sv
00000001cfb1047c (__TEXT,__text) external _glTexCoord2d
00000001cfb10490 (__TEXT,__text) external _glTexCoord2dv
00000001cfb104a8 (__TEXT,__text) external _glTexCoord2f
00000001cfb104bc (__TEXT,__text) external _glTexCoord2fv
00000001cfb104d4 (__TEXT,__text) external _glTexCoord2i
00000001cfb104f0 (__TEXT,__text) external _glTexCoord2iv
00000001cfb10508 (__TEXT,__text) external _glTexCoord2s
00000001cfb10524 (__TEXT,__text) external _glTexCoord2sv
00000001cfb1053c (__TEXT,__text) external _glTexCoord3d
00000001cfb10550 (__TEXT,__text) external _glTexCoord3dv
00000001cfb10568 (__TEXT,__text) external _glTexCoord3f
00000001cfb1057c (__TEXT,__text) external _glTexCoord3fv
00000001cfb10594 (__TEXT,__text) external _glTexCoord3i
00000001cfb105b4 (__TEXT,__text) external _glTexCoord3iv
00000001cfb105cc (__TEXT,__text) external _glTexCoord3s
00000001cfb105ec (__TEXT,__text) external _glTexCoord3sv
00000001cfb10604 (__TEXT,__text) external _glTexCoord4d
00000001cfb10618 (__TEXT,__text) external _glTexCoord4dv
00000001cfb10630 (__TEXT,__text) external _glTexCoord4f
00000001cfb10644 (__TEXT,__text) external _glTexCoord4fv
00000001cfb1065c (__TEXT,__text) external _glTexCoord4i
00000001cfb10680 (__TEXT,__text) external _glTexCoord4iv
00000001cfb10698 (__TEXT,__text) external _glTexCoord4s
00000001cfb106bc (__TEXT,__text) external _glTexCoord4sv
00000001cfb106d4 (__TEXT,__text) external _glTexCoordPointer
00000001cfb106f8 (__TEXT,__text) external _glTexEnvf
00000001cfb10714 (__TEXT,__text) external _glTexEnvfv
00000001cfb10734 (__TEXT,__text) external _glTexEnvi
00000001cfb10754 (__TEXT,__text) external _glTexEnviv
00000001cfb10774 (__TEXT,__text) external _glTexGend
00000001cfb10790 (__TEXT,__text) external _glTexGendv
00000001cfb107b0 (__TEXT,__text) external _glTexGenf
00000001cfb107cc (__TEXT,__text) external _glTexGenfv
00000001cfb107ec (__TEXT,__text) external _glTexGeni
00000001cfb1080c (__TEXT,__text) external _glTexGeniv
00000001cfb1082c (__TEXT,__text) external _glTexImage1D
00000001cfb10880 (__TEXT,__text) external _glTexImage2D
00000001cfb13980 (__TEXT,__text) external _glTexImage2DMultisample
00000001cfb10d04 (__TEXT,__text) external _glTexImage3D
00000001cfb139ac (__TEXT,__text) external _glTexImage3DMultisample
00000001cfb13524 (__TEXT,__text) external _glTexParameterIiv
00000001cfb176bc (__TEXT,__text) external _glTexParameterIivEXT
00000001cfb13544 (__TEXT,__text) external _glTexParameterIuiv
00000001cfb176dc (__TEXT,__text) external _glTexParameterIuivEXT
00000001cfb108dc (__TEXT,__text) external _glTexParameterf
00000001cfb108f8 (__TEXT,__text) external _glTexParameterfv
00000001cfb10918 (__TEXT,__text) external _glTexParameteri
00000001cfb10938 (__TEXT,__text) external _glTexParameteriv
00000001cfb168e4 (__TEXT,__text) external _glTexStorage1D
00000001cfb16908 (__TEXT,__text) external _glTexStorage2D
00000001cfb16930 (__TEXT,__text) external _glTexStorage3D
00000001cfb10958 (__TEXT,__text) external _glTexSubImage1D
00000001cfb10988 (__TEXT,__text) external _glTexSubImage2D
00000001cfb10d48 (__TEXT,__text) external _glTexSubImage3D
00000001cfb17e8c (__TEXT,__text) external _glTextureBarrierNV
00000001cfb179ac (__TEXT,__text) external _glTextureRangeAPPLE
00000001cfb13058 (__TEXT,__text) external _glTransformFeedbackVaryings
00000001cfb1715c (__TEXT,__text) external _glTransformFeedbackVaryingsEXT
00000001cfb109e4 (__TEXT,__text) external _glTranslated
00000001cfb109f8 (__TEXT,__text) external _glTranslatef
00000001cfb13e38 (__TEXT,__text) external _glUniform1d
00000001cfb13e98 (__TEXT,__text) external _glUniform1dv
00000001cfb125fc (__TEXT,__text) external _glUniform1f
00000001cfb162bc (__TEXT,__text) external _glUniform1fARB
00000001cfb126e4 (__TEXT,__text) external _glUniform1fv
00000001cfb163a4 (__TEXT,__text) external _glUniform1fvARB
00000001cfb1265c (__TEXT,__text) external _glUniform1i
00000001cfb1631c (__TEXT,__text) external _glUniform1iARB
00000001cfb12764 (__TEXT,__text) external _glUniform1iv
00000001cfb16424 (__TEXT,__text) external _glUniform1ivARB
00000001cfb1341c (__TEXT,__text) external _glUniform1ui
00000001cfb17510 (__TEXT,__text) external _glUniform1uiEXT
00000001cfb134a4 (__TEXT,__text) external _glUniform1uiv
00000001cfb17598 (__TEXT,__text) external _glUniform1uivEXT
00000001cfb13e50 (__TEXT,__text) external _glUniform2d
00000001cfb13eb8 (__TEXT,__text) external _glUniform2dv
00000001cfb12614 (__TEXT,__text) external _glUniform2f
00000001cfb162d4 (__TEXT,__text) external _glUniform2fARB
00000001cfb12704 (__TEXT,__text) external _glUniform2fv
00000001cfb163c4 (__TEXT,__text) external _glUniform2fvARB
00000001cfb12678 (__TEXT,__text) external _glUniform2i
00000001cfb16338 (__TEXT,__text) external _glUniform2iARB
00000001cfb12784 (__TEXT,__text) external _glUniform2iv
00000001cfb16444 (__TEXT,__text) external _glUniform2ivARB
00000001cfb13438 (__TEXT,__text) external _glUniform2ui
00000001cfb1752c (__TEXT,__text) external _glUniform2uiEXT
00000001cfb134c4 (__TEXT,__text) external _glUniform2uiv
00000001cfb175b8 (__TEXT,__text) external _glUniform2uivEXT
00000001cfb13e68 (__TEXT,__text) external _glUniform3d
00000001cfb13ed8 (__TEXT,__text) external _glUniform3dv
00000001cfb1262c (__TEXT,__text) external _glUniform3f
00000001cfb162ec (__TEXT,__text) external _glUniform3fARB
00000001cfb12724 (__TEXT,__text) external _glUniform3fv
00000001cfb163e4 (__TEXT,__text) external _glUniform3fvARB
00000001cfb12698 (__TEXT,__text) external _glUniform3i
00000001cfb16358 (__TEXT,__text) external _glUniform3iARB
00000001cfb127a4 (__TEXT,__text) external _glUniform3iv
00000001cfb16464 (__TEXT,__text) external _glUniform3ivARB
00000001cfb13458 (__TEXT,__text) external _glUniform3ui
00000001cfb1754c (__TEXT,__text) external _glUniform3uiEXT
00000001cfb134e4 (__TEXT,__text) external _glUniform3uiv
00000001cfb175d8 (__TEXT,__text) external _glUniform3uivEXT
00000001cfb13e80 (__TEXT,__text) external _glUniform4d
00000001cfb13ef8 (__TEXT,__text) external _glUniform4dv
00000001cfb12644 (__TEXT,__text) external _glUniform4f
00000001cfb16304 (__TEXT,__text) external _glUniform4fARB
00000001cfb12744 (__TEXT,__text) external _glUniform4fv
00000001cfb16404 (__TEXT,__text) external _glUniform4fvARB
00000001cfb126bc (__TEXT,__text) external _glUniform4i
00000001cfb1637c (__TEXT,__text) external _glUniform4iARB
00000001cfb127c4 (__TEXT,__text) external _glUniform4iv
00000001cfb16484 (__TEXT,__text) external _glUniform4ivARB
00000001cfb1347c (__TEXT,__text) external _glUniform4ui
00000001cfb17570 (__TEXT,__text) external _glUniform4uiEXT
00000001cfb13504 (__TEXT,__text) external _glUniform4uiv
00000001cfb175f8 (__TEXT,__text) external _glUniform4uivEXT
00000001cfb13744 (__TEXT,__text) external _glUniformBlockBinding
00000001cfb171f0 (__TEXT,__text) external _glUniformBufferEXT
00000001cfb13f18 (__TEXT,__text) external _glUniformMatrix2dv
00000001cfb127e4 (__TEXT,__text) external _glUniformMatrix2fv
00000001cfb164a4 (__TEXT,__text) external _glUniformMatrix2fvARB
00000001cfb13f84 (__TEXT,__text) external _glUniformMatrix2x3dv
00000001cfb12ae8 (__TEXT,__text) external _glUniformMatrix2x3fv
00000001cfb13fcc (__TEXT,__text) external _glUniformMatrix2x4dv
00000001cfb12b30 (__TEXT,__text) external _glUniformMatrix2x4fv
00000001cfb13f3c (__TEXT,__text) external _glUniformMatrix3dv
00000001cfb12808 (__TEXT,__text) external _glUniformMatrix3fv
00000001cfb164c8 (__TEXT,__text) external _glUniformMatrix3fvARB
00000001cfb13fa8 (__TEXT,__text) external _glUniformMatrix3x2dv
00000001cfb12b0c (__TEXT,__text) external _glUniformMatrix3x2fv
00000001cfb14014 (__TEXT,__text) external _glUniformMatrix3x4dv
00000001cfb12b78 (__TEXT,__text) external _glUniformMatrix3x4fv
00000001cfb13f60 (__TEXT,__text) external _glUniformMatrix4dv
00000001cfb1282c (__TEXT,__text) external _glUniformMatrix4fv
00000001cfb164ec (__TEXT,__text) external _glUniformMatrix4fvARB
00000001cfb13ff0 (__TEXT,__text) external _glUniformMatrix4x2dv
00000001cfb12b54 (__TEXT,__text) external _glUniformMatrix4x2fv
00000001cfb14038 (__TEXT,__text) external _glUniformMatrix4x3dv
00000001cfb12b9c (__TEXT,__text) external _glUniformMatrix4x3fv
00000001cfb1413c (__TEXT,__text) external _glUniformSubroutinesuiv
00000001cfb16978 (__TEXT,__text) external _glUnlockArraysEXT
00000001cfb11f4c (__TEXT,__text) external _glUnmapBuffer
00000001cfb1614c (__TEXT,__text) external _glUnmapBufferARB
00000001cfb125a8 (__TEXT,__text) external _glUseProgram
00000001cfb1628c (__TEXT,__text) external _glUseProgramObjectARB
00000001cfb14494 (__TEXT,__text) external _glUseProgramStages
00000001cfb125e0 (__TEXT,__text) external _glValidateProgram
00000001cfb162a4 (__TEXT,__text) external _glValidateProgramARB
00000001cfb14578 (__TEXT,__text) external _glValidateProgramPipeline
00000001cfb10a0c (__TEXT,__text) external _glVertex2d
00000001cfb10a20 (__TEXT,__text) external _glVertex2dv
00000001cfb10a38 (__TEXT,__text) external _glVertex2f
00000001cfb10a4c (__TEXT,__text) external _glVertex2fv
00000001cfb10a64 (__TEXT,__text) external _glVertex2i
00000001cfb10a80 (__TEXT,__text) external _glVertex2iv
00000001cfb10a98 (__TEXT,__text) external _glVertex2s
00000001cfb10ab4 (__TEXT,__text) external _glVertex2sv
00000001cfb10acc (__TEXT,__text) external _glVertex3d
00000001cfb10ae0 (__TEXT,__text) external _glVertex3dv
00000001cfb10af8 (__TEXT,__text) external _glVertex3f
00000001cfb10b0c (__TEXT,__text) external _glVertex3fv
00000001cfb10b24 (__TEXT,__text) external _glVertex3i
00000001cfb10b44 (__TEXT,__text) external _glVertex3iv
00000001cfb10b5c (__TEXT,__text) external _glVertex3s
00000001cfb10b7c (__TEXT,__text) external _glVertex3sv
00000001cfb10b94 (__TEXT,__text) external _glVertex4d
00000001cfb10ba8 (__TEXT,__text) external _glVertex4dv
00000001cfb10bc0 (__TEXT,__text) external _glVertex4f
00000001cfb10bd4 (__TEXT,__text) external _glVertex4fv
00000001cfb10bec (__TEXT,__text) external _glVertex4i
00000001cfb10c10 (__TEXT,__text) external _glVertex4iv
00000001cfb10c28 (__TEXT,__text) external _glVertex4s
00000001cfb10c4c (__TEXT,__text) external _glVertex4sv
00000001cfb17af4 (__TEXT,__text) external _glVertexArrayParameteriAPPLE
00000001cfb17abc (__TEXT,__text) external _glVertexArrayRangeAPPLE
00000001cfb11fc0 (__TEXT,__text) external _glVertexAttrib1d
00000001cfb14fbc (__TEXT,__text) external _glVertexAttrib1dARB
00000001cfb11fd8 (__TEXT,__text) external _glVertexAttrib1dv
00000001cfb15130 (__TEXT,__text) external _glVertexAttrib1dvARB
00000001cfb11ff4 (__TEXT,__text) external _glVertexAttrib1f
00000001cfb14fa4 (__TEXT,__text) external _glVertexAttrib1fARB
00000001cfb1200c (__TEXT,__text) external _glVertexAttrib1fv
00000001cfb15114 (__TEXT,__text) external _glVertexAttrib1fvARB
00000001cfb12028 (__TEXT,__text) external _glVertexAttrib1s
00000001cfb14f88 (__TEXT,__text) external _glVertexAttrib1sARB
00000001cfb12044 (__TEXT,__text) external _glVertexAttrib1sv
00000001cfb150f8 (__TEXT,__text) external _glVertexAttrib1svARB
00000001cfb12060 (__TEXT,__text) external _glVertexAttrib2d
00000001cfb1500c (__TEXT,__text) external _glVertexAttrib2dARB
00000001cfb12078 (__TEXT,__text) external _glVertexAttrib2dv
00000001cfb15184 (__TEXT,__text) external _glVertexAttrib2dvARB
00000001cfb12094 (__TEXT,__text) external _glVertexAttrib2f
00000001cfb14ff4 (__TEXT,__text) external _glVertexAttrib2fARB
00000001cfb120ac (__TEXT,__text) external _glVertexAttrib2fv
00000001cfb15168 (__TEXT,__text) external _glVertexAttrib2fvARB
00000001cfb120c8 (__TEXT,__text) external _glVertexAttrib2s
00000001cfb14fd4 (__TEXT,__text) external _glVertexAttrib2sARB
00000001cfb120e8 (__TEXT,__text) external _glVertexAttrib2sv
00000001cfb1514c (__TEXT,__text) external _glVertexAttrib2svARB
00000001cfb12104 (__TEXT,__text) external _glVertexAttrib3d
00000001cfb15060 (__TEXT,__text) external _glVertexAttrib3dARB
00000001cfb1211c (__TEXT,__text) external _glVertexAttrib3dv
00000001cfb151d8 (__TEXT,__text) external _glVertexAttrib3dvARB
00000001cfb12138 (__TEXT,__text) external _glVertexAttrib3f
00000001cfb15048 (__TEXT,__text) external _glVertexAttrib3fARB
00000001cfb12150 (__TEXT,__text) external _glVertexAttrib3fv
00000001cfb151bc (__TEXT,__text) external _glVertexAttrib3fvARB
00000001cfb1216c (__TEXT,__text) external _glVertexAttrib3s
00000001cfb15024 (__TEXT,__text) external _glVertexAttrib3sARB
00000001cfb12190 (__TEXT,__text) external _glVertexAttrib3sv
00000001cfb151a0 (__TEXT,__text) external _glVertexAttrib3svARB
00000001cfb121ac (__TEXT,__text) external _glVertexAttrib4Nbv
00000001cfb152d4 (__TEXT,__text) external _glVertexAttrib4NbvARB
00000001cfb121c8 (__TEXT,__text) external _glVertexAttrib4Niv
00000001cfb1530c (__TEXT,__text) external _glVertexAttrib4NivARB
00000001cfb121e4 (__TEXT,__text) external _glVertexAttrib4Nsv
00000001cfb152f0 (__TEXT,__text) external _glVertexAttrib4NsvARB
00000001cfb12200 (__TEXT,__text) external _glVertexAttrib4Nub
00000001cfb150d0 (__TEXT,__text) external _glVertexAttrib4NubARB
00000001cfb12228 (__TEXT,__text) external _glVertexAttrib4Nubv
00000001cfb15328 (__TEXT,__text) external _glVertexAttrib4NubvARB
00000001cfb12244 (__TEXT,__text) external _glVertexAttrib4Nuiv
00000001cfb15360 (__TEXT,__text) external _glVertexAttrib4NuivARB
00000001cfb12260 (__TEXT,__text) external _glVertexAttrib4Nusv
00000001cfb15344 (__TEXT,__text) external _glVertexAttrib4NusvARB
00000001cfb1227c (__TEXT,__text) external _glVertexAttrib4bv
00000001cfb151f4 (__TEXT,__text) external _glVertexAttrib4bvARB
00000001cfb12298 (__TEXT,__text) external _glVertexAttrib4d
00000001cfb150b8 (__TEXT,__text) external _glVertexAttrib4dARB
00000001cfb122b0 (__TEXT,__text) external _glVertexAttrib4dv
00000001cfb152b8 (__TEXT,__text) external _glVertexAttrib4dvARB
00000001cfb122cc (__TEXT,__text) external _glVertexAttrib4f
00000001cfb150a0 (__TEXT,__text) external _glVertexAttrib4fARB
00000001cfb122e4 (__TEXT,__text) external _glVertexAttrib4fv
00000001cfb1529c (__TEXT,__text) external _glVertexAttrib4fvARB
00000001cfb12300 (__TEXT,__text) external _glVertexAttrib4iv
00000001cfb1522c (__TEXT,__text) external _glVertexAttrib4ivARB
00000001cfb1231c (__TEXT,__text) external _glVertexAttrib4s
00000001cfb15078 (__TEXT,__text) external _glVertexAttrib4sARB
00000001cfb12344 (__TEXT,__text) external _glVertexAttrib4sv
00000001cfb15210 (__TEXT,__text) external _glVertexAttrib4svARB
00000001cfb12360 (__TEXT,__text) external _glVertexAttrib4ubv
00000001cfb15248 (__TEXT,__text) external _glVertexAttrib4ubvARB
00000001cfb1237c (__TEXT,__text) external _glVertexAttrib4uiv
00000001cfb15280 (__TEXT,__text) external _glVertexAttrib4uivARB
00000001cfb12398 (__TEXT,__text) external _glVertexAttrib4usv
00000001cfb15264 (__TEXT,__text) external _glVertexAttrib4usvARB
00000001cfb13de0 (__TEXT,__text) external _glVertexAttribDivisor
00000001cfb166ec (__TEXT,__text) external _glVertexAttribDivisorARB
00000001cfb13160 (__TEXT,__text) external _glVertexAttribI1i
00000001cfb17248 (__TEXT,__text) external _glVertexAttribI1iEXT
00000001cfb13270 (__TEXT,__text) external _glVertexAttribI1iv
00000001cfb17358 (__TEXT,__text) external _glVertexAttribI1ivEXT
00000001cfb131e8 (__TEXT,__text) external _glVertexAttribI1ui
00000001cfb172d0 (__TEXT,__text) external _glVertexAttribI1uiEXT
00000001cfb132e0 (__TEXT,__text) external _glVertexAttribI1uiv
00000001cfb173c8 (__TEXT,__text) external _glVertexAttribI1uivEXT
00000001cfb1317c (__TEXT,__text) external _glVertexAttribI2i
00000001cfb17264 (__TEXT,__text) external _glVertexAttribI2iEXT
00000001cfb1328c (__TEXT,__text) external _glVertexAttribI2iv
00000001cfb17374 (__TEXT,__text) external _glVertexAttribI2ivEXT
00000001cfb13204 (__TEXT,__text) external _glVertexAttribI2ui
00000001cfb172ec (__TEXT,__text) external _glVertexAttribI2uiEXT
00000001cfb132fc (__TEXT,__text) external _glVertexAttribI2uiv
00000001cfb173e4 (__TEXT,__text) external _glVertexAttribI2uivEXT
00000001cfb1319c (__TEXT,__text) external _glVertexAttribI3i
00000001cfb17284 (__TEXT,__text) external _glVertexAttribI3iEXT
00000001cfb132a8 (__TEXT,__text) external _glVertexAttribI3iv
00000001cfb17390 (__TEXT,__text) external _glVertexAttribI3ivEXT
00000001cfb13224 (__TEXT,__text) external _glVertexAttribI3ui
00000001cfb1730c (__TEXT,__text) external _glVertexAttribI3uiEXT
00000001cfb13318 (__TEXT,__text) external _glVertexAttribI3uiv
00000001cfb17400 (__TEXT,__text) external _glVertexAttribI3uivEXT
00000001cfb13350 (__TEXT,__text) external _glVertexAttribI4bv
00000001cfb17438 (__TEXT,__text) external _glVertexAttribI4bvEXT
00000001cfb131c0 (__TEXT,__text) external _glVertexAttribI4i
00000001cfb172a8 (__TEXT,__text) external _glVertexAttribI4iEXT
00000001cfb132c4 (__TEXT,__text) external _glVertexAttribI4iv
00000001cfb173ac (__TEXT,__text) external _glVertexAttribI4ivEXT
00000001cfb1336c (__TEXT,__text) external _glVertexAttribI4sv
00000001cfb17454 (__TEXT,__text) external _glVertexAttribI4svEXT
00000001cfb13388 (__TEXT,__text) external _glVertexAttribI4ubv
00000001cfb17470 (__TEXT,__text) external _glVertexAttribI4ubvEXT
00000001cfb13248 (__TEXT,__text) external _glVertexAttribI4ui
00000001cfb17330 (__TEXT,__text) external _glVertexAttribI4uiEXT
00000001cfb13334 (__TEXT,__text) external _glVertexAttribI4uiv
00000001cfb1741c (__TEXT,__text) external _glVertexAttribI4uivEXT
00000001cfb133a4 (__TEXT,__text) external _glVertexAttribI4usv
00000001cfb1748c (__TEXT,__text) external _glVertexAttribI4usvEXT
00000001cfb130f8 (__TEXT,__text) external _glVertexAttribIPointer
00000001cfb174a8 (__TEXT,__text) external _glVertexAttribIPointerEXT
00000001cfb14cd4 (__TEXT,__text) external _glVertexAttribL1d
00000001cfb14d34 (__TEXT,__text) external _glVertexAttribL1dv
00000001cfb14cec (__TEXT,__text) external _glVertexAttribL2d
00000001cfb14d50 (__TEXT,__text) external _glVertexAttribL2dv
00000001cfb14d04 (__TEXT,__text) external _glVertexAttribL3d
00000001cfb14d6c (__TEXT,__text) external _glVertexAttribL3dv
00000001cfb14d1c (__TEXT,__text) external _glVertexAttribL4d
00000001cfb14d88 (__TEXT,__text) external _glVertexAttribL4dv
00000001cfb14da4 (__TEXT,__text) external _glVertexAttribLPointer
00000001cfb13cc0 (__TEXT,__text) external _glVertexAttribP1ui
00000001cfb13d50 (__TEXT,__text) external _glVertexAttribP1uiv
00000001cfb13ce4 (__TEXT,__text) external _glVertexAttribP2ui
00000001cfb13d74 (__TEXT,__text) external _glVertexAttribP2uiv
00000001cfb13d08 (__TEXT,__text) external _glVertexAttribP3ui
00000001cfb13d98 (__TEXT,__text) external _glVertexAttribP3uiv
00000001cfb13d2c (__TEXT,__text) external _glVertexAttribP4ui
00000001cfb13dbc (__TEXT,__text) external _glVertexAttribP4uiv
00000001cfb123b4 (__TEXT,__text) external _glVertexAttribPointer
00000001cfb1537c (__TEXT,__text) external _glVertexAttribPointerARB
00000001cfb15778 (__TEXT,__text) external _glVertexBlendARB
00000001cfb17d2c (__TEXT,__text) external _glVertexPointSizefAPPLE
00000001cfb10c64 (__TEXT,__text) external _glVertexPointer
00000001cfb10c88 (__TEXT,__text) external _glViewport
00000001cfb14dec (__TEXT,__text) external _glViewportArrayv
00000001cfb14e0c (__TEXT,__text) external _glViewportIndexedf
00000001cfb14e24 (__TEXT,__text) external _glViewportIndexedfv
00000001cfb1391c (__TEXT,__text) external _glWaitSync
00000001cfb15754 (__TEXT,__text) external _glWeightPointerARB
00000001cfb15674 (__TEXT,__text) external _glWeightbvARB
00000001cfb156e4 (__TEXT,__text) external _glWeightdvARB
00000001cfb156c8 (__TEXT,__text) external _glWeightfvARB
00000001cfb156ac (__TEXT,__text) external _glWeightivARB
00000001cfb15690 (__TEXT,__text) external _glWeightsvARB
00000001cfb15700 (__TEXT,__text) external _glWeightubvARB
00000001cfb15738 (__TEXT,__text) external _glWeightuivARB
00000001cfb1571c (__TEXT,__text) external _glWeightusvARB
00000001cfb11bec (__TEXT,__text) external _glWindowPos2d
00000001cfb15dec (__TEXT,__text) external _glWindowPos2dARB
00000001cfb11c00 (__TEXT,__text) external _glWindowPos2dv
00000001cfb15e00 (__TEXT,__text) external _glWindowPos2dvARB
00000001cfb11c18 (__TEXT,__text) external _glWindowPos2f
00000001cfb15e18 (__TEXT,__text) external _glWindowPos2fARB
00000001cfb11c2c (__TEXT,__text) external _glWindowPos2fv
00000001cfb15e2c (__TEXT,__text) external _glWindowPos2fvARB
00000001cfb11c44 (__TEXT,__text) external _glWindowPos2i
00000001cfb15e44 (__TEXT,__text) external _glWindowPos2iARB
00000001cfb11c60 (__TEXT,__text) external _glWindowPos2iv
00000001cfb15e60 (__TEXT,__text) external _glWindowPos2ivARB
00000001cfb11c78 (__TEXT,__text) external _glWindowPos2s
00000001cfb15e78 (__TEXT,__text) external _glWindowPos2sARB
00000001cfb11c94 (__TEXT,__text) external _glWindowPos2sv
00000001cfb15e94 (__TEXT,__text) external _glWindowPos2svARB
00000001cfb11cac (__TEXT,__text) external _glWindowPos3d
00000001cfb15eac (__TEXT,__text) external _glWindowPos3dARB
00000001cfb11cc0 (__TEXT,__text) external _glWindowPos3dv
00000001cfb15ec0 (__TEXT,__text) external _glWindowPos3dvARB
00000001cfb11cd8 (__TEXT,__text) external _glWindowPos3f
00000001cfb15ed8 (__TEXT,__text) external _glWindowPos3fARB
00000001cfb11cec (__TEXT,__text) external _glWindowPos3fv
00000001cfb15eec (__TEXT,__text) external _glWindowPos3fvARB
00000001cfb11d04 (__TEXT,__text) external _glWindowPos3i
00000001cfb15f04 (__TEXT,__text) external _glWindowPos3iARB
00000001cfb11d24 (__TEXT,__text) external _glWindowPos3iv
00000001cfb15f24 (__TEXT,__text) external _glWindowPos3ivARB
00000001cfb11d3c (__TEXT,__text) external _glWindowPos3s
00000001cfb15f3c (__TEXT,__text) external _glWindowPos3sARB
