                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff817dbc911 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
                 (indirect) external _krb5_auth_con_getflags (for _krb5_auth_con_getflags)
00007ff817dbd40a (__TEXT,__text) external _krb5_auth_con_getkey
                 (undefined) external _krb5_auth_con_getlocalseqnumber (from Heimdal)
                 (indirect) external _krb5_auth_con_getlocalseqnumber (for _krb5_auth_con_getlocalseqnumber)
00007ff817dbd4a0 (__TEXT,__text) external _krb5_auth_con_getlocalsubkey
00007ff817dbd444 (__TEXT,__text) external _krb5_auth_con_getrcache
00007ff817db3168 (__TEXT,__text) external _krb5_auth_con_getrecvsubkey
                 (undefined) external _krb5_auth_con_getremoteseqnumber (from Heimdal)
                 (indirect) external _krb5_auth_con_getremoteseqnumber (for _krb5_auth_con_getremoteseqnumber)
00007ff817dbd528 (__TEXT,__text) external _krb5_auth_con_getremotesubkey
00007ff817db3173 (__TEXT,__text) external _krb5_auth_con_getsendsubkey
                 (undefined) external _krb5_auth_con_init (from Heimdal)
                 (indirect) external _krb5_auth_con_init (for _krb5_auth_con_init)
00007ff817db317e (__TEXT,__text) external _krb5_auth_con_initivector
00007ff817db3186 (__TEXT,__text) external _krb5_auth_con_set_checksum_func
00007ff817dbd395 (__TEXT,__text) external _krb5_auth_con_setaddrs
                 (undefined) external _krb5_auth_con_setflags (from Heimdal)
                 (indirect) external _krb5_auth_con_setflags (for _krb5_auth_con_setflags)
00007ff817dbd3ed (__TEXT,__text) external _krb5_auth_con_setports
00007ff817dbd427 (__TEXT,__text) external _krb5_auth_con_setrcache
00007ff817db318e (__TEXT,__text) external _krb5_auth_con_setrecvsubkey
00007ff817db3196 (__TEXT,__text) external _krb5_auth_con_setsendsubkey
00007ff817db319e (__TEXT,__text) external _krb5_auth_con_setuseruserkey
00007ff817db7118 (__TEXT,__text) external _krb5_build_principal
00007ff817db31a6 (__TEXT,__text) external _krb5_build_principal_alloc_va
00007ff817db6ff7 (__TEXT,__text) external _krb5_build_principal_ext
00007ff817db31b1 (__TEXT,__text) external _krb5_build_principal_va
00007ff817db31bc (__TEXT,__text) external _krb5_c_block_size
00007ff817db31c4 (__TEXT,__text) external _krb5_c_checksum_length
00007ff817dbe783 (__TEXT,__text) external _krb5_c_decrypt
00007ff817dbe899 (__TEXT,__text) external _krb5_c_encrypt
00007ff817dbe9bf (__TEXT,__text) external _krb5_c_encrypt_length
00007ff817db31cc (__TEXT,__text) external _krb5_c_enctype_compare
00007ff817db31d4 (__TEXT,__text) external _krb5_c_free_state
00007ff817db31dc (__TEXT,__text) external _krb5_c_init_state
00007ff817db31e4 (__TEXT,__text) external _krb5_c_is_coll_proof_cksum
00007ff817db31ec (__TEXT,__text) external _krb5_c_is_keyed_cksum
00007ff817db31f4 (__TEXT,__text) external _krb5_c_keyed_checksum_types
00007ff817db31fc (__TEXT,__text) external _krb5_c_make_checksum
00007ff817db3204 (__TEXT,__text) external _krb5_c_make_random_key
00007ff817db320c (__TEXT,__text) external _krb5_c_random_add_entropy
00007ff817db3214 (__TEXT,__text) external _krb5_c_random_make_octets
00007ff817db321c (__TEXT,__text) external _krb5_c_random_os_entropy
00007ff817db3224 (__TEXT,__text) external _krb5_c_random_seed
00007ff817dbe56a (__TEXT,__text) external _krb5_c_string_to_key
00007ff817db322c (__TEXT,__text) external _krb5_c_string_to_key_with_params
00007ff817db3234 (__TEXT,__text) external _krb5_c_valid_cksumtype
00007ff817db323c (__TEXT,__text) external _krb5_c_valid_enctype
00007ff817db3244 (__TEXT,__text) external _krb5_c_verify_checksum
00007ff817db324c (__TEXT,__text) external _krb5_calculate_checksum
00007ff817dbc1c9 (__TEXT,__text) external _krb5_cc_cache_match
00007ff817dbc0dc (__TEXT,__text) external _krb5_cc_close
00007ff817db3254 (__TEXT,__text) external _krb5_cc_copy_creds
00007ff817dbbf29 (__TEXT,__text) external _krb5_cc_default
                 (undefined) external _krb5_cc_default_name (from Heimdal)
                 (indirect) external _krb5_cc_default_name (for _krb5_cc_default_name)
                 (undefined) external _krb5_cc_destroy (from Heimdal)
                 (indirect) external _krb5_cc_destroy (for _krb5_cc_destroy)
00007ff817dbc373 (__TEXT,__text) external _krb5_cc_end_seq_get
00007ff817dbc194 (__TEXT,__text) external _krb5_cc_gen_new
00007ff817dbc0fa (__TEXT,__text) external _krb5_cc_get_config
00007ff817dbc0e6 (__TEXT,__text) external _krb5_cc_get_name
00007ff817dbc04d (__TEXT,__text) external _krb5_cc_get_principal
00007ff817dbc0f0 (__TEXT,__text) external _krb5_cc_get_type
00007ff817dbbf9a (__TEXT,__text) external _krb5_cc_initialize
00007ff817db325f (__TEXT,__text) external _krb5_cc_last_change_time
00007ff817db3267 (__TEXT,__text) external _krb5_cc_lock
00007ff817db326f (__TEXT,__text) external _krb5_cc_move
00007ff817dbc14f (__TEXT,__text) external _krb5_cc_new_unique
00007ff817dbc2f1 (__TEXT,__text) external _krb5_cc_next_cred
00007ff817db327a (__TEXT,__text) external _krb5_cc_remove_cred
00007ff817dbbf5a (__TEXT,__text) external _krb5_cc_resolve
00007ff817dbc1d7 (__TEXT,__text) external _krb5_cc_retrieve_cred
00007ff817db3282 (__TEXT,__text) external _krb5_cc_set_config
                 (undefined) external _krb5_cc_set_default_name (from Heimdal)
                 (indirect) external _krb5_cc_set_default_name (for _krb5_cc_set_default_name)
00007ff817db328a (__TEXT,__text) external _krb5_cc_set_flags
                 (undefined) external _krb5_cc_start_seq_get (from Heimdal)
                 (indirect) external _krb5_cc_start_seq_get (for _krb5_cc_start_seq_get)
00007ff817dbbfdb (__TEXT,__text) external _krb5_cc_store_cred
00007ff817db3292 (__TEXT,__text) external _krb5_cc_unlock
                 (undefined) external _krb5_cccol_cursor_free (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_free (for _krb5_cccol_cursor_free)
                 (undefined) external _krb5_cccol_cursor_new (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_new (for _krb5_cccol_cursor_new)
                 (undefined) external _krb5_cccol_cursor_next (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_next (for _krb5_cccol_cursor_next)
00007ff817db329a (__TEXT,__text) external _krb5_cccol_last_change_time
00007ff817db32a2 (__TEXT,__text) external _krb5_cccol_lock
00007ff817db32aa (__TEXT,__text) external _krb5_cccol_unlock
00007ff817dbea71 (__TEXT,__text) external _krb5_change_password
00007ff817db32b2 (__TEXT,__text) external _krb5_checksum_size
00007ff817db32ba (__TEXT,__text) external _krb5_cksumtype_to_string
                 (undefined) external _krb5_clear_error_message (from Heimdal)
                 (indirect) external _krb5_clear_error_message (for _krb5_clear_error_message)
00007ff817db32c2 (__TEXT,__text) external _krb5_copy_addresses
00007ff817db32ca (__TEXT,__text) external _krb5_copy_authdata
00007ff817db32d2 (__TEXT,__text) external _krb5_copy_authenticator
00007ff817db32da (__TEXT,__text) external _krb5_copy_checksum
00007ff817db32e2 (__TEXT,__text) external _krb5_copy_context
00007ff817dbc537 (__TEXT,__text) external _krb5_copy_creds
00007ff817db65de (__TEXT,__text) external _krb5_copy_data
00007ff817db5dce (__TEXT,__text) external _krb5_copy_keyblock
00007ff817db5d7a (__TEXT,__text) external _krb5_copy_keyblock_contents
00007ff817db72a6 (__TEXT,__text) external _krb5_copy_principal
00007ff817db32ea (__TEXT,__text) external _krb5_copy_ticket
00007ff817dbc3de (__TEXT,__text) external _krb5_decode_ticket
00007ff817db32f2 (__TEXT,__text) external _krb5_decrypt
00007ff817db32fa (__TEXT,__text) external _krb5_deltat_to_string
00007ff817db3302 (__TEXT,__text) external _krb5_eblock_enctype
00007ff817db330a (__TEXT,__text) external _krb5_encrypt
00007ff817db3312 (__TEXT,__text) external _krb5_encrypt_size
00007ff817db69cc (__TEXT,__text) external _krb5_enctype_to_string
00007ff817db331a (__TEXT,__text) external _krb5_finish_key
00007ff817db3322 (__TEXT,__text) external _krb5_finish_random_key
00007ff817db69ed (__TEXT,__text) external _krb5_free_addresses
00007ff817db6213 (__TEXT,__text) external _krb5_free_ap_rep_enc_part
00007ff817db6807 (__TEXT,__text) external _krb5_free_authdata
00007ff817db332a (__TEXT,__text) external _krb5_free_authenticator
00007ff817db3332 (__TEXT,__text) external _krb5_free_checksum
00007ff817db333a (__TEXT,__text) external _krb5_free_checksum_contents
00007ff817db3342 (__TEXT,__text) external _krb5_free_cksumtypes
00007ff817db334a (__TEXT,__text) external _krb5_free_config_files
00007ff817db646c (__TEXT,__text) external _krb5_free_context
00007ff817db662c (__TEXT,__text) external _krb5_free_cred_contents
00007ff817db66e9 (__TEXT,__text) external _krb5_free_creds
00007ff817db6590 (__TEXT,__text) external _krb5_free_data
00007ff817db6319 (__TEXT,__text) external _krb5_free_data_contents
00007ff817db7337 (__TEXT,__text) external _krb5_free_default_realm
00007ff817db6722 (__TEXT,__text) external _krb5_free_enc_tkt_part
00007ff817db6286 (__TEXT,__text) external _krb5_free_error
                 (undefined) external _krb5_free_error_message (from Heimdal)
                 (indirect) external _krb5_free_error_message (for _krb5_free_error_message)
                 (undefined) external _krb5_free_host_realm (from Heimdal)
                 (indirect) external _krb5_free_host_realm (for _krb5_free_host_realm)
00007ff817db6252 (__TEXT,__text) external _krb5_free_keyblock
00007ff817db6549 (__TEXT,__text) external _krb5_free_keyblock_contents
00007ff817dbce3a (__TEXT,__text) external _krb5_free_keytab_entry_contents
00007ff817db2c90 (__TEXT,__text) external _krb5_free_krbhst
00007ff817db72ea (__TEXT,__text) external _krb5_free_principal
00007ff817db3352 (__TEXT,__text) external _krb5_free_tgt_creds
00007ff817db6773 (__TEXT,__text) external _krb5_free_ticket
00007ff817db727a (__TEXT,__text) external _krb5_free_unparsed_name
00007ff817db335a (__TEXT,__text) external _krb5_fwd_tgt_creds
00007ff817dbc466 (__TEXT,__text) external _krb5_get_credentials
00007ff817db3362 (__TEXT,__text) external _krb5_get_credentials_renew
00007ff817db336d (__TEXT,__text) external _krb5_get_credentials_validate
00007ff817db3378 (__TEXT,__text) external _krb5_get_default_config_files
                 (undefined) external _krb5_get_default_realm (from Heimdal)
                 (indirect) external _krb5_get_default_realm (for _krb5_get_default_realm)
00007ff817db6e29 (__TEXT,__text) external _krb5_get_error_message
                 (undefined) external _krb5_get_host_realm (from Heimdal)
                 (indirect) external _krb5_get_host_realm (for _krb5_get_host_realm)
00007ff817db3380 (__TEXT,__text) external _krb5_get_in_tkt
00007ff817db338b (__TEXT,__text) external _krb5_get_in_tkt_with_keytab
00007ff817db599a (__TEXT,__text) external _krb5_get_in_tkt_with_password
00007ff817db3396 (__TEXT,__text) external _krb5_get_in_tkt_with_skey
00007ff817db5890 (__TEXT,__text) external _krb5_get_init_creds_keytab
00007ff817db54e1 (__TEXT,__text) external _krb5_get_init_creds_opt_alloc
00007ff817db5531 (__TEXT,__text) external _krb5_get_init_creds_opt_free
00007ff817db548d (__TEXT,__text) external _krb5_get_init_creds_opt_init
00007ff817db567c (__TEXT,__text) external _krb5_get_init_creds_opt_set_address_list
00007ff817db5615 (__TEXT,__text) external _krb5_get_init_creds_opt_set_canonicalize
00007ff817db33a1 (__TEXT,__text) external _krb5_get_init_creds_opt_set_change_password_prompt
00007ff817db563e (__TEXT,__text) external _krb5_get_init_creds_opt_set_etype_list
00007ff817db55b9 (__TEXT,__text) external _krb5_get_init_creds_opt_set_forwardable
00007ff817db33a9 (__TEXT,__text) external _krb5_get_init_creds_opt_set_pa
00007ff817db5682 (__TEXT,__text) external _krb5_get_init_creds_opt_set_preauth_list
00007ff817db54c4 (__TEXT,__text) external _krb5_get_init_creds_opt_set_process_last_req
00007ff817db55e7 (__TEXT,__text) external _krb5_get_init_creds_opt_set_proxiable
00007ff817db558b (__TEXT,__text) external _krb5_get_init_creds_opt_set_renew_life
                 (undefined) external _krb5_get_init_creds_opt_set_salt (from Heimdal)
                 (indirect) external _krb5_get_init_creds_opt_set_salt (for _krb5_get_init_creds_opt_set_salt)
00007ff817db555d (__TEXT,__text) external _krb5_get_init_creds_opt_set_tkt_life
00007ff817db569c (__TEXT,__text) external _krb5_get_init_creds_password
00007ff817db2c85 (__TEXT,__text) external _krb5_get_krbhst
00007ff817db33b1 (__TEXT,__text) external _krb5_get_permitted_enctypes
00007ff817db33b9 (__TEXT,__text) external _krb5_get_profile
00007ff817db33c1 (__TEXT,__text) external _krb5_get_prompt_types
00007ff817db7409 (__TEXT,__text) external _krb5_get_realm_domain
00007ff817db6bdc (__TEXT,__text) external _krb5_get_renewed_creds
00007ff817db6a4d (__TEXT,__text) external _krb5_get_server_rcache
00007ff817db33c9 (__TEXT,__text) external _krb5_get_time_offsets
00007ff817db6b77 (__TEXT,__text) external _krb5_get_validated_creds
00007ff8422fb700 (__DATA_CONST,__const) external _krb5_gss_oid_array
                 (undefined) external _krb5_gss_register_acceptor_identity (from GSS)
                 (indirect) external _krb5_gss_register_acceptor_identity (for _krb5_gss_register_acceptor_identity)
00007ff817db33d1 (__TEXT,__text) external _krb5_gss_use_kdc_context
00007ff817db2978 (__TEXT,__text) external _krb5_init_context
00007ff817db33d9 (__TEXT,__text) external _krb5_init_keyblock
00007ff817db33e1 (__TEXT,__text) external _krb5_init_random_key
00007ff817db6440 (__TEXT,__text) external _krb5_init_secure_context
00007ff817db33e9 (__TEXT,__text) external _krb5_ipc_client_clear_target
00007ff817db33f1 (__TEXT,__text) external _krb5_ipc_client_set_target_uid
00007ff817db33f9 (__TEXT,__text) external _krb5_is_config_principal
00007ff817db3401 (__TEXT,__text) external _krb5_is_referral_realm
00007ff817db3409 (__TEXT,__text) external _krb5_is_thread_safe
00007ff817dbd2bc (__TEXT,__text) external _krb5_kt_add_entry
                 (undefined) external _krb5_kt_close (from Heimdal)
                 (indirect) external _krb5_kt_close (for _krb5_kt_close)
00007ff817dbd09f (__TEXT,__text) non-external _krb5_kt_copy_entry_contents
                 (undefined) external _krb5_kt_default (from Heimdal)
                 (indirect) external _krb5_kt_default (for _krb5_kt_default)
                 (undefined) external _krb5_kt_default_name (from Heimdal)
                 (indirect) external _krb5_kt_default_name (for _krb5_kt_default_name)
00007ff817dbcea7 (__TEXT,__text) external _krb5_kt_end_seq_get
00007ff817dbd12f (__TEXT,__text) non-external _krb5_kt_free_entry
00007ff817dbcefd (__TEXT,__text) external _krb5_kt_get_entry
00007ff817dbd180 (__TEXT,__text) external _krb5_kt_get_name
00007ff817dbd345 (__TEXT,__text) external _krb5_kt_get_type
00007ff843d2bcd0 (__DATA,__bss) non-external _krb5_kt_get_type.name
00007ff817dbcd98 (__TEXT,__text) external _krb5_kt_next_entry
00007ff817dbd18c (__TEXT,__text) external _krb5_kt_read_service_key
00007ff817dbd24c (__TEXT,__text) external _krb5_kt_remove_entry
                 (undefined) external _krb5_kt_resolve (from Heimdal)
                 (indirect) external _krb5_kt_resolve (for _krb5_kt_resolve)
00007ff817dbcd22 (__TEXT,__text) external _krb5_kt_start_seq_get
00007ff817db6c9c (__TEXT,__text) external _krb5_kuserok
00007ff817db3411 (__TEXT,__text) external _krb5_mk_1cred
00007ff817db341c (__TEXT,__text) external _krb5_mk_error
00007ff817db3427 (__TEXT,__text) external _krb5_mk_ncred
00007ff817dbdf62 (__TEXT,__text) external _krb5_mk_priv
00007ff817db3432 (__TEXT,__text) external _krb5_mk_rep
00007ff817dbdbb3 (__TEXT,__text) external _krb5_mk_req
00007ff817dbdc72 (__TEXT,__text) external _krb5_mk_req_extended
00007ff817dbe017 (__TEXT,__text) external _krb5_mk_safe
00007ff817db6a5c (__TEXT,__text) external _krb5_os_localaddr
00007ff817db6f5d (__TEXT,__text) external _krb5_parse_name
00007ff817db6f6c (__TEXT,__text) external _krb5_parse_name_flags
00007ff817db68f5 (__TEXT,__text) external _krb5_pkinit_cert_hash_str
00007ff817db343d (__TEXT,__text) external _krb5_pkinit_get_client_cert
00007ff817db3448 (__TEXT,__text) external _krb5_pkinit_get_client_cert_db
00007ff817db3453 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert
00007ff817db345e (__TEXT,__text) external _krb5_pkinit_get_kdc_cert_db
00007ff817db3469 (__TEXT,__text) external _krb5_pkinit_have_client_cert
00007ff817db3471 (__TEXT,__text) external _krb5_pkinit_release_cert
00007ff817db3479 (__TEXT,__text) external _krb5_pkinit_release_cert_db
00007ff817db3481 (__TEXT,__text) external _krb5_pkinit_set_client_cert
00007ff817dbe68b (__TEXT,__text) external _krb5_principal2salt
00007ff817db73e5 (__TEXT,__text) external _krb5_principal_compare
00007ff817db348c (__TEXT,__text) external _krb5_process_key
00007ff817db6b6c (__TEXT,__text) external _krb5_prompter_posix
00007ff817db3494 (__TEXT,__text) external _krb5_random_key
00007ff817db349c (__TEXT,__text) external _krb5_rd_cred
00007ff817db34a7 (__TEXT,__text) external _krb5_rd_error
00007ff817dbda49 (__TEXT,__text) external _krb5_rd_priv
00007ff817db34b2 (__TEXT,__text) external _krb5_rd_rep
00007ff817dbd5b0 (__TEXT,__text) external _krb5_rd_req
00007ff817dbdafe (__TEXT,__text) external _krb5_rd_safe
00007ff817db34bd (__TEXT,__text) external _krb5_read_password
00007ff817db73f7 (__TEXT,__text) external _krb5_realm_compare
00007ff817dbd842 (__TEXT,__text) external _krb5_recvauth
00007ff817dbd926 (__TEXT,__text) external _krb5_recvauth_version
00007ff817db34c5 (__TEXT,__text) external _krb5_salttype_to_string
00007ff817dbdd4d (__TEXT,__text) external _krb5_sendauth
00007ff817db34cd (__TEXT,__text) external _krb5_server_decrypt_ticket_keytab
                 (undefined) external _krb5_set_default_realm (from Heimdal)
                 (indirect) external _krb5_set_default_realm (for _krb5_set_default_realm)
00007ff817dbe726 (__TEXT,__text) external _krb5_set_default_tgs_enctypes
00007ff817dbe6f5 (__TEXT,__text) external _krb5_set_default_tgs_ktypes
                 (undefined) external _krb5_set_error_message (from Heimdal)
                 (indirect) external _krb5_set_error_message (for _krb5_set_error_message)
00007ff817dbe46a (__TEXT,__text) external _krb5_set_password
00007ff817dbe398 (__TEXT,__text) external _krb5_set_password_using_ccache
00007ff817db34d5 (__TEXT,__text) external _krb5_set_principal_realm
00007ff817db6c41 (__TEXT,__text) external _krb5_set_real_time
00007ff817db7363 (__TEXT,__text) external _krb5_sname_to_principal
00007ff817db34dd (__TEXT,__text) external _krb5_string_to_cksumtype
00007ff817db6b4a (__TEXT,__text) external _krb5_string_to_deltat
00007ff817db34e5 (__TEXT,__text) external _krb5_string_to_enctype
00007ff817dbe635 (__TEXT,__text) external _krb5_string_to_key
00007ff817db34ed (__TEXT,__text) external _krb5_string_to_salttype
00007ff817dbe0cc (__TEXT,__text) external _krb5_string_to_timestamp
00007ff817dc0970 (__TEXT,__const) non-external _krb5_string_to_timestamp.atime_format_table.rel
00007ff817db68af (__TEXT,__text) external _krb5_timeofday
00007ff817db34f5 (__TEXT,__text) external _krb5_timestamp_to_sfstring
00007ff817db34fd (__TEXT,__text) external _krb5_timestamp_to_string
00007ff817db7239 (__TEXT,__text) external _krb5_unparse_name
00007ff817db3505 (__TEXT,__text) external _krb5_unparse_name_ext
00007ff817db3510 (__TEXT,__text) external _krb5_unparse_name_flags
00007ff817db351b (__TEXT,__text) external _krb5_unparse_name_flags_ext
00007ff817db684c (__TEXT,__text) external _krb5_us_timeofday
00007ff843d2bd20 (__DATA,__common) external _krb5_use_broken_arcfour_string2key
00007ff817dbe757 (__TEXT,__text) external _krb5_use_enctype
00007ff817db3526 (__TEXT,__text) external _krb5_verify_checksum
00007ff817db5aa5 (__TEXT,__text) external _krb5_verify_init_creds
00007ff817db5a7f (__TEXT,__text) external _krb5_verify_init_creds_opt_init
00007ff817db5a8c (__TEXT,__text) external _krb5_verify_init_creds_opt_set_ap_req_nofail
                 (undefined) external _krb5_vset_error_message (from Heimdal)
                 (indirect) external _krb5_vset_error_message (for _krb5_vset_error_message)
00007ff817db352e (__TEXT,__text) external _krb5int_accessor
00007ff817db3539 (__TEXT,__text) external _krb5int_freeaddrinfo
00007ff817db3541 (__TEXT,__text) external _krb5int_gai_strerror
00007ff817db3549 (__TEXT,__text) external _krb5int_getaddrinfo
00007ff817db3551 (__TEXT,__text) external _krb5int_gmt_mktime
00007ff817db3559 (__TEXT,__text) external _krb5int_init_context_kdc
00007ff817db3564 (__TEXT,__text) external _krb5int_pkinit_auth_pack_decode
00007ff817db356f (__TEXT,__text) external _krb5int_pkinit_create_cms_msg
00007ff817db357a (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_rep_encode
00007ff817db3585 (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_req_decode
00007ff817db3590 (__TEXT,__text) external _krb5int_pkinit_parse_cms_msg
00007ff817db359b (__TEXT,__text) external _krb5int_pkinit_reply_key_pack_encode
00007ff843d2b430 (__DATA,__data) non-external _krb5int_profile_shared_data
00007ff817dbc8dd (__TEXT,__text) external _krb__get_srvtabname
00007ff817dbc629 (__TEXT,__text) external _krb_change_password
00007ff817dbc735 (__TEXT,__text) external _krb_check_auth
00007ff817dbc857 (__TEXT,__text) external _krb_delete_cred
00007ff817dbc883 (__TEXT,__text) external _krb_get_admhst
00007ff817dbc7f4 (__TEXT,__text) external _krb_get_cred
00007ff817dbc63f (__TEXT,__text) external _krb_get_err_text
00007ff817dbc67e (__TEXT,__text) external _krb_get_in_tkt
00007ff817dbc689 (__TEXT,__text) external _krb_get_in_tkt_creds
00007ff817dbc88e (__TEXT,__text) external _krb_get_krbhst
00007ff817dbc878 (__TEXT,__text) external _krb_get_lrealm
00007ff817dbc84c (__TEXT,__text) external _krb_get_nth_cred
00007ff817dbc844 (__TEXT,__text) external _krb_get_num_cred
00007ff817dbc694 (__TEXT,__text) external _krb_get_phost
00007ff817dbc86d (__TEXT,__text) external _krb_get_profile
00007ff817dbc6c8 (__TEXT,__text) external _krb_get_pw_in_tkt
00007ff817dbc6d3 (__TEXT,__text) external _krb_get_pw_in_tkt_creds
00007ff817dbc6e9 (__TEXT,__text) external _krb_get_svc_in_tkt
00007ff817dbc7e9 (__TEXT,__text) external _krb_get_tf_fullname
00007ff817dbc7de (__TEXT,__text) external _krb_get_tf_realm
00007ff817dbc6f4 (__TEXT,__text) external _krb_get_ticket_for_service
00007ff817dbc8d5 (__TEXT,__text) external _krb_life_to_time
00007ff817dbc740 (__TEXT,__text) external _krb_mk_auth
00007ff817dbc74b (__TEXT,__text) external _krb_mk_err
00007ff817dbc753 (__TEXT,__text) external _krb_mk_priv
00007ff817dbc75b (__TEXT,__text) external _krb_mk_req
00007ff817dbc766 (__TEXT,__text) external _krb_mk_req_creds
00007ff817dbc779 (__TEXT,__text) external _krb_mk_safe
00007ff817dbc78c (__TEXT,__text) external _krb_rd_err
00007ff817dbc797 (__TEXT,__text) external _krb_rd_priv
00007ff817dbc79f (__TEXT,__text) external _krb_rd_req
00007ff817dbc7aa (__TEXT,__text) external _krb_rd_req_int
00007ff817dbc7b5 (__TEXT,__text) external _krb_rd_safe
00007ff817dbc899 (__TEXT,__text) external _krb_realmofhost
00007ff817dbc7c8 (__TEXT,__text) external _krb_recvauth
00007ff817dbc7d3 (__TEXT,__text) external _krb_sendauth
00007ff817dbc771 (__TEXT,__text) external _krb_set_lifetime
00007ff817dbc833 (__TEXT,__text) external _krb_set_tkt_string
00007ff817dbc8cd (__TEXT,__text) external _krb_time_to_life
00007ff817dbc72d (__TEXT,__text) external _kuserok
                 (undefined) external _link (from libSystem)
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ff817db6ea9 (__TEXT,__text) non-external _map_mit_principal
00007ff817dbda14 (__TEXT,__text) non-external _match_appl_version
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _mktime (from libSystem)
00007ff817db5bcc (__TEXT,__text) non-external (was a private external) _mshim_ctx
00007ff817dbeaec (__TEXT,__text) non-external _mshim_ctx.cold.1
00007ff817dbeb04 (__TEXT,__text) non-external _mshim_ctx.cold.2
00007ff843d2b490 (__DATA,__bss) non-external _mshim_ctx.key
00007ff843d2b488 (__DATA,__bss) non-external _mshim_ctx.once
00007ff817db5b74 (__TEXT,__text) non-external (was a private external) _mshim_failure
00007ff817dbead4 (__TEXT,__text) non-external _mshim_failure.cold.1
00007ff817db57ee (__TEXT,__text) non-external _mshim_gic_opt
00007ff817db61a1 (__TEXT,__text) non-external (was a private external) _mshim_haprepencpart2maprepencpart
00007ff817db5fe9 (__TEXT,__text) non-external (was a private external) _mshim_hcred2mcred
00007ff817db5c9d (__TEXT,__text) non-external (was a private external) _mshim_hdata2mdata
00007ff817db634d (__TEXT,__text) non-external (was a private external) _mshim_herror2merror
00007ff817db5d08 (__TEXT,__text) non-external (was a private external) _mshim_hkeyblock2mkeyblock
00007ff817db6e58 (__TEXT,__text) non-external (was a private external) _mshim_hprinc2mprinc
00007ff817db6201 (__TEXT,__text) non-external (was a private external) _mshim_hreplay2mreplay
00007ff817dbd691 (__TEXT,__text) non-external _mshim_hticket2mticket
00007ff817db29a4 (__TEXT,__text) non-external (was a private external) _mshim_log_entry
00007ff817dbead4 (__TEXT,__text) non-external _mshim_log_entry.cold.1
00007ff817db5c66 (__TEXT,__text) non-external (was a private external) _mshim_malloc
00007ff817dbeb20 (__TEXT,__text) non-external _mshim_malloc.cold.1
00007ff817db5e0f (__TEXT,__text) non-external (was a private external) _mshim_mcred2hcred
00007ff817db5cd5 (__TEXT,__text) non-external (was a private external) _mshim_mdata2hdata
00007ff817db5d44 (__TEXT,__text) non-external (was a private external) _mshim_mkeyblock2hkeyblock
00007ff817db6414 (__TEXT,__text) non-external (was a private external) _mshim_remap_flags
                 (undefined) external _notify_check (from libSystem)
                 (undefined) external _notify_post (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
00007ff843d2b478 (__DATA,__data) non-external _notify_token
00007ff8422fb760 (__DATA_CONST,__const) non-external _oidsets
00007ff843d2b330 (__DATA,__data) non-external _prof_error_strings
00007ff817dba243 (__TEXT,__text) external _profile_abandon
00007ff817dbb5c4 (__TEXT,__text) non-external (was a private external) _profile_add_node
00007ff817dbb28b (__TEXT,__text) external _profile_add_relation
00007ff817dbb087 (__TEXT,__text) external _profile_clear_relation
00007ff817db92cd (__TEXT,__text) non-external (was a private external) _profile_close_file
