
/Volumes/Macintosh HD 1/usr/lib/system/libsystem_kernel.dylib (for architecture i386):
00031320 (__DATA,__data) external _NDR_record
00000000000027bc (__TEXT,__text) external _stat64
0000000000024804 (__TEXT,__text) external _statfs
0000000000003624 (__TEXT,__text) external _statfs$INODE64
0000000000003624 (__TEXT,__text) external _statfs64
0000000000005a17 (__TEXT,__text) non-external (was a private external) _strcmp
000000000000a931 (__TEXT,__text) non-external (was a private external) _strlcat
0000000000006694 (__TEXT,__text) non-external (was a private external) _strlcpy
0000000000002919 (__TEXT,__text) non-external (was a private external) _strlen
000000000000a93e (__TEXT,__text) non-external (was a private external) _strncmp
000000000000a94b (__TEXT,__text) non-external (was a private external) _strnlen
000000000002481c (__TEXT,__text) external _swapon
00000000000013c4 (__TEXT,__text) external _swtch
00000000000013b8 (__TEXT,__text) external _swtch_pri
0000000000005784 (__TEXT,__text) external _symlink
0000000000024834 (__TEXT,__text) external _symlinkat
000000000002484c (__TEXT,__text) external _sync
0000000000002e68 (__TEXT,__text) external _syscall
00000000000013d0 (__TEXT,__text) external _syscall_thread_switch
000000000000e903 (__TEXT,__text) external _system_get_sfi_window
0000000000024864 (__TEXT,__text) external _system_override
00000000000084dd (__TEXT,__text) external _system_set_sfi_window
0000000000034228 (__DATA,__common) non-external (was a private external) _system_version_compat_check_path_suffix
0000000000034230 (__DATA,__common) external _system_version_compat_mode
0000000000034238 (__DATA,__common) non-external (was a private external) _system_version_compat_open_shim
000000000001e0ea (__TEXT,__text) external _task_assign
000000000001e1da (__TEXT,__text) external _task_assign_default
000000000001cd2b (__TEXT,__text) external _task_create
000000000001fef4 (__TEXT,__text) external _task_create_identity_token
000000000001fb9e (__TEXT,__text) external _task_create_suid_cred
000000000002010d (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00000000000011f0 (__TEXT,__text) external _task_dyld_process_info_notify_get
000000000001fe15 (__TEXT,__text) external _task_dyld_process_info_notify_register
0000000000001358 (__TEXT,__text) external _task_for_pid
000000000001ef47 (__TEXT,__text) external _task_generate_corpse
000000000001e2b9 (__TEXT,__text) external _task_get_assignment
000000000001f34e (__TEXT,__text) external _task_get_dyld_image_infos
000000000001dc7c (__TEXT,__text) external _task_get_emulation_vector
000000000001f9d7 (__TEXT,__text) external _task_get_exc_guard_behavior
0000000000009a3c (__TEXT,__text) external _task_get_exception_ports
00000000000201ec (__TEXT,__text) external _task_get_exception_ports_info
000000000001ec35 (__TEXT,__text) external _task_get_mach_voucher
00000000000017d5 (__TEXT,__text) external _task_get_special_port
000000000001e561 (__TEXT,__text) external _task_get_state
000000000001fff8 (__TEXT,__text) external _task_identity_token_get_task_port
000000000000192d (__TEXT,__text) external _task_info
000000000001f870 (__TEXT,__text) external _task_inspect
000000000002487c (__TEXT,__text) external _task_inspect_for_pid
000000000001f04b (__TEXT,__text) external _task_map_corpse_info
000000000001f768 (__TEXT,__text) external _task_map_corpse_info_64
000000000000134c (__TEXT,__text) external _task_name_for_pid
000000000001da52 (__TEXT,__text) external _task_policy
000000000001d7d6 (__TEXT,__text) external _task_policy_get
00000000000030e1 (__TEXT,__text) external _task_policy_set
000000000001eb16 (__TEXT,__text) external _task_purgable_info
0000000000024894 (__TEXT,__text) external _task_read_for_pid
000000000001f666 (__TEXT,__text) external _task_register_dyld_get_process_state
000000000001f152 (__TEXT,__text) external _task_register_dyld_image_infos
000000000001f57c (__TEXT,__text) external _task_register_dyld_set_dyld_state
000000000001f472 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
0000000000001477 (__TEXT,__text) external _task_restartable_ranges_register
00000000000034f5 (__TEXT,__text) external _task_restartable_ranges_synchronize
000000000001cff4 (__TEXT,__text) external _task_resume
000000000001ea48 (__TEXT,__text) external _task_resume2
000000000001d973 (__TEXT,__text) external _task_sample
000000000000c455 (__TEXT,__text) external _task_self_
0000000000001298 (__TEXT,__text) external _task_self_trap
000000000001db99 (__TEXT,__text) external _task_set_emulation
000000000001dda4 (__TEXT,__text) external _task_set_emulation_vector
000000000001fabf (__TEXT,__text) external _task_set_exc_guard_behavior
0000000000008c76 (__TEXT,__text) external _task_set_exception_ports
0000000000008fe1 (__TEXT,__text) external _task_set_info
000000000001ed4a (__TEXT,__text) external _task_set_mach_voucher
000000000001e84b (__TEXT,__text) external _task_set_phys_footprint_limit
000000000001e3bd (__TEXT,__text) external _task_set_policy
0000000000013152 (__TEXT,__text) external _task_set_port_space
000000000001dea2 (__TEXT,__text) external _task_set_ras_pc
00000000000021c0 (__TEXT,__text) external _task_set_special_port
000000000001e6f7 (__TEXT,__text) external _task_set_state
000000000001cf26 (__TEXT,__text) external _task_suspend
000000000001e944 (__TEXT,__text) external _task_suspend2
000000000001d35c (__TEXT,__text) external _task_swap_exception_ports
000000000001ee29 (__TEXT,__text) external _task_swap_mach_voucher
000000000001ce58 (__TEXT,__text) external _task_terminate
0000000000007e26 (__TEXT,__text) external _task_threads
000000000001f250 (__TEXT,__text) external _task_unregister_dyld_image_infos
000000000001df86 (__TEXT,__text) external _task_zone_info
000000000000e8fe (__TEXT,__text) external _terminate_with_payload
0000000000008faa (__TEXT,__text) external _terminate_with_reason
0000000000020ae7 (__TEXT,__text) external _thread_abort
0000000000020bb5 (__TEXT,__text) external _thread_abort_safely
0000000000021397 (__TEXT,__text) external _thread_assign
0000000000021476 (__TEXT,__text) external _thread_assign_default
0000000000021ad1 (__TEXT,__text) external _thread_convert_thread_state
000000000001d0c2 (__TEXT,__text) external _thread_create
000000000001d1c6 (__TEXT,__text) external _thread_create_running
0000000000020c83 (__TEXT,__text) external _thread_depress_abort
000000000000389d (__TEXT,__text) external _thread_destruct_special_reply_port
0000000000021544 (__TEXT,__text) external _thread_get_assignment
00000000000084ee (__TEXT,__text) external _thread_get_exception_ports
0000000000021cce (__TEXT,__text) external _thread_get_exception_ports_info
00000000000217bf (__TEXT,__text) external _thread_get_mach_voucher
000000000000d8d1 (__TEXT,__text) external _thread_get_register_pointer_values
0000000000020d51 (__TEXT,__text) external _thread_get_special_port
0000000000001388 (__TEXT,__text) external _thread_get_special_reply_port
0000000000007f3d (__TEXT,__text) external _thread_get_state
0000000000006b2d (__TEXT,__text) external _thread_info
00000000000050e5 (__TEXT,__text) external _thread_policy
0000000000008101 (__TEXT,__text) external _thread_policy_get
0000000000005d9d (__TEXT,__text) external _thread_policy_set
0000000000020a19 (__TEXT,__text) external _thread_resume
00000000000211d9 (__TEXT,__text) external _thread_sample
000000000000128c (__TEXT,__text) external _thread_self_trap
00000000000248ac (__TEXT,__text) external _thread_selfcounts
0000000000005f7d (__TEXT,__text) external _thread_set_exception_ports
00000000000218d4 (__TEXT,__text) external _thread_set_mach_voucher
000000000000d8a5 (__TEXT,__text) external _thread_set_policy
0000000000020e66 (__TEXT,__text) external _thread_set_special_port
00000000000207f7 (__TEXT,__text) external _thread_set_state
000000000002094b (__TEXT,__text) external _thread_suspend
0000000000020f56 (__TEXT,__text) external _thread_swap_exception_ports
00000000000219b3 (__TEXT,__text) external _thread_swap_mach_voucher
0000000000005499 (__TEXT,__text) external _thread_switch
000000000002043f (__TEXT,__text) external _thread_terminate
0000000000014ac3 (__TEXT,__text) external _thread_wire
0000000000025930 (__TEXT,__const) non-external _times_now
00000000000248c4 (__TEXT,__text) external _truncate
000000000000546c (__TEXT,__text) external _umask
00000000000248dc (__TEXT,__text) external _undelete
0000000000004311 (__TEXT,__text) external _unlink
000000000000874c (__TEXT,__text) external _unlinkat
000000000000a794 (__TEXT,__text) external _unmount
00000000000248f4 (__TEXT,__text) external _usrctl
000000000000d7ca (__TEXT,__text) external _utimensat
0000000000005484 (__TEXT,__text) external _utimes
0000000000023e7c (__TEXT,__text) external _vfork
000000000002490c (__TEXT,__text) external _vfs_purge
0000000000002d77 (__TEXT,__text) external _vm_allocate
0000000000014bb3 (__TEXT,__text) external _vm_allocate_cpm
000000000002243f (__TEXT,__text) external _vm_behavior_set
000000000000379e (__TEXT,__text) external _vm_copy
0000000000002e27 (__TEXT,__text) external _vm_deallocate
0000000000021f21 (__TEXT,__text) external _vm_inherit
0000000000038040 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
0000000000038048 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
0000000000038038 (__DATA_DIRTY,__common) external _vm_kernel_page_size
0000000000022526 (__TEXT,__text) external _vm_machine_attribute
000000000000a4e0 (__TEXT,__text) external _vm_map
000000000002262d (__TEXT,__text) external _vm_map_page_query
0000000000022358 (__TEXT,__text) external _vm_msync
0000000000038058 (__DATA_DIRTY,__common) external _vm_page_mask
0000000000038060 (__DATA_DIRTY,__common) external _vm_page_shift
0000000000038050 (__DATA_DIRTY,__common) external _vm_page_size
0000000000024924 (__TEXT,__text) external _vm_pressure_monitor
0000000000004aaa (__TEXT,__text) external _vm_protect
0000000000003dd9 (__TEXT,__text) external _vm_purgable_control
00000000000082f1 (__TEXT,__text) external _vm_read
0000000000022008 (__TEXT,__text) external _vm_read_list
0000000000022255 (__TEXT,__text) external _vm_read_overwrite
0000000000007541 (__TEXT,__text) external _vm_region_64
000000000000771d (__TEXT,__text) external _vm_region_recurse_64
0000000000002f22 (__TEXT,__text) external _vm_remap
000000000001345d (__TEXT,__text) external _vm_remap_new
00000000000149ca (__TEXT,__text) external _vm_wire
000000000002215d (__TEXT,__text) external _vm_write
0000000000003bd0 (__TEXT,__text) external _voucher_mach_msg_adopt
000000000000216a (__TEXT,__text) external _voucher_mach_msg_clear
0000000000003bbd (__TEXT,__text) external _voucher_mach_msg_revert
0000000000001d91 (__TEXT,__text) external _voucher_mach_msg_set
0000000000034210 (__DATA,__common) external _vprintf_stderr_func
000000000000a718 (__TEXT,__text) external _wait4
000000000002493c (__TEXT,__text) external _waitid
0000000000023ed4 (__TEXT,__text) external _waitid$NOCANCEL
0000000000012022 (__TEXT,__text) external _work_interval_copy_port
0000000000007bf9 (__TEXT,__text) external _work_interval_create
0000000000011f28 (__TEXT,__text) external _work_interval_destroy
0000000000011cee (__TEXT,__text) external _work_interval_get_flags_from_port
0000000000007cb9 (__TEXT,__text) external _work_interval_instance_alloc
0000000000011de6 (__TEXT,__text) external _work_interval_instance_clear
0000000000011ecb (__TEXT,__text) external _work_interval_instance_finish
0000000000011dfd (__TEXT,__text) external _work_interval_instance_free
0000000000011e43 (__TEXT,__text) external _work_interval_instance_get_complexity
0000000000011e25 (__TEXT,__text) external _work_interval_instance_get_deadline
0000000000011e34 (__TEXT,__text) external _work_interval_instance_get_finish
0000000000007cfa (__TEXT,__text) external _work_interval_instance_get_id
0000000000011e16 (__TEXT,__text) external _work_interval_instance_get_start
0000000000011e11 (__TEXT,__text) external _work_interval_instance_set_complexity
0000000000011e07 (__TEXT,__text) external _work_interval_instance_set_deadline
0000000000011e0c (__TEXT,__text) external _work_interval_instance_set_finish
0000000000011e02 (__TEXT,__text) external _work_interval_instance_set_start
0000000000011e52 (__TEXT,__text) external _work_interval_instance_start
0000000000011e8b (__TEXT,__text) external _work_interval_instance_update
0000000000011fb6 (__TEXT,__text) external _work_interval_join
0000000000011fe8 (__TEXT,__text) external _work_interval_join_port
0000000000012012 (__TEXT,__text) external _work_interval_leave
0000000000011d47 (__TEXT,__text) external _work_interval_notify
0000000000011dab (__TEXT,__text) external _work_interval_notify_simple
0000000000004044 (__TEXT,__text) external _write
00000000000042b4 (__TEXT,__text) external _write$NOCANCEL
0000000000004284 (__TEXT,__text) external _writev
0000000000023eec (__TEXT,__text) external _writev$NOCANCEL

/Volumes/Macintosh HD 1/usr/lib/system/libsystem_kernel.dylib (for architecture arm64):
00000000000381d0 (__DATA,__data) external _NDR_record
000000000000dfec (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000000000110d0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000000000138c0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000000000e018 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000000000138ec (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
0000000000013918 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
0000000000013944 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
0000000000013968 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
000000000001398c (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
0000000000016e2c (__TEXT,__text) non-external __Xexception_raise
0000000000016ef8 (__TEXT,__text) non-external __Xexception_raise_state
000000000001701c (__TEXT,__text) non-external __Xexception_raise_state_identity
0000000000029334 (__TEXT,__text) external _____old_semwait_signal_nocancel
000000000002935c (__TEXT,__text) external _____sigwait_nocancel
000000000002c2f8 (__TEXT,__const) external ____kernelVersionNumber
000000000002c2c0 (__TEXT,__const) external ____kernelVersionString
0000000000029384 (__TEXT,__text) external ___abort_with_payload
0000000000008f14 (__TEXT,__text) external ___accept
00000000000293ac (__TEXT,__text) external ___accept_nocancel
00000000000293d4 (__TEXT,__text) external ___access_extended
00000000000293fc (__TEXT,__text) external ___aio_suspend_nocancel
0000000000008480 (__TEXT,__text) external ___bind
0000000000004eec (__TEXT,__text) external ___bsdthread_create
0000000000002ffc (__TEXT,__text) external ___bsdthread_ctl
0000000000006bc4 (__TEXT,__text) external ___bsdthread_register
0000000000003f90 (__TEXT,__text) external ___bsdthread_terminate
000000000000c46c (__TEXT,__text) external ___carbon_delete
0000000000029424 (__TEXT,__text) external ___channel_get_info
000000000002944c (__TEXT,__text) external ___channel_get_opt
0000000000029474 (__TEXT,__text) external ___channel_open
000000000002949c (__TEXT,__text) external ___channel_set_opt
00000000000294c4 (__TEXT,__text) external ___channel_sync
0000000000004e4c (__TEXT,__text) external ___chmod
0000000000006728 (__TEXT,__text) external ___chmod_extended
0000000000002b6c (__TEXT,__text) external ___close_nocancel
00000000000294ec (__TEXT,__text) external ___coalition
0000000000029514 (__TEXT,__text) external ___coalition_info
000000000002953c (__TEXT,__text) external ___coalition_ledger
0000000000003130 (__TEXT,__text) external ___commpage_gettimeofday
0000000000003138 (__TEXT,__text) non-external (was a private external) ___commpage_gettimeofday_internal
00000000000055d4 (__TEXT,__text) external ___connect
0000000000005464 (__TEXT,__text) external ___connect_nocancel
0000000000029564 (__TEXT,__text) external ___copyfile
0000000000001e9c (__TEXT,__text) external ___csrctl
000000000001105c (__TEXT,__text) external ___darwin_check_fd_set_overflow
000000000002b93c (__TEXT,__text) non-external ___darwin_check_fd_set_overflow.cold.1
000000000002b95c (__TEXT,__text) non-external ___darwin_check_fd_set_overflow.cold.2
000000000000c498 (__TEXT,__text) external ___delete
0000000000003f68 (__TEXT,__text) external ___disable_threadsignal
0000000000001dd8 (__TEXT,__text) external ___error
0000000000007f20 (__TEXT,__text) external ___exit
0000000000005830 (__TEXT,__text) external ___fchmod
00000000000067f4 (__TEXT,__text) external ___fchmod_extended
0000000000001f44 (__TEXT,__text) external ___fcntl
0000000000005414 (__TEXT,__text) external ___fcntl_nocancel
00000000000082ac (__TEXT,__text) external ___fork
000000000002958c (__TEXT,__text) external ___fs_snapshot
000000000002a728 (__TEXT,__text) external ___fstat
00000000000067cc (__TEXT,__text) external ___fstat64_extended
00000000000295b4 (__TEXT,__text) external ___fstat_extended
000000000002a778 (__TEXT,__text) external ___fstatat
000000000002a7c8 (__TEXT,__text) external ___fstatfs
00000000000295dc (__TEXT,__text) external ___fsync_nocancel
00000000000099d4 (__TEXT,__text) external ___get_remove_counter
0000000000001df8 (__TEXT,__text) external ___getattrlist
0000000000002f34 (__TEXT,__text) external ___getdirentries64
000000000002a8b8 (__TEXT,__text) external ___getfsstat
00000000000066d8 (__TEXT,__text) external ___gethostuuid
000000000000be84 (__TEXT,__text) external ___getlogin
0000000000005740 (__TEXT,__text) external ___getpeername
00000000000019b8 (__TEXT,__text) external ___getpid
00000000000035c8 (__TEXT,__text) external ___getrlimit
0000000000029604 (__TEXT,__text) external ___getsgroups
000000000000835c (__TEXT,__text) external ___getsockname
0000000000002e20 (__TEXT,__text) external ___gettid
0000000000004f64 (__TEXT,__text) external ___gettimeofday
0000000000004f3c (__TEXT,__text) non-external (was a private external) ___gettimeofday_with_mach
000000000002962c (__TEXT,__text) external ___getwgroups
0000000000029654 (__TEXT,__text) external ___guarded_open_dprotected_np
0000000000004900 (__TEXT,__text) external ___guarded_open_np
000000000002967c (__TEXT,__text) external ___identitysvc
0000000000004d1c (__TEXT,__text) external ___inc_remove_counter
000000000000be5c (__TEXT,__text) external ___initgroups
00000000000055ac (__TEXT,__text) external ___ioctl
00000000000058a4 (__TEXT,__text) external ___iopolicysys
00000000000296a4 (__TEXT,__text) external ___kdebug_trace
0000000000003d58 (__TEXT,__text) external ___kdebug_trace64
00000000000296cc (__TEXT,__text) external ___kdebug_trace_string
000000000000694c (__TEXT,__text) external ___kdebug_typefilter
000000000002c360 (__TEXT,__const) non-external (was a private external) ___kernelVersionNumber
000000000002c328 (__TEXT,__const) non-external (was a private external) ___kernelVersionString
0000000000008910 (__TEXT,__text) external ___kill
0000000000007204 (__TEXT,__text) external ___kqueue_workloop_ctl
0000000000006894 (__TEXT,__text) external ___lchown
0000000000006974 (__TEXT,__text) external ___libkernel_init
000000000000c7f4 (__TEXT,__text) external ___libkernel_init_late
0000000000006bb0 (__TEXT,__text) external ___libkernel_platform_init
00000000000019a8 (__TEXT,__text) external ___libkernel_voucher_init
0000000000008eec (__TEXT,__text) external ___listen
00000000000296f4 (__TEXT,__text) external ___log_data
0000000000002c00 (__TEXT,__text) external ___lseek
000000000002aa48 (__TEXT,__text) external ___lstat
0000000000006750 (__TEXT,__text) external ___lstat64_extended
000000000002971c (__TEXT,__text) external ___lstat_extended
0000000000029744 (__TEXT,__text) external ___mac_execve
000000000002976c (__TEXT,__text) external ___mac_get_fd
0000000000029794 (__TEXT,__text) external ___mac_get_file
00000000000297bc (__TEXT,__text) external ___mac_get_link
00000000000297e4 (__TEXT,__text) external ___mac_get_mount
000000000002980c (__TEXT,__text) external ___mac_get_pid
0000000000029834 (__TEXT,__text) external ___mac_get_proc
000000000002985c (__TEXT,__text) external ___mac_getfsstat
0000000000029884 (__TEXT,__text) external ___mac_mount
00000000000298ac (__TEXT,__text) external ___mac_set_fd
00000000000298d4 (__TEXT,__text) external ___mac_set_file
00000000000298fc (__TEXT,__text) external ___mac_set_link
0000000000008e98 (__TEXT,__text) external ___mac_set_proc
0000000000002cf0 (__TEXT,__text) external ___mac_syscall
0000000000029924 (__TEXT,__text) external ___mach_bridge_remote_time
000000000002994c (__TEXT,__text) external ___mach_eventlink_signal
0000000000029974 (__TEXT,__text) external ___mach_eventlink_signal_wait_until
000000000002999c (__TEXT,__text) external ___mach_eventlink_wait_until
00000000000299c4 (__TEXT,__text) external ___memorystatus_available_memory
00000000000299ec (__TEXT,__text) external ___microstackshot
0000000000029a14 (__TEXT,__text) external ___mkdir_extended
0000000000029a3c (__TEXT,__text) external ___mkfifo_extended
0000000000002080 (__TEXT,__text) external ___mmap
0000000000004f14 (__TEXT,__text) external ___mprotect
0000000000029a64 (__TEXT,__text) external ___msgctl
0000000000029a8c (__TEXT,__text) external ___msgrcv_nocancel
0000000000029ab4 (__TEXT,__text) external ___msgsnd_nocancel
0000000000029adc (__TEXT,__text) external ___msgsys
0000000000007180 (__TEXT,__text) external ___msync
0000000000029b04 (__TEXT,__text) external ___msync_nocancel
0000000000004a64 (__TEXT,__text) external ___munmap
0000000000029b2c (__TEXT,__text) external ___nexus_create
0000000000029b54 (__TEXT,__text) external ___nexus_deregister
0000000000029b7c (__TEXT,__text) external ___nexus_destroy
0000000000029ba4 (__TEXT,__text) external ___nexus_get_opt
0000000000029bcc (__TEXT,__text) external ___nexus_open
0000000000029bf4 (__TEXT,__text) external ___nexus_register
0000000000029c1c (__TEXT,__text) external ___nexus_set_opt
0000000000029c44 (__TEXT,__text) external ___old_semwait_signal
0000000000001e48 (__TEXT,__text) external ___open
00000000000067a4 (__TEXT,__text) external ___open_dprotected_np
000000000000c41c (__TEXT,__text) external ___open_extended
0000000000001fbc (__TEXT,__text) external ___open_nocancel
0000000000002b94 (__TEXT,__text) external ___openat
00000000000068e4 (__TEXT,__text) external ___openat_nocancel
0000000000038258 (__DATA,__bss) non-external ___os_ch_md_redzone_cookie
00000000000148f0 (__TEXT,__text) external ___os_nexus_flow_add
0000000000014968 (__TEXT,__text) external ___os_nexus_flow_del
0000000000014758 (__TEXT,__text) external ___os_nexus_ifattach
0000000000014858 (__TEXT,__text) external ___os_nexus_ifdetach
0000000000005048 (__TEXT,__text) external ___persona
00000000000071a8 (__TEXT,__text) external ___pipe
0000000000029c6c (__TEXT,__text) external ___poll_nocancel
0000000000007cf8 (__TEXT,__text) external ___posix_spawn
0000000000029c94 (__TEXT,__text) external ___pread_nocancel
0000000000029cbc (__TEXT,__text) external ___preadv_nocancel
0000000000002720 (__TEXT,__text) external ___proc_info
0000000000029ce4 (__TEXT,__text) external ___proc_info_extended_id
00000000000083cc (__TEXT,__text) external ___process_policy
0000000000006f74 (__TEXT,__text) external ___pselect
0000000000029d0c (__TEXT,__text) external ___pselect_nocancel
00000000000048ac (__TEXT,__text) external ___psynch_cvbroad
0000000000004fb8 (__TEXT,__text) external ___psynch_cvclrprepost
0000000000005bf8 (__TEXT,__text) external ___psynch_cvsignal
0000000000004884 (__TEXT,__text) external ___psynch_cvwait
0000000000003fb8 (__TEXT,__text) external ___psynch_mutexdrop
0000000000003e04 (__TEXT,__text) external ___psynch_mutexwait
0000000000029d34 (__TEXT,__text) external ___psynch_rw_downgrade
0000000000029d5c (__TEXT,__text) external ___psynch_rw_longrdlock
00000000000062f8 (__TEXT,__text) external ___psynch_rw_rdlock
00000000000062d0 (__TEXT,__text) external ___psynch_rw_unlock
0000000000029d84 (__TEXT,__text) external ___psynch_rw_unlock2
0000000000029dac (__TEXT,__text) external ___psynch_rw_upgrade
00000000000062a8 (__TEXT,__text) external ___psynch_rw_wrlock
0000000000029dd4 (__TEXT,__text) external ___psynch_rw_yieldwrlock
000000000000c154 (__TEXT,__text) external ___pthread_canceled
0000000000007acc (__TEXT,__text) external ___pthread_chdir
0000000000007aa4 (__TEXT,__text) external ___pthread_fchdir
0000000000008e48 (__TEXT,__text) external ___pthread_kill
0000000000029dfc (__TEXT,__text) external ___pthread_markcancel
0000000000007e9c (__TEXT,__text) external ___pthread_sigmask
0000000000009150 (__TEXT,__text) external ___ptrace
0000000000029e24 (__TEXT,__text) external ___pwrite_nocancel
0000000000029e4c (__TEXT,__text) external ___pwritev_nocancel
00000000000031e4 (__TEXT,__text) external ___read_nocancel
0000000000029e74 (__TEXT,__text) external ___readv_nocancel
0000000000029e9c (__TEXT,__text) external ___reboot
0000000000005624 (__TEXT,__text) external ___recvfrom
0000000000005508 (__TEXT,__text) external ___recvfrom_nocancel
0000000000005978 (__TEXT,__text) external ___recvmsg
0000000000029ec4 (__TEXT,__text) external ___recvmsg_nocancel
000000000003c6c0 (__DATA_DIRTY,__bss) non-external ___remove_counter
0000000000004cf4 (__TEXT,__text) external ___rename
0000000000029eec (__TEXT,__text) external ___renameat
0000000000029f14 (__TEXT,__text) external ___renameatx_np
0000000000004d5c (__TEXT,__text) external ___rmdir
0000000000029744 (__TEXT,__text) external ___sandbox_me
0000000000029884 (__TEXT,__text) external ___sandbox_mm
0000000000002cf0 (__TEXT,__text) external ___sandbox_ms
0000000000008e98 (__TEXT,__text) external ___sandbox_msp
000000000000b0b8 (__TEXT,__text) external ___select
00000000000054e0 (__TEXT,__text) external ___select_nocancel
0000000000009c4c (__TEXT,__text) external ___sem_open
0000000000029f3c (__TEXT,__text) external ___sem_wait_nocancel
0000000000029f64 (__TEXT,__text) external ___semctl
0000000000029f8c (__TEXT,__text) external ___semsys
00000000000046b4 (__TEXT,__text) external ___semwait_signal
0000000000007ec4 (__TEXT,__text) external ___semwait_signal_nocancel
000000000000690c (__TEXT,__text) external ___sendmsg
0000000000005558 (__TEXT,__text) external ___sendmsg_nocancel
00000000000055fc (__TEXT,__text) external ___sendto
000000000000548c (__TEXT,__text) external ___sendto_nocancel
000000000000480c (__TEXT,__text) external ___setattrlist
000000000000be34 (__TEXT,__text) external ___setlogin
00000000000089c4 (__TEXT,__text) external ___setpriority
0000000000029fb4 (__TEXT,__text) external ___setregid
0000000000029fdc (__TEXT,__text) external ___setreuid
0000000000003e34 (__TEXT,__text) external ___setrlimit
000000000002a004 (__TEXT,__text) external ___setsgroups
00000000000099e8 (__TEXT,__text) external ___settid
000000000002a02c (__TEXT,__text) external ___settid_with_pid
000000000002a054 (__TEXT,__text) external ___settimeofday
000000000002a07c (__TEXT,__text) external ___setwgroups
0000000000009cd8 (__TEXT,__text) external ___sfi_ctl
000000000002a0a4 (__TEXT,__text) external ___sfi_pidctl
000000000002a0cc (__TEXT,__text) external ___shared_region_check_np
000000000002a0f4 (__TEXT,__text) external ___shared_region_map_and_slide_2_np
000000000002a11c (__TEXT,__text) external ___shared_region_map_and_slide_np
0000000000002b44 (__TEXT,__text) external ___shm_open
000000000002a144 (__TEXT,__text) external ___shmctl
000000000002a16c (__TEXT,__text) external ___shmsys
000000000000722c (__TEXT,__text) external ___sigaction
0000000000004794 (__TEXT,__text) external ___sigaltstack
000000000000b910 (__TEXT,__text) external ___sigreturn
000000000002a194 (__TEXT,__text) external ___sigsuspend
0000000000007ef8 (__TEXT,__text) external ___sigsuspend_nocancel
000000000000b960 (__TEXT,__text) external ___sigwait
0000000000005530 (__TEXT,__text) external ___socketpair
000000000002a1bc (__TEXT,__text) external ___stack_snapshot_with_config
000000000002b330 (__TEXT,__text) external ___stat
0000000000006700 (__TEXT,__text) external ___stat64_extended
000000000002a1e4 (__TEXT,__text) external ___stat_extended
000000000002b358 (__TEXT,__text) external ___statfs
0000000000003618 (__TEXT,__text) external ___syscall
0000000000038240 (__DATA,__common) external ___syscall_logger
0000000000002a48 (__TEXT,__text) external ___sysctl
0000000000002c64 (__TEXT,__text) external ___sysctlbyname
000000000002a20c (__TEXT,__text) external ___telemetry
000000000000a968 (__TEXT,__text) external ___terminate_with_payload
0000000000003024 (__TEXT,__text) external ___thread_selfid
000000000002a234 (__TEXT,__text) external ___thread_selfusage
000000000000304c (__TEXT,__text) external ___ulock_wait
000000000002a25c (__TEXT,__text) external ___ulock_wait2
0000000000003108 (__TEXT,__text) external ___ulock_wake
000000000002a284 (__TEXT,__text) external ___umask_extended
000000000000509c (__TEXT,__text) external ___unlink
0000000000009fb0 (__TEXT,__text) external ___unlinkat
000000000002a2ac (__TEXT,__text) external ___vfork
0000000000007e38 (__TEXT,__text) external ___wait4
000000000000c3f4 (__TEXT,__text) external ___wait4_nocancel
000000000002a318 (__TEXT,__text) external ___waitid_nocancel
00000000000092a4 (__TEXT,__text) external ___work_interval_ctl
0000000000002f5c (__TEXT,__text) external ___workq_kernreturn
0000000000002f84 (__TEXT,__text) external ___workq_open
0000000000004fe0 (__TEXT,__text) external ___write_nocancel
000000000002a340 (__TEXT,__text) external ___writev_nocancel
0000000000038238 (__DATA,__common) external __cpu_capabilities
000000000003823c (__DATA,__common) external __cpu_has_altivec
000000000003c010 (__DATA_DIRTY,__data) external __current_pid
000000000003c020 (__DATA_DIRTY,__common) non-external (was a private external) __dlsym
0000000000007f20 (__TEXT,__text) external __exit
0000000000006b60 (__TEXT,__text) external __get_cpu_capabilities
0000000000038250 (__DATA,__bss) non-external __gethostuuid_callback
000000000000fa0c (__TEXT,__text) external __getprivatesystemidentifier
0000000000019cc4 (__TEXT,__text) external __host_page_size
0000000000006b5c (__TEXT,__text) external __init_cpu_capabilities
000000000001ac34 (__TEXT,__text) external __kernelrpc_host_create_mach_voucher
000000000001bea8 (__TEXT,__text) external __kernelrpc_mach_port_allocate
000000000001caf0 (__TEXT,__text) external __kernelrpc_mach_port_allocate_full
