000000025fc6c6e4 (__TEXT,__text) external _AAAFSCGetMetadata
000000025fc0c2b8 (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
000000025fbfdd08 (__TEXT,__text) non-external _cancelProc
000000025fc2809c (__TEXT,__text) non-external _cancelProc
000000025fc33878 (__TEXT,__text) non-external _cancelProc
000000025fc48518 (__TEXT,__text) non-external _cancelProc
000000025fc4ad40 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccaes_ctr_crypt_mode (from libSystem)
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _cchkdf (from libSystem)
                 (undefined) external _cchmac_final (from libSystem)
                 (undefined) external _cchmac_init (from libSystem)
                 (undefined) external _cchmac_update (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
000000025fc2363c (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
000000025fc44b70 (__TEXT,__text) non-external _chunkAppendHole
000000025fc2d4f0 (__TEXT,__text) non-external _chunkAsyncCancel
000000025fc2cdb4 (__TEXT,__text) non-external _chunkAsyncClose
000000025fc2d148 (__TEXT,__text) non-external _chunkAsyncGetRange
000000025fc2d514 (__TEXT,__text) non-external _chunkAsyncIsCancelled
000000025fc2d320 (__TEXT,__text) non-external _chunkAsyncProcess
000000025fc44b24 (__TEXT,__text) non-external _chunkDestroy
000000025fc42f1c (__TEXT,__text) non-external _chunk_compare_by_position
000000025fc42f0c (__TEXT,__text) non-external _chunk_compare_by_rating
000000025fc26388 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
000000025fbfc9c0 (__TEXT,__text) non-external _closeProc
000000025fc27724 (__TEXT,__text) non-external _closeProc
000000025fc31248 (__TEXT,__text) non-external _closeProc
000000025fc46b34 (__TEXT,__text) non-external _closeProc
000000025fbfccac (__TEXT,__text) non-external _closeWithStateProc
000000025fc277c0 (__TEXT,__text) non-external _closeWithStateProc
000000025fc32598 (__TEXT,__text) non-external _closeWithStateProc
000000025fc46bf0 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
000000025fc59908 (__TEXT,__text) non-external _clusterEntryUpdateDAT
000000025fc55768 (__TEXT,__text) non-external _cmpNodesProc
000000025fbf940c (__TEXT,__text) non-external _cmpRange
000000025fbfc428 (__TEXT,__text) non-external _cmp_entries_clc
000000025fbfc3f4 (__TEXT,__text) non-external _cmp_entries_hlc
000000025fbfc4c0 (__TEXT,__text) non-external _cmp_entries_offset
000000025fbfc45c (__TEXT,__text) non-external _cmp_entries_slc
000000025fc52ea0 (__TEXT,__text) non-external _cmp_keys
000000025fc468a4 (__TEXT,__text) non-external _cmp_markers
000000025fbf62ec (__TEXT,__text) non-external _compare_copy_fork_3
000000025fbf629c (__TEXT,__text) non-external _compare_copy_fork_4
000000025fbf6244 (__TEXT,__text) non-external _compare_copy_fork_5
000000025fbf5ea0 (__TEXT,__text) non-external _compare_digest_tasks
000000025fbf442c (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
000000025fbf6cfc (__TEXT,__text) non-external _compare_forks_by_extent
000000025fbf6d38 (__TEXT,__text) non-external _compare_forks_by_position
000000025fc1c564 (__TEXT,__text) non-external _compositeChunkAsyncCancel
000000025fc1c508 (__TEXT,__text) non-external _compositeChunkAsyncClose
000000025fc1c554 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
000000025fc1c56c (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
000000025fc1c55c (__TEXT,__text) non-external _compositeChunkAsyncProcess
000000025fbffa60 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
000000025fc663c8 (__TEXT,__text) non-external _computePatchesWorkerProc
000000025fc2ee90 (__TEXT,__text) non-external (was a private external) _concatExtractPath
000000025fc2edcc (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
000000025fc75c0c (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
000000025fc3b50c (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
000000025fc36d08 (__TEXT,__text) non-external _convertStreamAbort
000000025fc36fc0 (__TEXT,__text) non-external _convertStreamBeginBlob
000000025fc35c1c (__TEXT,__text) non-external _convertStreamClose
000000025fc371e8 (__TEXT,__text) non-external _convertStreamEndBlob
000000025fc36f28 (__TEXT,__text) non-external _convertStreamEndEntry
000000025fc36e60 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
000000025fc368d0 (__TEXT,__text) non-external _convertStreamWriteBlob
000000025fc35cb8 (__TEXT,__text) non-external _convertStreamWriteHeader
000000025fc42f34 (__TEXT,__text) non-external _convert_block_controls
000000025fc42d9c (__TEXT,__text) non-external _convert_internal_controls
000000025fc2f5dc (__TEXT,__text) non-external (was a private external) _copyFileSegment
000000025fc2f9e4 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
000000025fc125b8 (__TEXT,__text) non-external _copyStream
000000025fc53794 (__TEXT,__text) non-external _create
000000025fc359fc (__TEXT,__text) non-external _createErrorContextKey
000000025fc35420 (__TEXT,__text) non-external (was a private external) _createThread
000000025fc161d0 (__TEXT,__text) non-external _ctrl_reader_get
000000025fc1a870 (__TEXT,__text) non-external _currentWriteBufferFull
000000025fc6a708 (__TEXT,__text) non-external _decodeStreamAbort
000000025fc6a724 (__TEXT,__text) non-external _decodeStreamClose
000000025fc697e4 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
000000025fc69b7c (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
000000025fc69a04 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
000000025fc6a504 (__TEXT,__text) non-external _decodeStreamReadBlob
000000025fc698d4 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
000000025fc69fe4 (__TEXT,__text) non-external _decodeStreamReadHeader
000000025fc69728 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
000000025fc6cf34 (__TEXT,__text) non-external _decompressToData
000000025fbf82dc (__TEXT,__text) non-external _decryptAsyncCancel
000000025fbf7d50 (__TEXT,__text) non-external _decryptAsyncClose
000000025fbf7f30 (__TEXT,__text) non-external _decryptAsyncGetRange
000000025fbf82f0 (__TEXT,__text) non-external _decryptAsyncIsCancelled
000000025fbf8088 (__TEXT,__text) non-external _decryptAsyncProcess
000000025fc3c350 (__TEXT,__text) non-external _decryptToFileAsyncCancel
000000025fc3c1cc (__TEXT,__text) non-external _decryptToFileAsyncClose
000000025fc3c358 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
000000025fc3c360 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
000000025fc17f18 (__TEXT,__text) non-external _ecc65537Inv
000000025fc17af0 (__TEXT,__text) non-external _ecc65537PolyEval
000000025fc17d88 (__TEXT,__text) non-external _ecc65537Solve
000000025fc17b6c (__TEXT,__text) non-external _ecc65537Triangulate
000000025fc67160 (__TEXT,__text) non-external _encodeEntry
000000025fc672e4 (__TEXT,__text) non-external _encodeYOPEntry
000000025fc6836c (__TEXT,__text) non-external _encoderStreamAbort
000000025fc681a4 (__TEXT,__text) non-external _encoderStreamClose
000000025fc6852c (__TEXT,__text) non-external _encoderStreamWriteBlob
000000025fc68388 (__TEXT,__text) non-external _encoderStreamWriteHeader
000000025fc34c94 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
000000025fc66398 (__TEXT,__text) non-external _entryIndexCmpHLC
000000025fc4a05c (__TEXT,__text) non-external _entryMessage
000000025fc58fec (__TEXT,__text) non-external _entryRelease
000000025fc6637c (__TEXT,__text) non-external _entryVectorCmp
000000025fc309c0 (__TEXT,__text) non-external (was a private external) _enumerateTree
000000025fc30b28 (__TEXT,__text) non-external _enumerateTree_rec
000000025fc54414 (__TEXT,__text) non-external _expandDirThreadProc
000000025fc58fcc (__TEXT,__text) non-external _extractStreamAbort
000000025fc5713c (__TEXT,__text) non-external _extractStreamClose
000000025fc59b18 (__TEXT,__text) non-external _extractStreamEntryEnd
000000025fc59bf4 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
000000025fc59760 (__TEXT,__text) non-external _extractStreamStateFail
000000025fc588d8 (__TEXT,__text) non-external _extractStreamWriteBlob
000000025fc57df4 (__TEXT,__text) non-external _extractStreamWriteHeader
000000025fc4a960 (__TEXT,__text) non-external _extractThread
000000025fc59168 (__TEXT,__text) non-external _extractThreadFailEntry
000000025fc56334 (__TEXT,__text) non-external _extractThreadProc
000000025fc59840 (__TEXT,__text) non-external _extractThreadSendCommand
000000025fc4a4b0 (__TEXT,__text) non-external _extractToDirAsyncCancel
000000025fc4a2e0 (__TEXT,__text) non-external _extractToDirAsyncClose
000000025fc4a4b4 (__TEXT,__text) non-external _extractToDirAsyncGetRange
000000025fc4a548 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
000000025fc0fce8 (__TEXT,__text) non-external _findFirst
000000025fc433bc (__TEXT,__text) non-external _fingerprint_consumer
000000025fc430c4 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
000000025fc11208 (__TEXT,__text) non-external _flushBuf
000000025fc687cc (__TEXT,__text) non-external _flushOBuf
000000025fc6eeac (__TEXT,__text) non-external _flushOBuf
000000025fc2a0b0 (__TEXT,__text) non-external _flushToResourceFork
000000025fc68940 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
000000025fc21e78 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
000000025fc3f0d0 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
000000025fc115a0 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00000002774e59f8 (__DATA,__bss) non-external _gErrorContextKey
000000025fc45d40 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
000000025fc306b8 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
000000025fc69504 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
000000025fc180cc (__TEXT,__text) non-external _getCompressedSizeCounterProc
000000025fc2ea88 (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
000000025fc35994 (__TEXT,__text) non-external _getErrorContextKey
00000002774e59e8 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
000000025fc41468 (__TEXT,__text) non-external _getFieldBlob
000000025fc2fe9c (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
000000025fc2fe10 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
000000025fc3048c (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
000000025fc5b260 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
000000025fc30628 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
000000025fc2fd80 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
000000025fc30758 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
000000025fc30768 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
000000025fc30814 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
000000025fc303b4 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
000000025fc77900 (__TEXT,__text) non-external _getFreeCachePos
000000025fc00ab4 (__TEXT,__text) non-external _getHeader
000000025fc55318 (__TEXT,__text) non-external _getPath
000000025fc249bc (__TEXT,__text) non-external _getProfile
000000025fc2ea40 (__TEXT,__text) non-external (was a private external) _getRealTime
000000025fc2f25c (__TEXT,__text) non-external (was a private external) _getTempDir
000000025fc4adcc (__TEXT,__text) non-external _getTempSegmentFilename
000000025fc30fc0 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
000000025fc75a94 (__TEXT,__text) non-external _graisAbort
000000025fc740e8 (__TEXT,__text) non-external _graisClose
000000025fc756b8 (__TEXT,__text) non-external _graisPRead
000000025fc7569c (__TEXT,__text) non-external _graisRead
000000025fc75a48 (__TEXT,__text) non-external _graisSeek
000000025fc5435c (__TEXT,__text) non-external _increaseCapacity
000000025fc238d8 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
000000025fc68eac (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
000000025fc5a34c (__TEXT,__text) non-external _init_blob_with_magic
000000025fc37f68 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
000000025fc37ff4 (__TEXT,__text) non-external (was a private external) _io_preallocate
000000025fc381cc (__TEXT,__text) non-external (was a private external) _io_set_nocache
000000025fc2f314 (__TEXT,__text) non-external (was a private external) _isDirEmpty
000000025fc5fc18 (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
000000025fc35780 (__TEXT,__text) non-external (was a private external) _joinThread
000000025fc718e4 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
000000025fc7199c (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
000000025fc34dbc (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
000000025fc69abc (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
000000025fc44d14 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
000000025fc5ea8c (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
000000025fc6f0a4 (__TEXT,__text) non-external _loadChunkOffsets
000000025fc6c85c (__TEXT,__text) non-external _loadDecmpfsXattr
000000025fc4a9d4 (__TEXT,__text) non-external _loadRemainingRange
000000025fc4abf4 (__TEXT,__text) non-external _loadTempSegment
000000025fc4a5f0 (__TEXT,__text) non-external _loadThread
000000025fc39698 (__TEXT,__text) non-external (was a private external) _load_variants
000000025fc2cfb0 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
000000025fc2ec00 (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
000000025fc20700 (__TEXT,__text) non-external _memoryInputStreamCancel
000000025fc206e4 (__TEXT,__text) non-external _memoryInputStreamClose
000000025fc20734 (__TEXT,__text) non-external _memoryInputStreamPRead
000000025fc20714 (__TEXT,__text) non-external _memoryInputStreamRead
000000025fc207ac (__TEXT,__text) non-external _memoryInputStreamSeek
000000025fc20938 (__TEXT,__text) non-external _memoryOutputStreamCancel
000000025fc2091c (__TEXT,__text) non-external _memoryOutputStreamClose
000000025fc2094c (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
000000025fc694cc (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
000000025fc690c4 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
000000025fc78238 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
000000025fc54c4c (__TEXT,__text) non-external _normalize
000000025fc2ecc0 (__TEXT,__text) non-external (was a private external) _normalizePath
000000025fc4ae74 (__TEXT,__text) non-external _notifySegmentAvailable
000000025fc8cb28 (__TEXT,__const) non-external _old_resource_fork_map
000000025fc8d0e0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
000000025fbffc70 (__TEXT,__text) non-external (was a private external) _outputStreamProc
000000025fc39818 (__TEXT,__text) non-external (was a private external) _patch_write_controls
000000025fc2f170 (__TEXT,__text) non-external (was a private external) _pathIsValid
000000025fc00a08 (__TEXT,__text) non-external _pcRead
000000025fbffed4 (__TEXT,__text) non-external _pcWrite
000000025fbf7034 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
000000025fbf6e78 (__TEXT,__text) non-external (was a private external) _pc_array_append
000000025fbf6e04 (__TEXT,__text) non-external (was a private external) _pc_array_compact
000000025fbf6d64 (__TEXT,__text) non-external (was a private external) _pc_array_compare
000000025fbf6df4 (__TEXT,__text) non-external (was a private external) _pc_array_free
000000025fbf6f7c (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
000000025fbf6f6c (__TEXT,__text) non-external (was a private external) _pc_array_sort
000000025fc434d4 (__TEXT,__text) non-external (was a private external) _pc_log_error
000000025fc78798 (__TEXT,__text) non-external _pc_log_error.cold.1
000000025fc43700 (__TEXT,__text) non-external (was a private external) _pc_log_info
000000025fc435e8 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
000000025fc3ed00 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
000000025fbf8810 (__TEXT,__text) non-external _processClusterHeader
000000025fc1ba94 (__TEXT,__text) non-external _processEntry
000000025fc3388c (__TEXT,__text) non-external _processEntry
000000025fbf82fc (__TEXT,__text) non-external _processMagic
000000025fbf8f98 (__TEXT,__text) non-external _processPadding
000000025fbf8438 (__TEXT,__text) non-external _processPrologue
000000025fbf92c4 (__TEXT,__text) non-external _processSegment
000000025fc3bfcc (__TEXT,__text) non-external _processSegment
000000025fc49da4 (__TEXT,__text) non-external _processSegment
000000025fc1342c (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
000000025fc68fc8 (__TEXT,__text) non-external (was a private external) _pushControls
000000025fc68f38 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
000000025fbf9424 (__TEXT,__text) non-external _pushPaddingRange
000000025fbf7c28 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
000000025fc2517c (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
000000025fc16abc (__TEXT,__text) non-external _randomAccessWorkerProc
000000025fc2e47c (__TEXT,__text) non-external _rangeCmp
000000025fc299b0 (__TEXT,__text) non-external _rangeInputStreamCancel
000000025fc2997c (__TEXT,__text) non-external _rangeInputStreamClose
000000025fc299d4 (__TEXT,__text) non-external _rangeInputStreamRead
000000025fbf4990 (__TEXT,__text) non-external _rawimg_add_fork
000000025fbf4b28 (__TEXT,__text) non-external _rawimg_add_volume
000000025fbf46a8 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
000000025fbf67a4 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
000000025fbf4444 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
000000025fbf5d0c (__TEXT,__text) non-external _rawimg_digest_worker
000000025fc18f38 (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
0000000272779270 (__DATA_CONST,__const) non-external _rawimg_force_in_place.pass_name
000000025fbf5c8c (__TEXT,__text) non-external _rawimg_free_chunks
000000025fbf4ff8 (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
000000025fbf63a0 (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
000000025fbf5ed0 (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
000000025fbf44c8 (__TEXT,__text) non-external (was a private external) _rawimg_show
000000025fbf4b30 (__TEXT,__text) non-external _rawimg_verify
000000025fc022ac (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
000000025fc75ea0 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
000000025fc2e9e0 (__TEXT,__text) non-external (was a private external) _reallocToFit
000000025fc5a4f4 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
000000025fc3f7e0 (__TEXT,__text) non-external _remap_page
000000025fc30e9c (__TEXT,__text) non-external _removeEntryProc
000000025fc30a9c (__TEXT,__text) non-external (was a private external) _removeFile
000000025fc30f50 (__TEXT,__text) non-external _removeLeaveDirProc
000000025fc1ba30 (__TEXT,__text) non-external _removeStreamAbort
000000025fc1b304 (__TEXT,__text) non-external _removeStreamClose
000000025fc1ba1c (__TEXT,__text) non-external _removeStreamWriteBlob
000000025fc1b5ec (__TEXT,__text) non-external _removeStreamWriteHeader
000000025fc30e50 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
000000025fc68eb8 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
000000025fc6d6b4 (__TEXT,__text) non-external _resizeResourceFork
000000025fc3cd14 (__TEXT,__text) non-external _resizeStream
000000025fc6ca24 (__TEXT,__text) non-external _resourceForkSize
000000025fc35314 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
000000025fc4b064 (__TEXT,__text) non-external _retireEntryRange
000000025fc595d0 (__TEXT,__text) non-external _retireThreadEnqueue
000000025fc55e00 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
000000025fc42cd0 (__TEXT,__text) non-external _sanitize_internal_controls
000000025fc352a0 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
000000025fc2640c (__TEXT,__text) non-external _seekTo
000000025fc39630 (__TEXT,__text) non-external _segment_find
000000025fc1a7e4 (__TEXT,__text) non-external _sendEOF
000000025fc36d24 (__TEXT,__text) non-external _sendHeader
000000025fc0751c (__TEXT,__text) non-external _sendMessage
000000025fc75ab8 (__TEXT,__text) non-external _sendMessage
000000025fc16950 (__TEXT,__text) non-external _sequentialReaderProc
000000025fc169ec (__TEXT,__text) non-external _sequentialWriterProc
000000025fc2eb48 (__TEXT,__text) non-external (was a private external) _serializeHexString
000000025fc82ae8 (__TEXT,__cstring) non-external _serializeHexString.digit
000000025fc419b0 (__TEXT,__text) non-external _setFieldBlob
000000025fc2ff24 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
000000025fc3055c (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
000000025fc34d48 (__TEXT,__text) non-external _setThreadErrorContext
000000025fc6e954 (__TEXT,__text) non-external _setUFCompressedBit
