00007ff841ae2718 (__DATA,__data) non-external _C
00007ff80030c2ef (__TEXT,__text) external _atexit
00007ff80030e386 (__TEXT,__text) external _atexit_b
00007ff84380b648 (__DATA_DIRTY,__data) non-external _atexit_mutex
00007ff8002e9b37 (__TEXT,__text) non-external _atexit_register
00007ff800361bee (__TEXT,__text) non-external _atexit_register.cold.1
00007ff800319e29 (__TEXT,__text) external _atof
00007ff800307301 (__TEXT,__text) external _atof_l
00007ff8002f0faa (__TEXT,__text) external _atoi
00007ff80034fb6c (__TEXT,__text) external _atoi_l
00007ff8002f93af (__TEXT,__text) external _atol
00007ff80034fb80 (__TEXT,__text) external _atol_l
00007ff8002f2613 (__TEXT,__text) external _atoll
00007ff80034fb94 (__TEXT,__text) external _atoll_l
00007ff8002f2139 (__TEXT,__text) external _backtrace
00007ff80031e108 (__TEXT,__text) external _backtrace_async
00007ff80031e16d (__TEXT,__text) external _backtrace_from_fp
00007ff841ae25f8 (__DATA,__data) non-external _backtrace_get_pcs_func
00007ff8002f8f37 (__TEXT,__text) external _backtrace_image_offsets
00007ff80031e0e0 (__TEXT,__text) external _backtrace_set_pcs_func
00007ff8002f774d (__TEXT,__text) external _backtrace_symbols
00007ff80031e1c5 (__TEXT,__text) external _backtrace_symbols_fd
00007ff8002f8ef2 (__TEXT,__text) external _basename
00007ff84380b790 (__DATA_DIRTY,__bss) non-external _basename.bname
00007ff8002f8806 (__TEXT,__text) external _basename_r
                 (indirect) external _bcmp (for __platform_memcmp)
00007ff8002e3a38 (__TEXT,__text) external _bcopy
00007ff80031dced (__TEXT,__text) non-external _bitCountMP
00007ff8003603e7 (__TEXT,__text) non-external _bitCountMP.cold.1
00007ff8003649e0 (__TEXT,__const) non-external _blanks
00007ff800364ac0 (__TEXT,__const) non-external _blanks
00007ff841ae2ba0 (__DATA,__data) non-external _blanks
                 (undefined) external _bootstrap_parent (from libxpc)
                 (undefined) external _bootstrap_port (from libsystem_kernel)
00007ff800320710 (__TEXT,__text) non-external _both_ftw
00007ff80035f778 (__TEXT,__text) non-external _both_ftw
00007ff841ae46e8 (__DATA,__bss) non-external _brapreg
00007ff80031b2fd (__TEXT,__text) external _brk
00007ff80031b315 (__TEXT,__text) external _bsd_signal
00007ff8002ea804 (__TEXT,__text) external _bsearch
00007ff8002f3c7c (__TEXT,__text) external _bsearch_b
00007ff80032b9fb (__TEXT,__text) non-external _bt_broot
00007ff80032b766 (__TEXT,__text) non-external _bt_page
00007ff80032bb3d (__TEXT,__text) non-external _bt_preserve
00007ff80032bb7a (__TEXT,__text) non-external _bt_psplit
00007ff80032b68a (__TEXT,__text) non-external _bt_root
00007ff80032b8fe (__TEXT,__text) non-external _bt_rroot
00007ff80031a70b (__TEXT,__text) external _btowc
00007ff80031a733 (__TEXT,__text) external _btowc_l
00007ff841ae51b0 (__DATA,__bss) non-external _buf_asctime
00007ff80034391e (__TEXT,__text) non-external _build_arg_table
                 (indirect) external _bzero (for __platform_bzero)
00007ff800362890 (__TEXT,__const) non-external (was a private external) _cVersionNumber
00007ff800362860 (__TEXT,__const) non-external (was a private external) _cVersionString
                 (undefined) external _calloc (from libsystem_malloc)
00007ff800340ec7 (__TEXT,__text) external _catclose
00007ff800340be1 (__TEXT,__text) external _catgets
00007ff8003404cf (__TEXT,__text) external _catopen
                 (undefined) external _ccrng (from libcorecrypto)
                 (undefined) external _ccrng_uniform (from libcorecrypto)
00007ff800337b8c (__TEXT,__text) external _cfgetispeed
00007ff80030738e (__TEXT,__text) external _cfgetospeed
00007ff800337bbe (__TEXT,__text) external _cfmakeraw
00007ff800337ba2 (__TEXT,__text) external _cfsetispeed
00007ff800337b96 (__TEXT,__text) external _cfsetospeed
00007ff800337bae (__TEXT,__text) external _cfsetspeed
00007ff800334a8f (__TEXT,__text) external _cgetcap
00007ff800335394 (__TEXT,__text) external _cgetclose
00007ff800334b14 (__TEXT,__text) external _cgetent
00007ff800335343 (__TEXT,__text) external _cgetfirst
00007ff8003352e9 (__TEXT,__text) external _cgetmatch
00007ff8003353d1 (__TEXT,__text) external _cgetnext
00007ff800335ab5 (__TEXT,__text) external _cgetnum
00007ff800334a10 (__TEXT,__text) external _cgetset
00007ff800335785 (__TEXT,__text) external _cgetstr
00007ff8003359d4 (__TEXT,__text) external _cgetustr
00007ff800339541 (__TEXT,__text) non-external _chainsearch
00007ff800364670 (__TEXT,__const) non-external _char_shell
                 (undefined) external _chdir (from libsystem_kernel)
00007ff8003101ef (__TEXT,__text) non-external _check_env_var
00007ff8002fc3e0 (__TEXT,__text) non-external _chmodx1
00007ff8002fc3b9 (__TEXT,__text) external _chmodx_np
00007ff8002fc5f1 (__TEXT,__text) non-external _chmodx_syscall
00007ff80034103d (__TEXT,__text) external _clearerr
00007ff80034105d (__TEXT,__text) external _clearerr_unlocked
00007ff80030c29d (__TEXT,__text) external _clock
                 (undefined) external _clock_get_time (from libsystem_kernel)
00007ff80031b1a0 (__TEXT,__text) external _clock_getres
00007ff8002f283e (__TEXT,__text) external _clock_gettime
00007ff8002e37dc (__TEXT,__text) external _clock_gettime_nsec_np
00007ff84380cff4 (__DATA_DIRTY,__common) external _clock_port
00007ff84380cff0 (__DATA_DIRTY,__common) external _clock_sem
00007ff80031b21f (__TEXT,__text) external _clock_settime
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
00007ff8002fb180 (__TEXT,__text) non-external _close_directory
00007ff8002fb1cc (__TEXT,__text) non-external _close_directory
00007ff8002ea480 (__TEXT,__text) external _closedir
00007ff840029300 (__DATA_CONST,__const) non-external _cnames
00007ff80032db47 (__TEXT,__text) non-external _collect_data
00007ff80032dd01 (__TEXT,__text) non-external _collect_key
00007ff800364d30 (__TEXT,__const) non-external _command_substitution_str
00007ff80031004d (__TEXT,__text) external _compat_mode
00007ff8002e9728 (__TEXT,__text) external _confstr
00007ff841ae45a8 (__DATA,__bss) non-external _constdatablock
00007ff80032687d (__TEXT,__text) external _copy_printf_domain
00007ff800314195 (__TEXT,__text) external _creat
00007ff8003283be (__TEXT,__text) external _creat$NOCANCEL
00007ff80031e2fa (__TEXT,__text) external _crypt
00007ff841ae4590 (__DATA,__bss) non-external _cryptresult
00007ff800332dac (__TEXT,__text) external _ctermid
00007ff841ae2760 (__DATA,__data) non-external _ctermid.def
00007ff800332dd5 (__TEXT,__text) external _ctermid_r
00007ff800311077 (__TEXT,__text) external _ctime
00007ff800305702 (__TEXT,__text) external _ctime_r
00007ff841ae28b0 (__DATA,__data) non-external _current_categories
00007ff800307398 (__TEXT,__text) non-external _currentlocale
00007ff841ae50f0 (__DATA,__bss) non-external _currentlocale.current_locale_string
00007ff841ae4748 (__DATA,__bss) non-external _curshell
00007ff80035deb7 (__TEXT,__text) external _daemon
00007ff800332df6 (__TEXT,__text) external _daemon$1050
00007ff841ae2a68 (__DATA,__data) non-external _dash_prefix
00007ff84380d010 (__DATA_DIRTY,__common) external _daylight
00007ff80032fb89 (__TEXT,__text) external _dbm_clearerr
00007ff80032fa45 (__TEXT,__text) external _dbm_close
00007ff80032fb19 (__TEXT,__text) external _dbm_delete
00007ff80032fb9f (__TEXT,__text) external _dbm_dirfno
00007ff80032fb79 (__TEXT,__text) external _dbm_error
00007ff80032fa4d (__TEXT,__text) external _dbm_fetch
00007ff80032fa89 (__TEXT,__text) external _dbm_firstkey
00007ff80032fad5 (__TEXT,__text) external _dbm_nextkey
00007ff80032f97a (__TEXT,__text) external _dbm_open
00007ff80032fb44 (__TEXT,__text) external _dbm_store
00007ff80032c22d (__TEXT,__text) external _dbopen
00007ff841ae4e18 (__DATA,__bss) non-external _dbp
00007ff841ae4708 (__DATA,__bss) non-external _decpreg
00007ff800364eb0 (__TEXT,__const) non-external _degrees
00007ff800319299 (__TEXT,__text) external _devname
00007ff841ae4668 (__DATA,__bss) non-external _devname.buf
00007ff8003192e5 (__TEXT,__text) external _devname_r
00007ff800313172 (__TEXT,__text) external _difftime
00007ff800322c16 (__TEXT,__text) external _digittoint
00007ff800322e8e (__TEXT,__text) external _digittoint_l
00007ff800313886 (__TEXT,__text) external _dirfd
00007ff800315cc9 (__TEXT,__text) external _dirname
00007ff841ae4da0 (__DATA,__bss) non-external _dirname.dname
00007ff80030bebb (__TEXT,__text) external _dirname_r
                 (undefined) external _dispatch_get_global_queue (from libdispatch)
                 (undefined) external _dispatch_group_async_f (from libdispatch)
                 (undefined) external _dispatch_group_create (from libdispatch)
                 (undefined) external _dispatch_group_wait (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
00007ff80031001e (__TEXT,__text) external _div
00007ff841ae2600 (__DATA,__data) non-external _dktypenames
                 (undefined) external _dladdr (from libdyld)
                 (undefined) external _dlopen (from libdyld)
                 (undefined) external _dlsym (from libdyld)
00007ff800338b61 (__TEXT,__text) non-external _do_hvis
00007ff800338c5d (__TEXT,__text) non-external _do_mvis
00007ff80030a928 (__TEXT,__text) non-external _do_svis
00007ff800331814 (__TEXT,__text) non-external _dorounding
00007ff8003142ea (__TEXT,__text) external _dprintf
00007ff800341067 (__TEXT,__text) external _dprintf_l
00007ff80030ebd7 (__TEXT,__text) external _drand48
                 (undefined) external _dup2 (from libsystem_kernel)
00007ff8002f8120 (__TEXT,__text) external _duplocale
00007ff800326379 (__TEXT,__text) external _dxprintf
00007ff800326bca (__TEXT,__text) external _dxprintf_exec
                 (undefined) external _dyld_get_active_platform (from libdyld)
                 (undefined) external _dyld_image_header_containing_address (from libdyld)
                 (undefined) external _dyld_sdk_at_least (from libdyld)
00007ff8003532c1 (__TEXT,__text) external _ecvt
00007ff841ae4f00 (__DATA,__bss) non-external _empty
00007ff841ae4f10 (__DATA,__bss) non-external _empty
00007ff841ae4f24 (__DATA,__bss) non-external _empty
00007ff80031ef8f (__TEXT,__text) external _encrypt
00007ff800321b2a (__TEXT,__text) non-external _end_asl
00007ff800321b5a (__TEXT,__text) non-external _end_file
00007ff841ae2aa8 (__DATA,__data) non-external _end_ptr
00007ff800320338 (__TEXT,__text) external _endttyent
00007ff80032063f (__TEXT,__text) external _endusershell
00007ff800357f53 (__TEXT,__text) external _endutxent
00007ff8003219b4 (__TEXT,__text) external _endutxent_wtmp
00007ff80034fba8 (__TEXT,__text) external _environ_lock_np
00007ff84380b748 (__DATA_DIRTY,__bss) non-external _environ_pointer
00007ff80034fbbe (__TEXT,__text) external _environ_unlock_np
00007ff8002effde (__TEXT,__text) non-external _eofread
00007ff8002effe6 (__TEXT,__text) non-external _eofread
00007ff800332f6d (__TEXT,__text) external _erand48
00007ff800360d68 (__TEXT,__text) external _err
00007ff80033601c (__TEXT,__text) non-external _err_aborted
00007ff80035e437 (__TEXT,__text) non-external _err_aborted
00007ff800333176 (__TEXT,__text) external _err_set_exit
00007ff8003331b2 (__TEXT,__text) external _err_set_exit_b
00007ff80033315a (__TEXT,__text) external _err_set_file
00007ff800360eea (__TEXT,__text) external _errc
00007ff800360f54 (__TEXT,__text) external _errx
00007ff8003641a0 (__TEXT,__const) non-external _escape
00007ff800333200 (__TEXT,__text) external _execl
00007ff800333342 (__TEXT,__text) external _execle
00007ff80033348a (__TEXT,__text) external _execlp
00007ff80033360a (__TEXT,__text) external _execv
00007ff80033363f (__TEXT,__text) external _execvP
00007ff800333678 (__TEXT,__text) non-external _execvPe
                 (undefined) external _execve (from libsystem_kernel)
00007ff8003335ba (__TEXT,__text) external _execvp
00007ff80030e02f (__TEXT,__text) external _exit
00007ff800325c39 (__TEXT,__text) non-external _extract_next_subsystem_root_path
00007ff80034170c (__TEXT,__text) external _f_prealloc
00007ff80031c250 (__TEXT,__text) non-external _fastParse64
                 (undefined) external _fchdir (from libsystem_kernel)
                 (undefined) external _fchmodat (from libsystem_kernel)
00007ff8002fc6a3 (__TEXT,__text) external _fchmodx_np
00007ff8002fc6c9 (__TEXT,__text) non-external _fchmodx_syscall
00007ff800304e29 (__TEXT,__text) external _fclose
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
00007ff80035348e (__TEXT,__text) external _fcvt
00007ff80030fac5 (__TEXT,__text) external _fdopen
00007ff800307e16 (__TEXT,__text) external _fdopen$DARWIN_EXTSN
00007ff80035e524 (__TEXT,__text) external _fdopendir
00007ff80030fa44 (__TEXT,__text) external _fdopendir$INODE64
                 (undefined) external _fegetenv (from libsystem_m)
                 (undefined) external _fegetround (from libsystem_m)
00007ff800319ff0 (__TEXT,__text) external _feof
00007ff8003410fd (__TEXT,__text) external _feof_unlocked
00007ff80031328f (__TEXT,__text) external _ferror
00007ff80034110c (__TEXT,__text) external _ferror_unlocked
                 (undefined) external _fesetenv (from libsystem_m)
00007ff80032f90d (__TEXT,__text) non-external _fetch_bitmap
00007ff800320bf4 (__TEXT,__text) external _fflagstostr
00007ff8002f3cf2 (__TEXT,__text) external _fflush
                 (undefined) external _ffsctl (from libsystem_kernel)
00007ff8003138a7 (__TEXT,__text) external _fgetc
00007ff8003187a7 (__TEXT,__text) external _fgetln
00007ff800341145 (__TEXT,__text) external _fgetpos
00007ff800327840 (__TEXT,__text) external _fgetrune
00007ff841ae4d7c (__DATA,__bss) non-external _fgetrune.warn_depreciated
00007ff800304d10 (__TEXT,__text) external _fgets
00007ff80034116a (__TEXT,__text) external _fgetwc
00007ff80034128c (__TEXT,__text) external _fgetwc_l
00007ff8003413ac (__TEXT,__text) external _fgetwln
00007ff8003412f7 (__TEXT,__text) external _fgetwln_l
00007ff80034157d (__TEXT,__text) external _fgetws
00007ff8003413d4 (__TEXT,__text) external _fgetws_l
00007ff84380b4c8 (__DATA_DIRTY,__data) non-external _filelist_lock
00007ff8002f8e74 (__TEXT,__text) external _fileno
00007ff8003415a5 (__TEXT,__text) external _fileno_unlocked
00007ff8002f1db5 (__TEXT,__text) non-external _filesec_discard_aclbuf
00007ff8002fc32b (__TEXT,__text) external _filesec_dup
00007ff8002f2105 (__TEXT,__text) external _filesec_free
00007ff8002f1de8 (__TEXT,__text) external _filesec_get_property
00007ff8002f1bb4 (__TEXT,__text) external _filesec_init
00007ff80031f6f8 (__TEXT,__text) external _filesec_query_property
00007ff8002f1bd0 (__TEXT,__text) external _filesec_set_property
00007ff80031a3ac (__TEXT,__text) external _filesec_unset_property
00007ff8002f9012 (__TEXT,__text) non-external _find_temp_path
00007ff80030dd6c (__TEXT,__text) non-external _first_wday_of
00007ff800362b20 (__TEXT,__const) non-external _fiveToThe1000
00007ff8002f3d2d (__TEXT,__text) external _flockfile
                 (undefined) external _flsl (from libsystem_platform)
00007ff80032cfa5 (__TEXT,__text) non-external _flush_meta
00007ff8003575dc (__TEXT,__text) non-external _flush_queues
                 (undefined) external _fma (from libsystem_m)
00007ff80034eea0 (__TEXT,__text) external _fmemopen
00007ff80034f135 (__TEXT,__text) non-external _fmemopen_close
00007ff80034f022 (__TEXT,__text) non-external _fmemopen_read
00007ff80034f0db (__TEXT,__text) non-external _fmemopen_seek
00007ff80034f06c (__TEXT,__text) non-external _fmemopen_write
00007ff840028ec0 (__DATA_CONST,__const) non-external _fmt_padding
00007ff80030f4c0 (__TEXT,__text) external _fmtcheck
00007ff8003339c0 (__TEXT,__text) external _fmtmsg
00007ff80031067c (__TEXT,__text) external _fnmatch
00007ff8002f41fc (__TEXT,__text) external _fopen
00007ff80035dd79 (__TEXT,__text) external _fopen$DARWIN_EXTSN
00007ff800309c50 (__TEXT,__text) external _fork
00007ff80030994e (__TEXT,__text) external _forkpty
00007ff8003184c0 (__TEXT,__text) external _fparseln
00007ff800363dbc (__TEXT,__const) non-external _fparseln.dstr
00007ff8002f630a (__TEXT,__text) external _fprintf
00007ff80034176c (__TEXT,__text) external _fprintf_l
00007ff841ae2a98 (__DATA,__data) non-external _fptr
00007ff800341802 (__TEXT,__text) external _fpurge
00007ff80031990b (__TEXT,__text) external _fputc
00007ff8003279c3 (__TEXT,__text) external _fputrune
00007ff841ae4d84 (__DATA,__bss) non-external _fputrune.warn_depreciated
00007ff8003136b3 (__TEXT,__text) external _fputs
00007ff80034193b (__TEXT,__text) external _fputwc
00007ff8003419a1 (__TEXT,__text) external _fputwc_l
00007ff800341b66 (__TEXT,__text) external _fputws
00007ff800341a14 (__TEXT,__text) external _fputws_l
00007ff8002f8dd2 (__TEXT,__text) external _fread
                 (undefined) external _free (from libsystem_malloc)
00007ff800326691 (__TEXT,__text) external _free_printf_comp
00007ff80032691a (__TEXT,__text) external _free_printf_domain
                 (undefined) external _freeifaddrs (from libsystem_info)
00007ff8002f859e (__TEXT,__text) external _freelocale
00007ff800341d0e (__TEXT,__text) external _freopen
00007ff80034201b (__TEXT,__text) external _fscanf
00007ff800342105 (__TEXT,__text) external _fscanf_l
                 (undefined) external _fsctl (from libsystem_kernel)
00007ff8002f88b0 (__TEXT,__text) external _fseek
00007ff8002f8914 (__TEXT,__text) external _fseeko
00007ff800342201 (__TEXT,__text) external _fsetpos
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fstat$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatat (from libsystem_kernel)
                 (undefined) external _fstatat$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatfs (from libsystem_kernel)
                 (undefined) external _fstatfs$INODE64 (from libsystem_kernel)
00007ff80031e021 (__TEXT,__text) external _fstatvfs
00007ff800327784 (__TEXT,__text) external _fstatx64_np
00007ff80035fbe2 (__TEXT,__text) external _fstatx_np
00007ff8002fc652 (__TEXT,__text) external _fstatx_np$INODE64
00007ff8002fc68b (__TEXT,__text) non-external _fstatx_syscall
00007ff8002fc697 (__TEXT,__text) non-external _fstatx_syscall
00007ff841ae2660 (__DATA,__data) non-external _fstypenames
                 (undefined) external _fsync$NOCANCEL (from libsystem_kernel)
00007ff800328174 (__TEXT,__text) external _fsync_volume_np
00007ff8002f8e19 (__TEXT,__text) external _ftell
00007ff8002f8c77 (__TEXT,__text) external _ftello
00007ff80034ce2e (__TEXT,__text) external _ftime
00007ff8003347ff (__TEXT,__text) external _ftok
                 (undefined) external _ftruncate (from libsystem_kernel)
00007ff800340f73 (__TEXT,__text) external _ftrylockfile
00007ff8002f588e (__TEXT,__text) non-external _fts_alloc
00007ff8002f591a (__TEXT,__text) non-external _fts_alloc
00007ff8002f9482 (__TEXT,__text) non-external _fts_build
00007ff8002fa12a (__TEXT,__text) non-external _fts_build
00007ff80036040a (__TEXT,__text) non-external _fts_build.cold.1
00007ff800362165 (__TEXT,__text) non-external _fts_build.cold.1
00007ff80036041f (__TEXT,__text) non-external _fts_build.cold.2
00007ff80036217a (__TEXT,__text) non-external _fts_build.cold.2
00007ff800360434 (__TEXT,__text) non-external _fts_build.cold.3
00007ff80036218f (__TEXT,__text) non-external _fts_build.cold.3
00007ff800360449 (__TEXT,__text) non-external _fts_build.cold.4
00007ff8003621a4 (__TEXT,__text) non-external _fts_build.cold.4
00007ff80036045e (__TEXT,__text) non-external _fts_build.cold.5
00007ff8003621b9 (__TEXT,__text) non-external _fts_build.cold.5
00007ff800360473 (__TEXT,__text) non-external _fts_build.cold.6
00007ff8003621ce (__TEXT,__text) non-external _fts_build.cold.6
00007ff80035f547 (__TEXT,__text) external _fts_children
00007ff80031f8e7 (__TEXT,__text) external _fts_children$INODE64
00007ff80035eeee (__TEXT,__text) external _fts_close
00007ff8002f6202 (__TEXT,__text) external _fts_close$INODE64
00007ff80031f836 (__TEXT,__text) non-external _fts_fchdir
00007ff80035f02a (__TEXT,__text) non-external _fts_fchdir
00007ff80031f802 (__TEXT,__text) non-external _fts_free
00007ff80035eff6 (__TEXT,__text) non-external _fts_free
00007ff80031f850 (__TEXT,__text) non-external _fts_load
00007ff80035f490 (__TEXT,__text) non-external _fts_load
00007ff80035edec (__TEXT,__text) external _fts_open
00007ff8002f5200 (__TEXT,__text) external _fts_open$INODE64
00007ff80035ee5c (__TEXT,__text) external _fts_open_b
00007ff80031f770 (__TEXT,__text) external _fts_open_b$INODE64
00007ff8002f57b6 (__TEXT,__text) non-external _fts_palloc
00007ff8002f5822 (__TEXT,__text) non-external _fts_palloc
00007ff80035f044 (__TEXT,__text) external _fts_read
00007ff8002f5db4 (__TEXT,__text) external _fts_read$INODE64
00007ff8002faeb8 (__TEXT,__text) non-external _fts_safe_changedir
00007ff8002fb01c (__TEXT,__text) non-external _fts_safe_changedir
00007ff80035f524 (__TEXT,__text) external _fts_set
00007ff800306f10 (__TEXT,__text) external _fts_set$INODE64
00007ff80031fa32 (__TEXT,__text) non-external _fts_sort
00007ff80035f692 (__TEXT,__text) non-external _fts_sort
00007ff8002f59a9 (__TEXT,__text) non-external _fts_stat2
00007ff8002f5b91 (__TEXT,__text) non-external _fts_stat2
00007ff80035f764 (__TEXT,__text) external _ftw
00007ff8003206fc (__TEXT,__text) external _ftw$INODE64
00007ff80032793c (__TEXT,__text) external _fungetrune
00007ff841ae4d80 (__DATA,__bss) non-external _fungetrune.warn_depreciated
00007ff8002f3ec3 (__TEXT,__text) external _funlockfile
00007ff80030c1ff (__TEXT,__text) external _funopen
00007ff800342210 (__TEXT,__text) external _fwide
00007ff80034226d (__TEXT,__text) external _fwprintf
00007ff80034232b (__TEXT,__text) external _fwprintf_l
00007ff800307140 (__TEXT,__text) external _fwrite
00007ff8003423c1 (__TEXT,__text) external _fwscanf
00007ff80034247f (__TEXT,__text) external _fwscanf_l
00007ff800326418 (__TEXT,__text) external _fxprintf
00007ff800326c74 (__TEXT,__text) external _fxprintf_exec
00007ff841ae25b0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff800335f8c (__TEXT,__text) non-external _g_opendir
00007ff80035e3a7 (__TEXT,__text) non-external _g_opendir
00007ff800335efc (__TEXT,__text) non-external _g_stat
00007ff80035e317 (__TEXT,__text) non-external _g_stat
00007ff80035349d (__TEXT,__text) external _gcvt
00007ff8002f76f8 (__TEXT,__text) non-external _gdtoa_freelist_free
00007ff84380b778 (__DATA_DIRTY,__bss) non-external _gdtoa_tsd_key
00007ff84380b038 (__DATA_DIRTY,__data) non-external _gdtoa_tsd_lock
00007ff80031cf78 (__TEXT,__text) non-external _generalSlowpath
00007ff800360220 (__TEXT,__text) non-external _generalSlowpath.cold.1
00007ff80036035b (__TEXT,__text) non-external _generalSlowpath.cold.10
00007ff80036037e (__TEXT,__text) non-external _generalSlowpath.cold.11
00007ff8003603a1 (__TEXT,__text) non-external _generalSlowpath.cold.12
00007ff8003603c4 (__TEXT,__text) non-external _generalSlowpath.cold.13
00007ff800360243 (__TEXT,__text) non-external _generalSlowpath.cold.2
00007ff800360266 (__TEXT,__text) non-external _generalSlowpath.cold.3
00007ff800360289 (__TEXT,__text) non-external _generalSlowpath.cold.4
00007ff8003602ac (__TEXT,__text) non-external _generalSlowpath.cold.5
00007ff8003602cf (__TEXT,__text) non-external _generalSlowpath.cold.6
00007ff8003602f2 (__TEXT,__text) non-external _generalSlowpath.cold.7
00007ff800360315 (__TEXT,__text) non-external _generalSlowpath.cold.8
00007ff800360338 (__TEXT,__text) non-external _generalSlowpath.cold.9
00007ff800321b95 (__TEXT,__text) non-external _get_asl
00007ff841ae47e0 (__DATA,__bss) non-external _get_asl.utx
00007ff841ae4d3c (__DATA,__bss) non-external _get_clock.adjustment
00007ff841ae4d50 (__DATA,__bss) non-external _get_clock.clock_seq
00007ff841ae4d40 (__DATA,__bss) non-external _get_clock.last
00007ff800321ed1 (__TEXT,__text) non-external _get_file
00007ff841ae4a60 (__DATA,__bss) non-external _get_file.ux
00007ff80030f535 (__TEXT,__text) non-external _get_next_format
00007ff80030f65a (__TEXT,__text) non-external _get_next_format_from_precision
00007ff80030f608 (__TEXT,__text) non-external _get_next_format_from_width
00007ff8003539f5 (__TEXT,__text) non-external _getargs
00007ff800354542 (__TEXT,__text) non-external _getargs
00007ff800354fa3 (__TEXT,__text) non-external _getargs
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getattrlistbulk (from libsystem_kernel)
00007ff80033f574 (__TEXT,__text) non-external _getbits
00007ff8003648fc (__TEXT,__const) non-external _getbits.digits
00007ff800334848 (__TEXT,__text) external _getbsize
00007ff841ae4de0 (__DATA,__bss) non-external _getbsize.header
00007ff800319e53 (__TEXT,__text) external _getc
00007ff800342515 (__TEXT,__text) external _getc_unlocked
00007ff80034253b (__TEXT,__text) external _getchar
00007ff800342586 (__TEXT,__text) external _getchar_unlocked
00007ff80030e422 (__TEXT,__text) external _getcwd
00007ff800325db0 (__TEXT,__text) external _getdate
00007ff841ae4ce8 (__DATA,__bss) non-external _getdate.tm
00007ff841ae5474 (__DATA,__common) external _getdate_err
00007ff800313313 (__TEXT,__text) external _getdelim
                 (undefined) external _getdirentries (from libsystem_kernel)
00007ff80031f091 (__TEXT,__text) external _getdiskbyname
00007ff841ae4670 (__DATA,__bss) non-external _getdiskbyname.dp
                 (undefined) external _getdtablesize (from libsystem_kernel)
00007ff800334b39 (__TEXT,__text) non-external _getent
00007ff8002e36e0 (__TEXT,__text) external _getenv
                 (undefined) external _geteuid (from libsystem_kernel)
                 (undefined) external _getfsstat (from libsystem_kernel)
                 (undefined) external _getfsstat$INODE64 (from libsystem_kernel)
                 (undefined) external _getfsstat64 (from libsystem_kernel)
                 (undefined) external _getgrgid (from libsystem_info)
                 (undefined) external _getgrnam (from libsystem_info)
                 (undefined) external _getgroupcount (from libsystem_info)
                 (undefined) external _getgrouplist (from libsystem_info)
00007ff80035de4a (__TEXT,__text) external _getgroups$DARWIN_EXTSN
00007ff8003283cf (__TEXT,__text) external _gethostid
00007ff8002fb417 (__TEXT,__text) external _gethostname
                 (undefined) external _getifaddrs (from libsystem_info)
00007ff80034013c (__TEXT,__text) external _getipv4sourcefilter
00007ff800361626 (__TEXT,__text) non-external _getipv4sourcefilter.cold.1
00007ff800361649 (__TEXT,__text) non-external _getipv4sourcefilter.cold.2
00007ff80036166c (__TEXT,__text) non-external _getipv4sourcefilter.cold.3
00007ff800321004 (__TEXT,__text) external _getlastlogx
00007ff8003210ce (__TEXT,__text) external _getlastlogxbyname
00007ff800313301 (__TEXT,__text) external _getline
00007ff80031fb04 (__TEXT,__text) external _getloadavg
00007ff800319d74 (__TEXT,__text) external _getlogin
00007ff800319dae (__TEXT,__text) non-external _getlogin_basic
00007ff800335b51 (__TEXT,__text) external _getlogin_r
00007ff80035dfc7 (__TEXT,__text) external _getmntinfo
00007ff800314532 (__TEXT,__text) external _getmntinfo$INODE64
00007ff841ae4e28 (__DATA,__bss) non-external _getmntinfo$INODE64.vars
00007ff841ae5458 (__DATA,__bss) non-external _getmntinfo.vars
00007ff800355bff (__TEXT,__text) external _getmntinfo64
00007ff841ae5418 (__DATA,__bss) non-external _getmntinfo64.bufsize
00007ff841ae5408 (__DATA,__bss) non-external _getmntinfo64.mntbuf
00007ff841ae5410 (__DATA,__bss) non-external _getmntinfo64.mntsize
00007ff8002f0e2c (__TEXT,__text) non-external _getmntinfo_internal
00007ff8002f0ee4 (__TEXT,__text) non-external _getmntinfo_internal
00007ff80035dfed (__TEXT,__text) external _getmntinfo_r_np
00007ff8002f0dd4 (__TEXT,__text) external _getmntinfo_r_np$INODE64
00007ff8003371b0 (__TEXT,__text) external _getmode
00007ff8002ebd22 (__TEXT,__text) non-external _getoffset
00007ff80030f28c (__TEXT,__text) external _getopt
00007ff841ae2a48 (__DATA,__data) non-external _getopt.place
00007ff80030ec7e (__TEXT,__text) non-external _getopt_internal
00007ff800361c0f (__TEXT,__text) non-external _getopt_internal.cold.1
00007ff841ae2a50 (__DATA,__data) non-external _getopt_internal.posixly_correct
00007ff80030ec6e (__TEXT,__text) external _getopt_long
00007ff80031acfc (__TEXT,__text) external _getopt_long_only
00007ff8002f21ab (__TEXT,__text) external _getpagesize
00007ff84380b798 (__DATA_DIRTY,__bss) non-external _getpagesize.value
00007ff80033704e (__TEXT,__text) external _getpass
