000000000003c1b8 (__DATA,__data) external _NDR_record
0000000000009f00 (__TEXT,__text) external _munlock
000000000000e72c (__TEXT,__text) external _munlockall
000000000000422c (__TEXT,__text) external _munmap
00000000000049a8 (__TEXT,__text) external _necp_client_action
000000000000b118 (__TEXT,__text) external _necp_match_policy
0000000000004958 (__TEXT,__text) external _necp_open
000000000000e754 (__TEXT,__text) external _necp_session_action
000000000000e77c (__TEXT,__text) external _necp_session_open
000000000000e7a4 (__TEXT,__text) external _net_qos_guideline
000000000000e7cc (__TEXT,__text) external _netagent_trigger
0000000000027c78 (__TEXT,__text) external _netname_check_in
0000000000028070 (__TEXT,__text) external _netname_check_out
0000000000027e1c (__TEXT,__text) external _netname_look_up
0000000000028210 (__TEXT,__text) external _netname_version
000000000001388c (__TEXT,__text) external _nfsclnt
000000000000e7f4 (__TEXT,__text) external _nfssvc
000000000003c1a8 (__DATA,__data) external _non_boost_assertion_token
000000000003c1a0 (__DATA,__data) external _normal_boost_assertion_token
000000000000e81c (__TEXT,__text) external _ntp_adjtime
000000000000e844 (__TEXT,__text) external _ntp_gettime
000000000000e86c (__TEXT,__text) external _objc_bp_assist_cfg_np
000000000000baf8 (__TEXT,__text) external _open
0000000000013910 (__TEXT,__text) external _open$NOCANCEL
0000000000006024 (__TEXT,__text) external _open_dprotected_np
000000000001a41c (__TEXT,__text) external _openat
0000000000013af8 (__TEXT,__text) external _openat$NOCANCEL
000000000001abb0 (__TEXT,__text) external _openat_authenticated_np
000000000001ab54 (__TEXT,__text) external _openat_dprotected_np
000000000000e894 (__TEXT,__text) external _openbyid_np
00000000000115b8 (__TEXT,__text) external _os_buflet_get_data_address
0000000000011588 (__TEXT,__text) external _os_buflet_get_data_length
00000000000115c0 (__TEXT,__text) external _os_buflet_get_data_limit
0000000000011580 (__TEXT,__text) external _os_buflet_get_data_offset
00000000000115a8 (__TEXT,__text) external _os_buflet_get_object_address
00000000000115b0 (__TEXT,__text) external _os_buflet_get_object_limit
000000000001159c (__TEXT,__text) external _os_buflet_set_data_length
0000000000011590 (__TEXT,__text) external _os_buflet_set_data_offset
0000000000016194 (__TEXT,__text) external _os_channel_advance_slot
0000000000016da4 (__TEXT,__text) external _os_channel_attr_clone
0000000000016d48 (__TEXT,__text) external _os_channel_attr_create
0000000000016f78 (__TEXT,__text) external _os_channel_attr_destroy
00000000000170d4 (__TEXT,__text) external _os_channel_attr_get
00000000000171fc (__TEXT,__text) external _os_channel_attr_get_key
0000000000016fd0 (__TEXT,__text) external _os_channel_attr_set
0000000000016e90 (__TEXT,__text) external _os_channel_attr_set_key
000000000001613c (__TEXT,__text) external _os_channel_available_slot_count
00000000000188a8 (__TEXT,__text) external _os_channel_buflet_alloc
00000000000181ec (__TEXT,__text) external _os_channel_buflet_free
0000000000018878 (__TEXT,__text) external _os_channel_configure_interface_advisory
0000000000015e18 (__TEXT,__text) external _os_channel_create
00000000000154a0 (__TEXT,__text) external _os_channel_create_extended
0000000000015f98 (__TEXT,__text) external _os_channel_destroy
00000000000187e4 (__TEXT,__text) external _os_channel_event_free
000000000001b70c (__TEXT,__text) external _os_channel_event_get_event_data
000000000001b658 (__TEXT,__text) external _os_channel_event_get_next_event
000000000001698c (__TEXT,__text) external _os_channel_flow_admissible
0000000000016b68 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
0000000000016968 (__TEXT,__text) external _os_channel_get_advisory_region
0000000000015e28 (__TEXT,__text) external _os_channel_get_fd
00000000000187e8 (__TEXT,__text) external _os_channel_get_interface_advisory
0000000000018390 (__TEXT,__text) external _os_channel_get_next_event_handle
0000000000016220 (__TEXT,__text) external _os_channel_get_next_slot
0000000000016900 (__TEXT,__text) external _os_channel_get_stats_region
0000000000015bf4 (__TEXT,__text) non-external _os_channel_info2attr
0000000000015d08 (__TEXT,__text) non-external _os_channel_init_ring
0000000000016004 (__TEXT,__text) external _os_channel_is_defunct
0000000000017728 (__TEXT,__text) external _os_channel_large_packet_alloc
0000000000017270 (__TEXT,__text) external _os_channel_packet_alloc
0000000000017278 (__TEXT,__text) non-external _os_channel_packet_alloc_common
0000000000017730 (__TEXT,__text) external _os_channel_packet_free
0000000000017c04 (__TEXT,__text) external _os_channel_packet_pool_purge
000000000001610c (__TEXT,__text) external _os_channel_pending
0000000000017f04 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
0000000000015e30 (__TEXT,__text) external _os_channel_read_attr
0000000000015f48 (__TEXT,__text) external _os_channel_read_nexus_extension_info
0000000000016018 (__TEXT,__text) external _os_channel_ring_id
0000000000016130 (__TEXT,__text) external _os_channel_ring_notify_time
0000000000016124 (__TEXT,__text) external _os_channel_ring_sync_time
00000000000160b0 (__TEXT,__text) external _os_channel_rx_ring
000000000001665c (__TEXT,__text) external _os_channel_set_slot_properties
00000000000178cc (__TEXT,__text) external _os_channel_slot_attach_packet
0000000000017a58 (__TEXT,__text) external _os_channel_slot_detach_packet
0000000000016794 (__TEXT,__text) external _os_channel_slot_get_packet
0000000000015f6c (__TEXT,__text) external _os_channel_sync
0000000000016068 (__TEXT,__text) external _os_channel_tx_ring
0000000000015e80 (__TEXT,__text) external _os_channel_write_attr
0000000000011550 (__TEXT,__text) external _os_copy_and_inet_checksum
000000000000ca20 (__TEXT,__text) external _os_cpu_copy_in_cksum
000000000001aa5c (__TEXT,__text) external _os_cpu_in_cksum
000000000000c780 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
000000000000e8bc (__TEXT,__text) external _os_fault_with_payload
000000000001154c (__TEXT,__text) external _os_inet_checksum
0000000000019264 (__TEXT,__text) external _os_nexus_attr_clone
0000000000019208 (__TEXT,__text) external _os_nexus_attr_create
0000000000019578 (__TEXT,__text) external _os_nexus_attr_destroy
0000000000019488 (__TEXT,__text) external _os_nexus_attr_get
00000000000192f8 (__TEXT,__text) external _os_nexus_attr_set
0000000000019c24 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
000000000001993c (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
000000000001995c (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
0000000000019590 (__TEXT,__text) external _os_nexus_controller_create
0000000000019930 (__TEXT,__text) external _os_nexus_controller_deregister_provider
0000000000019f70 (__TEXT,__text) external _os_nexus_controller_destroy
0000000000019950 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
000000000001964c (__TEXT,__text) external _os_nexus_controller_get_fd
0000000000019e04 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
0000000000019acc (__TEXT,__text) external _os_nexus_controller_read_provider_attr
0000000000019654 (__TEXT,__text) external _os_nexus_controller_register_provider
0000000000019d70 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
0000000000019a54 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
000000000001a2a0 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
0000000000011418 (__TEXT,__text) external _os_packet_add_buflet
0000000000010a08 (__TEXT,__text) external _os_packet_add_inet_csum_flags
0000000000010b40 (__TEXT,__text) external _os_packet_clear_flow_uuid
00000000000114c8 (__TEXT,__text) external _os_packet_decrement_use_count
0000000000011270 (__TEXT,__text) external _os_packet_finalize
00000000000114f0 (__TEXT,__text) external _os_packet_get_aggregation_type
0000000000011180 (__TEXT,__text) external _os_packet_get_buflet_count
000000000001088c (__TEXT,__text) external _os_packet_get_compression_generation_count
0000000000011174 (__TEXT,__text) external _os_packet_get_data_length
0000000000010c04 (__TEXT,__text) external _os_packet_get_expire_time
0000000000010c90 (__TEXT,__text) external _os_packet_get_expiry_action
0000000000010a90 (__TEXT,__text) external _os_packet_get_flow_uuid
0000000000010bd8 (__TEXT,__text) external _os_packet_get_group_end
0000000000010b7c (__TEXT,__text) external _os_packet_get_group_start
0000000000010314 (__TEXT,__text) external _os_packet_get_headroom
0000000000010a44 (__TEXT,__text) external _os_packet_get_inet_checksum
00000000000110b8 (__TEXT,__text) external _os_packet_get_keep_alive
0000000000010408 (__TEXT,__text) external _os_packet_get_link_broadcast
0000000000010528 (__TEXT,__text) external _os_packet_get_link_ethfcs
0000000000010394 (__TEXT,__text) external _os_packet_get_link_header_length
0000000000010498 (__TEXT,__text) external _os_packet_get_link_multicast
00000000000111bc (__TEXT,__text) external _os_packet_get_next_buflet
0000000000010e80 (__TEXT,__text) external _os_packet_get_packetid
0000000000011248 (__TEXT,__text) external _os_packet_get_segment_count
000000000001079c (__TEXT,__text) external _os_packet_get_service_class
0000000000010d24 (__TEXT,__text) external _os_packet_get_token
00000000000115c8 (__TEXT,__text) external _os_packet_get_trace_id
0000000000010904 (__TEXT,__text) external _os_packet_get_traffic_class
0000000000010660 (__TEXT,__text) external _os_packet_get_transport_retransmit
00000000000105a0 (__TEXT,__text) external _os_packet_get_transport_traffic_background
0000000000010600 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
0000000000011100 (__TEXT,__text) external _os_packet_get_truncated
0000000000011038 (__TEXT,__text) external _os_packet_get_vlan_id
0000000000011040 (__TEXT,__text) external _os_packet_get_vlan_priority
0000000000010fd0 (__TEXT,__text) external _os_packet_get_vlan_tag
00000000000110a8 (__TEXT,__text) external _os_packet_get_wake_flag
000000000001149c (__TEXT,__text) external _os_packet_increment_use_count
0000000000011048 (__TEXT,__text) external _os_packet_set_app_metadata
0000000000010860 (__TEXT,__text) external _os_packet_set_compression_generation_count
0000000000010c50 (__TEXT,__text) external _os_packet_set_expire_time
0000000000010cdc (__TEXT,__text) external _os_packet_set_expiry_action
0000000000010ae8 (__TEXT,__text) external _os_packet_set_flow_uuid
0000000000010ba8 (__TEXT,__text) external _os_packet_set_group_end
0000000000010b4c (__TEXT,__text) external _os_packet_set_group_start
00000000000102bc (__TEXT,__text) external _os_packet_set_headroom
00000000000109c8 (__TEXT,__text) external _os_packet_set_inet_checksum
00000000000110c8 (__TEXT,__text) external _os_packet_set_keep_alive
0000000000011144 (__TEXT,__text) external _os_packet_set_l4s_flag
00000000000103bc (__TEXT,__text) external _os_packet_set_link_broadcast
00000000000104dc (__TEXT,__text) external _os_packet_set_link_ethfcs
0000000000010354 (__TEXT,__text) external _os_packet_set_link_header_length
000000000001044c (__TEXT,__text) external _os_packet_set_link_multicast
0000000000010ef8 (__TEXT,__text) external _os_packet_set_packetid
0000000000011670 (__TEXT,__text) external _os_packet_set_protocol_segment_size
00000000000106c0 (__TEXT,__text) external _os_packet_set_service_class
0000000000010de0 (__TEXT,__text) external _os_packet_set_token
00000000000115e8 (__TEXT,__text) external _os_packet_set_trace_id
00000000000108d4 (__TEXT,__text) external _os_packet_set_traffic_class
000000000001068c (__TEXT,__text) external _os_packet_set_transport_last_packet
000000000001062c (__TEXT,__text) external _os_packet_set_transport_retransmit
000000000001056c (__TEXT,__text) external _os_packet_set_transport_traffic_background
00000000000105cc (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
000000000001169c (__TEXT,__text) external _os_packet_set_tso_flags
0000000000011518 (__TEXT,__text) external _os_packet_set_tx_timestamp
0000000000010f70 (__TEXT,__text) external _os_packet_set_vlan_tag
0000000000011610 (__TEXT,__text) external _os_packet_trace_event
0000000000012638 (__TEXT,__text) external _os_proc_available_memory
0000000000011f1c (__TEXT,__text) external _panic
0000000000011f10 (__TEXT,__text) external _panic_init
000000000000e8e4 (__TEXT,__text) external _panic_with_data
00000000000084a8 (__TEXT,__text) external _pathconf
000000000000e90c (__TEXT,__text) external _peeloff
0000000000000b9c (__TEXT,__text) external _pid_for_task
000000000000e934 (__TEXT,__text) external _pid_hibernate
000000000000e95c (__TEXT,__text) external _pid_resume
0000000000018b58 (__TEXT,__text) external _pid_shutdown_networking
000000000000e984 (__TEXT,__text) external _pid_shutdown_sockets
000000000000e9ac (__TEXT,__text) external _pid_suspend
0000000000006afc (__TEXT,__text) external _pipe
000000000000e9d4 (__TEXT,__text) external _pivot_root
000000000001026c (__TEXT,__text) external _pkt_subtype_assert_fail
0000000000010294 (__TEXT,__text) external _pkt_type_assert_fail
0000000000008ae0 (__TEXT,__text) external _poll
000000000000d6f8 (__TEXT,__text) external _poll$NOCANCEL
000000000001019c (__TEXT,__text) non-external _port_for_id_internal
0000000000011f68 (__TEXT,__text) external _port_obj_init
000000000003c218 (__DATA,__common) external _port_obj_table
000000000003c190 (__DATA,__data) external _port_obj_table_size
00000000000035b8 (__TEXT,__text) external _posix_madvise
00000000000074b4 (__TEXT,__text) external _posix_spawn
000000000000b8f4 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
0000000000014680 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
0000000000014724 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
000000000000c6c0 (__TEXT,__text) external _posix_spawn_file_actions_addclose
0000000000006fac (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00000000000147d8 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
000000000000c634 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
000000000000bda4 (__TEXT,__text) external _posix_spawn_file_actions_addopen
000000000000787c (__TEXT,__text) external _posix_spawn_file_actions_destroy
0000000000006f50 (__TEXT,__text) external _posix_spawn_file_actions_init
000000000003c250 (__DATA,__bss) non-external _posix_spawn_with_filter
000000000000772c (__TEXT,__text) external _posix_spawnattr_destroy
00000000000145d0 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
0000000000014b00 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
0000000000014abc (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
0000000000014304 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
000000000001429c (__TEXT,__text) external _posix_spawnattr_getbinpref_np
0000000000014884 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
000000000001420c (__TEXT,__text) external _posix_spawnattr_getflags
0000000000007208 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
0000000000014378 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
0000000000014254 (__TEXT,__text) external _posix_spawnattr_getpgroup
000000000001439c (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
0000000000014230 (__TEXT,__text) external _posix_spawnattr_getsigdefault
0000000000014278 (__TEXT,__text) external _posix_spawnattr_getsigmask
00000000000070d8 (__TEXT,__text) external _posix_spawnattr_init
00000000000145f8 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
0000000000014fc8 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
0000000000014640 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
0000000000014620 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
0000000000014660 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
0000000000014cc4 (__TEXT,__text) external _posix_spawnattr_set_csm_np
0000000000014ae0 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
000000000001508c (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
0000000000014da8 (__TEXT,__text) external _posix_spawnattr_set_gid_np
0000000000014e38 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00000000000148d0 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00000000000150ac (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00000000000311b8 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
000000000001514c (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
0000000000014f00 (__TEXT,__text) external _posix_spawnattr_set_login_np
0000000000014c80 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
0000000000014be4 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
0000000000014c18 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
0000000000014b24 (__TEXT,__text) external _posix_spawnattr_set_persona_np
0000000000014bb4 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00000000000145b0 (__TEXT,__text) external _posix_spawnattr_set_platform_np
000000000001506c (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00000000000149e0 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
0000000000014a8c (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
0000000000014958 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00000000000144f0 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00000000000148b0 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
0000000000014d1c (__TEXT,__text) external _posix_spawnattr_set_uid_np
00000000000143e0 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
000000000000b8c0 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
000000000000be94 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00000000000149e8 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
0000000000014864 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
000000000000bd50 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00000000000144c4 (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
000000000000c74c (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00000000000071e8 (__TEXT,__text) external _posix_spawnattr_setflags
0000000000008b08 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00000000000072c0 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
0000000000014ca0 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
0000000000014484 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00000000000143c0 (__TEXT,__text) external _posix_spawnattr_setpgroup
00000000000144a4 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00000000000071c4 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00000000000071a0 (__TEXT,__text) external _posix_spawnattr_setsigmask
000000000000bd78 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
0000000000002398 (__TEXT,__text) external _pread
000000000000d720 (__TEXT,__text) external _pread$NOCANCEL
000000000000e9fc (__TEXT,__text) external _preadv
000000000000d748 (__TEXT,__text) external _preadv$NOCANCEL
0000000000013e10 (__TEXT,__text) non-external _prepare_times_array_and_attrs
00000000000132bc (__TEXT,__text) external _proc_clear_cpulimits
0000000000013480 (__TEXT,__text) external _proc_clear_delayidlesleep
0000000000012ea8 (__TEXT,__text) external _proc_clear_dirty
000000000001336c (__TEXT,__text) external _proc_clear_vmpressure
0000000000012d68 (__TEXT,__text) external _proc_current_thread_schedinfo
000000000000a1dc (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
000000000000a298 (__TEXT,__text) external _proc_denap_assertion_complete
00000000000134dc (__TEXT,__text) external _proc_disable_apptype
000000000000b580 (__TEXT,__text) external _proc_disable_cpumon
0000000000009ea8 (__TEXT,__text) external _proc_disable_wakemon
0000000000013318 (__TEXT,__text) external _proc_donate_importance_boost
000000000001354c (__TEXT,__text) external _proc_enable_apptype
0000000000009e30 (__TEXT,__text) external _proc_get_cpumon_params
0000000000012e30 (__TEXT,__text) external _proc_get_dirty
00000000000131c0 (__TEXT,__text) external _proc_get_wakemon_params
000000000000a1e4 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
000000000000a29c (__TEXT,__text) external _proc_importance_assertion_complete
0000000000012c74 (__TEXT,__text) external _proc_kmsgbuf
0000000000012e10 (__TEXT,__text) external _proc_libversion
0000000000013228 (__TEXT,__text) external _proc_list_dynkqueueids
000000000001320c (__TEXT,__text) external _proc_list_uptrs
00000000000129a0 (__TEXT,__text) external _proc_listallpids
0000000000012a10 (__TEXT,__text) external _proc_listchildpids
0000000000012a48 (__TEXT,__text) external _proc_listcoalitions
00000000000129d8 (__TEXT,__text) external _proc_listpgrppids
000000000000a190 (__TEXT,__text) external _proc_listpids
000000000001ac18 (__TEXT,__text) external _proc_listpidspath
0000000000006628 (__TEXT,__text) external _proc_name
0000000000007f3c (__TEXT,__text) external _proc_pid_rusage
0000000000012b30 (__TEXT,__text) external _proc_piddynkqueueinfo
0000000000012ac8 (__TEXT,__text) external _proc_pidfdinfo
0000000000012afc (__TEXT,__text) external _proc_pidfileportinfo
0000000000001e3c (__TEXT,__text) external _proc_pidinfo
0000000000007be4 (__TEXT,__text) external _proc_pidoriginatorinfo
0000000000002604 (__TEXT,__text) external _proc_pidpath
0000000000012ca8 (__TEXT,__text) external _proc_pidpath_audittoken
0000000000012b80 (__TEXT,__text) external _proc_regionfilename
00000000000132b0 (__TEXT,__text) external _proc_reset_footprint_interval
0000000000013044 (__TEXT,__text) external _proc_resume_cpumon
00000000000089bc (__TEXT,__text) external _proc_rlimit_control
0000000000007ef4 (__TEXT,__text) external _proc_set_cpumon_defaults
0000000000007e84 (__TEXT,__text) external _proc_set_cpumon_params
0000000000013064 (__TEXT,__text) external _proc_set_cpumon_params_fatal
0000000000013684 (__TEXT,__text) external _proc_set_csm
0000000000013424 (__TEXT,__text) external _proc_set_delayidlesleep
0000000000003d28 (__TEXT,__text) external _proc_set_dirty
00000000000135c4 (__TEXT,__text) external _proc_set_no_smt
00000000000133c8 (__TEXT,__text) external _proc_set_owner_vmpressure
0000000000009f28 (__TEXT,__text) external _proc_set_wakemon_defaults
0000000000013190 (__TEXT,__text) external _proc_set_wakemon_params
0000000000013244 (__TEXT,__text) external _proc_setcpu_percentage
0000000000002e64 (__TEXT,__text) external _proc_setpcontrol
0000000000012a7c (__TEXT,__text) external _proc_setthread_cpupercent
0000000000013748 (__TEXT,__text) external _proc_setthread_csm
0000000000013624 (__TEXT,__text) external _proc_setthread_no_smt
0000000000012f7c (__TEXT,__text) external _proc_signal_with_audittoken
00000000000135bc (__TEXT,__text) external _proc_suppress
0000000000012f04 (__TEXT,__text) external _proc_terminate
0000000000012fd4 (__TEXT,__text) external _proc_terminate_all_rsr
000000000000ea24 (__TEXT,__text) external _proc_trace_log
0000000000003ccc (__TEXT,__text) external _proc_track_dirty
0000000000012b64 (__TEXT,__text) external _proc_udata_info
000000000000ea4c (__TEXT,__text) external _proc_uuid_policy
00000000000279ec (__TEXT,__text) external _processor_assign
000000000002788c (__TEXT,__text) external _processor_control
000000000002756c (__TEXT,__text) external _processor_exit
0000000000027b1c (__TEXT,__text) external _processor_get_assignment
000000000002767c (__TEXT,__text) external _processor_info
0000000000020164 (__TEXT,__text) external _processor_set_create
0000000000020008 (__TEXT,__text) external _processor_set_default
0000000000026648 (__TEXT,__text) external _processor_set_destroy
00000000000270c4 (__TEXT,__text) external _processor_set_info
000000000002675c (__TEXT,__text) external _processor_set_max_priority
0000000000026dc4 (__TEXT,__text) external _processor_set_policy_control
000000000002699c (__TEXT,__text) external _processor_set_policy_disable
000000000002687c (__TEXT,__text) external _processor_set_policy_enable
0000000000026f38 (__TEXT,__text) external _processor_set_stack_usage
0000000000026468 (__TEXT,__text) external _processor_set_statistics
0000000000026abc (__TEXT,__text) external _processor_set_tasks
00000000000272c8 (__TEXT,__text) external _processor_set_tasks_with_flavor
0000000000026c40 (__TEXT,__text) external _processor_set_threads
000000000002745c (__TEXT,__text) external _processor_start
0000000000018ef8 (__TEXT,__text) external _pselect
000000000000674c (__TEXT,__text) external _pselect$DARWIN_EXTSN
00000000000121a0 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
0000000000019080 (__TEXT,__text) external _pselect$NOCANCEL
000000000000258c (__TEXT,__text) external _pthread_getugid_np
00000000000097e0 (__TEXT,__text) external _pthread_setugid_np
0000000000008e0c (__TEXT,__text) external _ptrace
0000000000003fe0 (__TEXT,__text) external _pwrite
000000000000d8b0 (__TEXT,__text) external _pwrite$NOCANCEL
000000000000ea74 (__TEXT,__text) external _pwritev
000000000000d8d8 (__TEXT,__text) external _pwritev$NOCANCEL
0000000000011ed8 (__TEXT,__text) external _quota
00000000000068d0 (__TEXT,__text) external _quotactl
0000000000001704 (__TEXT,__text) external _read
0000000000002968 (__TEXT,__text) external _read$NOCANCEL
0000000000002dd8 (__TEXT,__text) external _readlink
000000000000ea9c (__TEXT,__text) external _readlinkat
000000000000eac4 (__TEXT,__text) external _readv
000000000000d900 (__TEXT,__text) external _readv$NOCANCEL
00000000000116d0 (__TEXT,__text) external _reboot
00000000000116d8 (__TEXT,__text) external _reboot_np
0000000000018ef4 (__TEXT,__text) external _record_system_event_as_kernel
0000000000004d14 (__TEXT,__text) external _recvfrom
0000000000004bf8 (__TEXT,__text) external _recvfrom$NOCANCEL
00000000000050fc (__TEXT,__text) external _recvmsg
000000000000d978 (__TEXT,__text) external _recvmsg$NOCANCEL
000000000000eaec (__TEXT,__text) external _recvmsg_x
000000000000eb14 (__TEXT,__text) external _register_uexc_handler
0000000000005614 (__TEXT,__text) external _removexattr
000000000000439c (__TEXT,__text) external _rename
00000000000141cc (__TEXT,__text) external _rename_ext
0000000000011768 (__TEXT,__text) external _renameat
0000000000014168 (__TEXT,__text) external _renameatx_np
0000000000014190 (__TEXT,__text) external _renamex_np
000000000000eb3c (__TEXT,__text) external _revoke
0000000000004400 (__TEXT,__text) external _rmdir
000000000000eb64 (__TEXT,__text) external _searchfs
0000000000004e04 (__TEXT,__text) external _select
000000000000b140 (__TEXT,__text) external _select$DARWIN_EXTSN
0000000000004bd0 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
0000000000004b9c (__TEXT,__text) external _select$NOCANCEL
0000000000009a70 (__TEXT,__text) external _sem_close
0000000000018ae0 (__TEXT,__text) external _sem_destroy
0000000000018b08 (__TEXT,__text) external _sem_getvalue
0000000000018b30 (__TEXT,__text) external _sem_init
000000000000cc70 (__TEXT,__text) external _sem_open
000000000000eb8c (__TEXT,__text) external _sem_post
000000000000ebb4 (__TEXT,__text) external _sem_trywait
000000000000ebdc (__TEXT,__text) external _sem_unlink
000000000000ec04 (__TEXT,__text) external _sem_wait
000000000000d9f0 (__TEXT,__text) external _sem_wait$NOCANCEL
0000000000003828 (__TEXT,__text) external _semaphore_create
0000000000003bac (__TEXT,__text) external _semaphore_destroy
0000000000003994 (__TEXT,__text) external _semaphore_signal
0000000000011fc8 (__TEXT,__text) external _semaphore_signal_all
0000000000000b0c (__TEXT,__text) external _semaphore_signal_all_trap
0000000000011fcc (__TEXT,__text) external _semaphore_signal_thread
0000000000000b18 (__TEXT,__text) external _semaphore_signal_thread_trap
0000000000000b00 (__TEXT,__text) external _semaphore_signal_trap
0000000000005384 (__TEXT,__text) external _semaphore_timedwait
0000000000011fd4 (__TEXT,__text) external _semaphore_timedwait_signal
0000000000000b48 (__TEXT,__text) external _semaphore_timedwait_signal_trap
0000000000000b3c (__TEXT,__text) external _semaphore_timedwait_trap
0000000000003990 (__TEXT,__text) external _semaphore_wait
0000000000011fd0 (__TEXT,__text) external _semaphore_wait_signal
0000000000000b30 (__TEXT,__text) external _semaphore_wait_signal_trap
0000000000000b24 (__TEXT,__text) external _semaphore_wait_trap
000000000000cce4 (__TEXT,__text) external _semctl
000000000000ec2c (__TEXT,__text) external _semget
000000000000ec54 (__TEXT,__text) external _semop
000000000000ccc4 (__TEXT,__text) external _semsys
000000000000ec7c (__TEXT,__text) external _sendfile
00000000000061e4 (__TEXT,__text) external _sendmsg
0000000000004c48 (__TEXT,__text) external _sendmsg$NOCANCEL
000000000000eca4 (__TEXT,__text) external _sendmsg_x
0000000000004cec (__TEXT,__text) external _sendto
0000000000004b74 (__TEXT,__text) external _sendto$NOCANCEL
0000000000004030 (__TEXT,__text) external _setattrlist
000000000000eccc (__TEXT,__text) external _setattrlistat
000000000001bc44 (__TEXT,__text) external _setaudit
000000000000ecf4 (__TEXT,__text) external _setaudit_addr
000000000000ed1c (__TEXT,__text) external _setauid
0000000000009830 (__TEXT,__text) external _setegid
0000000000009808 (__TEXT,__text) external _seteuid
0000000000009574 (__TEXT,__text) external _setgid
000000000000ed44 (__TEXT,__text) external _setgroups
