00007ffb18a0ec1f (__TEXT,__text) external _AAArchiveStreamCancel
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffb18a0e7d5 (__TEXT,__text) non-external _pushPaddingRange
00007ffb18a0d024 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffb18a22f18 (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffb18a2eeb8 (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffb18a2ee95 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffb18a2eed5 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffb18a13bab (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffb18a52e46 (__TEXT,__text) non-external _realloc_ace
00007ffb18a50471 (__TEXT,__text) non-external _realloc_attr
00007ffb18a133ed (__TEXT,__text) non-external _realloc_blob
00007ffb18a4ddd0 (__TEXT,__text) non-external _realloc_blob
00007ffb18a503d0 (__TEXT,__text) non-external _realloc_blob
00007ffb18a52da5 (__TEXT,__text) non-external _realloc_blob
00007ffb18a1348e (__TEXT,__text) non-external _realloc_entries
00007ffb18a4de75 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffb18a3489c (__TEXT,__text) non-external _removeEntryProc
00007ffb18a344e9 (__TEXT,__text) non-external (was a private external) _removeFile
00007ffb18a34936 (__TEXT,__text) non-external _removeLeaveDirProc
00007ffb18a25cdc (__TEXT,__text) non-external _removeStreamAbort
00007ffb18a2549f (__TEXT,__text) non-external _removeStreamClose
00007ffb18a25ccc (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffb18a257dc (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffb18a34866 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffb18a3eb96 (__TEXT,__text) non-external _retireEntryRange
00007ffb18a4d338 (__TEXT,__text) non-external _retireThreadEnqueue
00007ffb18a49223 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffb18a2ca33 (__TEXT,__text) non-external _seekTo
00007ffb18a24a2f (__TEXT,__text) non-external _sendEOF
00007ffb18a36a77 (__TEXT,__text) non-external _sendHeader
00007ffb18a19d9a (__TEXT,__text) non-external _sendMessage
00007ffb18a5d94a (__TEXT,__text) non-external _sendMessage
00007ffb18a22ddc (__TEXT,__text) non-external _sequentialReaderProc
00007ffb18a22e60 (__TEXT,__text) non-external _sequentialWriterProc
00007ffb18a642b0 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffb18a39d58 (__TEXT,__text) non-external _setFieldBlob
00007ffb18a33b31 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffb18a34b24 (__TEXT,__text) non-external _setThreadErrorContext
                 (undefined) external _setattrlist (from libSystem)
00007ffb18a376d7 (__TEXT,__text) non-external _setupContext
00007ffb18a3c9cc (__TEXT,__text) non-external _setupContext
00007ffb18a329f1 (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffb18a1e02b (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffb18a0e86f (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffb18a33aa6 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffb18a3498d (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffb18a457a4 (__TEXT,__text) non-external _stateAppendEntry
00007ffb18a451a2 (__TEXT,__text) non-external _stateConcatPath
00007ffb18a4280a (__TEXT,__text) non-external _stateDestroy
00007ffb18a451d5 (__TEXT,__text) non-external _stateGetEntryData
00007ffb18a45395 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffb18a33196 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffb18a31f24 (__TEXT,__text) non-external _streamAbort
00007ffb18a3ac93 (__TEXT,__text) non-external _streamAbort
00007ffb18a31db4 (__TEXT,__text) non-external _streamClose
00007ffb18a3a8d3 (__TEXT,__text) non-external _streamClose
00007ffb18a1c78f (__TEXT,__text) non-external _streamConsumerProc
00007ffb18a3b4c7 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffb18a31f41 (__TEXT,__text) non-external _streamPRead
00007ffb18a3acb3 (__TEXT,__text) non-external _streamPWrite
00007ffb18a5cbf5 (__TEXT,__text) non-external _streamProc
00007ffb18a32346 (__TEXT,__text) non-external _streamRead
00007ffb18a32369 (__TEXT,__text) non-external _streamSeek
00007ffb18a1c84b (__TEXT,__text) non-external _streamThreadProc
00007ffb18a1c700 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffb18a2b144 (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffb18a2ac1d (__TEXT,__text) non-external _stringTableReserve
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffb18a52a00 (__TEXT,__text) non-external _tarParseInt
00007ffb18a2e31e (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffb18a2e028 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffb18a5a139 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffb18a353f8 (__TEXT,__text) non-external _threadWrapperProc
00007ffb18a21020 (__TEXT,__text) non-external _treeAdd
00007ffb18a209e9 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffb18a20cba (__TEXT,__text) non-external _treeRebalance
00007ffb18a219b6 (__TEXT,__text) non-external _treeRotateLeft
00007ffb18a218a7 (__TEXT,__text) non-external _treeRotateRight
00007ffb18a20f00 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffb18a3e60c (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffb18a33432 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffb18a35075 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffb18a350a7 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffb18a4f04a (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffb18a19d03 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffb18a191ac (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffb18a19b3a (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffb18a19547 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffb18a3797d (__TEXT,__text) non-external _verifySegment
00007ffb18a3d7b8 (__TEXT,__text) non-external _verifySegment
                 (undefined) external _vsnprintf (from libSystem)
00007ffb18a4546e (__TEXT,__text) non-external _workerApplyAttr
00007ffb18a19d18 (__TEXT,__text) non-external _workerDataFree
00007ffb18a456ae (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffb18a455b8 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffb18a25cf1 (__TEXT,__text) non-external _workerDestroy
00007ffb18a4514c (__TEXT,__text) non-external _workerDestroy
00007ffb18a0c744 (__TEXT,__text) non-external _workerProc
00007ffb18a1807e (__TEXT,__text) non-external _workerProc
00007ffb18a253ab (__TEXT,__text) non-external _workerProc
00007ffb18a327e2 (__TEXT,__text) non-external _workerProc
00007ffb18a428d4 (__TEXT,__text) non-external _workerProc
00007ffb18a5caae (__TEXT,__text) non-external _workerProc
00007ffb18a4552c (__TEXT,__text) non-external _workerReserve
00007ffb18a45246 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffb18a558cb (__TEXT,__text) non-external _writeOBuf
00007ffb18a3a5bd (__TEXT,__text) non-external _writerProc
