000000022482dad4 (__TEXT,__text) external _CGLGetCurrentContext
0000000224825f94 (__TEXT,__text) external _glTexCoord1d
0000000224825fa8 (__TEXT,__text) external _glTexCoord1dv
0000000224825fc0 (__TEXT,__text) external _glTexCoord1f
0000000224825fd4 (__TEXT,__text) external _glTexCoord1fv
0000000224825fec (__TEXT,__text) external _glTexCoord1i
0000000224826004 (__TEXT,__text) external _glTexCoord1iv
000000022482601c (__TEXT,__text) external _glTexCoord1s
0000000224826034 (__TEXT,__text) external _glTexCoord1sv
000000022482604c (__TEXT,__text) external _glTexCoord2d
0000000224826060 (__TEXT,__text) external _glTexCoord2dv
0000000224826078 (__TEXT,__text) external _glTexCoord2f
000000022482608c (__TEXT,__text) external _glTexCoord2fv
00000002248260a4 (__TEXT,__text) external _glTexCoord2i
00000002248260c0 (__TEXT,__text) external _glTexCoord2iv
00000002248260d8 (__TEXT,__text) external _glTexCoord2s
00000002248260f4 (__TEXT,__text) external _glTexCoord2sv
000000022482610c (__TEXT,__text) external _glTexCoord3d
0000000224826120 (__TEXT,__text) external _glTexCoord3dv
0000000224826138 (__TEXT,__text) external _glTexCoord3f
000000022482614c (__TEXT,__text) external _glTexCoord3fv
0000000224826164 (__TEXT,__text) external _glTexCoord3i
0000000224826184 (__TEXT,__text) external _glTexCoord3iv
000000022482619c (__TEXT,__text) external _glTexCoord3s
00000002248261bc (__TEXT,__text) external _glTexCoord3sv
00000002248261d4 (__TEXT,__text) external _glTexCoord4d
00000002248261e8 (__TEXT,__text) external _glTexCoord4dv
0000000224826200 (__TEXT,__text) external _glTexCoord4f
0000000224826214 (__TEXT,__text) external _glTexCoord4fv
000000022482622c (__TEXT,__text) external _glTexCoord4i
0000000224826250 (__TEXT,__text) external _glTexCoord4iv
0000000224826268 (__TEXT,__text) external _glTexCoord4s
000000022482628c (__TEXT,__text) external _glTexCoord4sv
00000002248262a4 (__TEXT,__text) external _glTexCoordPointer
00000002248262c8 (__TEXT,__text) external _glTexEnvf
00000002248262e4 (__TEXT,__text) external _glTexEnvfv
0000000224826304 (__TEXT,__text) external _glTexEnvi
0000000224826324 (__TEXT,__text) external _glTexEnviv
0000000224826344 (__TEXT,__text) external _glTexGend
0000000224826360 (__TEXT,__text) external _glTexGendv
0000000224826380 (__TEXT,__text) external _glTexGenf
000000022482639c (__TEXT,__text) external _glTexGenfv
00000002248263bc (__TEXT,__text) external _glTexGeni
00000002248263dc (__TEXT,__text) external _glTexGeniv
00000002248263fc (__TEXT,__text) external _glTexImage1D
0000000224826450 (__TEXT,__text) external _glTexImage2D
0000000224829550 (__TEXT,__text) external _glTexImage2DMultisample
00000002248268d4 (__TEXT,__text) external _glTexImage3D
000000022482957c (__TEXT,__text) external _glTexImage3DMultisample
00000002248290f4 (__TEXT,__text) external _glTexParameterIiv
000000022482d28c (__TEXT,__text) external _glTexParameterIivEXT
0000000224829114 (__TEXT,__text) external _glTexParameterIuiv
000000022482d2ac (__TEXT,__text) external _glTexParameterIuivEXT
00000002248264ac (__TEXT,__text) external _glTexParameterf
00000002248264c8 (__TEXT,__text) external _glTexParameterfv
00000002248264e8 (__TEXT,__text) external _glTexParameteri
0000000224826508 (__TEXT,__text) external _glTexParameteriv
000000022482c4b4 (__TEXT,__text) external _glTexStorage1D
000000022482c4d8 (__TEXT,__text) external _glTexStorage2D
000000022482c500 (__TEXT,__text) external _glTexStorage3D
0000000224826528 (__TEXT,__text) external _glTexSubImage1D
0000000224826558 (__TEXT,__text) external _glTexSubImage2D
0000000224826918 (__TEXT,__text) external _glTexSubImage3D
000000022482da5c (__TEXT,__text) external _glTextureBarrierNV
000000022482d57c (__TEXT,__text) external _glTextureRangeAPPLE
0000000224828c28 (__TEXT,__text) external _glTransformFeedbackVaryings
000000022482cd2c (__TEXT,__text) external _glTransformFeedbackVaryingsEXT
00000002248265b4 (__TEXT,__text) external _glTranslated
00000002248265c8 (__TEXT,__text) external _glTranslatef
0000000224829a08 (__TEXT,__text) external _glUniform1d
0000000224829a68 (__TEXT,__text) external _glUniform1dv
00000002248281cc (__TEXT,__text) external _glUniform1f
000000022482be8c (__TEXT,__text) external _glUniform1fARB
00000002248282b4 (__TEXT,__text) external _glUniform1fv
000000022482bf74 (__TEXT,__text) external _glUniform1fvARB
000000022482822c (__TEXT,__text) external _glUniform1i
000000022482beec (__TEXT,__text) external _glUniform1iARB
0000000224828334 (__TEXT,__text) external _glUniform1iv
000000022482bff4 (__TEXT,__text) external _glUniform1ivARB
0000000224828fec (__TEXT,__text) external _glUniform1ui
000000022482d0e0 (__TEXT,__text) external _glUniform1uiEXT
0000000224829074 (__TEXT,__text) external _glUniform1uiv
000000022482d168 (__TEXT,__text) external _glUniform1uivEXT
0000000224829a20 (__TEXT,__text) external _glUniform2d
0000000224829a88 (__TEXT,__text) external _glUniform2dv
00000002248281e4 (__TEXT,__text) external _glUniform2f
000000022482bea4 (__TEXT,__text) external _glUniform2fARB
00000002248282d4 (__TEXT,__text) external _glUniform2fv
000000022482bf94 (__TEXT,__text) external _glUniform2fvARB
0000000224828248 (__TEXT,__text) external _glUniform2i
000000022482bf08 (__TEXT,__text) external _glUniform2iARB
0000000224828354 (__TEXT,__text) external _glUniform2iv
000000022482c014 (__TEXT,__text) external _glUniform2ivARB
0000000224829008 (__TEXT,__text) external _glUniform2ui
000000022482d0fc (__TEXT,__text) external _glUniform2uiEXT
0000000224829094 (__TEXT,__text) external _glUniform2uiv
000000022482d188 (__TEXT,__text) external _glUniform2uivEXT
0000000224829a38 (__TEXT,__text) external _glUniform3d
0000000224829aa8 (__TEXT,__text) external _glUniform3dv
00000002248281fc (__TEXT,__text) external _glUniform3f
000000022482bebc (__TEXT,__text) external _glUniform3fARB
00000002248282f4 (__TEXT,__text) external _glUniform3fv
000000022482bfb4 (__TEXT,__text) external _glUniform3fvARB
0000000224828268 (__TEXT,__text) external _glUniform3i
000000022482bf28 (__TEXT,__text) external _glUniform3iARB
0000000224828374 (__TEXT,__text) external _glUniform3iv
000000022482c034 (__TEXT,__text) external _glUniform3ivARB
0000000224829028 (__TEXT,__text) external _glUniform3ui
000000022482d11c (__TEXT,__text) external _glUniform3uiEXT
00000002248290b4 (__TEXT,__text) external _glUniform3uiv
000000022482d1a8 (__TEXT,__text) external _glUniform3uivEXT
0000000224829a50 (__TEXT,__text) external _glUniform4d
0000000224829ac8 (__TEXT,__text) external _glUniform4dv
0000000224828214 (__TEXT,__text) external _glUniform4f
000000022482bed4 (__TEXT,__text) external _glUniform4fARB
0000000224828314 (__TEXT,__text) external _glUniform4fv
000000022482bfd4 (__TEXT,__text) external _glUniform4fvARB
000000022482828c (__TEXT,__text) external _glUniform4i
000000022482bf4c (__TEXT,__text) external _glUniform4iARB
0000000224828394 (__TEXT,__text) external _glUniform4iv
000000022482c054 (__TEXT,__text) external _glUniform4ivARB
000000022482904c (__TEXT,__text) external _glUniform4ui
000000022482d140 (__TEXT,__text) external _glUniform4uiEXT
00000002248290d4 (__TEXT,__text) external _glUniform4uiv
000000022482d1c8 (__TEXT,__text) external _glUniform4uivEXT
0000000224829314 (__TEXT,__text) external _glUniformBlockBinding
000000022482cdc0 (__TEXT,__text) external _glUniformBufferEXT
0000000224829ae8 (__TEXT,__text) external _glUniformMatrix2dv
00000002248283b4 (__TEXT,__text) external _glUniformMatrix2fv
000000022482c074 (__TEXT,__text) external _glUniformMatrix2fvARB
0000000224829b54 (__TEXT,__text) external _glUniformMatrix2x3dv
00000002248286b8 (__TEXT,__text) external _glUniformMatrix2x3fv
0000000224829b9c (__TEXT,__text) external _glUniformMatrix2x4dv
0000000224828700 (__TEXT,__text) external _glUniformMatrix2x4fv
0000000224829b0c (__TEXT,__text) external _glUniformMatrix3dv
00000002248283d8 (__TEXT,__text) external _glUniformMatrix3fv
000000022482c098 (__TEXT,__text) external _glUniformMatrix3fvARB
0000000224829b78 (__TEXT,__text) external _glUniformMatrix3x2dv
00000002248286dc (__TEXT,__text) external _glUniformMatrix3x2fv
0000000224829be4 (__TEXT,__text) external _glUniformMatrix3x4dv
0000000224828748 (__TEXT,__text) external _glUniformMatrix3x4fv
0000000224829b30 (__TEXT,__text) external _glUniformMatrix4dv
00000002248283fc (__TEXT,__text) external _glUniformMatrix4fv
000000022482c0bc (__TEXT,__text) external _glUniformMatrix4fvARB
0000000224829bc0 (__TEXT,__text) external _glUniformMatrix4x2dv
0000000224828724 (__TEXT,__text) external _glUniformMatrix4x2fv
0000000224829c08 (__TEXT,__text) external _glUniformMatrix4x3dv
000000022482876c (__TEXT,__text) external _glUniformMatrix4x3fv
0000000224829d0c (__TEXT,__text) external _glUniformSubroutinesuiv
000000022482c548 (__TEXT,__text) external _glUnlockArraysEXT
0000000224827b1c (__TEXT,__text) external _glUnmapBuffer
000000022482bd1c (__TEXT,__text) external _glUnmapBufferARB
0000000224828178 (__TEXT,__text) external _glUseProgram
000000022482be5c (__TEXT,__text) external _glUseProgramObjectARB
000000022482a064 (__TEXT,__text) external _glUseProgramStages
00000002248281b0 (__TEXT,__text) external _glValidateProgram
000000022482be74 (__TEXT,__text) external _glValidateProgramARB
000000022482a148 (__TEXT,__text) external _glValidateProgramPipeline
00000002248265dc (__TEXT,__text) external _glVertex2d
00000002248265f0 (__TEXT,__text) external _glVertex2dv
0000000224826608 (__TEXT,__text) external _glVertex2f
000000022482661c (__TEXT,__text) external _glVertex2fv
0000000224826634 (__TEXT,__text) external _glVertex2i
0000000224826650 (__TEXT,__text) external _glVertex2iv
0000000224826668 (__TEXT,__text) external _glVertex2s
0000000224826684 (__TEXT,__text) external _glVertex2sv
000000022482669c (__TEXT,__text) external _glVertex3d
00000002248266b0 (__TEXT,__text) external _glVertex3dv
00000002248266c8 (__TEXT,__text) external _glVertex3f
00000002248266dc (__TEXT,__text) external _glVertex3fv
00000002248266f4 (__TEXT,__text) external _glVertex3i
0000000224826714 (__TEXT,__text) external _glVertex3iv
000000022482672c (__TEXT,__text) external _glVertex3s
000000022482674c (__TEXT,__text) external _glVertex3sv
0000000224826764 (__TEXT,__text) external _glVertex4d
0000000224826778 (__TEXT,__text) external _glVertex4dv
0000000224826790 (__TEXT,__text) external _glVertex4f
00000002248267a4 (__TEXT,__text) external _glVertex4fv
00000002248267bc (__TEXT,__text) external _glVertex4i
00000002248267e0 (__TEXT,__text) external _glVertex4iv
00000002248267f8 (__TEXT,__text) external _glVertex4s
000000022482681c (__TEXT,__text) external _glVertex4sv
000000022482d6c4 (__TEXT,__text) external _glVertexArrayParameteriAPPLE
000000022482d68c (__TEXT,__text) external _glVertexArrayRangeAPPLE
0000000224827b90 (__TEXT,__text) external _glVertexAttrib1d
000000022482ab8c (__TEXT,__text) external _glVertexAttrib1dARB
0000000224827ba8 (__TEXT,__text) external _glVertexAttrib1dv
000000022482ad00 (__TEXT,__text) external _glVertexAttrib1dvARB
0000000224827bc4 (__TEXT,__text) external _glVertexAttrib1f
000000022482ab74 (__TEXT,__text) external _glVertexAttrib1fARB
0000000224827bdc (__TEXT,__text) external _glVertexAttrib1fv
000000022482ace4 (__TEXT,__text) external _glVertexAttrib1fvARB
0000000224827bf8 (__TEXT,__text) external _glVertexAttrib1s
000000022482ab58 (__TEXT,__text) external _glVertexAttrib1sARB
0000000224827c14 (__TEXT,__text) external _glVertexAttrib1sv
000000022482acc8 (__TEXT,__text) external _glVertexAttrib1svARB
0000000224827c30 (__TEXT,__text) external _glVertexAttrib2d
000000022482abdc (__TEXT,__text) external _glVertexAttrib2dARB
0000000224827c48 (__TEXT,__text) external _glVertexAttrib2dv
000000022482ad54 (__TEXT,__text) external _glVertexAttrib2dvARB
0000000224827c64 (__TEXT,__text) external _glVertexAttrib2f
000000022482abc4 (__TEXT,__text) external _glVertexAttrib2fARB
0000000224827c7c (__TEXT,__text) external _glVertexAttrib2fv
000000022482ad38 (__TEXT,__text) external _glVertexAttrib2fvARB
0000000224827c98 (__TEXT,__text) external _glVertexAttrib2s
000000022482aba4 (__TEXT,__text) external _glVertexAttrib2sARB
0000000224827cb8 (__TEXT,__text) external _glVertexAttrib2sv
000000022482ad1c (__TEXT,__text) external _glVertexAttrib2svARB
0000000224827cd4 (__TEXT,__text) external _glVertexAttrib3d
000000022482ac30 (__TEXT,__text) external _glVertexAttrib3dARB
0000000224827cec (__TEXT,__text) external _glVertexAttrib3dv
000000022482ada8 (__TEXT,__text) external _glVertexAttrib3dvARB
0000000224827d08 (__TEXT,__text) external _glVertexAttrib3f
000000022482ac18 (__TEXT,__text) external _glVertexAttrib3fARB
0000000224827d20 (__TEXT,__text) external _glVertexAttrib3fv
000000022482ad8c (__TEXT,__text) external _glVertexAttrib3fvARB
0000000224827d3c (__TEXT,__text) external _glVertexAttrib3s
000000022482abf4 (__TEXT,__text) external _glVertexAttrib3sARB
0000000224827d60 (__TEXT,__text) external _glVertexAttrib3sv
000000022482ad70 (__TEXT,__text) external _glVertexAttrib3svARB
0000000224827d7c (__TEXT,__text) external _glVertexAttrib4Nbv
000000022482aea4 (__TEXT,__text) external _glVertexAttrib4NbvARB
0000000224827d98 (__TEXT,__text) external _glVertexAttrib4Niv
000000022482aedc (__TEXT,__text) external _glVertexAttrib4NivARB
0000000224827db4 (__TEXT,__text) external _glVertexAttrib4Nsv
000000022482aec0 (__TEXT,__text) external _glVertexAttrib4NsvARB
0000000224827dd0 (__TEXT,__text) external _glVertexAttrib4Nub
000000022482aca0 (__TEXT,__text) external _glVertexAttrib4NubARB
0000000224827df8 (__TEXT,__text) external _glVertexAttrib4Nubv
000000022482aef8 (__TEXT,__text) external _glVertexAttrib4NubvARB
0000000224827e14 (__TEXT,__text) external _glVertexAttrib4Nuiv
000000022482af30 (__TEXT,__text) external _glVertexAttrib4NuivARB
0000000224827e30 (__TEXT,__text) external _glVertexAttrib4Nusv
000000022482af14 (__TEXT,__text) external _glVertexAttrib4NusvARB
0000000224827e4c (__TEXT,__text) external _glVertexAttrib4bv
000000022482adc4 (__TEXT,__text) external _glVertexAttrib4bvARB
0000000224827e68 (__TEXT,__text) external _glVertexAttrib4d
000000022482ac88 (__TEXT,__text) external _glVertexAttrib4dARB
0000000224827e80 (__TEXT,__text) external _glVertexAttrib4dv
000000022482ae88 (__TEXT,__text) external _glVertexAttrib4dvARB
0000000224827e9c (__TEXT,__text) external _glVertexAttrib4f
000000022482ac70 (__TEXT,__text) external _glVertexAttrib4fARB
0000000224827eb4 (__TEXT,__text) external _glVertexAttrib4fv
000000022482ae6c (__TEXT,__text) external _glVertexAttrib4fvARB
0000000224827ed0 (__TEXT,__text) external _glVertexAttrib4iv
000000022482adfc (__TEXT,__text) external _glVertexAttrib4ivARB
0000000224827eec (__TEXT,__text) external _glVertexAttrib4s
000000022482ac48 (__TEXT,__text) external _glVertexAttrib4sARB
0000000224827f14 (__TEXT,__text) external _glVertexAttrib4sv
000000022482ade0 (__TEXT,__text) external _glVertexAttrib4svARB
0000000224827f30 (__TEXT,__text) external _glVertexAttrib4ubv
000000022482ae18 (__TEXT,__text) external _glVertexAttrib4ubvARB
0000000224827f4c (__TEXT,__text) external _glVertexAttrib4uiv
000000022482ae50 (__TEXT,__text) external _glVertexAttrib4uivARB
0000000224827f68 (__TEXT,__text) external _glVertexAttrib4usv
000000022482ae34 (__TEXT,__text) external _glVertexAttrib4usvARB
00000002248299b0 (__TEXT,__text) external _glVertexAttribDivisor
000000022482c2bc (__TEXT,__text) external _glVertexAttribDivisorARB
0000000224828d30 (__TEXT,__text) external _glVertexAttribI1i
000000022482ce18 (__TEXT,__text) external _glVertexAttribI1iEXT
0000000224828e40 (__TEXT,__text) external _glVertexAttribI1iv
000000022482cf28 (__TEXT,__text) external _glVertexAttribI1ivEXT
0000000224828db8 (__TEXT,__text) external _glVertexAttribI1ui
000000022482cea0 (__TEXT,__text) external _glVertexAttribI1uiEXT
0000000224828eb0 (__TEXT,__text) external _glVertexAttribI1uiv
000000022482cf98 (__TEXT,__text) external _glVertexAttribI1uivEXT
0000000224828d4c (__TEXT,__text) external _glVertexAttribI2i
000000022482ce34 (__TEXT,__text) external _glVertexAttribI2iEXT
0000000224828e5c (__TEXT,__text) external _glVertexAttribI2iv
000000022482cf44 (__TEXT,__text) external _glVertexAttribI2ivEXT
0000000224828dd4 (__TEXT,__text) external _glVertexAttribI2ui
000000022482cebc (__TEXT,__text) external _glVertexAttribI2uiEXT
0000000224828ecc (__TEXT,__text) external _glVertexAttribI2uiv
000000022482cfb4 (__TEXT,__text) external _glVertexAttribI2uivEXT
0000000224828d6c (__TEXT,__text) external _glVertexAttribI3i
000000022482ce54 (__TEXT,__text) external _glVertexAttribI3iEXT
0000000224828e78 (__TEXT,__text) external _glVertexAttribI3iv
000000022482cf60 (__TEXT,__text) external _glVertexAttribI3ivEXT
0000000224828df4 (__TEXT,__text) external _glVertexAttribI3ui
000000022482cedc (__TEXT,__text) external _glVertexAttribI3uiEXT
0000000224828ee8 (__TEXT,__text) external _glVertexAttribI3uiv
000000022482cfd0 (__TEXT,__text) external _glVertexAttribI3uivEXT
0000000224828f20 (__TEXT,__text) external _glVertexAttribI4bv
000000022482d008 (__TEXT,__text) external _glVertexAttribI4bvEXT
0000000224828d90 (__TEXT,__text) external _glVertexAttribI4i
000000022482ce78 (__TEXT,__text) external _glVertexAttribI4iEXT
0000000224828e94 (__TEXT,__text) external _glVertexAttribI4iv
000000022482cf7c (__TEXT,__text) external _glVertexAttribI4ivEXT
0000000224828f3c (__TEXT,__text) external _glVertexAttribI4sv
000000022482d024 (__TEXT,__text) external _glVertexAttribI4svEXT
0000000224828f58 (__TEXT,__text) external _glVertexAttribI4ubv
000000022482d040 (__TEXT,__text) external _glVertexAttribI4ubvEXT
0000000224828e18 (__TEXT,__text) external _glVertexAttribI4ui
000000022482cf00 (__TEXT,__text) external _glVertexAttribI4uiEXT
0000000224828f04 (__TEXT,__text) external _glVertexAttribI4uiv
000000022482cfec (__TEXT,__text) external _glVertexAttribI4uivEXT
0000000224828f74 (__TEXT,__text) external _glVertexAttribI4usv
000000022482d05c (__TEXT,__text) external _glVertexAttribI4usvEXT
0000000224828cc8 (__TEXT,__text) external _glVertexAttribIPointer
000000022482d078 (__TEXT,__text) external _glVertexAttribIPointerEXT
000000022482a8a4 (__TEXT,__text) external _glVertexAttribL1d
000000022482a904 (__TEXT,__text) external _glVertexAttribL1dv
000000022482a8bc (__TEXT,__text) external _glVertexAttribL2d
000000022482a920 (__TEXT,__text) external _glVertexAttribL2dv
000000022482a8d4 (__TEXT,__text) external _glVertexAttribL3d
000000022482a93c (__TEXT,__text) external _glVertexAttribL3dv
000000022482a8ec (__TEXT,__text) external _glVertexAttribL4d
000000022482a958 (__TEXT,__text) external _glVertexAttribL4dv
000000022482a974 (__TEXT,__text) external _glVertexAttribLPointer
0000000224829890 (__TEXT,__text) external _glVertexAttribP1ui
0000000224829920 (__TEXT,__text) external _glVertexAttribP1uiv
00000002248298b4 (__TEXT,__text) external _glVertexAttribP2ui
0000000224829944 (__TEXT,__text) external _glVertexAttribP2uiv
00000002248298d8 (__TEXT,__text) external _glVertexAttribP3ui
0000000224829968 (__TEXT,__text) external _glVertexAttribP3uiv
00000002248298fc (__TEXT,__text) external _glVertexAttribP4ui
000000022482998c (__TEXT,__text) external _glVertexAttribP4uiv
0000000224827f84 (__TEXT,__text) external _glVertexAttribPointer
000000022482af4c (__TEXT,__text) external _glVertexAttribPointerARB
000000022482b348 (__TEXT,__text) external _glVertexBlendARB
000000022482d8fc (__TEXT,__text) external _glVertexPointSizefAPPLE
0000000224826834 (__TEXT,__text) external _glVertexPointer
0000000224826858 (__TEXT,__text) external _glViewport
000000022482a9bc (__TEXT,__text) external _glViewportArrayv
000000022482a9dc (__TEXT,__text) external _glViewportIndexedf
000000022482a9f4 (__TEXT,__text) external _glViewportIndexedfv
00000002248294ec (__TEXT,__text) external _glWaitSync
000000022482b324 (__TEXT,__text) external _glWeightPointerARB
000000022482b244 (__TEXT,__text) external _glWeightbvARB
000000022482b2b4 (__TEXT,__text) external _glWeightdvARB
000000022482b298 (__TEXT,__text) external _glWeightfvARB
000000022482b27c (__TEXT,__text) external _glWeightivARB
000000022482b260 (__TEXT,__text) external _glWeightsvARB
000000022482b2d0 (__TEXT,__text) external _glWeightubvARB
000000022482b308 (__TEXT,__text) external _glWeightuivARB
000000022482b2ec (__TEXT,__text) external _glWeightusvARB
00000002248277bc (__TEXT,__text) external _glWindowPos2d
000000022482b9bc (__TEXT,__text) external _glWindowPos2dARB
00000002248277d0 (__TEXT,__text) external _glWindowPos2dv
000000022482b9d0 (__TEXT,__text) external _glWindowPos2dvARB
00000002248277e8 (__TEXT,__text) external _glWindowPos2f
000000022482b9e8 (__TEXT,__text) external _glWindowPos2fARB
00000002248277fc (__TEXT,__text) external _glWindowPos2fv
000000022482b9fc (__TEXT,__text) external _glWindowPos2fvARB
0000000224827814 (__TEXT,__text) external _glWindowPos2i
000000022482ba14 (__TEXT,__text) external _glWindowPos2iARB
0000000224827830 (__TEXT,__text) external _glWindowPos2iv
000000022482ba30 (__TEXT,__text) external _glWindowPos2ivARB
0000000224827848 (__TEXT,__text) external _glWindowPos2s
000000022482ba48 (__TEXT,__text) external _glWindowPos2sARB
0000000224827864 (__TEXT,__text) external _glWindowPos2sv
000000022482ba64 (__TEXT,__text) external _glWindowPos2svARB
000000022482787c (__TEXT,__text) external _glWindowPos3d
000000022482ba7c (__TEXT,__text) external _glWindowPos3dARB
0000000224827890 (__TEXT,__text) external _glWindowPos3dv
000000022482ba90 (__TEXT,__text) external _glWindowPos3dvARB
00000002248278a8 (__TEXT,__text) external _glWindowPos3f
000000022482baa8 (__TEXT,__text) external _glWindowPos3fARB
00000002248278bc (__TEXT,__text) external _glWindowPos3fv
000000022482babc (__TEXT,__text) external _glWindowPos3fvARB
00000002248278d4 (__TEXT,__text) external _glWindowPos3i
000000022482bad4 (__TEXT,__text) external _glWindowPos3iARB
00000002248278f4 (__TEXT,__text) external _glWindowPos3iv
000000022482baf4 (__TEXT,__text) external _glWindowPos3ivARB
000000022482790c (__TEXT,__text) external _glWindowPos3s
000000022482bb0c (__TEXT,__text) external _glWindowPos3sARB
000000022482792c (__TEXT,__text) external _glWindowPos3sv
000000022482bb2c (__TEXT,__text) external _glWindowPos3svARB
0000000298da64b8 (__DATA_DIRTY,__common) external _gll_noop
