00007ff841ae9dd0 (__DATA,__data) external _NDR_record
00007ff80040b9d4 (__TEXT,__text) external _mach_vm_reclaim_synchronize
00007ff80040b996 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff8003ffe3d (__TEXT,__text) external _mach_vm_region
00007ff8004050a4 (__TEXT,__text) external _mach_vm_region_recurse
00007ff800413f2a (__TEXT,__text) external _mach_vm_remap
00007ff800413fb8 (__TEXT,__text) external _mach_vm_remap_new
00007ff800416702 (__TEXT,__text) external _mach_vm_wire
00007ff80041b910 (__TEXT,__text) external _mach_vm_write
00007ff80040005a (__TEXT,__text) external _mach_voucher_attr_command
00007ff8003fd88f (__TEXT,__text) external _mach_voucher_deallocate
00007ff800425570 (__TEXT,__text) external _mach_voucher_debug_info
00007ff8004253a8 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff800404d02 (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff8003fe413 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff8003fc454 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff8003fc490 (__TEXT,__text) external _mach_wait_until
00007ff800417e82 (__TEXT,__text) external _mach_zone_force_gc
00007ff800418b23 (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff8004189fc (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff800417d28 (__TEXT,__text) external _mach_zone_info
00007ff800418869 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff8004186f9 (__TEXT,__text) external _mach_zone_info_for_zone
00007ff8003fc40c (__TEXT,__text) external _macx_backing_store_recovery
00007ff8003fc400 (__TEXT,__text) external _macx_backing_store_suspend
00007ff8003fc3dc (__TEXT,__text) external _macx_swapoff
00007ff8003fc3d0 (__TEXT,__text) external _macx_swapon
00007ff8003fc3f4 (__TEXT,__text) external _macx_triggers
00007ff8003fe6d0 (__TEXT,__text) external _madvise
00007ff841ae9e74 (__DATA,__bss) non-external _master_host_port
00007ff8003fc62e (__TEXT,__text) non-external _memcpy
00007ff800407ffd (__TEXT,__text) non-external _memmove
00007ff80040371c (__TEXT,__text) external _memorystatus_control
00007ff8004078b0 (__TEXT,__text) external _memorystatus_get_level
00007ff80040b007 (__TEXT,__text) external _mig_allocate
00007ff8003feb21 (__TEXT,__text) external _mig_dealloc_reply_port
00007ff800413d5b (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff800400c3b (__TEXT,__text) external _mig_deallocate
00007ff8003fc63c (__TEXT,__text) external _mig_get_reply_port
00007ff8003fd767 (__TEXT,__text) external _mig_get_special_reply_port
00007ff800400648 (__TEXT,__text) external _mig_put_reply_port
00007ff8003ffe09 (__TEXT,__text) external _mig_reply_setup
00007ff80040067d (__TEXT,__text) external _mig_strncpy
00007ff8003fd790 (__TEXT,__text) external _mig_strncpy_zerofill
00007ff8004078c8 (__TEXT,__text) external _mincore
00007ff8004078e0 (__TEXT,__text) external _minherit
00007ff8003fc4b4 (__TEXT,__text) external _mk_timer_arm
00007ff8003fc4cc (__TEXT,__text) external _mk_timer_arm_leeway
00007ff8003fc4c0 (__TEXT,__text) external _mk_timer_cancel
00007ff8003fc49c (__TEXT,__text) external _mk_timer_create
00007ff8003fc4a8 (__TEXT,__text) external _mk_timer_destroy
00007ff8003fd940 (__TEXT,__text) external _mkdir
00007ff8003ff17c (__TEXT,__text) external _mkdirat
00007ff8004078f8 (__TEXT,__text) external _mkfifo
00007ff800407910 (__TEXT,__text) external _mkfifoat
00007ff800407928 (__TEXT,__text) external _mknod
00007ff800407940 (__TEXT,__text) external _mknodat
00007ff8004042ec (__TEXT,__text) external _mlock
00007ff800407958 (__TEXT,__text) external _mlockall
00007ff8003fce52 (__TEXT,__text) external _mmap
00007ff8004063e8 (__TEXT,__text) external _mount
00007ff8003ff3e8 (__TEXT,__text) external _mprotect
00007ff800407970 (__TEXT,__text) external _mremap_encrypted
00007ff80040b15a (__TEXT,__text) external _msg_receive
00007ff80040b14e (__TEXT,__text) external _msg_rpc
00007ff80040b154 (__TEXT,__text) external _msg_send
00007ff800406f40 (__TEXT,__text) external _msgctl
00007ff800407988 (__TEXT,__text) external _msgget
00007ff8004079a0 (__TEXT,__text) external _msgrcv
00007ff800406f58 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff8004079b8 (__TEXT,__text) external _msgsnd
00007ff800406f70 (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff800406f88 (__TEXT,__text) external _msgsys
00007ff800401398 (__TEXT,__text) external _msync
00007ff800406fa0 (__TEXT,__text) external _msync$NOCANCEL
00007ff800404304 (__TEXT,__text) external _munlock
00007ff8004079d0 (__TEXT,__text) external _munlockall
00007ff8003ff0f2 (__TEXT,__text) external _munmap
00007ff8003ff67c (__TEXT,__text) external _necp_client_action
00007ff8004052a8 (__TEXT,__text) external _necp_match_policy
00007ff8003ff64c (__TEXT,__text) external _necp_open
00007ff8004079e8 (__TEXT,__text) external _necp_session_action
00007ff800407a00 (__TEXT,__text) external _necp_session_open
00007ff800407a18 (__TEXT,__text) external _net_qos_guideline
00007ff800407a30 (__TEXT,__text) external _netagent_trigger
00007ff80041dffa (__TEXT,__text) external _netname_check_in
00007ff80041e3d9 (__TEXT,__text) external _netname_check_out
00007ff80041e19a (__TEXT,__text) external _netname_look_up
00007ff80041e569 (__TEXT,__text) external _netname_version
00007ff80040c710 (__TEXT,__text) external _nfsclnt
00007ff800407a48 (__TEXT,__text) external _nfssvc
00007ff841ae9dc0 (__DATA,__data) external _non_boost_assertion_token
00007ff841ae9db8 (__DATA,__data) external _normal_boost_assertion_token
00007ff800407a60 (__TEXT,__text) external _ntp_adjtime
00007ff800407a78 (__TEXT,__text) external _ntp_gettime
00007ff800407a90 (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff800405b14 (__TEXT,__text) external _open
00007ff80040c778 (__TEXT,__text) external _open$NOCANCEL
00007ff800400a77 (__TEXT,__text) external _open_dprotected_np
00007ff8004127d8 (__TEXT,__text) external _openat
00007ff80040ca0d (__TEXT,__text) external _openat$NOCANCEL
00007ff800413230 (__TEXT,__text) external _openat_authenticated_np
00007ff80041315d (__TEXT,__text) external _openat_dprotected_np
00007ff800407aa8 (__TEXT,__text) external _openbyid_np
00007ff80040a177 (__TEXT,__text) external _os_buflet_get_data_address
00007ff80040a15e (__TEXT,__text) external _os_buflet_get_data_length
00007ff80040a17c (__TEXT,__text) external _os_buflet_get_data_limit
00007ff80040a15a (__TEXT,__text) external _os_buflet_get_data_offset
00007ff80040a16e (__TEXT,__text) external _os_buflet_get_object_address
00007ff80040a173 (__TEXT,__text) external _os_buflet_get_object_limit
00007ff80040a168 (__TEXT,__text) external _os_buflet_set_data_length
00007ff80040a162 (__TEXT,__text) external _os_buflet_set_data_offset
00007ff80040f000 (__TEXT,__text) external _os_channel_advance_slot
00007ff80040f93d (__TEXT,__text) external _os_channel_attr_clone
00007ff80040f8f8 (__TEXT,__text) external _os_channel_attr_create
00007ff80040fafb (__TEXT,__text) external _os_channel_attr_destroy
00007ff80040fc74 (__TEXT,__text) external _os_channel_attr_get
00007ff80040fdd4 (__TEXT,__text) external _os_channel_attr_get_key
00007ff80040fb49 (__TEXT,__text) external _os_channel_attr_set
00007ff80040fa03 (__TEXT,__text) external _os_channel_attr_set_key
00007ff80040efc8 (__TEXT,__text) external _os_channel_available_slot_count
00007ff800411038 (__TEXT,__text) external _os_channel_buflet_alloc
00007ff800410a9b (__TEXT,__text) external _os_channel_buflet_free
00007ff800411013 (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff80040ed31 (__TEXT,__text) external _os_channel_create
00007ff80040e31f (__TEXT,__text) external _os_channel_create_extended
00007ff80040ee6d (__TEXT,__text) external _os_channel_destroy
00007ff800410f8d (__TEXT,__text) external _os_channel_event_free
00007ff800413cdc (__TEXT,__text) external _os_channel_event_get_event_data
00007ff800413c33 (__TEXT,__text) external _os_channel_event_get_next_event
00007ff80040f633 (__TEXT,__text) external _os_channel_flow_admissible
00007ff80040f796 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00007ff80040f618 (__TEXT,__text) external _os_channel_get_advisory_region
00007ff80040ed40 (__TEXT,__text) external _os_channel_get_fd
00007ff800410f92 (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff800410be9 (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff80040f051 (__TEXT,__text) external _os_channel_get_next_slot
00007ff80040f5b7 (__TEXT,__text) external _os_channel_get_stats_region
00007ff80040eafa (__TEXT,__text) non-external _os_channel_info2attr
00007ff80040ec36 (__TEXT,__text) non-external _os_channel_init_ring
00007ff80040eecb (__TEXT,__text) external _os_channel_is_defunct
00007ff80041020e (__TEXT,__text) external _os_channel_large_packet_alloc
00007ff80040fe32 (__TEXT,__text) external _os_channel_packet_alloc
00007ff80040fe39 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00007ff800410218 (__TEXT,__text) external _os_channel_packet_free
00007ff8004105cd (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff80040efa7 (__TEXT,__text) external _os_channel_pending
00007ff800410861 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00007ff80040ed43 (__TEXT,__text) external _os_channel_read_attr
00007ff80040ee2c (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff80040eed8 (__TEXT,__text) external _os_channel_ring_id
00007ff80040efbf (__TEXT,__text) external _os_channel_ring_notify_time
00007ff80040efb6 (__TEXT,__text) external _os_channel_ring_sync_time
00007ff80040ef5f (__TEXT,__text) external _os_channel_rx_ring
00007ff80040f3c0 (__TEXT,__text) external _os_channel_set_slot_properties
00007ff800410363 (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff80041048e (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff80040f4a1 (__TEXT,__text) external _os_channel_slot_get_packet
00007ff80040ee4e (__TEXT,__text) external _os_channel_sync
00007ff80040ef28 (__TEXT,__text) external _os_channel_tx_ring
00007ff80040ed83 (__TEXT,__text) external _os_channel_write_attr
00007ff80040a12d (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff8004065a0 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff800412d93 (__TEXT,__text) external _os_cpu_in_cksum
00007ff800412e88 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff800407ac0 (__TEXT,__text) external _os_fault_with_payload
00007ff80040a128 (__TEXT,__text) external _os_inet_checksum
00007ff8004118c4 (__TEXT,__text) external _os_nexus_attr_clone
00007ff80041187f (__TEXT,__text) external _os_nexus_attr_create
00007ff800411b5c (__TEXT,__text) external _os_nexus_attr_destroy
00007ff800411a3c (__TEXT,__text) external _os_nexus_attr_get
00007ff800411920 (__TEXT,__text) external _os_nexus_attr_set
00007ff80041212e (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff800411e99 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff800411eba (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff800411b6f (__TEXT,__text) external _os_nexus_controller_create
00007ff800411e8d (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff8004123fa (__TEXT,__text) external _os_nexus_controller_destroy
00007ff800411eae (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff800411c02 (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff8004122b8 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff800411fbc (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff800411c05 (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff80041224a (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff800411f62 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff800412682 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00007ff80040a007 (__TEXT,__text) external _os_packet_add_buflet
00007ff80040964a (__TEXT,__text) external _os_packet_add_inet_csum_flags
00007ff80040973f (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff80040a09e (__TEXT,__text) external _os_packet_decrement_use_count
00007ff800409e87 (__TEXT,__text) external _os_packet_finalize
00007ff80040a0bd (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff800409dc7 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff80040951f (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff800409dbf (__TEXT,__text) external _os_packet_get_data_length
00007ff800409820 (__TEXT,__text) external _os_packet_get_expire_time
00007ff8004098c0 (__TEXT,__text) external _os_packet_get_expiry_action
00007ff8004096c5 (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff8004097ec (__TEXT,__text) external _os_packet_get_group_end
00007ff800409781 (__TEXT,__text) external _os_packet_get_group_start
00007ff8004090d5 (__TEXT,__text) external _os_packet_get_headroom
00007ff80040967c (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff800409cff (__TEXT,__text) external _os_packet_get_keep_alive
00007ff80040919c (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff80040925b (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff800409140 (__TEXT,__text) external _os_packet_get_link_header_length
00007ff8004091fb (__TEXT,__text) external _os_packet_get_link_multicast
00007ff800409df3 (__TEXT,__text) external _os_packet_get_next_buflet
00007ff800409ad3 (__TEXT,__text) external _os_packet_get_packetid
00007ff800409e5a (__TEXT,__text) external _os_packet_get_segment_count
00007ff800409473 (__TEXT,__text) external _os_packet_get_service_class
00007ff800409962 (__TEXT,__text) external _os_packet_get_token
00007ff80040a180 (__TEXT,__text) external _os_packet_get_trace_id
00007ff800409587 (__TEXT,__text) external _os_packet_get_traffic_class
00007ff80040938c (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff8004092c0 (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff800409326 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff800409d54 (__TEXT,__text) external _os_packet_get_truncated
00007ff800409c7e (__TEXT,__text) external _os_packet_get_vlan_id
00007ff800409c86 (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff800409c26 (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff800409cf0 (__TEXT,__text) external _os_packet_get_wake_flag
00007ff80040a081 (__TEXT,__text) external _os_packet_increment_use_count
00007ff800409c8c (__TEXT,__text) external _os_packet_set_app_metadata
00007ff8004094f1 (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff80040986d (__TEXT,__text) external _os_packet_set_expire_time
00007ff80040990c (__TEXT,__text) external _os_packet_set_expiry_action
00007ff800409702 (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff8004097b5 (__TEXT,__text) external _os_packet_set_group_end
00007ff80040974a (__TEXT,__text) external _os_packet_set_group_start
00007ff800409097 (__TEXT,__text) external _os_packet_set_headroom
00007ff80040960e (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff800409d0e (__TEXT,__text) external _os_packet_set_keep_alive
00007ff800409d88 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff80040916d (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff80040922c (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff800409102 (__TEXT,__text) external _os_packet_set_link_header_length
00007ff8004091cc (__TEXT,__text) external _os_packet_set_link_multicast
00007ff800409b5f (__TEXT,__text) external _os_packet_set_packetid
00007ff80040a21a (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff8004093f2 (__TEXT,__text) external _os_packet_set_service_class
00007ff800409a10 (__TEXT,__text) external _os_packet_set_token
00007ff80040a194 (__TEXT,__text) external _os_packet_set_trace_id
00007ff800409564 (__TEXT,__text) external _os_packet_set_traffic_class
00007ff8004093bf (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff800409359 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff80040928d (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff8004092f3 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff80040a249 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff80040a0ea (__TEXT,__text) external _os_packet_set_tx_timestamp
00007ff800409bd4 (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff80040a1c0 (__TEXT,__text) external _os_packet_trace_event
00007ff80040b6e9 (__TEXT,__text) external _os_proc_available_memory
00007ff80040b08d (__TEXT,__text) external _panic
00007ff80040b086 (__TEXT,__text) external _panic_init
00007ff800407ad8 (__TEXT,__text) external _panic_with_data
00007ff800402ca8 (__TEXT,__text) external _pathconf
00007ff800407af0 (__TEXT,__text) external _peeloff
00007ff8003fc3b8 (__TEXT,__text) external _pid_for_task
00007ff800407b08 (__TEXT,__text) external _pid_hibernate
00007ff800407b20 (__TEXT,__text) external _pid_resume
00007ff800411264 (__TEXT,__text) external _pid_shutdown_networking
00007ff800407b38 (__TEXT,__text) external _pid_shutdown_sockets
00007ff800407b50 (__TEXT,__text) external _pid_suspend
00007ff8004013b0 (__TEXT,__text) external _pipe
00007ff800407b68 (__TEXT,__text) external _pivot_root
00007ff800409063 (__TEXT,__text) external _pkt_subtype_assert_fail
00007ff80040907d (__TEXT,__text) external _pkt_type_assert_fail
00007ff8004031e8 (__TEXT,__text) external _poll
00007ff800407078 (__TEXT,__text) external _poll$NOCANCEL
00007ff800408fb8 (__TEXT,__text) non-external _port_for_id_internal
00007ff80040b0de (__TEXT,__text) external _port_obj_init
00007ff841ae9e40 (__DATA,__common) external _port_obj_table
00007ff841ae9da8 (__DATA,__data) external _port_obj_table_size
00007ff8003fe6d0 (__TEXT,__text) external _posix_madvise
00007ff800401c6e (__TEXT,__text) external _posix_spawn
00007ff80040597e (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff80040d6b2 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff80040d73a (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff8004064fb (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff80040176c (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff80040d7c7 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff80040648d (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff800405dcb (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff80040210a (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff800401724 (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff841ae9e88 (__DATA,__bss) non-external _posix_spawn_with_filter
00007ff800401f69 (__TEXT,__text) external _posix_spawnattr_destroy
00007ff80040d621 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff80040da98 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff80040da64 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff80040d3a6 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff80040d353 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff80040d852 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff80040d2ea (__TEXT,__text) external _posix_spawnattr_getflags
00007ff800401976 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff80040d407 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff80040d31f (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff80040d421 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff80040d305 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff80040d339 (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff800401857 (__TEXT,__text) external _posix_spawnattr_init
00007ff80040d63d (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff80040dec2 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00007ff80040d674 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff80040d659 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff80040d690 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff80040dc06 (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff80040da80 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff80040df77 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff80040dcbe (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff80040dd48 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff80040d88e (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff80040dfb9 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff800425a98 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff80040df98 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00007ff80040e052 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff80040de04 (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff80040dbd4 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff80040db5e (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff80040db86 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff80040dab4 (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff80040db36 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff80040d609 (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff80040df56 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff80040d97b (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff80040da45 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff80040d906 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff80040d54d (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff80040d876 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff80040dc34 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff80040d531 (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00007ff80040d458 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff800405949 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff800405e93 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff80040d9b0 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff80040d835 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff800405d7c (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff80040d50f (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff800406569 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff80040195e (__TEXT,__text) external _posix_spawnattr_setflags
00007ff8004031fd (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff800401a42 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff80040dbed (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff80040d4df (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff80040d43d (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff80040d4f7 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff800401943 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff800401929 (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff800405da1 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff8003fd878 (__TEXT,__text) external _pread
00007ff800407090 (__TEXT,__text) external _pread$NOCANCEL
00007ff800407b80 (__TEXT,__text) external _preadv
00007ff8004070a8 (__TEXT,__text) external _preadv$NOCANCEL
00007ff80040cdb9 (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff80040c1f8 (__TEXT,__text) external _proc_clear_cpulimits
00007ff80040c39c (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff80040bde5 (__TEXT,__text) external _proc_clear_dirty
00007ff80040c2a9 (__TEXT,__text) external _proc_clear_vmpressure
00007ff80040bce6 (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff800404564 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff800404624 (__TEXT,__text) external _proc_denap_assertion_complete
00007ff80040c3e9 (__TEXT,__text) external _proc_disable_apptype
00007ff800405680 (__TEXT,__text) external _proc_disable_cpumon
00007ff8004042c3 (__TEXT,__text) external _proc_disable_wakemon
00007ff80040c24e (__TEXT,__text) external _proc_donate_importance_boost
00007ff80040c449 (__TEXT,__text) external _proc_enable_apptype
00007ff80040425e (__TEXT,__text) external _proc_get_cpumon_params
00007ff80040bd8a (__TEXT,__text) external _proc_get_dirty
00007ff80040c111 (__TEXT,__text) external _proc_get_wakemon_params
00007ff80040456c (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff80040462c (__TEXT,__text) external _proc_importance_assertion_complete
00007ff80040bc1a (__TEXT,__text) external _proc_kmsgbuf
00007ff80040bd6f (__TEXT,__text) external _proc_libversion
00007ff80040c169 (__TEXT,__text) external _proc_list_dynkqueueids
00007ff80040c150 (__TEXT,__text) external _proc_list_uptrs
00007ff80040b9ed (__TEXT,__text) external _proc_listallpids
00007ff80040ba57 (__TEXT,__text) external _proc_listchildpids
00007ff80040ba8f (__TEXT,__text) external _proc_listcoalitions
00007ff80040ba22 (__TEXT,__text) external _proc_listpgrppids
00007ff80040451e (__TEXT,__text) external _proc_listpids
00007ff8004132a2 (__TEXT,__text) external _proc_listpidspath
00007ff800400feb (__TEXT,__text) external _proc_name
00007ff80040269e (__TEXT,__text) external _proc_pid_rusage
00007ff80040bb50 (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff80040bb07 (__TEXT,__text) external _proc_pidfdinfo
00007ff80040bb2c (__TEXT,__text) external _proc_pidfileportinfo
00007ff8003fd430 (__TEXT,__text) external _proc_pidinfo
00007ff8004023dd (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff8003fda25 (__TEXT,__text) external _proc_pidpath
00007ff80040bc45 (__TEXT,__text) external _proc_pidpath_audittoken
00007ff80040bb8e (__TEXT,__text) external _proc_regionfilename
00007ff80040c1e9 (__TEXT,__text) external _proc_reset_footprint_interval
00007ff80040bf7b (__TEXT,__text) external _proc_resume_cpumon
00007ff800403128 (__TEXT,__text) external _proc_rlimit_control
00007ff800402650 (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff8004025ec (__TEXT,__text) external _proc_set_cpumon_params
00007ff80040bfb3 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff80040c558 (__TEXT,__text) external _proc_set_csm
00007ff80040c34c (__TEXT,__text) external _proc_set_delayidlesleep
00007ff8003fecc0 (__TEXT,__text) external _proc_set_dirty
00007ff80040c4ac (__TEXT,__text) external _proc_set_no_smt
00007ff80040c2ff (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff80040431a (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff80040c0ec (__TEXT,__text) external _proc_set_wakemon_params
00007ff80040c182 (__TEXT,__text) external _proc_setcpu_percentage
00007ff8003fe090 (__TEXT,__text) external _proc_setpcontrol
00007ff80040babc (__TEXT,__text) external _proc_setthread_cpupercent
00007ff80040c608 (__TEXT,__text) external _proc_setthread_csm
00007ff80040c504 (__TEXT,__text) external _proc_setthread_no_smt
00007ff80040be87 (__TEXT,__text) external _proc_signal_with_audittoken
00007ff80040c4a9 (__TEXT,__text) external _proc_suppress
00007ff80040be2f (__TEXT,__text) external _proc_terminate
00007ff80040bf24 (__TEXT,__text) external _proc_terminate_all_rsr
00007ff80040becc (__TEXT,__text) external _proc_terminate_with_audittoken
00007ff800407b98 (__TEXT,__text) external _proc_trace_log
00007ff8003fec76 (__TEXT,__text) external _proc_track_dirty
