000000019f79f858 (__TEXT,__text) non-external +[Calculate _lock]
00000001d6a03448 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitIDToInfo
00000001d6a03444 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitNameToInfo
00000001d6a03440 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitNames
00000001d6a0343c (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitTypeCount
00000001d6a0344c (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitTypeNameToInfo
00000001d6a03450 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitTypeToInfo
00000001d7ee7ff8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_Calculate
00000001d7ee7fd0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalculateRequest
00000001d7ee7f80 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalculateResult
00000001d7ee7f58 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalculateTerm
00000001d7ee8048 (__AUTH,__objc_data) non-external _OBJC_METACLASS_$_CalculateToken
00000001d7ee8138 (__AUTH,__objc_data) non-external _OBJC_METACLASS_$_CalculateTokenizer
00000001d7ee7ee0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalculateUnit
00000001d7ee7c88 (__AUTH,__objc_data) external _OBJC_METACLASS_$_Converter
00000001d7ee7cb0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CurrencyCache
00000001d7ee7cd8 (__AUTH,__objc_data) non-external _OBJC_METACLASS_$_Localize
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00000001d7ee7e68 (__AUTH,__objc_data) non-external _OBJC_METACLASS_$_Trie
00000001d7ee7e40 (__AUTH,__objc_data) non-external _OBJC_METACLASS_$_TrieNode
00000001d7ee7d78 (__AUTH,__objc_data) non-external _OBJC_METACLASS_$_UnitInfo
00000001d7ee7d00 (__AUTH,__objc_data) non-external _OBJC_METACLASS_$_UnitRank
00000001d7ee7d28 (__AUTH,__objc_data) non-external _OBJC_METACLASS_$_UnitRanks
00000001d7ee7da0 (__AUTH,__objc_data) non-external _OBJC_METACLASS_$_UnitTypeInfo
00000001d7ee7df0 (__AUTH,__objc_data) non-external _OBJC_METACLASS_$_UnitsInfo
                 (undefined) external _SecTaskCopyValueForEntitlement (from Security)
                 (undefined) external _SecTaskCreateFromSelf (from Security)
000000019f77fc14 (__TEXT,__text) non-external _UnitCountAngleUnitID
000000019f78015c (__TEXT,__text) non-external _UnitCountCompose
000000019f77f740 (__TEXT,__text) non-external _UnitCountConvert
000000019f77ef80 (__TEXT,__text) non-external _UnitCountConvertID
000000019f77fddc (__TEXT,__text) non-external _UnitCountDecompose
000000019f77eedc (__TEXT,__text) non-external _UnitCountHasNonAngleUnits
000000019f77f9b8 (__TEXT,__text) non-external _UnitCountMultiply
000000019f77fb0c (__TEXT,__text) non-external _UnitCountNextSmallestID
000000019f77fcac (__TEXT,__text) non-external _UnitCountRequireDegrees
000000019f77fd44 (__TEXT,__text) non-external _UnitCountRequireRadians
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001ddcb3258 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CATEGORY_NSLocale_$_Whitespace
000000019f7cd598 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Calculate
000000019f7cd5e8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateRequest
000000019f7cd618 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateResult
000000019f7cd650 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateTerm
000000019f7cd668 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateToken
000000019f7cd680 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateTokenizer
000000019f7cd6b0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateUnit
000000019f7cd6c8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Converter
000000019f7cd718 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CurrencyCache
000000019f7cd730 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Localize
000000019f7cd798 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_UnitRanks
000000019f7cd7b0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_UnitsInfo
000000019f7cd7d0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateRequest
000000019f7cd880 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateResult
000000019f7cdb20 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateTerm
000000019f7cdc58 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateToken
000000019f7cdcb8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateTokenizer
000000019f7cde10 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateUnit
000000019f7cded8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_Converter
000000019f7ce0c0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CurrencyCache
000000019f7ce228 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_NSLocale(Whitespace)
000000019f7ce240 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_Trie
000000019f7ce360 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_TrieNode
000000019f7ce3c0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitInfo
000000019f7ce608 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitRank
000000019f7ce6c8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitRanks
000000019f7ce790 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitTypeInfo
000000019f7ce898 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitsInfo
00000001ddcaeaf0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateRequest
00000001ddcae6d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateResult
00000001ddcae5c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateTerm
00000001ddcaec38 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateToken
00000001ddcaed08 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateTokenizer
00000001ddcae4b0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateUnit
00000001ddcaef28 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_Converter
00000001ddcad3e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CurrencyCache
00000001ddcae2b0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_Trie
00000001ddcae1c8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_TrieNode
00000001ddcad958 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitInfo
00000001ddcad6d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitRank
00000001ddcad7a0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitRanks
00000001ddcadda0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitTypeInfo
00000001ddcadf90 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitsInfo
00000001ddcaeb98 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateRequest
00000001ddcae978 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateResult
00000001ddcae648 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateTerm
00000001ddcaecc0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateToken
00000001ddcaee70 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateTokenizer
00000001ddcae558 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateUnit
00000001ddcaf0d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_Converter
00000001ddcad568 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CurrencyCache
00000001ddcad040 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
00000001ddcae418 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_Trie
00000001ddcae230 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_TrieNode
00000001ddcadc00 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitInfo
00000001ddcad758 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitRank
00000001ddcad888 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitRanks
00000001ddcadee8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitTypeInfo
00000001ddcae0d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitsInfo
00000001ddcace50 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
00000001ddcad020 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
00000001ddcad140 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSXMLParserDelegate
00000001ddcad088 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00000001ddcad328 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSXMLParserDelegate
00000001ddcad128 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSXMLParserDelegate
00000001ddcad3c8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CurrencyCache
00000001ddcaebf0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Calculate
00000001ddcb3718 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateRequest
00000001ddcb3688 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateResult
00000001ddcb35f8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateTerm
00000001ddcb37f0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateToken
00000001ddcb3880 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateTokenizer
00000001ddcb3568 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateUnit
00000001ddcb3910 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Converter
00000001ddcb31c8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CurrencyCache
00000001ddcad640 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Localize
00000001ddcb34d8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Trie
00000001ddcb3490 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_TrieNode
00000001ddcb3370 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitInfo
00000001ddcb3298 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitRank
00000001ddcb3328 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitRanks
00000001ddcb33b8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitTypeInfo
00000001ddcb3448 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitsInfo
00000001ddcace38 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSObject
00000001ddcace40 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSXMLParserDelegate
00000001ddcb3760 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Calculate
00000001ddcb36d0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateRequest
00000001ddcb3640 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateResult
00000001ddcb35b0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateTerm
00000001ddcb37a8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateToken
00000001ddcb3838 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateTokenizer
00000001ddcb3520 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateUnit
00000001ddcb38c8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Converter
00000001ddcb3180 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CurrencyCache
00000001ddcb3210 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Localize
00000001ddcae268 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Trie
00000001ddcae180 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_TrieNode
00000001ddcad910 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitInfo
00000001ddcad688 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitRank
00000001ddcb32e0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitRanks
00000001ddcadd58 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitTypeInfo
00000001ddcb3400 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitsInfo
00000001d6a036b8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSObject
00000001d6a03718 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSXMLParserDelegate
                 (undefined) external __Unwind_Resume (from libSystem)
000000019f78ff14 (__TEXT,__text) non-external ___17-[UnitRanks sort]_block_invoke
000000019f79f91c (__TEXT,__text) non-external ___18+[Calculate _lock]_block_invoke
000000019f7a85f0 (__TEXT,__text) non-external ___23+[Converter initialize]_block_invoke
000000019f7a8734 (__TEXT,__text) non-external ___23+[Converter initialize]_block_invoke_2
000000019f7a8fe0 (__TEXT,__text) non-external ___23+[Converter initialize]_block_invoke_3
000000019f77d5c0 (__TEXT,__text) non-external ___23+[CurrencyCache shared]_block_invoke
000000019f77d3c0 (__TEXT,__text) non-external ___24-[CurrencyCache refresh]_block_invoke
000000019f7936b4 (__TEXT,__text) non-external ___25+[CalculateRequest _lock]_block_invoke
000000019f7a8520 (__TEXT,__text) non-external ___26+[Converter dispatchQueue]_block_invoke
000000019f793554 (__TEXT,__text) non-external ___26-[CalculateRequest update]_block_invoke
000000019f793404 (__TEXT,__text) non-external ___26-[CalculateRequest update]_block_invoke_2
000000019f793610 (__TEXT,__text) non-external ___31+[CalculateRequest serialQueue]_block_invoke
000000019f79a75c (__TEXT,__text) non-external ___31-[CalculateTerm formattedValue]_block_invoke
000000019f7a20ec (__TEXT,__text) non-external ___32-[CalculateTokenizer setString:]_block_invoke
000000019f7a1dd4 (__TEXT,__text) non-external ___32-[CalculateTokenizer setString:]_block_invoke_2
000000019f7a1f44 (__TEXT,__text) non-external ___32-[CalculateTokenizer setString:]_block_invoke_3
000000019f77cac4 (__TEXT,__text) non-external ___32-[CurrencyCache _queue_refresh:]_block_invoke
000000019f7a1298 (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke
000000019f7a1ad0 (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke.130
000000019f7a13e4 (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke.133
000000019f7a1620 (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke.140
000000019f7a1788 (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke.147
000000019f7a3248 (__TEXT,__text) non-external ___35-[CalculateTokenizer _loadIfNeeded]_block_invoke
000000019f7a30b4 (__TEXT,__text) non-external ___35-[CalculateTokenizer _loadIfNeeded]_block_invoke.108
000000019f7a2d20 (__TEXT,__text) non-external ___35-[CalculateTokenizer _loadIfNeeded]_block_invoke.95
000000019f7a2b30 (__TEXT,__text) non-external ___35-[CalculateTokenizer _loadIfNeeded]_block_invoke_2
000000019f77d1bc (__TEXT,__text) non-external ___36-[CurrencyCache refreshWithTimeOut:]_block_invoke
000000019f78f7d4 (__TEXT,__text) non-external ___38-[NSLocale(Whitespace) usesWhitespace]_block_invoke
000000019f79c8ac (__TEXT,__text) non-external ___39-[CalculateResult localizedConversions]_block_invoke
000000019f79ca10 (__TEXT,__text) non-external ___39-[CalculateResult localizedConversions]_block_invoke.339
000000019f7a6414 (__TEXT,__text) non-external ___40-[Converter _updateInputValueFromMatch:]_block_invoke
000000019f79f7ac (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke
000000019f79b2b4 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.553
000000019f79b374 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.557
000000019f797f6c (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.559
000000019f798084 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.565
000000019f79b86c (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.573
000000019f79843c (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.670
000000019f79849c (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.690
000000019f79b5d8 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.698
000000019f79b2a8 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.733
000000019f798e98 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.757
000000019f799048 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.770
000000019f79922c (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.789
000000019f79b9b8 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2
000000019f79b938 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.560
000000019f79b880 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.566
000000019f79819c (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.580
000000019f79b79c (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.691
000000019f79b538 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.707
000000019f798aec (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.740
000000019f798824 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_3
000000019f79b860 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_3.665
000000019f79b52c (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_3.716
000000019f79b088 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_3.741
000000019f798674 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_4
000000019f798c30 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_4.753
000000019f77c51c (__TEXT,__text) non-external ___44-[CurrencyCache _loadPersistedCurrencyCache]_block_invoke
000000019f77c768 (__TEXT,__text) non-external ___44-[CurrencyCache _queue_persistCurrencyCache]_block_invoke
000000019f7a6fc8 (__TEXT,__text) non-external ___45-[Converter processConversionWithCompletion:]_block_invoke
000000019f7a7f9c (__TEXT,__text) non-external ___45-[Converter processConversionWithCompletion:]_block_invoke.102
000000019f79db60 (__TEXT,__text) non-external ___46-[CalculateResult conversionsForMetric:US:UK:]_block_invoke
000000019f792e5c (__TEXT,__text) non-external ___50+[Trie enumerateCharactersInKey:range:usingBlock:]_block_invoke
000000019f79aba4 (__TEXT,__text) non-external ___73-[CalculateTerm getMaximumFractionDigits:minimumFractionDigits:forValue:]_block_invoke
000000019f798484 (__TEXT,__text) non-external ___Block_byref_object_copy_
000000019f7a13cc (__TEXT,__text) non-external ___Block_byref_object_copy_.552
000000019f798494 (__TEXT,__text) non-external ___Block_byref_object_dispose_
000000019f7a13dc (__TEXT,__text) non-external ___Block_byref_object_dispose_.553
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
000000019f78f898 (__TEXT,__text) non-external ___CalculateLogForCategory_block_invoke
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
000000019f780db0 (__TEXT,__text) non-external ____functionAdd_block_invoke
000000019f781cb4 (__TEXT,__text) non-external ____functionMultiply_block_invoke
000000019f7af9dc (__TEXT,__text) non-external ___bid128_acos
000000019f7afca8 (__TEXT,__text) non-external ___bid128_add
000000019f7b2c7c (__TEXT,__text) non-external ___bid128_asin
000000019f7b2f18 (__TEXT,__text) non-external ___bid128_asinh
000000019f7b3150 (__TEXT,__text) non-external ___bid128_atan
000000019f7b3484 (__TEXT,__text) non-external ___bid128_atanh
000000019f7b3830 (__TEXT,__text) non-external ___bid128_cbrt
000000019f7b5704 (__TEXT,__text) non-external ___bid128_cos
000000019f7b5db8 (__TEXT,__text) non-external ___bid128_div
000000019f7b78a8 (__TEXT,__text) non-external ___bid128_exp
000000019f7bd260 (__TEXT,__text) non-external ___bid128_fmod
000000019f7c66c0 (__TEXT,__text) non-external ___bid128_from_string
000000019f7bda18 (__TEXT,__text) non-external ___bid128_hypot
000000019f7bef90 (__TEXT,__text) non-external ___bid128_isZero
000000019f7be2b0 (__TEXT,__text) non-external ___bid128_lgamma
000000019f7be824 (__TEXT,__text) non-external ___bid128_log
000000019f7beb14 (__TEXT,__text) non-external ___bid128_log10
000000019f7bee04 (__TEXT,__text) non-external ___bid128_mul
000000019f7bf004 (__TEXT,__text) non-external ___bid128_pow
000000019f7b3bdc (__TEXT,__text) non-external ___bid128_quiet_equal
000000019f7b3f30 (__TEXT,__text) non-external ___bid128_quiet_greater
000000019f7b4528 (__TEXT,__text) non-external ___bid128_quiet_greater_equal
000000019f7b4b14 (__TEXT,__text) non-external ___bid128_quiet_less
000000019f7b510c (__TEXT,__text) non-external ___bid128_quiet_less_equal
000000019f7c2144 (__TEXT,__text) non-external ___bid128_rem
000000019f7c29d4 (__TEXT,__text) non-external ___bid128_round_integral_exact
000000019f7c37f0 (__TEXT,__text) non-external ___bid128_round_integral_nearest_even
000000019f7c3bf4 (__TEXT,__text) non-external ___bid128_round_integral_negative
000000019f7c3fc8 (__TEXT,__text) non-external ___bid128_round_integral_zero
000000019f7c42d0 (__TEXT,__text) non-external ___bid128_sin
000000019f7c49c8 (__TEXT,__text) non-external ___bid128_sqrt
000000019f7b2c5c (__TEXT,__text) non-external ___bid128_sub
000000019f7c7660 (__TEXT,__text) non-external ___bid128_tan
000000019f7c8bf8 (__TEXT,__text) non-external ___bid128_to_binary128
000000019f7c85cc (__TEXT,__text) non-external ___bid128_to_binary64
000000019f7c7cd4 (__TEXT,__text) non-external ___bid128_to_int32_int
000000019f7c5b84 (__TEXT,__text) non-external ___bid128_to_string
000000019f7c826c (__TEXT,__text) non-external ___bid128_to_uint64_int
000000019f904ff0 (__TEXT,__const) non-external ___bid_Ex128m128
000000019f905fe0 (__TEXT,__const) non-external ___bid_Ex192m192
000000019f907be0 (__TEXT,__const) non-external ___bid_Ex256m256
000000019f9049f0 (__TEXT,__const) non-external ___bid_Ex64m64
000000019f904da0 (__TEXT,__const) non-external ___bid_Kx128
000000019f9058e0 (__TEXT,__const) non-external ___bid_Kx192
000000019f907280 (__TEXT,__const) non-external ___bid_Kx256
000000019f904968 (__TEXT,__const) non-external ___bid_Kx64
000000019f7dbaa0 (__TEXT,__const) non-external ___bid_char_table2
000000019f7daee8 (__TEXT,__const) non-external ___bid_char_table3
000000019f900ca0 (__TEXT,__const) non-external ___bid_convert_table
000000019f903ba0 (__TEXT,__const) non-external ___bid_estimate_decimal_digits
000000019f902582 (__TEXT,__const) non-external ___bid_factors
000000019f9051b0 (__TEXT,__const) non-external ___bid_half128
000000019f906280 (__TEXT,__const) non-external ___bid_half192
000000019f907f68 (__TEXT,__const) non-external ___bid_half256
000000019f904ac0 (__TEXT,__const) non-external ___bid_half64
000000019f905088 (__TEXT,__const) non-external ___bid_mask128
000000019f9060c0 (__TEXT,__const) non-external ___bid_mask192
000000019f907d10 (__TEXT,__const) non-external ___bid_mask256
000000019f904a38 (__TEXT,__const) non-external ___bid_mask64
000000019f824c60 (__TEXT,__const) non-external ___bid_maskhigh128
000000019f7da330 (__TEXT,__const) non-external ___bid_midi_tbl
000000019f904c70 (__TEXT,__const) non-external ___bid_midpoint128
000000019f905660 (__TEXT,__const) non-external ___bid_midpoint192
000000019f907020 (__TEXT,__const) non-external ___bid_midpoint256
000000019f9048d0 (__TEXT,__const) non-external ___bid_midpoint64
000000019f7d7f30 (__TEXT,__const) non-external ___bid_mod10_18_tbl
000000019f823c20 (__TEXT,__const) non-external ___bid_nr_digits
000000019f825020 (__TEXT,__const) non-external ___bid_onehalf128
000000019f9020a0 (__TEXT,__const) non-external ___bid_packed_10000_zeros
000000019f904100 (__TEXT,__const) non-external ___bid_power10_index_binexp_128
000000019f903db0 (__TEXT,__const) non-external ___bid_power10_table_128
000000019f903b10 (__TEXT,__const) non-external ___bid_recip_scale
000000019f9038d0 (__TEXT,__const) non-external ___bid_reciprocals10_128
000000019f904068 (__TEXT,__const) non-external ___bid_reciprocals10_64
000000019f7cb384 (__TEXT,__text) non-external ___bid_round128_19_38
000000019f7cb724 (__TEXT,__text) non-external ___bid_round192_39_57
000000019f7cbff4 (__TEXT,__text) non-external ___bid_round256_58_76
000000019f7cb24c (__TEXT,__text) non-external ___bid_round64_2_18
000000019f902d90 (__TEXT,__const) non-external ___bid_round_const_table_128
000000019f824d70 (__TEXT,__const) non-external ___bid_shiftright128
000000019f904020 (__TEXT,__const) non-external ___bid_short_recip_scale
000000019f905530 (__TEXT,__const) non-external ___bid_ten2k128
000000019f906b40 (__TEXT,__const) non-external ___bid_ten2k256
000000019f904bd0 (__TEXT,__const) non-external ___bid_ten2k64
000000019f824a40 (__TEXT,__const) non-external ___bid_ten2mk128
