00007ffb1cb3835b (__TEXT,__text) external _AAAFSCGetMetadata
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00007ffb1caf04c2 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffb1cb0e49d (__TEXT,__text) non-external _chunkAppendHole
00007ffb1cafa77f (__TEXT,__text) non-external _chunkAsyncCancel
00007ffb1cafa04b (__TEXT,__text) non-external _chunkAsyncClose
00007ffb1cafa408 (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffb1cafa79f (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffb1cafa5ac (__TEXT,__text) non-external _chunkAsyncProcess
00007ffb1cb0e46f (__TEXT,__text) non-external _chunkDestroy
00007ffb1cb0c91b (__TEXT,__text) non-external _chunk_compare_by_position
00007ffb1cb0c90f (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffb1caf3249 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffb1cacdbcf (__TEXT,__text) non-external _closeProc
00007ffb1caf4495 (__TEXT,__text) non-external _closeProc
00007ffb1cafe3df (__TEXT,__text) non-external _closeProc
00007ffb1cb101d8 (__TEXT,__text) non-external _closeProc
00007ffb1cacde76 (__TEXT,__text) non-external _closeWithStateProc
00007ffb1caf451c (__TEXT,__text) non-external _closeWithStateProc
00007ffb1caff869 (__TEXT,__text) non-external _closeWithStateProc
00007ffb1cb10296 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffb1cb20034 (__TEXT,__text) non-external _cmpNodesProc
00007ffb1cac9e5f (__TEXT,__text) non-external _cmpRange
00007ffb1cacd5ec (__TEXT,__text) non-external _cmp_entries_clc
00007ffb1cacd5bf (__TEXT,__text) non-external _cmp_entries_hlc
00007ffb1cacd66d (__TEXT,__text) non-external _cmp_entries_offset
00007ffb1cacd619 (__TEXT,__text) non-external _cmp_entries_slc
00007ffb1cb1d63e (__TEXT,__text) non-external _cmp_keys
00007ffb1cb0ff69 (__TEXT,__text) non-external _cmp_markers
00007ffb1caea0a3 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffb1caea040 (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffb1caea087 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffb1caea0b1 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffb1caea095 (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffb1cad0e6e (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffb1cb3243f (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffb1cafc2f2 (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffb1cafc252 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffb1cb41547 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffb1cb04660 (__TEXT,__text) non-external _convertStreamAbort
00007ffb1cb048d2 (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffb1cb03475 (__TEXT,__text) non-external _convertStreamClose
00007ffb1cb04b21 (__TEXT,__text) non-external _convertStreamEndBlob
00007ffb1cb04837 (__TEXT,__text) non-external _convertStreamEndEntry
00007ffb1cb0479a (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffb1cb041dc (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffb1cb0350c (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffb1cafc998 (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffb1cafcd1c (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffb1cb1de56 (__TEXT,__text) non-external _create
00007ffb1cb0327a (__TEXT,__text) non-external _createErrorContextKey
00007ffb1cb02ce1 (__TEXT,__text) non-external (was a private external) _createThread
00007ffb1cae82a5 (__TEXT,__text) non-external _currentWriteBufferFull
00007ffb1cb364e8 (__TEXT,__text) non-external _decodeStreamAbort
00007ffb1cb3650b (__TEXT,__text) non-external _decodeStreamClose
00007ffb1cb35649 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00007ffb1cb35963 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffb1cb35825 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffb1cb36320 (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffb1cb3571a (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffb1cb35e12 (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffb1cb355a9 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffb1cb38bea (__TEXT,__text) non-external _decompressToData
00007ffb1cac9e44 (__TEXT,__text) non-external _decryptAsyncCancel
00007ffb1cac87d3 (__TEXT,__text) non-external _decryptAsyncClose
00007ffb1cac89d5 (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffb1cac9e56 (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffb1cac8b22 (__TEXT,__text) non-external _decryptAsyncProcess
00007ffb1cb06523 (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffb1cb063a5 (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffb1cb06530 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffb1cb0653d (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffb1cae680e (__TEXT,__text) non-external _ecc65537Inv
00007ffb1cae6422 (__TEXT,__text) non-external _ecc65537PolyEval
00007ffb1cae66a5 (__TEXT,__text) non-external _ecc65537Solve
00007ffb1cae6485 (__TEXT,__text) non-external _ecc65537Triangulate
00007ffb1cb32f3a (__TEXT,__text) non-external _encodeEntry
00007ffb1cb330c4 (__TEXT,__text) non-external _encodeYOPEntry
00007ffb1cb340b4 (__TEXT,__text) non-external _encoderStreamAbort
00007ffb1cb33eeb (__TEXT,__text) non-external _encoderStreamClose
00007ffb1cb3424e (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffb1cb340d1 (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffb1cb02697 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffb1cb32408 (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffb1cb13854 (__TEXT,__text) non-external _entryMessage
00007ffb1cb24575 (__TEXT,__text) non-external _entryRelease
00007ffb1cb323ed (__TEXT,__text) non-external _entryVectorCmp
00007ffb1cafdbea (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffb1cafdd0b (__TEXT,__text) non-external _enumerateTree_rec
00007ffb1cb1eca2 (__TEXT,__text) non-external _expandDirThreadProc
00007ffb1cb24558 (__TEXT,__text) non-external _extractStreamAbort
00007ffb1cb21e14 (__TEXT,__text) non-external _extractStreamClose
00007ffb1cb24ef0 (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffb1cb24fc8 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffb1cb24d55 (__TEXT,__text) non-external _extractStreamStateFail
00007ffb1cb23d33 (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffb1cb22d8e (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffb1cb1411c (__TEXT,__text) non-external _extractThread
00007ffb1cb246e8 (__TEXT,__text) non-external _extractThreadFailEntry
00007ffb1cb20d35 (__TEXT,__text) non-external _extractThreadProc
00007ffb1cb24e3f (__TEXT,__text) non-external _extractThreadSendCommand
00007ffb1cb13c7e (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffb1cb13a93 (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffb1cb13c88 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffb1cb13d01 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffb1cae03c0 (__TEXT,__text) non-external _findFirst
00007ffb1cb0c934 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffb1cae130e (__TEXT,__text) non-external _flushBuf
00007ffb1cb344f3 (__TEXT,__text) non-external _flushOBuf
00007ffb1cb3ae62 (__TEXT,__text) non-external _flushOBuf
00007ffb1caf6fd0 (__TEXT,__text) non-external _flushToResourceFork
00007ffb1cb34632 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffb1cb34c06 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffb1cae16ba (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffb42b8a588 (__DATA,__bss) non-external _gErrorContextKey
00007ffb1cb0f2b6 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffb1cafd915 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffb1cb352ec (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffb1cae69d0 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffb1cafc00f (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffb1cb03228 (__TEXT,__text) non-external _getErrorContextKey
00007ffb42b8a578 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00007ffb1cb0aa54 (__TEXT,__text) non-external _getFieldBlob
00007ffb1cafd1a1 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffb1cafd120 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffb1cafd6fb (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffb1cafd88a (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffb1cafd098 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffb1cafd9a7 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffb1cafd9bd (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffb1cafda4b (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffb1cafd679 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffb1cb433a8 (__TEXT,__text) non-external _getFreeCachePos
00007ffb1cad1f85 (__TEXT,__text) non-external _getHeader
00007ffb1cb1fc5d (__TEXT,__text) non-external _getPath
00007ffb1cafbfdb (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffb1cafc663 (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffb1cb143a6 (__TEXT,__text) non-external _getTempSegmentFilename
00007ffb1cafe160 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffb1cb413c3 (__TEXT,__text) non-external _graisAbort
00007ffb1cb3f61d (__TEXT,__text) non-external _graisClose
00007ffb1cb40fa1 (__TEXT,__text) non-external _graisPRead
00007ffb1cb40f79 (__TEXT,__text) non-external _graisRead
00007ffb1cb4137d (__TEXT,__text) non-external _graisSeek
00007ffb1cb1ebe3 (__TEXT,__text) non-external _increaseCapacity
00007ffb1caf0720 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffb1cb34bf2 (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffb1cb25728 (__TEXT,__text) non-external _init_blob_with_magic
00007ffb1cafc6f5 (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffb1cb2af80 (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffb1cb0301c (__TEXT,__text) non-external (was a private external) _joinThread
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffb1cb02764 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffb1cb358bc (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffb1cb0e622 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffb1cb29ba8 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffb1cb3b017 (__TEXT,__text) non-external _loadChunkOffsets
00007ffb1cb384c0 (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffb1cb141d7 (__TEXT,__text) non-external _loadTempSegment
00007ffb1cb13d93 (__TEXT,__text) non-external _loadThread
00007ffb1cafa266 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffb1cafc0fb (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffb1caee6d3 (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffb1caee6c6 (__TEXT,__text) non-external _memoryInputStreamClose
00007ffb1caee708 (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffb1caee6e5 (__TEXT,__text) non-external _memoryInputStreamRead
00007ffb1caee75f (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffb1caee8b7 (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffb1caee8aa (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffb1caee8c9 (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffb1cb352c6 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffb1cb34e4f (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffb1cb43c4c (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffb1cb1f5a4 (__TEXT,__text) non-external _normalize
00007ffb1cafc186 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffb1cb1443a (__TEXT,__text) non-external _notifySegmentAvailable
                 (undefined) external _objc_msgSend (from libobjc)
00007ffb1cb55f70 (__TEXT,__const) non-external _old_resource_fork_map
00007ffb1cb564e0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffb1cad106a (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffb1cafc58a (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffb1cad1efb (__TEXT,__text) non-external _pcRead
00007ffb1cad12bc (__TEXT,__text) non-external _pcWrite
00007ffb1cac78d0 (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffb1cac785f (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffb1cac784a (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffb1cb0cdb0 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffb1cb44079 (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffb1cb0cf26 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _perror (from libSystem)
00007ffb1cb08f65 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _pread (from libSystem)
00007ffb1cae956c (__TEXT,__text) non-external _processEntry
00007ffb1cb00ed4 (__TEXT,__text) non-external _processEntry
00007ffb1cb06150 (__TEXT,__text) non-external _processSegment
00007ffb1cb1351c (__TEXT,__text) non-external _processSegment
00007ffb1cae36ec (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffb1cb34d0f (__TEXT,__text) non-external (was a private external) _pushControls
00007ffb1cb34c9a (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffb1cac9e7a (__TEXT,__text) non-external _pushPaddingRange
00007ffb1cac866f (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffb1caf214c (__TEXT,__text) non-external _quicksort64
00007ffb1cae517f (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffb1cafb9be (__TEXT,__text) non-external _rangeCmp
00007ffb1caf690c (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffb1caf68e9 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffb1caf6929 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffb1cad2e79 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffb1cb4182c (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffb1cafbf80 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffb1cb258b9 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffb1cafe061 (__TEXT,__text) non-external _removeEntryProc
00007ffb1cafdca3 (__TEXT,__text) non-external (was a private external) _removeFile
00007ffb1cafe0fb (__TEXT,__text) non-external _removeLeaveDirProc
00007ffb1cae951f (__TEXT,__text) non-external _removeStreamAbort
00007ffb1cae8cc8 (__TEXT,__text) non-external _removeStreamClose
00007ffb1cae950f (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffb1cae9005 (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffb1cafe02b (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffb1cb34c2d (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffb1cb39438 (__TEXT,__text) non-external _resizeResourceFork
00007ffb1cb06e8b (__TEXT,__text) non-external _resizeStream
00007ffb1cb3866f (__TEXT,__text) non-external _resourceForkSize
00007ffb1cb1470e (__TEXT,__text) non-external _retireEntryRange
00007ffb1cb24bde (__TEXT,__text) non-external _retireThreadEnqueue
00007ffb1cb2079e (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffb1caf329f (__TEXT,__text) non-external _seekTo
00007ffb1cae8236 (__TEXT,__text) non-external _sendEOF
00007ffb1cb0467c (__TEXT,__text) non-external _sendHeader
00007ffb1cad86e0 (__TEXT,__text) non-external _sendMessage
00007ffb1cb413ec (__TEXT,__text) non-external _sendMessage
00007ffb1cae5043 (__TEXT,__text) non-external _sequentialReaderProc
00007ffb1cae50c7 (__TEXT,__text) non-external _sequentialWriterProc
00007ffb1cb4c840 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffb1cb0af54 (__TEXT,__text) non-external _setFieldBlob
00007ffb1cafd215 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffb1cafd7d1 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffb1cb0270c (__TEXT,__text) non-external _setThreadErrorContext
                 (undefined) external _setattrlist (from libSystem)
00007ffb1cb05bf3 (__TEXT,__text) non-external _setupContext
00007ffb1cb124bd (__TEXT,__text) non-external _setupContext
00007ffb1cafc07f (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffb1cafc0c7 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffb1cadcaff (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffb1cac9f14 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffb1cafd18a (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffb1cafe152 (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffb1cb1cb8e (__TEXT,__text) non-external _stateAppendEntry
00007ffb1cb313ee (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffb1cb31f95 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffb1cb313fb (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffb1cb1c553 (__TEXT,__text) non-external _stateConcatPath
00007ffb1cb199e4 (__TEXT,__text) non-external _stateDestroy
00007ffb1cb312a8 (__TEXT,__text) non-external _stateDestroy
00007ffb1cb1c586 (__TEXT,__text) non-external _stateGetEntryData
00007ffb1cb32baf (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffb1cb1c772 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffb1cafba1f (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffb1cb43977 (__TEXT,__text) non-external _storeCachePos
00007ffb1cb3a939 (__TEXT,__text) non-external _storeChunkOffsets
00007ffb1cafc852 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffb1caf98b5 (__TEXT,__text) non-external _streamAbort
00007ffb1cb0dacd (__TEXT,__text) non-external _streamAbort
00007ffb1caf9745 (__TEXT,__text) non-external _streamClose
00007ffb1cb0d70d (__TEXT,__text) non-external _streamClose
00007ffb1cadb1ea (__TEXT,__text) non-external _streamConsumerProc
00007ffb1cb0e2ff (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffb1caf98d2 (__TEXT,__text) non-external _streamPRead
00007ffb1cb0daed (__TEXT,__text) non-external _streamPWrite
00007ffb1cafa7ab (__TEXT,__text) non-external _streamProc
00007ffb1cb40697 (__TEXT,__text) non-external _streamProc
00007ffb1caf9cd7 (__TEXT,__text) non-external _streamRead
00007ffb1caf9cfa (__TEXT,__text) non-external _streamSeek
00007ffb1cadb2a6 (__TEXT,__text) non-external _streamThreadProc
00007ffb1cadb15b (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffb1caef0ea (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffb1caeebba (__TEXT,__text) non-external _stringTableReserve
00007ffb1cb37c74 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
00007ffb1cb32e10 (__TEXT,__text) non-external _subArchiveCreate
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffb1cb2afe1 (__TEXT,__text) non-external _tarParseInt
