                 (undefined) external _CBAdvertisementDataIsConnectable (from CoreBluetooth)
                 (undefined) external _CBAdvertisementDataServiceDataKey (from CoreBluetooth)
                 (undefined) external _CBCentralManagerScanOptionAllowDuplicatesKey (from CoreBluetooth)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytes (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppBooleanValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _DNSServiceBrowse (from libSystem)
                 (undefined) external _DNSServiceCreateConnection (from libSystem)
                 (undefined) external _DNSServiceGetAddrInfo (from libSystem)
                 (undefined) external _DNSServiceReconfirmRecord (from libSystem)
                 (undefined) external _DNSServiceRefDeallocate (from libSystem)
                 (undefined) external _DNSServiceRegister (from libSystem)
                 (undefined) external _DNSServiceRegisterRecord (from libSystem)
                 (undefined) external _DNSServiceResolve (from libSystem)
                 (undefined) external _DNSServiceSetDispatchQueue (from libSystem)
                 (undefined) external _DNSServiceUpdateRecord (from libSystem)
                 (undefined) external _IOIteratorNext (from IOKit)
                 (undefined) external _IOObjectRelease (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) external _IORegistryEntryGetParentEntry (from IOKit)
                 (undefined) external _IOServiceGetMatchingServices (from IOKit)
                 (undefined) external _IOServiceMatching (from IOKit)
00007ffb4186de28 (__DATA_CONST,__const) external _MTRArrayValueType
00007ffb438f3c48 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterCommissionerControl
00007ffb438f3e28 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterCommodityMetering
00007ffb438f27f8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterCommodityPrice
00007ffb438f3ba8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterCommodityTariff
00007ffb438f3928 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterContentAppObserver
00007ffb438f38d8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterContentControl
00007ffb438f3748 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterContentLauncher
00007ffb438f1448 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterDescriptor
00007ffb438f2898 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterDeviceEnergyManagement
00007ffb438f2a78 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterDeviceEnergyManagementMode
00007ffb438f1998 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterDiagnosticLogs
00007ffb438f2398 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterDishwasherAlarm
00007ffb438f22a8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterDishwasherMode
00007ffb438f2b18 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterDoorLock
00007ffb438f3bf8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterEcosystemInformation
00007ffb438f2758 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterElectricalEnergyMeasurement
00007ffb438f2ac8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterElectricalGridConditions
00007ffb438f4b48 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterElectricalMeasurement
00007ffb438f2708 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterElectricalPowerMeasurement
00007ffb438f28e8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterEnergyEVSE
00007ffb438f29d8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterEnergyEVSEMode
00007ffb438f2938 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterEnergyPreference
00007ffb438f1b28 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterEthernetNetworkDiagnostics
00007ffb438f2d48 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterFanControl
00007ffb438f1da8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterFixedLabel
00007ffb438f2f78 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterFlowMeasurement
00007ffb438f31f8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterFormaldehydeConcentrationMeasurement
00007ffb438f18f8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterGeneralCommissioning
00007ffb438f19e8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterGeneralDiagnostics
00007ffb438f1d58 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterGroupKeyManagement
00007ffb438f2578 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterGroupcast
00007ffb438f1308 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterGroups
00007ffb438f25c8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterHEPAFilterMonitoring
00007ffb438f1e98 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterICDManagement
00007ffb438f12b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterIdentify
00007ffb438f2e88 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterIlluminanceMeasurement
00007ffb438f3ce8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterJointFabricAdministrator
00007ffb438f3c98 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterJointFabricDatastore
00007ffb438f36f8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterKeypadInput
00007ffb438f1fd8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterLaundryDryerControls
00007ffb438f2118 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterLaundryWasherControls
00007ffb438f2078 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterLaundryWasherMode
00007ffb438f13a8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterLevelControl
00007ffb438f1768 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterLocalizationConfiguration
00007ffb438f36a8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterLowPower
00007ffb438f3658 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterMediaInput
00007ffb438f3608 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterMediaPlayback
00007ffb438f2848 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterMessages
00007ffb438f3dd8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterMeterIdentification
00007ffb438f2438 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterMicrowaveOvenControl
00007ffb438f23e8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterMicrowaveOvenMode
00007ffb438f2028 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterModeSelect
00007ffb438f1948 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterNetworkCommissioning
00007ffb438f3108 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterNitrogenDioxideConcentrationMeasurement
00007ffb438f1628 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOTASoftwareUpdateProvider
00007ffb438f16c8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOTASoftwareUpdateRequestor
00007ffb438f3018 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOccupancySensing
00007ffb438f1358 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOnOff
00007ffb438f48c8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOnOffSwitchConfiguration
00007ffb438f1d08 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOperationalCredentials
00007ffb438f2488 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOperationalState
00007ffb438f1678 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOtaSoftwareUpdateProvider
00007ffb438f1718 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOtaSoftwareUpdateRequestor
00007ffb438f1f38 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOvenCavityOperationalState
00007ffb438f1f88 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOvenMode
00007ffb438f3158 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOzoneConcentrationMeasurement
00007ffb438f3298 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterPM10ConcentrationMeasurement
00007ffb438f3248 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterPM1ConcentrationMeasurement
00007ffb438f31a8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterPM25ConcentrationMeasurement
00007ffb438f18a8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterPowerSource
00007ffb438f1858 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterPowerSourceConfiguration
00007ffb438f2988 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterPowerTopology
00007ffb438f2f28 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterPressureMeasurement
00007ffb438f13f8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterPulseWidthModulation
00007ffb438f2ca8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterPumpConfigurationAndControl
00007ffb438f3b08 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterPushAVStreamTransport
00007ffb438f21b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterRVCCleanMode
00007ffb438f24d8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterRVCOperationalState
00007ffb438f2168 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterRVCRunMode
00007ffb438f3338 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterRadonConcentrationMeasurement
00007ffb438f2258 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterRefrigeratorAlarm
00007ffb438f20c8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterRefrigeratorAndTemperatureControlledCabinetMode
00007ffb438f2fc8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterRelativeHumidityMeasurement
00007ffb438f3fb8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterSampleMEI
00007ffb438f2528 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterScenesManagement
00007ffb438f2c58 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterServiceArea
00007ffb438f2348 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterSmokeCOAlarm
00007ffb438f1a38 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterSoftwareDiagnostics
00007ffb438f3388 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterSoilMeasurement
00007ffb438f1c68 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterSwitch
00007ffb438f3d38 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterTLSCertificateManagement
00007ffb438f3d88 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterTLSClientManagement
00007ffb438f35b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterTargetNavigator
00007ffb438f2208 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterTemperatureControl
00007ffb438f2ed8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterTemperatureMeasurement
00007ffb438f3f68 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterTestCluster
00007ffb438f2cf8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterThermostat
00007ffb438f2d98 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterThermostatUserInterfaceConfiguration
00007ffb438f3428 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterThreadBorderRouterManagement
00007ffb438f1a88 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterThreadNetworkDiagnostics
00007ffb438f3478 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterThreadNetworkDirectory
00007ffb438f17b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterTimeFormatLocalization
00007ffb438f1b78 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterTimeSynchronization
00007ffb438f1ee8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterTimer
00007ffb438f32e8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterTotalVolatileOrganicCompoundsConcentrationMeasurement
00007ffb438f1808 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterUnitLocalization
00007ffb438f3f18 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterUnitTesting
00007ffb438f1df8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterUserLabel
00007ffb438f26b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterValveConfigurationAndControl
00007ffb438f34c8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterWakeOnLAN
00007ffb438f3518 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterWakeOnLan
00007ffb438f27a8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterWaterHeaterManagement
00007ffb438f2a28 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterWaterHeaterMode
00007ffb438f3a68 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterWebRTCTransportProvider
00007ffb438f3ab8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterWebRTCTransportRequestor
00007ffb438f1ad8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterWiFiNetworkDiagnostics
00007ffb438f33d8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterWiFiNetworkManagement
00007ffb438f2b68 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterWindowCovering
00007ffb438f3978 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterZoneManagement
00007ffb438f0e30 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBaseDevice
00007ffb438e9658 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBasicClusterCapabilityMinimaStruct
00007ffb438e9888 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBasicClusterLeaveEvent
00007ffb438deb90 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBasicClusterMfgSpecificPingParams
00007ffb438e9928 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBasicClusterReachableChangedEvent
00007ffb438e97e8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBasicClusterShutDownEvent
00007ffb438e9748 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBasicClusterStartUpEvent
00007ffb438e9630 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBasicInformationClusterCapabilityMinimaStruct
00007ffb438e9860 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBasicInformationClusterLeaveEvent
00007ffb438e96d0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBasicInformationClusterProductAppearanceStruct
00007ffb438e9900 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBasicInformationClusterReachableChangedEvent
00007ffb438e97c0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBasicInformationClusterShutDownEvent
00007ffb438e9720 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBasicInformationClusterStartUpEvent
00007ffb438e90e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBindingClusterTargetStruct
00007ffb438eb1b0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBooleanStateClusterStateChangeEvent
00007ffb438ec150 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBooleanStateConfigurationClusterAlarmsStateChangedEvent
00007ffb438e1700 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBooleanStateConfigurationClusterEnableDisableAlarmParams
00007ffb438ec1a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBooleanStateConfigurationClusterSensorFaultEvent
00007ffb438e16b0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBooleanStateConfigurationClusterSuppressAlarmParams
00007ffb438eab98 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicClusterLeaveEvent
00007ffb438eac38 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicClusterReachableChangedEvent
00007ffb438eaaf8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicClusterShutDownEvent
00007ffb438eaa58 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicClusterStartUpEvent
00007ffb438eacb0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicInformationClusterActiveChangedEvent
00007ffb438dfb30 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicInformationClusterKeepActiveParams
00007ffb438eab70 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicInformationClusterLeaveEvent
00007ffb438ea9e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicInformationClusterProductAppearanceStruct
00007ffb438eac10 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicInformationClusterReachableChangedEvent
00007ffb438eaad0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicInformationClusterShutDownEvent
00007ffb438eaa30 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicInformationClusterStartUpEvent
00007ffb438e58a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVSettingsUserLevelManagementClusterDPTZRelativeMoveParams
00007ffb438e5850 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVSettingsUserLevelManagementClusterDPTZSetViewportParams
00007ffb438ef8f0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVSettingsUserLevelManagementClusterDPTZStruct
00007ffb438e5760 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZMoveToPresetParams
00007ffb438ef8a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZPresetStruct
00007ffb438e5710 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZRelativeMoveParams
00007ffb438e5800 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZRemovePresetParams
00007ffb438e57b0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZSavePresetParams
00007ffb438e56c0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZSetPositionParams
00007ffb438ef850 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZStruct
00007ffb438ef760 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterAudioCapabilitiesStruct
00007ffb438e5260 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterAudioStreamAllocateParams
00007ffb438e52b0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterAudioStreamAllocateResponseParams
00007ffb438e5300 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterAudioStreamDeallocateParams
00007ffb438ef7b0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterAudioStreamStruct
00007ffb438e5620 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterCaptureSnapshotParams
00007ffb438e5670 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterCaptureSnapshotResponseParams
00007ffb438ef710 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterRateDistortionTradeOffPointsStruct
00007ffb438e55d0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterSetStreamPrioritiesParams
00007ffb438ef6c0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterSnapshotCapabilitiesStruct
00007ffb438e5490 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterSnapshotStreamAllocateParams
00007ffb438e54e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterSnapshotStreamAllocateResponseParams
00007ffb438e5580 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterSnapshotStreamDeallocateParams
00007ffb438e5530 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterSnapshotStreamModifyParams
00007ffb438ef670 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterSnapshotStreamStruct
00007ffb438ef5d0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterVideoResolutionStruct
00007ffb438ef800 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterVideoSensorParamsStruct
00007ffb438e5350 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterVideoStreamAllocateParams
00007ffb438e53a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterVideoStreamAllocateResponseParams
00007ffb438e5440 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterVideoStreamDeallocateParams
00007ffb438e53f0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterVideoStreamModifyParams
00007ffb438ef620 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterVideoStreamStruct
00007ffb438f5098 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCertificateInfo
00007ffb438f4738 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCertificates
00007ffb438ee810 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChannelClusterAdditionalInfoStruct
00007ffb438e3ff0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChannelClusterCancelRecordProgramParams
00007ffb438e3e60 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChannelClusterChangeChannelByNumberParams
00007ffb438e3dc0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChannelClusterChangeChannelParams
00007ffb438e3e10 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChannelClusterChangeChannelResponseParams
00007ffb438ee6a8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChannelClusterChannelInfo
00007ffb438ee680 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChannelClusterChannelInfoStruct
00007ffb438ee7c0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChannelClusterChannelPagingStruct
00007ffb438e3f00 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChannelClusterGetProgramGuideParams
00007ffb438ee888 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChannelClusterLineupInfo
00007ffb438ee860 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChannelClusterLineupInfoStruct
00007ffb438ee770 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChannelClusterPageTokenStruct
00007ffb438ee590 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChannelClusterProgramCastStruct
00007ffb438ee5e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChannelClusterProgramCategoryStruct
00007ffb438e3f50 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChannelClusterProgramGuideResponseParams
00007ffb438ee720 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChannelClusterProgramStruct
00007ffb438e3fa0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChannelClusterRecordProgramParams
00007ffb438ee630 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChannelClusterSeriesInfoStruct
00007ffb438e3eb0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChannelClusterSkipChannelParams
00007ffb438efcb0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChimeClusterChimeSoundStruct
00007ffb438e5ee0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRChimeClusterPlayChimeSoundParams
00007ffb438e2e20 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClosureControlClusterCalibrateParams
00007ffb438ed730 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClosureControlClusterEngageStateChangedEvent
00007ffb438e2dd0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClosureControlClusterMoveToParams
00007ffb438ed6e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClosureControlClusterMovementCompletedEvent
00007ffb438ed690 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClosureControlClusterOperationalErrorEvent
00007ffb438ed5f0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClosureControlClusterOverallCurrentStateStruct
00007ffb438ed640 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClosureControlClusterOverallTargetStateStruct
00007ffb438ed780 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClosureControlClusterSecureStateChangedEvent
00007ffb438e2d80 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClosureControlClusterStopParams
00007ffb438ed7d0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClosureDimensionClusterDimensionStateStruct
00007ffb438ed820 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClosureDimensionClusterRangePercent100thsStruct
00007ffb438e2e70 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClosureDimensionClusterSetTargetParams
00007ffb438e2ec0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClosureDimensionClusterStepParams
00007ffb438ed870 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClosureDimensionClusterUnitRangeStruct
