0000000209668d7c (__TEXT,__text) external _AAAFSCGetMetadata
00000002095ffdec (__TEXT,__text) non-external _decryptAsyncCancel
00000002095fe92c (__TEXT,__text) non-external _decryptAsyncClose
00000002095feb10 (__TEXT,__text) non-external _decryptAsyncGetRange
00000002095ffe00 (__TEXT,__text) non-external _decryptAsyncIsCancelled
00000002095fec68 (__TEXT,__text) non-external _decryptAsyncProcess
000000020963a0ec (__TEXT,__text) non-external _decryptToFileAsyncCancel
0000000209639f68 (__TEXT,__text) non-external _decryptToFileAsyncClose
000000020963a0f4 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
000000020963a0fc (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
000000020961b3a4 (__TEXT,__text) non-external _ecc65537Inv
000000020961af94 (__TEXT,__text) non-external _ecc65537PolyEval
000000020961b21c (__TEXT,__text) non-external _ecc65537Solve
000000020961b010 (__TEXT,__text) non-external _ecc65537Triangulate
000000020966378c (__TEXT,__text) non-external _encodeEntry
0000000209663928 (__TEXT,__text) non-external _encodeYOPEntry
0000000209664980 (__TEXT,__text) non-external _encoderStreamAbort
00000002096647b8 (__TEXT,__text) non-external _encoderStreamClose
0000000209664b34 (__TEXT,__text) non-external _encoderStreamWriteBlob
000000020966499c (__TEXT,__text) non-external _encoderStreamWriteHeader
00000002096362e8 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
0000000209662d90 (__TEXT,__text) non-external _entryIndexCmpHLC
00000002096468a4 (__TEXT,__text) non-external _entryMessage
0000000209655cac (__TEXT,__text) non-external _entryRelease
0000000209662d74 (__TEXT,__text) non-external _entryVectorCmp
0000000209632174 (__TEXT,__text) non-external (was a private external) _enumerateTree
00000002096322dc (__TEXT,__text) non-external _enumerateTree_rec
0000000209650e80 (__TEXT,__text) non-external _expandDirThreadProc
0000000209655c8c (__TEXT,__text) non-external _extractStreamAbort
0000000209653c00 (__TEXT,__text) non-external _extractStreamClose
00000002096565c0 (__TEXT,__text) non-external _extractStreamEntryEnd
00000002096566a0 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
0000000209656418 (__TEXT,__text) non-external _extractStreamStateFail
0000000209655594 (__TEXT,__text) non-external _extractStreamWriteBlob
00000002096548e8 (__TEXT,__text) non-external _extractStreamWriteHeader
000000020964717c (__TEXT,__text) non-external _extractThread
0000000209655e28 (__TEXT,__text) non-external _extractThreadFailEntry
0000000209652dd8 (__TEXT,__text) non-external _extractThreadProc
00000002096564f8 (__TEXT,__text) non-external _extractThreadSendCommand
0000000209646cd4 (__TEXT,__text) non-external _extractToDirAsyncCancel
0000000209646b04 (__TEXT,__text) non-external _extractToDirAsyncClose
0000000209646cd8 (__TEXT,__text) non-external _extractToDirAsyncGetRange
0000000209646d6c (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
0000000209615320 (__TEXT,__text) non-external _findFirst
00000002096401f4 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
000000020961636c (__TEXT,__text) non-external _flushBuf
0000000209664de0 (__TEXT,__text) non-external _flushOBuf
000000020966b618 (__TEXT,__text) non-external _flushOBuf
000000020962b7b0 (__TEXT,__text) non-external _flushToResourceFork
0000000209664f48 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
00000002096654c4 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
0000000209616710 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
0000000217ace390 (__DATA,__bss) non-external _gErrorContextKey
0000000209642af4 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
0000000209631e6c (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
0000000209665b44 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
000000020961b568 (__TEXT,__text) non-external _getCompressedSizeCounterProc
0000000209630298 (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
0000000209636eac (__TEXT,__text) non-external _getErrorContextKey
0000000217ace380 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
000000020963e554 (__TEXT,__text) non-external _getFieldBlob
0000000209631648 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00000002096315bc (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
0000000209631c38 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
0000000209631ddc (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
000000020963152c (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
0000000209631f0c (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
0000000209631f1c (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
0000000209631fc8 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
0000000209631b60 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
0000000209673810 (__TEXT,__text) non-external _getFreeCachePos
0000000209607508 (__TEXT,__text) non-external _getHeader
0000000209651dc0 (__TEXT,__text) non-external _getPath
000000020963024c (__TEXT,__text) non-external (was a private external) _getRealTime
00000002096309dc (__TEXT,__text) non-external (was a private external) _getTempDir
0000000209647434 (__TEXT,__text) non-external _getTempSegmentFilename
0000000209632770 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
0000000209671950 (__TEXT,__text) non-external _graisAbort
000000020966fe30 (__TEXT,__text) non-external _graisClose
0000000209671550 (__TEXT,__text) non-external _graisPRead
0000000209671534 (__TEXT,__text) non-external _graisRead
0000000209671904 (__TEXT,__text) non-external _graisSeek
0000000209650db0 (__TEXT,__text) non-external _increaseCapacity
0000000209624dac (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00000002096654b8 (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
0000000209656dec (__TEXT,__text) non-external _init_blob_with_magic
0000000209630a88 (__TEXT,__text) non-external (was a private external) _isDirEmpty
000000020965c6b4 (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
0000000209636ca4 (__TEXT,__text) non-external (was a private external) _joinThread
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
0000000209636410 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00000002096660e8 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
0000000209641da4 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
000000020965b498 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
000000020966b820 (__TEXT,__text) non-external _loadChunkOffsets
0000000209668ef8 (__TEXT,__text) non-external _loadDecmpfsXattr
0000000209647254 (__TEXT,__text) non-external _loadTempSegment
0000000209646e14 (__TEXT,__text) non-external _loadThread
000000020962e70c (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00000002096303c4 (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
0000000209622e74 (__TEXT,__text) non-external _memoryInputStreamCancel
0000000209622e58 (__TEXT,__text) non-external _memoryInputStreamClose
0000000209622ea8 (__TEXT,__text) non-external _memoryInputStreamPRead
0000000209622e88 (__TEXT,__text) non-external _memoryInputStreamRead
0000000209622f28 (__TEXT,__text) non-external _memoryInputStreamSeek
00000002096230b4 (__TEXT,__text) non-external _memoryOutputStreamCancel
0000000209623098 (__TEXT,__text) non-external _memoryOutputStreamClose
00000002096230c8 (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
0000000209665b0c (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
0000000209665700 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
0000000209674110 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00000002096516d4 (__TEXT,__text) non-external _normalize
0000000209630484 (__TEXT,__text) non-external (was a private external) _normalizePath
00000002096474dc (__TEXT,__text) non-external _notifySegmentAvailable
0000000209686d20 (__TEXT,__const) non-external _old_resource_fork_map
00000002096872a0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00000002096066b0 (__TEXT,__text) non-external (was a private external) _outputStreamProc
00000002096308f4 (__TEXT,__text) non-external (was a private external) _pathIsValid
000000020960745c (__TEXT,__text) non-external _pcRead
0000000209606914 (__TEXT,__text) non-external _pcWrite
00000002095fdba8 (__TEXT,__text) non-external (was a private external) _pc_array_append
00000002095fdb34 (__TEXT,__text) non-external (was a private external) _pc_array_compact
00000002095fdb24 (__TEXT,__text) non-external (was a private external) _pc_array_free
0000000209640654 (__TEXT,__text) non-external (was a private external) _pc_log_error
0000000209674574 (__TEXT,__text) non-external _pc_log_error.cold.1
0000000209640768 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _perror (from libSystem)
000000020963cac8 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _pread (from libSystem)
000000020961e088 (__TEXT,__text) non-external _processEntry
0000000209635008 (__TEXT,__text) non-external _processEntry
0000000209639d64 (__TEXT,__text) non-external _processSegment
00000002096465dc (__TEXT,__text) non-external _processSegment
0000000209618534 (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
0000000209665604 (__TEXT,__text) non-external (was a private external) _pushControls
0000000209665574 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00000002095ffe28 (__TEXT,__text) non-external _pushPaddingRange
00000002095fe80c (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00000002096266c8 (__TEXT,__text) non-external _quicksort64
0000000209619f84 (__TEXT,__text) non-external _randomAccessWorkerProc
000000020962fc10 (__TEXT,__text) non-external _rangeCmp
000000020962b0a4 (__TEXT,__text) non-external _rangeInputStreamCancel
000000020962b070 (__TEXT,__text) non-external _rangeInputStreamClose
000000020962b0c8 (__TEXT,__text) non-external _rangeInputStreamRead
0000000209608420 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
0000000209671d80 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00000002096301ec (__TEXT,__text) non-external (was a private external) _reallocToFit
0000000209656f94 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
000000020963264c (__TEXT,__text) non-external _removeEntryProc
0000000209632250 (__TEXT,__text) non-external (was a private external) _removeFile
0000000209632700 (__TEXT,__text) non-external _removeLeaveDirProc
000000020961e024 (__TEXT,__text) non-external _removeStreamAbort
000000020961d8d8 (__TEXT,__text) non-external _removeStreamClose
000000020961e010 (__TEXT,__text) non-external _removeStreamWriteBlob
000000020961dbe4 (__TEXT,__text) non-external _removeStreamWriteHeader
0000000209632600 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00000002096654f4 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
0000000209669dac (__TEXT,__text) non-external _resizeResourceFork
000000020963aaa8 (__TEXT,__text) non-external _resizeStream
00000002096690c0 (__TEXT,__text) non-external _resourceForkSize
0000000209647808 (__TEXT,__text) non-external _retireEntryRange
0000000209656290 (__TEXT,__text) non-external _retireThreadEnqueue
0000000209652904 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
000000020962797c (__TEXT,__text) non-external _seekTo
000000020961cd9c (__TEXT,__text) non-external _sendEOF
0000000209638240 (__TEXT,__text) non-external _sendHeader
000000020960d828 (__TEXT,__text) non-external _sendMessage
0000000209671974 (__TEXT,__text) non-external _sendMessage
0000000209619e18 (__TEXT,__text) non-external _sequentialReaderProc
0000000209619eb4 (__TEXT,__text) non-external _sequentialWriterProc
000000020967d680 (__TEXT,__cstring) non-external _serializeHexString.digit
000000020963eaa4 (__TEXT,__text) non-external _setFieldBlob
00000002096316d0 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
0000000209631d08 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
000000020963639c (__TEXT,__text) non-external _setThreadErrorContext
                 (undefined) external _setattrlist (from libSystem)
000000020963985c (__TEXT,__text) non-external _setupContext
00000002096457b4 (__TEXT,__text) non-external _setupContext
0000000209630318 (__TEXT,__text) non-external (was a private external) _sha1ToString
0000000209630358 (__TEXT,__text) non-external (was a private external) _sha1cmp
0000000209611c4c (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00000002095ffec4 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
0000000209631638 (__TEXT,__text) non-external (was a private external) _statIsCompressed
0000000209632768 (__TEXT,__text) non-external (was a private external) _statIsDataless
000000020964eec4 (__TEXT,__text) non-external _stateAppendEntry
0000000209661f50 (__TEXT,__text) non-external _stateCollectorStreamClose
0000000209662914 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
0000000209661f6c (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
000000020964e81c (__TEXT,__text) non-external _stateConcatPath
000000020964c1e8 (__TEXT,__text) non-external _stateDestroy
0000000209661e2c (__TEXT,__text) non-external _stateDestroy
000000020964e83c (__TEXT,__text) non-external _stateGetEntryData
00000002096633d0 (__TEXT,__text) non-external _stateLoadEntryHeader
000000020964ea2c (__TEXT,__text) non-external _stateShouldCreateFileInCluster
000000020962fc7c (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs (from libSystem)
0000000209673e40 (__TEXT,__text) non-external _storeCachePos
000000020966b194 (__TEXT,__text) non-external _storeChunkOffsets
0000000209630c34 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
000000020962dd48 (__TEXT,__text) non-external _streamAbort
0000000209641288 (__TEXT,__text) non-external _streamAbort
000000020962dbe0 (__TEXT,__text) non-external _streamClose
0000000209640efc (__TEXT,__text) non-external _streamClose
0000000209610378 (__TEXT,__text) non-external _streamConsumerProc
0000000209641a34 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
000000020962dd6c (__TEXT,__text) non-external _streamPRead
00000002096412ac (__TEXT,__text) non-external _streamPWrite
000000020962ec8c (__TEXT,__text) non-external _streamProc
0000000209670d44 (__TEXT,__text) non-external _streamProc
000000020962e16c (__TEXT,__text) non-external _streamRead
000000020962e18c (__TEXT,__text) non-external _streamSeek
000000020961045c (__TEXT,__text) non-external _streamThreadProc
00000002096102c8 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00000002096238e4 (__TEXT,__text) non-external _stringTableIndexCompareProc
000000020962340c (__TEXT,__text) non-external _stringTableReserve
00000002096686c0 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
0000000209663658 (__TEXT,__text) non-external _subArchiveCreate
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
000000020965c744 (__TEXT,__text) non-external _tarParseInt
000000020963a430 (__TEXT,__text) non-external _tempStreamCancel
000000020963a384 (__TEXT,__text) non-external _tempStreamClose
000000020963a474 (__TEXT,__text) non-external _tempStreamPRead
000000020963a6c8 (__TEXT,__text) non-external _tempStreamPWrite
000000020963a444 (__TEXT,__text) non-external _tempStreamRead
000000020963a638 (__TEXT,__text) non-external _tempStreamSeek
000000020963a924 (__TEXT,__text) non-external _tempStreamTruncate
000000020963a698 (__TEXT,__text) non-external _tempStreamWrite
000000020962a3f0 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
000000020962a10c (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
000000020966e300 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
0000000209636c60 (__TEXT,__text) non-external _threadWrapperProc
0000000209614a5c (__TEXT,__text) non-external _treeAdd
000000020961431c (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
0000000209614674 (__TEXT,__text) non-external _treeRebalance
0000000209615594 (__TEXT,__text) non-external _treeRotateLeft
0000000209615430 (__TEXT,__text) non-external _treeRotateRight
0000000209614918 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00000002096471f0 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
0000000209630f2c (__TEXT,__text) non-external (was a private external) _updateFileAttributes
0000000209633888 (__TEXT,__text) non-external _updateFromHeader
00000002096368ac (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00000002096368ec (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00000002096588e8 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
000000020960d770 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
000000020960cbc0 (__TEXT,__text) non-external _verifyDirectoryStreamClose
000000020960d4fc (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
000000020960cf24 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
0000000209639ae8 (__TEXT,__text) non-external _verifySegment
0000000209646354 (__TEXT,__text) non-external _verifySegment
0000000209671b10 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
000000020964eb28 (__TEXT,__text) non-external _workerApplyAttr
000000020960d784 (__TEXT,__text) non-external _workerDataFree
000000020964edb4 (__TEXT,__text) non-external _workerDecodeAndApplyACL
000000020964eca4 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
000000020961e038 (__TEXT,__text) non-external _workerDestroy
000000020964e7ac (__TEXT,__text) non-external _workerDestroy
00000002095fe05c (__TEXT,__text) non-external _workerProc
000000020960c6c8 (__TEXT,__text) non-external _workerProc
000000020961d7dc (__TEXT,__text) non-external _workerProc
0000000209630070 (__TEXT,__text) non-external _workerProc
000000020964c2b0 (__TEXT,__text) non-external _workerProc
0000000209670be0 (__TEXT,__text) non-external _workerProc
000000020964ebf8 (__TEXT,__text) non-external _workerReserve
000000020964e8e4 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
0000000209634ab4 (__TEXT,__text) non-external _writeBlobProc
0000000209634524 (__TEXT,__text) non-external _writeHeaderProc
0000000209664e84 (__TEXT,__text) non-external _writeOBuf
0000000209603b54 (__TEXT,__text) non-external _writeProc
0000000209628fc0 (__TEXT,__text) non-external _writeProc
0000000209643ddc (__TEXT,__text) non-external _writeProc
0000000209640b9c (__TEXT,__text) non-external _writerProc
0000000209671f6c (__TEXT,__text) non-external (was a private external) _writerProc
