00000001ead85ae0 (__DATA,__data) external _NDR_record
00000001804a7670 (__TEXT,__text) external _mach_vm_tag_describe
00000001804a766c (__TEXT,__text) external _mach_vm_update_pointers_with_remote_tags
00000001804aa478 (__TEXT,__text) external _mach_vm_wire
00000001804b0850 (__TEXT,__text) external _mach_vm_write
000000018048ea70 (__TEXT,__text) external _mach_voucher_attr_command
000000018048b660 (__TEXT,__text) external _mach_voucher_deallocate
00000001804bd07c (__TEXT,__text) external _mach_voucher_debug_info
00000001804bce28 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
000000018049479c (__TEXT,__text) external _mach_voucher_extract_attr_content
000000018048c5e0 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
0000000180489cc8 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
0000000180489d04 (__TEXT,__text) external _mach_wait_until
00000001804ac270 (__TEXT,__text) external _mach_zone_force_gc
00000001804ad180 (__TEXT,__text) external _mach_zone_get_btlog_records
00000001804acff0 (__TEXT,__text) external _mach_zone_get_zlog_zones
00000001804ac0a4 (__TEXT,__text) external _mach_zone_info
00000001804ace44 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00000001804accd4 (__TEXT,__text) external _mach_zone_info_for_zone
0000000180489c74 (__TEXT,__text) external _macx_backing_store_recovery
0000000180489c68 (__TEXT,__text) external _macx_backing_store_suspend
0000000180489c44 (__TEXT,__text) external _macx_swapoff
0000000180489c38 (__TEXT,__text) external _macx_swapon
0000000180489c5c (__TEXT,__text) external _macx_triggers
000000018048c994 (__TEXT,__text) external _madvise
0000000180490814 (__TEXT,__text) non-external _malloc
00000001ead85b28 (__DATA,__bss) non-external _master_host_port
0000000180489ef8 (__TEXT,__text) non-external _memcpy
0000000180489ef8 (__TEXT,__text) non-external _memmove
0000000180492cb8 (__TEXT,__text) external _memorystatus_control
0000000180498624 (__TEXT,__text) external _memorystatus_get_level
000000018049c160 (__TEXT,__text) external _mig_allocate
000000018048cf44 (__TEXT,__text) external _mig_dealloc_reply_port
00000001804a71e0 (__TEXT,__text) external _mig_dealloc_special_reply_port
000000018048f998 (__TEXT,__text) external _mig_deallocate
0000000180489f08 (__TEXT,__text) external _mig_get_reply_port
000000018048b48c (__TEXT,__text) external _mig_get_special_reply_port
000000018048f1b8 (__TEXT,__text) external _mig_put_reply_port
000000018048e7d8 (__TEXT,__text) external _mig_reply_setup
000000018048f1bc (__TEXT,__text) external _mig_strncpy
000000018048b4c8 (__TEXT,__text) external _mig_strncpy_zerofill
0000000180498650 (__TEXT,__text) external _mincore
000000018049867c (__TEXT,__text) external _minherit
0000000180489d28 (__TEXT,__text) external _mk_timer_arm
0000000180489d40 (__TEXT,__text) external _mk_timer_arm_leeway
0000000180489d34 (__TEXT,__text) external _mk_timer_cancel
0000000180489d10 (__TEXT,__text) external _mk_timer_create
0000000180489d1c (__TEXT,__text) external _mk_timer_destroy
000000018048b76c (__TEXT,__text) external _mkdir
000000018048d790 (__TEXT,__text) external _mkdirat
00000001804986a8 (__TEXT,__text) external _mkfifo
00000001804986d4 (__TEXT,__text) external _mkfifoat
0000000180498700 (__TEXT,__text) external _mknod
000000018049872c (__TEXT,__text) external _mknodat
0000000180493ba0 (__TEXT,__text) external _mlock
0000000180498758 (__TEXT,__text) external _mlockall
000000018048a958 (__TEXT,__text) external _mmap
0000000180496250 (__TEXT,__text) external _mount
000000018048dae8 (__TEXT,__text) external _mprotect
0000000180498784 (__TEXT,__text) external _mremap_encrypted
000000018049c300 (__TEXT,__text) external _msg_receive
000000018049c2f0 (__TEXT,__text) external _msg_rpc
000000018049c2f8 (__TEXT,__text) external _msg_send
0000000180497350 (__TEXT,__text) external _msgctl
00000001804987b0 (__TEXT,__text) external _msgget
00000001804987dc (__TEXT,__text) external _msgrcv
000000018049737c (__TEXT,__text) external _msgrcv$NOCANCEL
0000000180498808 (__TEXT,__text) external _msgsnd
00000001804973a8 (__TEXT,__text) external _msgsnd$NOCANCEL
0000000180496a30 (__TEXT,__text) external _msgsys
0000000180490324 (__TEXT,__text) external _msync
0000000180497400 (__TEXT,__text) external _msync$NOCANCEL
0000000180493bcc (__TEXT,__text) external _munlock
0000000180498834 (__TEXT,__text) external _munlockall
000000018048d6a4 (__TEXT,__text) external _munmap
000000018048dec0 (__TEXT,__text) external _necp_client_action
0000000180494e20 (__TEXT,__text) external _necp_match_policy
000000018048de68 (__TEXT,__text) external _necp_open
0000000180498860 (__TEXT,__text) external _necp_session_action
000000018049888c (__TEXT,__text) external _necp_session_open
00000001804988b8 (__TEXT,__text) external _net_qos_guideline
00000001804988e4 (__TEXT,__text) external _netagent_trigger
00000001804b3b8c (__TEXT,__text) external _netname_check_in
00000001804b3f7c (__TEXT,__text) external _netname_check_out
00000001804b3d30 (__TEXT,__text) external _netname_look_up
00000001804b411c (__TEXT,__text) external _netname_version
000000018049e65c (__TEXT,__text) external _nfsclnt
0000000180498910 (__TEXT,__text) external _nfssvc
00000001ead85ad0 (__DATA,__data) external _non_boost_assertion_token
00000001ead85ac8 (__DATA,__data) external _normal_boost_assertion_token
000000018049893c (__TEXT,__text) external _ntp_adjtime
0000000180498968 (__TEXT,__text) external _ntp_gettime
0000000180498994 (__TEXT,__text) external _objc_bp_assist_cfg_np
000000018049588c (__TEXT,__text) external _open
000000018049e6e4 (__TEXT,__text) external _open$NOCANCEL
000000018048f780 (__TEXT,__text) external _open_dprotected_np
00000001804a5c6c (__TEXT,__text) external _openat
000000018049e7ac (__TEXT,__text) external _openat$NOCANCEL
00000001804a64e4 (__TEXT,__text) external _openat_authenticated_np
00000001804a6480 (__TEXT,__text) external _openat_dprotected_np
00000001804989c0 (__TEXT,__text) external _openbyid_np
000000018049b3f4 (__TEXT,__text) external _os_buflet_get_data_address
000000018049b3c4 (__TEXT,__text) external _os_buflet_get_data_length
000000018049b3fc (__TEXT,__text) external _os_buflet_get_data_limit
000000018049b3bc (__TEXT,__text) external _os_buflet_get_data_offset
000000018049b3e4 (__TEXT,__text) external _os_buflet_get_object_address
000000018049b3ec (__TEXT,__text) external _os_buflet_get_object_limit
000000018049b3d8 (__TEXT,__text) external _os_buflet_set_data_length
000000018049b3cc (__TEXT,__text) external _os_buflet_set_data_offset
00000001804a176c (__TEXT,__text) external _os_channel_advance_slot
00000001804a2354 (__TEXT,__text) external _os_channel_attr_clone
00000001804a22c0 (__TEXT,__text) external _os_channel_attr_create
00000001804a2574 (__TEXT,__text) external _os_channel_attr_destroy
00000001804a2744 (__TEXT,__text) external _os_channel_attr_get
00000001804a286c (__TEXT,__text) external _os_channel_attr_get_key
00000001804a264c (__TEXT,__text) external _os_channel_attr_set
00000001804a23e8 (__TEXT,__text) external _os_channel_attr_set_key
00000001804a1714 (__TEXT,__text) external _os_channel_available_slot_count
00000001804a3cf0 (__TEXT,__text) external _os_channel_buflet_alloc
00000001804a3708 (__TEXT,__text) external _os_channel_buflet_free
00000001804a3cbc (__TEXT,__text) external _os_channel_configure_interface_advisory
00000001804a1370 (__TEXT,__text) external _os_channel_create
00000001804a09c0 (__TEXT,__text) external _os_channel_create_extended
00000001804a14f8 (__TEXT,__text) external _os_channel_destroy
00000001804a3c20 (__TEXT,__text) external _os_channel_event_free
00000001804a7160 (__TEXT,__text) external _os_channel_event_get_event_data
00000001804a70c8 (__TEXT,__text) external _os_channel_event_get_next_event
00000001804a1f04 (__TEXT,__text) external _os_channel_flow_admissible
00000001804a20dc (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00000001804a20e4 (__TEXT,__text) external _os_channel_flow_adv_get_feedback
00000001804a1ee0 (__TEXT,__text) external _os_channel_get_advisory_region
00000001804a1380 (__TEXT,__text) external _os_channel_get_fd
00000001804a3c24 (__TEXT,__text) external _os_channel_get_interface_advisory
00000001804a3898 (__TEXT,__text) external _os_channel_get_next_event_handle
00000001804a17f8 (__TEXT,__text) external _os_channel_get_next_slot
00000001804a1e70 (__TEXT,__text) external _os_channel_get_stats_region
00000001804a3f18 (__TEXT,__text) external _os_channel_get_upp_buffer_stats
00000001804a1164 (__TEXT,__text) non-external _os_channel_info2attr
00000001804a1268 (__TEXT,__text) non-external _os_channel_init_ring
00000001804a15e4 (__TEXT,__text) external _os_channel_is_defunct
00000001804a2cf0 (__TEXT,__text) external _os_channel_large_packet_alloc
00000001804a28e8 (__TEXT,__text) external _os_channel_packet_alloc
00000001804a28f0 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00000001804a2cf8 (__TEXT,__text) external _os_channel_packet_free
00000001804a319c (__TEXT,__text) external _os_channel_packet_pool_purge
00000001804a16e4 (__TEXT,__text) external _os_channel_pending
00000001804a3480 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00000001804a1388 (__TEXT,__text) external _os_channel_read_attr
00000001804a14a8 (__TEXT,__text) external _os_channel_read_nexus_extension_info
00000001804a15f8 (__TEXT,__text) external _os_channel_ring_id
00000001804a1708 (__TEXT,__text) external _os_channel_ring_notify_time
00000001804a16fc (__TEXT,__text) external _os_channel_ring_sync_time
00000001804a1688 (__TEXT,__text) external _os_channel_rx_ring
00000001804a1be4 (__TEXT,__text) external _os_channel_set_slot_properties
00000001804a2e80 (__TEXT,__text) external _os_channel_slot_attach_packet
00000001804a300c (__TEXT,__text) external _os_channel_slot_detach_packet
00000001804a1d20 (__TEXT,__text) external _os_channel_slot_get_packet
00000001804a14cc (__TEXT,__text) external _os_channel_sync
00000001804a1644 (__TEXT,__text) external _os_channel_tx_ring
00000001804a13dc (__TEXT,__text) external _os_channel_write_attr
000000018049b380 (__TEXT,__text) external _os_copy_and_inet_checksum
00000001804967a0 (__TEXT,__text) external _os_cpu_copy_in_cksum
00000001804a638c (__TEXT,__text) external _os_cpu_in_cksum
0000000180496500 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00000001804989ec (__TEXT,__text) external _os_fault_with_payload
000000018049b37c (__TEXT,__text) external _os_inet_checksum
00000001804a05c0 (__TEXT,__text) external _os_log_coprocessor_as_kernel
00000001804a05c4 (__TEXT,__text) external _os_log_coprocessor_register_as_kernel
00000001804a471c (__TEXT,__text) external _os_nexus_attr_clone
00000001804a4688 (__TEXT,__text) external _os_nexus_attr_create
00000001804a4944 (__TEXT,__text) external _os_nexus_attr_destroy
00000001804a4910 (__TEXT,__text) external _os_nexus_attr_get
00000001804a4778 (__TEXT,__text) external _os_nexus_attr_set
00000001804a508c (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00000001804a4d70 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00000001804a4d90 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00000001804a4990 (__TEXT,__text) external _os_nexus_controller_create
00000001804a4d64 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00000001804a5698 (__TEXT,__text) external _os_nexus_controller_destroy
00000001804a4d84 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00000001804a4a84 (__TEXT,__text) external _os_nexus_controller_get_fd
00000001804a5338 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00000001804a4f30 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00000001804a4a8c (__TEXT,__text) external _os_nexus_controller_register_provider
00000001804a52a0 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00000001804a4eb4 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00000001804a5bd4 (__TEXT,__text) external _os_nexus_flow_set_connection_idle
00000001804a5a20 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
000000018049b2a4 (__TEXT,__text) external _os_packet_add_buflet
000000018049ac34 (__TEXT,__text) external _os_packet_add_inet_csum_flags
000000018049ad34 (__TEXT,__text) external _os_packet_clear_flow_uuid
000000018049b330 (__TEXT,__text) external _os_packet_decrement_use_count
000000018049b1a4 (__TEXT,__text) external _os_packet_finalize
000000018049b358 (__TEXT,__text) external _os_packet_get_aggregation_type
000000018049b150 (__TEXT,__text) external _os_packet_get_buflet_count
000000018049aaf0 (__TEXT,__text) external _os_packet_get_compression_generation_count
000000018049b144 (__TEXT,__text) external _os_packet_get_data_length
000000018049ad88 (__TEXT,__text) external _os_packet_get_expire_time
000000018049addc (__TEXT,__text) external _os_packet_get_expiry_action
000000018049ac84 (__TEXT,__text) external _os_packet_get_flow_uuid
000000018049ad78 (__TEXT,__text) external _os_packet_get_group_end
000000018049ad54 (__TEXT,__text) external _os_packet_get_group_start
000000018049a7fc (__TEXT,__text) external _os_packet_get_headroom
000000018049ac54 (__TEXT,__text) external _os_packet_get_inet_checksum
000000018049b0f4 (__TEXT,__text) external _os_packet_get_keep_alive
000000018049a850 (__TEXT,__text) external _os_packet_get_link_broadcast
000000018049a8a0 (__TEXT,__text) external _os_packet_get_link_ethfcs
000000018049a82c (__TEXT,__text) external _os_packet_get_link_header_length
000000018049a878 (__TEXT,__text) external _os_packet_get_link_multicast
000000018049b168 (__TEXT,__text) external _os_packet_get_next_buflet
000000018049af74 (__TEXT,__text) external _os_packet_get_packetid
000000018049b198 (__TEXT,__text) external _os_packet_get_segment_count
000000018049aa1c (__TEXT,__text) external _os_packet_get_service_class
000000018049ae38 (__TEXT,__text) external _os_packet_get_token
000000018049b404 (__TEXT,__text) external _os_packet_get_trace_id
000000018049ab4c (__TEXT,__text) external _os_packet_get_traffic_class
000000018049a918 (__TEXT,__text) external _os_packet_get_transport_retransmit
000000018049a8c8 (__TEXT,__text) external _os_packet_get_transport_traffic_background
000000018049a8f0 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
000000018049b120 (__TEXT,__text) external _os_packet_get_truncated
000000018049b07c (__TEXT,__text) external _os_packet_get_vlan_id
000000018049b084 (__TEXT,__text) external _os_packet_get_vlan_priority
000000018049b054 (__TEXT,__text) external _os_packet_get_vlan_tag
000000018049b0d0 (__TEXT,__text) external _os_packet_get_wake_flag
000000018049b304 (__TEXT,__text) external _os_packet_increment_use_count
000000018049b08c (__TEXT,__text) external _os_packet_set_app_metadata
000000018049aae0 (__TEXT,__text) external _os_packet_set_compression_generation_count
000000018049adb8 (__TEXT,__text) external _os_packet_set_expire_time
000000018049ae0c (__TEXT,__text) external _os_packet_set_expiry_action
000000018049acdc (__TEXT,__text) external _os_packet_set_flow_uuid
000000018049ad64 (__TEXT,__text) external _os_packet_set_group_end
000000018049ad40 (__TEXT,__text) external _os_packet_set_group_start
000000018049a7d8 (__TEXT,__text) external _os_packet_set_headroom
000000018049ac10 (__TEXT,__text) external _os_packet_set_inet_checksum
000000018049b104 (__TEXT,__text) external _os_packet_set_keep_alive
000000018049b130 (__TEXT,__text) external _os_packet_set_l4s_flag
000000018049a838 (__TEXT,__text) external _os_packet_set_link_broadcast
000000018049a888 (__TEXT,__text) external _os_packet_set_link_ethfcs
000000018049a808 (__TEXT,__text) external _os_packet_set_link_header_length
000000018049a860 (__TEXT,__text) external _os_packet_set_link_multicast
000000018049afe0 (__TEXT,__text) external _os_packet_set_packetid
000000018049b480 (__TEXT,__text) external _os_packet_set_protocol_segment_size
000000018049a940 (__TEXT,__text) external _os_packet_set_service_class
000000018049aee0 (__TEXT,__text) external _os_packet_set_token
000000018049b410 (__TEXT,__text) external _os_packet_set_trace_id
000000018049ab1c (__TEXT,__text) external _os_packet_set_traffic_class
000000018049a928 (__TEXT,__text) external _os_packet_set_transport_last_packet
000000018049a900 (__TEXT,__text) external _os_packet_set_transport_retransmit
000000018049a8b0 (__TEXT,__text) external _os_packet_set_transport_traffic_background
000000018049a8d8 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
000000018049b490 (__TEXT,__text) external _os_packet_set_tso_flags
000000018049b364 (__TEXT,__text) external _os_packet_set_tx_timestamp
000000018049b038 (__TEXT,__text) external _os_packet_set_vlan_tag
000000018049b0e0 (__TEXT,__text) external _os_packet_set_wake_flag
000000018049b41c (__TEXT,__text) external _os_packet_trace_event
000000018049c970 (__TEXT,__text) external _os_proc_available_memory
000000018049c228 (__TEXT,__text) external _panic
000000018049c21c (__TEXT,__text) external _panic_init
0000000180498a18 (__TEXT,__text) external _panic_with_data
000000018049201c (__TEXT,__text) external _pathconf
0000000180498a44 (__TEXT,__text) external _peeloff
0000000180489c20 (__TEXT,__text) external _pid_for_task
0000000180498a70 (__TEXT,__text) external _pid_hibernate
0000000180498a9c (__TEXT,__text) external _pid_resume
00000001804a3fac (__TEXT,__text) external _pid_shutdown_networking
0000000180498ac8 (__TEXT,__text) external _pid_shutdown_sockets
0000000180498af4 (__TEXT,__text) external _pid_suspend
0000000180490350 (__TEXT,__text) external _pipe
0000000180498b20 (__TEXT,__text) external _pivot_root
00000001804926b8 (__TEXT,__text) external _poll
00000001804975e4 (__TEXT,__text) external _poll$NOCANCEL
000000018049a704 (__TEXT,__text) non-external _port_for_id_internal
000000018049c278 (__TEXT,__text) external _port_obj_init
00000001ead85b08 (__DATA,__common) external _port_obj_table
00000001ead85ab8 (__DATA,__data) external _port_obj_table_size
000000018048c994 (__TEXT,__text) external _posix_madvise
0000000180490e20 (__TEXT,__text) external _posix_spawn
0000000180495600 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
000000018049f820 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
000000018049f8d8 (__TEXT,__text) external _posix_spawn_file_actions_addchdir
000000018049f8d4 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
0000000180496420 (__TEXT,__text) external _posix_spawn_file_actions_addclose
0000000180490864 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
000000018049f9a0 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir
000000018049f99c (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
0000000180496384 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
0000000180495aa4 (__TEXT,__text) external _posix_spawn_file_actions_addopen
0000000180491394 (__TEXT,__text) external _posix_spawn_file_actions_destroy
0000000180490780 (__TEXT,__text) external _posix_spawn_file_actions_init
00000001ead85b40 (__DATA,__bss) non-external _posix_spawn_with_filter
0000000180491090 (__TEXT,__text) external _posix_spawnattr_destroy
000000018049f770 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
000000018049fd60 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
000000018049fd1c (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
000000018049f3b4 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
000000018049f34c (__TEXT,__text) external _posix_spawnattr_getbinpref_np
000000018049fa5c (__TEXT,__text) external _posix_spawnattr_getcpumonitor
000000018049f2bc (__TEXT,__text) external _posix_spawnattr_getflags
0000000180490b4c (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
000000018049f428 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
000000018049f304 (__TEXT,__text) external _posix_spawnattr_getpgroup
000000018049f44c (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
000000018049f2e0 (__TEXT,__text) external _posix_spawnattr_getsigdefault
000000018049f328 (__TEXT,__text) external _posix_spawnattr_getsigmask
00000001804909d8 (__TEXT,__text) external _posix_spawnattr_init
000000018049f798 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00000001804a0378 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00000001804a04c4 (__TEXT,__text) external _posix_spawnattr_set_conclavememlimit_ext
000000018049f7e0 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
000000018049f7c0 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
000000018049f800 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
000000018049ff64 (__TEXT,__text) external _posix_spawnattr_set_csm_np
000000018049fd40 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00000001804a0484 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00000001804a008c (__TEXT,__text) external _posix_spawnattr_set_gid_np
00000001804a0160 (__TEXT,__text) external _posix_spawnattr_set_groups_np
000000018049faa8 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00000001804a04e4 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00000001804bdf78 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00000001804a04a4 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00000001804a05a0 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00000001804a0268 (__TEXT,__text) external _posix_spawnattr_set_login_np
000000018049ff20 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
000000018049fe84 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
000000018049feb8 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
000000018049fd84 (__TEXT,__text) external _posix_spawnattr_set_persona_np
000000018049fe54 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
000000018049f750 (__TEXT,__text) external _posix_spawnattr_set_platform_np
00000001804a0464 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
000000018049fbd0 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
000000018049fcec (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
000000018049fb3c (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
000000018049f5e4 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
000000018049fa88 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
000000018049ffbc (__TEXT,__text) external _posix_spawnattr_set_uid_np
000000018049f5a8 (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
000000018049f490 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00000001804955c8 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
0000000180495ba8 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
000000018049fc08 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
000000018049fa3c (__TEXT,__text) external _posix_spawnattr_setcpumonitor
0000000180495a4c (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
000000018049f57c (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00000001804964bc (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
0000000180490b2c (__TEXT,__text) external _posix_spawnattr_setflags
00000001804926e4 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
0000000180490c0c (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
000000018049ff40 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
000000018049f53c (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
000000018049f470 (__TEXT,__text) external _posix_spawnattr_setpgroup
000000018049f55c (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
0000000180490b08 (__TEXT,__text) external _posix_spawnattr_setsigdefault
0000000180490ae4 (__TEXT,__text) external _posix_spawnattr_setsigmask
0000000180495a74 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
000000018048b634 (__TEXT,__text) external _pread
0000000180497610 (__TEXT,__text) external _pread$NOCANCEL
0000000180498b4c (__TEXT,__text) external _preadv
000000018049763c (__TEXT,__text) external _preadv$NOCANCEL
000000018049e9b8 (__TEXT,__text) non-external _prepare_times_array_and_attrs
000000018049de10 (__TEXT,__text) external _proc_clear_cpulimits
000000018049dfe8 (__TEXT,__text) external _proc_clear_delayidlesleep
000000018049d820 (__TEXT,__text) external _proc_clear_dirty
000000018049dec8 (__TEXT,__text) external _proc_clear_vmpressure
000000018049d6d8 (__TEXT,__text) external _proc_current_thread_schedinfo
0000000180493eb4 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
0000000180493f78 (__TEXT,__text) external _proc_denap_assertion_complete
000000018049e048 (__TEXT,__text) external _proc_disable_apptype
000000018049528c (__TEXT,__text) external _proc_disable_cpumon
0000000180493b6c (__TEXT,__text) external _proc_disable_wakemon
000000018049de70 (__TEXT,__text) external _proc_donate_importance_boost
000000018049e0c0 (__TEXT,__text) external _proc_enable_apptype
0000000180493aec (__TEXT,__text) external _proc_get_cpumon_params
000000018049d7a4 (__TEXT,__text) external _proc_get_dirty
000000018049dd0c (__TEXT,__text) external _proc_get_wakemon_params
0000000180493ebc (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
0000000180493f7c (__TEXT,__text) external _proc_importance_assertion_complete
000000018049d5dc (__TEXT,__text) external _proc_kmsgbuf
000000018049d784 (__TEXT,__text) external _proc_libversion
000000018049dd78 (__TEXT,__text) external _proc_list_dynkqueueids
000000018049dd5c (__TEXT,__text) external _proc_list_uptrs
000000018049d2ec (__TEXT,__text) external _proc_listallpids
000000018049d364 (__TEXT,__text) external _proc_listchildpids
000000018049d3a0 (__TEXT,__text) external _proc_listcoalitions
000000018049d328 (__TEXT,__text) external _proc_listpgrppids
0000000180493e64 (__TEXT,__text) external _proc_listpids
00000001804a654c (__TEXT,__text) external _proc_listpidspath
000000018048fe28 (__TEXT,__text) external _proc_name
0000000180491aa8 (__TEXT,__text) external _proc_pid_rusage
000000018049d490 (__TEXT,__text) external _proc_piddynkqueueinfo
000000018049d420 (__TEXT,__text) external _proc_pidfdinfo
000000018049d458 (__TEXT,__text) external _proc_pidfileportinfo
000000018048b0bc (__TEXT,__text) external _proc_pidinfo
0000000180491758 (__TEXT,__text) external _proc_pidoriginatorinfo
000000018048b8ec (__TEXT,__text) external _proc_pidpath
000000018049d614 (__TEXT,__text) external _proc_pidpath_audittoken
000000018049d4e4 (__TEXT,__text) external _proc_regionfilename
000000018049de04 (__TEXT,__text) external _proc_reset_footprint_interval
000000018049db54 (__TEXT,__text) external _proc_resume_cpumon
000000018049257c (__TEXT,__text) external _proc_rlimit_control
0000000180491a5c (__TEXT,__text) external _proc_set_cpumon_defaults
00000001804919e4 (__TEXT,__text) external _proc_set_cpumon_params
000000018049db74 (__TEXT,__text) external _proc_set_cpumon_params_fatal
000000018049e208 (__TEXT,__text) external _proc_set_csm
000000018049df88 (__TEXT,__text) external _proc_set_delayidlesleep
000000018048d138 (__TEXT,__text) external _proc_set_dirty
000000018049e140 (__TEXT,__text) external _proc_set_no_smt
000000018049df28 (__TEXT,__text) external _proc_set_owner_vmpressure
0000000180493bf8 (__TEXT,__text) external _proc_set_wakemon_defaults
000000018049dcd8 (__TEXT,__text) external _proc_set_wakemon_params
000000018049dd94 (__TEXT,__text) external _proc_setcpu_percentage
000000018048c1e4 (__TEXT,__text) external _proc_setpcontrol
000000018049d3d8 (__TEXT,__text) external _proc_setthread_cpupercent
000000018049e2cc (__TEXT,__text) external _proc_setthread_csm
000000018049e1a4 (__TEXT,__text) external _proc_setthread_no_smt
000000018049d8fc (__TEXT,__text) external _proc_signal_delegate
000000018049da00 (__TEXT,__text) external _proc_signal_with_audittoken
000000018049e138 (__TEXT,__text) external _proc_suppress
000000018049d880 (__TEXT,__text) external _proc_terminate
000000018049dadc (__TEXT,__text) external _proc_terminate_all_rsr
000000018049d96c (__TEXT,__text) external _proc_terminate_delegate
000000018049da5c (__TEXT,__text) external _proc_terminate_with_audittoken
0000000180498b78 (__TEXT,__text) external _proc_trace_log
000000018048d0d8 (__TEXT,__text) external _proc_track_dirty
000000018049d4c8 (__TEXT,__text) external _proc_udata_info
0000000180498ba4 (__TEXT,__text) external _proc_uuid_policy
00000001804b3904 (__TEXT,__text) external _processor_assign
00000001804b37ac (__TEXT,__text) external _processor_control
00000001804b3488 (__TEXT,__text) external _processor_exit
00000001804b3a30 (__TEXT,__text) external _processor_get_assignment
00000001804b3598 (__TEXT,__text) external _processor_info
00000001804abc04 (__TEXT,__text) external _processor_set_create
00000001804abaa8 (__TEXT,__text) external _processor_set_default
00000001804b2560 (__TEXT,__text) external _processor_set_destroy
00000001804b2fdc (__TEXT,__text) external _processor_set_info
00000001804b2674 (__TEXT,__text) external _processor_set_max_priority
