
/System/Cryptexes/OS/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
000000000003f1c0 (__DATA,__data) external _NDR_record
00000000000121a8 (__TEXT,__text) external _mach_error
0000000000040248 (__DATA,__common) external _mach_error_full_diag
000000000000746c (__TEXT,__text) external _mach_error_string
000000000000748c (__TEXT,__text) non-external _mach_error_string_int
00000000000120dc (__TEXT,__text) external _mach_error_type
00000000000313f0 (__TEXT,__text) external _mach_eventlink_associate
0000000000031140 (__TEXT,__text) external _mach_eventlink_create
00000000000312d8 (__TEXT,__text) external _mach_eventlink_destroy
000000000003152c (__TEXT,__text) external _mach_eventlink_disassociate
0000000000014b64 (__TEXT,__text) external _mach_eventlink_signal
0000000000014bb8 (__TEXT,__text) external _mach_eventlink_signal_wait_until
0000000000014b7c (__TEXT,__text) external _mach_eventlink_wait_until
0000000000001358 (__TEXT,__text) external _mach_generate_activity_id
0000000000003110 (__TEXT,__text) external _mach_get_times
0000000000001fd4 (__TEXT,__text) external _mach_host_self
0000000000010794 (__TEXT,__text) external _mach_host_special_port_description
000000000003c088 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00000000000107f4 (__TEXT,__text) external _mach_host_special_port_for_id
0000000000040000 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
0000000000006ac8 (__TEXT,__text) external _mach_init
0000000000044028 (__DATA_DIRTY,__bss) non-external _mach_init.mach_init_inited
0000000000006afc (__TEXT,__text) non-external _mach_init_doit
00000000000262f8 (__TEXT,__text) external _mach_make_memory_entry
00000000000027b0 (__TEXT,__text) external _mach_make_memory_entry_64
0000000000030e9c (__TEXT,__text) external _mach_memory_entry_access_tracking
0000000000031014 (__TEXT,__text) external _mach_memory_entry_ownership
0000000000030d48 (__TEXT,__text) external _mach_memory_entry_purgable_control
0000000000021d50 (__TEXT,__text) external _mach_memory_info
000000000002072c (__TEXT,__text) external _mach_memory_object_memory_entry
0000000000021178 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00000000000016b8 (__TEXT,__text) external _mach_msg
0000000000012694 (__TEXT,__text) external _mach_msg2_internal
0000000000001388 (__TEXT,__text) external _mach_msg2_trap
000000000000213c (__TEXT,__text) external _mach_msg_destroy
0000000000002274 (__TEXT,__text) non-external _mach_msg_destroy_port
00000000000092dc (__TEXT,__text) external _mach_msg_overwrite
00000000000012d4 (__TEXT,__text) external _mach_msg_overwrite_trap
00000000000127b0 (__TEXT,__text) external _mach_msg_priority_encode
00000000000127a0 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00000000000127e4 (__TEXT,__text) external _mach_msg_priority_overide_qos
00000000000127f4 (__TEXT,__text) external _mach_msg_priority_qos
0000000000012804 (__TEXT,__text) external _mach_msg_priority_relpri
000000000000cad4 (__TEXT,__text) external _mach_msg_receive
0000000000005764 (__TEXT,__text) external _mach_msg_send
0000000000008810 (__TEXT,__text) external _mach_msg_server
0000000000009560 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
000000000001279c (__TEXT,__text) external _mach_msg_server_importance
000000000000b96c (__TEXT,__text) external _mach_msg_server_once
00000000000012c8 (__TEXT,__text) external _mach_msg_trap
0000000000027148 (__TEXT,__text) external _mach_notify_dead_name
000000000002708c (__TEXT,__text) external _mach_notify_no_senders
0000000000026fb8 (__TEXT,__text) external _mach_notify_port_deleted
000000000002701c (__TEXT,__text) external _mach_notify_port_destroyed
00000000000270f0 (__TEXT,__text) external _mach_notify_send_once
000000000000331c (__TEXT,__text) external _mach_port_allocate
000000000001c6d8 (__TEXT,__text) external _mach_port_allocate_full
000000000001c6c4 (__TEXT,__text) external _mach_port_allocate_name
000000000001c6d4 (__TEXT,__text) external _mach_port_allocate_qos
000000000001c924 (__TEXT,__text) external _mach_port_assert_attributes
00000000000023d0 (__TEXT,__text) external _mach_port_construct
0000000000002584 (__TEXT,__text) external _mach_port_deallocate
000000000000666c (__TEXT,__text) external _mach_port_destroy
0000000000002b78 (__TEXT,__text) external _mach_port_destruct
000000000001c86c (__TEXT,__text) external _mach_port_dnrequest_info
00000000000046b0 (__TEXT,__text) external _mach_port_extract_member
000000000000aa14 (__TEXT,__text) external _mach_port_extract_right
0000000000003a44 (__TEXT,__text) external _mach_port_get_attributes
00000000000062f8 (__TEXT,__text) external _mach_port_get_context
0000000000004504 (__TEXT,__text) external _mach_port_get_refs
000000000001c920 (__TEXT,__text) external _mach_port_get_service_port_info
000000000000c6c8 (__TEXT,__text) external _mach_port_get_set_status
000000000001c6e0 (__TEXT,__text) external _mach_port_get_srights
0000000000003f54 (__TEXT,__text) external _mach_port_guard
000000000001c914 (__TEXT,__text) external _mach_port_guard_with_flags
0000000000003378 (__TEXT,__text) external _mach_port_insert_member
0000000000003578 (__TEXT,__text) external _mach_port_insert_right
000000000001c91c (__TEXT,__text) external _mach_port_is_connection_for_service
000000000001c870 (__TEXT,__text) external _mach_port_kernel_object
000000000001c8b0 (__TEXT,__text) external _mach_port_kobject
000000000001c8b4 (__TEXT,__text) external _mach_port_kobject_description
0000000000001a28 (__TEXT,__text) external _mach_port_mod_refs
0000000000005fec (__TEXT,__text) external _mach_port_move_member
000000000001c6bc (__TEXT,__text) external _mach_port_names
000000000001c6c8 (__TEXT,__text) external _mach_port_peek
000000000001c6c0 (__TEXT,__text) external _mach_port_rename
0000000000002f7c (__TEXT,__text) external _mach_port_request_notification
0000000000003abc (__TEXT,__text) external _mach_port_set_attributes
000000000000c5ac (__TEXT,__text) external _mach_port_set_context
000000000001c6cc (__TEXT,__text) external _mach_port_set_mscount
000000000001c6d0 (__TEXT,__text) external _mach_port_set_seqno
000000000001c6e8 (__TEXT,__text) external _mach_port_space_basic_info
000000000001c6e4 (__TEXT,__text) external _mach_port_space_info
000000000001c918 (__TEXT,__text) external _mach_port_swap_guard
0000000000003cf0 (__TEXT,__text) external _mach_port_type
000000000001c8b8 (__TEXT,__text) external _mach_port_unguard
000000000000c280 (__TEXT,__text) external _mach_ports_lookup
00000000000145b0 (__TEXT,__text) non-external _mach_ports_lookup_legacy
0000000000008408 (__TEXT,__text) external _mach_ports_register
00000000000144c8 (__TEXT,__text) non-external _mach_ports_register_legacy
0000000000001298 (__TEXT,__text) external _mach_reply_port
0000000000012ca0 (__TEXT,__text) external _mach_right_recv_construct
0000000000012d74 (__TEXT,__text) external _mach_right_recv_destruct
0000000000012e08 (__TEXT,__text) external _mach_right_send_create
0000000000012f44 (__TEXT,__text) external _mach_right_send_once_consume
0000000000012edc (__TEXT,__text) external _mach_right_send_once_create
00000000000057c4 (__TEXT,__text) external _mach_right_send_release
0000000000012e6c (__TEXT,__text) external _mach_right_send_retain
000000000001c754 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
000000000001c7fc (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
000000000001447c (__TEXT,__text) external _mach_task_is_self
0000000000012c9c (__TEXT,__text) external _mach_task_self
00000000000446d0 (__DATA_DIRTY,__common) external _mach_task_self_
00000000000107b4 (__TEXT,__text) external _mach_task_special_port_description
000000000003c1a8 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00000000000108b4 (__TEXT,__text) external _mach_task_special_port_for_id
00000000000400f8 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
0000000000006bec (__TEXT,__text) external _mach_thread_self
00000000000107d4 (__TEXT,__text) external _mach_thread_special_port_description
000000000003c208 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00000000000108c4 (__TEXT,__text) external _mach_thread_special_port_for_id
0000000000040158 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00000000000016d8 (__TEXT,__text) external _mach_timebase_info
0000000000044034 (__DATA_DIRTY,__bss) non-external _mach_timebase_info.cached_info
0000000000001448 (__TEXT,__text) external _mach_timebase_info_trap
0000000000003410 (__TEXT,__text) external _mach_vm_allocate
0000000000025d9c (__TEXT,__text) external _mach_vm_behavior_set
00000000000086f8 (__TEXT,__text) external _mach_vm_copy
0000000000002c54 (__TEXT,__text) external _mach_vm_deallocate
0000000000026ab4 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
0000000000026c08 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
0000000000026d20 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
0000000000025730 (__TEXT,__text) external _mach_vm_inherit
0000000000025eb8 (__TEXT,__text) external _mach_vm_machine_attribute
00000000000010b0 (__TEXT,__text) external _mach_vm_map
0000000000025c80 (__TEXT,__text) external _mach_vm_msync
00000000000265dc (__TEXT,__text) external _mach_vm_page_info
0000000000026198 (__TEXT,__text) external _mach_vm_page_query
00000000000267c0 (__TEXT,__text) external _mach_vm_page_range_query
0000000000004cdc (__TEXT,__text) external _mach_vm_protect
00000000000048f4 (__TEXT,__text) external _mach_vm_purgable_control
0000000000026e38 (__TEXT,__text) external _mach_vm_range_create
000000000001ca50 (__TEXT,__text) external _mach_vm_read
00000000000259d0 (__TEXT,__text) external _mach_vm_read_list
000000000000b820 (__TEXT,__text) external _mach_vm_read_overwrite
00000000000133dc (__TEXT,__text) external _mach_vm_reclaim_is_available
0000000000013400 (__TEXT,__text) external _mach_vm_reclaim_is_reclaimed
0000000000013024 (__TEXT,__text) external _mach_vm_reclaim_mark_free
0000000000013194 (__TEXT,__text) external _mach_vm_reclaim_mark_free_with_id
00000000000132b8 (__TEXT,__text) external _mach_vm_reclaim_mark_used
0000000000012ff0 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
0000000000013424 (__TEXT,__text) external _mach_vm_reclaim_synchronize
00000000000133c8 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00000000000058cc (__TEXT,__text) external _mach_vm_region
000000000000b5bc (__TEXT,__text) external _mach_vm_region_recurse
000000000001c928 (__TEXT,__text) external _mach_vm_remap
000000000001c9bc (__TEXT,__text) external _mach_vm_remap_new
000000000001f8ac (__TEXT,__text) external _mach_vm_wire
0000000000025b50 (__TEXT,__text) external _mach_vm_write
0000000000005b24 (__TEXT,__text) external _mach_voucher_attr_command
0000000000002b40 (__TEXT,__text) external _mach_voucher_deallocate
0000000000031ae8 (__TEXT,__text) external _mach_voucher_debug_info
0000000000031898 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
000000000000b164 (__TEXT,__text) external _mach_voucher_extract_attr_content
00000000000039e0 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
0000000000001418 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
0000000000001454 (__TEXT,__text) external _mach_wait_until
0000000000021650 (__TEXT,__text) external _mach_zone_force_gc
0000000000022518 (__TEXT,__text) external _mach_zone_get_btlog_records
000000000002238c (__TEXT,__text) external _mach_zone_get_zlog_zones
0000000000021488 (__TEXT,__text) external _mach_zone_info
00000000000221e4 (__TEXT,__text) external _mach_zone_info_for_largest_zone
0000000000022078 (__TEXT,__text) external _mach_zone_info_for_zone
00000000000013d0 (__TEXT,__text) external _macx_backing_store_recovery
00000000000013c4 (__TEXT,__text) external _macx_backing_store_suspend
00000000000013a0 (__TEXT,__text) external _macx_swapoff
0000000000001394 (__TEXT,__text) external _macx_swapon
00000000000013b8 (__TEXT,__text) external _macx_triggers
0000000000003d4c (__TEXT,__text) external _madvise
0000000000040200 (__DATA,__bss) non-external _master_host_port
0000000000001618 (__TEXT,__text) non-external _memcpy
0000000000001618 (__TEXT,__text) non-external _memmove
0000000000009750 (__TEXT,__text) external _memorystatus_control
000000000000eb9c (__TEXT,__text) external _memorystatus_get_level
000000000001281c (__TEXT,__text) external _mig_allocate
00000000000042c0 (__TEXT,__text) external _mig_dealloc_reply_port
000000000001c6ec (__TEXT,__text) external _mig_dealloc_special_reply_port
0000000000006968 (__TEXT,__text) external _mig_deallocate
0000000000001628 (__TEXT,__text) external _mig_get_reply_port
0000000000002988 (__TEXT,__text) external _mig_get_special_reply_port
000000000000620c (__TEXT,__text) external _mig_put_reply_port
0000000000005898 (__TEXT,__text) external _mig_reply_setup
0000000000006210 (__TEXT,__text) external _mig_strncpy
00000000000029c0 (__TEXT,__text) external _mig_strncpy_zerofill
000000000000ebc4 (__TEXT,__text) external _mincore
000000000000ebec (__TEXT,__text) external _minherit
0000000000001478 (__TEXT,__text) external _mk_timer_arm
0000000000001490 (__TEXT,__text) external _mk_timer_arm_leeway
0000000000001484 (__TEXT,__text) external _mk_timer_cancel
0000000000001460 (__TEXT,__text) external _mk_timer_create
000000000000146c (__TEXT,__text) external _mk_timer_destroy
0000000000002c2c (__TEXT,__text) external _mkdir
0000000000004a74 (__TEXT,__text) external _mkdirat
000000000000ec14 (__TEXT,__text) external _mkfifo
000000000000ec3c (__TEXT,__text) external _mkfifoat
000000000000ec64 (__TEXT,__text) external _mknod
000000000000ec8c (__TEXT,__text) external _mknodat
000000000000a5e4 (__TEXT,__text) external _mlock
000000000000ecb4 (__TEXT,__text) external _mlockall
0000000000001ef0 (__TEXT,__text) external _mmap
000000000000cb0c (__TEXT,__text) external _mount
0000000000004d7c (__TEXT,__text) external _mprotect
000000000000ecdc (__TEXT,__text) external _mremap_encrypted
0000000000012988 (__TEXT,__text) external _msg_receive
0000000000012978 (__TEXT,__text) external _msg_rpc
0000000000012980 (__TEXT,__text) external _msg_send
000000000000daf0 (__TEXT,__text) external _msgctl
000000000000ed04 (__TEXT,__text) external _msgget
000000000000ed2c (__TEXT,__text) external _msgrcv
000000000000db18 (__TEXT,__text) external _msgrcv$NOCANCEL
000000000000ed54 (__TEXT,__text) external _msgsnd
000000000000db40 (__TEXT,__text) external _msgsnd$NOCANCEL
000000000000d2a8 (__TEXT,__text) external _msgsys
0000000000007244 (__TEXT,__text) external _msync
000000000000db90 (__TEXT,__text) external _msync$NOCANCEL
000000000000a60c (__TEXT,__text) external _munlock
000000000000ed7c (__TEXT,__text) external _munlockall
00000000000049a8 (__TEXT,__text) external _munmap
000000000000511c (__TEXT,__text) external _necp_client_action
000000000000b7d0 (__TEXT,__text) external _necp_match_policy
00000000000050cc (__TEXT,__text) external _necp_open
000000000000eda4 (__TEXT,__text) external _necp_session_action
000000000000edcc (__TEXT,__text) external _necp_session_open
000000000000edf4 (__TEXT,__text) external _net_qos_guideline
000000000000ee1c (__TEXT,__text) external _netagent_trigger
0000000000028988 (__TEXT,__text) external _netname_check_in
0000000000028d80 (__TEXT,__text) external _netname_check_out
0000000000028b2c (__TEXT,__text) external _netname_look_up
0000000000028f20 (__TEXT,__text) external _netname_version
0000000000014704 (__TEXT,__text) external _nfsclnt
000000000000ee44 (__TEXT,__text) external _nfssvc
00000000000401a8 (__DATA,__data) external _non_boost_assertion_token
00000000000401a0 (__DATA,__data) external _normal_boost_assertion_token
000000000000ee6c (__TEXT,__text) external _ntp_adjtime
000000000000ee94 (__TEXT,__text) external _ntp_gettime
000000000000eebc (__TEXT,__text) external _objc_bp_assist_cfg_np
000000000000c1a8 (__TEXT,__text) external _open
0000000000014788 (__TEXT,__text) external _open$NOCANCEL
0000000000006780 (__TEXT,__text) external _open_dprotected_np
000000000001b37c (__TEXT,__text) external _openat
0000000000014970 (__TEXT,__text) external _openat$NOCANCEL
000000000001bb10 (__TEXT,__text) external _openat_authenticated_np
000000000001bab4 (__TEXT,__text) external _openat_dprotected_np
000000000000eee4 (__TEXT,__text) external _openbyid_np
0000000000011c14 (__TEXT,__text) external _os_buflet_get_data_address
0000000000011be4 (__TEXT,__text) external _os_buflet_get_data_length
0000000000011c1c (__TEXT,__text) external _os_buflet_get_data_limit
0000000000011bdc (__TEXT,__text) external _os_buflet_get_data_offset
0000000000011c04 (__TEXT,__text) external _os_buflet_get_object_address
0000000000011c0c (__TEXT,__text) external _os_buflet_get_object_limit
0000000000011bf8 (__TEXT,__text) external _os_buflet_set_data_length
0000000000011bec (__TEXT,__text) external _os_buflet_set_data_offset
00000000000170ec (__TEXT,__text) external _os_channel_advance_slot
0000000000017d04 (__TEXT,__text) external _os_channel_attr_clone
0000000000017ca8 (__TEXT,__text) external _os_channel_attr_create
0000000000017ed8 (__TEXT,__text) external _os_channel_attr_destroy
0000000000018034 (__TEXT,__text) external _os_channel_attr_get
000000000001815c (__TEXT,__text) external _os_channel_attr_get_key
0000000000017f30 (__TEXT,__text) external _os_channel_attr_set
0000000000017df0 (__TEXT,__text) external _os_channel_attr_set_key
0000000000017094 (__TEXT,__text) external _os_channel_available_slot_count
00000000000197ec (__TEXT,__text) external _os_channel_buflet_alloc
0000000000019134 (__TEXT,__text) external _os_channel_buflet_free
00000000000197bc (__TEXT,__text) external _os_channel_configure_interface_advisory
0000000000016d74 (__TEXT,__text) external _os_channel_create
00000000000163f8 (__TEXT,__text) external _os_channel_create_extended
0000000000016ef4 (__TEXT,__text) external _os_channel_destroy
0000000000019728 (__TEXT,__text) external _os_channel_event_free
000000000001c670 (__TEXT,__text) external _os_channel_event_get_event_data
000000000001c5bc (__TEXT,__text) external _os_channel_event_get_next_event
00000000000178ec (__TEXT,__text) external _os_channel_flow_admissible
0000000000017ac8 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00000000000178c8 (__TEXT,__text) external _os_channel_get_advisory_region
0000000000016d84 (__TEXT,__text) external _os_channel_get_fd
000000000001972c (__TEXT,__text) external _os_channel_get_interface_advisory
00000000000192d8 (__TEXT,__text) external _os_channel_get_next_event_handle
0000000000017178 (__TEXT,__text) external _os_channel_get_next_slot
0000000000017860 (__TEXT,__text) external _os_channel_get_stats_region
0000000000016b50 (__TEXT,__text) non-external _os_channel_info2attr
0000000000016c64 (__TEXT,__text) non-external _os_channel_init_ring
0000000000016f60 (__TEXT,__text) external _os_channel_is_defunct
0000000000018684 (__TEXT,__text) external _os_channel_large_packet_alloc
00000000000181d0 (__TEXT,__text) external _os_channel_packet_alloc
00000000000181d8 (__TEXT,__text) non-external _os_channel_packet_alloc_common
000000000001868c (__TEXT,__text) external _os_channel_packet_free
0000000000018b54 (__TEXT,__text) external _os_channel_packet_pool_purge
0000000000017064 (__TEXT,__text) external _os_channel_pending
0000000000018e54 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
0000000000016d8c (__TEXT,__text) external _os_channel_read_attr
0000000000016ea4 (__TEXT,__text) external _os_channel_read_nexus_extension_info
0000000000016f74 (__TEXT,__text) external _os_channel_ring_id
0000000000017088 (__TEXT,__text) external _os_channel_ring_notify_time
000000000001707c (__TEXT,__text) external _os_channel_ring_sync_time
0000000000017008 (__TEXT,__text) external _os_channel_rx_ring
00000000000175b8 (__TEXT,__text) external _os_channel_set_slot_properties
0000000000018828 (__TEXT,__text) external _os_channel_slot_attach_packet
00000000000189b4 (__TEXT,__text) external _os_channel_slot_detach_packet
00000000000176f4 (__TEXT,__text) external _os_channel_slot_get_packet
0000000000016ec8 (__TEXT,__text) external _os_channel_sync
0000000000016fc4 (__TEXT,__text) external _os_channel_tx_ring
0000000000016ddc (__TEXT,__text) external _os_channel_write_attr
0000000000011bac (__TEXT,__text) external _os_copy_and_inet_checksum
000000000000d020 (__TEXT,__text) external _os_cpu_copy_in_cksum
000000000001b9bc (__TEXT,__text) external _os_cpu_in_cksum
000000000000cd80 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
000000000000ef0c (__TEXT,__text) external _os_fault_with_payload
0000000000011ba8 (__TEXT,__text) external _os_inet_checksum
000000000001a1a4 (__TEXT,__text) external _os_nexus_attr_clone
000000000001a148 (__TEXT,__text) external _os_nexus_attr_create
000000000001a4b0 (__TEXT,__text) external _os_nexus_attr_destroy
000000000001a3c8 (__TEXT,__text) external _os_nexus_attr_get
000000000001a238 (__TEXT,__text) external _os_nexus_attr_set
000000000001ab84 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
000000000001a874 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
000000000001a894 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
000000000001a4c8 (__TEXT,__text) external _os_nexus_controller_create
000000000001a868 (__TEXT,__text) external _os_nexus_controller_deregister_provider
000000000001aed0 (__TEXT,__text) external _os_nexus_controller_destroy
000000000001a888 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
000000000001a584 (__TEXT,__text) external _os_nexus_controller_get_fd
000000000001ad64 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
000000000001aa2c (__TEXT,__text) external _os_nexus_controller_read_provider_attr
000000000001a58c (__TEXT,__text) external _os_nexus_controller_register_provider
000000000001acd0 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
000000000001a9b4 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
000000000001b200 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
0000000000011a7c (__TEXT,__text) external _os_packet_add_buflet
0000000000011070 (__TEXT,__text) external _os_packet_add_inet_csum_flags
00000000000111a8 (__TEXT,__text) external _os_packet_clear_flow_uuid
0000000000011b24 (__TEXT,__text) external _os_packet_decrement_use_count
00000000000118d0 (__TEXT,__text) external _os_packet_finalize
0000000000011b4c (__TEXT,__text) external _os_packet_get_aggregation_type
00000000000117e0 (__TEXT,__text) external _os_packet_get_buflet_count
0000000000010ef4 (__TEXT,__text) external _os_packet_get_compression_generation_count
00000000000117d4 (__TEXT,__text) external _os_packet_get_data_length
000000000001126c (__TEXT,__text) external _os_packet_get_expire_time
00000000000112f8 (__TEXT,__text) external _os_packet_get_expiry_action
00000000000110f8 (__TEXT,__text) external _os_packet_get_flow_uuid
0000000000011240 (__TEXT,__text) external _os_packet_get_group_end
00000000000111e4 (__TEXT,__text) external _os_packet_get_group_start
000000000001097c (__TEXT,__text) external _os_packet_get_headroom
00000000000110ac (__TEXT,__text) external _os_packet_get_inet_checksum
0000000000011718 (__TEXT,__text) external _os_packet_get_keep_alive
0000000000010a70 (__TEXT,__text) external _os_packet_get_link_broadcast
0000000000010b90 (__TEXT,__text) external _os_packet_get_link_ethfcs
00000000000109fc (__TEXT,__text) external _os_packet_get_link_header_length
0000000000010b00 (__TEXT,__text) external _os_packet_get_link_multicast
000000000001181c (__TEXT,__text) external _os_packet_get_next_buflet
00000000000114e0 (__TEXT,__text) external _os_packet_get_packetid
00000000000118a8 (__TEXT,__text) external _os_packet_get_segment_count
0000000000010e04 (__TEXT,__text) external _os_packet_get_service_class
000000000001138c (__TEXT,__text) external _os_packet_get_token
0000000000011c24 (__TEXT,__text) external _os_packet_get_trace_id
0000000000010f6c (__TEXT,__text) external _os_packet_get_traffic_class
0000000000010cc8 (__TEXT,__text) external _os_packet_get_transport_retransmit
0000000000010c08 (__TEXT,__text) external _os_packet_get_transport_traffic_background
0000000000010c68 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
0000000000011760 (__TEXT,__text) external _os_packet_get_truncated
0000000000011698 (__TEXT,__text) external _os_packet_get_vlan_id
00000000000116a0 (__TEXT,__text) external _os_packet_get_vlan_priority
0000000000011630 (__TEXT,__text) external _os_packet_get_vlan_tag
0000000000011708 (__TEXT,__text) external _os_packet_get_wake_flag
0000000000011af8 (__TEXT,__text) external _os_packet_increment_use_count
00000000000116a8 (__TEXT,__text) external _os_packet_set_app_metadata
0000000000010ec8 (__TEXT,__text) external _os_packet_set_compression_generation_count
00000000000112b8 (__TEXT,__text) external _os_packet_set_expire_time
0000000000011344 (__TEXT,__text) external _os_packet_set_expiry_action
0000000000011150 (__TEXT,__text) external _os_packet_set_flow_uuid
0000000000011210 (__TEXT,__text) external _os_packet_set_group_end
00000000000111b4 (__TEXT,__text) external _os_packet_set_group_start
0000000000010924 (__TEXT,__text) external _os_packet_set_headroom
0000000000011030 (__TEXT,__text) external _os_packet_set_inet_checksum
0000000000011728 (__TEXT,__text) external _os_packet_set_keep_alive
00000000000117a4 (__TEXT,__text) external _os_packet_set_l4s_flag
0000000000010a24 (__TEXT,__text) external _os_packet_set_link_broadcast
0000000000010b44 (__TEXT,__text) external _os_packet_set_link_ethfcs
00000000000109bc (__TEXT,__text) external _os_packet_set_link_header_length
0000000000010ab4 (__TEXT,__text) external _os_packet_set_link_multicast
0000000000011558 (__TEXT,__text) external _os_packet_set_packetid
0000000000011ccc (__TEXT,__text) external _os_packet_set_protocol_segment_size
0000000000010d28 (__TEXT,__text) external _os_packet_set_service_class
0000000000011440 (__TEXT,__text) external _os_packet_set_token
0000000000011c44 (__TEXT,__text) external _os_packet_set_trace_id
0000000000010f3c (__TEXT,__text) external _os_packet_set_traffic_class
0000000000010cf4 (__TEXT,__text) external _os_packet_set_transport_last_packet
0000000000010c94 (__TEXT,__text) external _os_packet_set_transport_retransmit
0000000000010bd4 (__TEXT,__text) external _os_packet_set_transport_traffic_background
0000000000010c34 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
0000000000011cf8 (__TEXT,__text) external _os_packet_set_tso_flags
0000000000011b74 (__TEXT,__text) external _os_packet_set_tx_timestamp
00000000000115d0 (__TEXT,__text) external _os_packet_set_vlan_tag
0000000000011c6c (__TEXT,__text) external _os_packet_trace_event
0000000000012fec (__TEXT,__text) external _os_proc_available_memory
00000000000128b8 (__TEXT,__text) external _panic
00000000000128ac (__TEXT,__text) external _panic_init
000000000000ef34 (__TEXT,__text) external _panic_with_data
0000000000008bcc (__TEXT,__text) external _pathconf
000000000000ef5c (__TEXT,__text) external _peeloff
000000000000137c (__TEXT,__text) external _pid_for_task
000000000000ef84 (__TEXT,__text) external _pid_hibernate
000000000000efac (__TEXT,__text) external _pid_resume
0000000000019a9c (__TEXT,__text) external _pid_shutdown_networking
000000000000efd4 (__TEXT,__text) external _pid_shutdown_sockets
000000000000effc (__TEXT,__text) external _pid_suspend
000000000000726c (__TEXT,__text) external _pipe
000000000000f024 (__TEXT,__text) external _pivot_root
00000000000108d4 (__TEXT,__text) external _pkt_subtype_assert_fail
00000000000108fc (__TEXT,__text) external _pkt_type_assert_fail
00000000000091fc (__TEXT,__text) external _poll
000000000000dcf8 (__TEXT,__text) external _poll$NOCANCEL
0000000000010804 (__TEXT,__text) non-external _port_for_id_internal
0000000000012904 (__TEXT,__text) external _port_obj_init
0000000000040250 (__DATA,__common) external _port_obj_table
0000000000040190 (__DATA,__data) external _port_obj_table_size
0000000000003d4c (__TEXT,__text) external _posix_madvise
0000000000007c60 (__TEXT,__text) external _posix_spawn
000000000000bfa4 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
0000000000015544 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00000000000155f0 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
000000000000ccb8 (__TEXT,__text) external _posix_spawn_file_actions_addclose
0000000000007714 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00000000000156ac (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
000000000000cc24 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
000000000000c398 (__TEXT,__text) external _posix_spawn_file_actions_addopen
0000000000008020 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00000000000076b8 (__TEXT,__text) external _posix_spawn_file_actions_init
0000000000040218 (__DATA,__bss) non-external _posix_spawn_with_filter
0000000000007ec8 (__TEXT,__text) external _posix_spawnattr_destroy
0000000000015494 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
0000000000015a10 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00000000000159cc (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
0000000000015194 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
000000000001512c (__TEXT,__text) external _posix_spawnattr_getbinpref_np
0000000000015760 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
000000000001509c (__TEXT,__text) external _posix_spawnattr_getflags
000000000000797c (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
