00007ffb1f6d42cf (__TEXT,__text) external _AAAFSCGetMetadata
00007ffb1f66b1c4 (__TEXT,__text) non-external _cancelProc
00007ffb1f690f26 (__TEXT,__text) non-external _cancelProc
00007ffb1f69cf89 (__TEXT,__text) non-external _cancelProc
00007ffb1f6ae0d8 (__TEXT,__text) non-external _cancelProc
00007ffb1f6b0416 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00007ffb1f68c559 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffb1f6aa4fe (__TEXT,__text) non-external _chunkAppendHole
00007ffb1f6968b6 (__TEXT,__text) non-external _chunkAsyncCancel
00007ffb1f696179 (__TEXT,__text) non-external _chunkAsyncClose
00007ffb1f69653f (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffb1f6968d6 (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffb1f6966e3 (__TEXT,__text) non-external _chunkAsyncProcess
00007ffb1f6aa4d0 (__TEXT,__text) non-external _chunkDestroy
00007ffb1f6a8815 (__TEXT,__text) non-external _chunk_compare_by_position
00007ffb1f6a8809 (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffb1f68f36c (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffb1f669dc3 (__TEXT,__text) non-external _closeProc
00007ffb1f6905b1 (__TEXT,__text) non-external _closeProc
00007ffb1f69a47f (__TEXT,__text) non-external _closeProc
00007ffb1f6ac234 (__TEXT,__text) non-external _closeProc
00007ffb1f66a073 (__TEXT,__text) non-external _closeWithStateProc
00007ffb1f690640 (__TEXT,__text) non-external _closeWithStateProc
00007ffb1f69b926 (__TEXT,__text) non-external _closeWithStateProc
00007ffb1f6ac2fa (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffb1f6c0e2d (__TEXT,__text) non-external _clusterEntryUpdateDAT
00007ffb1f6bc1ae (__TEXT,__text) non-external _cmpNodesProc
00007ffb1f666172 (__TEXT,__text) non-external _cmpRange
00007ffb1f6697ea (__TEXT,__text) non-external _cmp_entries_clc
00007ffb1f6697bd (__TEXT,__text) non-external _cmp_entries_hlc
00007ffb1f66986b (__TEXT,__text) non-external _cmp_entries_offset
00007ffb1f669817 (__TEXT,__text) non-external _cmp_entries_slc
00007ffb1f6b978e (__TEXT,__text) non-external _cmp_keys
00007ffb1f6abfca (__TEXT,__text) non-external _cmp_markers
00007ffb1f6861ac (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffb1f686149 (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffb1f686190 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffb1f6861ba (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffb1f68619e (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffb1f66d08c (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffb1f6ce36e (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffb1f698392 (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffb1f6982f2 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffb1f6dd45c (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffb1f6a0680 (__TEXT,__text) non-external _convertStreamAbort
00007ffb1f6a08f2 (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffb1f69f495 (__TEXT,__text) non-external _convertStreamClose
00007ffb1f6a0b43 (__TEXT,__text) non-external _convertStreamEndBlob
00007ffb1f6a0857 (__TEXT,__text) non-external _convertStreamEndEntry
00007ffb1f6a07ba (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffb1f6a01fc (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffb1f69f52c (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffb1f6a882e (__TEXT,__text) non-external _convert_block_controls
00007ffb1f6a86a8 (__TEXT,__text) non-external _convert_internal_controls
00007ffb1f698a3c (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffb1f698dc0 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffb1f67e836 (__TEXT,__text) non-external _copyStream
00007ffb1f6b9f96 (__TEXT,__text) non-external _create
00007ffb1f69f29d (__TEXT,__text) non-external _createErrorContextKey
00007ffb1f69ed04 (__TEXT,__text) non-external (was a private external) _createThread
00007ffb1f6843a7 (__TEXT,__text) non-external _currentWriteBufferFull
00007ffb1f6d2444 (__TEXT,__text) non-external _decodeStreamAbort
00007ffb1f6d2467 (__TEXT,__text) non-external _decodeStreamClose
00007ffb1f6d15a2 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00007ffb1f6d18c5 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffb1f6d1787 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffb1f6d227c (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffb1f6d167c (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffb1f6d1d6e (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffb1f6d1502 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffb1f6d4b59 (__TEXT,__text) non-external _decompressToData
00007ffb1f664f34 (__TEXT,__text) non-external _decryptAsyncCancel
00007ffb1f6649d5 (__TEXT,__text) non-external _decryptAsyncClose
00007ffb1f664bd7 (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffb1f664f46 (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffb1f664d24 (__TEXT,__text) non-external _decryptAsyncProcess
00007ffb1f6a253b (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffb1f6a23bd (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffb1f6a2548 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffb1f6a2555 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffb1f682915 (__TEXT,__text) non-external _ecc65537Inv
00007ffb1f682532 (__TEXT,__text) non-external _ecc65537PolyEval
00007ffb1f6827ab (__TEXT,__text) non-external _ecc65537Solve
00007ffb1f682592 (__TEXT,__text) non-external _ecc65537Triangulate
00007ffb1f6cee69 (__TEXT,__text) non-external _encodeEntry
00007ffb1f6ceff3 (__TEXT,__text) non-external _encodeYOPEntry
00007ffb1f6d001c (__TEXT,__text) non-external _encoderStreamAbort
00007ffb1f6cfe49 (__TEXT,__text) non-external _encoderStreamClose
00007ffb1f6d01b6 (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffb1f6d0039 (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffb1f69e6b3 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffb1f6ce33a (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffb1f6af73b (__TEXT,__text) non-external _entryMessage
00007ffb1f6c04ae (__TEXT,__text) non-external _entryRelease
00007ffb1f6ce321 (__TEXT,__text) non-external _entryVectorCmp
00007ffb1f699c86 (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffb1f699daa (__TEXT,__text) non-external _enumerateTree_rec
00007ffb1f6badde (__TEXT,__text) non-external _expandDirThreadProc
00007ffb1f6c0491 (__TEXT,__text) non-external _extractStreamAbort
00007ffb1f6bdfb0 (__TEXT,__text) non-external _extractStreamClose
00007ffb1f6c105b (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffb1f6c1133 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffb1f6c0c92 (__TEXT,__text) non-external _extractStreamStateFail
00007ffb1f6bfc6c (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffb1f6bef0b (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffb1f6b0005 (__TEXT,__text) non-external _extractThread
00007ffb1f6c0621 (__TEXT,__text) non-external _extractThreadFailEntry
00007ffb1f6bcecb (__TEXT,__text) non-external _extractThreadProc
00007ffb1f6c0d7c (__TEXT,__text) non-external _extractThreadSendCommand
00007ffb1f6afb67 (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffb1f6af97a (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffb1f6afb71 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffb1f6afbea (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffb1f67c4c9 (__TEXT,__text) non-external _findFirst
00007ffb1f6a899f (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffb1f67d419 (__TEXT,__text) non-external _flushBuf
00007ffb1f6d045b (__TEXT,__text) non-external _flushOBuf
00007ffb1f6d6d83 (__TEXT,__text) non-external _flushOBuf
00007ffb1f6930e4 (__TEXT,__text) non-external _flushToResourceFork
00007ffb1f6d059a (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffb1f6d0b6d (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffb1f67d7c4 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffb42d27208 (__DATA,__bss) non-external _gErrorContextKey
00007ffb1f6ab317 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffb1f6999bf (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffb1f6d1250 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffb1f682ad0 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffb1f6980af (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffb1f69f24b (__TEXT,__text) non-external _getErrorContextKey
00007ffb42d271f8 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00007ffb1f6a6a94 (__TEXT,__text) non-external _getFieldBlob
00007ffb1f699247 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffb1f6991c6 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffb1f6997a3 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffb1f6c27c0 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00007ffb1f699934 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffb1f69913e (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffb1f699a43 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffb1f699a59 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffb1f699ae7 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffb1f699721 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffb1f6df2db (__TEXT,__text) non-external _getFreeCachePos
00007ffb1f66e186 (__TEXT,__text) non-external _getHeader
00007ffb1f6bbdcd (__TEXT,__text) non-external _getPath
00007ffb1f69807b (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffb1f6986ff (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffb1f6b0483 (__TEXT,__text) non-external _getTempSegmentFilename
00007ffb1f69a201 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffb1f6dd2d8 (__TEXT,__text) non-external _graisAbort
00007ffb1f6db58a (__TEXT,__text) non-external _graisClose
00007ffb1f6dcece (__TEXT,__text) non-external _graisPRead
00007ffb1f6dcea6 (__TEXT,__text) non-external _graisRead
00007ffb1f6dd292 (__TEXT,__text) non-external _graisSeek
00007ffb1f6bad1f (__TEXT,__text) non-external _increaseCapacity
00007ffb1f68c7b0 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffb1f6d0b59 (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffb1f6c1884 (__TEXT,__text) non-external _init_blob_with_magic
00007ffb1f698794 (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffb1f6c707c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffb1f69f03f (__TEXT,__text) non-external (was a private external) _joinThread
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffb1f69e780 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffb1f6d181e (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffb1f6aa683 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffb1f6c5d34 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffb1f6d6f38 (__TEXT,__text) non-external _loadChunkOffsets
00007ffb1f6d4432 (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffb1f6b006d (__TEXT,__text) non-external _loadRemainingRange
00007ffb1f6b02b4 (__TEXT,__text) non-external _loadTempSegment
00007ffb1f6afc7c (__TEXT,__text) non-external _loadThread
00007ffb1f69639d (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffb1f69819b (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffb1f68a77c (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffb1f68a76f (__TEXT,__text) non-external _memoryInputStreamClose
00007ffb1f68a7b1 (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffb1f68a78e (__TEXT,__text) non-external _memoryInputStreamRead
00007ffb1f68a808 (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffb1f68a960 (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffb1f68a953 (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffb1f68a972 (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffb1f6d122d (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffb1f6d0db6 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffb1f6dfb77 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffb1f6bb714 (__TEXT,__text) non-external _normalize
00007ffb1f698226 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffb1f6b0517 (__TEXT,__text) non-external _notifySegmentAvailable
00007ffb1f6f1f00 (__TEXT,__const) non-external _old_resource_fork_map
00007ffb1f6f2470 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffb1f66d288 (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffb1f698626 (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffb1f66e0fc (__TEXT,__text) non-external _pcRead
00007ffb1f66d4da (__TEXT,__text) non-external _pcWrite
00007ffb1f663ac0 (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffb1f663a4f (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffb1f663a3a (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffb1f6a8e20 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffb1f6dffa4 (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffb1f6a8f96 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _perror (from libSystem)
00007ffb1f6a4fa2 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _pread (from libSystem)
00007ffb1f66547f (__TEXT,__text) non-external _processClusterHeader
00007ffb1f685670 (__TEXT,__text) non-external _processEntry
00007ffb1f69cf9b (__TEXT,__text) non-external _processEntry
00007ffb1f664f4f (__TEXT,__text) non-external _processMagic
00007ffb1f665d5a (__TEXT,__text) non-external _processPadding
00007ffb1f66505b (__TEXT,__text) non-external _processPrologue
00007ffb1f666047 (__TEXT,__text) non-external _processSegment
00007ffb1f6a2168 (__TEXT,__text) non-external _processSegment
00007ffb1f6af406 (__TEXT,__text) non-external _processSegment
00007ffb1f67f7ee (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffb1f6d0c76 (__TEXT,__text) non-external (was a private external) _pushControls
00007ffb1f6d0c01 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffb1f66618d (__TEXT,__text) non-external _pushPaddingRange
00007ffb1f664871 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffb1f68e264 (__TEXT,__text) non-external _quicksort64
00007ffb1f68128a (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffb1f697a6b (__TEXT,__text) non-external _rangeCmp
00007ffb1f692a2a (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffb1f692a07 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffb1f692a47 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffb1f66f07f (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffb1f6dd741 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffb1f698020 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffb1f6c1a15 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffb1f69a102 (__TEXT,__text) non-external _removeEntryProc
00007ffb1f699d42 (__TEXT,__text) non-external (was a private external) _removeFile
00007ffb1f69a19c (__TEXT,__text) non-external _removeLeaveDirProc
00007ffb1f685623 (__TEXT,__text) non-external _removeStreamAbort
00007ffb1f684dca (__TEXT,__text) non-external _removeStreamClose
00007ffb1f685611 (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffb1f685105 (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffb1f69a0cc (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffb1f6d0b94 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffb1f6d53c0 (__TEXT,__text) non-external _resizeResourceFork
00007ffb1f6a2ebe (__TEXT,__text) non-external _resizeStream
00007ffb1f6d45e1 (__TEXT,__text) non-external _resourceForkSize
00007ffb1f6b07ed (__TEXT,__text) non-external _retireEntryRange
00007ffb1f6c0b19 (__TEXT,__text) non-external _retireThreadEnqueue
00007ffb1f6bc8f0 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffb1f6a8602 (__TEXT,__text) non-external _sanitize_internal_controls
00007ffb1f68f3c2 (__TEXT,__text) non-external _seekTo
00007ffb1f684338 (__TEXT,__text) non-external _sendEOF
00007ffb1f6a069c (__TEXT,__text) non-external _sendHeader
00007ffb1f674806 (__TEXT,__text) non-external _sendMessage
00007ffb1f6dd301 (__TEXT,__text) non-external _sendMessage
00007ffb1f68114e (__TEXT,__text) non-external _sequentialReaderProc
00007ffb1f6811d2 (__TEXT,__text) non-external _sequentialWriterProc
00007ffb1f6e8770 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffb1f6a6f90 (__TEXT,__text) non-external _setFieldBlob
00007ffb1f6992bb (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffb1f699879 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffb1f69e728 (__TEXT,__text) non-external _setThreadErrorContext
00007ffb1f6d679c (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00007ffb1f6a1c0b (__TEXT,__text) non-external _setupContext
00007ffb1f6ae4fd (__TEXT,__text) non-external _setupContext
00007ffb1f69811f (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffb1f698167 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffb1f678c1a (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffb1f666227 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffb1f699230 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffb1f69a1f3 (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffb1f6b8ce6 (__TEXT,__text) non-external _stateAppendEntry
00007ffb1f6cd322 (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffb1f6cdec9 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffb1f6cd32f (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffb1f6cab95 (__TEXT,__text) non-external _stateComputePatches
00007ffb1f6b86ab (__TEXT,__text) non-external _stateConcatPath
00007ffb1f6b5b7d (__TEXT,__text) non-external _stateDestroy
00007ffb1f6cd1dc (__TEXT,__text) non-external _stateDestroy
00007ffb1f6cafcf (__TEXT,__text) non-external _stateGenerateArchive
00007ffb1f6b86de (__TEXT,__text) non-external _stateGetEntryData
00007ffb1f6ceade (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffb1f6b88ca (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffb1f697abe (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffb1f6df8aa (__TEXT,__text) non-external _storeCachePos
00007ffb1f6d6867 (__TEXT,__text) non-external _storeChunkOffsets
00007ffb1f6988f7 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffb1f6959e2 (__TEXT,__text) non-external _streamAbort
00007ffb1f6a9af8 (__TEXT,__text) non-external _streamAbort
00007ffb1f695872 (__TEXT,__text) non-external _streamClose
00007ffb1f6a977b (__TEXT,__text) non-external _streamClose
00007ffb1f677303 (__TEXT,__text) non-external _streamConsumerProc
00007ffb1f6aa360 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
