00000002247e9ad4 (__TEXT,__text) external _CGLGetCurrentContext
00000002247e879c (__TEXT,__text) external _glSecondaryColor3uivEXT
00000002247e3684 (__TEXT,__text) external _glSecondaryColor3us
00000002247e87b4 (__TEXT,__text) external _glSecondaryColor3usEXT
00000002247e36a4 (__TEXT,__text) external _glSecondaryColor3usv
00000002247e87d4 (__TEXT,__text) external _glSecondaryColor3usvEXT
00000002247e36bc (__TEXT,__text) external _glSecondaryColorPointer
00000002247e87ec (__TEXT,__text) external _glSecondaryColorPointerEXT
00000002247e1f08 (__TEXT,__text) external _glSelectBuffer
00000002247e2cdc (__TEXT,__text) external _glSeparableFilter2D
00000002247e95f4 (__TEXT,__text) external _glSetFenceAPPLE
00000002247e1f24 (__TEXT,__text) external _glShadeModel
00000002247e5f84 (__TEXT,__text) external _glShaderBinary
00000002247e40cc (__TEXT,__text) external _glShaderSource
00000002247e7dd8 (__TEXT,__text) external _glShaderSourceARB
00000002247e1f3c (__TEXT,__text) external _glStencilFunc
00000002247e4638 (__TEXT,__text) external _glStencilFuncSeparate
00000002247e99c0 (__TEXT,__text) external _glStencilFuncSeparateATI
00000002247e1f5c (__TEXT,__text) external _glStencilMask
00000002247e4680 (__TEXT,__text) external _glStencilMaskSeparate
00000002247e1f74 (__TEXT,__text) external _glStencilOp
00000002247e465c (__TEXT,__text) external _glStencilOpSeparate
00000002247e999c (__TEXT,__text) external _glStencilOpSeparateATI
00000002247e9824 (__TEXT,__text) external _glSwapAPPLE
00000002247e9624 (__TEXT,__text) external _glTestFenceAPPLE
00000002247e9654 (__TEXT,__text) external _glTestObjectAPPLE
00000002247e5380 (__TEXT,__text) external _glTexBuffer
00000002247e1f94 (__TEXT,__text) external _glTexCoord1d
00000002247e1fa8 (__TEXT,__text) external _glTexCoord1dv
00000002247e1fc0 (__TEXT,__text) external _glTexCoord1f
00000002247e1fd4 (__TEXT,__text) external _glTexCoord1fv
00000002247e1fec (__TEXT,__text) external _glTexCoord1i
00000002247e2004 (__TEXT,__text) external _glTexCoord1iv
00000002247e201c (__TEXT,__text) external _glTexCoord1s
00000002247e2034 (__TEXT,__text) external _glTexCoord1sv
00000002247e204c (__TEXT,__text) external _glTexCoord2d
00000002247e2060 (__TEXT,__text) external _glTexCoord2dv
00000002247e2078 (__TEXT,__text) external _glTexCoord2f
00000002247e208c (__TEXT,__text) external _glTexCoord2fv
00000002247e20a4 (__TEXT,__text) external _glTexCoord2i
00000002247e20c0 (__TEXT,__text) external _glTexCoord2iv
00000002247e20d8 (__TEXT,__text) external _glTexCoord2s
00000002247e20f4 (__TEXT,__text) external _glTexCoord2sv
00000002247e210c (__TEXT,__text) external _glTexCoord3d
00000002247e2120 (__TEXT,__text) external _glTexCoord3dv
00000002247e2138 (__TEXT,__text) external _glTexCoord3f
00000002247e214c (__TEXT,__text) external _glTexCoord3fv
00000002247e2164 (__TEXT,__text) external _glTexCoord3i
00000002247e2184 (__TEXT,__text) external _glTexCoord3iv
00000002247e219c (__TEXT,__text) external _glTexCoord3s
00000002247e21bc (__TEXT,__text) external _glTexCoord3sv
00000002247e21d4 (__TEXT,__text) external _glTexCoord4d
00000002247e21e8 (__TEXT,__text) external _glTexCoord4dv
00000002247e2200 (__TEXT,__text) external _glTexCoord4f
00000002247e2214 (__TEXT,__text) external _glTexCoord4fv
00000002247e222c (__TEXT,__text) external _glTexCoord4i
00000002247e2250 (__TEXT,__text) external _glTexCoord4iv
00000002247e2268 (__TEXT,__text) external _glTexCoord4s
00000002247e228c (__TEXT,__text) external _glTexCoord4sv
00000002247e22a4 (__TEXT,__text) external _glTexCoordPointer
00000002247e22c8 (__TEXT,__text) external _glTexEnvf
00000002247e22e4 (__TEXT,__text) external _glTexEnvfv
00000002247e2304 (__TEXT,__text) external _glTexEnvi
00000002247e2324 (__TEXT,__text) external _glTexEnviv
00000002247e2344 (__TEXT,__text) external _glTexGend
00000002247e2360 (__TEXT,__text) external _glTexGendv
00000002247e2380 (__TEXT,__text) external _glTexGenf
00000002247e239c (__TEXT,__text) external _glTexGenfv
00000002247e23bc (__TEXT,__text) external _glTexGeni
00000002247e23dc (__TEXT,__text) external _glTexGeniv
00000002247e23fc (__TEXT,__text) external _glTexImage1D
00000002247e2450 (__TEXT,__text) external _glTexImage2D
00000002247e5550 (__TEXT,__text) external _glTexImage2DMultisample
00000002247e28d4 (__TEXT,__text) external _glTexImage3D
00000002247e557c (__TEXT,__text) external _glTexImage3DMultisample
00000002247e50f4 (__TEXT,__text) external _glTexParameterIiv
00000002247e928c (__TEXT,__text) external _glTexParameterIivEXT
00000002247e5114 (__TEXT,__text) external _glTexParameterIuiv
00000002247e92ac (__TEXT,__text) external _glTexParameterIuivEXT
00000002247e24ac (__TEXT,__text) external _glTexParameterf
00000002247e24c8 (__TEXT,__text) external _glTexParameterfv
00000002247e24e8 (__TEXT,__text) external _glTexParameteri
00000002247e2508 (__TEXT,__text) external _glTexParameteriv
00000002247e84b4 (__TEXT,__text) external _glTexStorage1D
00000002247e84d8 (__TEXT,__text) external _glTexStorage2D
00000002247e8500 (__TEXT,__text) external _glTexStorage3D
00000002247e2528 (__TEXT,__text) external _glTexSubImage1D
00000002247e2558 (__TEXT,__text) external _glTexSubImage2D
00000002247e2918 (__TEXT,__text) external _glTexSubImage3D
00000002247e9a5c (__TEXT,__text) external _glTextureBarrierNV
00000002247e957c (__TEXT,__text) external _glTextureRangeAPPLE
00000002247e4c28 (__TEXT,__text) external _glTransformFeedbackVaryings
00000002247e8d2c (__TEXT,__text) external _glTransformFeedbackVaryingsEXT
00000002247e25b4 (__TEXT,__text) external _glTranslated
00000002247e25c8 (__TEXT,__text) external _glTranslatef
00000002247e5a08 (__TEXT,__text) external _glUniform1d
00000002247e5a68 (__TEXT,__text) external _glUniform1dv
00000002247e41cc (__TEXT,__text) external _glUniform1f
00000002247e7e8c (__TEXT,__text) external _glUniform1fARB
00000002247e42b4 (__TEXT,__text) external _glUniform1fv
00000002247e7f74 (__TEXT,__text) external _glUniform1fvARB
00000002247e422c (__TEXT,__text) external _glUniform1i
00000002247e7eec (__TEXT,__text) external _glUniform1iARB
00000002247e4334 (__TEXT,__text) external _glUniform1iv
00000002247e7ff4 (__TEXT,__text) external _glUniform1ivARB
00000002247e4fec (__TEXT,__text) external _glUniform1ui
00000002247e90e0 (__TEXT,__text) external _glUniform1uiEXT
00000002247e5074 (__TEXT,__text) external _glUniform1uiv
00000002247e9168 (__TEXT,__text) external _glUniform1uivEXT
00000002247e5a20 (__TEXT,__text) external _glUniform2d
00000002247e5a88 (__TEXT,__text) external _glUniform2dv
00000002247e41e4 (__TEXT,__text) external _glUniform2f
00000002247e7ea4 (__TEXT,__text) external _glUniform2fARB
00000002247e42d4 (__TEXT,__text) external _glUniform2fv
00000002247e7f94 (__TEXT,__text) external _glUniform2fvARB
00000002247e4248 (__TEXT,__text) external _glUniform2i
00000002247e7f08 (__TEXT,__text) external _glUniform2iARB
00000002247e4354 (__TEXT,__text) external _glUniform2iv
00000002247e8014 (__TEXT,__text) external _glUniform2ivARB
00000002247e5008 (__TEXT,__text) external _glUniform2ui
00000002247e90fc (__TEXT,__text) external _glUniform2uiEXT
00000002247e5094 (__TEXT,__text) external _glUniform2uiv
00000002247e9188 (__TEXT,__text) external _glUniform2uivEXT
00000002247e5a38 (__TEXT,__text) external _glUniform3d
00000002247e5aa8 (__TEXT,__text) external _glUniform3dv
00000002247e41fc (__TEXT,__text) external _glUniform3f
00000002247e7ebc (__TEXT,__text) external _glUniform3fARB
00000002247e42f4 (__TEXT,__text) external _glUniform3fv
00000002247e7fb4 (__TEXT,__text) external _glUniform3fvARB
00000002247e4268 (__TEXT,__text) external _glUniform3i
00000002247e7f28 (__TEXT,__text) external _glUniform3iARB
00000002247e4374 (__TEXT,__text) external _glUniform3iv
00000002247e8034 (__TEXT,__text) external _glUniform3ivARB
00000002247e5028 (__TEXT,__text) external _glUniform3ui
00000002247e911c (__TEXT,__text) external _glUniform3uiEXT
00000002247e50b4 (__TEXT,__text) external _glUniform3uiv
00000002247e91a8 (__TEXT,__text) external _glUniform3uivEXT
00000002247e5a50 (__TEXT,__text) external _glUniform4d
00000002247e5ac8 (__TEXT,__text) external _glUniform4dv
00000002247e4214 (__TEXT,__text) external _glUniform4f
00000002247e7ed4 (__TEXT,__text) external _glUniform4fARB
00000002247e4314 (__TEXT,__text) external _glUniform4fv
00000002247e7fd4 (__TEXT,__text) external _glUniform4fvARB
00000002247e428c (__TEXT,__text) external _glUniform4i
00000002247e7f4c (__TEXT,__text) external _glUniform4iARB
00000002247e4394 (__TEXT,__text) external _glUniform4iv
00000002247e8054 (__TEXT,__text) external _glUniform4ivARB
00000002247e504c (__TEXT,__text) external _glUniform4ui
00000002247e9140 (__TEXT,__text) external _glUniform4uiEXT
00000002247e50d4 (__TEXT,__text) external _glUniform4uiv
00000002247e91c8 (__TEXT,__text) external _glUniform4uivEXT
00000002247e5314 (__TEXT,__text) external _glUniformBlockBinding
00000002247e8dc0 (__TEXT,__text) external _glUniformBufferEXT
00000002247e5ae8 (__TEXT,__text) external _glUniformMatrix2dv
00000002247e43b4 (__TEXT,__text) external _glUniformMatrix2fv
00000002247e8074 (__TEXT,__text) external _glUniformMatrix2fvARB
00000002247e5b54 (__TEXT,__text) external _glUniformMatrix2x3dv
00000002247e46b8 (__TEXT,__text) external _glUniformMatrix2x3fv
00000002247e5b9c (__TEXT,__text) external _glUniformMatrix2x4dv
00000002247e4700 (__TEXT,__text) external _glUniformMatrix2x4fv
00000002247e5b0c (__TEXT,__text) external _glUniformMatrix3dv
00000002247e43d8 (__TEXT,__text) external _glUniformMatrix3fv
00000002247e8098 (__TEXT,__text) external _glUniformMatrix3fvARB
00000002247e5b78 (__TEXT,__text) external _glUniformMatrix3x2dv
00000002247e46dc (__TEXT,__text) external _glUniformMatrix3x2fv
00000002247e5be4 (__TEXT,__text) external _glUniformMatrix3x4dv
00000002247e4748 (__TEXT,__text) external _glUniformMatrix3x4fv
00000002247e5b30 (__TEXT,__text) external _glUniformMatrix4dv
00000002247e43fc (__TEXT,__text) external _glUniformMatrix4fv
00000002247e80bc (__TEXT,__text) external _glUniformMatrix4fvARB
00000002247e5bc0 (__TEXT,__text) external _glUniformMatrix4x2dv
00000002247e4724 (__TEXT,__text) external _glUniformMatrix4x2fv
00000002247e5c08 (__TEXT,__text) external _glUniformMatrix4x3dv
00000002247e476c (__TEXT,__text) external _glUniformMatrix4x3fv
00000002247e5d0c (__TEXT,__text) external _glUniformSubroutinesuiv
00000002247e8548 (__TEXT,__text) external _glUnlockArraysEXT
00000002247e3b1c (__TEXT,__text) external _glUnmapBuffer
00000002247e7d1c (__TEXT,__text) external _glUnmapBufferARB
00000002247e4178 (__TEXT,__text) external _glUseProgram
00000002247e7e5c (__TEXT,__text) external _glUseProgramObjectARB
00000002247e6064 (__TEXT,__text) external _glUseProgramStages
00000002247e41b0 (__TEXT,__text) external _glValidateProgram
00000002247e7e74 (__TEXT,__text) external _glValidateProgramARB
00000002247e6148 (__TEXT,__text) external _glValidateProgramPipeline
00000002247e25dc (__TEXT,__text) external _glVertex2d
00000002247e25f0 (__TEXT,__text) external _glVertex2dv
00000002247e2608 (__TEXT,__text) external _glVertex2f
00000002247e261c (__TEXT,__text) external _glVertex2fv
00000002247e2634 (__TEXT,__text) external _glVertex2i
00000002247e2650 (__TEXT,__text) external _glVertex2iv
00000002247e2668 (__TEXT,__text) external _glVertex2s
00000002247e2684 (__TEXT,__text) external _glVertex2sv
00000002247e269c (__TEXT,__text) external _glVertex3d
00000002247e26b0 (__TEXT,__text) external _glVertex3dv
00000002247e26c8 (__TEXT,__text) external _glVertex3f
00000002247e26dc (__TEXT,__text) external _glVertex3fv
00000002247e26f4 (__TEXT,__text) external _glVertex3i
00000002247e2714 (__TEXT,__text) external _glVertex3iv
00000002247e272c (__TEXT,__text) external _glVertex3s
00000002247e274c (__TEXT,__text) external _glVertex3sv
00000002247e2764 (__TEXT,__text) external _glVertex4d
00000002247e2778 (__TEXT,__text) external _glVertex4dv
00000002247e2790 (__TEXT,__text) external _glVertex4f
00000002247e27a4 (__TEXT,__text) external _glVertex4fv
00000002247e27bc (__TEXT,__text) external _glVertex4i
00000002247e27e0 (__TEXT,__text) external _glVertex4iv
00000002247e27f8 (__TEXT,__text) external _glVertex4s
00000002247e281c (__TEXT,__text) external _glVertex4sv
00000002247e96c4 (__TEXT,__text) external _glVertexArrayParameteriAPPLE
00000002247e968c (__TEXT,__text) external _glVertexArrayRangeAPPLE
00000002247e3b90 (__TEXT,__text) external _glVertexAttrib1d
00000002247e6b8c (__TEXT,__text) external _glVertexAttrib1dARB
00000002247e3ba8 (__TEXT,__text) external _glVertexAttrib1dv
00000002247e6d00 (__TEXT,__text) external _glVertexAttrib1dvARB
00000002247e3bc4 (__TEXT,__text) external _glVertexAttrib1f
00000002247e6b74 (__TEXT,__text) external _glVertexAttrib1fARB
00000002247e3bdc (__TEXT,__text) external _glVertexAttrib1fv
00000002247e6ce4 (__TEXT,__text) external _glVertexAttrib1fvARB
00000002247e3bf8 (__TEXT,__text) external _glVertexAttrib1s
00000002247e6b58 (__TEXT,__text) external _glVertexAttrib1sARB
00000002247e3c14 (__TEXT,__text) external _glVertexAttrib1sv
00000002247e6cc8 (__TEXT,__text) external _glVertexAttrib1svARB
00000002247e3c30 (__TEXT,__text) external _glVertexAttrib2d
00000002247e6bdc (__TEXT,__text) external _glVertexAttrib2dARB
00000002247e3c48 (__TEXT,__text) external _glVertexAttrib2dv
00000002247e6d54 (__TEXT,__text) external _glVertexAttrib2dvARB
00000002247e3c64 (__TEXT,__text) external _glVertexAttrib2f
00000002247e6bc4 (__TEXT,__text) external _glVertexAttrib2fARB
00000002247e3c7c (__TEXT,__text) external _glVertexAttrib2fv
00000002247e6d38 (__TEXT,__text) external _glVertexAttrib2fvARB
00000002247e3c98 (__TEXT,__text) external _glVertexAttrib2s
00000002247e6ba4 (__TEXT,__text) external _glVertexAttrib2sARB
00000002247e3cb8 (__TEXT,__text) external _glVertexAttrib2sv
00000002247e6d1c (__TEXT,__text) external _glVertexAttrib2svARB
00000002247e3cd4 (__TEXT,__text) external _glVertexAttrib3d
00000002247e6c30 (__TEXT,__text) external _glVertexAttrib3dARB
00000002247e3cec (__TEXT,__text) external _glVertexAttrib3dv
00000002247e6da8 (__TEXT,__text) external _glVertexAttrib3dvARB
00000002247e3d08 (__TEXT,__text) external _glVertexAttrib3f
00000002247e6c18 (__TEXT,__text) external _glVertexAttrib3fARB
00000002247e3d20 (__TEXT,__text) external _glVertexAttrib3fv
00000002247e6d8c (__TEXT,__text) external _glVertexAttrib3fvARB
00000002247e3d3c (__TEXT,__text) external _glVertexAttrib3s
00000002247e6bf4 (__TEXT,__text) external _glVertexAttrib3sARB
00000002247e3d60 (__TEXT,__text) external _glVertexAttrib3sv
00000002247e6d70 (__TEXT,__text) external _glVertexAttrib3svARB
00000002247e3d7c (__TEXT,__text) external _glVertexAttrib4Nbv
00000002247e6ea4 (__TEXT,__text) external _glVertexAttrib4NbvARB
00000002247e3d98 (__TEXT,__text) external _glVertexAttrib4Niv
00000002247e6edc (__TEXT,__text) external _glVertexAttrib4NivARB
00000002247e3db4 (__TEXT,__text) external _glVertexAttrib4Nsv
00000002247e6ec0 (__TEXT,__text) external _glVertexAttrib4NsvARB
00000002247e3dd0 (__TEXT,__text) external _glVertexAttrib4Nub
00000002247e6ca0 (__TEXT,__text) external _glVertexAttrib4NubARB
00000002247e3df8 (__TEXT,__text) external _glVertexAttrib4Nubv
00000002247e6ef8 (__TEXT,__text) external _glVertexAttrib4NubvARB
00000002247e3e14 (__TEXT,__text) external _glVertexAttrib4Nuiv
00000002247e6f30 (__TEXT,__text) external _glVertexAttrib4NuivARB
00000002247e3e30 (__TEXT,__text) external _glVertexAttrib4Nusv
00000002247e6f14 (__TEXT,__text) external _glVertexAttrib4NusvARB
00000002247e3e4c (__TEXT,__text) external _glVertexAttrib4bv
00000002247e6dc4 (__TEXT,__text) external _glVertexAttrib4bvARB
00000002247e3e68 (__TEXT,__text) external _glVertexAttrib4d
00000002247e6c88 (__TEXT,__text) external _glVertexAttrib4dARB
00000002247e3e80 (__TEXT,__text) external _glVertexAttrib4dv
00000002247e6e88 (__TEXT,__text) external _glVertexAttrib4dvARB
00000002247e3e9c (__TEXT,__text) external _glVertexAttrib4f
00000002247e6c70 (__TEXT,__text) external _glVertexAttrib4fARB
00000002247e3eb4 (__TEXT,__text) external _glVertexAttrib4fv
00000002247e6e6c (__TEXT,__text) external _glVertexAttrib4fvARB
00000002247e3ed0 (__TEXT,__text) external _glVertexAttrib4iv
00000002247e6dfc (__TEXT,__text) external _glVertexAttrib4ivARB
00000002247e3eec (__TEXT,__text) external _glVertexAttrib4s
00000002247e6c48 (__TEXT,__text) external _glVertexAttrib4sARB
00000002247e3f14 (__TEXT,__text) external _glVertexAttrib4sv
00000002247e6de0 (__TEXT,__text) external _glVertexAttrib4svARB
00000002247e3f30 (__TEXT,__text) external _glVertexAttrib4ubv
00000002247e6e18 (__TEXT,__text) external _glVertexAttrib4ubvARB
00000002247e3f4c (__TEXT,__text) external _glVertexAttrib4uiv
00000002247e6e50 (__TEXT,__text) external _glVertexAttrib4uivARB
00000002247e3f68 (__TEXT,__text) external _glVertexAttrib4usv
00000002247e6e34 (__TEXT,__text) external _glVertexAttrib4usvARB
00000002247e59b0 (__TEXT,__text) external _glVertexAttribDivisor
00000002247e82bc (__TEXT,__text) external _glVertexAttribDivisorARB
00000002247e4d30 (__TEXT,__text) external _glVertexAttribI1i
00000002247e8e18 (__TEXT,__text) external _glVertexAttribI1iEXT
00000002247e4e40 (__TEXT,__text) external _glVertexAttribI1iv
00000002247e8f28 (__TEXT,__text) external _glVertexAttribI1ivEXT
00000002247e4db8 (__TEXT,__text) external _glVertexAttribI1ui
00000002247e8ea0 (__TEXT,__text) external _glVertexAttribI1uiEXT
00000002247e4eb0 (__TEXT,__text) external _glVertexAttribI1uiv
00000002247e8f98 (__TEXT,__text) external _glVertexAttribI1uivEXT
00000002247e4d4c (__TEXT,__text) external _glVertexAttribI2i
00000002247e8e34 (__TEXT,__text) external _glVertexAttribI2iEXT
00000002247e4e5c (__TEXT,__text) external _glVertexAttribI2iv
00000002247e8f44 (__TEXT,__text) external _glVertexAttribI2ivEXT
00000002247e4dd4 (__TEXT,__text) external _glVertexAttribI2ui
00000002247e8ebc (__TEXT,__text) external _glVertexAttribI2uiEXT
00000002247e4ecc (__TEXT,__text) external _glVertexAttribI2uiv
00000002247e8fb4 (__TEXT,__text) external _glVertexAttribI2uivEXT
00000002247e4d6c (__TEXT,__text) external _glVertexAttribI3i
00000002247e8e54 (__TEXT,__text) external _glVertexAttribI3iEXT
00000002247e4e78 (__TEXT,__text) external _glVertexAttribI3iv
00000002247e8f60 (__TEXT,__text) external _glVertexAttribI3ivEXT
00000002247e4df4 (__TEXT,__text) external _glVertexAttribI3ui
00000002247e8edc (__TEXT,__text) external _glVertexAttribI3uiEXT
00000002247e4ee8 (__TEXT,__text) external _glVertexAttribI3uiv
00000002247e8fd0 (__TEXT,__text) external _glVertexAttribI3uivEXT
00000002247e4f20 (__TEXT,__text) external _glVertexAttribI4bv
00000002247e9008 (__TEXT,__text) external _glVertexAttribI4bvEXT
00000002247e4d90 (__TEXT,__text) external _glVertexAttribI4i
00000002247e8e78 (__TEXT,__text) external _glVertexAttribI4iEXT
00000002247e4e94 (__TEXT,__text) external _glVertexAttribI4iv
00000002247e8f7c (__TEXT,__text) external _glVertexAttribI4ivEXT
00000002247e4f3c (__TEXT,__text) external _glVertexAttribI4sv
00000002247e9024 (__TEXT,__text) external _glVertexAttribI4svEXT
00000002247e4f58 (__TEXT,__text) external _glVertexAttribI4ubv
00000002247e9040 (__TEXT,__text) external _glVertexAttribI4ubvEXT
00000002247e4e18 (__TEXT,__text) external _glVertexAttribI4ui
00000002247e8f00 (__TEXT,__text) external _glVertexAttribI4uiEXT
00000002247e4f04 (__TEXT,__text) external _glVertexAttribI4uiv
00000002247e8fec (__TEXT,__text) external _glVertexAttribI4uivEXT
00000002247e4f74 (__TEXT,__text) external _glVertexAttribI4usv
00000002247e905c (__TEXT,__text) external _glVertexAttribI4usvEXT
00000002247e4cc8 (__TEXT,__text) external _glVertexAttribIPointer
00000002247e9078 (__TEXT,__text) external _glVertexAttribIPointerEXT
00000002247e68a4 (__TEXT,__text) external _glVertexAttribL1d
00000002247e6904 (__TEXT,__text) external _glVertexAttribL1dv
00000002247e68bc (__TEXT,__text) external _glVertexAttribL2d
00000002247e6920 (__TEXT,__text) external _glVertexAttribL2dv
00000002247e68d4 (__TEXT,__text) external _glVertexAttribL3d
00000002247e693c (__TEXT,__text) external _glVertexAttribL3dv
00000002247e68ec (__TEXT,__text) external _glVertexAttribL4d
00000002247e6958 (__TEXT,__text) external _glVertexAttribL4dv
00000002247e6974 (__TEXT,__text) external _glVertexAttribLPointer
00000002247e5890 (__TEXT,__text) external _glVertexAttribP1ui
00000002247e5920 (__TEXT,__text) external _glVertexAttribP1uiv
00000002247e58b4 (__TEXT,__text) external _glVertexAttribP2ui
00000002247e5944 (__TEXT,__text) external _glVertexAttribP2uiv
00000002247e58d8 (__TEXT,__text) external _glVertexAttribP3ui
00000002247e5968 (__TEXT,__text) external _glVertexAttribP3uiv
00000002247e58fc (__TEXT,__text) external _glVertexAttribP4ui
00000002247e598c (__TEXT,__text) external _glVertexAttribP4uiv
00000002247e3f84 (__TEXT,__text) external _glVertexAttribPointer
00000002247e6f4c (__TEXT,__text) external _glVertexAttribPointerARB
00000002247e7348 (__TEXT,__text) external _glVertexBlendARB
00000002247e98fc (__TEXT,__text) external _glVertexPointSizefAPPLE
00000002247e2834 (__TEXT,__text) external _glVertexPointer
00000002247e2858 (__TEXT,__text) external _glViewport
00000002247e69bc (__TEXT,__text) external _glViewportArrayv
00000002247e69dc (__TEXT,__text) external _glViewportIndexedf
00000002247e69f4 (__TEXT,__text) external _glViewportIndexedfv
00000002247e54ec (__TEXT,__text) external _glWaitSync
00000002247e7324 (__TEXT,__text) external _glWeightPointerARB
00000002247e7244 (__TEXT,__text) external _glWeightbvARB
00000002247e72b4 (__TEXT,__text) external _glWeightdvARB
00000002247e7298 (__TEXT,__text) external _glWeightfvARB
00000002247e727c (__TEXT,__text) external _glWeightivARB
00000002247e7260 (__TEXT,__text) external _glWeightsvARB
00000002247e72d0 (__TEXT,__text) external _glWeightubvARB
00000002247e7308 (__TEXT,__text) external _glWeightuivARB
00000002247e72ec (__TEXT,__text) external _glWeightusvARB
00000002247e37bc (__TEXT,__text) external _glWindowPos2d
00000002247e79bc (__TEXT,__text) external _glWindowPos2dARB
00000002247e37d0 (__TEXT,__text) external _glWindowPos2dv
00000002247e79d0 (__TEXT,__text) external _glWindowPos2dvARB
00000002247e37e8 (__TEXT,__text) external _glWindowPos2f
00000002247e79e8 (__TEXT,__text) external _glWindowPos2fARB
00000002247e37fc (__TEXT,__text) external _glWindowPos2fv
00000002247e79fc (__TEXT,__text) external _glWindowPos2fvARB
00000002247e3814 (__TEXT,__text) external _glWindowPos2i
00000002247e7a14 (__TEXT,__text) external _glWindowPos2iARB
00000002247e3830 (__TEXT,__text) external _glWindowPos2iv
00000002247e7a30 (__TEXT,__text) external _glWindowPos2ivARB
00000002247e3848 (__TEXT,__text) external _glWindowPos2s
00000002247e7a48 (__TEXT,__text) external _glWindowPos2sARB
00000002247e3864 (__TEXT,__text) external _glWindowPos2sv
00000002247e7a64 (__TEXT,__text) external _glWindowPos2svARB
00000002247e387c (__TEXT,__text) external _glWindowPos3d
00000002247e7a7c (__TEXT,__text) external _glWindowPos3dARB
00000002247e3890 (__TEXT,__text) external _glWindowPos3dv
00000002247e7a90 (__TEXT,__text) external _glWindowPos3dvARB
00000002247e38a8 (__TEXT,__text) external _glWindowPos3f
00000002247e7aa8 (__TEXT,__text) external _glWindowPos3fARB
00000002247e38bc (__TEXT,__text) external _glWindowPos3fv
00000002247e7abc (__TEXT,__text) external _glWindowPos3fvARB
00000002247e38d4 (__TEXT,__text) external _glWindowPos3i
00000002247e7ad4 (__TEXT,__text) external _glWindowPos3iARB
00000002247e38f4 (__TEXT,__text) external _glWindowPos3iv
00000002247e7af4 (__TEXT,__text) external _glWindowPos3ivARB
00000002247e390c (__TEXT,__text) external _glWindowPos3s
00000002247e7b0c (__TEXT,__text) external _glWindowPos3sARB
00000002247e392c (__TEXT,__text) external _glWindowPos3sv
00000002247e7b2c (__TEXT,__text) external _glWindowPos3svARB
0000000298b51dd8 (__DATA_DIRTY,__common) external _gll_noop
