00000001e996fd58 (__DATA,__data) non-external _.compoundliteral
00000001e5a69fb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00000001edd329b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.532
00000001e5a69fd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00000001e5a69ff0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00000001e5a6a010 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00000001e5a6a030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00000001e5a5d5f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001e5a5d6d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.301
00000001e5a69e50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.3316
00000001edd32de0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.3439
00000001edd32e70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.3549
00000001edd328c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.424
00000001e5a5d8c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.476
00000001e5a6a050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00000001edd32430 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.62.131
00000001e5a6a070 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62.3631
00000001e5a6a090 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00000001e5a6a0b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.65
00000001e5a6a0d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00000001e5a6a0f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00000001edd32b20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7
00000001e5a6a350 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7.3930
00000001edd322b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
00000001e5a6a110 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00000001e5a6a130 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00000001e5a6a150 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79.3641
00000001edd321a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8
00000001edd325e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8.221
00000001edd32cc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8.3305
00000001e5a6a170 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81.3697
00000001edd32460 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.82.142
00000001e5a6a190 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82.3643
00000001edd32490 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.84.143
00000001e5a5d6f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001edd32f30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.3569
00000001edd32980 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.491
00000001edd324c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.97
00000001edd32130 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001edd32a40 (__AUTH_CONST,__const) non-external ___block_literal_global.2533
00000001edd32760 (__AUTH_CONST,__const) non-external ___block_literal_global.305
00000001edd32ca0 (__AUTH_CONST,__const) non-external ___block_literal_global.3304
00000001edd33080 (__AUTH_CONST,__const) non-external ___block_literal_global.3664
00000001edd32290 (__AUTH_CONST,__const) non-external ___block_literal_global.55
00000001edd32150 (__AUTH_CONST,__const) non-external ___block_literal_global.8
00000001edd32780 (__AUTH_CONST,__const) non-external ___block_literal_global.8.295
000000018495aa60 (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
000000018495a7f4 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
000000018495ac0c (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
000000018496896c (__TEXT,__text) non-external ___check_delegation_profile_block_invoke
000000018495e7dc (__TEXT,__text) non-external ___check_dependencies_block_invoke
000000018495c6c8 (__TEXT,__text) non-external ___check_instruction_block_invoke
000000018496aea0 (__TEXT,__text) non-external ___check_policy_block_invoke
                 (undefined) external ___chkstk_darwin (from libSystem)
0000000184959a00 (__TEXT,__text) non-external ___combine_conditions_block_invoke
000000018495db80 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
000000018495d5c4 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
0000000184964270 (__TEXT,__text) non-external ___compile_block_invoke
00000001849641d0 (__TEXT,__text) non-external ___compile_block_invoke.4
00000001849508b8 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00000001849645f4 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.26
000000018495c510 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
0000000184968624 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
000000018496861c (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
000000018495c054 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
000000018495c4bc (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
0000000184967928 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
0000000184970b78 (__TEXT,__text) non-external ___condition_list_copy_matching_block_invoke
000000018495cf28 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
000000018495e2a8 (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
0000000184970d9c (__TEXT,__text) non-external ___construct_bitmask_block_invoke
0000000184964614 (__TEXT,__text) non-external ___copy_helper_block_8_32b
000000018496a66c (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
0000000184970c90 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r48r
000000018496417c (__TEXT,__text) non-external ___copy_helper_block_8_32r
0000000184964bb8 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r
0000000184966764 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r
000000018496f5c0 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
000000018496a6bc (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
000000018495a618 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
00000001849677e0 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.14
00000001849678bc (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.18
0000000184959e8c (__TEXT,__text) non-external ___cse_multiple_block_invoke
000000018496d6c8 (__TEXT,__text) non-external ___current_location_block_invoke
000000018494c54c (__TEXT,__text) non-external ___define_action_block_invoke
000000018496f074 (__TEXT,__text) non-external ___define_action_block_invoke.137
00000001849531dc (__TEXT,__text) non-external ___define_action_block_invoke_2
0000000184952070 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
000000018496c488 (__TEXT,__text) non-external ___define_error_handler_block_invoke
000000018496cb8c (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
000000018494dd1c (__TEXT,__text) non-external ___define_filter_block_invoke
000000018495ffc4 (__TEXT,__text) non-external ___define_network_filter_block_invoke
000000018494db8c (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
000000018496c57c (__TEXT,__text) non-external ___define_warning_handler_block_invoke
000000018496bb00 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
00000001849673f8 (__TEXT,__text) non-external ___derive_profile_properties_block_invoke
0000000184964608 (__TEXT,__text) non-external ___destroy_helper_block_8_32b
000000018496a628 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
0000000184970c40 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r48r
0000000184964170 (__TEXT,__text) non-external ___destroy_helper_block_8_32r
0000000184964b74 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r
0000000184966714 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r
000000018496f558 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
0000000184959a6c (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
00000001849679a4 (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
0000000184968cdc (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
00000001849663c4 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
0000000184966460 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.98
0000000184966170 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00000001849661c8 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.83
000000018496584c (__TEXT,__text) non-external ___emit_string_table_block_invoke
00000001849658e4 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
0000000184970f60 (__TEXT,__text) non-external ___estimate_condition_list_serialization_size_block_invoke
000000018495b83c (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
0000000184960f40 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.17
0000000184969ee8 (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
000000018495d0a8 (__TEXT,__text) non-external ___factor_block_invoke
00000001849695a8 (__TEXT,__text) non-external ___factor_policy_block_invoke
000000018496c888 (__TEXT,__text) non-external ___format_error_block_invoke
000000018497069c (__TEXT,__text) non-external ___identify_bitmask_candidates_block_invoke
0000000184951e20 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
0000000184958110 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
000000018496effc (__TEXT,__text) non-external ___operation_expand_block_invoke
000000018496ecb0 (__TEXT,__text) non-external ___operations_allowed_by_default_block_invoke
000000018496ca0c (__TEXT,__text) non-external ___output_backtrace_block_invoke
000000018496907c (__TEXT,__text) non-external ___populate_assumptions_for_enabled_profile_flags_block_invoke
0000000184966bc8 (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
0000000184965ae0 (__TEXT,__text) non-external ___populate_profile_entry_points_block_invoke
0000000184966ad8 (__TEXT,__text) non-external ___record_enabled_profile_flags_block_invoke
000000018496b228 (__TEXT,__text) non-external ___remove_conditions_matching_predicate_policy_block_invoke
000000018495c924 (__TEXT,__text) non-external ___reorder_block_invoke
000000018495d020 (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
000000018496b42c (__TEXT,__text) non-external ___reorder_policy_block_invoke
0000000184967494 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
0000000184967508 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.29
000000018495c600 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
000000018496397c (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
0000000184963f4c (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
000000018496a1e8 (__TEXT,__text) non-external ___sb_action_has_name_block_invoke
000000018495e3f8 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
0000000184964ed8 (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
00000001849585ec (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
0000000184968048 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
0000000184952cdc (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
0000000184968038 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
0000000184951e60 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
000000018496086c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
0000000184957074 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
000000018496085c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
0000000184955f1c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
00000001849688cc (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
000000018494ed68 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
00000001849511f8 (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
000000018495c564 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
000000018495c3d4 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
00000001849647f0 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
000000018495fbb4 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
000000018496a12c (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
000000018496ac14 (__TEXT,__text) non-external ___sb_profile_iterate_enabled_named_flags_block_invoke
000000018494bd6c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
0000000184957c68 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
000000018496d1b4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
000000018496bc70 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
000000018496d188 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
000000018496bd18 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
000000018496d160 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
000000018496bdc0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
000000018496d0bc (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
000000018496be68 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
000000018496d050 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
0000000184960d80 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
000000018496bf10 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
000000018496cfe4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_21
000000018496bfb8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_22
000000018496c058 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_23
000000018496c138 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_24
000000018496c410 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_25
000000018496cbe4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_26
0000000184960810 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
0000000184952d94 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
0000000184952fe8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
000000018496b758 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
000000018496bc34 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
000000018496bc48 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
000000018496bc5c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
0000000184968fd0 (__TEXT,__text) non-external ___sb_transform_eliminate_dead_code_profile_block_invoke
000000018496b658 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
0000000184969b7c (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
0000000184969bf4 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
0000000184969ac4 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
0000000184969b3c (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
000000018496ce88 (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
000000018496cd40 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
0000000184970844 (__TEXT,__text) non-external ___select_bitmask_conditions_block_invoke
0000000184970d70 (__TEXT,__text) non-external ___should_preserve_condition_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
0000000184970a9c (__TEXT,__text) non-external ___synthesize_bitmasks_for_disjoint_conditions_block_invoke
00000001849710c0 (__TEXT,__text) non-external ___synthesize_bitmasks_for_policy_block_invoke
0000000184971038 (__TEXT,__text) non-external ___synthesize_bitmasks_multiple_block_invoke
0000000184969de8 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
0000000184968a74 (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
000000018494b994 (__TEXT,__text) non-external ___xpc2sc_block_invoke
00000001e996fa38 (__DATA,__data) non-external __address_family_aliases_
0000000184960d48 (__TEXT,__text) non-external __buffer_close
0000000184960c90 (__TEXT,__text) non-external __buffer_read
0000000184960c20 (__TEXT,__text) non-external __buffer_seek
0000000184951448 (__TEXT,__text) non-external __calculate_graft_position
00000001849694f8 (__TEXT,__text) non-external __condition_list_diff
00000001e9978c38 (__DATA,__data) non-external __csop_aliases_
00000001e99734e8 (__DATA,__data) non-external __csr_aliases_
000000018496dcec (__TEXT,__text) non-external __define_filter
000000018494b2b8 (__TEXT,__text) non-external __define_list
000000018494b490 (__TEXT,__text) non-external __define_symbol
00000001e9979338 (__DATA,__data) non-external __errno_value_aliases_
00000001e99775e8 (__DATA,__data) non-external __fcntl_command_aliases_
0000000184951a2c (__TEXT,__text) non-external __flatten
000000018495fdd0 (__TEXT,__text) non-external __free_error_pool
00000001e996fdc8 (__DATA,__data) non-external __fsctl_command_aliases_
00000001e99735c8 (__DATA,__data) non-external __host_special_port_aliases_
00000001e9970cc8 (__DATA,__data) non-external __ioctl_command_aliases_
00000001e99790a8 (__DATA,__data) non-external __iopolicy_policy_aliases_
00000001e9979068 (__DATA,__data) non-external __iopolicy_scope_aliases_
00000001e9978f68 (__DATA,__data) non-external __iopolicy_type_aliases_
00000001e9978d68 (__DATA,__data) non-external __kas_info_aliases_
00000001e9978db8 (__DATA,__data) non-external __mach_exception_behavior_aliases_
00000001e9978e18 (__DATA,__data) non-external __mach_exception_type_aliases_
00000001e9975be8 (__DATA,__data) non-external __machtrap_aliases_
000000018494b308 (__TEXT,__text) non-external __make_list_v
000000018496108c (__TEXT,__text) non-external __mbuf_close
000000018496a414 (__TEXT,__text) non-external __mbuf_read
000000018496a3b8 (__TEXT,__text) non-external __mbuf_seek
0000000184960fe8 (__TEXT,__text) non-external __mbuf_write
00000001e9978918 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00000001e9975fe8 (__DATA,__data) non-external __mig_routine_aliases_
00000001e9978718 (__DATA,__data) non-external __necp_client_action_aliases_
000000018495cfbc (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
000000018494ba94 (__TEXT,__text) non-external __parse_file
00000001e9973e98 (__DATA,__data) non-external __persona_aliases_
0000000184966ce8 (__TEXT,__text) non-external __prepare_instructions
00000001e9973058 (__DATA,__data) non-external __privilege_aliases_
000000018495f984 (__TEXT,__text) non-external __push_match_byteset_instr
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
000000018495af34 (__TEXT,__text) non-external __sb_condition_list_remove_index
000000018494eb50 (__TEXT,__text) non-external __sb_condition_pattern_of_type
000000018495e6f4 (__TEXT,__text) non-external __sb_condition_traverse_filters
0000000184964878 (__TEXT,__text) non-external __sb_fsa_disjunction
0000000184950e3c (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
0000000184964624 (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
0000000184956360 (__TEXT,__text) non-external __sb_fsa_serialize
000000018496927c (__TEXT,__text) non-external __sb_instr_error_with_formatv
0000000184955b34 (__TEXT,__text) non-external __sb_pattern_is_literal
000000018496447c (__TEXT,__text) non-external __sb_realloc_vector_typed
000000018496fe9c (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
0000000184955f2c (__TEXT,__text) non-external __sb_value_is_equivalent
00000001849681b0 (__TEXT,__text) non-external __sb_value_matches_subset
000000018496a2f8 (__TEXT,__text) non-external __set_modifier_string
00000001e9973798 (__DATA,__data) non-external __signal_aliases_
00000001e9977b08 (__DATA,__data) non-external __socket_option_level_aliases_
00000001e99781a8 (__DATA,__data) non-external __socket_option_name_aliases_
00000001e996fcf8 (__DATA,__data) non-external __socket_type_aliases_
00000001e9973f18 (__DATA,__data) non-external __syscall_aliases_
00000001e9978b98 (__DATA,__data) non-external __task_special_port_aliases_
00000001e9973bb8 (__DATA,__data) non-external __usb_interface_class_aliases_
00000001e9973cc8 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
0000000184952f34 (__TEXT,__text) non-external _all_args_pass_test
0000000184944ecc (__TEXT,__text) non-external _alloc_cellseg
000000018495464c (__TEXT,__text) non-external _alloc_literal
000000018494d330 (__TEXT,__text) non-external _arg_is_condition
000000018496d0e4 (__TEXT,__text) non-external _arg_is_message_filter
0000000184953038 (__TEXT,__text) non-external _arg_is_modifier
000000018494d3ac (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
000000018494f2f0 (__TEXT,__text) non-external _assert_is_mutable
0000000184968880 (__TEXT,__text) non-external _assert_is_mutable.373
0000000184961d48 (__TEXT,__text) non-external _atom2str
0000000184971914 (__TEXT,__text) non-external _atom2str.cold.1
000000018497193c (__TEXT,__text) non-external _atom2str.cold.2
0000000184971964 (__TEXT,__text) non-external _atom2str.cold.3
000000018497198c (__TEXT,__text) non-external _atom2str.cold.4
00000001849719b4 (__TEXT,__text) non-external _atom2str.cold.5
00000001849719dc (__TEXT,__text) non-external _atom2str.cold.6
0000000184971a04 (__TEXT,__text) non-external _atom2str.cold.7
0000000184971a2c (__TEXT,__text) non-external _atom2str.cold.8
0000000184947370 (__TEXT,__text) non-external _backchar
000000018494c470 (__TEXT,__text) non-external _backtrace_pop
0000000184971864 (__TEXT,__text) non-external _backtrace_pop.cold.1
0000000184945b24 (__TEXT,__text) non-external _backtrace_push
0000000184964dd0 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _bzero (from libSystem)
00000001849594e0 (__TEXT,__text) non-external _can_combine_conjunction
000000018495942c (__TEXT,__text) non-external _can_combine_disjunction
000000018495a788 (__TEXT,__text) non-external _candidate_list_lookup
000000018495b20c (__TEXT,__text) non-external _candidate_list_remove
000000018495dda0 (__TEXT,__text) non-external _candidate_set_release
000000018494d268 (__TEXT,__text) non-external _car
000000018494d2cc (__TEXT,__text) non-external _cdr
000000018495e4bc (__TEXT,__text) non-external _check_dependencies
000000018496acc4 (__TEXT,__text) non-external _check_instruction
000000018496adf0 (__TEXT,__text) non-external _check_policy
                 (undefined) external _clearerr (from libSystem)
000000018496fa58 (__TEXT,__text) non-external _collect_filters_into_syscallmask
0000000184969ce0 (__TEXT,__text) non-external _combine_conditions
0000000184941bd8 (__TEXT,__text) non-external _compile
000000018494e234 (__TEXT,__text) non-external _compute_cost_estimate
000000018494df18 (__TEXT,__text) non-external _compute_hash
0000000184967eac (__TEXT,__text) non-external _compute_hash.281
0000000184951f78 (__TEXT,__text) non-external _condition_free_callback
000000018496b514 (__TEXT,__text) non-external _condition_has_nested_condition_list
0000000184968078 (__TEXT,__text) non-external _condition_is_subset_of_all
00000001849680ec (__TEXT,__text) non-external _condition_is_subset_of_any
000000018495d664 (__TEXT,__text) non-external _condition_with_patterns_combined
0000000184963acc (__TEXT,__text) non-external _connect_to_sandboxd_and_call
0000000184954d98 (__TEXT,__text) non-external _construct_automaton
000000018495df18 (__TEXT,__text) non-external _create_pattern_disjunctions
0000000184959ba4 (__TEXT,__text) non-external _cse
0000000184959f14 (__TEXT,__text) non-external _cse_inferior_list
0000000184959da8 (__TEXT,__text) non-external _cse_multiple
000000018495ba50 (__TEXT,__text) non-external _dce
000000018494f750 (__TEXT,__text) non-external _decorate_condition
000000018494be04 (__TEXT,__text) non-external _decorate_operation
0000000184971ba0 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00000001edd30b60 (__AUTH_CONST,__const) non-external _dispatch_table
0000000184957bcc (__TEXT,__text) non-external _dump_stack_restore
0000000184957b54 (__TEXT,__text) non-external _dump_stack_stash
000000018496772c (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
000000018495b8e4 (__TEXT,__text) non-external _eliminate_dead_code
0000000184968c28 (__TEXT,__text) non-external _eliminate_dead_code_policy
000000018495f870 (__TEXT,__text) non-external _emit
0000000184965ee4 (__TEXT,__text) non-external _emit_bitmask
0000000184961168 (__TEXT,__text) non-external _emit_buffer
000000018495eae0 (__TEXT,__text) non-external _emit_instruction
00000001849664d4 (__TEXT,__text) non-external _emit_modifier_descriptor
0000000184965e24 (__TEXT,__text) non-external _emit_network
0000000184965ca0 (__TEXT,__text) non-external _emit_pattern
0000000184965d04 (__TEXT,__text) non-external _emit_regex
0000000184965734 (__TEXT,__text) non-external _emit_string_table
0000000184965b7c (__TEXT,__text) non-external _emit_string_table_reference
0000000184965658 (__TEXT,__text) non-external _emit_variable_names
000000018496d758 (__TEXT,__text) non-external _enable_profile_flag
000000018495f4e8 (__TEXT,__text) non-external _encode_address
000000018495470c (__TEXT,__text) non-external _end_expression
000000018494a8ac (__TEXT,__text) non-external _eqv
000000018495b48c (__TEXT,__text) non-external _expand_logical_conditions
0000000184969e3c (__TEXT,__text) non-external _expand_logical_conditions_policy
000000018496d4c4 (__TEXT,__text) non-external _extends_builtin
00000001849693dc (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
00000001849452cc (__TEXT,__text) non-external (was a private external) _fill_vector
00000001e5a5d928 (__DATA_CONST,__const) non-external _filter_info
0000000184945230 (__TEXT,__text) non-external _find_consecutive_cells
000000018494867c (__TEXT,__text) non-external _find_slot_in_env
0000000184954b84 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
000000018496c634 (__TEXT,__text) non-external _format_error
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
0000000184944234 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00000001e996f8f0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
000000018494bfa0 (__TEXT,__text) non-external _gc
