                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
00000001804b51e8 (__TEXT,__text) non-external _LI_get_thread_info
                 (undefined) external _notify_register_plain (from libsystem_notify)
00000001804d85f8 (__TEXT,__text) external _ntohl
00000001804d8608 (__TEXT,__text) external _ntohs
00000001804ccd00 (__TEXT,__text) non-external (was a private external) _od_debug_enabled
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _opendir (from libsystem_c)
00000001eea2c4f8 (__AUTH,__data) non-external _ops
                 (undefined) external _os_activity_scope_enter (from libsystem_trace)
                 (undefined) external _os_activity_scope_leave (from libsystem_trace)
                 (undefined) external _os_log_create (from libsystem_trace)
                 (undefined) external _os_log_type_enabled (from libsystem_trace)
                 (undefined) external _os_release (from libdispatch)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
                 (undefined) external _os_variant_allows_internal_security_policies (from libsystem_darwin)
                 (undefined) external _os_variant_is_darwinos (from libsystem_darwin)
00000001804cafa8 (__TEXT,__text) non-external _parse_compatibility_uuid
00000001ebf89948 (__DATA,__bss) non-external _path_check
                 (undefined) external _perror (from libsystem_c)
00000001804d39c4 (__TEXT,__text) external _pmap_getmaps
00000001804d3bf0 (__TEXT,__text) external _pmap_getport
00000001804d3a98 (__TEXT,__text) non-external (was a private external) _pmap_getport_timeout
00000001804d3d4c (__TEXT,__text) external _pmap_rmtcall
00000001804d2580 (__TEXT,__text) external _pmap_set
00000001804d26c8 (__TEXT,__text) external _pmap_unset
00000001804d468c (__TEXT,__text) non-external (was a private external) _pmap_wakeup
00000001804c92f4 (__TEXT,__text) external _prdb_end
00000001804c92e8 (__TEXT,__text) external _prdb_get
00000001804c92e0 (__TEXT,__text) external _prdb_getbyname
00000001804c92f0 (__TEXT,__text) external _prdb_set
                 (undefined) external _pthread_atfork (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_init (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _puts (from libsystem_c)
                 (undefined) external _qsort (from libsystem_c)
00000001804d8f28 (__TEXT,__text) external _rcmd
00000001804d8618 (__TEXT,__text) external _rcmd_af
00000001ebf89a38 (__DATA,__bss) non-external _rcmd_af.canonnamebuf
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
                 (undefined) external _readdir_r (from libsystem_c)
00000001804cfde0 (__TEXT,__text) non-external _readtcp
00000001804d5edc (__TEXT,__text) non-external _readtcp
00000001804d7d18 (__TEXT,__text) non-external _realloc_stream
                 (undefined) external _reallocf (from libsystem_malloc)
                 (undefined) external _recv$NOCANCEL (from libsystem_c)
                 (undefined) external _recvfrom$NOCANCEL (from libsystem_kernel)
00000001804d5d90 (__TEXT,__text) non-external _rendezvous_abort
00000001804d5c68 (__TEXT,__text) non-external _rendezvous_request
00000001804d5d88 (__TEXT,__text) non-external _rendezvous_stat
00000001eea2c740 (__AUTH,__data) non-external _reply_dscrm
00000001804c0f98 (__TEXT,__text) external _res_init
00000001804c0fa0 (__TEXT,__text) external _res_query
00000001804c1134 (__TEXT,__text) external _res_search
00000001804d1bf4 (__TEXT,__text) non-external _rfc6724_precedence
00000001804d1cec (__TEXT,__text) non-external _rfc6724_scope_sa
00000001ebf898d0 (__DATA,__bss) non-external _rootfs
00000001ebf898d8 (__DATA,__bss) non-external _rootfs_once
00000001ebf89880 (__DATA,__common) external _rpc_createerr
00000001e817b648 (__DATA_CONST,__const) non-external _rpc_errlist
00000001804d8f34 (__TEXT,__text) external _rresvport
00000001804d8e28 (__TEXT,__text) external _rresvport_af
00000001804d95a0 (__TEXT,__text) external _ruserok
00000001804bd8b4 (__TEXT,__text) non-external _search_addrinfo
00000001804c9a3c (__TEXT,__text) non-external _search_alias_all
00000001804c9a24 (__TEXT,__text) non-external _search_alias_byname
00000001804c97b8 (__TEXT,__text) non-external _search_close
00000001804bf69c (__TEXT,__text) non-external _search_fs_all
00000001804c9c00 (__TEXT,__text) non-external _search_fs_byfile
00000001804c9be8 (__TEXT,__text) non-external _search_fs_byspec
00000001804b38c0 (__TEXT,__text) non-external _search_get_module
00000001804c9860 (__TEXT,__text) non-external _search_group_all
00000001804b5874 (__TEXT,__text) non-external _search_group_bygid
00000001804b9e04 (__TEXT,__text) non-external _search_group_byname
00000001804c9848 (__TEXT,__text) non-external _search_group_byuuid
00000001804be1d8 (__TEXT,__text) non-external _search_groupist
00000001804c9a54 (__TEXT,__text) non-external _search_host_all
00000001804be788 (__TEXT,__text) non-external _search_host_byaddr
00000001804bd154 (__TEXT,__text) non-external _search_host_byname
00000001804c9994 (__TEXT,__text) non-external _search_in_netgroup
00000001804c9828 (__TEXT,__text) non-external _search_is_valid
00000001804b37fc (__TEXT,__text) non-external _search_item_byname
00000001804b37fc (__TEXT,__text) non-external _search_item_bynumber
00000001804ba2f0 (__TEXT,__text) non-external _search_item_byuuid
00000001804bf6b4 (__TEXT,__text) non-external _search_list
00000001804c9c48 (__TEXT,__text) non-external _search_mac_all
00000001804c9c30 (__TEXT,__text) non-external _search_mac_bymac
00000001804c9c18 (__TEXT,__text) non-external _search_mac_byname
00000001804c9c60 (__TEXT,__text) non-external _search_nameinfo
00000001804c9878 (__TEXT,__text) non-external _search_netgroup_byname
00000001804c9a9c (__TEXT,__text) non-external _search_network_all
00000001804c9a84 (__TEXT,__text) non-external _search_network_byaddr
00000001804c9a6c (__TEXT,__text) non-external _search_network_byname
00000001804c9afc (__TEXT,__text) non-external _search_protocol_all
00000001804c9acc (__TEXT,__text) non-external _search_protocol_byname
00000001804c9ae4 (__TEXT,__text) non-external _search_protocol_bynumber
00000001804c9bd0 (__TEXT,__text) non-external _search_rpc_all
00000001804c9b14 (__TEXT,__text) non-external _search_rpc_byname
00000001804c9b2c (__TEXT,__text) non-external _search_rpc_bynumber
00000001804c9ab4 (__TEXT,__text) non-external _search_service_all
00000001804b8574 (__TEXT,__text) non-external _search_service_byname
00000001804bf2e4 (__TEXT,__text) non-external _search_service_byport
00000001804bdef0 (__TEXT,__text) non-external (was a private external) _search_set_flags
00000001804c9d60 (__TEXT,__text) non-external _search_srv_byname
00000001804c9830 (__TEXT,__text) non-external _search_user_all
00000001804b84bc (__TEXT,__text) non-external _search_user_byname
00000001804b37e4 (__TEXT,__text) non-external _search_user_byuid
00000001804ba2d8 (__TEXT,__text) non-external _search_user_byuuid
00000001804bd82c (__TEXT,__text) non-external _search_wants_addrinfo
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _send$NOCANCEL (from libsystem_c)
                 (undefined) external _sendto$NOCANCEL (from libsystem_kernel)
00000001eea2c770 (__AUTH,__data) non-external _server_ops
00000001804d7b60 (__TEXT,__text) non-external _set_input_fragment
00000001804d0bd8 (__TEXT,__text) non-external (was a private external) _set_loopback_ifindex
00000001ebf89408 (__DATA,__data) non-external _set_retry_timeout
00000001ebf89418 (__DATA,__data) non-external _set_total_timeout
00000001804cc820 (__TEXT,__text) external _setdomainname
                 (undefined) external _seteuid (from libsystem_kernel)
00000001804bf5cc (__TEXT,__text) external _setfsent
00000001804c76d8 (__TEXT,__text) external _setgrent
00000001804c7754 (__TEXT,__text) external _setgroupent
00000001804c81ac (__TEXT,__text) external _sethostent
00000001804c851c (__TEXT,__text) external _setnetent
00000001804c7800 (__TEXT,__text) external _setnetgrent
00000001804c7644 (__TEXT,__text) external _setpassent
00000001804c875c (__TEXT,__text) external _setprotoent
00000001804c75c8 (__TEXT,__text) external _setpwent
00000001804c88a4 (__TEXT,__text) external _setrpcent
00000001804c8614 (__TEXT,__text) external _setservent
                 (undefined) external _setsockopt (from libsystem_kernel)
00000001804b6398 (__TEXT,__text) external _si_addrinfo
00000001804b6fbc (__TEXT,__text) external _si_addrinfo_list
00000001804bdcf4 (__TEXT,__text) external _si_addrinfo_list_from_hostent
00000001804b7a50 (__TEXT,__text) external _si_addrinfo_v4
00000001804c9ed4 (__TEXT,__text) external _si_addrinfo_v4_mapped
00000001804b7414 (__TEXT,__text) external _si_addrinfo_v6
00000001804caa44 (__TEXT,__text) external _si_alias_all
00000001804caa28 (__TEXT,__text) external _si_alias_byname
00000001804ba4a8 (__TEXT,__text) external _si_async_call
00000001804cae00 (__TEXT,__text) external _si_async_cancel
00000001804bc9dc (__TEXT,__text) external _si_async_handle_reply
00000001ebf89968 (__DATA,__bss) non-external _si_async_worklist
00000001804bca5c (__TEXT,__text) non-external _si_async_worklist_find_unit
00000001804bc8b4 (__TEXT,__text) non-external _si_async_workunit_release
00000001804b5094 (__TEXT,__text) non-external (was a private external) _si_cache_add_item
00000001804c1ec0 (__TEXT,__text) non-external (was a private external) _si_cache_add_list
00000001ebf899f8 (__DATA,__bss) non-external _si_compare_settings.0
00000001ebf89a00 (__DATA,__bss) non-external _si_compare_settings.1
00000001ebf89a08 (__DATA,__bss) non-external _si_compare_settings.2
00000001804d0c48 (__TEXT,__text) external _si_destination_compare
00000001804da744 (__TEXT,__text) non-external _si_destination_compare.cold.1
00000001804da998 (__TEXT,__text) non-external _si_destination_compare.cold.10
00000001804da9cc (__TEXT,__text) non-external _si_destination_compare.cold.11
00000001804daa00 (__TEXT,__text) non-external _si_destination_compare.cold.12
00000001804daa34 (__TEXT,__text) non-external _si_destination_compare.cold.13
00000001804daa68 (__TEXT,__text) non-external _si_destination_compare.cold.14
00000001804daa9c (__TEXT,__text) non-external _si_destination_compare.cold.15
00000001804daad0 (__TEXT,__text) non-external _si_destination_compare.cold.16
00000001804dab04 (__TEXT,__text) non-external _si_destination_compare.cold.17
00000001804dab38 (__TEXT,__text) non-external _si_destination_compare.cold.18
00000001804dab6c (__TEXT,__text) non-external _si_destination_compare.cold.19
00000001804da7b4 (__TEXT,__text) non-external _si_destination_compare.cold.2
00000001804daba0 (__TEXT,__text) non-external _si_destination_compare.cold.20
00000001804dabd4 (__TEXT,__text) non-external _si_destination_compare.cold.21
00000001804dac08 (__TEXT,__text) non-external _si_destination_compare.cold.22
00000001804dac3c (__TEXT,__text) non-external _si_destination_compare.cold.23
00000001804dac70 (__TEXT,__text) non-external _si_destination_compare.cold.24
00000001804daca4 (__TEXT,__text) non-external _si_destination_compare.cold.25
00000001804dacd8 (__TEXT,__text) non-external _si_destination_compare.cold.26
00000001804dad0c (__TEXT,__text) non-external _si_destination_compare.cold.27
00000001804dad74 (__TEXT,__text) non-external _si_destination_compare.cold.28
00000001804daddc (__TEXT,__text) non-external _si_destination_compare.cold.29
00000001804da82c (__TEXT,__text) non-external _si_destination_compare.cold.3
00000001804dae44 (__TEXT,__text) non-external _si_destination_compare.cold.30
00000001804daeac (__TEXT,__text) non-external _si_destination_compare.cold.31
00000001804daf1c (__TEXT,__text) non-external _si_destination_compare.cold.32
00000001804daf50 (__TEXT,__text) non-external _si_destination_compare.cold.33
00000001804daf84 (__TEXT,__text) non-external _si_destination_compare.cold.34
00000001804db018 (__TEXT,__text) non-external _si_destination_compare.cold.35
00000001804da860 (__TEXT,__text) non-external _si_destination_compare.cold.4
00000001804da894 (__TEXT,__text) non-external _si_destination_compare.cold.5
00000001804da8c8 (__TEXT,__text) non-external _si_destination_compare.cold.6
00000001804da8fc (__TEXT,__text) non-external _si_destination_compare.cold.7
00000001804da930 (__TEXT,__text) non-external _si_destination_compare.cold.8
00000001804da964 (__TEXT,__text) non-external _si_destination_compare.cold.9
00000001804d1e68 (__TEXT,__text) non-external _si_destination_compare_child_has_forked
00000001ebf893e0 (__DATA,__data) non-external _si_destination_compare_init.cache_init
00000001804d1dd0 (__TEXT,__text) non-external _si_destination_compare_init_once
00000001804d1a88 (__TEXT,__text) external _si_destination_compare_no_dependencies
00000001804db0ac (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.1
00000001804db114 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.2
00000001804db17c (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.3
00000001804db1e4 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.4
00000001804db24c (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.5
00000001804db2e0 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.6
00000001ebf893f8 (__DATA,__data) non-external _si_destination_compare_statistics.once
00000001804d093c (__TEXT,__text) non-external (was a private external) _si_destination_create_control_socket
00000001804da44c (__TEXT,__text) non-external _si_destination_create_control_socket.cold.1
00000001804da4c4 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.2
00000001804da530 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.3
00000001804da59c (__TEXT,__text) non-external _si_destination_create_control_socket.cold.4
00000001804da60c (__TEXT,__text) non-external _si_destination_create_control_socket.cold.5
00000001804da684 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.6
00000001804da6fc (__TEXT,__text) non-external _si_destination_create_control_socket.cold.7
00000001804d2104 (__TEXT,__text) non-external _si_destination_fill_netsrc
00000001804db470 (__TEXT,__text) non-external _si_destination_fill_netsrc.cold.1
00000001804db4b8 (__TEXT,__text) non-external _si_destination_fill_netsrc.cold.2
00000001804db4b8 (__TEXT,__text) non-external _si_destination_fill_netsrc.cold.3
00000001804db500 (__TEXT,__text) non-external _si_destination_fill_netsrc.cold.4
00000001ebf893f0 (__DATA,__data) non-external _si_destination_fill_netsrc.netsrc_sockfd
00000001ebf89a18 (__DATA,__bss) non-external _si_destination_fill_netsrc.version
00000001ebf893d0 (__DATA,__data) non-external _si_destination_log
00000001804d1e84 (__TEXT,__text) non-external _si_destination_lookup
00000001804db374 (__TEXT,__text) non-external _si_destination_lookup.cold.1
00000001804db3f8 (__TEXT,__text) non-external _si_destination_lookup.cold.2
00000001804bf680 (__TEXT,__text) external _si_fs_all
00000001804cac04 (__TEXT,__text) external _si_fs_byfile
00000001804cabe8 (__TEXT,__text) external _si_fs_byspec
00000001804ca9d4 (__TEXT,__text) external _si_group_all
00000001804b5858 (__TEXT,__text) external _si_group_bygid
00000001804b9de8 (__TEXT,__text) external _si_group_byname
00000001804ca9b8 (__TEXT,__text) external _si_group_byuuid
00000001804be1bc (__TEXT,__text) external _si_grouplist
00000001804caa60 (__TEXT,__text) external _si_host_all
00000001804be76c (__TEXT,__text) external _si_host_byaddr
00000001804bd138 (__TEXT,__text) external _si_host_byname
00000001804caa0c (__TEXT,__text) external _si_in_netgroup
00000001804bb920 (__TEXT,__text) non-external (was a private external) _si_inet_config
00000001804bccc0 (__TEXT,__text) external _si_ipnode_byname
00000001804ba934 (__TEXT,__text) external _si_item_call
00000001804b53c0 (__TEXT,__text) external _si_item_is_valid
00000001804b54e4 (__TEXT,__text) external _si_item_match
00000001804b3a54 (__TEXT,__text) external _si_item_release
00000001804da160 (__TEXT,__text) non-external _si_item_release.cold.1
00000001804b5188 (__TEXT,__text) external _si_item_retain
00000001804da0dc (__TEXT,__text) non-external _si_item_retain.cold.1
00000001804b7958 (__TEXT,__text) non-external _si_item_to_addrinfo
00000001804c8af4 (__TEXT,__text) non-external _si_libinfo_addrinfo_callback
00000001804c74fc (__TEXT,__text) non-external _si_libinfo_general_callback
00000001804bf4e8 (__TEXT,__text) non-external _si_libinfo_nameinfo_callback
00000001804b7524 (__TEXT,__text) external _si_list_add
00000001804da0dc (__TEXT,__text) non-external _si_list_add.cold.1
00000001804cacb4 (__TEXT,__text) external _si_list_call
00000001804b75ec (__TEXT,__text) external _si_list_concat
00000001804da0dc (__TEXT,__text) non-external _si_list_concat.cold.1
00000001804c0840 (__TEXT,__text) external _si_list_next
00000001804b6e84 (__TEXT,__text) external _si_list_release
00000001804da134 (__TEXT,__text) non-external _si_list_release.cold.1
00000001804b9d7c (__TEXT,__text) external _si_list_reset
00000001804c9e18 (__TEXT,__text) external _si_list_retain
00000001804da108 (__TEXT,__text) non-external _si_list_retain.cold.1
00000001804b78c4 (__TEXT,__text) non-external (was a private external) _si_list_to_addrinfo
00000001804caab4 (__TEXT,__text) external _si_mac_all
00000001804caa98 (__TEXT,__text) external _si_mac_bymac
00000001804caa7c (__TEXT,__text) external _si_mac_byname
00000001804ca8e4 (__TEXT,__text) non-external _si_mod_dlsym
00000001804ca984 (__TEXT,__text) external _si_module_allows_caching
00000001804c1e10 (__TEXT,__text) non-external _si_module_cache_byname
00000001ef61e290 (__AUTH_CONST,__const) non-external _si_module_cache_byname.cache_vtable
00000001804b343c (__TEXT,__text) non-external _si_module_config_modules_for_category
00000001804ca96c (__TEXT,__text) external _si_module_name
00000001804bcab8 (__TEXT,__text) external _si_module_release
00000001804ca950 (__TEXT,__text) external _si_module_retain
00000001804b354c (__TEXT,__text) non-external (was a private external) _si_module_static_cache
00000001ee595ad0 (__DATA_DIRTY,__bss) non-external _si_module_static_cache.once
00000001ee595aa0 (__DATA_DIRTY,__bss) non-external _si_module_static_cache.si
00000001804c1ea4 (__TEXT,__text) non-external (was a private external) _si_module_static_cache_file
00000001ebf898c8 (__DATA,__bss) non-external _si_module_static_cache_file.once
00000001ebf89898 (__DATA,__bss) non-external _si_module_static_cache_file.si
00000001804d27f8 (__TEXT,__text) non-external (was a private external) _si_module_static_darwin_directory
00000001804db534 (__TEXT,__text) non-external _si_module_static_darwin_directory.cold.1
00000001eea2c5d8 (__AUTH,__data) non-external _si_module_static_darwin_directory.darwin_directory_vtable
00000001ebf89a20 (__DATA,__bss) non-external _si_module_static_darwin_directory.once
00000001ebf89448 (__DATA,__data) non-external _si_module_static_darwin_directory.si
00000001804b3568 (__TEXT,__text) non-external (was a private external) _si_module_static_ds
00000001804da078 (__TEXT,__text) non-external _si_module_static_ds.cold.1
00000001ef61e3f8 (__AUTH_CONST,__const) non-external _si_module_static_ds.ds_vtable
00000001ee595ad8 (__DATA_DIRTY,__bss) non-external _si_module_static_ds.once
00000001ee5958d0 (__DATA_DIRTY,__data) non-external _si_module_static_ds.si
00000001804b3728 (__TEXT,__text) non-external (was a private external) _si_module_static_file
00000001804da0a0 (__TEXT,__text) non-external _si_module_static_file.cold.1
00000001ef61e780 (__AUTH_CONST,__const) non-external _si_module_static_file.file_vtable
00000001ee595af8 (__DATA_DIRTY,__bss) non-external _si_module_static_file.once
00000001ee595900 (__DATA_DIRTY,__data) non-external _si_module_static_file.si
00000001804b3670 (__TEXT,__text) non-external (was a private external) _si_module_static_mdns
00000001804da0b4 (__TEXT,__text) non-external _si_module_static_mdns.cold.1
00000001ef61e908 (__AUTH_CONST,__const) non-external _si_module_static_mdns.mdns_vtable
00000001ee595b10 (__DATA_DIRTY,__bss) non-external _si_module_static_mdns.once
00000001ee595930 (__DATA_DIRTY,__data) non-external _si_module_static_mdns.si
00000001804b30a8 (__TEXT,__text) non-external (was a private external) _si_module_static_search
00000001804da0c8 (__TEXT,__text) non-external _si_module_static_search.cold.1
00000001ee595b18 (__DATA_DIRTY,__bss) non-external _si_module_static_search.once
00000001ebf89938 (__DATA,__bss) non-external _si_module_static_search.result
00000001ef61ea90 (__AUTH_CONST,__const) non-external _si_module_static_search.search_vtable
00000001ee595960 (__DATA_DIRTY,__data) non-external _si_module_static_search.si
00000001804ca978 (__TEXT,__text) external _si_module_vers
00000001804b2f78 (__TEXT,__text) external _si_module_with_name
00000001ee595990 (__DATA_DIRTY,__data) non-external _si_module_with_name.modules
00000001804ca7bc (__TEXT,__text) non-external (was a private external) _si_module_with_path
00000001804b9394 (__TEXT,__text) external _si_nameinfo
00000001804ca9f0 (__TEXT,__text) external _si_netgroup_byname
00000001804cab08 (__TEXT,__text) external _si_network_all
00000001804caaec (__TEXT,__text) external _si_network_byaddr
00000001804caad0 (__TEXT,__text) external _si_network_byname
00000001804cab78 (__TEXT,__text) external _si_protocol_all
00000001804cab40 (__TEXT,__text) external _si_protocol_byname
00000001804cab5c (__TEXT,__text) external _si_protocol_bynumber
00000001804cabcc (__TEXT,__text) external _si_rpc_all
00000001804cab94 (__TEXT,__text) external _si_rpc_byname
00000001804cabb0 (__TEXT,__text) external _si_rpc_bynumber
00000001804b2f40 (__TEXT,__text) external _si_search
00000001ee595b00 (__DATA_DIRTY,__bss) non-external _si_search.search
00000001ebf89900 (__DATA,__bss) non-external _si_search_cache_file.search
00000001ee595b08 (__DATA_DIRTY,__bss) non-external _si_search_file.search
00000001804bde90 (__TEXT,__text) external _si_search_module_set_flags
00000001804cab24 (__TEXT,__text) external _si_service_all
00000001804b8558 (__TEXT,__text) external _si_service_byname
00000001804bf2c8 (__TEXT,__text) external _si_service_byport
00000001804b2d24 (__TEXT,__text) external _si_set_nat64_v4_requires_synthesis
00000001804da18c (__TEXT,__text) non-external _si_set_nat64_v4_requires_synthesis.cold.1
00000001804b2d94 (__TEXT,__text) external _si_set_nat64_v4_synthesize
00000001804da1c0 (__TEXT,__text) non-external _si_set_nat64_v4_synthesize.cold.1
00000001804c9e64 (__TEXT,__text) external _si_set_path_check
00000001804da1f4 (__TEXT,__text) non-external _si_set_path_check.cold.1
00000001804c9fa8 (__TEXT,__text) external _si_srv_byname
00000001804cae6c (__TEXT,__text) external _si_standardize_mac_address
00000001804ca99c (__TEXT,__text) external _si_user_all
00000001804b84a0 (__TEXT,__text) external _si_user_byname
00000001804b37c8 (__TEXT,__text) external _si_user_byuid
00000001804ba2bc (__TEXT,__text) external _si_user_byuuid
00000001804c9fc4 (__TEXT,__text) external _si_wants_addrinfo
                 (undefined) external _sigblock (from libsystem_c)
                 (undefined) external _sigsetmask (from libsystem_c)
00000001804d7aec (__TEXT,__text) non-external _skip_input_bytes
                 (undefined) external _snprintf (from libsystem_c)
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _sprintf (from libsystem_c)
                 (undefined) external _sscanf (from libsystem_c)
                 (undefined) external _stat (from libsystem_kernel)
                 (undefined) external _statfs (from libsystem_kernel)
                 (undefined) external _strcat (from libsystem_c)
                 (undefined) external _strchr (from libsystem_c)
                 (undefined) external _strcmp (from libsystem_c)
                 (undefined) external _strcpy (from libsystem_c)
                 (undefined) external _strdup (from libsystem_c)
                 (undefined) external _strerror (from libsystem_c)
                 (undefined) external _strlen (from libsystem_c)
                 (undefined) external _strncasecmp (from libsystem_c)
                 (undefined) external _strncpy (from libsystem_c)
                 (undefined) external _strndup (from libsystem_c)
                 (undefined) external _strnstr (from libsystem_c)
                 (undefined) external _strrchr (from libsystem_c)
                 (undefined) external _strtol (from libsystem_c)
                 (undefined) external _strtoll (from libsystem_c)
00000001ebf89800 (__DATA,__common) external _svc_fdset
00000001804d54bc (__TEXT,__text) external _svc_getreq
00000001804d5508 (__TEXT,__text) external _svc_getreqset
00000001ebf89a30 (__DATA,__bss) non-external _svc_head
00000001ebf89478 (__DATA,__data) non-external (was a private external) _svc_maxfd
00000001804d5088 (__TEXT,__text) external _svc_register
00000001804db590 (__TEXT,__text) external _svc_run
00000001804d5214 (__TEXT,__text) external _svc_sendreply
00000001804d5178 (__TEXT,__text) external _svc_unregister
00000001ef61f198 (__AUTH_CONST,__const) non-external _svcauthsw
00000001804d5370 (__TEXT,__text) external _svcerr_auth
00000001804d52c0 (__TEXT,__text) external _svcerr_decode
00000001804d5268 (__TEXT,__text) external _svcerr_noproc
00000001804d540c (__TEXT,__text) external _svcerr_noprog
00000001804d5460 (__TEXT,__text) external _svcerr_progvers
00000001804d5318 (__TEXT,__text) external _svcerr_systemerr
00000001804d53bc (__TEXT,__text) external _svcerr_weakauth
00000001804d5c64 (__TEXT,__text) external _svcfd_create
00000001804d59b0 (__TEXT,__text) external _svcraw_create
00000001804d5a64 (__TEXT,__text) non-external _svcraw_destroy
00000001804d5a54 (__TEXT,__text) non-external _svcraw_freeargs
00000001804d5a44 (__TEXT,__text) non-external _svcraw_getargs
00000001804d5a3c (__TEXT,__text) non-external _svcraw_recv
00000001804d5a4c (__TEXT,__text) non-external _svcraw_reply
00000001804d5a5c (__TEXT,__text) non-external _svcraw_stat
00000001804d5a68 (__TEXT,__text) external _svctcp_create
00000001804d5d18 (__TEXT,__text) non-external _svctcp_destroy
00000001804d6194 (__TEXT,__text) non-external _svctcp_freeargs
00000001804d6134 (__TEXT,__text) non-external _svctcp_getargs
00000001eea2c7d0 (__AUTH,__data) non-external _svctcp_op
00000001804d6094 (__TEXT,__text) non-external _svctcp_recv
00000001eea2c7a0 (__AUTH,__data) non-external _svctcp_rendezvous_op
00000001804d614c (__TEXT,__text) non-external _svctcp_reply
00000001804d60f4 (__TEXT,__text) non-external _svctcp_stat
00000001804d61b0 (__TEXT,__text) external _svcudp_bufcreate
00000001804d63e4 (__TEXT,__text) external _svcudp_create
00000001804d680c (__TEXT,__text) non-external _svcudp_destroy
00000001804d67f0 (__TEXT,__text) non-external _svcudp_freeargs
00000001804d6584 (__TEXT,__text) non-external _svcudp_getargs
00000001eea2c800 (__AUTH,__data) non-external _svcudp_op
00000001804d63f0 (__TEXT,__text) non-external _svcudp_recv
00000001804d659c (__TEXT,__text) non-external _svcudp_reply
00000001804d657c (__TEXT,__text) non-external _svcudp_stat
                 (undefined) external _sys_nerr (from libsystem_c)
                 (undefined) external _sysctl (from libsystem_c)
00000001eea2c578 (__AUTH,__data) non-external _tcp_ops
                 (undefined) external _time (from libsystem_c)
00000001eea2c5a8 (__AUTH,__data) non-external _udp_ops
00000001ebf89428 (__DATA,__data) non-external _unset_retry_timeout
00000001ebf89438 (__DATA,__data) non-external _unset_total_timeout
00000001804bdf78 (__TEXT,__text) external _user_from_uid
00000001ebf898e0 (__DATA,__bss) non-external _user_from_uid.buf
                 (undefined) external _uuid_copy (from libsystem_c)
                 (undefined) external _uuid_parse (from libsystem_c)
                 (undefined) external _uuid_unparse_upper (from libsystem_c)
                 (undefined) external _vasprintf (from libsystem_c)
00000001ebf89480 (__DATA,__data) non-external _wait_per_try
                 (undefined) external _warnx (from libsystem_c)
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
00000001804cff3c (__TEXT,__text) non-external _writetcp
00000001804d6020 (__TEXT,__text) non-external _writetcp
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00000001804d4ba8 (__TEXT,__text) non-external (was a private external) _xdr_accepted_reply
00000001804d7184 (__TEXT,__text) external _xdr_array
00000001804ceb1c (__TEXT,__text) external _xdr_authunix_parms
00000001804b810c (__TEXT,__text) external _xdr_bool
00000001804d6c78 (__TEXT,__text) external _xdr_bytes
00000001804d4d6c (__TEXT,__text) external _xdr_callhdr
00000001804d4774 (__TEXT,__text) external _xdr_callmsg
00000001804d6be4 (__TEXT,__text) external _xdr_char
00000001804d4ba0 (__TEXT,__text) external _xdr_des_block
00000001804cc890 (__TEXT,__text) external _xdr_domainname
00000001804d73cc (__TEXT,__text) external _xdr_double
00000001804d6c74 (__TEXT,__text) external _xdr_enum
00000001804d7338 (__TEXT,__text) external _xdr_float
00000001804d6874 (__TEXT,__text) external _xdr_free
00000001804d7174 (__TEXT,__text) external _xdr_hyper
