00007ff909e77405 (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff94330c968 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._quarantineChecked
00007ff94330c9a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._resourceDirectorySlotChecked
00007ff94330c958 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._signingID
00007ff94330c930 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._signingInfo
00007ff94330c928 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._staticCodeRef
00007ff94330c950 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._teamID
00007ff94330c9c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._trashedMainExe
00007ff94330ca10 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._trashedURL
00007ff94330c998 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._triggeredByLibraryLoad
00007ff94330c8e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._url
00007ff94330c9c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._validationCategory
00007ff94330c8b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._volumePath
00007ff94330c890 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._volumeUUID
00007ff94330c5f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.bundleID
00007ff94330c5f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.cdhash
00007ff94330c5c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.flags
00007ff94330c5d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.rootID
00007ff94330c5e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.signingID
00007ff94330c5e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.teamID
00007ff94330c5c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.uniqueID
00007ff94330c5d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.url
00007ff94330ca80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPBundleProtection._connection
00007ff94330ca78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPBundleProtection._interface
00007ff94330caa8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPDeveloperPolicy._connection
00007ff94330caa0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPDeveloperPolicy._interface
00007ff94330c7c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._cdHash
00007ff94330c7d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._developerName
00007ff94330c7a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._execPath
00007ff94330c7d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._lastSeen
00007ff94330c7a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._mmapPath
00007ff94330c7c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._responsiblePath
00007ff94330c7b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._signingID
00007ff94330c7b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._teamID
00007ff94330c818 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._connection
00007ff94330c810 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._interface
00007ff94330c820 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._lock
00007ff94330c828 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._progressBlock
00007ff94330c798 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._blockedReasonDescription
00007ff94330c778 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._cdHash
00007ff94330c760 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._itemPath
00007ff94330c790 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._knownMalware
00007ff94330c780 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._needsApproval
00007ff94330c788 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._needsOverride
00007ff94330c768 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._signingID
00007ff94330c770 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._teamID
00007ff94330c880 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._connection
00007ff94330c878 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._interface
00007ff94330c888 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._requireDaemon
00007ff94330c7e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPKernelExtensionHistory._connection
00007ff94330c7e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPKernelExtensionHistory._interface
00007ff94330c858 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.bundleID
00007ff94330c868 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.cdHash
00007ff94330c848 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isCodeless
00007ff94330c838 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isDeprecated
00007ff94330c830 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isNotarized
00007ff94330c840 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isUnsupported
00007ff94330c870 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.lastUsed
00007ff94330c850 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.path
00007ff94330c860 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.teamID
00007ff94330c800 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._connection
00007ff94330c7f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._currentPolicy
00007ff94330c7f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._interface
00007ff94330c808 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy.currentUAKL
00007ff94330c638 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem._originalAllowed
00007ff94330c640 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.allowed
00007ff94330c658 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.applicationName
00007ff94330c660 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.applicationPath
00007ff94330c678 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.bundleIDs
00007ff94330c668 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.developerName
00007ff94330c650 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.isPendingUpgrade
00007ff94330c648 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.rebootRequired
00007ff94330c670 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.teamID
00007ff94330c608 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPMalwareSampling._connection
00007ff94330c600 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPMalwareSampling._interface
00007ff94330c720 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPMetrics._connection
00007ff94330c718 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPMetrics._interface
00007ff94330ca60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._allBundleURLs
00007ff94330ca58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._allKextURLs
00007ff94330ca50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._volumeRoot
00007ff94330ca30 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.bundleID
00007ff94330ca48 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.cdhash
00007ff94330ca20 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.rootID
00007ff94330ca40 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.signingID
00007ff94330ca38 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.teamID
00007ff94330ca18 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.uniqueID
00007ff94330ca28 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.url
00007ff94330c710 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceTracking._connection
00007ff94330c708 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceTracking._interface
00007ff94330c620 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPSamplingTasking.expiration
00007ff94330c618 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPSamplingTasking.name
00007ff94330c630 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPSamplingTasking.publicKey
00007ff94330c628 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPSamplingTasking.samplingRate
00007ff94330c610 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPSamplingTasking.uuid
00007ff94330c690 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._accessQueue
00007ff94330c6a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._bundle
00007ff94330c688 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._bundleUrl
00007ff94330c6a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._fileManager
00007ff94330c6b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._prepareBlock
00007ff94330c6b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._reloadBlock
00007ff94330c698 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._stagedBundle
00007ff94330c680 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._stagedUrl
00007ff94330c5b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_TrackingAttributes.flags
00007ff94330c5b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_TrackingAttributes.identifier
00007ff94330cd08 (__DATA,__objc_data) external _OBJC_METACLASS_$_AKELData
00007ff94330d320 (__DATA,__objc_data) external _OBJC_METACLASS_$_AMFI
00007ff94330cec0 (__DATA,__objc_data) external _OBJC_METACLASS_$_AppWrapper
00007ff94330d410 (__DATA,__objc_data) external _OBJC_METACLASS_$_AppWrapperPolicy
00007ff94330d3e8 (__DATA,__objc_data) external _OBJC_METACLASS_$_AppWrapperPolicyResult
00007ff94330ce98 (__DATA,__objc_data) external _OBJC_METACLASS_$_BundleData
00007ff94330d2f8 (__DATA,__objc_data) external _OBJC_METACLASS_$_GKScanResult
00007ff94330d118 (__DATA,__objc_data) external _OBJC_METACLASS_$_MIS
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00007ff94330cd80 (__DATA,__objc_data) external _OBJC_METACLASS_$_PolicyCacheMeta
00007ff94330d208 (__DATA,__objc_data) external _OBJC_METACLASS_$_PolicyScanTarget
00007ff94330cba0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ProvenanceEntry
00007ff94330d398 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPBundleProtection
00007ff94330d488 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPDeveloperPolicy
00007ff94330cfd8 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPExecutionHistoryItem
00007ff94330d078 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPExecutionPolicy
00007ff94330cf38 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPExecutionPolicyItem
00007ff94330cd58 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPFilePolicy
00007ff94330d1b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPInstallationPolicy
00007ff94330d028 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistory
00007ff94330d0c8 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistoryItem
00007ff94330cb00 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicy
00007ff94330cb28 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicyItem
00007ff94330cf88 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPLog
00007ff94330cc18 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPMalwareSampling
00007ff94330ce48 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPMetrics
00007ff94330d168 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPMigration
00007ff94330d2a8 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPMigrationScanner
00007ff94330d258 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPProvenanceMetadata
00007ff94330cdf8 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPProvenanceTracking
00007ff94330cc68 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPSamplingTasking
00007ff94330ccb8 (__DATA,__objc_data) external _OBJC_METACLASS_$_StagedBundleData
00007ff94330cb78 (__DATA,__objc_data) external _OBJC_METACLASS_$_TrackingAttributes
00007ff940ae3378 (__DATA_CONST,__const) external _SPErrorDomain
                 (undefined) external _SecCertificateCopyOrganization (from Security)
                 (undefined) external _SecCertificateCopyOrganizationalUnit (from Security)
                 (undefined) external _SecCertificateGetTypeID (from Security)
                 (undefined) external _SecCodeCopyPath (from Security)
                 (undefined) external _SecCodeCopySigningInformation (from Security)
                 (undefined) external _SecCodeSetDetachedSignature (from Security)
                 (undefined) external _SecCodeSignerAddSignature (from Security)
                 (undefined) external _SecCodeSignerCreate (from Security)
                 (undefined) external _SecCodeSpecialSlotIsPresent (from Security)
                 (undefined) external _SecRequirementCreateWithString (from Security)
                 (undefined) external _SecStaticCodeCancelValidation (from Security)
                 (undefined) external _SecStaticCodeCheckValidity (from Security)
                 (undefined) external _SecStaticCodeCreateWithPath (from Security)
                 (undefined) external _SecStaticCodeSetCallback (from Security)
                 (undefined) external _SecStaticCodeValidateResourceWithErrors (from Security)
00007ff909e7c1f0 (__TEXT,__const) external _SystemPolicyVersionNumber
00007ff909e7c1c0 (__TEXT,__const) external _SystemPolicyVersionString
00007ff909e6eadc (__TEXT,__text) external _URLisDirectory
00007ff909e77392 (__TEXT,__text) non-external (was a private external) __AMFIExecutionPreflight
00007ff909e7a633 (__TEXT,__text) non-external __AMFIExecutionPreflight.cold.1
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __CFBundleCreateUnique (from CoreFoundation)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ff909e7aa50 (__TEXT,__objc_methlist) non-external __OBJC_$_CATEGORY_CLASS_METHODS_NSData_$_Strings
00007ff909e7aa68 (__TEXT,__objc_methlist) non-external __OBJC_$_CATEGORY_INSTANCE_METHODS_NSData_$_Strings
00007ff940ae84c8 (__DATA_CONST,__objc_const) non-external __OBJC_$_CATEGORY_NSData_$_Strings
00007ff909e7aa80 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AMFI
00007ff909e7aaa0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapper
00007ff909e7aad0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapperPolicy
00007ff909e7aaf0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_GKScanResult
00007ff909e7ab08 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_MIS
00007ff909e7ab80 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionHistoryItem
00007ff909e7aba0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionPolicyItem
00007ff909e7abb8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPFilePolicy
00007ff909e7abd8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionHistoryItem
00007ff909e7abf0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicy
00007ff909e7ac08 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicyItem
00007ff909e7ac20 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPLog
00007ff909e7ac98 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPMigration
00007ff909e7ad00 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPProvenanceMetadata
00007ff909e7ad18 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPSamplingTasking
00007ff940ae8520 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_GKScanResult
00007ff940ae5c80 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00007ff940ae6ce8 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionHistoryItem
00007ff940ae6a08 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionPolicyItem
00007ff940ae7398 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionHistoryItem
00007ff940ae5e70 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionPolicyItem
00007ff940ae8190 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPProvenanceMetadata
00007ff940ae5cb0 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPSamplingTasking
00007ff909e7ad30 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AKELData
00007ff909e7ad98 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AppWrapperPolicyResult
00007ff909e7ade8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_BundleData
00007ff909e7ae98 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_GKScanResult
00007ff909e7aef8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyCacheMeta
00007ff909e7afa0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyScanTarget
00007ff909e7b2a0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_ProvenanceEntry
00007ff909e7b3a8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPBundleProtection
00007ff909e7b3e0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPDeveloperPolicy
00007ff909e7b460 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionHistoryItem
00007ff909e7b508 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicy(Gatekeeper)
00007ff909e7b670 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicyItem
00007ff909e7b718 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPInstallationPolicy
00007ff909e7b768 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistory
00007ff909e7b7a0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistoryItem
00007ff909e7b850 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicy(MDM)
00007ff909e7b9e8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicyItem
00007ff909e7bac8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPMalwareSampling
00007ff909e7bb10 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPMetrics
00007ff909e7bb48 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPMigrationScanner
00007ff909e7bb98 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPProvenanceMetadata
00007ff909e7bc88 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPProvenanceTracking
00007ff909e7bcf0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPSamplingTasking
00007ff909e7bdb0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_StagedBundleData
00007ff909e7be00 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_TrackingAttributes
00007ff940ae62e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AKELData
00007ff940ae87e8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AppWrapperPolicyResult
00007ff940ae67d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_BundleData
00007ff940ae8580 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_GKScanResult
00007ff940ae6468 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyCacheMeta
00007ff940ae7860 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyScanTarget
00007ff940ae5878 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_ProvenanceEntry
00007ff940ae8710 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPBundleProtection
00007ff940ae89a8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPDeveloperPolicy
00007ff940ae6d48 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionHistoryItem
00007ff940ae72b0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicy
00007ff940ae6a68 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicyItem
00007ff940ae7768 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPInstallationPolicy
00007ff940ae6f70 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistory
00007ff940ae73f8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistoryItem
00007ff940ae7118 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicy
00007ff940ae5ed0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicyItem
00007ff940ae5bc0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPMalwareSampling
00007ff940ae6700 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPMetrics
00007ff940ae83e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPMigrationScanner
00007ff940ae81f0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPProvenanceMetadata
00007ff940ae6628 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPProvenanceTracking
00007ff940ae5d10 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPSamplingTasking
00007ff940ae6120 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_StagedBundleData
00007ff940ae5778 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_TrackingAttributes
00007ff940ae8850 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_AppWrapperPolicyResult
00007ff940ae68c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_BundleData
00007ff940ae85c8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_GKScanResult
00007ff940ae6530 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyCacheMeta
00007ff940ae7e88 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyScanTarget
00007ff940ae5980 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_ProvenanceEntry
00007ff940ae89f0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPDeveloperPolicy
00007ff940ae6e50 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionHistoryItem
00007ff940ae6b70 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionPolicyItem
00007ff940ae7520 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionHistoryItem
00007ff940ae71a0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicy
00007ff940ae5ff8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicyItem
00007ff940ae8448 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPMigrationScanner
00007ff940ae82d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPProvenanceMetadata
00007ff940ae5db8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPSamplingTasking
00007ff940ae6228 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_StagedBundleData
