00007ff810cceec1 (__TEXT,__text) external _BNNSAffineGridSample
00007ff810a74dca (__TEXT,__text) external __bnns_graph_builder_register_prelu
00007ff810a78ffa (__TEXT,__text) external __bnns_graph_builder_register_prod
00007ff810a75cdb (__TEXT,__text) external __bnns_graph_builder_register_recip
00007ff810a78fb5 (__TEXT,__text) external __bnns_graph_builder_register_reduce_max
00007ff810a78fca (__TEXT,__text) external __bnns_graph_builder_register_reduce_min
00007ff810a82a0a (__TEXT,__text) external __bnns_graph_builder_register_reflection_pad
00007ff810a74354 (__TEXT,__text) external __bnns_graph_builder_register_relu
00007ff810a74795 (__TEXT,__text) external __bnns_graph_builder_register_relu6
00007ff810a82a20 (__TEXT,__text) external __bnns_graph_builder_register_replication_pad
00007ff810a7edf7 (__TEXT,__text) external __bnns_graph_builder_register_reshape
00007ff810a7b7a1 (__TEXT,__text) external __bnns_graph_builder_register_rms_spatial_norm
00007ff810a84868 (__TEXT,__text) external __bnns_graph_builder_register_rnn
00007ff810a75d09 (__TEXT,__text) external __bnns_graph_builder_register_round
00007ff810a75fce (__TEXT,__text) external __bnns_graph_builder_register_rsqrt
00007ff810a74c6a (__TEXT,__text) external __bnns_graph_builder_register_scaled_tanh
00007ff810a83fa0 (__TEXT,__text) external __bnns_graph_builder_register_scatter
00007ff810a8481b (__TEXT,__text) external __bnns_graph_builder_register_scatter_along_axis
00007ff810a84842 (__TEXT,__text) external __bnns_graph_builder_register_scatter_nd
00007ff810a77604 (__TEXT,__text) external __bnns_graph_builder_register_select
00007ff810a82a36 (__TEXT,__text) external __bnns_graph_builder_register_shape
00007ff810a747cc (__TEXT,__text) external __bnns_graph_builder_register_sigmoid
00007ff810a74d2a (__TEXT,__text) external __bnns_graph_builder_register_silu
00007ff810a75d8b (__TEXT,__text) external __bnns_graph_builder_register_sin
00007ff810a75e86 (__TEXT,__text) external __bnns_graph_builder_register_sinh
00007ff810a7ce9a (__TEXT,__text) external __bnns_graph_builder_register_slice
00007ff810a7d6ea (__TEXT,__text) external __bnns_graph_builder_register_slice_update
00007ff810a7562b (__TEXT,__text) external __bnns_graph_builder_register_softmax
00007ff810a74ca0 (__TEXT,__text) external __bnns_graph_builder_register_softplus
00007ff810a74cc1 (__TEXT,__text) external __bnns_graph_builder_register_softsign
00007ff810a75fa5 (__TEXT,__text) external __bnns_graph_builder_register_sqrt
00007ff810a7e634 (__TEXT,__text) external __bnns_graph_builder_register_squeeze
00007ff810a7656a (__TEXT,__text) external __bnns_graph_builder_register_sub
00007ff810a79012 (__TEXT,__text) external __bnns_graph_builder_register_sum
00007ff810a7902a (__TEXT,__text) external __bnns_graph_builder_register_sum_square
00007ff810a75db4 (__TEXT,__text) external __bnns_graph_builder_register_tan
00007ff810a747e9 (__TEXT,__text) external __bnns_graph_builder_register_tanh
00007ff810a75d32 (__TEXT,__text) external __bnns_graph_builder_register_threshold
00007ff810a74cf8 (__TEXT,__text) external __bnns_graph_builder_register_thresholded_relu
00007ff810a83015 (__TEXT,__text) external __bnns_graph_builder_register_topk
00007ff810a80f27 (__TEXT,__text) external __bnns_graph_builder_register_transpose
00007ff810a7dee4 (__TEXT,__text) external __bnns_graph_builder_register_unsqueeze
00007ff810a76c00 (__TEXT,__text) external __bnns_graph_builder_register_xor
00007ff810a71b9f (__TEXT,__text) external __bnns_graph_builder_tensor_from_tensor_ref
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __os_signpost_emit_with_name_impl (from libSystem)
                 (undefined) external __simd_exp_f4 (from libSystem)
                 (undefined) external __simd_log_f4 (from libSystem)
                 (undefined) external __simd_pow_f4 (from libSystem)
                 (undefined) external _abort (from libSystem)
                 (undefined) external _access (from libSystem)
                 (undefined) external _acosf (from libSystem)
                 (undefined) external _acoshf (from libSystem)
                 (undefined) external _aligned_alloc (from libSystem)
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _asinf (from libSystem)
                 (undefined) external _asinhf (from libSystem)
                 (undefined) external _atanf (from libSystem)
                 (undefined) external _atanhf (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _cosf (from libSystem)
                 (undefined) external _coshf (from libSystem)
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_apply_attr_destroy (from libSystem)
                 (undefined) external _dispatch_apply_attr_init (from libSystem)
                 (undefined) external _dispatch_apply_attr_query (from libSystem)
                 (undefined) external _dispatch_apply_attr_set_parallelism (from libSystem)
                 (undefined) external _dispatch_apply_with_attr (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _erfcf (from libSystem)
                 (undefined) external _erff (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _exp (from libSystem)
                 (undefined) external _exp2f (from libSystem)
                 (undefined) external _expf (from libSystem)
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _fma (from libSystem)
                 (undefined) external _fmaxf (from libSystem)
                 (undefined) external _fminf (from libSystem)
                 (undefined) external _fmod (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
                 (undefined) external _fwrite (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getpriority (from libSystem)
                 (undefined) external _isatty (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _ldexpf (from libSystem)
                 (undefined) external _log10 (from libSystem)
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _msync (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _nextafterf (from libSystem)
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_enabled (from libSystem)
                 (undefined) external _os_signpost_id_make_with_pointer (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _pow (from libSystem)
                 (undefined) external _powf (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
                 (undefined) external _raise (from libSystem)
                 (undefined) external _rand (from libSystem)
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _setjmp (from libSystem)
                 (undefined) external _setpriority (from libSystem)
                 (undefined) external _sigaction (from libSystem)
                 (undefined) external _sigprocmask (from libSystem)
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _stat$INODE64 (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strerror (from libSystem)
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strpbrk (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
                 (undefined) external _unlink (from libSystem)
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _vm_allocate (from libSystem)
                 (undefined) external _vm_page_size (from libSystem)
                 (undefined) external _vm_purgable_control (from libSystem)
                 (undefined) external _vm_remap (from libSystem)
                 (undefined) external _vsnprintf (from libSystem)
                 (undefined) external _write (from libSystem)
