00007ff8400bce70 (__DATA,__data) external _NDR_record
00007ff800bfa679 (__TEXT,__text) external _mach_vm_reclaim_query_state
00007ff800bfa243 (__TEXT,__text) external _mach_vm_reclaim_ring_allocate
00007ff800bfa6e8 (__TEXT,__text) external _mach_vm_reclaim_ring_capacity
00007ff800bfa706 (__TEXT,__text) external _mach_vm_reclaim_ring_flush
00007ff800bfa2d0 (__TEXT,__text) external _mach_vm_reclaim_ring_resize
00007ff800bfa311 (__TEXT,__text) external _mach_vm_reclaim_round_capacity
00007ff800bfa4d9 (__TEXT,__text) external _mach_vm_reclaim_try_cancel
00007ff800bfa351 (__TEXT,__text) external _mach_vm_reclaim_try_enter
00007ff800bfa6cf (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff800c10104 (__TEXT,__text) external _mach_vm_region
00007ff800c0fee0 (__TEXT,__text) external _mach_vm_region_recurse
00007ff800c05b99 (__TEXT,__text) external _mach_vm_remap
00007ff800c05c30 (__TEXT,__text) external _mach_vm_remap_new
00007ff800c05f5d (__TEXT,__text) external _mach_vm_update_pointers_with_remote_tags
00007ff800c08a93 (__TEXT,__text) external _mach_vm_wire
00007ff800c0f490 (__TEXT,__text) external _mach_vm_write
00007ff800c1d1f8 (__TEXT,__text) external _mach_voucher_attr_command
00007ff800bf96b8 (__TEXT,__text) external _mach_voucher_deallocate
00007ff800c1d447 (__TEXT,__text) external _mach_voucher_debug_info
00007ff800c1d009 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff800c1cc33 (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff800c058c0 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff800bf3280 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff800bf32bc (__TEXT,__text) external _mach_wait_until
00007ff800c0abbd (__TEXT,__text) external _mach_zone_force_gc
00007ff800c0b96a (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff800c0b81b (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff800c0aa3b (__TEXT,__text) external _mach_zone_info
00007ff800c0b629 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff800c0b4bb (__TEXT,__text) external _mach_zone_info_for_zone
00007ff800bf3238 (__TEXT,__text) external _macx_backing_store_recovery
00007ff800bf322c (__TEXT,__text) external _macx_backing_store_suspend
00007ff800bf3208 (__TEXT,__text) external _macx_swapoff
00007ff800bf31fc (__TEXT,__text) external _macx_swapon
00007ff800bf3220 (__TEXT,__text) external _macx_triggers
00007ff800bf582c (__TEXT,__text) external _madvise
00007ff8400bced0 (__DATA,__bss) non-external _master_host_port
00007ff800bf631d (__TEXT,__text) non-external _memcpy
00007ff800bf5844 (__TEXT,__text) external _memorystatus_control
00007ff800bf585c (__TEXT,__text) external _memorystatus_get_level
00007ff800bf632b (__TEXT,__text) non-external _memset
00007ff800bf9744 (__TEXT,__text) external _mig_allocate
00007ff800bf9913 (__TEXT,__text) external _mig_dealloc_reply_port
00007ff800c05540 (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff800bf978c (__TEXT,__text) external _mig_deallocate
00007ff800bf98a6 (__TEXT,__text) external _mig_get_reply_port
00007ff800c0551a (__TEXT,__text) external _mig_get_special_reply_port
00007ff800bf997a (__TEXT,__text) external _mig_put_reply_port
00007ff800bf9873 (__TEXT,__text) external _mig_reply_setup
00007ff800bf997b (__TEXT,__text) external _mig_strncpy
00007ff800bf99ae (__TEXT,__text) external _mig_strncpy_zerofill
00007ff800bf5874 (__TEXT,__text) external _mincore
00007ff800bf588c (__TEXT,__text) external _minherit
00007ff800bf32e0 (__TEXT,__text) external _mk_timer_arm
00007ff800bf32f8 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff800bf32ec (__TEXT,__text) external _mk_timer_cancel
00007ff800bf32c8 (__TEXT,__text) external _mk_timer_create
00007ff800bf32d4 (__TEXT,__text) external _mk_timer_destroy
00007ff800bf58a4 (__TEXT,__text) external _mkdir
00007ff800bf58bc (__TEXT,__text) external _mkdirat
00007ff800bf58d4 (__TEXT,__text) external _mkfifo
00007ff800bf58ec (__TEXT,__text) external _mkfifoat
00007ff800bf5904 (__TEXT,__text) external _mknod
00007ff800bf591c (__TEXT,__text) external _mknodat
00007ff800bf5934 (__TEXT,__text) external _mlock
00007ff800bf594c (__TEXT,__text) external _mlockall
00007ff800c01e47 (__TEXT,__text) external _mmap
00007ff800bf5964 (__TEXT,__text) external _mount
00007ff800bf4174 (__TEXT,__text) external _mprotect
00007ff800bf597c (__TEXT,__text) external _mremap_encrypted
00007ff800bf9afc (__TEXT,__text) external _msg_receive
00007ff800bf9af0 (__TEXT,__text) external _msg_rpc
00007ff800bf9af6 (__TEXT,__text) external _msg_send
00007ff800bf418c (__TEXT,__text) external _msgctl
00007ff800bf5994 (__TEXT,__text) external _msgget
00007ff800bf59ac (__TEXT,__text) external _msgrcv
00007ff800bf41a4 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff800bf59c4 (__TEXT,__text) external _msgsnd
00007ff800bf41bc (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff800bf41d4 (__TEXT,__text) external _msgsys
00007ff800bf41ec (__TEXT,__text) external _msync
00007ff800bf4204 (__TEXT,__text) external _msync$NOCANCEL
00007ff800bf59dc (__TEXT,__text) external _munlock
00007ff800bf59f4 (__TEXT,__text) external _munlockall
00007ff800c0635d (__TEXT,__text) external _munmap
00007ff800bf5a0c (__TEXT,__text) external _necp_client_action
00007ff800bf5a24 (__TEXT,__text) external _necp_match_policy
00007ff800bf5a3c (__TEXT,__text) external _necp_open
00007ff800bf5a54 (__TEXT,__text) external _necp_session_action
00007ff800bf5a6c (__TEXT,__text) external _necp_session_open
00007ff800bf5a84 (__TEXT,__text) external _net_qos_guideline
00007ff800bf5a9c (__TEXT,__text) external _netagent_trigger
00007ff800c128d1 (__TEXT,__text) external _netname_check_in
00007ff800c12cf1 (__TEXT,__text) external _netname_check_out
00007ff800c12a7d (__TEXT,__text) external _netname_look_up
00007ff800c12e93 (__TEXT,__text) external _netname_version
00007ff800bfbcc1 (__TEXT,__text) external _nfsclnt
00007ff800bf5ab4 (__TEXT,__text) external _nfssvc
00007ff8400bce60 (__DATA,__data) external _non_boost_assertion_token
00007ff8400bce58 (__DATA,__data) external _normal_boost_assertion_token
00007ff800bf5acc (__TEXT,__text) external _ntp_adjtime
00007ff800bf5ae4 (__TEXT,__text) external _ntp_gettime
00007ff800bf5afc (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff800c03799 (__TEXT,__text) external _open
00007ff800bfbd29 (__TEXT,__text) external _open$NOCANCEL
00007ff800c04469 (__TEXT,__text) external _open_dprotected_np
00007ff800c03858 (__TEXT,__text) external _openat
00007ff800bfbde8 (__TEXT,__text) external _openat$NOCANCEL
00007ff800c0461c (__TEXT,__text) external _openat_authenticated_np
00007ff800c04542 (__TEXT,__text) external _openat_dprotected_np
00007ff800bf5b14 (__TEXT,__text) external _openbyid_np
00007ff800bf7cdf (__TEXT,__text) external _os_buflet_get_data_address
00007ff800bf7cc6 (__TEXT,__text) external _os_buflet_get_data_length
00007ff800bf7ce4 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff800bf7cc2 (__TEXT,__text) external _os_buflet_get_data_offset
00007ff800bf7cd6 (__TEXT,__text) external _os_buflet_get_object_address
00007ff800bf7cdb (__TEXT,__text) external _os_buflet_get_object_limit
00007ff800bf7cd0 (__TEXT,__text) external _os_buflet_set_data_length
00007ff800bf7cca (__TEXT,__text) external _os_buflet_set_data_offset
00007ff800bffbda (__TEXT,__text) external _os_channel_advance_slot
00007ff800c004aa (__TEXT,__text) external _os_channel_attr_clone
00007ff800c00465 (__TEXT,__text) external _os_channel_attr_create
00007ff800c00669 (__TEXT,__text) external _os_channel_attr_destroy
00007ff800c007dc (__TEXT,__text) external _os_channel_attr_get
00007ff800c0093c (__TEXT,__text) external _os_channel_attr_get_key
00007ff800c006b7 (__TEXT,__text) external _os_channel_attr_set
00007ff800c00570 (__TEXT,__text) external _os_channel_attr_set_key
00007ff800bffba2 (__TEXT,__text) external _os_channel_available_slot_count
00007ff800c01ad5 (__TEXT,__text) external _os_channel_buflet_alloc
00007ff800c0157c (__TEXT,__text) external _os_channel_buflet_free
00007ff800c01ab0 (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff800bff903 (__TEXT,__text) external _os_channel_create
00007ff800bfeeba (__TEXT,__text) external _os_channel_create_extended
00007ff800bffa3f (__TEXT,__text) external _os_channel_destroy
00007ff800c01a2b (__TEXT,__text) external _os_channel_event_free
00007ff800c05247 (__TEXT,__text) external _os_channel_event_get_event_data
00007ff800c0519e (__TEXT,__text) external _os_channel_event_get_next_event
00007ff800c001f7 (__TEXT,__text) external _os_channel_flow_admissible
00007ff800c00320 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00007ff800c001dc (__TEXT,__text) external _os_channel_get_advisory_region
00007ff800bff912 (__TEXT,__text) external _os_channel_get_fd
00007ff800c01a30 (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff800c016c0 (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff800bffc29 (__TEXT,__text) external _os_channel_get_next_slot
00007ff800c00179 (__TEXT,__text) external _os_channel_get_stats_region
00007ff800bff6cc (__TEXT,__text) non-external _os_channel_info2attr
00007ff800bff808 (__TEXT,__text) non-external _os_channel_init_ring
00007ff800bffa9d (__TEXT,__text) external _os_channel_is_defunct
00007ff800c00d41 (__TEXT,__text) external _os_channel_large_packet_alloc
00007ff800c00999 (__TEXT,__text) external _os_channel_packet_alloc
00007ff800c009a0 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00007ff800c00d4b (__TEXT,__text) external _os_channel_packet_free
00007ff800c010f5 (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff800bffb81 (__TEXT,__text) external _os_channel_pending
00007ff800c01364 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00007ff800bff915 (__TEXT,__text) external _os_channel_read_attr
00007ff800bff9fe (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff800bffaaa (__TEXT,__text) external _os_channel_ring_id
00007ff800bffb99 (__TEXT,__text) external _os_channel_ring_notify_time
00007ff800bffb90 (__TEXT,__text) external _os_channel_ring_sync_time
00007ff800bffb33 (__TEXT,__text) external _os_channel_rx_ring
00007ff800bfff92 (__TEXT,__text) external _os_channel_set_slot_properties
00007ff800c00e8f (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff800c00fb6 (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff800c00074 (__TEXT,__text) external _os_channel_slot_get_packet
00007ff800bffa20 (__TEXT,__text) external _os_channel_sync
00007ff800bffaf8 (__TEXT,__text) external _os_channel_tx_ring
00007ff800bff955 (__TEXT,__text) external _os_channel_write_attr
00007ff800bf7c8e (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff800bf3310 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff800c04091 (__TEXT,__text) external _os_cpu_in_cksum
00007ff800c04196 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff800bf5b2c (__TEXT,__text) external _os_fault_with_payload
00007ff800bf7c89 (__TEXT,__text) external _os_inet_checksum
00007ff800bfe5a3 (__TEXT,__text) external _os_log_coprocessor_as_kernel
00007ff800bfe5bd (__TEXT,__text) external _os_log_coprocessor_register_as_kernel
00007ff800c02760 (__TEXT,__text) external _os_nexus_attr_clone
00007ff800c0271b (__TEXT,__text) external _os_nexus_attr_create
00007ff800c0291a (__TEXT,__text) external _os_nexus_attr_destroy
00007ff800c028e4 (__TEXT,__text) external _os_nexus_attr_get
00007ff800c027be (__TEXT,__text) external _os_nexus_attr_set
00007ff800c0300e (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff800c02cbc (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff800c02cdd (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff800c0292d (__TEXT,__text) external _os_nexus_controller_create
00007ff800c02cb0 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff800c0331e (__TEXT,__text) external _os_nexus_controller_destroy
00007ff800c02cd1 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff800c029c6 (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff800c031b6 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff800c02e22 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff800c029c9 (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff800c03141 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff800c02dbc (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff800c03619 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00007ff800bf7b60 (__TEXT,__text) external _os_packet_add_buflet
00007ff800bf7172 (__TEXT,__text) external _os_packet_add_inet_csum_flags
00007ff800bf7267 (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff800bf7bff (__TEXT,__text) external _os_packet_decrement_use_count
00007ff800bf79cd (__TEXT,__text) external _os_packet_finalize
00007ff800bf7c1e (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff800bf7902 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff800bf7048 (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff800bf78fa (__TEXT,__text) external _os_packet_get_data_length
00007ff800bf7348 (__TEXT,__text) external _os_packet_get_expire_time
00007ff800bf73e8 (__TEXT,__text) external _os_packet_get_expiry_action
00007ff800bf71ed (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff800bf7314 (__TEXT,__text) external _os_packet_get_group_end
00007ff800bf72a9 (__TEXT,__text) external _os_packet_get_group_start
00007ff800bf6c00 (__TEXT,__text) external _os_packet_get_headroom
00007ff800bf71a4 (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff800bf783b (__TEXT,__text) external _os_packet_get_keep_alive
00007ff800bf6cc7 (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff800bf6d86 (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff800bf6c6b (__TEXT,__text) external _os_packet_get_link_header_length
00007ff800bf6d26 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff800bf792e (__TEXT,__text) external _os_packet_get_next_buflet
00007ff800bf7607 (__TEXT,__text) external _os_packet_get_packetid
00007ff800bf79a0 (__TEXT,__text) external _os_packet_get_segment_count
00007ff800bf6f9d (__TEXT,__text) external _os_packet_get_service_class
00007ff800bf748a (__TEXT,__text) external _os_packet_get_token
00007ff800bf7ce8 (__TEXT,__text) external _os_packet_get_trace_id
00007ff800bf70b0 (__TEXT,__text) external _os_packet_get_traffic_class
00007ff800bf6eb7 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff800bf6deb (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff800bf6e51 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff800bf788f (__TEXT,__text) external _os_packet_get_truncated
00007ff800bf77ba (__TEXT,__text) external _os_packet_get_vlan_id
00007ff800bf77c2 (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff800bf7762 (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff800bf782c (__TEXT,__text) external _os_packet_get_wake_flag
00007ff800bf7be2 (__TEXT,__text) external _os_packet_increment_use_count
00007ff800bf77c8 (__TEXT,__text) external _os_packet_set_app_metadata
00007ff800bf701a (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff800bf7395 (__TEXT,__text) external _os_packet_set_expire_time
00007ff800bf7434 (__TEXT,__text) external _os_packet_set_expiry_action
00007ff800bf722a (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff800bf72dd (__TEXT,__text) external _os_packet_set_group_end
00007ff800bf7272 (__TEXT,__text) external _os_packet_set_group_start
00007ff800bf6bc2 (__TEXT,__text) external _os_packet_set_headroom
00007ff800bf7136 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff800bf784a (__TEXT,__text) external _os_packet_set_keep_alive
00007ff800bf78c3 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff800bf6c98 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff800bf6d57 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff800bf6c2d (__TEXT,__text) external _os_packet_set_link_header_length
00007ff800bf6cf7 (__TEXT,__text) external _os_packet_set_link_multicast
00007ff800bf769b (__TEXT,__text) external _os_packet_set_packetid
00007ff800bf7d82 (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff800bf6f1d (__TEXT,__text) external _os_packet_set_service_class
00007ff800bf753e (__TEXT,__text) external _os_packet_set_token
00007ff800bf7cfc (__TEXT,__text) external _os_packet_set_trace_id
00007ff800bf708d (__TEXT,__text) external _os_packet_set_traffic_class
00007ff800bf6eea (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff800bf6e84 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff800bf6db8 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff800bf6e1e (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff800bf7db1 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff800bf7c4b (__TEXT,__text) external _os_packet_set_tx_timestamp
00007ff800bf7710 (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff800bf7d28 (__TEXT,__text) external _os_packet_trace_event
00007ff800bfa23e (__TEXT,__text) external _os_proc_available_memory
00007ff800bf9a1b (__TEXT,__text) external _panic
00007ff800bf9a14 (__TEXT,__text) external _panic_init
00007ff800bf5b44 (__TEXT,__text) external _panic_with_data
00007ff800bf5b5c (__TEXT,__text) external _pathconf
00007ff800bf5b74 (__TEXT,__text) external _peeloff
00007ff800bf31e4 (__TEXT,__text) external _pid_for_task
00007ff800bf5b8c (__TEXT,__text) external _pid_hibernate
00007ff800bf5ba4 (__TEXT,__text) external _pid_resume
00007ff800c01d05 (__TEXT,__text) external _pid_shutdown_networking
00007ff800bf5bbc (__TEXT,__text) external _pid_shutdown_sockets
00007ff800bf5bd4 (__TEXT,__text) external _pid_suspend
00007ff800bf43cc (__TEXT,__text) external _pipe
00007ff800bf5bec (__TEXT,__text) external _pivot_root
00007ff800bf6b8e (__TEXT,__text) external _pkt_subtype_assert_fail
00007ff800bf6ba8 (__TEXT,__text) external _pkt_type_assert_fail
00007ff800bf5c04 (__TEXT,__text) external _poll
00007ff800bf43e8 (__TEXT,__text) external _poll$NOCANCEL
00007ff800bf6ae3 (__TEXT,__text) non-external _port_for_id_internal
00007ff800bf9a6c (__TEXT,__text) external _port_obj_init
00007ff8400bcf38 (__DATA,__common) external _port_obj_table
00007ff8400bce48 (__DATA,__data) external _port_obj_table_size
00007ff800bf582c (__TEXT,__text) external _posix_madvise
00007ff800bfe347 (__TEXT,__text) external _posix_spawn
00007ff800bfd1b0 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff800bfd62b (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff800bfd729 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff800bfd535 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff800bfd5a2 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff800bfd7ba (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff800bfd6bc (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff800bfd400 (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff800bfd3c3 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff800bfd35b (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff800bfcb13 (__TEXT,__text) external _posix_spawnattr_destroy
00007ff800bfd0f7 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff800bfdd9e (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff800bfdd6a (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff800bfcd91 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff800bfcd35 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff800bfd869 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff800bfcccc (__TEXT,__text) external _posix_spawnattr_getflags
00007ff800bfd9f3 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff800bfcdf2 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff800bfcd01 (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff800bfce0c (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff800bfcce7 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff800bfcd1b (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff800bfca1b (__TEXT,__text) external _posix_spawnattr_init
00007ff800bfd113 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff800bfe13e (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00007ff800bfd14a (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff800bfd12f (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff800bfd166 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff800bfdf33 (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff800bfdd86 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff800bfe20d (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff800bfe01c (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff800bfe057 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff800bfd8cd (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff800bfe24f (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff800c1d9c0 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff800bfe22e (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00007ff800bfe32b (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff800bfe0c8 (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff800bfdf01 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff800bfde8b (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff800bfdeb3 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff800bfddba (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff800bfde63 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff800bfd0df (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff800bfe1ec (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff800bfd9c0 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff800bfdd43 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff800bfd948 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff800bfd006 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff800bfd8b5 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff800bfdf69 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff800bfcfcd (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00007ff800bfcef8 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff800bfd328 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff800bfce72 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff800bfdc8d (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff800bfd84c (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff800bfd827 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff800bfcfab (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff800bfd2f4 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff800bfccb4 (__TEXT,__text) external _posix_spawnattr_setflags
00007ff800bfd88c (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff800bfda97 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff800bfdf1a (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff800bfcf7b (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff800bfce40 (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff800bfcf93 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff800bfce26 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff800bfce58 (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff800bfd187 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff800bf5c1c (__TEXT,__text) external _pread
00007ff800bf4418 (__TEXT,__text) external _pread$NOCANCEL
00007ff800bf5c34 (__TEXT,__text) external _preadv
00007ff800bf4430 (__TEXT,__text) external _preadv$NOCANCEL
00007ff800bfbfbf (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff800bfb517 (__TEXT,__text) external _proc_clear_cpulimits
00007ff800bfb7f3 (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff800bfae3c (__TEXT,__text) external _proc_clear_dirty
00007ff800bfb700 (__TEXT,__text) external _proc_clear_vmpressure
00007ff800bfac51 (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff800bfb6f3 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff800bfb6fb (__TEXT,__text) external _proc_denap_assertion_complete
00007ff800bfb840 (__TEXT,__text) external _proc_disable_apptype
00007ff800bfb207 (__TEXT,__text) external _proc_disable_cpumon
00007ff800bfb446 (__TEXT,__text) external _proc_disable_wakemon
00007ff800bfb56d (__TEXT,__text) external _proc_donate_importance_boost
00007ff800bfb8a0 (__TEXT,__text) external _proc_enable_apptype
00007ff800bfb115 (__TEXT,__text) external _proc_get_cpumon_params
00007ff800bfade1 (__TEXT,__text) external _proc_get_dirty
00007ff800bfb3df (__TEXT,__text) external _proc_get_wakemon_params
00007ff800bfb5c7 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff800bfb67f (__TEXT,__text) external _proc_importance_assertion_complete
00007ff800bfaaf1 (__TEXT,__text) external _proc_kmsgbuf
00007ff800bfacda (__TEXT,__text) external _proc_libversion
00007ff800bfb488 (__TEXT,__text) external _proc_list_dynkqueueids
00007ff800bfb46f (__TEXT,__text) external _proc_list_uptrs
00007ff800bfa751 (__TEXT,__text) external _proc_listallpids
00007ff800bfa7bb (__TEXT,__text) external _proc_listchildpids
00007ff800bfa857 (__TEXT,__text) external _proc_listcoalitions
00007ff800bfa786 (__TEXT,__text) external _proc_listpgrppids
00007ff800bfa726 (__TEXT,__text) external _proc_listpids
00007ff800c0468d (__TEXT,__text) external _proc_listpidspath
00007ff800bfa96d (__TEXT,__text) external _proc_name
00007ff800bfa882 (__TEXT,__text) external _proc_pid_rusage
00007ff800bfa932 (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff800bfa8e9 (__TEXT,__text) external _proc_pidfdinfo
00007ff800bfa90e (__TEXT,__text) external _proc_pidfileportinfo
00007ff800bfa7f0 (__TEXT,__text) external _proc_pidinfo
00007ff800bfa815 (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff800bfab1c (__TEXT,__text) external _proc_pidpath
00007ff800bfabb0 (__TEXT,__text) external _proc_pidpath_audittoken
00007ff800bfaa3d (__TEXT,__text) external _proc_regionfilename
00007ff800bfb508 (__TEXT,__text) external _proc_reset_footprint_interval
