00000001813225dc (__TEXT,__text) external _APL_dgemm
0000000181725794 (__TEXT,__text) external _cblas_ztpmv
00000001816e9e60 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK
00000001816f82d4 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK$ILP64
00000001817259e4 (__TEXT,__text) external _cblas_ztpsv
00000001816ea444 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK
00000001816f8534 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK$ILP64
0000000181717f3c (__TEXT,__text) external _cblas_ztrmm
0000000180f98720 (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK
00000001816c4728 (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK$ILP64
0000000181726104 (__TEXT,__text) external _cblas_ztrmv
00000001816eabc0 (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK
00000001816f878c (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK$ILP64
0000000181713680 (__TEXT,__text) external _cblas_ztrsm
0000000181314cf0 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK
00000001816cf19c (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK$ILP64
00000001811f5a5c (__TEXT,__text) external _cblas_ztrsm_spi$NEWLAPACK
00000001816cadc0 (__TEXT,__text) external _cblas_ztrsm_spi$NEWLAPACK$ILP64
0000000181311d08 (__TEXT,__text) external _cblas_ztrsm_spi_mem_requirement$NEWLAPACK
00000001816ce510 (__TEXT,__text) external _cblas_ztrsm_spi_mem_requirement$NEWLAPACK$ILP64
0000000181726a24 (__TEXT,__text) external _cblas_ztrsv
00000001816eb4e0 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK
00000001816f90d0 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK$ILP64
0000000180f75810 (__TEXT,__text) external _ccopy
000000018154eb00 (__TEXT,__text) external _ccopy$NEWLAPACK
00000001816d4460 (__TEXT,__text) external _ccopy$NEWLAPACK$ILP64
0000000180f75810 (__TEXT,__text) external _ccopy_
0000000180f75838 (__TEXT,__text) external _cdotc
000000018154eb40 (__TEXT,__text) external _cdotc$NEWLAPACK
00000001816d44a0 (__TEXT,__text) external _cdotc$NEWLAPACK$ILP64
0000000180f75838 (__TEXT,__text) external _cdotc_
0000000180f75860 (__TEXT,__text) external _cdotu
000000018154eb68 (__TEXT,__text) external _cdotu$NEWLAPACK
00000001816d44c8 (__TEXT,__text) external _cdotu$NEWLAPACK$ILP64
0000000180f75860 (__TEXT,__text) external _cdotu_
0000000180f73bbc (__TEXT,__text) external _cgbmv
000000018100b128 (__TEXT,__text) external _cgbmv$NEWLAPACK
00000001816c5474 (__TEXT,__text) external _cgbmv$NEWLAPACK$ILP64
0000000180f73bbc (__TEXT,__text) external _cgbmv_
0000000180f70b20 (__TEXT,__text) external _cgemm
0000000181382c4c (__TEXT,__text) external _cgemm$NEWLAPACK
00000001816d10b4 (__TEXT,__text) external _cgemm$NEWLAPACK$ILP64
0000000180f70b20 (__TEXT,__text) external _cgemm_
0000000180f73ae0 (__TEXT,__text) external _cgemv
000000018100ada0 (__TEXT,__text) external _cgemv$NEWLAPACK
00000001816c5104 (__TEXT,__text) external _cgemv$NEWLAPACK$ILP64
0000000180f73ae0 (__TEXT,__text) external _cgemv_
0000000180f7462c (__TEXT,__text) external _cgerc
000000018100b360 (__TEXT,__text) external _cgerc$NEWLAPACK
00000001816c569c (__TEXT,__text) external _cgerc$NEWLAPACK$ILP64
0000000180f7462c (__TEXT,__text) external _cgerc_
0000000180f74690 (__TEXT,__text) external _cgeru
000000018100b420 (__TEXT,__text) external _cgeru$NEWLAPACK
00000001816c5754 (__TEXT,__text) external _cgeru$NEWLAPACK$ILP64
0000000180f74690 (__TEXT,__text) external _cgeru_
0000000180f73d5c (__TEXT,__text) external _chbmv
000000018100b4e0 (__TEXT,__text) external _chbmv$NEWLAPACK
00000001816c580c (__TEXT,__text) external _chbmv$NEWLAPACK$ILP64
0000000180f73d5c (__TEXT,__text) external _chbmv_
0000000180f70c68 (__TEXT,__text) external _chemm
0000000181382ed4 (__TEXT,__text) external _chemm$NEWLAPACK
00000001816d132c (__TEXT,__text) external _chemm$NEWLAPACK$ILP64
0000000180f70c68 (__TEXT,__text) external _chemm_
0000000180f73cac (__TEXT,__text) external _chemv
000000018100b650 (__TEXT,__text) external _chemv$NEWLAPACK
00000001816c5974 (__TEXT,__text) external _chemv$NEWLAPACK$ILP64
0000000180f73cac (__TEXT,__text) external _chemv_
0000000180f746f4 (__TEXT,__text) external _cher
000000018100b7a8 (__TEXT,__text) external _cher$NEWLAPACK
00000001816c5acc (__TEXT,__text) external _cher$NEWLAPACK$ILP64
0000000180f74784 (__TEXT,__text) external _cher2
000000018100b8d0 (__TEXT,__text) external _cher2$NEWLAPACK
00000001816c5bf4 (__TEXT,__text) external _cher2$NEWLAPACK$ILP64
0000000180f74784 (__TEXT,__text) external _cher2_
0000000180f71394 (__TEXT,__text) external _cher2k
00000001813832f4 (__TEXT,__text) external _cher2k$NEWLAPACK
00000001816d1744 (__TEXT,__text) external _cher2k$NEWLAPACK$ILP64
0000000180f71394 (__TEXT,__text) external _cher2k_
0000000180f746f4 (__TEXT,__text) external _cher_
0000000180f71180 (__TEXT,__text) external _cherk
00000001813830c4 (__TEXT,__text) external _cherk$NEWLAPACK
00000001816d1514 (__TEXT,__text) external _cherk$NEWLAPACK$ILP64
0000000180f71180 (__TEXT,__text) external _cherk_
0000000180f73e18 (__TEXT,__text) external _chpmv
000000018100ba28 (__TEXT,__text) external _chpmv$NEWLAPACK
00000001816c5d44 (__TEXT,__text) external _chpmv$NEWLAPACK$ILP64
0000000180f73e18 (__TEXT,__text) external _chpmv_
0000000180f74834 (__TEXT,__text) external _chpr
000000018100bb78 (__TEXT,__text) external _chpr$NEWLAPACK
00000001816c5e8c (__TEXT,__text) external _chpr$NEWLAPACK$ILP64
0000000180f748c0 (__TEXT,__text) external _chpr2
000000018100bc98 (__TEXT,__text) external _chpr2$NEWLAPACK
00000001816c5fac (__TEXT,__text) external _chpr2$NEWLAPACK$ILP64
0000000180f748c0 (__TEXT,__text) external _chpr2_
0000000180f74834 (__TEXT,__text) external _chpr_
0000000180f75888 (__TEXT,__text) external _crotg
000000018154ec9c (__TEXT,__text) external _crotg$NEWLAPACK
00000001816d45fc (__TEXT,__text) external _crotg$NEWLAPACK$ILP64
0000000180f75888 (__TEXT,__text) external _crotg_
0000000180f758a4 (__TEXT,__text) external _cscal
000000018154ed0c (__TEXT,__text) external _cscal$NEWLAPACK
00000001816d466c (__TEXT,__text) external _cscal$NEWLAPACK$ILP64
0000000180f758a4 (__TEXT,__text) external _cscal_
0000000180f758c8 (__TEXT,__text) external _csrot
000000018154ec64 (__TEXT,__text) external _csrot$NEWLAPACK
00000001816d45c4 (__TEXT,__text) external _csrot$NEWLAPACK$ILP64
0000000180f758c8 (__TEXT,__text) external _csrot_
0000000180f758f8 (__TEXT,__text) external _csscal
000000018154ed24 (__TEXT,__text) external _csscal$NEWLAPACK
00000001816d4684 (__TEXT,__text) external _csscal$NEWLAPACK$ILP64
0000000180f758f8 (__TEXT,__text) external _csscal_
0000000180f75928 (__TEXT,__text) external _cswap
000000018154ed74 (__TEXT,__text) external _cswap$NEWLAPACK
00000001816d46d4 (__TEXT,__text) external _cswap$NEWLAPACK$ILP64
0000000180f75928 (__TEXT,__text) external _cswap_
0000000180f70d64 (__TEXT,__text) external _csymm
000000018138375c (__TEXT,__text) external _csymm$NEWLAPACK
00000001816d1b94 (__TEXT,__text) external _csymm$NEWLAPACK$ILP64
0000000180f70d64 (__TEXT,__text) external _csymm_
0000000180f714b4 (__TEXT,__text) external _csyr2k
0000000181383f94 (__TEXT,__text) external _csyr2k$NEWLAPACK
00000001816d23bc (__TEXT,__text) external _csyr2k$NEWLAPACK$ILP64
0000000180f714b4 (__TEXT,__text) external _csyr2k_
0000000180f71288 (__TEXT,__text) external _csyrk
0000000181383b5c (__TEXT,__text) external _csyrk$NEWLAPACK
00000001816d1f8c (__TEXT,__text) external _csyrk$NEWLAPACK$ILP64
0000000180f71288 (__TEXT,__text) external _csyrk_
0000000180f74000 (__TEXT,__text) external _ctbmv
000000018100c950 (__TEXT,__text) external _ctbmv$NEWLAPACK
00000001816c6c54 (__TEXT,__text) external _ctbmv$NEWLAPACK$ILP64
0000000180f74000 (__TEXT,__text) external _ctbmv_
0000000180f743b4 (__TEXT,__text) external _ctbsv
000000018100ce40 (__TEXT,__text) external _ctbsv$NEWLAPACK
00000001816c7134 (__TEXT,__text) external _ctbsv$NEWLAPACK$ILP64
0000000180f743b4 (__TEXT,__text) external _ctbsv_
0000000180f74148 (__TEXT,__text) external _ctpmv
000000018100d328 (__TEXT,__text) external _ctpmv$NEWLAPACK
00000001816c7614 (__TEXT,__text) external _ctpmv$NEWLAPACK$ILP64
0000000180f74148 (__TEXT,__text) external _ctpmv_
0000000180f744fc (__TEXT,__text) external _ctpsv
000000018100d808 (__TEXT,__text) external _ctpsv$NEWLAPACK
00000001816c7af4 (__TEXT,__text) external _ctpsv$NEWLAPACK$ILP64
0000000180f744fc (__TEXT,__text) external _ctpsv_
0000000180f70e60 (__TEXT,__text) external _ctrmm
00000001813844dc (__TEXT,__text) external _ctrmm$NEWLAPACK
00000001816d28f4 (__TEXT,__text) external _ctrmm$NEWLAPACK$ILP64
0000000180f70e60 (__TEXT,__text) external _ctrmm_
0000000180f73ec4 (__TEXT,__text) external _ctrmv
000000018100dcd8 (__TEXT,__text) external _ctrmv$NEWLAPACK
00000001816c7fc4 (__TEXT,__text) external _ctrmv$NEWLAPACK$ILP64
0000000180f73ec4 (__TEXT,__text) external _ctrmv_
0000000180f70ff0 (__TEXT,__text) external _ctrsm
0000000181384b0c (__TEXT,__text) external _ctrsm$NEWLAPACK
00000001816d2f0c (__TEXT,__text) external _ctrsm$NEWLAPACK$ILP64
0000000180f70ff0 (__TEXT,__text) external _ctrsm_
0000000180f74278 (__TEXT,__text) external _ctrsv
000000018100e198 (__TEXT,__text) external _ctrsv$NEWLAPACK
00000001816c8484 (__TEXT,__text) external _ctrsv$NEWLAPACK$ILP64
0000000180f74278 (__TEXT,__text) external _ctrsv_
0000000180f759d8 (__TEXT,__text) external _dasum
000000018154e9ec (__TEXT,__text) external _dasum$NEWLAPACK
00000001816d434c (__TEXT,__text) external _dasum$NEWLAPACK$ILP64
0000000180f759d8 (__TEXT,__text) external _dasum_
000000018154ea9c (__TEXT,__text) external _daxpby$NEWLAPACK
00000001816d43fc (__TEXT,__text) external _daxpby$NEWLAPACK$ILP64
0000000180f759e4 (__TEXT,__text) external _daxpy
000000018154ea34 (__TEXT,__text) external _daxpy$NEWLAPACK
00000001816d4394 (__TEXT,__text) external _daxpy$NEWLAPACK$ILP64
0000000180f759e4 (__TEXT,__text) external _daxpy_
0000000180f6fc68 (__TEXT,__text) external _dcabs1
0000000180f6fc68 (__TEXT,__text) external _dcabs1_
0000000180f75a20 (__TEXT,__text) external _dcopy
000000018154eaf0 (__TEXT,__text) external _dcopy$NEWLAPACK
00000001816d4450 (__TEXT,__text) external _dcopy$NEWLAPACK$ILP64
0000000180f75a20 (__TEXT,__text) external _dcopy_
0000000180f75a48 (__TEXT,__text) external _ddot
000000018154eb30 (__TEXT,__text) external _ddot$NEWLAPACK
00000001816d4490 (__TEXT,__text) external _ddot$NEWLAPACK$ILP64
0000000180f75a48 (__TEXT,__text) external _ddot_
0000000180f72e70 (__TEXT,__text) external _dgbmv
000000018100b03c (__TEXT,__text) external _dgbmv$NEWLAPACK
00000001816c5390 (__TEXT,__text) external _dgbmv$NEWLAPACK$ILP64
0000000180f72e70 (__TEXT,__text) external _dgbmv_
000000018101cdcc (__TEXT,__text) external _dgeCopy
000000018158217c (__TEXT,__text) external _dgePack_A_NoTran
0000000181582244 (__TEXT,__text) external _dgePack_A_Tran
0000000181581fac (__TEXT,__text) external _dgePack_B_NoTran
00000001815820cc (__TEXT,__text) external _dgePack_B_Tran
000000018101cd74 (__TEXT,__text) external _dgeSetZero
0000000180f70414 (__TEXT,__text) external _dgemm
0000000181382b18 (__TEXT,__text) external _dgemm$NEWLAPACK
00000001816d0f88 (__TEXT,__text) external _dgemm$NEWLAPACK$ILP64
0000000180f70414 (__TEXT,__text) external _dgemm_
0000000180f72db0 (__TEXT,__text) external _dgemv
000000018100acd0 (__TEXT,__text) external _dgemv$NEWLAPACK
00000001816c5038 (__TEXT,__text) external _dgemv$NEWLAPACK$ILP64
0000000180f72db0 (__TEXT,__text) external _dgemv_
0000000180f73848 (__TEXT,__text) external _dger
000000018100b330 (__TEXT,__text) external _dger$NEWLAPACK
00000001816c566c (__TEXT,__text) external _dger$NEWLAPACK$ILP64
0000000180f73848 (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_apply_attr_destroy (from libSystem)
                 (undefined) external _dispatch_apply_attr_init (from libSystem)
                 (undefined) external _dispatch_apply_attr_set_parallelism (from libSystem)
                 (undefined) external _dispatch_apply_with_attr (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
0000000180f75a58 (__TEXT,__text) external _dnrm2
000000018154ec10 (__TEXT,__text) external _dnrm2$NEWLAPACK
00000001816d4570 (__TEXT,__text) external _dnrm2$NEWLAPACK$ILP64
0000000180f75a58 (__TEXT,__text) external _dnrm2_
00000001817035c4 (__TEXT,__text) external _double_general_add
0000000181720d64 (__TEXT,__text) external _double_general_add_scalar
000000018170ea64 (__TEXT,__text) external _double_general_elementwise_product
000000018171d998 (__TEXT,__text) external _double_general_permute_cols
000000018171d848 (__TEXT,__text) external _double_general_permute_rows
0000000181725c2c (__TEXT,__text) external _double_general_product_scalar
000000018170ee24 (__TEXT,__text) external _double_general_splat
000000018170e370 (__TEXT,__text) external _double_general_sub_scalar
000000018171d770 (__TEXT,__text) external _double_general_transpose
0000000181721670 (__TEXT,__text) external _double_inner_product_scalar
000000018171a924 (__TEXT,__text) external _double_outer_product_scalar
0000000180f75a64 (__TEXT,__text) external _drot
000000018154ec4c (__TEXT,__text) external _drot$NEWLAPACK
00000001816d45ac (__TEXT,__text) external _drot$NEWLAPACK$ILP64
0000000180f75a64 (__TEXT,__text) external _drot_
0000000180f75a94 (__TEXT,__text) external _drotg
000000018154ec98 (__TEXT,__text) external _drotg$NEWLAPACK
00000001816d45f8 (__TEXT,__text) external _drotg$NEWLAPACK$ILP64
0000000180f75a94 (__TEXT,__text) external _drotg_
0000000180f75ab0 (__TEXT,__text) external _drotm
000000018154ecb4 (__TEXT,__text) external _drotm$NEWLAPACK
00000001816d4614 (__TEXT,__text) external _drotm$NEWLAPACK$ILP64
0000000180f75ab0 (__TEXT,__text) external _drotm_
0000000180f75ad8 (__TEXT,__text) external _drotmg
000000018154ecd0 (__TEXT,__text) external _drotmg$NEWLAPACK
00000001816d4630 (__TEXT,__text) external _drotmg$NEWLAPACK$ILP64
0000000180f75ad8 (__TEXT,__text) external _drotmg_
0000000180f72ff0 (__TEXT,__text) external _dsbmv
000000018100be98 (__TEXT,__text) external _dsbmv$NEWLAPACK
00000001816c61a8 (__TEXT,__text) external _dsbmv$NEWLAPACK$ILP64
0000000180f72ff0 (__TEXT,__text) external _dsbmv_
0000000180f75afc (__TEXT,__text) external _dscal
000000018154ecf4 (__TEXT,__text) external _dscal$NEWLAPACK
00000001816d4654 (__TEXT,__text) external _dscal$NEWLAPACK$ILP64
0000000180f75afc (__TEXT,__text) external _dscal_
0000000180f75b94 (__TEXT,__text) external _dsdot
000000018154e8d0 (__TEXT,__text) external _dsdot$NEWLAPACK
00000001816d4230 (__TEXT,__text) external _dsdot$NEWLAPACK$ILP64
0000000180f75b94 (__TEXT,__text) external _dsdot_
0000000180f730a0 (__TEXT,__text) external _dspmv
000000018100c008 (__TEXT,__text) external _dspmv$NEWLAPACK
00000001816c6314 (__TEXT,__text) external _dspmv$NEWLAPACK$ILP64
0000000180f730a0 (__TEXT,__text) external _dspmv_
0000000180f739c4 (__TEXT,__text) external _dspr
000000018100c148 (__TEXT,__text) external _dspr$NEWLAPACK
00000001816c6454 (__TEXT,__text) external _dspr$NEWLAPACK$ILP64
0000000180f73a50 (__TEXT,__text) external _dspr2
000000018100c26c (__TEXT,__text) external _dspr2$NEWLAPACK
00000001816c6578 (__TEXT,__text) external _dspr2$NEWLAPACK$ILP64
0000000180f73a50 (__TEXT,__text) external _dspr2_
0000000180f739c4 (__TEXT,__text) external _dspr_
0000000180f75b2c (__TEXT,__text) external _dswap
000000018154ed64 (__TEXT,__text) external _dswap$NEWLAPACK
00000001816d46c4 (__TEXT,__text) external _dswap$NEWLAPACK$ILP64
0000000180f75b2c (__TEXT,__text) external _dswap_
0000000180f70538 (__TEXT,__text) external _dsymm
0000000181383658 (__TEXT,__text) external _dsymm$NEWLAPACK
00000001816d1a94 (__TEXT,__text) external _dsymm$NEWLAPACK$ILP64
0000000180f70538 (__TEXT,__text) external _dsymm_
0000000180f72f4c (__TEXT,__text) external _dsymv
000000018100c3b4 (__TEXT,__text) external _dsymv$NEWLAPACK
00000001816c66c0 (__TEXT,__text) external _dsymv$NEWLAPACK$ILP64
0000000180f72f4c (__TEXT,__text) external _dsymv_
0000000180f73898 (__TEXT,__text) external _dsyr
000000018100c4fc (__TEXT,__text) external _dsyr$NEWLAPACK
00000001816c6808 (__TEXT,__text) external _dsyr$NEWLAPACK$ILP64
0000000180f73928 (__TEXT,__text) external _dsyr2
000000018100c63c (__TEXT,__text) external _dsyr2$NEWLAPACK
00000001816c6948 (__TEXT,__text) external _dsyr2$NEWLAPACK$ILP64
0000000180f73928 (__TEXT,__text) external _dsyr2_
0000000180f70a1c (__TEXT,__text) external _dsyr2k
0000000181383e80 (__TEXT,__text) external _dsyr2k$NEWLAPACK
00000001816d22ac (__TEXT,__text) external _dsyr2k$NEWLAPACK$ILP64
0000000180f70a1c (__TEXT,__text) external _dsyr2k_
0000000180f73898 (__TEXT,__text) external _dsyr_
0000000180f70924 (__TEXT,__text) external _dsyrk
0000000181383a54 (__TEXT,__text) external _dsyrk$NEWLAPACK
00000001816d1e84 (__TEXT,__text) external _dsyrk$NEWLAPACK$ILP64
0000000180f70924 (__TEXT,__text) external _dsyrk_
0000000180f7326c (__TEXT,__text) external _dtbmv
000000018100c81c (__TEXT,__text) external _dtbmv$NEWLAPACK
00000001816c6b24 (__TEXT,__text) external _dtbmv$NEWLAPACK$ILP64
0000000180f7326c (__TEXT,__text) external _dtbmv_
0000000180f735f0 (__TEXT,__text) external _dtbsv
000000018100cd0c (__TEXT,__text) external _dtbsv$NEWLAPACK
00000001816c7004 (__TEXT,__text) external _dtbsv$NEWLAPACK$ILP64
0000000180f735f0 (__TEXT,__text) external _dtbsv_
0000000180f733a4 (__TEXT,__text) external _dtpmv
000000018100d1f8 (__TEXT,__text) external _dtpmv$NEWLAPACK
00000001816c74e4 (__TEXT,__text) external _dtpmv$NEWLAPACK$ILP64
0000000180f733a4 (__TEXT,__text) external _dtpmv_
0000000180f73728 (__TEXT,__text) external _dtpsv
000000018100d6d8 (__TEXT,__text) external _dtpsv$NEWLAPACK
00000001816c79c4 (__TEXT,__text) external _dtpsv$NEWLAPACK$ILP64
0000000180f73728 (__TEXT,__text) external _dtpsv_
000000018101cf08 (__TEXT,__text) external _dtrCopyLower
000000018101cea8 (__TEXT,__text) external _dtrSetZeroLower
0000000180f7062c (__TEXT,__text) external _dtrmm
0000000181384350 (__TEXT,__text) external _dtrmm$NEWLAPACK
00000001816d276c (__TEXT,__text) external _dtrmm$NEWLAPACK$ILP64
0000000180f7062c (__TEXT,__text) external _dtrmm_
0000000180f73140 (__TEXT,__text) external _dtrmv
000000018100dbb0 (__TEXT,__text) external _dtrmv$NEWLAPACK
00000001816c7e9c (__TEXT,__text) external _dtrmv$NEWLAPACK$ILP64
0000000180f73140 (__TEXT,__text) external _dtrmv_
0000000180f707a8 (__TEXT,__text) external _dtrsm
0000000181384980 (__TEXT,__text) external _dtrsm$NEWLAPACK
00000001816d2d84 (__TEXT,__text) external _dtrsm$NEWLAPACK$ILP64
0000000180f707a8 (__TEXT,__text) external _dtrsm_
0000000180f734c4 (__TEXT,__text) external _dtrsv
000000018100e070 (__TEXT,__text) external _dtrsv$NEWLAPACK
00000001816c835c (__TEXT,__text) external _dtrsv$NEWLAPACK$ILP64
0000000180f734c4 (__TEXT,__text) external _dtrsv_
0000000180f75de4 (__TEXT,__text) external _dzasum
000000018154ea04 (__TEXT,__text) external _dzasum$NEWLAPACK
00000001816d4364 (__TEXT,__text) external _dzasum$NEWLAPACK$ILP64
0000000180f75de4 (__TEXT,__text) external _dzasum_
0000000180f75df0 (__TEXT,__text) external _dznrm2
000000018154ec28 (__TEXT,__text) external _dznrm2$NEWLAPACK
00000001816d4588 (__TEXT,__text) external _dznrm2$NEWLAPACK$ILP64
0000000180f75df0 (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
000000018170d9b4 (__TEXT,__text) external _float_general_add
000000018170e1d0 (__TEXT,__text) external _float_general_add_scalar
000000018170e6a4 (__TEXT,__text) external _float_general_elementwise_product
000000018170d6e0 (__TEXT,__text) external _float_general_permute_cols
000000018170d590 (__TEXT,__text) external _float_general_permute_rows
000000018170f228 (__TEXT,__text) external _float_general_product_scalar
0000000181718f90 (__TEXT,__text) external _float_general_splat
000000018170eef4 (__TEXT,__text) external _float_general_sub_scalar
000000018170d4b8 (__TEXT,__text) external _float_general_transpose
0000000181720758 (__TEXT,__text) external _float_inner_product_scalar
000000018170d7fc (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
0000000180f63260 (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
0000000180f75950 (__TEXT,__text) external _icamax
000000018154e960 (__TEXT,__text) external _icamax$NEWLAPACK
00000001816d42c0 (__TEXT,__text) external _icamax$NEWLAPACK$ILP64
0000000180f75950 (__TEXT,__text) external _icamax_
0000000180f75b54 (__TEXT,__text) external _idamax
000000018154e920 (__TEXT,__text) external _idamax$NEWLAPACK
00000001816d4280 (__TEXT,__text) external _idamax$NEWLAPACK$ILP64
0000000180f75b54 (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
0000000180f75ba4 (__TEXT,__text) external _isamax
000000018154e8e0 (__TEXT,__text) external _isamax$NEWLAPACK
00000001816d4240 (__TEXT,__text) external _isamax$NEWLAPACK$ILP64
0000000180f75ba4 (__TEXT,__text) external _isamax_
0000000180f75dfc (__TEXT,__text) external _izamax
000000018154e9a0 (__TEXT,__text) external _izamax$NEWLAPACK
00000001816d4300 (__TEXT,__text) external _izamax$NEWLAPACK$ILP64
0000000180f75dfc (__TEXT,__text) external _izamax_
0000000180f63298 (__TEXT,__text) external _lsame_
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_posix_memalign (from libSystem)
                 (undefined) external _malloc_type_valloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
0000000180f75be4 (__TEXT,__text) external _sasum
000000018154e9e0 (__TEXT,__text) external _sasum$NEWLAPACK
00000001816d4340 (__TEXT,__text) external _sasum$NEWLAPACK$ILP64
0000000180f75be4 (__TEXT,__text) external _sasum_
000000018154ea78 (__TEXT,__text) external _saxpby$NEWLAPACK
00000001816d43d8 (__TEXT,__text) external _saxpby$NEWLAPACK$ILP64
0000000180f75c08 (__TEXT,__text) external _saxpy
000000018154ea10 (__TEXT,__text) external _saxpy$NEWLAPACK
00000001816d4370 (__TEXT,__text) external _saxpy$NEWLAPACK$ILP64
0000000180f75c08 (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
0000000180f75990 (__TEXT,__text) external _scasum
000000018154e9f8 (__TEXT,__text) external _scasum$NEWLAPACK
00000001816d4358 (__TEXT,__text) external _scasum$NEWLAPACK$ILP64
0000000180f75990 (__TEXT,__text) external _scasum_
0000000180f759b4 (__TEXT,__text) external _scnrm2
000000018154ec1c (__TEXT,__text) external _scnrm2$NEWLAPACK
00000001816d457c (__TEXT,__text) external _scnrm2$NEWLAPACK$ILP64
0000000180f759b4 (__TEXT,__text) external _scnrm2_
0000000180f75c44 (__TEXT,__text) external _scopy
000000018154eae0 (__TEXT,__text) external _scopy$NEWLAPACK
00000001816d4440 (__TEXT,__text) external _scopy$NEWLAPACK$ILP64
0000000180f75c44 (__TEXT,__text) external _scopy_
0000000180f75c6c (__TEXT,__text) external _sdot
000000018154eb20 (__TEXT,__text) external _sdot$NEWLAPACK
00000001816d4480 (__TEXT,__text) external _sdot$NEWLAPACK$ILP64
0000000180f75c6c (__TEXT,__text) external _sdot_
0000000180f75c94 (__TEXT,__text) external _sdsdot
000000018154ebe0 (__TEXT,__text) external _sdsdot$NEWLAPACK
00000001816d4540 (__TEXT,__text) external _sdsdot$NEWLAPACK$ILP64
0000000180f75c94 (__TEXT,__text) external _sdsdot_
0000000180f72140 (__TEXT,__text) external _sgbmv
000000018100af50 (__TEXT,__text) external _sgbmv$NEWLAPACK
00000001816c52ac (__TEXT,__text) external _sgbmv$NEWLAPACK$ILP64
0000000180f72140 (__TEXT,__text) external _sgbmv_
000000018101d1c4 (__TEXT,__text) external _sgeCopy
000000018158b700 (__TEXT,__text) external _sgePack_A_NoTran
000000018158b894 (__TEXT,__text) external _sgePack_A_Tran
000000018158b3d0 (__TEXT,__text) external _sgePack_B_NoTran
000000018158b50c (__TEXT,__text) external _sgePack_B_Tran
000000018101d16c (__TEXT,__text) external _sgeSetZero
0000000180f6fd08 (__TEXT,__text) external _sgemm
00000001813829e4 (__TEXT,__text) external _sgemm$NEWLAPACK
00000001816d0e5c (__TEXT,__text) external _sgemm$NEWLAPACK$ILP64
0000000180f6fd08 (__TEXT,__text) external _sgemm_
0000000180f72080 (__TEXT,__text) external _sgemv
000000018100ac00 (__TEXT,__text) external _sgemv$NEWLAPACK
00000001816c4f6c (__TEXT,__text) external _sgemv$NEWLAPACK$ILP64
0000000180f72080 (__TEXT,__text) external _sgemv_
0000000180f72b18 (__TEXT,__text) external _sger
000000018100b300 (__TEXT,__text) external _sger$NEWLAPACK
00000001816c563c (__TEXT,__text) external _sger$NEWLAPACK$ILP64
0000000180f72b18 (__TEXT,__text) external _sger_
0000000180f75cd0 (__TEXT,__text) external _snrm2
000000018154ec04 (__TEXT,__text) external _snrm2$NEWLAPACK
00000001816d4564 (__TEXT,__text) external _snrm2$NEWLAPACK$ILP64
0000000180f75cd0 (__TEXT,__text) external _snrm2_
0000000180f75cf4 (__TEXT,__text) external _srot
000000018154ec34 (__TEXT,__text) external _srot$NEWLAPACK
00000001816d4594 (__TEXT,__text) external _srot$NEWLAPACK$ILP64
0000000180f75cf4 (__TEXT,__text) external _srot_
0000000180f75d24 (__TEXT,__text) external _srotg
000000018154ec94 (__TEXT,__text) external _srotg$NEWLAPACK
00000001816d45f4 (__TEXT,__text) external _srotg$NEWLAPACK$ILP64
