00007ff943312370 (__DATA,__bss) non-external _AGCPrinter
00007ff909fffc84 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE8getCountEv
00007ff90a03c7d2 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE11getGOTIndexEv
00007ff90a03c85e (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE18getRayStridesIndexEv
00007ff90a03c7fe (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE19getSamplerHeapIndexEv
00007ff90a03c846 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE22getIFTHeapAddressIndexEv
00007ff90a03c7da (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE23getTextureHeapReadIndexEv
00007ff90a03c7e6 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE24getTextureHeapWriteIndexEv
00007ff90a03c852 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE25getRayUserDataBoundsIndexEv
00007ff90a03c7f2 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE25getTextureHeapLengthIndexEv
00007ff90a03c82e (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE26getGlobalBindingTableIndexEv
00007ff90a03c86a (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE26getRayDriverDataStartIndexEv
00007ff90a03c876 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE26getStageSpecificBindpoint0Ev
00007ff90a03c882 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE26getStageSpecificBindpoint1Ev
00007ff90a03c822 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE32getVisibleFunctionTableHeapIndexEv
00007ff90a03c83a (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE33getAccelerationStructureHeapIndexEv
00007ff90a03c80a (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE34getPerEncoderIndirectionTableIndexEv
00007ff90a03c816 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE37getIntersectionFunctionTableHeapIndexEv
00007ff90a03c88e (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE8getCountEv
00007ff909eb1a06 (__TEXT,__text) non-external __ZNK24AGCLLVMAGPFragmentShader22getForwardProgressModeEv
00007ff909eb1a2e (__TEXT,__text) non-external __ZNK24AGCLLVMAGPFragmentShader22isDMAPromotionDisabledEv
00007ff909eb19f0 (__TEXT,__text) non-external __ZNK24AGCLLVMAGPFragmentShader24getBufferBoundsCheckModeEv
00007ff909eae892 (__TEXT,__text) non-external __ZNK24AGCLLVMAGPFragmentShader24supportsConstantSamplersEv
00007ff909eb1a1a (__TEXT,__text) non-external __ZNK24AGCLLVMAGPFragmentShader27enableSoftFaultOptimizationEv
00007ff909eafa0e (__TEXT,__text) non-external __ZNK24AGCLLVMAGPFragmentShader28getCompilationKeyDescriptionEv
00007ff909f48aae (__TEXT,__text) non-external __ZNK24AGCLLVMAirImageBlockGen328getRTZModeFromImageBlockUserERNS_14ImageBlockDataEPKN4llvm5ValueE
00007ff909ff0740 (__TEXT,__text) non-external __ZNK24AGCLLVMG14XTargetLowerer16createGPUVAMasksEPKN16AGCCodeGenerator12CompileReplyEb
00007ff909ff0724 (__TEXT,__text) non-external __ZNK24AGCLLVMG14XTargetLowerer19supportsMeshShadingEv
00007ff909ff0714 (__TEXT,__text) non-external __ZNK24AGCLLVMG14XTargetLowerer19supportsPrimitiveIDEv
00007ff909ff072c (__TEXT,__text) non-external __ZNK24AGCLLVMG14XTargetLowerer21needsShaderDepthClampEv
00007ff909ff071c (__TEXT,__text) non-external __ZNK24AGCLLVMG14XTargetLowerer25supportsBarycentricCoordsEv
00007ff909ffd2fa (__TEXT,__text) non-external __ZNK24AGCLLVMGen2TargetLowerer17countInstructionsEPhmRj
00007ff909fea3dc (__TEXT,__text) non-external __ZNK24AGCLLVMGen2TargetLowerer17isImageBlockWriteEN4llvm9StringRefE
00007ff909fea34c (__TEXT,__text) non-external __ZNK24AGCLLVMGen2TargetLowerer22isTextureWriteFunctionEN4llvm9StringRefE
00007ff909ffcf4e (__TEXT,__text) non-external __ZNK24AGCLLVMGen2TargetLowerer8printAsmEPKhmPK13AGCLLVMObject
00007ff909fea31e (__TEXT,__text) non-external __ZNK24AGCLLVMGen3TargetLowerer17countInstructionsEPhmRj
00007ff90a00aeec (__TEXT,__text) non-external __ZNK24AGCLLVMGen3TargetLowerer17isFormatSupportedE39AGCEncodedDrawBufferPBESourceFormatType
00007ff90a00c860 (__TEXT,__text) non-external __ZNK24AGCLLVMGen3TargetLowerer21colorCoverageMaskTypeEv
00007ff90a0123fc (__TEXT,__text) non-external __ZNK24AGCLLVMGen3TargetLowerer21getUSCFormatFromStateEjb
00007ff90a00b866 (__TEXT,__text) non-external __ZNK24AGCLLVMGen3TargetLowerer22exceededResourceLimitsEjjjjjjb
00007ff909fe9fe4 (__TEXT,__text) non-external __ZNK24AGCLLVMGen3TargetLowerer27vertexBuiltinRegisterDomainEv
00007ff90a00b26c (__TEXT,__text) non-external __ZNK24AGCLLVMGen3TargetLowerer28convertRegisterMaskToMRTMaskEPK19_AGCDrawBufferStateNSt3__15arrayIyLm2EEE
00007ff90a00aee4 (__TEXT,__text) non-external __ZNK24AGCLLVMGen3TargetLowerer34getPBEStateWordDimFromEmitStateDimEN13_AGCEmitState9DimensionE
00007ff90a015fb8 (__TEXT,__text) non-external __ZNK24AGCLLVMGen3TargetLowerer49getTempRegistersLimitAcrossTileSizesForTileShaderERK10AGCLLVMCtxj
00007ff909fea250 (__TEXT,__text) non-external __ZNK24AGCLLVMGen3TargetLowerer8printAsmEPKhmPK13AGCLLVMObject
00007ff90a019516 (__TEXT,__text) non-external __ZNK24AGCLLVMGen4TargetLowerer34getPBEStateWordDimFromEmitStateDimEN13_AGCEmitState9DimensionE
00007ff90a01951e (__TEXT,__text) non-external __ZNK24AGCLLVMGen4TargetLowerer39isImageWriteBlockFromDimensionSupportedEN13_AGCEmitState9DimensionE
00007ff90a0197e2 (__TEXT,__text) non-external __ZNK24AGCLLVMGen4TargetLowerer40getImageBlockWriteIntrinsicFromDimensionEN13_AGCEmitState9DimensionERNS_19ImageBlockCoordTypeE
00007ff90a01d7b0 (__TEXT,__text) non-external __ZNK24AGCLLVMGen5TargetLowerer22exceededResourceLimitsEjjjjjjb
00007ff90a01c6e8 (__TEXT,__text) non-external __ZNK24AGCLLVMGen5TargetLowerer34getPBEStateWordDimFromEmitStateDimEN13_AGCEmitState9DimensionE
00007ff90a01c6f0 (__TEXT,__text) non-external __ZNK24AGCLLVMGen5TargetLowerer39isImageWriteBlockFromDimensionSupportedEN13_AGCEmitState9DimensionE
00007ff90a01c6dc (__TEXT,__text) non-external __ZNK24AGCLLVMGen5TargetLowerer43getExecutionScopedSamplerStateRegisterCountEv
00007ff90a021ce6 (__TEXT,__text) non-external __ZNK24AGCLLVMGen5TargetLowerer44programTypeSpecialRegisterValueForShaderTypeEN13AGCLLVMObject10ShaderTypeE
00007ff90a02e904 (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E16createGPUVAMasksEPKN16AGCCodeGenerator12CompileReplyEb
00007ff90a02e8ec (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E19supportsMeshShadingEv
00007ff90a02e8dc (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E19supportsPrimitiveIDEv
00007ff90a037a9c (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E21getFreeSpaceInRayCoreEhb
00007ff90a02e8fc (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E21needsShaderDepthClampEv
00007ff90a02e8f4 (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E21supportsHWMeshShadingEv
00007ff90a035836 (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E23getRaytracingShaderTypeEjj
00007ff90a02e8e4 (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E25supportsBarycentricCoordsEv
00007ff90a02b96a (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E27vertexBuiltinRegisterDomainEv
00007ff90a0382d8 (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E29IntersectionQueryAnalysisGen647intersectionQueryResidencyForQueryAtInstructionEPN4llvm5ValueEPNS3_11InstructionE
00007ff90a02b97e (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E34getPBEStateWordDimFromEmitStateDimEN13_AGCEmitState9DimensionE
00007ff90a03793a (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E40getImageBlockWriteIntrinsicFromDimensionEN13_AGCEmitState9DimensionERN24AGCLLVMGen4TargetLowerer19ImageBlockCoordTypeE
00007ff90a02b976 (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E43getExecutionScopedSamplerStateRegisterCountEv
00007ff90a037a24 (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E44programTypeSpecialRegisterValueForShaderTypeEN13AGCLLVMObject10ShaderTypeE
00007ff909ff122c (__TEXT,__text) non-external __ZNK25AGCLLVMG15GA0TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00007ff909ff24c4 (__TEXT,__text) non-external __ZNK25AGCLLVMG15GB0TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00007ff909ff3734 (__TEXT,__text) non-external __ZNK25AGCLLVMG15GC0TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00007ff909ff49a4 (__TEXT,__text) non-external __ZNK25AGCLLVMG15PB0TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00007ff909ff62c6 (__TEXT,__text) non-external __ZNK25AGCLLVMG16GA0TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00007ff909ff7578 (__TEXT,__text) non-external __ZNK25AGCLLVMG16GB0TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00007ff909ff882a (__TEXT,__text) non-external __ZNK25AGCLLVMG16PA0TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00007ff909ff9ac2 (__TEXT,__text) non-external __ZNK25AGCLLVMG16PB0TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00007ff909ffad32 (__TEXT,__text) non-external __ZNK25AGCLLVMG16XA0TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00007ff909fb07ca (__TEXT,__text) non-external __ZNK25AGCLLVMTABlitVertexShader11wrapperNameEv
00007ff909fb04dc (__TEXT,__text) non-external __ZNK25AGCLLVMTABlitVertexShader13getShaderTypeEv
00007ff909fb04e8 (__TEXT,__text) non-external __ZNK25AGCLLVMTABlitVertexShader28getCompilationKeyDescriptionEv
00007ff909fb04ce (__TEXT,__text) non-external __ZNK25AGCLLVMTABlitVertexShader8dumpTypeEv
00007ff909f2f49c (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary13getRelocModelEv
00007ff909f2f490 (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary13getShaderTypeEv
00007ff909f2f2c0 (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary18disableGin1122SWWAEv
00007ff909f2f276 (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary21getMaxSharedRegistersEv
00007ff909f2f586 (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary22getForwardProgressModeEv
00007ff909f2f5ac (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary22isDMAPromotionDisabledEv
00007ff909f2f570 (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary24getBufferBoundsCheckModeEv
00007ff909f2f2a8 (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary24supportsConstantSamplersEv
00007ff909f2f598 (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary27enableSoftFaultOptimizationEv
00007ff909f2f770 (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary28getCompilationKeyDescriptionEv
00007ff909f2fe4e (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary34getSupportExternalVisibleFunctionsEv
00007ff909f2f482 (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary8dumpTypeEv
00007ff909eae932 (__TEXT,__text) non-external __ZNK25AGCLLVMUserFragmentShader13getShaderTypeEv
00007ff909eae954 (__TEXT,__text) non-external __ZNK25AGCLLVMUserFragmentShader19enableImgWBlkPBECmpEv
00007ff909eae858 (__TEXT,__text) non-external __ZNK25AGCLLVMUserFragmentShader21getMaxSharedRegistersEv
00007ff909eae8da (__TEXT,__text) non-external __ZNK25AGCLLVMUserFragmentShader21usesCustomBorderColorEv
00007ff909eae8f0 (__TEXT,__text) non-external __ZNK25AGCLLVMUserFragmentShader23debugTraceBufferEnabledEv
00007ff909eae93e (__TEXT,__text) non-external __ZNK25AGCLLVMUserFragmentShader29getTextureWriteFPRoundingModeEv
00007ff909eae882 (__TEXT,__text) non-external __ZNK25AGCLLVMUserFragmentShader29hasSamplerImplicitDerivativesEv
00007ff909eaf9f2 (__TEXT,__text) non-external __ZNK25AGCLLVMUserFragmentShader34getSupportExternalVisibleFunctionsEv
00007ff909eae924 (__TEXT,__text) non-external __ZNK25AGCLLVMUserFragmentShader8dumpTypeEv
00007ff909eeab34 (__TEXT,__text) non-external __ZNK25AGCLLVMUserObjectShaderSW13getShaderTypeEv
00007ff909eea658 (__TEXT,__text) non-external __ZNK25AGCLLVMUserObjectShaderSW21usesCustomBorderColorEv
00007ff909eeb486 (__TEXT,__text) non-external __ZNK25AGCLLVMUserObjectShaderSW22getForwardProgressModeEv
00007ff909eeb4ae (__TEXT,__text) non-external __ZNK25AGCLLVMUserObjectShaderSW22isDMAPromotionDisabledEv
00007ff909eeb470 (__TEXT,__text) non-external __ZNK25AGCLLVMUserObjectShaderSW24getBufferBoundsCheckModeEv
00007ff909eeb49a (__TEXT,__text) non-external __ZNK25AGCLLVMUserObjectShaderSW27enableSoftFaultOptimizationEv
00007ff909eeab40 (__TEXT,__text) non-external __ZNK25AGCLLVMUserObjectShaderSW28getCompilationKeyDescriptionEv
00007ff909eeab26 (__TEXT,__text) non-external __ZNK25AGCLLVMUserObjectShaderSW8dumpTypeEv
00007ff90a0389b4 (__TEXT,__text) non-external __ZNK25RaytracingConstantsCommon13ScsLayoutBaseIN23RaytracingConstantsGen113ScsLayoutGen1EE13getSectionEndENS_10ScsSectionE
00007ff909fac94c (__TEXT,__text) non-external __ZNK26AGCContextSwitchProgramG1313getShaderTypeEv
00007ff909fac95c (__TEXT,__text) non-external __ZNK26AGCContextSwitchProgramG1328getCompilationKeyDescriptionEv
00007ff909fac92c (__TEXT,__text) non-external __ZNK26AGCContextSwitchProgramG138dumpTypeEv
00007ff909fb0de2 (__TEXT,__text) non-external __ZNK26AGCLLVMClearFragmentShader11wrapperNameEv
00007ff909fb0bc0 (__TEXT,__text) non-external __ZNK26AGCLLVMClearFragmentShader13getShaderTypeEv
00007ff909fb0bcc (__TEXT,__text) non-external __ZNK26AGCLLVMClearFragmentShader28getCompilationKeyDescriptionEv
00007ff909fb0bb2 (__TEXT,__text) non-external __ZNK26AGCLLVMClearFragmentShader8dumpTypeEv
00007ff909fb481c (__TEXT,__text) non-external __ZNK26AGCLLVMDriverCDMBlitShader11wrapperNameEv
00007ff909fb47f0 (__TEXT,__text) non-external __ZNK26AGCLLVMDriverCDMBlitShader13getShaderTypeEv
00007ff909fb47fc (__TEXT,__text) non-external __ZNK26AGCLLVMDriverCDMBlitShader28getCompilationKeyDescriptionEv
00007ff909fb47e2 (__TEXT,__text) non-external __ZNK26AGCLLVMDriverCDMBlitShader8dumpTypeEv
00007ff909f280d0 (__TEXT,__text) non-external __ZNK26AGCLLVMDriverComputeKernel13getShaderTypeEv
00007ff909f280dc (__TEXT,__text) non-external __ZNK26AGCLLVMDriverComputeKernel27enableSoftFaultOptimizationEv
00007ff909f2c3e2 (__TEXT,__text) non-external __ZNK26AGCLLVMDriverSparseShaders8dumpTypeEv
00007ff909ff12e0 (__TEXT,__text) non-external __ZNK26AGCLLVMG15GA0TargetLowerer34getPBEStateWordDimFromEmitStateDimEN13_AGCEmitState9DimensionE
00007ff909ff2578 (__TEXT,__text) non-external __ZNK26AGCLLVMG15GB0TargetLowerer34getPBEStateWordDimFromEmitStateDimEN13_AGCEmitState9DimensionE
00007ff909ff37e8 (__TEXT,__text) non-external __ZNK26AGCLLVMG15GC0TargetLowerer34getPBEStateWordDimFromEmitStateDimEN13_AGCEmitState9DimensionE
00007ff909ff5d96 (__TEXT,__text) non-external __ZNK26AGCLLVMG15PB0TargetLowerer16createGPUVAMasksEPKN16AGCCodeGenerator12CompileReplyEb
00007ff909ff5d7a (__TEXT,__text) non-external __ZNK26AGCLLVMG15PB0TargetLowerer19supportsMeshShadingEv
00007ff909ff5d6a (__TEXT,__text) non-external __ZNK26AGCLLVMG15PB0TargetLowerer19supportsPrimitiveIDEv
00007ff909ff5d82 (__TEXT,__text) non-external __ZNK26AGCLLVMG15PB0TargetLowerer21needsShaderDepthClampEv
00007ff909ff5d72 (__TEXT,__text) non-external __ZNK26AGCLLVMG15PB0TargetLowerer25supportsBarycentricCoordsEv
00007ff909ff4a6a (__TEXT,__text) non-external __ZNK26AGCLLVMG15PB0TargetLowerer34getPBEStateWordDimFromEmitStateDimEN13_AGCEmitState9DimensionE
00007ff909ff6394 (__TEXT,__text) non-external __ZNK26AGCLLVMG16GA0TargetLowerer34getPBEStateWordDimFromEmitStateDimEN13_AGCEmitState9DimensionE
00007ff909ff7646 (__TEXT,__text) non-external __ZNK26AGCLLVMG16GB0TargetLowerer34getPBEStateWordDimFromEmitStateDimEN13_AGCEmitState9DimensionE
00007ff909ff88de (__TEXT,__text) non-external __ZNK26AGCLLVMG16PA0TargetLowerer34getPBEStateWordDimFromEmitStateDimEN13_AGCEmitState9DimensionE
00007ff909ff9b76 (__TEXT,__text) non-external __ZNK26AGCLLVMG16PB0TargetLowerer34getPBEStateWordDimFromEmitStateDimEN13_AGCEmitState9DimensionE
00007ff909ffae00 (__TEXT,__text) non-external __ZNK26AGCLLVMG16XA0TargetLowerer34getPBEStateWordDimFromEmitStateDimEN13_AGCEmitState9DimensionE
00007ff909fab8ea (__TEXT,__text) non-external __ZNK27AGCLLVMContextSwitchProgram13getShaderTypeEv
00007ff909fab8fa (__TEXT,__text) non-external __ZNK27AGCLLVMContextSwitchProgram28getCompilationKeyDescriptionEv
00007ff909fab8ae (__TEXT,__text) non-external __ZNK27AGCLLVMContextSwitchProgram8dumpTypeEv
00007ff909eabef8 (__TEXT,__text) non-external __ZNK27AGCLLVMFragmentContextState19enableImgWBlkPBECmpEv
00007ff909f251d0 (__TEXT,__text) non-external __ZNK27AGCLLVMUserComputeKernelG1027supportComputeSplitDispatchEv
00007ff909ed09fa (__TEXT,__text) non-external __ZNK27AGCLLVMUserObjectShaderBase21getMaxSharedRegistersEv
00007ff909ed26bc (__TEXT,__text) non-external __ZNK27AGCLLVMUserObjectShaderBase22needsPayloadInvalidateEv
00007ff909ed0a16 (__TEXT,__text) non-external __ZNK27AGCLLVMUserObjectShaderBase24supportsConstantSamplersEv
00007ff909ed0a44 (__TEXT,__text) non-external __ZNK27AGCLLVMUserObjectShaderBase31needsThreadgroupMemoryOOBChecksEv
00007ff909faf980 (__TEXT,__text) non-external __ZNK28AGCLLVMClearVertexDataShader11wrapperNameEv
00007ff909faf8b2 (__TEXT,__text) non-external __ZNK28AGCLLVMClearVertexDataShader13getShaderTypeEv
00007ff909faf8be (__TEXT,__text) non-external __ZNK28AGCLLVMClearVertexDataShader28getCompilationKeyDescriptionEv
00007ff909faf8a4 (__TEXT,__text) non-external __ZNK28AGCLLVMClearVertexDataShader8dumpTypeEv
00007ff909efe36c (__TEXT,__text) non-external __ZNK28AGCLLVMDriverVDMNOPDBGShader8dumpTypeEv
00007ff909f205fc (__TEXT,__text) non-external __ZNK28AGCLLVMUserComputeKernelBase13getShaderTypeEv
00007ff909f216b4 (__TEXT,__text) non-external __ZNK28AGCLLVMUserComputeKernelBase19enableImgWBlkPBECmpEv
00007ff909f20594 (__TEXT,__text) non-external __ZNK28AGCLLVMUserComputeKernelBase21getMaxSharedRegistersEv
00007ff909f205c8 (__TEXT,__text) non-external __ZNK28AGCLLVMUserComputeKernelBase21usesCustomBorderColorEv
00007ff909f20fd8 (__TEXT,__text) non-external __ZNK28AGCLLVMUserComputeKernelBase22getForwardProgressModeEv
00007ff909f21000 (__TEXT,__text) non-external __ZNK28AGCLLVMUserComputeKernelBase22isDMAPromotionDisabledEv
00007ff909f205dc (__TEXT,__text) non-external __ZNK28AGCLLVMUserComputeKernelBase23debugTraceBufferEnabledEv
00007ff909f20fc2 (__TEXT,__text) non-external __ZNK28AGCLLVMUserComputeKernelBase24getBufferBoundsCheckModeEv
00007ff909f205b0 (__TEXT,__text) non-external __ZNK28AGCLLVMUserComputeKernelBase24supportsConstantSamplersEv
00007ff909f20fec (__TEXT,__text) non-external __ZNK28AGCLLVMUserComputeKernelBase27enableSoftFaultOptimizationEv
00007ff909f20608 (__TEXT,__text) non-external __ZNK28AGCLLVMUserComputeKernelBase27getMaxTempRegistersOverrideEv
00007ff909f206fa (__TEXT,__text) non-external __ZNK28AGCLLVMUserComputeKernelBase28getCompilationKeyDescriptionEv
00007ff909f2169e (__TEXT,__text) non-external __ZNK28AGCLLVMUserComputeKernelBase29getTextureWriteFPRoundingModeEv
00007ff909f20f9c (__TEXT,__text) non-external __ZNK28AGCLLVMUserComputeKernelBase31needsThreadgroupMemoryOOBChecksEv
00007ff909f21634 (__TEXT,__text) non-external __ZNK28AGCLLVMUserComputeKernelBase34getSupportExternalVisibleFunctionsEv
00007ff909f205ee (__TEXT,__text) non-external __ZNK28AGCLLVMUserComputeKernelBase8dumpTypeEv
00007ff909f2c8c6 (__TEXT,__text) non-external __ZNK29AGCLLVMDriverFastClearShaders8dumpTypeEv
00007ff909f4cf06 (__TEXT,__text) non-external __ZNK29AGCLLVMUserIntersectionShader13getRelocModelEv
00007ff909f4cefa (__TEXT,__text) non-external __ZNK29AGCLLVMUserIntersectionShader13getShaderTypeEv
00007ff909f4ceb8 (__TEXT,__text) non-external __ZNK29AGCLLVMUserIntersectionShader21getMaxSharedRegistersEv
00007ff909f4ced4 (__TEXT,__text) non-external __ZNK29AGCLLVMUserIntersectionShader24supportsConstantSamplersEv
00007ff909f4cf26 (__TEXT,__text) non-external __ZNK29AGCLLVMUserIntersectionShader28getCompilationKeyDescriptionEv
00007ff909f4cf18 (__TEXT,__text) non-external __ZNK29AGCLLVMUserIntersectionShader34getSupportExternalVisibleFunctionsEv
00007ff909f4bb34 (__TEXT,__text) non-external __ZNK29AGCLLVMUserIntersectionShader48isIntersectionFunctionBufferIntersectionFunctionEv
00007ff909f4ceec (__TEXT,__text) non-external __ZNK29AGCLLVMUserIntersectionShader8dumpTypeEv
00007ff909ec8626 (__TEXT,__text) non-external __ZNK29AGCLLVMUserMeshShaderAnalysis13getShaderTypeEv
00007ff909ec8632 (__TEXT,__text) non-external __ZNK29AGCLLVMUserMeshShaderAnalysis28getCompilationKeyDescriptionEv
00007ff909ec8618 (__TEXT,__text) non-external __ZNK29AGCLLVMUserMeshShaderAnalysis8dumpTypeEv
00007ff909ef015a (__TEXT,__text) non-external __ZNK30AGCLLVMAGPVertexShaderAnalysis21isVertexOutputUniformEPN4llvm5ValueE
00007ff909ee7616 (__TEXT,__text) non-external __ZNK30AGCLLVMPassThroughObjectShader11wrapperNameEv
00007ff909ee752e (__TEXT,__text) non-external __ZNK30AGCLLVMPassThroughObjectShader13getShaderTypeEv
00007ff909ee753a (__TEXT,__text) non-external __ZNK30AGCLLVMPassThroughObjectShader28getCompilationKeyDescriptionEv
00007ff909ee7520 (__TEXT,__text) non-external __ZNK30AGCLLVMPassThroughObjectShader8dumpTypeEv
00007ff909fad932 (__TEXT,__text) non-external __ZNK30AGCLLVMPassthroughVertexShader11wrapperNameEv
00007ff909fad80a (__TEXT,__text) non-external __ZNK30AGCLLVMPassthroughVertexShader13getShaderTypeEv
00007ff909fad816 (__TEXT,__text) non-external __ZNK30AGCLLVMPassthroughVertexShader28getCompilationKeyDescriptionEv
00007ff909fad7fc (__TEXT,__text) non-external __ZNK30AGCLLVMPassthroughVertexShader8dumpTypeEv
00007ff909f4b1de (__TEXT,__text) non-external __ZNK31AGCLLVMDriverIntersectionShader11wrapperNameEv
00007ff909f4ad34 (__TEXT,__text) non-external __ZNK31AGCLLVMDriverIntersectionShader13getShaderTypeEv
00007ff909f4ad40 (__TEXT,__text) non-external __ZNK31AGCLLVMDriverIntersectionShader28getCompilationKeyDescriptionEv
00007ff909f4ac88 (__TEXT,__text) non-external __ZNK31AGCLLVMDriverIntersectionShader8dumpTypeEv
00007ff909efdc3e (__TEXT,__text) non-external __ZNK31AGCLLVMDriverTessellationShader13getShaderTypeEv
00007ff909efdc4a (__TEXT,__text) non-external __ZNK31AGCLLVMDriverTessellationShader28getCompilationKeyDescriptionEv
00007ff909f2d720 (__TEXT,__text) non-external __ZNK32AGCLLVMDriverBlitBCComputeShader13getShaderTypeEv
00007ff909f2d712 (__TEXT,__text) non-external __ZNK32AGCLLVMDriverBlitBCComputeShader8dumpTypeEv
00007ff909f2356c (__TEXT,__text) non-external __ZNK32AGCLLVMDriverComputeKernelLegacy13getShaderTypeEv
00007ff909efee3e (__TEXT,__text) non-external __ZNK33AGCLLVMDriverVRRPatchVertexShader13getShaderTypeEv
00007ff909efee30 (__TEXT,__text) non-external __ZNK33AGCLLVMDriverVRRPatchVertexShader8dumpTypeEv
00007ff909fb4036 (__TEXT,__text) non-external __ZNK33AGCLLVMTextureFetchFragmentShader11wrapperNameEv
00007ff909fb402a (__TEXT,__text) non-external __ZNK33AGCLLVMTextureFetchFragmentShader13getShaderTypeEv
00007ff909fb3482 (__TEXT,__text) non-external __ZNK33AGCLLVMTextureFetchFragmentShader28getCompilationKeyDescriptionEv
00007ff909fb3452 (__TEXT,__text) non-external __ZNK33AGCLLVMTextureFetchFragmentShader8dumpTypeEv
00007ff909f4d7d4 (__TEXT,__text) non-external __ZNK33AGCLLVMUserIntersectionShaderPass11getPassNameEv
