00007ffd0b560cb4 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffd0b5008fe (__TEXT,__text) non-external _afStreamCancel
00007ffd0b500762 (__TEXT,__text) non-external _afStreamClose
00007ffd0b500c29 (__TEXT,__text) non-external _afStreamCloseWithState
00007ffd0b500910 (__TEXT,__text) non-external _afStreamWrite
00007ffd0b5629ed (__TEXT,__text) non-external _afscStreamCancel
00007ffd0b562493 (__TEXT,__text) non-external _afscStreamClose
00007ffd0b562e19 (__TEXT,__text) non-external _afscStreamCloseWithState
00007ffd0b56015e (__TEXT,__text) non-external _afscStreamOpen
00007ffd0b5629ff (__TEXT,__text) non-external _afscStreamWrite
00007ffd0b4e582b (__TEXT,__text) non-external _aggregate_copy_fork
00007ffd0b4e61e6 (__TEXT,__text) non-external _aggregate_identical_forks
00007ffd0b4f1a00 (__TEXT,__text) non-external (was a private external) _apfs_scan_diskimage
00007ffd0b553b43 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffd0b553b08 (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
00007ffd0b553ac2 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffd0b4e8faf (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffd0b526af1 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffd0b550527 (__TEXT,__text) non-external _append_field
00007ffd0b54d118 (__TEXT,__text) non-external _applyEntryAttributes
00007ffd0b5264f8 (__TEXT,__text) non-external _applyYEC
00007ffd0b521245 (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffd0b521521 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00007ffd0b4ee54f (__TEXT,__text) non-external _asyncContext
00007ffd0b50ce6e (__TEXT,__text) non-external _asyncContext
00007ffd0b4ee856 (__TEXT,__text) non-external _asyncProgress
00007ffd0b50d190 (__TEXT,__text) non-external _asyncProgress
00007ffd0b4ee83e (__TEXT,__text) non-external _asyncSelect
00007ffd0b516251 (__TEXT,__text) non-external _bestMatchInRange
00007ffd0b52951d (__TEXT,__text) non-external _blockGetFromCache
00007ffd0b5293d1 (__TEXT,__text) non-external _blockReader
00007ffd0b529652 (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
00007ffd0b52f099 (__TEXT,__text) non-external (was a private external) _bxdiff5Alloc
00007ffd0b52f99d (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00007ffd0b5302f6 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00007ffd0b52f7f5 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00007ffd0b52fbe8 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
00007ffd0b52fc56 (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00007ffd0b52f2b2 (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
00007ffd0b52f0ec (__TEXT,__text) non-external (was a private external) _bxdiff5Free
00007ffd0b52f609 (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffd0b52f78e (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffd0b56ce75 (__TEXT,__text) non-external _cacheData
00007ffd0b4fc73f (__TEXT,__text) non-external _cacheFlush
00007ffd0b4fc62a (__TEXT,__text) non-external _cachePageEvict
00007ffd0b4fc336 (__TEXT,__text) non-external _cachePageGet
00007ffd0b4fc487 (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
00007ffd0b4eda94 (__TEXT,__text) non-external _cancelProc
00007ffd0b519074 (__TEXT,__text) non-external _cancelProc
00007ffd0b524e13 (__TEXT,__text) non-external _cancelProc
00007ffd0b53a838 (__TEXT,__text) non-external _cancelProc
00007ffd0b53d3ff (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccaes_ctr_crypt_mode (from libSystem)
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _cchkdf (from libSystem)
                 (undefined) external _cchmac_final (from libSystem)
                 (undefined) external _cchmac_init (from libSystem)
                 (undefined) external _cchmac_update (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ffd0b514926 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffd0b536eb4 (__TEXT,__text) non-external _chunkAppendHole
00007ffd0b51e7e2 (__TEXT,__text) non-external _chunkAsyncCancel
00007ffd0b51e0ff (__TEXT,__text) non-external _chunkAsyncClose
00007ffd0b51e489 (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffd0b51e802 (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffd0b51e629 (__TEXT,__text) non-external _chunkAsyncProcess
00007ffd0b536e86 (__TEXT,__text) non-external _chunkDestroy
00007ffd0b53506e (__TEXT,__text) non-external _chunk_compare_by_position
00007ffd0b535062 (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffd0b51752b (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffd0b4ec6e6 (__TEXT,__text) non-external _closeProc
00007ffd0b51872e (__TEXT,__text) non-external _closeProc
00007ffd0b52236b (__TEXT,__text) non-external _closeProc
00007ffd0b538b7d (__TEXT,__text) non-external _closeProc
00007ffd0b4ec996 (__TEXT,__text) non-external _closeWithStateProc
00007ffd0b5187b9 (__TEXT,__text) non-external _closeWithStateProc
00007ffd0b52397a (__TEXT,__text) non-external _closeWithStateProc
00007ffd0b538c3f (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffd0b54d852 (__TEXT,__text) non-external _clusterEntryUpdateDAT
00007ffd0b548c87 (__TEXT,__text) non-external _cmpNodesProc
00007ffd0b4e8aa7 (__TEXT,__text) non-external _cmpRange
00007ffd0b4ec13f (__TEXT,__text) non-external _cmp_entries_clc
00007ffd0b4ec112 (__TEXT,__text) non-external _cmp_entries_hlc
00007ffd0b4ec1c1 (__TEXT,__text) non-external _cmp_entries_offset
00007ffd0b4ec16c (__TEXT,__text) non-external _cmp_entries_slc
00007ffd0b546417 (__TEXT,__text) non-external _cmp_keys
00007ffd0b538914 (__TEXT,__text) non-external _cmp_markers
00007ffd0b4e5839 (__TEXT,__text) non-external _compare_copy_fork_3
00007ffd0b4e5809 (__TEXT,__text) non-external _compare_copy_fork_4
00007ffd0b4e57ca (__TEXT,__text) non-external _compare_copy_fork_5
00007ffd0b4e543d (__TEXT,__text) non-external _compare_digest_tasks
00007ffd0b4e3880 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
00007ffd0b4e61c5 (__TEXT,__text) non-external _compare_forks_by_extent
00007ffd0b4e61fe (__TEXT,__text) non-external _compare_forks_by_position
00007ffd0b50d3b1 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffd0b50d34a (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffd0b50d395 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffd0b50d3bf (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffd0b50d3a3 (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffd0b4ef94b (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffd0b55ab23 (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffd0b5201e5 (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffd0b520149 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffd0b56a418 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffd0b52d428 (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
00007ffd0b52860a (__TEXT,__text) non-external _convertStreamAbort
00007ffd0b528874 (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffd0b52748f (__TEXT,__text) non-external _convertStreamClose
00007ffd0b528acd (__TEXT,__text) non-external _convertStreamEndBlob
00007ffd0b5287dc (__TEXT,__text) non-external _convertStreamEndEntry
00007ffd0b528739 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffd0b5281cc (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffd0b527526 (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffd0b535087 (__TEXT,__text) non-external _convert_block_controls
00007ffd0b534ef4 (__TEXT,__text) non-external _convert_internal_controls
00007ffd0b5208cb (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffd0b520c7d (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffd0b50287e (__TEXT,__text) non-external _copyStream
00007ffd0b546bc6 (__TEXT,__text) non-external _create
00007ffd0b52729f (__TEXT,__text) non-external _createErrorContextKey
00007ffd0b526d61 (__TEXT,__text) non-external (was a private external) _createThread
00007ffd0b506b40 (__TEXT,__text) non-external _ctrl_reader_get
00007ffd0b50b600 (__TEXT,__text) non-external _currentWriteBufferFull
00007ffd0b55ef01 (__TEXT,__text) non-external _decodeStreamAbort
00007ffd0b55ef24 (__TEXT,__text) non-external _decodeStreamClose
00007ffd0b55e058 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00007ffd0b55e375 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffd0b55e23a (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffd0b55ed31 (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffd0b55e12f (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffd0b55e822 (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffd0b55dfb9 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffd0b561506 (__TEXT,__text) non-external _decompressToData
00007ffd0b4e78c4 (__TEXT,__text) non-external _decryptAsyncCancel
00007ffd0b4e7365 (__TEXT,__text) non-external _decryptAsyncClose
00007ffd0b4e7564 (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffd0b4e78d6 (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffd0b4e76b3 (__TEXT,__text) non-external _decryptAsyncProcess
00007ffd0b52e348 (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffd0b52e1ca (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffd0b52e355 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffd0b52e362 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffd0b508b06 (__TEXT,__text) non-external _ecc65537Inv
00007ffd0b5086ec (__TEXT,__text) non-external _ecc65537PolyEval
00007ffd0b508999 (__TEXT,__text) non-external _ecc65537Solve
00007ffd0b50875d (__TEXT,__text) non-external _ecc65537Triangulate
00007ffd0b55b9f6 (__TEXT,__text) non-external _encodeEntry
00007ffd0b55bb57 (__TEXT,__text) non-external _encodeYOPEntry
00007ffd0b55cb7d (__TEXT,__text) non-external _encoderStreamAbort
00007ffd0b55c9aa (__TEXT,__text) non-external _encoderStreamClose
00007ffd0b55cd24 (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffd0b55cb9a (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffd0b526655 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffd0b55aaef (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffd0b53c734 (__TEXT,__text) non-external _entryMessage
00007ffd0b54ceca (__TEXT,__text) non-external _entryRelease
00007ffd0b55aad6 (__TEXT,__text) non-external _entryVectorCmp
00007ffd0b521b3c (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffd0b521c60 (__TEXT,__text) non-external _enumerateTree_rec
00007ffd0b54799b (__TEXT,__text) non-external _expandDirThreadProc
00007ffd0b54cead (__TEXT,__text) non-external _extractStreamAbort
00007ffd0b54aa9c (__TEXT,__text) non-external _extractStreamClose
00007ffd0b54da30 (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffd0b54db09 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffd0b54d6b7 (__TEXT,__text) non-external _extractStreamStateFail
00007ffd0b54c6ec (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffd0b54b996 (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffd0b53d015 (__TEXT,__text) non-external _extractThread
00007ffd0b54d041 (__TEXT,__text) non-external _extractThreadFailEntry
00007ffd0b5499d6 (__TEXT,__text) non-external _extractThreadProc
00007ffd0b54d7a1 (__TEXT,__text) non-external _extractThreadSendCommand
00007ffd0b53cb71 (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffd0b53c984 (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffd0b53cb7b (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffd0b53cbf7 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffd0b4fffdf (__TEXT,__text) non-external _findFirst
00007ffd0b53557a (__TEXT,__text) non-external _fingerprint_consumer
00007ffd0b535230 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffd0b501466 (__TEXT,__text) non-external _flushBuf
00007ffd0b55cfc7 (__TEXT,__text) non-external _flushOBuf
00007ffd0b5636a0 (__TEXT,__text) non-external _flushOBuf
00007ffd0b51b1e5 (__TEXT,__text) non-external _flushToResourceFork
00007ffd0b55d107 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffd0b512f76 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
00007ffd0b5310f9 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffd0b501807 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffd433b7730 (__DATA,__bss) non-external _gErrorContextKey
00007ffd0b537cc0 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffd0b56d09b (__TEXT,__text) non-external _getBXDiffControls.cold.1
00007ffd0b52186a (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffd0b55dd49 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffd0b508cc7 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffd0b51fead (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffd0b52724d (__TEXT,__text) non-external _getErrorContextKey
00007ffd433b7720 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00007ffd0b533468 (__TEXT,__text) non-external _getFieldBlob
00007ffd0b521113 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffd0b521095 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffd0b521644 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffd0b54f11f (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00007ffd0b5217d6 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffd0b52100d (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffd0b5218f6 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffd0b52190c (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffd0b52199a (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffd0b5215c2 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffd0b56c1d6 (__TEXT,__text) non-external _getFreeCachePos
00007ffd0b4f0a8c (__TEXT,__text) non-external _getHeader
00007ffd0b5488b1 (__TEXT,__text) non-external _getPath
00007ffd0b515d78 (__TEXT,__text) non-external _getProfile
00007ffd0b51fe79 (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffd0b5205a3 (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffd0b53d466 (__TEXT,__text) non-external _getTempSegmentFilename
00007ffd0b5220e4 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffd0b56a2ab (__TEXT,__text) non-external _graisAbort
00007ffd0b568715 (__TEXT,__text) non-external _graisClose
00007ffd0b569ebf (__TEXT,__text) non-external _graisPRead
00007ffd0b569e97 (__TEXT,__text) non-external _graisRead
00007ffd0b56a265 (__TEXT,__text) non-external _graisSeek
00007ffd0b5478f2 (__TEXT,__text) non-external _increaseCapacity
00007ffd0b514b70 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffd0b55d6be (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffd0b54e20c (__TEXT,__text) non-external _init_blob_with_magic
00007ffd0b529765 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
00007ffd0b5297de (__TEXT,__text) non-external (was a private external) _io_preallocate
00007ffd0b5299a3 (__TEXT,__text) non-external (was a private external) _io_set_nocache
00007ffd0b520644 (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffd0b5539e8 (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffd0b527092 (__TEXT,__text) non-external (was a private external) _joinThread
00007ffd0b56cffd (__TEXT,__text) non-external _joinThread.cold.1
00007ffd0b565fc7 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
00007ffd0b566068 (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffd0b526722 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffd0b55e2ce (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffd0b53703a (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffd0b552694 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffd0b56384b (__TEXT,__text) non-external _loadChunkOffsets
00007ffd0b560e10 (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffd0b53d07d (__TEXT,__text) non-external _loadRemainingRange
00007ffd0b53d2a3 (__TEXT,__text) non-external _loadTempSegment
00007ffd0b53cc87 (__TEXT,__text) non-external _loadThread
00007ffd0b52af10 (__TEXT,__text) non-external (was a private external) _load_variants
00007ffd0b51e30f (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffd0b51ffda (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffd0b5117f4 (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffd0b5117e7 (__TEXT,__text) non-external _memoryInputStreamClose
00007ffd0b511829 (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffd0b511806 (__TEXT,__text) non-external _memoryInputStreamRead
00007ffd0b511880 (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffd0b5119dd (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffd0b5119d0 (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffd0b5119ef (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffd0b55dd26 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffd0b55d8e8 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
00007ffd0b50a91f (__TEXT,__text) non-external _merge_controls
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffd0b56ca94 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffd0b54823a (__TEXT,__text) non-external _normalize
00007ffd0b520066 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffd0b53d4fa (__TEXT,__text) non-external _notifySegmentAvailable
00007ffd0b580b60 (__TEXT,__const) non-external _old_resource_fork_map
00007ffd0b5810c0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffd0b4efb58 (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffd0b52b05d (__TEXT,__text) non-external (was a private external) _patch_write_controls
00007ffd0b5204cb (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffd0b4f0a02 (__TEXT,__text) non-external _pcRead
00007ffd0b4efdc8 (__TEXT,__text) non-external _pcWrite
00007ffd0b4e64da (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
00007ffd0b4e6350 (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffd0b4e62df (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffd0b4e6230 (__TEXT,__text) non-external (was a private external) _pc_array_compare
00007ffd0b4e62ca (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffd0b4e643f (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
00007ffd0b4e642a (__TEXT,__text) non-external (was a private external) _pc_array_sort
00007ffd0b535680 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffd0b56d02f (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffd0b535968 (__TEXT,__text) non-external (was a private external) _pc_log_info
00007ffd0b5357f3 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
00007ffd0b530ccd (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
00007ffd0b4e7e0e (__TEXT,__text) non-external _processClusterHeader
00007ffd0b50c853 (__TEXT,__text) non-external _processEntry
00007ffd0b524e25 (__TEXT,__text) non-external _processEntry
00007ffd0b4e78df (__TEXT,__text) non-external _processMagic
00007ffd0b4e86c0 (__TEXT,__text) non-external _processPadding
00007ffd0b4e79ea (__TEXT,__text) non-external _processPrologue
00007ffd0b4e897d (__TEXT,__text) non-external _processSegment
00007ffd0b52df7b (__TEXT,__text) non-external _processSegment
00007ffd0b53c438 (__TEXT,__text) non-external _processSegment
00007ffd0b50381f (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffd0b55d7b1 (__TEXT,__text) non-external (was a private external) _pushControls
00007ffd0b55d73c (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffd0b4e8ac2 (__TEXT,__text) non-external _pushPaddingRange
00007ffd0b4e71fb (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
