00000001e8202898 (__DATA,__bss) non-external _AGCPrinter
00000001a78c30bc (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig25prepareMetalComputeShaderEPN4llvm6ModuleEPK19_AGCComputeStateAGP
00000001a78c43e8 (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig28createGPUGatherComputeShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a78c6c8c (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig29createPassthroughVertexShaderER10AGCLLVMCtxRN4llvm11LLVMContextEjjb
00000001a78c4b74 (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig30createTileDispatchVertexShaderER10AGCLLVMCtxRN4llvm11LLVMContextEj
00000001a78c37fc (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig33createComputeProgressMarkerShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a78c45b4 (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig33createMetalPostTessellationShaderER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCVertexContextStateAGPPKvS9_
00000001a78c43dc (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig37createExecuteIndirectCDMPatchUpShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a78c33ac (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig39createComputeControlFlowPredicateShaderER10AGCLLVMCtxRN4llvm11LLVMContextEPK36_AGCComputeControlFlowPredicateState
00000001a78c39cc (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig44createExecuteIndirectCDMRangeExecutionShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a78d7aa4 (__TEXT,__text) non-external __ZNK23AGCLLVMGen4TargetConfig23createMetalVertexShaderER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCVertexContextStateAGPPKvS9_
00000001a78d7b2c (__TEXT,__text) non-external __ZNK23AGCLLVMGen4TargetConfig25createMetalFragmentShaderER10AGCLLVMCtxPN4llvm6ModuleERK27AGCLLVMFragmentContextStatePK19_AGCDrawBufferStatePKvSC_16AGCFixedPRIDTypePK13_AGCTileState
00000001a78da404 (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig21createMetalMeshShaderER10AGCLLVMCtxPN4llvm6ModuleEPK23_AGCMeshContextStateAGPPKvS9_
00000001a78da79c (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig23createMetalObjectShaderER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCObjectContextStateAGP
00000001a78daad0 (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig24createMetalComputeShaderER10AGCLLVMCtxPN4llvm6ModuleEPK19_AGCComputeStateAGP
00000001a78d8524 (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig24initializeAirBuiltinsMapER21AGCLLVMAirBuiltinsMap
00000001a78d8520 (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig25prepareMetalComputeShaderEPN4llvm6ModuleEPK19_AGCComputeStateAGP
00000001a78da39c (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig29createMetalMeshShaderAnalysisER10AGCLLVMCtxPN4llvm6ModuleEPK23_AGCMeshContextStateAGP
00000001a78daa54 (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig33createMetalPostTessellationShaderER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCVertexContextStateAGPPKvS9_
00000001a78d9ad8 (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig37createExecuteIndirectCDMPatchUpShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a78d9880 (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig54createGeometryPipelineEmulationFWAllocationSetupShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a78d93d0 (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig56createGeometryPipelineEmulationFWAllocationPreMeshShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a78d9628 (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig59createGeometryPipelineEmulationFWAllocationPostObjectShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a78e6c4c (__TEXT,__text) non-external __ZNK23AGCLLVMGen6TargetConfig21createMetalMeshShaderER10AGCLLVMCtxPN4llvm6ModuleEPK23_AGCMeshContextStateAGPPKvS9_
00000001a78e8b48 (__TEXT,__text) non-external __ZNK23AGCLLVMGen6TargetConfig21createMetalTileShaderER10AGCLLVMCtxPN4llvm6ModuleERK27AGCLLVMFragmentContextStatePK19_AGCDrawBufferStatePK13_AGCTileState
00000001a78e7d04 (__TEXT,__text) non-external __ZNK23AGCLLVMGen6TargetConfig23createMetalObjectShaderER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCObjectContextStateAGP
00000001a78e8258 (__TEXT,__text) non-external __ZNK23AGCLLVMGen6TargetConfig23createMetalVertexShaderER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCVertexContextStateAGPPKvS9_
00000001a78e8bd4 (__TEXT,__text) non-external __ZNK23AGCLLVMGen6TargetConfig24createMetalComputeShaderER10AGCLLVMCtxPN4llvm6ModuleEPK19_AGCComputeStateAGP
00000001a78e6594 (__TEXT,__text) non-external __ZNK23AGCLLVMGen6TargetConfig24initializeAirBuiltinsMapER21AGCLLVMAirBuiltinsMap
00000001a78e861c (__TEXT,__text) non-external __ZNK23AGCLLVMGen6TargetConfig25createMetalFragmentShaderER10AGCLLVMCtxPN4llvm6ModuleERK27AGCLLVMFragmentContextStatePK19_AGCDrawBufferStatePKvSC_16AGCFixedPRIDTypePK13_AGCTileState
00000001a78e65f8 (__TEXT,__text) non-external __ZNK23AGCLLVMGen6TargetConfig29createMetalIntersectionShaderER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCUserIntersectionState
00000001a78e6be4 (__TEXT,__text) non-external __ZNK23AGCLLVMGen6TargetConfig29createMetalMeshShaderAnalysisER10AGCLLVMCtxPN4llvm6ModuleEPK23_AGCMeshContextStateAGP
00000001a78e7334 (__TEXT,__text) non-external __ZNK23AGCLLVMGen6TargetConfig29createPassThroughObjectShaderER10AGCLLVMCtxRN4llvm11LLVMContextEbb
00000001a778c0fc (__TEXT,__text) non-external __ZNK23AGCLLVMUserMeshShaderSW13getShaderTypeEv
00000001a778c838 (__TEXT,__text) non-external __ZNK23AGCLLVMUserMeshShaderSW21usesCustomBorderColorEv
00000001a778c0dc (__TEXT,__text) non-external __ZNK23AGCLLVMUserMeshShaderSW22getForwardProgressModeEv
00000001a778c0b8 (__TEXT,__text) non-external __ZNK23AGCLLVMUserMeshShaderSW22isDMAPromotionDisabledEv
00000001a778c0ec (__TEXT,__text) non-external __ZNK23AGCLLVMUserMeshShaderSW24getBufferBoundsCheckModeEv
00000001a778c0c8 (__TEXT,__text) non-external __ZNK23AGCLLVMUserMeshShaderSW27enableSoftFaultOptimizationEv
00000001a778b5e4 (__TEXT,__text) non-external __ZNK23AGCLLVMUserMeshShaderSW28getCompilationKeyDescriptionEv
00000001a778c104 (__TEXT,__text) non-external __ZNK23AGCLLVMUserMeshShaderSW8dumpTypeEv
00000001a779b100 (__TEXT,__text) non-external __ZNK23AGCLLVMUserObjectShader13getShaderTypeEv
00000001a779b238 (__TEXT,__text) non-external __ZNK23AGCLLVMUserObjectShader21usesCustomBorderColorEv
00000001a779b0e0 (__TEXT,__text) non-external __ZNK23AGCLLVMUserObjectShader22getForwardProgressModeEv
00000001a779b0bc (__TEXT,__text) non-external __ZNK23AGCLLVMUserObjectShader22isDMAPromotionDisabledEv
00000001a779b0f0 (__TEXT,__text) non-external __ZNK23AGCLLVMUserObjectShader24getBufferBoundsCheckModeEv
00000001a779b0cc (__TEXT,__text) non-external __ZNK23AGCLLVMUserObjectShader27enableSoftFaultOptimizationEv
00000001a7796e38 (__TEXT,__text) non-external __ZNK23AGCLLVMUserObjectShader28getCompilationKeyDescriptionEv
00000001a779b108 (__TEXT,__text) non-external __ZNK23AGCLLVMUserObjectShader8dumpTypeEv
00000001a77a3e38 (__TEXT,__text) non-external __ZNK23AGCLLVMUserVertexShader13getShaderTypeEv
00000001a77a501c (__TEXT,__text) non-external __ZNK23AGCLLVMUserVertexShader18disableGin1122SWWAEv
00000001a77a3e98 (__TEXT,__text) non-external __ZNK23AGCLLVMUserVertexShader21getMaxSharedRegistersEv
00000001a77a3548 (__TEXT,__text) non-external __ZNK23AGCLLVMUserVertexShader34getSupportExternalVisibleFunctionsEv
00000001a77a3e40 (__TEXT,__text) non-external __ZNK23AGCLLVMUserVertexShader8dumpTypeEv
00000001a7899780 (__TEXT,__text) non-external __ZNK23AGCLLVMVerifyModulePass11getPassNameEv
00000001a7899774 (__TEXT,__text) non-external __ZNK23AGCLLVMVerifyModulePass16getAnalysisUsageERN4llvm13AnalysisUsageE
00000001a7784388 (__TEXT,__text) non-external __ZNK23GenericVaryingAllocator28getTotalSharedComponentWordsEv
00000001a77843ec (__TEXT,__text) non-external __ZNK23GenericVaryingAllocator31getTotalAmplifiedComponentWordsEv
00000001a78befcc (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE11getGOTIndexEv
00000001a78bef6c (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE18getRayStridesIndexEv
00000001a78befac (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE19getSamplerHeapIndexEv
00000001a78bef7c (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE22getIFTHeapAddressIndexEv
00000001a78befc4 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE23getTextureHeapReadIndexEv
00000001a78befbc (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE24getTextureHeapWriteIndexEv
00000001a78bef74 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE25getRayUserDataBoundsIndexEv
00000001a78befb4 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE25getTextureHeapLengthIndexEv
00000001a78bef8c (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE26getGlobalBindingTableIndexEv
00000001a78bef64 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE26getRayDriverDataStartIndexEv
00000001a78bef5c (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE26getStageSpecificBindpoint0Ev
00000001a78bef54 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE26getStageSpecificBindpoint1Ev
00000001a78bef94 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE32getVisibleFunctionTableHeapIndexEv
00000001a78bef84 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE33getAccelerationStructureHeapIndexEv
00000001a78befa4 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE34getPerEncoderIndirectionTableIndexEv
00000001a78bef9c (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE37getIntersectionFunctionTableHeapIndexEv
00000001a78bef4c (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE8getCountEv
00000001a78fa180 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE11getGOTIndexEv
00000001a78fa120 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE18getRayStridesIndexEv
00000001a78fa160 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE19getSamplerHeapIndexEv
00000001a78fa130 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE22getIFTHeapAddressIndexEv
00000001a78fa178 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE23getTextureHeapReadIndexEv
00000001a78fa170 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE24getTextureHeapWriteIndexEv
00000001a78fa128 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE25getRayUserDataBoundsIndexEv
00000001a78fa168 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE25getTextureHeapLengthIndexEv
00000001a78fa140 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE26getGlobalBindingTableIndexEv
00000001a78fa118 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE26getRayDriverDataStartIndexEv
00000001a78fa110 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE26getStageSpecificBindpoint0Ev
00000001a78fa108 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE26getStageSpecificBindpoint1Ev
00000001a78fa148 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE32getVisibleFunctionTableHeapIndexEv
00000001a78fa138 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE33getAccelerationStructureHeapIndexEv
00000001a78fa158 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE34getPerEncoderIndirectionTableIndexEv
00000001a78fa150 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE37getIntersectionFunctionTableHeapIndexEv
00000001a78fa100 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb1EEEE8getCountEv
00000001a7767f68 (__TEXT,__text) non-external __ZNK24AGCLLVMAGPFragmentShader22getForwardProgressModeEv
00000001a7767f44 (__TEXT,__text) non-external __ZNK24AGCLLVMAGPFragmentShader22isDMAPromotionDisabledEv
00000001a7767f78 (__TEXT,__text) non-external __ZNK24AGCLLVMAGPFragmentShader24getBufferBoundsCheckModeEv
00000001a776a988 (__TEXT,__text) non-external __ZNK24AGCLLVMAGPFragmentShader24supportsConstantSamplersEv
00000001a7767f54 (__TEXT,__text) non-external __ZNK24AGCLLVMAGPFragmentShader27enableSoftFaultOptimizationEv
00000001a7764d44 (__TEXT,__text) non-external __ZNK24AGCLLVMAGPFragmentShader28getCompilationKeyDescriptionEv
00000001a7804a20 (__TEXT,__text) non-external __ZNK24AGCLLVMAirImageBlockGen328getRTZModeFromImageBlockUserERNS_14ImageBlockDataEPKN4llvm5ValueE
00000001a78afa10 (__TEXT,__text) non-external __ZNK24AGCLLVMG14XTargetLowerer16createGPUVAMasksEPKN16AGCCodeGenerator12CompileReplyEb
00000001a78afd70 (__TEXT,__text) non-external __ZNK24AGCLLVMG14XTargetLowerer19supportsMeshShadingEv
00000001a78afd80 (__TEXT,__text) non-external __ZNK24AGCLLVMG14XTargetLowerer19supportsPrimitiveIDEv
00000001a78afd68 (__TEXT,__text) non-external __ZNK24AGCLLVMG14XTargetLowerer21needsShaderDepthClampEv
00000001a78afd78 (__TEXT,__text) non-external __ZNK24AGCLLVMG14XTargetLowerer25supportsBarycentricCoordsEv
00000001a78bbaa0 (__TEXT,__text) non-external __ZNK24AGCLLVMGen2TargetLowerer17countInstructionsEPhmRj
00000001a78aa540 (__TEXT,__text) non-external __ZNK24AGCLLVMGen2TargetLowerer17isImageBlockWriteEN4llvm9StringRefE
00000001a78aa5b0 (__TEXT,__text) non-external __ZNK24AGCLLVMGen2TargetLowerer22isTextureWriteFunctionEN4llvm9StringRefE
00000001a78bbaac (__TEXT,__text) non-external __ZNK24AGCLLVMGen2TargetLowerer8printAsmEPKhmPK13AGCLLVMObject
00000001a78aa668 (__TEXT,__text) non-external __ZNK24AGCLLVMGen3TargetLowerer17countInstructionsEPhmRj
00000001a78cf7b4 (__TEXT,__text) non-external __ZNK24AGCLLVMGen3TargetLowerer17isFormatSupportedE39AGCEncodedDrawBufferPBESourceFormatType
00000001a78ccb10 (__TEXT,__text) non-external __ZNK24AGCLLVMGen3TargetLowerer21colorCoverageMaskTypeEv
00000001a78cd044 (__TEXT,__text) non-external __ZNK24AGCLLVMGen3TargetLowerer21getUSCFormatFromStateEjb
00000001a78ce464 (__TEXT,__text) non-external __ZNK24AGCLLVMGen3TargetLowerer22exceededResourceLimitsEjjjjjjb
00000001a78aa9d8 (__TEXT,__text) non-external __ZNK24AGCLLVMGen3TargetLowerer27vertexBuiltinRegisterDomainEv
00000001a78cf248 (__TEXT,__text) non-external __ZNK24AGCLLVMGen3TargetLowerer28convertRegisterMaskToMRTMaskEPK19_AGCDrawBufferStateNSt3__15arrayIyLm2EEE
00000001a78cf7c4 (__TEXT,__text) non-external __ZNK24AGCLLVMGen3TargetLowerer34getPBEStateWordDimFromEmitStateDimEN13_AGCEmitState9DimensionE
00000001a78d4a90 (__TEXT,__text) non-external __ZNK24AGCLLVMGen3TargetLowerer49getTempRegistersLimitAcrossTileSizesForTileShaderERK10AGCLLVMCtxj
00000001a78aa674 (__TEXT,__text) non-external __ZNK24AGCLLVMGen3TargetLowerer8printAsmEPKhmPK13AGCLLVMObject
00000001a78d8024 (__TEXT,__text) non-external __ZNK24AGCLLVMGen4TargetLowerer34getPBEStateWordDimFromEmitStateDimEN13_AGCEmitState9DimensionE
00000001a78d8014 (__TEXT,__text) non-external __ZNK24AGCLLVMGen4TargetLowerer39isImageWriteBlockFromDimensionSupportedEN13_AGCEmitState9DimensionE
00000001a78d7c94 (__TEXT,__text) non-external __ZNK24AGCLLVMGen4TargetLowerer40getImageBlockWriteIntrinsicFromDimensionEN13_AGCEmitState9DimensionERNS_19ImageBlockCoordTypeE
00000001a78e0e78 (__TEXT,__text) non-external __ZNK24AGCLLVMGen5TargetLowerer22exceededResourceLimitsEjjjjjjb
00000001a78e2598 (__TEXT,__text) non-external __ZNK24AGCLLVMGen5TargetLowerer34getPBEStateWordDimFromEmitStateDimEN13_AGCEmitState9DimensionE
00000001a78e2584 (__TEXT,__text) non-external __ZNK24AGCLLVMGen5TargetLowerer39isImageWriteBlockFromDimensionSupportedEN13_AGCEmitState9DimensionE
00000001a78e25a0 (__TEXT,__text) non-external __ZNK24AGCLLVMGen5TargetLowerer43getExecutionScopedSamplerStateRegisterCountEv
00000001a78dcf44 (__TEXT,__text) non-external __ZNK24AGCLLVMGen5TargetLowerer44programTypeSpecialRegisterValueForShaderTypeEN13AGCLLVMObject10ShaderTypeE
00000001a78f422c (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E16createGPUVAMasksEPKN16AGCCodeGenerator12CompileReplyEb
00000001a78f4250 (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E19supportsMeshShadingEv
00000001a78f4260 (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E19supportsPrimitiveIDEv
00000001a78e9660 (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E21getFreeSpaceInRayCoreEhb
00000001a78f4240 (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E21needsShaderDepthClampEv
00000001a78f4248 (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E21supportsHWMeshShadingEv
00000001a78ebdac (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E23getRaytracingShaderTypeEjj
00000001a78f4258 (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E25supportsBarycentricCoordsEv
00000001a78f8bb4 (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E27vertexBuiltinRegisterDomainEv
00000001a78eac8c (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E29IntersectionQueryAnalysisGen647intersectionQueryResidencyForQueryAtInstructionEPN4llvm5ValueEPNS3_11InstructionE
00000001a78f8ba4 (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E34getPBEStateWordDimFromEmitStateDimEN13_AGCEmitState9DimensionE
00000001a78e9700 (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E40getImageBlockWriteIntrinsicFromDimensionEN13_AGCEmitState9DimensionERN24AGCLLVMGen4TargetLowerer19ImageBlockCoordTypeE
00000001a78f8bac (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E43getExecutionScopedSamplerStateRegisterCountEv
00000001a78e966c (__TEXT,__text) non-external __ZNK24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E44programTypeSpecialRegisterValueForShaderTypeEN13AGCLLVMObject10ShaderTypeE
00000001a78b1778 (__TEXT,__text) non-external __ZNK25AGCLLVMG15GA0TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00000001a78b2880 (__TEXT,__text) non-external __ZNK25AGCLLVMG15GB0TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00000001a78b3950 (__TEXT,__text) non-external __ZNK25AGCLLVMG15GC0TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00000001a78b4a20 (__TEXT,__text) non-external __ZNK25AGCLLVMG15PB0TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00000001a78b61f8 (__TEXT,__text) non-external __ZNK25AGCLLVMG16GA0TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00000001a78b7348 (__TEXT,__text) non-external __ZNK25AGCLLVMG16GB0TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00000001a78b8450 (__TEXT,__text) non-external __ZNK25AGCLLVMG16PA0TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00000001a78b9558 (__TEXT,__text) non-external __ZNK25AGCLLVMG16PB0TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00000001a78ba670 (__TEXT,__text) non-external __ZNK25AGCLLVMG16XA0TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00000001a786f300 (__TEXT,__text) non-external __ZNK25AGCLLVMTABlitVertexShader11wrapperNameEv
00000001a786f320 (__TEXT,__text) non-external __ZNK25AGCLLVMTABlitVertexShader13getShaderTypeEv
00000001a786efa8 (__TEXT,__text) non-external __ZNK25AGCLLVMTABlitVertexShader28getCompilationKeyDescriptionEv
00000001a786f328 (__TEXT,__text) non-external __ZNK25AGCLLVMTABlitVertexShader8dumpTypeEv
00000001a77e93d4 (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary13getRelocModelEv
00000001a77e93dc (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary13getShaderTypeEv
00000001a77e971c (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary18disableGin1122SWWAEv
00000001a77e9740 (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary21getMaxSharedRegistersEv
00000001a77e93b4 (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary22getForwardProgressModeEv
00000001a77e9390 (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary22isDMAPromotionDisabledEv
00000001a77e93c4 (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary24getBufferBoundsCheckModeEv
00000001a77e9738 (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary24supportsConstantSamplersEv
00000001a77e93a0 (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary27enableSoftFaultOptimizationEv
00000001a77e8b04 (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary28getCompilationKeyDescriptionEv
00000001a77e9388 (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary34getSupportExternalVisibleFunctionsEv
00000001a77e93e4 (__TEXT,__text) non-external __ZNK25AGCLLVMUserDynamicLibrary8dumpTypeEv
00000001a7767ccc (__TEXT,__text) non-external __ZNK25AGCLLVMUserFragmentShader13getShaderTypeEv
00000001a7767cac (__TEXT,__text) non-external __ZNK25AGCLLVMUserFragmentShader19enableImgWBlkPBECmpEv
00000001a7767d5c (__TEXT,__text) non-external __ZNK25AGCLLVMUserFragmentShader21getMaxSharedRegistersEv
00000001a7767d10 (__TEXT,__text) non-external __ZNK25AGCLLVMUserFragmentShader21usesCustomBorderColorEv
00000001a7767d00 (__TEXT,__text) non-external __ZNK25AGCLLVMUserFragmentShader23debugTraceBufferEnabledEv
00000001a7767cbc (__TEXT,__text) non-external __ZNK25AGCLLVMUserFragmentShader29getTextureWriteFPRoundingModeEv
00000001a7767d48 (__TEXT,__text) non-external __ZNK25AGCLLVMUserFragmentShader29hasSamplerImplicitDerivativesEv
00000001a7767c84 (__TEXT,__text) non-external __ZNK25AGCLLVMUserFragmentShader34getSupportExternalVisibleFunctionsEv
00000001a7767cd4 (__TEXT,__text) non-external __ZNK25AGCLLVMUserFragmentShader8dumpTypeEv
00000001a77a0860 (__TEXT,__text) non-external __ZNK25AGCLLVMUserObjectShaderSW13getShaderTypeEv
00000001a77a0ec0 (__TEXT,__text) non-external __ZNK25AGCLLVMUserObjectShaderSW21usesCustomBorderColorEv
00000001a77a0840 (__TEXT,__text) non-external __ZNK25AGCLLVMUserObjectShaderSW22getForwardProgressModeEv
00000001a77a081c (__TEXT,__text) non-external __ZNK25AGCLLVMUserObjectShaderSW22isDMAPromotionDisabledEv
00000001a77a0850 (__TEXT,__text) non-external __ZNK25AGCLLVMUserObjectShaderSW24getBufferBoundsCheckModeEv
00000001a77a082c (__TEXT,__text) non-external __ZNK25AGCLLVMUserObjectShaderSW27enableSoftFaultOptimizationEv
00000001a779fdc0 (__TEXT,__text) non-external __ZNK25AGCLLVMUserObjectShaderSW28getCompilationKeyDescriptionEv
00000001a77a0868 (__TEXT,__text) non-external __ZNK25AGCLLVMUserObjectShaderSW8dumpTypeEv
00000001a78ec9e8 (__TEXT,__text) non-external __ZNK25RaytracingConstantsCommon13ScsLayoutBaseIN23RaytracingConstantsGen113ScsLayoutGen1EE13getSectionEndENS_10ScsSectionE
00000001a786bfa8 (__TEXT,__text) non-external __ZNK26AGCContextSwitchProgramG1313getShaderTypeEv
00000001a786bbf4 (__TEXT,__text) non-external __ZNK26AGCContextSwitchProgramG1328getCompilationKeyDescriptionEv
00000001a786bfbc (__TEXT,__text) non-external __ZNK26AGCContextSwitchProgramG138dumpTypeEv
