00007ffa4218eff0 (__DATA,__data) external _AKAdornmentZPositionOffset
00007ffa4218e938 (__DATA,__data) external _AKAnnotationChangeObjectKey
00007ffa4218e920 (__DATA,__data) external _AKAnnotationLayerSetupCompleteNotification
00007ffa4218e930 (__DATA,__data) external _AKAnnotationPropertiesChangedNotification
00007ffa4218e928 (__DATA,__data) external _AKAnnotationsAddedOrRemovedNotification
00007ffa401c1948 (__DATA_CONST,__const) external _AKAttributeControllerInkDidChangeNotification
00007ffa401c23a0 (__DATA_CONST,__const) external _AKChildAnnotationUUIDAssociatedObjectKey
00007ffa401c2590 (__DATA_CONST,__const) external _AKContentScrollViewEndScrollOrMagnifyNotification
00007ffa401c2588 (__DATA_CONST,__const) external _AKContentScrollViewVisibleRectChangeNotification
00007ffa4218e970 (__DATA,__data) external _AKControllerDrawingGestureRecognizerNeedsDependencyUpdate
00007ffa4218e968 (__DATA,__data) external _AKControllerWillSaveNotification
00007ffa401c1d30 (__DATA_CONST,__const) external _AKControllerWillTeardownNotification
00007ffa4218e948 (__DATA,__data) external _AKDidEndEditingTextAnnotationNotification
00007ffa4218e950 (__DATA,__data) external _AKEditingTextAnnotationKey
00007ffa0333d5f0 (__TEXT,__text) external _AKLog
00007ffa401c2398 (__DATA_CONST,__const) external _AKParentAnnotationUUIDAssociatedObjectKey
00007ffa4218ef68 (__DATA,__data) external _AKPointOfInterestRadius_Handle_Alternate
00007ffa4218ef60 (__DATA,__data) external _AKPointOfInterestSize_Handle
00007ffa4218ef58 (__DATA,__data) external _AKPointOfInterestSize_LargestHandleSize
00007ffa0325e43b (__TEXT,__text) external _AKQuadrilateralCreateDictionaryRepresentation
00007ffa0325eb9c (__TEXT,__text) external _AKQuadrilateralMakeWithDictionaryRepresentation
00007ffa4218e958 (__DATA,__data) external _AKSelectionChangedNotification
00007ffa4218e960 (__DATA,__data) external _AKSelectionChangedPageModelControllerKey
00007ffa0333c5d1 (__TEXT,__text) external _AKSidecarMarkupGetApplicationFromDictionary
00007ffa4218e978 (__DATA,__data) external _AKStatisticsDocumentTypeImage
00007ffa4218e980 (__DATA,__data) external _AKStatisticsDocumentTypePDF
00007ffa401c2860 (__DATA_CONST,__const) external _AKTextAnnotationTypingAttributesTextContentTypeKey
00007ffa4218e940 (__DATA,__data) external _AKWillBeginEditingTextAnnotationNotification
00007ffa0336e3b8 (__TEXT,__const) external _AKZeroQuadrilateral
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _pow (from libSystem)
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _round (from libSystem)
                 (undefined) external _sin (from libSystem)
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sscanf (from libSystem)
                 (undefined) external _vDSP_minvi (from Accelerate)
                 (undefined) external _vDSP_sve (from Accelerate)
                 (undefined) external _vDSP_vlim (from Accelerate)
                 (undefined) external _vDSP_vthres (from Accelerate)
                 (undefined) external _vDSP_vthrsc (from Accelerate)
                 (undefined) external _vImageBuffer_InitWithCGImage (from Accelerate)
                 (undefined) external _vImageConvert_Planar8toPlanarF (from Accelerate)
                 (undefined) external _xmlFreeDoc (from libxml2)
                 (undefined) external _xmlReadMemory (from libxml2)
                 (undefined) external _xmlXPathEvalExpression (from libxml2)
                 (undefined) external _xmlXPathFreeContext (from libxml2)
                 (undefined) external _xmlXPathFreeObject (from libxml2)
                 (undefined) external _xmlXPathNewContext (from libxml2)
                 (undefined) external _xmlXPathRegisterNs (from libxml2)
