00000001d0f8e100 (__TEXT,__text) non-external +[NFPromise new]
00000001e54fe2a0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e8_v16?08l
00000001e54fe2c0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_16?08l
00000001f10eb840 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e5_v8?0l
00000001f10eb690 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e8_16?08l
00000001f10eb430 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e17_v16?0"NSError"8l
00000001f10eb5a0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e19_"NFPromise"16?08l
00000001f10eb720 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e19_"NFPromise"16?0d8l
00000001f10eb510 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e26_"NFPromise"16?0?<?>8l
00000001f10eb600 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e26_"NFPromise"16?0?<v?>8l
00000001f10eb2e0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e34_v24?0?<v?>8?<v?"NSError">16l
00000001f10eb6c0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e51_"NFPromise"16?0?<v??<v?>?<v?"NSError">>8l
00000001f10eb5d0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e51_"NFPromise"24?0"NSObject<OS_dispatch_queue>"816l
00000001f10eb780 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e51_"NFPromise"24?0"NSObject<OS_dispatch_queue>"8d16l
00000001f10eb540 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e58_"NFPromise"24?0"NSObject<OS_dispatch_queue>"8?<?>16l
00000001f10eb630 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e58_"NFPromise"24?0"NSObject<OS_dispatch_queue>"8?<v?>16l
00000001f10eb390 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001f10eb6f0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e83_"NFPromise"24?0"NSObject<OS_dispatch_queue>"8?<v??<v?>?<v?"NSError">>16l
00000001f10eb570 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e8_16?08l
00000001f10eb400 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e8_v16?08l
00000001f10eb8c0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e30_v16?0"NSObject<OS_nw_path>"8l
00000001f10eb9a0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40bs_e17_v16?0"NSError"8l
00000001f10eb9d0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40bs_e5_v8?0l
00000001f10eb970 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40bs_e8_16?08l
00000001f10eb910 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e5_v8?0l
00000001f10eb870 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e23_v32?0Q816"NSError"24l
00000001f10eb660 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e34_v24?0?<v?>8?<v?"NSError">16l
00000001f10eb7b0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e5_v8?0l
00000001f10eb940 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e14_v16?0?<v?>8l
00000001f10eb750 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e8_16?08l
00000001f10eb810 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40bs48bs_e23_v32?0Q816"NSError"24l
00000001f10eb4c0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e34_v24?0?<v?>8?<v?"NSError">16l
00000001f10eb310 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e16_"NFPromise"8?0l
00000001f10eb340 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e8_16?08l
00000001f10eb7e0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s_e34_v24?0?<v?>8?<v?"NSError">16l
00000001f10eb490 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40bs48bs56bs_e8_v16?08l
00000001f10eb460 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48bs56bs_e5_v8?0l
00000001f10eb2a0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f10eb3c0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f10eb8a0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f10eba00 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f10eba20 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001f10eb4f0 (__AUTH_CONST,__const) non-external ___block_literal_global.28
00000001f10eb2c0 (__AUTH_CONST,__const) non-external ___block_literal_global.3
00000001f10eb3e0 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001f10eb370 (__AUTH_CONST,__const) non-external ___block_literal_global.54
00000001f10eb8f0 (__AUTH_CONST,__const) non-external ___block_literal_global.7
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001d0f8f130 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001d0f91e00 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40b
00000001d0f91c38 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00000001d0f8b1bc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001d0f8f0ac (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001d0f90480 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b48b
00000001d0f8e774 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b48b56b
00000001d0f91cc8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r
00000001d0f8f970 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001d0f8e7dc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00000001d0f8e6c8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b56b
00000001d0f8d428 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001d0f90d2c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00000001d0f8b1c4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001d0f91c88 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00000001d0f8f0f4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001d0f8d46c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001d0f8e728 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00000001d0f90d38 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
00000001d0f8dcac (__TEXT,__text) non-external ___zalgoIfMain_block_invoke
00000001d0f8dbec (__TEXT,__text) non-external ___zalgo_block_invoke
                 (undefined) external __dispatch_main_q (from libSystem)
00000001d0f93058 (__TEXT,__text) non-external __getNSValueBytes
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_attr_make_with_autorelease_frequency (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
00000001e90a3e20 (__DATA,__data) external _kNFPromiseErrorDomain
00000001e90a3e10 (__DATA,__data) external _kNFPromiseSealingErrorCode
00000001e90a3e18 (__DATA,__data) external _kNFPromiseTimeoutErrorCode
00000001e54fe2e0 (__DATA_CONST,__const) external _kNFReachabilityChangedNotification
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _nw_path_get_status (from Network)
                 (undefined) external _nw_path_is_constrained (from Network)
                 (undefined) external _nw_path_is_equal (from Network)
                 (undefined) external _nw_path_is_expensive (from Network)
                 (undefined) external _nw_path_monitor_cancel (from Network)
                 (undefined) external _nw_path_monitor_create (from Network)
                 (undefined) external _nw_path_monitor_set_queue (from Network)
                 (undefined) external _nw_path_monitor_set_update_handler (from Network)
                 (undefined) external _nw_path_monitor_start (from Network)
                 (undefined) external _nw_path_uses_interface_type (from Network)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_exception_throw (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
00000001d0f97dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUID
00000001d0f97de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUIDString
00000001d0f97e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_currentNetworkStatus
00000001d0f97e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_statusFromNetworkPath:
00000001d0f97e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_updateCurrentNetworkPath:
00000001d0f97e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$activate
00000001d0f97e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
00000001d0f97ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allValues
00000001d0f97ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$alwaysOn:always:
00000001d0f97ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendFormat:
00000001d0f97f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendString:
00000001d0f97f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
00000001d0f97f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asDelay:onQueue:withError:
00000001d0f97f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asDelay:onQueue:withValue:
00000001d0f97f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asDelay:withValue:
00000001d0f97fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asVoid
00000001d0f97fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asVoid:
00000001d0f97fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$attemptTriggersForCurrentEvent:
00000001d0f98000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$block
00000001d0f98020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bytes
00000001d0f98040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canTry:withOwner:
00000001d0f98060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canTryBlock
00000001d0f98080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterAtIndex:
00000001d0f980a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$children
00000001d0f980c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$code
00000001d0f980e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compare:
00000001d0f98100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$constructor
00000001d0f98120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsObject:
00000001d0f98140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$context
00000001d0f98160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
00000001d0f98180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
00000001d0f981a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
00000001d0f981c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentNetworkPath
00000001d0f981e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataUsingEncoding:
00000001d0f98200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithContentsOfFile:
00000001d0f98220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deactivate
00000001d0f98240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClass:forKey:
00000001d0f98260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClasses:forKey:
00000001d0f98280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultCenter
00000001d0f982a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultManager
00000001d0f982c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$delegateProtocol
00000001d0f982e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$destinationState
00000001d0f98300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObject:forKey:
00000001d0f98320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
00000001d0f98340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didEnter:withOwner:
00000001d0f98360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didEnterBlock
00000001d0f98380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didExit:withOwner:
00000001d0f983a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didExitBlock
00000001d0f983c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$domain
00000001d0f983e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$error
00000001d0f98400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorOn:error:
00000001d0f98420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorWithDomain:code:userInfo:
00000001d0f98440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$event
00000001d0f98460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$events
00000001d0f98480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$exceptionWithName:reason:userInfo:
00000001d0f984a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fc_createStateMachineErrorForCode:userInfo:
00000001d0f984c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileSystemRepresentation
00000001d0f984e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fireBlock
00000001d0f98500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fireOnAny
00000001d0f98520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fireOnce
00000001d0f98540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fired:withOwner:
00000001d0f98560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$firstly:
00000001d0f98580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fromState
00000001d0f985a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getValue:
00000001d0f985c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleAlwaysTrigger:event:
00000001d0f985e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleOnceTrigger:event:
00000001d0f98600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handlers
00000001d0f98620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hash
00000001d0f98640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hashTableWithOptions:
00000001d0f98660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$init
00000001d0f98680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initForReadingFromData:error:
00000001d0f986a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithDelegate:delegateProtocol:options:
00000001d0f986c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithDomain:code:userInfo:
00000001d0f986e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithError:
00000001d0f98700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithFormat:
00000001d0f98720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithKey:fireOnce:fireOnAny:events:block:
00000001d0f98740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithOptions:
00000001d0f98760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithResolver:
00000001d0f98780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithStateMachine:event:fromState:toState:context:
00000001d0f987a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUTF8String:
00000001d0f987c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithValue:
00000001d0f987e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$invokeWithTarget:
00000001d0f98800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqual:
00000001d0f98820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualToString:
00000001d0f98840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMainThread
00000001d0f98860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$key
00000001d0f98880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$length
00000001d0f988a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lock
00000001d0f988c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$methodSignatureForSelector:
00000001d0f988e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$name
00000001d0f98900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$nf_securelyUnarchiveObjectOfClass:
00000001d0f98920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$nf_securelyUnarchiveObjectOfClass:withData:
00000001d0f98940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$nf_securelyUnarchiveObjectOfClasses:withData:
00000001d0f98960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithInteger:
00000001d0f98980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithUnsignedInteger:
00000001d0f989a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objCType
00000001d0f989c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKey:
00000001d0f989e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$owner
00000001d0f98a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performWithLockSync:
00000001d0f98a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$postNotificationName:object:
00000001d0f98a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$registerHandler:
00000001d0f98a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reject:
00000001d0f98a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeAllObjects
00000001d0f98aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeObject:
00000001d0f98ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeObjectForKey:
00000001d0f98ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$resolve:
00000001d0f98b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$resolveOn:reject:resolve:
00000001d0f98b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$seal
00000001d0f98b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$seal:error:resolution:
00000001d0f98b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$selector
00000001d0f98b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCanTryBlock:
00000001d0f98ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCurrentNetworkPath:
00000001d0f98bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCurrentReachabilityStatus:
00000001d0f98be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDidEnterBlock:
00000001d0f98c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDidExitBlock:
00000001d0f98c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setError:
00000001d0f98c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setFireBlock:
00000001d0f98c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKey:
00000001d0f98c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setSeal:
00000001d0f98ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setState:
00000001d0f98cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setStatus:
00000001d0f98ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setStatusToken:
00000001d0f98d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setValue:
00000001d0f98d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWillEnterBlock:
00000001d0f98d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWillExitBlock:
00000001d0f98d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithObject:
00000001d0f98d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$state
00000001d0f98da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$states
00000001d0f98dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$status
00000001d0f98de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$statusToken
00000001d0f98e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithCapacity:
00000001d0f98e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithFileSystemRepresentation:length:
00000001d0f98e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithFormat:
00000001d0f98e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$then:
00000001d0f98e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$thenOn:then:
00000001d0f98ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timeoutAfter:on:
00000001d0f98ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$toState
00000001d0f98ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerOnAnyEvent:block:
00000001d0f98f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggers
00000001d0f98f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unlock
00000001d0f98f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$value
00000001d0f98f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$valueWithBytes:objCType:
00000001d0f98f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willEnter:withOwner:
00000001d0f98fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willEnterBlock
00000001d0f98fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willExit:withOwner:
00000001d0f98fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willExitBlock
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_opt_respondsToSelector (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_terminate (from libobjc)
                 (undefined) external _objc_unsafeClaimAutoreleasedReturnValue (from libobjc)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock_with_options (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_variant_has_internal_content (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_mutexattr_init (from libSystem)
                 (undefined) external _pthread_mutexattr_settype (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
00000001ea11c000 (__DATA_DIRTY,__bss) non-external _sharedInstance.onceToken
00000001ea11bff8 (__DATA_DIRTY,__bss) non-external _sharedInstance.s_reachability
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00000001d0f8db98 (__TEXT,__text) external _zalgo
00000001ea11bfe0 (__DATA_DIRTY,__bss) non-external _zalgo.queue
00000001ea11bfd8 (__DATA_DIRTY,__bss) non-external _zalgo.token
00000001d0f8dc58 (__TEXT,__text) external _zalgoIfMain
00000001ea11bff0 (__DATA_DIRTY,__bss) non-external _zalgoIfMain.queue
00000001ea11bfe8 (__DATA_DIRTY,__bss) non-external _zalgoIfMain.token
