00007ff8400b8df0 (__DATA,__data) external _NDR_record
00007ff800bf3c30 (__TEXT,__text) external _mach_vm_remap_new
00007ff800bf3f5d (__TEXT,__text) external _mach_vm_update_pointers_with_remote_tags
00007ff800bf6a93 (__TEXT,__text) external _mach_vm_wire
00007ff800bfd490 (__TEXT,__text) external _mach_vm_write
00007ff800c0b1f8 (__TEXT,__text) external _mach_voucher_attr_command
00007ff800be76b8 (__TEXT,__text) external _mach_voucher_deallocate
00007ff800c0b447 (__TEXT,__text) external _mach_voucher_debug_info
00007ff800c0b009 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff800c0ac33 (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff800bf38c0 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff800be1280 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff800be12bc (__TEXT,__text) external _mach_wait_until
00007ff800bf8bbd (__TEXT,__text) external _mach_zone_force_gc
00007ff800bf996a (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff800bf981b (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff800bf8a3b (__TEXT,__text) external _mach_zone_info
00007ff800bf9629 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff800bf94bb (__TEXT,__text) external _mach_zone_info_for_zone
00007ff800be1238 (__TEXT,__text) external _macx_backing_store_recovery
00007ff800be122c (__TEXT,__text) external _macx_backing_store_suspend
00007ff800be1208 (__TEXT,__text) external _macx_swapoff
00007ff800be11fc (__TEXT,__text) external _macx_swapon
00007ff800be1220 (__TEXT,__text) external _macx_triggers
00007ff800be382c (__TEXT,__text) external _madvise
00007ff8400b8e50 (__DATA,__bss) non-external _master_host_port
00007ff800be431d (__TEXT,__text) non-external _memcpy
00007ff800be3844 (__TEXT,__text) external _memorystatus_control
00007ff800be385c (__TEXT,__text) external _memorystatus_get_level
00007ff800be432b (__TEXT,__text) non-external _memset
00007ff800be7744 (__TEXT,__text) external _mig_allocate
00007ff800be7913 (__TEXT,__text) external _mig_dealloc_reply_port
00007ff800bf3540 (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff800be778c (__TEXT,__text) external _mig_deallocate
00007ff800be78a6 (__TEXT,__text) external _mig_get_reply_port
00007ff800bf351a (__TEXT,__text) external _mig_get_special_reply_port
00007ff800be797a (__TEXT,__text) external _mig_put_reply_port
00007ff800be7873 (__TEXT,__text) external _mig_reply_setup
00007ff800be797b (__TEXT,__text) external _mig_strncpy
00007ff800be79ae (__TEXT,__text) external _mig_strncpy_zerofill
00007ff800be3874 (__TEXT,__text) external _mincore
00007ff800be388c (__TEXT,__text) external _minherit
00007ff800be12e0 (__TEXT,__text) external _mk_timer_arm
00007ff800be12f8 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff800be12ec (__TEXT,__text) external _mk_timer_cancel
00007ff800be12c8 (__TEXT,__text) external _mk_timer_create
00007ff800be12d4 (__TEXT,__text) external _mk_timer_destroy
00007ff800be38a4 (__TEXT,__text) external _mkdir
00007ff800be38bc (__TEXT,__text) external _mkdirat
00007ff800be38d4 (__TEXT,__text) external _mkfifo
00007ff800be38ec (__TEXT,__text) external _mkfifoat
00007ff800be3904 (__TEXT,__text) external _mknod
00007ff800be391c (__TEXT,__text) external _mknodat
00007ff800be3934 (__TEXT,__text) external _mlock
00007ff800be394c (__TEXT,__text) external _mlockall
00007ff800befe47 (__TEXT,__text) external _mmap
00007ff800be3964 (__TEXT,__text) external _mount
00007ff800be2174 (__TEXT,__text) external _mprotect
00007ff800be397c (__TEXT,__text) external _mremap_encrypted
00007ff800be7afc (__TEXT,__text) external _msg_receive
00007ff800be7af0 (__TEXT,__text) external _msg_rpc
00007ff800be7af6 (__TEXT,__text) external _msg_send
00007ff800be218c (__TEXT,__text) external _msgctl
00007ff800be3994 (__TEXT,__text) external _msgget
00007ff800be39ac (__TEXT,__text) external _msgrcv
00007ff800be21a4 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff800be39c4 (__TEXT,__text) external _msgsnd
00007ff800be21bc (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff800be21d4 (__TEXT,__text) external _msgsys
00007ff800be21ec (__TEXT,__text) external _msync
00007ff800be2204 (__TEXT,__text) external _msync$NOCANCEL
00007ff800be39dc (__TEXT,__text) external _munlock
00007ff800be39f4 (__TEXT,__text) external _munlockall
00007ff800bf435d (__TEXT,__text) external _munmap
00007ff800be3a0c (__TEXT,__text) external _necp_client_action
00007ff800be3a24 (__TEXT,__text) external _necp_match_policy
00007ff800be3a3c (__TEXT,__text) external _necp_open
00007ff800be3a54 (__TEXT,__text) external _necp_session_action
00007ff800be3a6c (__TEXT,__text) external _necp_session_open
00007ff800be3a84 (__TEXT,__text) external _net_qos_guideline
00007ff800be3a9c (__TEXT,__text) external _netagent_trigger
00007ff800c008d1 (__TEXT,__text) external _netname_check_in
00007ff800c00cf1 (__TEXT,__text) external _netname_check_out
00007ff800c00a7d (__TEXT,__text) external _netname_look_up
00007ff800c00e93 (__TEXT,__text) external _netname_version
00007ff800be9cc1 (__TEXT,__text) external _nfsclnt
00007ff800be3ab4 (__TEXT,__text) external _nfssvc
00007ff8400b8de0 (__DATA,__data) external _non_boost_assertion_token
00007ff8400b8dd8 (__DATA,__data) external _normal_boost_assertion_token
00007ff800be3acc (__TEXT,__text) external _ntp_adjtime
00007ff800be3ae4 (__TEXT,__text) external _ntp_gettime
00007ff800be3afc (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff800bf1799 (__TEXT,__text) external _open
00007ff800be9d29 (__TEXT,__text) external _open$NOCANCEL
00007ff800bf2469 (__TEXT,__text) external _open_dprotected_np
00007ff800bf1858 (__TEXT,__text) external _openat
00007ff800be9de8 (__TEXT,__text) external _openat$NOCANCEL
00007ff800bf261c (__TEXT,__text) external _openat_authenticated_np
00007ff800bf2542 (__TEXT,__text) external _openat_dprotected_np
00007ff800be3b14 (__TEXT,__text) external _openbyid_np
00007ff800be5cdf (__TEXT,__text) external _os_buflet_get_data_address
00007ff800be5cc6 (__TEXT,__text) external _os_buflet_get_data_length
00007ff800be5ce4 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff800be5cc2 (__TEXT,__text) external _os_buflet_get_data_offset
00007ff800be5cd6 (__TEXT,__text) external _os_buflet_get_object_address
00007ff800be5cdb (__TEXT,__text) external _os_buflet_get_object_limit
00007ff800be5cd0 (__TEXT,__text) external _os_buflet_set_data_length
00007ff800be5cca (__TEXT,__text) external _os_buflet_set_data_offset
00007ff800bedbda (__TEXT,__text) external _os_channel_advance_slot
00007ff800bee4aa (__TEXT,__text) external _os_channel_attr_clone
00007ff800bee465 (__TEXT,__text) external _os_channel_attr_create
00007ff800bee669 (__TEXT,__text) external _os_channel_attr_destroy
00007ff800bee7dc (__TEXT,__text) external _os_channel_attr_get
00007ff800bee93c (__TEXT,__text) external _os_channel_attr_get_key
00007ff800bee6b7 (__TEXT,__text) external _os_channel_attr_set
00007ff800bee570 (__TEXT,__text) external _os_channel_attr_set_key
00007ff800bedba2 (__TEXT,__text) external _os_channel_available_slot_count
00007ff800befad5 (__TEXT,__text) external _os_channel_buflet_alloc
00007ff800bef57c (__TEXT,__text) external _os_channel_buflet_free
00007ff800befab0 (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff800bed903 (__TEXT,__text) external _os_channel_create
00007ff800beceba (__TEXT,__text) external _os_channel_create_extended
00007ff800beda3f (__TEXT,__text) external _os_channel_destroy
00007ff800befa2b (__TEXT,__text) external _os_channel_event_free
00007ff800bf3247 (__TEXT,__text) external _os_channel_event_get_event_data
00007ff800bf319e (__TEXT,__text) external _os_channel_event_get_next_event
00007ff800bee1f7 (__TEXT,__text) external _os_channel_flow_admissible
00007ff800bee320 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00007ff800bee1dc (__TEXT,__text) external _os_channel_get_advisory_region
00007ff800bed912 (__TEXT,__text) external _os_channel_get_fd
00007ff800befa30 (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff800bef6c0 (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff800bedc29 (__TEXT,__text) external _os_channel_get_next_slot
00007ff800bee179 (__TEXT,__text) external _os_channel_get_stats_region
00007ff800bed6cc (__TEXT,__text) non-external _os_channel_info2attr
00007ff800bed808 (__TEXT,__text) non-external _os_channel_init_ring
00007ff800beda9d (__TEXT,__text) external _os_channel_is_defunct
00007ff800beed41 (__TEXT,__text) external _os_channel_large_packet_alloc
00007ff800bee999 (__TEXT,__text) external _os_channel_packet_alloc
00007ff800bee9a0 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00007ff800beed4b (__TEXT,__text) external _os_channel_packet_free
00007ff800bef0f5 (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff800bedb81 (__TEXT,__text) external _os_channel_pending
00007ff800bef364 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00007ff800bed915 (__TEXT,__text) external _os_channel_read_attr
00007ff800bed9fe (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff800bedaaa (__TEXT,__text) external _os_channel_ring_id
00007ff800bedb99 (__TEXT,__text) external _os_channel_ring_notify_time
00007ff800bedb90 (__TEXT,__text) external _os_channel_ring_sync_time
00007ff800bedb33 (__TEXT,__text) external _os_channel_rx_ring
00007ff800bedf92 (__TEXT,__text) external _os_channel_set_slot_properties
00007ff800beee8f (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff800beefb6 (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff800bee074 (__TEXT,__text) external _os_channel_slot_get_packet
00007ff800beda20 (__TEXT,__text) external _os_channel_sync
00007ff800bedaf8 (__TEXT,__text) external _os_channel_tx_ring
00007ff800bed955 (__TEXT,__text) external _os_channel_write_attr
00007ff800be5c8e (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff800be1310 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff800bf2091 (__TEXT,__text) external _os_cpu_in_cksum
00007ff800bf2196 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff800be3b2c (__TEXT,__text) external _os_fault_with_payload
00007ff800be5c89 (__TEXT,__text) external _os_inet_checksum
00007ff800bec5a3 (__TEXT,__text) external _os_log_coprocessor_as_kernel
00007ff800bec5bd (__TEXT,__text) external _os_log_coprocessor_register_as_kernel
00007ff800bf0760 (__TEXT,__text) external _os_nexus_attr_clone
00007ff800bf071b (__TEXT,__text) external _os_nexus_attr_create
00007ff800bf091a (__TEXT,__text) external _os_nexus_attr_destroy
00007ff800bf08e4 (__TEXT,__text) external _os_nexus_attr_get
00007ff800bf07be (__TEXT,__text) external _os_nexus_attr_set
00007ff800bf100e (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff800bf0cbc (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff800bf0cdd (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff800bf092d (__TEXT,__text) external _os_nexus_controller_create
00007ff800bf0cb0 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff800bf131e (__TEXT,__text) external _os_nexus_controller_destroy
00007ff800bf0cd1 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff800bf09c6 (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff800bf11b6 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff800bf0e22 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff800bf09c9 (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff800bf1141 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff800bf0dbc (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff800bf1619 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00007ff800be5b60 (__TEXT,__text) external _os_packet_add_buflet
00007ff800be5172 (__TEXT,__text) external _os_packet_add_inet_csum_flags
00007ff800be5267 (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff800be5bff (__TEXT,__text) external _os_packet_decrement_use_count
00007ff800be59cd (__TEXT,__text) external _os_packet_finalize
00007ff800be5c1e (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff800be5902 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff800be5048 (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff800be58fa (__TEXT,__text) external _os_packet_get_data_length
00007ff800be5348 (__TEXT,__text) external _os_packet_get_expire_time
00007ff800be53e8 (__TEXT,__text) external _os_packet_get_expiry_action
00007ff800be51ed (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff800be5314 (__TEXT,__text) external _os_packet_get_group_end
00007ff800be52a9 (__TEXT,__text) external _os_packet_get_group_start
00007ff800be4c00 (__TEXT,__text) external _os_packet_get_headroom
00007ff800be51a4 (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff800be583b (__TEXT,__text) external _os_packet_get_keep_alive
00007ff800be4cc7 (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff800be4d86 (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff800be4c6b (__TEXT,__text) external _os_packet_get_link_header_length
00007ff800be4d26 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff800be592e (__TEXT,__text) external _os_packet_get_next_buflet
00007ff800be5607 (__TEXT,__text) external _os_packet_get_packetid
00007ff800be59a0 (__TEXT,__text) external _os_packet_get_segment_count
00007ff800be4f9d (__TEXT,__text) external _os_packet_get_service_class
00007ff800be548a (__TEXT,__text) external _os_packet_get_token
00007ff800be5ce8 (__TEXT,__text) external _os_packet_get_trace_id
00007ff800be50b0 (__TEXT,__text) external _os_packet_get_traffic_class
00007ff800be4eb7 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff800be4deb (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff800be4e51 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff800be588f (__TEXT,__text) external _os_packet_get_truncated
00007ff800be57ba (__TEXT,__text) external _os_packet_get_vlan_id
00007ff800be57c2 (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff800be5762 (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff800be582c (__TEXT,__text) external _os_packet_get_wake_flag
00007ff800be5be2 (__TEXT,__text) external _os_packet_increment_use_count
00007ff800be57c8 (__TEXT,__text) external _os_packet_set_app_metadata
00007ff800be501a (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff800be5395 (__TEXT,__text) external _os_packet_set_expire_time
00007ff800be5434 (__TEXT,__text) external _os_packet_set_expiry_action
00007ff800be522a (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff800be52dd (__TEXT,__text) external _os_packet_set_group_end
00007ff800be5272 (__TEXT,__text) external _os_packet_set_group_start
00007ff800be4bc2 (__TEXT,__text) external _os_packet_set_headroom
00007ff800be5136 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff800be584a (__TEXT,__text) external _os_packet_set_keep_alive
00007ff800be58c3 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff800be4c98 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff800be4d57 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff800be4c2d (__TEXT,__text) external _os_packet_set_link_header_length
00007ff800be4cf7 (__TEXT,__text) external _os_packet_set_link_multicast
00007ff800be569b (__TEXT,__text) external _os_packet_set_packetid
00007ff800be5d82 (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff800be4f1d (__TEXT,__text) external _os_packet_set_service_class
00007ff800be553e (__TEXT,__text) external _os_packet_set_token
00007ff800be5cfc (__TEXT,__text) external _os_packet_set_trace_id
00007ff800be508d (__TEXT,__text) external _os_packet_set_traffic_class
00007ff800be4eea (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff800be4e84 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff800be4db8 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff800be4e1e (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff800be5db1 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff800be5c4b (__TEXT,__text) external _os_packet_set_tx_timestamp
00007ff800be5710 (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff800be5d28 (__TEXT,__text) external _os_packet_trace_event
00007ff800be823e (__TEXT,__text) external _os_proc_available_memory
00007ff800be7a1b (__TEXT,__text) external _panic
00007ff800be7a14 (__TEXT,__text) external _panic_init
00007ff800be3b44 (__TEXT,__text) external _panic_with_data
00007ff800be3b5c (__TEXT,__text) external _pathconf
00007ff800be3b74 (__TEXT,__text) external _peeloff
00007ff800be11e4 (__TEXT,__text) external _pid_for_task
00007ff800be3b8c (__TEXT,__text) external _pid_hibernate
00007ff800be3ba4 (__TEXT,__text) external _pid_resume
00007ff800befd05 (__TEXT,__text) external _pid_shutdown_networking
00007ff800be3bbc (__TEXT,__text) external _pid_shutdown_sockets
00007ff800be3bd4 (__TEXT,__text) external _pid_suspend
00007ff800be23cc (__TEXT,__text) external _pipe
00007ff800be3bec (__TEXT,__text) external _pivot_root
00007ff800be4b8e (__TEXT,__text) external _pkt_subtype_assert_fail
00007ff800be4ba8 (__TEXT,__text) external _pkt_type_assert_fail
00007ff800be3c04 (__TEXT,__text) external _poll
00007ff800be23e8 (__TEXT,__text) external _poll$NOCANCEL
00007ff800be4ae3 (__TEXT,__text) non-external _port_for_id_internal
00007ff800be7a6c (__TEXT,__text) external _port_obj_init
00007ff8400b8eb8 (__DATA,__common) external _port_obj_table
00007ff8400b8dc8 (__DATA,__data) external _port_obj_table_size
00007ff800be382c (__TEXT,__text) external _posix_madvise
00007ff800bec347 (__TEXT,__text) external _posix_spawn
00007ff800beb1b0 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff800beb62b (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff800beb729 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff800beb535 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff800beb5a2 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff800beb7ba (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff800beb6bc (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff800beb400 (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff800beb3c3 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff800beb35b (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff800beab13 (__TEXT,__text) external _posix_spawnattr_destroy
00007ff800beb0f7 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff800bebd9e (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff800bebd6a (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff800bead91 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff800bead35 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff800beb869 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff800beaccc (__TEXT,__text) external _posix_spawnattr_getflags
00007ff800beb9f3 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff800beadf2 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff800bead01 (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff800beae0c (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff800beace7 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff800bead1b (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff800beaa1b (__TEXT,__text) external _posix_spawnattr_init
00007ff800beb113 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff800bec13e (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00007ff800beb14a (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff800beb12f (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff800beb166 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff800bebf33 (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff800bebd86 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff800bec20d (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff800bec01c (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff800bec057 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff800beb8cd (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff800bec24f (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff800c0b9c0 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff800bec22e (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00007ff800bec32b (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff800bec0c8 (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff800bebf01 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff800bebe8b (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff800bebeb3 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff800bebdba (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff800bebe63 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff800beb0df (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff800bec1ec (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff800beb9c0 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff800bebd43 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff800beb948 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff800beb006 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff800beb8b5 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff800bebf69 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff800beafcd (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00007ff800beaef8 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff800beb328 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff800beae72 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff800bebc8d (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff800beb84c (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff800beb827 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff800beafab (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff800beb2f4 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff800beacb4 (__TEXT,__text) external _posix_spawnattr_setflags
00007ff800beb88c (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff800beba97 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff800bebf1a (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff800beaf7b (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff800beae40 (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff800beaf93 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff800beae26 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff800beae58 (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff800beb187 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff800be3c1c (__TEXT,__text) external _pread
00007ff800be2418 (__TEXT,__text) external _pread$NOCANCEL
00007ff800be3c34 (__TEXT,__text) external _preadv
00007ff800be2430 (__TEXT,__text) external _preadv$NOCANCEL
00007ff800be9fbf (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff800be9517 (__TEXT,__text) external _proc_clear_cpulimits
00007ff800be97f3 (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff800be8e3c (__TEXT,__text) external _proc_clear_dirty
00007ff800be9700 (__TEXT,__text) external _proc_clear_vmpressure
00007ff800be8c51 (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff800be96f3 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff800be96fb (__TEXT,__text) external _proc_denap_assertion_complete
00007ff800be9840 (__TEXT,__text) external _proc_disable_apptype
00007ff800be9207 (__TEXT,__text) external _proc_disable_cpumon
00007ff800be9446 (__TEXT,__text) external _proc_disable_wakemon
00007ff800be956d (__TEXT,__text) external _proc_donate_importance_boost
00007ff800be98a0 (__TEXT,__text) external _proc_enable_apptype
00007ff800be9115 (__TEXT,__text) external _proc_get_cpumon_params
00007ff800be8de1 (__TEXT,__text) external _proc_get_dirty
00007ff800be93df (__TEXT,__text) external _proc_get_wakemon_params
00007ff800be95c7 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff800be967f (__TEXT,__text) external _proc_importance_assertion_complete
00007ff800be8af1 (__TEXT,__text) external _proc_kmsgbuf
00007ff800be8cda (__TEXT,__text) external _proc_libversion
00007ff800be9488 (__TEXT,__text) external _proc_list_dynkqueueids
00007ff800be946f (__TEXT,__text) external _proc_list_uptrs
00007ff800be8751 (__TEXT,__text) external _proc_listallpids
00007ff800be87bb (__TEXT,__text) external _proc_listchildpids
00007ff800be8857 (__TEXT,__text) external _proc_listcoalitions
00007ff800be8786 (__TEXT,__text) external _proc_listpgrppids
00007ff800be8726 (__TEXT,__text) external _proc_listpids
00007ff800bf268d (__TEXT,__text) external _proc_listpidspath
00007ff800be896d (__TEXT,__text) external _proc_name
00007ff800be8882 (__TEXT,__text) external _proc_pid_rusage
00007ff800be8932 (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff800be88e9 (__TEXT,__text) external _proc_pidfdinfo
00007ff800be890e (__TEXT,__text) external _proc_pidfileportinfo
00007ff800be87f0 (__TEXT,__text) external _proc_pidinfo
00007ff800be8815 (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff800be8b1c (__TEXT,__text) external _proc_pidpath
00007ff800be8bb0 (__TEXT,__text) external _proc_pidpath_audittoken
00007ff800be8a3d (__TEXT,__text) external _proc_regionfilename
00007ff800be9508 (__TEXT,__text) external _proc_reset_footprint_interval
00007ff800be91d2 (__TEXT,__text) external _proc_resume_cpumon
00007ff800be3c4c (__TEXT,__text) external _proc_rlimit_control
00007ff800be9187 (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff800be90cb (__TEXT,__text) external _proc_set_cpumon_params
00007ff800be9252 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff800be99af (__TEXT,__text) external _proc_set_csm
00007ff800be97a3 (__TEXT,__text) external _proc_set_delayidlesleep
00007ff800be8d97 (__TEXT,__text) external _proc_set_dirty
00007ff800be9903 (__TEXT,__text) external _proc_set_no_smt
00007ff800be9756 (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff800be941d (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff800be93b9 (__TEXT,__text) external _proc_set_wakemon_params
00007ff800be94a1 (__TEXT,__text) external _proc_setcpu_percentage
00007ff800be8cf3 (__TEXT,__text) external _proc_setpcontrol
00007ff800be8898 (__TEXT,__text) external _proc_setthread_cpupercent
00007ff800be9a5f (__TEXT,__text) external _proc_setthread_csm
00007ff800be995b (__TEXT,__text) external _proc_setthread_no_smt
00007ff800be8ede (__TEXT,__text) external _proc_signal_delegate
00007ff800be8fd4 (__TEXT,__text) external _proc_signal_with_audittoken
00007ff800be9900 (__TEXT,__text) external _proc_suppress
00007ff800be8e86 (__TEXT,__text) external _proc_terminate
00007ff800be9077 (__TEXT,__text) external _proc_terminate_all_rsr
00007ff800be8f4d (__TEXT,__text) external _proc_terminate_delegate
