00007ffa1e8ede3b (__TEXT,__text) non-external _DiToMD5
00007ffa1e8dc396 (__TEXT,__text) external __ZN8OSBundle14createFromPathEPKc
00007ffa1e8dc448 (__TEXT,__text) external __ZN8OSBundle4freeEv
00007ffa1e8dc408 (__TEXT,__text) external __ZN8OSBundle4initEv
00007ffa1e8e2844 (__TEXT,__text) external __ZN8OSNumber10withNumberEPKcm
00007ffa1e8e285a (__TEXT,__text) external __ZN8OSNumber10withNumberEym
00007ffa1e8e29a0 (__TEXT,__text) external __ZN8OSNumber4freeEv
00007ffa1e8facde (__TEXT,__text) external __ZN8OSObject16SetDispatchQueueEPKcP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffa1e8fae68 (__TEXT,__text) external __ZN8OSObject17CopyDispatchQueueEPKcPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffa1e8fb008 (__TEXT,__text) external __ZN8OSObject23SetDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcP15IODispatchQueueE
00007ffa1e8fb0c4 (__TEXT,__text) external __ZN8OSObject24CopyDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcPP15IODispatchQueueE
00007ffa1e8d8e76 (__TEXT,__text) external __ZN8OSObject4freeEv
00007ffa1e8d8e66 (__TEXT,__text) external __ZN8OSObject4initEv
00007ffa1e8fac64 (__TEXT,__text) external __ZN8OSObject8DispatchE5IORPC
00007ffa1e8fac9a (__TEXT,__text) external __ZN8OSObject9_DispatchEPS_5IORPC
00007ffa1e8e270c (__TEXT,__text) external __ZN8OSString10withStringEPKS_
00007ffa1e8e26e8 (__TEXT,__text) external __ZN8OSString11withCStringEPKc
00007ffa1e8e2726 (__TEXT,__text) external __ZN8OSString11withCStringEPKcm
00007ffa1e8e26fa (__TEXT,__text) external __ZN8OSString17withCStringNoCopyEPKc
00007ffa1e8e27fc (__TEXT,__text) external __ZN8OSString4freeEv
00007ffa1e8dca0c (__TEXT,__text) external __ZN9IOCommand12CommandChainEv
00007ffa1e8dc9c2 (__TEXT,__text) external __ZN9IOCommand4freeEv
00007ffa1e8dc962 (__TEXT,__text) external __ZN9IOCommand4initEv
00007ffa1e8dca02 (__TEXT,__text) external __ZN9IOCommand9FromChainEP11queue_entry
00007ffa1e8f4e88 (__TEXT,__text) external __ZN9IOService10AdjustBusyEiPFiP15OSMetaClassBase5IORPCE
00007ffa1e8dbb0c (__TEXT,__text) external __ZN9IOService10Start_ImplEPS_
00007ffa1e8f63d8 (__TEXT,__text) external __ZN9IOService10Stop_asyncEPS_PFiP15OSMetaClassBase5IORPCE
00007ffa1e8dbe2e (__TEXT,__text) external __ZN9IOService11Create_ImplEPS_PKcPS0_
00007ffa1e8f331a (__TEXT,__text) external __ZN9IOService11Stop_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ffa1e8f4fd4 (__TEXT,__text) external __ZN9IOService12GetBusyStateEPjPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f3296 (__TEXT,__text) external __ZN9IOService12Start_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ffa1e8f5274 (__TEXT,__text) external __ZN9IOService12UpdateReportEP6OSDatajPjyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f38da (__TEXT,__text) external __ZN9IOService13ClientCrashedEPS_yPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f34a6 (__TEXT,__text) external __ZN9IOService13Create_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_PKcPS3_E
00007ffa1e8f471a (__TEXT,__text) external __ZN9IOService13NewUserClientEjPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f4482 (__TEXT,__text) external __ZN9IOService13SetPowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f432a (__TEXT,__text) external __ZN9IOService13SetPropertiesEP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f3fac (__TEXT,__text) external __ZN9IOService14CopyPropertiesEPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f5d08 (__TEXT,__text) external __ZN9IOService14RemovePropertyEP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f4136 (__TEXT,__text) external __ZN9IOService14SearchPropertyEPKcS1_yPP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f66c8 (__TEXT,__text) external __ZN9IOService14SetName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007ffa1e8f6498 (__TEXT,__text) external __ZN9IOService14_NewUserClientEjP12OSDictionaryPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f53ea (__TEXT,__text) external __ZN9IOService15ConfigureReportEP6OSDatajPjPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f6d94 (__TEXT,__text) external __ZN9IOService15CopyName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSStringE
00007ffa1e8f3cec (__TEXT,__text) external __ZN9IOService15RegisterServiceEPFiP15OSMetaClassBase5IORPCE
00007ffa1e8dbc92 (__TEXT,__text) external __ZN9IOService15Stop_async_ImplEPS_
00007ffa1e8f45ce (__TEXT,__text) external __ZN9IOService16ChangePowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f6d3e (__TEXT,__text) external __ZN9IOService16SetLegend_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArraybE
00007ffa1e8f5866 (__TEXT,__text) external __ZN9IOService16StringFromReturnEiPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f6a0e (__TEXT,__text) external __ZN9IOService16Terminate_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffa1e8f6b32 (__TEXT,__text) external __ZN9IOService17AdjustBusy_InvokeE5IORPCP15OSMetaClassBasePFiS2_iE
00007ffa1e8f35be (__TEXT,__text) external __ZN9IOService17Stop_async_InvokeE5IORPCP15OSMetaClassBasePFvS2_PS_E
00007ffa1e8f5bb0 (__TEXT,__text) external __ZN9IOService17UserSetPropertiesEP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f39fc (__TEXT,__text) external __ZN9IOService18GetRegistryEntryIDEPyPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f4d3e (__TEXT,__text) external __ZN9IOService18RequireMaxBusStallEyPFiP15OSMetaClassBase5IORPCE
00007ffa1e8dbcca (__TEXT,__text) external __ZN9IOService18SetPowerState_ImplEj
00007ffa1e8f6b84 (__TEXT,__text) external __ZN9IOService19GetBusyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_PjE
00007ffa1e8f6c36 (__TEXT,__text) external __ZN9IOService19UpdateReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjyyP18IOMemoryDescriptorE
00007ffa1e8dbeda (__TEXT,__text) external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient
00007ffa1e8fce99 (__TEXT,__text) non-external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient.cold.1
00007ffa1e8f6640 (__TEXT,__text) external __ZN9IOService20ClientCrashed_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yE
00007ffa1e8f69aa (__TEXT,__text) external __ZN9IOService20NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPP12IOUserClientE
00007ffa1e8f3454 (__TEXT,__text) external __ZN9IOService20SetPowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1e8f6906 (__TEXT,__text) external __ZN9IOService20SetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12OSDictionaryE
00007ffa1e8f6798 (__TEXT,__text) external __ZN9IOService21CopyProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP12OSDictionaryE
00007ffa1e8f6f56 (__TEXT,__text) external __ZN9IOService21RemoveProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringE
00007ffa1e8f6814 (__TEXT,__text) external __ZN9IOService21SearchProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcS4_yPP11OSContainerE
00007ffa1e8dbd1c (__TEXT,__text) external __ZN9IOService21SetDispatchQueue_ImplEPKcP15IODispatchQueue
00007ffa1e8f59f0 (__TEXT,__text) external __ZN9IOService21_ClaimSystemWakeEventEPS_yPKcP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f3618 (__TEXT,__text) external __ZN9IOService21_NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jP12OSDictionaryPP12IOUserClientE
00007ffa1e8f6ce0 (__TEXT,__text) external __ZN9IOService22ConfigureReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjE
00007ffa1e8f4bae (__TEXT,__text) external __ZN9IOService22CopyProviderPropertiesEP7OSArrayPS1_PFiP15OSMetaClassBase5IORPCE
00007ffa1e8f513c (__TEXT,__text) external __ZN9IOService22CoreAnalyticsSendEventEyP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f674c (__TEXT,__text) external __ZN9IOService22RegisterService_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffa1e8dbf9a (__TEXT,__text) external __ZN9IOService22UserSetProperties_ImplEP11OSContainer
00007ffa1e8f6958 (__TEXT,__text) external __ZN9IOService23ChangePowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1e8dbabc (__TEXT,__text) external __ZN9IOService23GetRegistryEntryID_ImplEPy
00007ffa1e8f6e10 (__TEXT,__text) external __ZN9IOService23StringFromReturn_InvokeE5IORPCP15OSMetaClassBasePFiS2_iPP8OSStringE
00007ffa1e8f6114 (__TEXT,__text) external __ZN9IOService24StateNotificationItemSetEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f356c (__TEXT,__text) external __ZN9IOService24UserSetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P11OSContainerE
00007ffa1e8f339e (__TEXT,__text) external __ZN9IOService25GetRegistryEntryID_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyE
00007ffa1e8f6ae0 (__TEXT,__text) external __ZN9IOService25RequireMaxBusStall_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffa1e8f6248 (__TEXT,__text) external __ZN9IOService25StateNotificationItemCopyEP8OSStringPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f3e28 (__TEXT,__text) external __ZN9IOService26CreateDefaultDispatchQueueEPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffa1e8f5fe0 (__TEXT,__text) external __ZN9IOService27StateNotificationItemCreateEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1e8da360 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEP8OSStringP12OSDictionary
00007ffa1e8da3a8 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEPKcP12OSDictionary
00007ffa1e8f6e8e (__TEXT,__text) external __ZN9IOService28_ClaimSystemWakeEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yPKcP11OSContainerE
00007ffa1e8f6a60 (__TEXT,__text) external __ZN9IOService29CopyProviderProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArrayPS4_E
00007ffa1e8f6bda (__TEXT,__text) external __ZN9IOService29CoreAnalyticsSendEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP8OSStringP12OSDictionaryE
00007ffa1e8db9a6 (__TEXT,__text) external __ZN9IOService31CreateDefaultDispatchQueue_ImplEPP15IODispatchQueue
00007ffa1e8f705e (__TEXT,__text) external __ZN9IOService31StateNotificationItemSet_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffa1e8da196 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcP8OSObjectP12OSDictionary
00007ffa1e8da264 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary
00007ffa1e8fcc6d (__TEXT,__text) non-external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary.cold.1
00007ffa1e8f70b4 (__TEXT,__text) external __ZN9IOService32StateNotificationItemCopy_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringPP12OSDictionaryE
00007ffa1e8f33f4 (__TEXT,__text) external __ZN9IOService33CreateDefaultDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP15IODispatchQueueE
00007ffa1e8da330 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffa1e8da348 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEPKcP12OSDictionary
00007ffa1e8f5e60 (__TEXT,__text) external __ZN9IOService34CopySystemStateNotificationServiceEPPS_PFiP15OSMetaClassBase5IORPCE
00007ffa1e8f7008 (__TEXT,__text) external __ZN9IOService34StateNotificationItemCreate_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffa1e8da2b2 (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffa1e8da2fa (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEPKcP12OSDictionary
00007ffa1e8f6fa8 (__TEXT,__text) external __ZN9IOService41CopySystemStateNotificationService_InvokeE5IORPCP15OSMetaClassBasePFiS2_PPS_E
00007ffa1e8f37be (__TEXT,__text) external __ZN9IOService4StopEPS_PFiP15OSMetaClassBase5IORPCE
00007ffa1e8d8ea8 (__TEXT,__text) external __ZN9IOService4freeEv
00007ffa1e8db8b0 (__TEXT,__text) external __ZN9IOService4initEv
00007ffa1e8fce53 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.1
00007ffa1e8fce76 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.2
00007ffa1e8f36a2 (__TEXT,__text) external __ZN9IOService5StartEPS_PFiP15OSMetaClassBase5IORPCE
00007ffa1e8f48a4 (__TEXT,__text) external __ZN9IOService6CreateEPS_PKcPS0_PFiP15OSMetaClassBase5IORPCE
00007ffa1e8f3b66 (__TEXT,__text) external __ZN9IOService7SetNameEPKcPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f56dc (__TEXT,__text) external __ZN9IOService8CopyNameEPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f2f2c (__TEXT,__text) external __ZN9IOService8DispatchE5IORPC
00007ffa1e8f557c (__TEXT,__text) external __ZN9IOService9SetLegendEP7OSArraybPFiP15OSMetaClassBase5IORPCE
00007ffa1e8dbb4a (__TEXT,__text) external __ZN9IOService9Stop_ImplEPS_
00007ffa1e8f4a64 (__TEXT,__text) external __ZN9IOService9TerminateEyPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f2f36 (__TEXT,__text) external __ZN9IOService9_DispatchEPS_5IORPC
00007ffa1e8e2a36 (__TEXT,__text) external __ZN9OSBoolean4freeEv
00007ffa1e8f1aaa (__TEXT,__text) non-external (was a private external) __ZNK11IOEventLink12getMetaClassEv
00007ffa1e8fa462 (__TEXT,__text) non-external (was a private external) __ZNK11IOWorkGroup12getMetaClassEv
00007ffa1e8e1278 (__TEXT,__text) external __ZNK12OSCollection14copyCollectionEP12OSDictionary
00007ffa1e8e1288 (__TEXT,__text) external __ZNK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e8e137e (__TEXT,__text) external __ZNK12OSDictionary11getCapacityEv
00007ffa1e8e1838 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e8e1644 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectS1_E
00007ffa1e8e1362 (__TEXT,__text) external __ZNK12OSDictionary8getCountEv
00007ffa1e8e1710 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPK8OSObject
00007ffa1e8e1828 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPKc
00007ffa1e8e1298 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPK15OSMetaClassBase
00007ffa1e8e12d6 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_
00007ffa1e8e171c (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection
00007ffa1e8dc946 (__TEXT,__text) external __ZNK12OSMappedFile4dataEv
00007ffa1e8dc954 (__TEXT,__text) external __ZNK12OSMappedFile4sizeEv
00007ffa1e8e231c (__TEXT,__text) external __ZNK12OSOrderedSet13getLastObjectEv
00007ffa1e8e2310 (__TEXT,__text) external __ZNK12OSOrderedSet14getFirstObjectEv
00007ffa1e8f0c4a (__TEXT,__text) non-external (was a private external) __ZNK15IODispatchQueue12getMetaClassEv
00007ffa1e8d5e8c (__TEXT,__text) external __ZNK15OSMetaClassBase12GetClassNameEv
00007ffa1e8d6638 (__TEXT,__text) external __ZNK15OSMetaClassBase12getMetaClassEv
00007ffa1e8d65dc (__TEXT,__text) external __ZNK15OSMetaClassBase14getRetainCountEv
00007ffa1e8d65d0 (__TEXT,__text) external __ZNK15OSMetaClassBase6retainEv
00007ffa1e8d5e60 (__TEXT,__text) external __ZNK15OSMetaClassBase7PrivateEv
00007ffa1e8d65d6 (__TEXT,__text) external __ZNK15OSMetaClassBase7releaseEv
00007ffa1e8d662c (__TEXT,__text) external __ZNK15OSMetaClassBase9isEqualToEPKS_
00007ffa1e8f14be (__TEXT,__text) non-external (was a private external) __ZNK16IODispatchSource12getMetaClassEv
00007ffa1e8f07ec (__TEXT,__text) non-external (was a private external) __ZNK25IODataQueueDispatchSource12getMetaClassEv
00007ffa1e8f2242 (__TEXT,__text) non-external (was a private external) __ZNK25IOInterruptDispatchSource12getMetaClassEv
00007ffa1e8f7914 (__TEXT,__text) non-external (was a private external) __ZNK35IOServiceNotificationDispatchSource12getMetaClassEv
00007ffa1e8f9764 (__TEXT,__text) non-external (was a private external) __ZNK38OSAction_IOUserClient_KernelCompletion12getMetaClassEv
00007ffa1e8f8070 (__TEXT,__text) non-external (was a private external) __ZNK40IOServiceStateNotificationDispatchSource12getMetaClassEv
00007ffa1e8fbb54 (__TEXT,__text) non-external (was a private external) __ZNK47OSAction__IOBlockStorageDevice_KernelCompletion12getMetaClassEv
00007ffa1e8e20de (__TEXT,__text) external __ZNK5OSSet12getAnyObjectEv
00007ffa1e8e2086 (__TEXT,__text) external __ZNK5OSSet14containsObjectEPK15OSMetaClassBase
00007ffa1e8e209a (__TEXT,__text) external __ZNK5OSSet6memberEPK15OSMetaClassBase
00007ffa1e8e269a (__TEXT,__text) external __ZNK6OSData11getCapacityEv
00007ffa1e8e265a (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEmm
00007ffa1e8e246c (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEv
00007ffa1e8e249a (__TEXT,__text) external __ZNK6OSData9getLengthEv
00007ffa1e8e2360 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK15OSMetaClassBase
00007ffa1e8e2416 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK8OSString
00007ffa1e8e23e4 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKS_
00007ffa1e8e242a (__TEXT,__text) external __ZNK6OSData9isEqualToEPKvm
00007ffa1e8e1a2a (__TEXT,__text) external __ZNK7OSArray11getCapacityEv
00007ffa1e8e1d5a (__TEXT,__text) external __ZNK7OSArray13getLastObjectEv
00007ffa1e8e1d76 (__TEXT,__text) external __ZNK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e8e1dfe (__TEXT,__text) external __ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej
00007ffa1e8e1a0e (__TEXT,__text) external __ZNK7OSArray8getCountEv
00007ffa1e8e1d4e (__TEXT,__text) external __ZNK7OSArray9getObjectEj
00007ffa1e8e18d8 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPK15OSMetaClassBase
00007ffa1e8e1916 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPKS_
00007ffa1e8fa98e (__TEXT,__text) non-external (was a private external) __ZNK8OSAction12getMetaClassEv
00007ffa1e8e2864 (__TEXT,__text) external __ZNK8OSNumber12numberOfBitsEv
00007ffa1e8e2870 (__TEXT,__text) external __ZNK8OSNumber17unsigned8BitValueEv
00007ffa1e8e2894 (__TEXT,__text) external __ZNK8OSNumber18unsigned16BitValueEv
00007ffa1e8e28b8 (__TEXT,__text) external __ZNK8OSNumber18unsigned32BitValueEv
00007ffa1e8e28d6 (__TEXT,__text) external __ZNK8OSNumber18unsigned64BitValueEv
00007ffa1e8e28f8 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPK15OSMetaClassBase
00007ffa1e8e2960 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPKS_
00007ffa1e8d65e6 (__TEXT,__text) external __ZNK8OSObject6retainEv
00007ffa1e8fbec7 (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.1
00007ffa1e8fbeea (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.2
00007ffa1e8d660c (__TEXT,__text) external __ZNK8OSObject7releaseEv
00007ffa1e8fbf0d (__TEXT,__text) non-external __ZNK8OSObject7releaseEv.cold.1
00007ffa1e8e273a (__TEXT,__text) external __ZNK8OSString16getCStringNoCopyEv
00007ffa1e8e2730 (__TEXT,__text) external __ZNK8OSString9getLengthEv
00007ffa1e8e2772 (__TEXT,__text) external __ZNK8OSString9isEqualToEPK15OSMetaClassBase
00007ffa1e8e24ac (__TEXT,__text) external __ZNK8OSString9isEqualToEPK6OSData
00007ffa1e8e27b8 (__TEXT,__text) external __ZNK8OSString9isEqualToEPKS_
00007ffa1e8e27c4 (__TEXT,__text) external __ZNK8OSString9isEqualToEPKc
00007ffa1e8dbfa2 (__TEXT,__text) external __ZNK9IOService11GetProviderEv
00007ffa1e8e2a2a (__TEXT,__text) external __ZNK9OSBoolean6retainEv
00007ffa1e8e2a30 (__TEXT,__text) external __ZNK9OSBoolean7releaseEv
00007ffa43ab89e8 (__DATA,__const_weak) external __ZTI10IOReporter
00007ffa43ab8ad8 (__DATA,__const_weak) external __ZTI11IOEventLink
00007ffa4193fcc8 (__DATA_CONST,__const) external __ZTI11IOMemoryMap
00007ffa43ab8e90 (__DATA,__const_weak) external __ZTI11IOWorkGroup
00007ffa4193de48 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSContainer
00007ffa4193d7b8 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSInterface
00007ffa4193ed48 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSMetaClass
00007ffa43ab8a88 (__DATA,__const_weak) external __ZTI12IODMACommand
00007ffa43ab8df0 (__DATA,__const_weak) external __ZTI12IOUserClient
00007ffa41940c50 (__DATA_CONST,__const) external __ZTI12IOUserServer
00007ffa4193de98 (__DATA_CONST,__const) external __ZTI12OSCollection
00007ffa4193dfc0 (__DATA_CONST,__const) external __ZTI12OSDictionary
00007ffa43ab8808 (__DATA,__const_weak) external __ZTI12OSMappedFile
00007ffa43ab8998 (__DATA,__const_weak) external __ZTI12OSOrderedSet
00007ffa43ab88a8 (__DATA,__const_weak) external __ZTI13IOCommandPool
00007ffa43ab8a38 (__DATA,__const_weak) external __ZTI14IOReportLegend
00007ffa43ab8930 (__DATA,__const_weak) weak external __ZTI14OSSetInterface
00007ffa41941d38 (__DATA_CONST,__const) external __ZTI14OSSetMetaClass
00007ffa4193f4a8 (__DATA_CONST,__const) external __ZTI15IODispatchQueue
00007ffa43ab8c48 (__DATA,__const_weak) weak external __ZTI15IOStateReporter
00007ffa4193e338 (__DATA_CONST,__const) non-external (was a private external) __ZTI15OSDataInterface
00007ffa419415b8 (__DATA_CONST,__const) external __ZTI15OSDataMetaClass
00007ffa4193d740 (__DATA_CONST,__const) external __ZTI15OSMetaClassBase
00007ffa4193e630 (__DATA_CONST,__const) external __ZTI15OSSerialization
00007ffa4193f658 (__DATA_CONST,__const) external __ZTI16IODispatchSource
00007ffa4193e918 (__DATA_CONST,__const) non-external (was a private external) __ZTI16IOReporter_IVars
00007ffa43ab8b90 (__DATA,__const_weak) weak external __ZTI16IOSimpleReporter
00007ffa4193e0d0 (__DATA_CONST,__const) non-external (was a private external) __ZTI16OSArrayInterface
00007ffa41941078 (__DATA_CONST,__const) external __ZTI16OSArrayMetaClass
00007ffa43ab88e0 (__DATA,__const_weak) weak external __ZTI17IOThreadInterface
00007ffa41942238 (__DATA_CONST,__const) external __ZTI17IOThreadMetaClass
00007ffa41940f48 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSActionInterface
00007ffa41940ec8 (__DATA_CONST,__const) external __ZTI17OSActionMetaClass
00007ffa43ab87a0 (__DATA,__const_weak) weak external __ZTI17OSBundleInterface
00007ffa41941268 (__DATA_CONST,__const) external __ZTI17OSBundleMetaClass
00007ffa4193e4a8 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSNumberInterface
00007ffa419418a0 (__DATA_CONST,__const) external __ZTI17OSNumberMetaClass
00007ffa41941a18 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSObjectInterface
00007ffa41941998 (__DATA_CONST,__const) external __ZTI17OSObjectMetaClass
00007ffa4193e3f0 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSStringInterface
00007ffa41941e30 (__DATA_CONST,__const) external __ZTI17OSStringMetaClass
00007ffa43ab8840 (__DATA,__const_weak) weak external __ZTI18IOCommandInterface
00007ffa4193ef10 (__DATA_CONST,__const) external __ZTI18IOCommandMetaClass
00007ffa4193fb18 (__DATA_CONST,__const) external __ZTI18IOMemoryDescriptor
00007ffa41940338 (__DATA_CONST,__const) non-external (was a private external) __ZTI18IOServiceInterface
00007ffa419402b8 (__DATA_CONST,__const) external __ZTI18IOServiceMetaClass
00007ffa4193e560 (__DATA_CONST,__const) non-external (was a private external) __ZTI18OSBooleanInterface
00007ffa41941170 (__DATA_CONST,__const) external __ZTI18OSBooleanMetaClass
00007ffa43ab8d00 (__DATA,__const_weak) weak external __ZTI19IOHistogramReporter
00007ffa43ab89d0 (__DATA,__const_weak) weak external __ZTI19IOReporterInterface
00007ffa41940060 (__DATA_CONST,__const) external __ZTI19IOReporterMetaClass
00007ffa43ab8ac0 (__DATA,__const_weak) weak external __ZTI20IOEventLinkInterface
00007ffa4193f770 (__DATA_CONST,__const) external __ZTI20IOEventLinkMetaClass
00007ffa4193fcb0 (__DATA_CONST,__const) non-external (was a private external) __ZTI20IOMemoryMapInterface
00007ffa4193fc30 (__DATA_CONST,__const) external __ZTI20IOMemoryMapMetaClass
00007ffa43ab8e78 (__DATA,__const_weak) weak external __ZTI20IOWorkGroupInterface
00007ffa41940d68 (__DATA_CONST,__const) external __ZTI20IOWorkGroupMetaClass
00007ffa4193de30 (__DATA_CONST,__const) non-external (was a private external) __ZTI20OSContainerInterface
00007ffa41941458 (__DATA_CONST,__const) external __ZTI20OSContainerMetaClass
00007ffa43ab8a70 (__DATA,__const_weak) weak external __ZTI21IODMACommandInterface
00007ffa4193f100 (__DATA_CONST,__const) external __ZTI21IODMACommandMetaClass
00007ffa4193ebb8 (__DATA_CONST,__const) non-external (was a private external) __ZTI21IOStateReporter_IVars
00007ffa419407c0 (__DATA_CONST,__const) external __ZTI21IOTimerDispatchSource
00007ffa43ab8dd8 (__DATA,__const_weak) weak external __ZTI21IOUserClientInterface
00007ffa41940978 (__DATA_CONST,__const) external __ZTI21IOUserClientMetaClass
