00007ff8113eebc4 (__TEXT,__text) non-external +[CalAlarm alarm]
00007ff840c70358 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCopying
00007ff840c70508 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCopying
00007ff840c70970 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCopying
00007ff840c70c00 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCopying
00007ff840c71060 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCopying
00007ff840c71400 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCopying
00007ff840c71580 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCopying
00007ff840c717c8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCopying
00007ff840c70c08 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalAlarm
00007ff840c70360 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalAttendee
00007ff840c70978 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalCalendar
00007ff840c717d0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalCalendarItem
00007ff840c70880 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalCalendarStore
00007ff840c70510 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalGroup
00007ff840c71408 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalNthWeekDay
00007ff840c71588 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalRecurrenceEnd
00007ff840c71068 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalRecurrenceRule
00007ff840c70dd8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalAlarm
00007ff840c704a0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalAttendee
00007ff840c70b98 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalCalendar
00007ff840c719e0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalCalendarItem
00007ff840c71720 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalCalendarItemPredicate
00007ff840c70908 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalCalendarStore
00007ff840c70ff8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalEvent
00007ff840c702f0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalEventPredicate
00007ff840c70740 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalGroup
00007ff840c714d8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalNthWeekDay
00007ff840c701f8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalPredicate
00007ff840c71668 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalRecurrenceEnd
00007ff840c71298 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalRecurrenceRule
00007ff840c71b20 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalTask
00007ff840c707d0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalTaskPredicate
00007ff840c70178 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_CalendarAgentClient
00007ff840c70170 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSCopying
00007ff840c70c20 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalAlarm
00007ff840c70378 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalAttendee
00007ff840c70990 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalCalendar
00007ff840c717e8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalCalendarItem
00007ff840c716b0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalCalendarItemPredicate
00007ff840c70898 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalCalendarStore
00007ff840c70e20 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalEvent
00007ff840c70240 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalEventPredicate
00007ff840c70528 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalGroup
00007ff840c71420 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalNthWeekDay
00007ff840c70188 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalPredicate
00007ff840c715a0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalRecurrenceEnd
00007ff840c71080 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalRecurrenceRule
00007ff840c71a28 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalTask
00007ff840c70788 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalTaskPredicate
00007ff84292e430 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_CalendarAgentClient
00007ff84292e3d0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSCopying
                 (undefined) external __Unwind_Resume (from libSystem)
00007ff8113f0121 (__TEXT,__text) non-external ___25-[CalGroup managedObject]_block_invoke
00007ff8113ed594 (__TEXT,__text) non-external ___40+[CalCalendarStore defaultCalendarStore]_block_invoke
00007ff8113f852f (__TEXT,__text) non-external ___46-[NSDate(CalStoreUtils) calStoreNSDateWithGMT]_block_invoke
00007ff8113f14cc (__TEXT,__text) non-external ___48+[CalCalendarStore requestAccessForServiceName:]_block_invoke
00007ff8113f83e5 (__TEXT,__text) non-external ___52-[NSDate(CalStoreUtils) calStoreNSDateWithTimeZone:]_block_invoke
00007ff8113f3f3f (__TEXT,__text) non-external ___56-[CalCalendarStore calPersistanceNotification:userInfo:]_block_invoke
00007ff8113f828e (__TEXT,__text) non-external ___70+[NSDate(CalStoreUtils) calStoreDateInTimeZone:fromFloatingDateInGMT:]_block_invoke
00007ff8113ee75c (__TEXT,__text) non-external ___73-[CalStoreRemoteManagedEvent(CalStoreUtils) expandEventsFromDate:toDate:]_block_invoke
00007ff8113ee745 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff8113f8264 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff8113f8a4c (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff8113ee792 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff8113f827b (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff8113f8a63 (__TEXT,__text) non-external ___Block_byref_object_dispose_
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00007ff840c6ece0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e8_v12?0c8l
00007ff840c6eda0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32o40r_e16_v16?0"NSDate"8l
00007ff840c6edd0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32o40r_e17_v16?0"NSArray"8l
00007ff840c6ec20 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32o40r_e37_v16?0"CalStoreRemoteManagedObject"8l
00007ff840c6ecb0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32o40r_e8_v12?0C8l
00007ff840c6ed20 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32o40o48o_e5_v8?0l
00007ff840c6ed00 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8113f3f80 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32o40o48o
00007ff8113f0157 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32o40r
00007ff8113f3fca (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32o40o48o
00007ff8113f018f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32o40r
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
00007ff84292e490 (__DATA,__bss) non-external __defaultCalendarStore
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_retain (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _getStringUUID (from CalendarAgentLink)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kTCCServiceCalendar (from TCC)
                 (undefined) external _kTCCServiceReminders (from TCC)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_getProperty (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_setProperty_atomic_copy (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic_copy (from libobjc)
                 (undefined) external _objc_sync_enter (from libobjc)
                 (undefined) external _objc_sync_exit (from libobjc)
