000000019fc65600 (__TEXT,__text) non-external +[AMFI isAvailable]
                 (undefined) external _SecStaticCodeSetCallback (from Security)
000000019fc69aa8 (__TEXT,__const) external _SystemPolicyVersionNumber
000000019fc69a78 (__TEXT,__const) external _SystemPolicyVersionString
000000019fc5dd00 (__TEXT,__text) external _URLisDirectory
000000019fc65580 (__TEXT,__text) non-external (was a private external) __AMFIExecutionPreflight
000000019fc6840c (__TEXT,__text) non-external __AMFIExecutionPreflight.cold.1
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __CFBundleCreateUnique (from CoreFoundation)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001dbc1dda8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CATEGORY_NSData_$_Strings
000000019fc69968 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AMFI
000000019fc68fa8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapper
000000019fc69988 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapperPolicy
000000019fc69088 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_GKScanResult
000000019fc695c0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_MIS
000000019fc69938 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_NSData(Strings)
000000019fc69168 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionHistoryItem
000000019fc68fc8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionPolicyItem
000000019fc68e30 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPFilePolicy
000000019fc694f8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionHistoryItem
000000019fc69268 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicy(MDM)
000000019fc68c80 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicyItem
000000019fc69100 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPLog
000000019fc69638 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPMigration
00000001d2b9de38 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_GKScanResult
00000001d2b9d510 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00000001d2b9dba8 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00000001d2b9de08 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00000001d2b9df48 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00000001d2b9e958 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00000001d2b9df78 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionHistoryItem
00000001d2b9dbd8 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionPolicyItem
00000001d2b9e988 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionHistoryItem
00000001d2b9d540 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionPolicyItem
000000019fc68dc8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AKELData
000000019fc699a8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AppWrapperPolicyResult
000000019fc68ef8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_BundleData
000000019fc690a0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_GKScanResult
000000019fc69950 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_NSData(Strings)
000000019fc68e50 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyCacheMeta
000000019fc696f0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyScanTarget
000000019fc699f8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPDeveloperPolicy
000000019fc69188 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionHistoryItem
000000019fc69418 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicy(Gatekeeper)
000000019fc68fe0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicyItem
000000019fc696a0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPInstallationPolicy
000000019fc69230 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistory
000000019fc69510 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistoryItem
000000019fc69280 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicy(MDM)
000000019fc68c98 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicyItem
000000019fc698e8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPMigrationScanner
000000019fc68d78 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_StagedBundleData
00000001d2b9d848 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AKELData
00000001d2b9f4d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AppWrapperPolicyResult
00000001d2b9d9e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_BundleData
00000001d2b9de50 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_GKScanResult
00000001d2b9d8b0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyCacheMeta
00000001d2b9ee10 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyScanTarget
00000001d2b9f7b8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPDeveloperPolicy
00000001d2b9df90 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionHistoryItem
00000001d2b9e848 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicy
00000001d2b9dbf0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicyItem
00000001d2b9eda8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPInstallationPolicy
00000001d2b9e148 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistory
00000001d2b9e9a0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistoryItem
00000001d2b9e4d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicy
00000001d2b9d558 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicyItem
00000001d2b9f430 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPMigrationScanner
00000001d2b9d718 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_StagedBundleData
00000001d2b9f538 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_AppWrapperPolicyResult
00000001d2b9dac8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_BundleData
00000001d2b9de98 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_GKScanResult
00000001d2b9d978 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyCacheMeta
00000001d2b9f258 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyScanTarget
00000001d2b9f800 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPDeveloperPolicy
00000001d2b9e098 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionHistoryItem
00000001d2b9dcf8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionPolicyItem
00000001d2b9eac8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionHistoryItem
00000001d2b9e560 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicy
00000001d2b9d680 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicyItem
00000001d2b9f498 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPMigrationScanner
00000001d2b9d820 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_StagedBundleData
00000001d2b9d4e8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00000001d2b9db80 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00000001d2b9dde0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00000001d2b9df20 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00000001d2b9e930 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00000001d2b9e5d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManager
00000001d2b9eb60 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManager
00000001d2b9f570 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManager
00000001d2b9e820 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManagerRemote
00000001d2b9e120 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_KernelExtensionHistoryAPI
00000001d2b9e190 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_KernelExtensionPolicyAPI
00000001d2b9d488 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00000001d2b9db20 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00000001d2b9dd80 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00000001d2b9dec0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00000001d2b9e8d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00000001d2b9e790 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManager
00000001d2b9ed18 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManager
00000001d2b9f728 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManager
00000001d2b9e840 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManagerRemote
00000001d2b9e140 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_KernelExtensionHistoryAPI
00000001d2b9e408 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_KernelExtensionPolicyAPI
00000001d2b9d4c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00000001d2b9db58 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00000001d2b9ddb8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00000001d2b9def8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00000001d2b9e908 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00000001d2b9d508 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00000001d2b9dba0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00000001d2b9de00 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00000001d2b9df40 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00000001d2b9e950 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00000001d2b9d4d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00000001d2b9db68 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00000001d2b9ddc8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00000001d2b9df08 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00000001d2b9e918 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00000001d2b9de20 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_GKScanResult
00000001d2b9df60 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPExecutionHistoryItem
00000001d2b9dbc0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPExecutionPolicyItem
00000001d2b9e970 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPKernelExtensionHistoryItem
00000001d2b9d528 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPKernelExtensionPolicyItem
00000001dbc1eab8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AKELData
00000001dbc1f4d8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AMFI
00000001dbc1ecf8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AppWrapper
00000001dbc1f5f8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AppWrapperPolicy
00000001dbc1f568 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AppWrapperPolicyResult
00000001dbc1ec68 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_BundleData
00000001dbc1ee18 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_GKScanResult
00000001dbc1f208 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_MIS
00000001dbc1ebd8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_PolicyCacheMeta
00000001dbc1f3b8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_PolicyScanTarget
00000001dbc1f688 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPDeveloperPolicy
00000001dbc1ef38 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPExecutionHistoryItem
00000001dbc1f0e8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPExecutionPolicy
00000001dbc1ed88 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPExecutionPolicyItem
00000001dbc1eb48 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPFilePolicy
00000001dbc1f328 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPInstallationPolicy
00000001dbc1efc8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPKernelExtensionHistory
00000001dbc1f178 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPKernelExtensionHistoryItem
00000001dbc1f058 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPKernelExtensionPolicy
00000001dbc1e998 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPKernelExtensionPolicyItem
00000001dbc1eea8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPLog
00000001dbc1f298 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPMigration
00000001dbc1f448 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPMigrationScanner
00000001dbc1ea28 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_StagedBundleData
00000001d2b9d470 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_ExecManager
00000001d2b9d478 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_ExecManagerRemote
00000001d2b9d460 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_KernelExtensionHistoryAPI
00000001d2b9d468 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_KernelExtensionPolicyAPI
00000001d2b9d450 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSCoding
00000001d2b9d458 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSSecureCoding
00000001dbc1ea70 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AKELData
00000001dbc1f490 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AMFI
00000001dbc1ecb0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AppWrapper
00000001dbc1f5b0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AppWrapperPolicy
00000001dbc1f520 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AppWrapperPolicyResult
00000001dbc1ec20 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_BundleData
00000001dbc1edd0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_GKScanResult
00000001dbc1f1c0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_MIS
00000001dbc1eb90 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_PolicyCacheMeta
00000001dbc1f370 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_PolicyScanTarget
00000001dbc1f640 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPDeveloperPolicy
00000001dbc1eef0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPExecutionHistoryItem
00000001dbc1f0a0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPExecutionPolicy
00000001dbc1ed40 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPExecutionPolicyItem
00000001dbc1eb00 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPFilePolicy
00000001dbc1f2e0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPInstallationPolicy
00000001dbc1ef80 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionHistory
00000001dbc1f130 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionHistoryItem
00000001dbc1f010 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionPolicy
00000001dbc1e950 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionPolicyItem
00000001dbc1ee60 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPLog
00000001dbc1f250 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPMigration
00000001dbc1f400 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPMigrationScanner
00000001dbc1e9e0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_StagedBundleData
00000001d6f9eb68 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManager
00000001d6f9ebc8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManagerRemote
00000001d6f9eaa8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionHistoryAPI
00000001d6f9eb08 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionPolicyAPI
00000001d6f9e9e0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSCoding
00000001d6f9ea40 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSSecureCoding
00000001d6f9e648 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManager
00000001d6f9e650 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManagerRemote
00000001d6f9e638 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionHistoryAPI
00000001d6f9e640 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionPolicyAPI
                 (undefined) external __Unwind_Resume (from libSystem)
000000019fc62f58 (__TEXT,__text) non-external ___100-[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]_block_invoke
000000019fc62dd0 (__TEXT,__text) non-external ___104-[SPInstallationPolicy canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:error:]_block_invoke
000000019fc5a200 (__TEXT,__text) non-external ___13+[SPLog exec]_block_invoke
000000019fc5a164 (__TEXT,__text) non-external ___13+[SPLog kext]_block_invoke
000000019fc5a0c8 (__TEXT,__text) non-external ___16+[SPLog generic]_block_invoke
000000019fc5a338 (__TEXT,__text) non-external ___18+[SPLog signposts]_block_invoke
000000019fc5a29c (__TEXT,__text) non-external ___21+[SPLog measurements]_block_invoke
000000019fc5f4e4 (__TEXT,__text) non-external ___22+[MIS currentDeviceID]_block_invoke
000000019fc53700 (__TEXT,__text) non-external ___24-[AKELData initWithURL:]_block_invoke
000000019fc5a3c4 (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke
000000019fc67794 (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke.cold.1
000000019fc53e28 (__TEXT,__text) non-external ___31+[SPFilePolicy getAllowedPaths]_block_invoke
000000019fc52c84 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke
000000019fc53034 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.27
000000019fc65fb0 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.1
000000019fc6607c (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.2
000000019fc5bb70 (__TEXT,__text) non-external ___40-[SPKernelExtensionPolicy currentPolicy]_block_invoke
000000019fc645d4 (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke
000000019fc6471c (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke_2
000000019fc65dfc (__TEXT,__text) non-external ___43-[SPDeveloperPolicy isDeveloperModeEnabled]_block_invoke
000000019fc5cb8c (__TEXT,__text) non-external ___43-[SPExecutionPolicy legacyExecutionHistory]_block_invoke
000000019fc5bb94 (__TEXT,__text) non-external ___43-[SPKernelExtensionPolicy pendingApprovals]_block_invoke
000000019fc5d11c (__TEXT,__text) non-external ___45-[SPExecutionPolicy isBlockedSoftware:error:]_block_invoke
000000019fc5cc08 (__TEXT,__text) non-external ___48-[SPExecutionPolicy blockedExecutionPolicyItems]_block_invoke
000000019fc5af94 (__TEXT,__text) non-external ___50-[SPKernelExtensionHistory kernelExtensionHistory]_block_invoke
000000019fc65eb4 (__TEXT,__text) non-external ___51-[SPDeveloperPolicy setDeveloperModeEnabled:error:]_block_invoke
000000019fc5cd00 (__TEXT,__text) non-external ___51-[SPExecutionPolicy addGatekeeperUserIntent:error:]_block_invoke
000000019fc5bb3c (__TEXT,__text) non-external ___51-[SPKernelExtensionPolicy updatePolicyItems:error:]_block_invoke
000000019fc5c21c (__TEXT,__text) non-external ___52-[SPKernelExtensionPolicy requiresSecurityDowngrade]_block_invoke
000000019fc5ce04 (__TEXT,__text) non-external ___54-[SPExecutionPolicy addBlockedSoftwareOverride:error:]_block_invoke
000000019fc5d018 (__TEXT,__text) non-external ___54-[SPExecutionPolicy getBlockedSoftwareOverride:error:]_block_invoke
000000019fc5c1f8 (__TEXT,__text) non-external ___54-[SPKernelExtensionPolicy triggerPanicMedicWithError:]_block_invoke
000000019fc5b0f0 (__TEXT,__text) non-external ___55+[SPKernelExtensionPolicy findBundledKernelExtensions:]_block_invoke
000000019fc5b624 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy canLoadKernelExtension:error:]_block_invoke
000000019fc5c0d4 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]_block_invoke
000000019fc5c240 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy requiresRebootForInstallation]_block_invoke
000000019fc65ee0 (__TEXT,__text) non-external ___57-[SPDeveloperPolicy isDeveloperToolEnvironmentWithError:]_block_invoke
000000019fc5b7ec (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]_block_invoke
000000019fc5c1ac (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy updateLastUsedTimes:withError:]_block_invoke
000000019fc580b8 (__TEXT,__text) non-external ___58-[BundleData initWithURL:withReloadBlock:watchForUpdates:]_block_invoke
000000019fc5c264 (__TEXT,__text) non-external ___58-[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]_block_invoke
000000019fc5e74c (__TEXT,__text) non-external ___61-[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]_block_invoke
000000019fc5b708 (__TEXT,__text) non-external ___63-[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]_block_invoke
000000019fc5cf10 (__TEXT,__text) non-external ___64-[SPExecutionPolicy setBlockedSoftwareOverride:isEnabled:error:]_block_invoke
000000019fc5bf50 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]_block_invoke
000000019fc5c288 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]_block_invoke
000000019fc5bc80 (__TEXT,__text) non-external ___65-[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]_block_invoke
