00007ff8438a0c68 (__DATA,__data) non-external _C
00007ff802acae4f (__TEXT,__text) external _acl_maximal_permset_mask_np
00007ff840085df0 (__DATA_CONST,__const) non-external _acl_perms
00007ff802acac02 (__TEXT,__text) external _acl_set_fd
00007ff802acab96 (__TEXT,__text) external _acl_set_fd_np
00007ff802acac0c (__TEXT,__text) external _acl_set_file
00007ff802acad1a (__TEXT,__text) external _acl_set_flagset_np
00007ff802acac78 (__TEXT,__text) external _acl_set_link_np
00007ff802acae17 (__TEXT,__text) external _acl_set_permset
00007ff802acae97 (__TEXT,__text) external _acl_set_permset_mask_np
00007ff802acaab5 (__TEXT,__text) external _acl_set_qualifier
00007ff802acaafa (__TEXT,__text) external _acl_set_tag_type
00007ff802a97830 (__TEXT,__text) external _acl_size
00007ff802acb708 (__TEXT,__text) external _acl_to_text
00007ff802aca7a2 (__TEXT,__text) external _acl_valid
00007ff802aca7d4 (__TEXT,__text) external _acl_valid_fd_np
00007ff802aca7ea (__TEXT,__text) external _acl_valid_file_np
00007ff802aca800 (__TEXT,__text) external _acl_valid_link
00007ff802ac3858 (__TEXT,__text) non-external _addToMP
00007ff802adddd8 (__TEXT,__text) non-external _addcmd
00007ff802ae5126 (__TEXT,__text) external _addr2ascii
00007ff8438a27a8 (__DATA,__bss) non-external _addr2ascii.staticbuf
00007ff802aa05ec (__TEXT,__text) non-external _advance_directory
00007ff802b07c7b (__TEXT,__text) non-external _advance_directory.cold.1
00007ff802b07c7b (__TEXT,__text) non-external _advance_directory.cold.1
00007ff802ab8f99 (__TEXT,__text) external _alarm
00007ff802ad2acf (__TEXT,__text) non-external _alloc_segs
00007ff802b06569 (__TEXT,__text) external _alphasort
00007ff802ab5909 (__TEXT,__text) external _alphasort$INODE64
00007ff802b0c660 (__TEXT,__const) non-external _ambig
00007ff802a88fbc (__TEXT,__text) non-external _arc4_init
00007ff802b083fb (__TEXT,__text) non-external _arc4_init.cold.1
00007ff802a96279 (__TEXT,__text) external _arc4random
00007ff802ad92b3 (__TEXT,__text) external _arc4random_addrandom
00007ff802a88f94 (__TEXT,__text) external _arc4random_buf
00007ff802ab9d3b (__TEXT,__text) external _arc4random_stir
00007ff802a9c1d4 (__TEXT,__text) external _arc4random_uniform
00007ff8438a2900 (__DATA,__bss) non-external _arg_type_queue
00007ff802afee0b (__TEXT,__text) non-external (was a private external) _arrayfree
00007ff802abcb28 (__TEXT,__text) non-external _arrayget
00007ff802ae51cc (__TEXT,__text) external _ascii2addr
00007ff802ab6d65 (__TEXT,__text) external _asctime
00007ff802aab1c6 (__TEXT,__text) external _asctime_r
00007ff802b0c410 (__TEXT,__const) non-external _asctime_r.mon_name
00007ff802b0c3f0 (__TEXT,__const) non-external _asctime_r.wday_name
                 (undefined) external _asl_append (from libsystem_asl)
                 (undefined) external _asl_get (from libsystem_asl)
                 (undefined) external _asl_match (from libsystem_asl)
                 (undefined) external _asl_new (from libsystem_asl)
                 (undefined) external _asl_next (from libsystem_asl)
                 (undefined) external _asl_open (from libsystem_asl)
                 (undefined) external _asl_release (from libsystem_asl)
                 (undefined) external _asl_send (from libsystem_asl)
                 (undefined) external _asl_set (from libsystem_asl)
                 (undefined) external _asl_set_query (from libsystem_asl)
00007ff802a970b2 (__TEXT,__text) external _asprintf
00007ff802ae7bed (__TEXT,__text) external _asprintf_l
00007ff802acc4ad (__TEXT,__text) external _asxprintf
00007ff802acccb4 (__TEXT,__text) external _asxprintf_exec
00007ff802aff5a1 (__TEXT,__text) external _at_quick_exit
00007ff802ab20ac (__TEXT,__text) external _atexit
00007ff802ab40f9 (__TEXT,__text) external _atexit_b
00007ff84366a3c8 (__DATA_DIRTY,__data) non-external _atexit_mutex
00007ff802a8f127 (__TEXT,__text) non-external _atexit_register
00007ff802b0951b (__TEXT,__text) non-external _atexit_register.cold.1
00007ff802abfc36 (__TEXT,__text) external _atof
00007ff802aaccde (__TEXT,__text) external _atof_l
00007ff802a967be (__TEXT,__text) external _atoi
00007ff802af69bd (__TEXT,__text) external _atoi_l
00007ff802a9ecd5 (__TEXT,__text) external _atol
00007ff802af69d1 (__TEXT,__text) external _atol_l
00007ff802a97e5d (__TEXT,__text) external _atoll
00007ff802af69e5 (__TEXT,__text) external _atoll_l
00007ff802a97989 (__TEXT,__text) external _backtrace
00007ff802ac3f28 (__TEXT,__text) external _backtrace_async
00007ff802ac3f8b (__TEXT,__text) external _backtrace_from_fp
00007ff8438a08d0 (__DATA,__data) non-external _backtrace_get_pcs_func
00007ff802a9e842 (__TEXT,__text) external _backtrace_image_offsets
00007ff802ac3f00 (__TEXT,__text) external _backtrace_set_pcs_func
00007ff802a9d01b (__TEXT,__text) external _backtrace_symbols
00007ff802ac3fe0 (__TEXT,__text) external _backtrace_symbols_fd
00007ff802a9e7ec (__TEXT,__text) external _basename
00007ff84366ac30 (__DATA_DIRTY,__bss) non-external _basename.bname
00007ff802a9e008 (__TEXT,__text) external _basename_r
                 (indirect) external _bcmp (for __platform_memcmp)
00007ff802a8906e (__TEXT,__text) external _bcopy
00007ff802ac3b37 (__TEXT,__text) non-external _bitCountMP
00007ff802b07c56 (__TEXT,__text) non-external _bitCountMP.cold.1
00007ff802b0c270 (__TEXT,__const) non-external _blanks
00007ff802b0c340 (__TEXT,__const) non-external _blanks
00007ff8438a0ef0 (__DATA,__data) non-external _blanks
                 (undefined) external _bootstrap_parent (from libxpc)
                 (undefined) external _bootstrap_port (from libsystem_kernel)
00007ff802ac6570 (__TEXT,__text) non-external _both_ftw
00007ff802b06fd8 (__TEXT,__text) non-external _both_ftw
00007ff8438a1fd0 (__DATA,__bss) non-external _brapreg
00007ff802ac10cb (__TEXT,__text) external _brk
00007ff802ac10e3 (__TEXT,__text) external _bsd_signal
00007ff802a8fe56 (__TEXT,__text) external _bsearch
00007ff802a994ed (__TEXT,__text) external _bsearch_b
00007ff802ad1c73 (__TEXT,__text) non-external _bt_broot
00007ff802ad19d6 (__TEXT,__text) non-external _bt_page
00007ff802ad1db4 (__TEXT,__text) non-external _bt_preserve
00007ff802ad1df1 (__TEXT,__text) non-external _bt_psplit
00007ff802ad18fa (__TEXT,__text) non-external _bt_root
00007ff802ad1b74 (__TEXT,__text) non-external _bt_rroot
00007ff802ac0507 (__TEXT,__text) external _btowc
00007ff802ac052f (__TEXT,__text) external _btowc_l
00007ff8438a1dd0 (__DATA,__bss) non-external _buf_asctime
00007ff802aea7e0 (__TEXT,__text) non-external _build_arg_table
                 (indirect) external _bzero (for __platform_bzero)
00007ff802b0a1d8 (__TEXT,__const) non-external (was a private external) _cVersionNumber
00007ff802b0a1b0 (__TEXT,__const) non-external (was a private external) _cVersionString
                 (undefined) external _calloc (from libsystem_malloc)
00007ff802ae7b0d (__TEXT,__text) external _catclose
00007ff802b0c108 (__TEXT,__const) non-external _categories.rel
00007ff802ae7803 (__TEXT,__text) external _catgets
00007ff802ae7138 (__TEXT,__text) external _catopen
                 (undefined) external _ccrng (from libcorecrypto)
                 (undefined) external _ccrng_uniform (from libcorecrypto)
00007ff802ade157 (__TEXT,__text) external _cfgetispeed
00007ff802aacd6d (__TEXT,__text) external _cfgetospeed
00007ff802ade189 (__TEXT,__text) external _cfmakeraw
00007ff802ade16d (__TEXT,__text) external _cfsetispeed
00007ff802ade161 (__TEXT,__text) external _cfsetospeed
00007ff802ade179 (__TEXT,__text) external _cfsetspeed
00007ff802adafcc (__TEXT,__text) external _cgetcap
00007ff802adb8f0 (__TEXT,__text) external _cgetclose
00007ff802adb05a (__TEXT,__text) external _cgetent
00007ff802adb89f (__TEXT,__text) external _cgetfirst
00007ff802adb845 (__TEXT,__text) external _cgetmatch
00007ff802adb92d (__TEXT,__text) external _cgetnext
00007ff802adc03e (__TEXT,__text) external _cgetnum
00007ff802adaf48 (__TEXT,__text) external _cgetset
00007ff802adbcfa (__TEXT,__text) external _cgetstr
00007ff802adbf54 (__TEXT,__text) external _cgetustr
00007ff802ae0099 (__TEXT,__text) non-external _chainsearch
00007ff802b0bfd0 (__TEXT,__const) non-external _char_shell
                 (undefined) external _chdir (from libsystem_kernel)
00007ff802ab5ed8 (__TEXT,__text) non-external _check_env_var
00007ff802aa1bd8 (__TEXT,__text) non-external _chmodx1
00007ff802aa1bb1 (__TEXT,__text) external _chmodx_np
00007ff802aa1de2 (__TEXT,__text) non-external _chmodx_syscall
00007ff802ae7c83 (__TEXT,__text) external _clearerr
00007ff802ae7ca3 (__TEXT,__text) external _clearerr_unlocked
00007ff802ab205a (__TEXT,__text) external _clock
                 (undefined) external _clock_get_time (from libsystem_kernel)
00007ff802ac0f2c (__TEXT,__text) external _clock_getres
00007ff802a98084 (__TEXT,__text) external _clock_gettime
00007ff802a88e14 (__TEXT,__text) external _clock_gettime_nsec_np
00007ff84366c5f0 (__DATA_DIRTY,__common) external _clock_port
00007ff84366c5a0 (__DATA_DIRTY,__common) external _clock_sem
00007ff802ac0fa4 (__TEXT,__text) external _clock_settime
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
00007ff802aa0940 (__TEXT,__text) non-external _close_directory
00007ff802a8fabb (__TEXT,__text) external _closedir
00007ff8400868e0 (__DATA_CONST,__const) non-external _cnames
00007ff802ad3db9 (__TEXT,__text) non-external _collect_data
00007ff802ad3f77 (__TEXT,__text) non-external _collect_key
00007ff802b0c5a0 (__TEXT,__const) non-external _command_substitution_str
00007ff802ab5d31 (__TEXT,__text) external _compat_mode
00007ff802a8ed18 (__TEXT,__text) external _confstr
00007ff8438a1e98 (__DATA,__bss) non-external _constdatablock
00007ff802acca1d (__TEXT,__text) external _copy_printf_domain
00007ff802ab9f0c (__TEXT,__text) external _creat
00007ff802ace5d5 (__TEXT,__text) external _creat$NOCANCEL
00007ff802ac411a (__TEXT,__text) external _crypt
00007ff8438a1e80 (__DATA,__bss) non-external _cryptresult
                 (undefined) external _csops (from libsystem_kernel)
00007ff802ad92bf (__TEXT,__text) external _ctermid
00007ff8438a0ca0 (__DATA,__data) non-external _ctermid.def
00007ff802ad92e9 (__TEXT,__text) external _ctermid_r
00007ff802ab6d4a (__TEXT,__text) external _ctime
00007ff802aab195 (__TEXT,__text) external _ctime_r
00007ff8438a0d30 (__DATA,__data) non-external _current_categories
00007ff802aacd77 (__TEXT,__text) non-external _currentlocale
00007ff84366ab20 (__DATA_DIRTY,__bss) non-external _currentlocale.current_locale_string
00007ff8438a2030 (__DATA,__bss) non-external _curshell
00007ff802b057a9 (__TEXT,__text) external _daemon
00007ff802ad930a (__TEXT,__text) external _daemon$1050
00007ff8438a0930 (__DATA,__data) non-external _dash_prefix
00007ff84366c568 (__DATA_DIRTY,__common) external _daylight
00007ff802ad5f7d (__TEXT,__text) external _dbm_clearerr
00007ff802ad5e39 (__TEXT,__text) external _dbm_close
00007ff802ad5f0d (__TEXT,__text) external _dbm_delete
00007ff802ad5f93 (__TEXT,__text) external _dbm_dirfno
00007ff802ad5f6d (__TEXT,__text) external _dbm_error
00007ff802ad5e41 (__TEXT,__text) external _dbm_fetch
00007ff802ad5e7d (__TEXT,__text) external _dbm_firstkey
00007ff802ad5ec9 (__TEXT,__text) external _dbm_nextkey
00007ff802ad5d6e (__TEXT,__text) external _dbm_open
00007ff802ad5f38 (__TEXT,__text) external _dbm_store
00007ff802ad24a6 (__TEXT,__text) external _dbopen
00007ff8438a26a8 (__DATA,__bss) non-external _dbp
00007ff8438a1ff0 (__DATA,__bss) non-external _decpreg
00007ff802b0c760 (__TEXT,__const) non-external _degrees
00007ff802adfe52 (__TEXT,__text) non-external _destruct_collate
00007ff802afb13c (__TEXT,__text) non-external _destruct_ctype
00007ff802ae2217 (__TEXT,__text) non-external (was a private external) _destruct_ldpart
00007ff802aca745 (__TEXT,__text) non-external _destruct_locale
00007ff802abf067 (__TEXT,__text) external _devname
00007ff8438a1d60 (__DATA,__bss) non-external _devname.buf
00007ff802abf0b8 (__TEXT,__text) external _devname_r
00007ff802ab8e5c (__TEXT,__text) external _difftime
00007ff802ac8d1e (__TEXT,__text) external _digittoint
00007ff802ac8f9d (__TEXT,__text) external _digittoint_l
00007ff802ab95cd (__TEXT,__text) external _dirfd
00007ff802abba0e (__TEXT,__text) external _dirname
00007ff8438a1e18 (__DATA,__bss) non-external _dirname.dname
00007ff802ab1c44 (__TEXT,__text) external _dirname_r
                 (undefined) external _dispatch_get_global_queue (from libdispatch)
                 (undefined) external _dispatch_group_async_f (from libdispatch)
                 (undefined) external _dispatch_group_create (from libdispatch)
                 (undefined) external _dispatch_group_wait (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
00007ff802ab5d02 (__TEXT,__text) external _div
00007ff8438a0b60 (__DATA,__data) non-external _dktypenames
                 (undefined) external _dladdr (from libdyld)
                 (undefined) external _dlopen (from libdyld)
                 (undefined) external _dlsym (from libdyld)
00007ff802adf0bf (__TEXT,__text) non-external _do_hvis
00007ff802adf1bc (__TEXT,__text) non-external _do_mvis
00007ff802ab06df (__TEXT,__text) non-external _do_svis
00007ff802ad7c48 (__TEXT,__text) non-external _dorounding
00007ff802aba063 (__TEXT,__text) external _dprintf
00007ff802ae7cad (__TEXT,__text) external _dprintf_l
00007ff802ab4936 (__TEXT,__text) external _drand48
                 (undefined) external _dup2 (from libsystem_kernel)
00007ff802a9db2c (__TEXT,__text) external _duplocale
00007ff802acc54d (__TEXT,__text) external _dxprintf
00007ff802accd5e (__TEXT,__text) external _dxprintf_exec
                 (undefined) external _dyld_get_active_platform (from libdyld)
                 (undefined) external _dyld_image_header_containing_address (from libdyld)
                 (undefined) external _dyld_sdk_at_least (from libdyld)
00007ff802afab33 (__TEXT,__text) external _ecvt
00007ff8438a2770 (__DATA,__bss) non-external _empty
00007ff8438a2780 (__DATA,__bss) non-external _empty
00007ff8438a2794 (__DATA,__bss) non-external _empty
00007ff802ac4d84 (__TEXT,__text) external _encrypt
00007ff802ac7c12 (__TEXT,__text) non-external _end_asl
00007ff802ac7c42 (__TEXT,__text) non-external _end_file
00007ff8438a0e88 (__DATA,__data) non-external _end_ptr
00007ff802ac612a (__TEXT,__text) external _endttyent
00007ff802ac6450 (__TEXT,__text) external _endusershell
00007ff802aff7fd (__TEXT,__text) external _endutxent
00007ff802ac7a9c (__TEXT,__text) external _endutxent_wtmp
00007ff802af69f9 (__TEXT,__text) external _environ_lock_np
00007ff84366c498 (__DATA_DIRTY,__bss) non-external _environ_pointer
00007ff802af6a0f (__TEXT,__text) external _environ_unlock_np
00007ff802a957e2 (__TEXT,__text) non-external _eofread
00007ff802a957ea (__TEXT,__text) non-external _eofread
00007ff802ad9481 (__TEXT,__text) external _erand48
00007ff802b085c8 (__TEXT,__text) external _err
00007ff802adc5a1 (__TEXT,__text) non-external _err_aborted
00007ff802b05d22 (__TEXT,__text) non-external _err_aborted
00007ff802ad9684 (__TEXT,__text) external _err_set_exit
00007ff802ad96c0 (__TEXT,__text) external _err_set_exit_b
00007ff802ad9668 (__TEXT,__text) external _err_set_file
00007ff802b0874a (__TEXT,__text) external _errc
00007ff802b087b4 (__TEXT,__text) external _errx
00007ff802b0bae0 (__TEXT,__const) non-external _escape
00007ff802ad9710 (__TEXT,__text) external _execl
00007ff802ad985a (__TEXT,__text) external _execle
00007ff802ad99af (__TEXT,__text) external _execlp
00007ff802ad9b37 (__TEXT,__text) external _execv
00007ff802ad9b6c (__TEXT,__text) external _execvP
00007ff802ad9ba5 (__TEXT,__text) non-external _execvPe
00007ff802b0bbe0 (__TEXT,__const) non-external _execvPe_err_preamble
00007ff802b0bbf0 (__TEXT,__const) non-external _execvPe_err_trailer
                 (undefined) external _execve (from libsystem_kernel)
00007ff802ad9ae7 (__TEXT,__text) external _execvp
00007ff802ab3d9e (__TEXT,__text) external _exit
00007ff802acbdc1 (__TEXT,__text) non-external _extract_next_subsystem_root_path
00007ff802ae837d (__TEXT,__text) external _f_prealloc
00007ff802ac203e (__TEXT,__text) non-external _fastParse64
                 (undefined) external _fchdir (from libsystem_kernel)
                 (undefined) external _fchmodat (from libsystem_kernel)
00007ff802aa1e94 (__TEXT,__text) external _fchmodx_np
00007ff802aa1eba (__TEXT,__text) non-external _fchmodx_syscall
00007ff802aaa8a2 (__TEXT,__text) external _fclose
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
00007ff802afad14 (__TEXT,__text) external _fcvt
00007ff802ab5791 (__TEXT,__text) external _fdopen
00007ff802aad5c9 (__TEXT,__text) external _fdopen$DARWIN_EXTSN
00007ff802b05e14 (__TEXT,__text) external _fdopendir
00007ff802ab5710 (__TEXT,__text) external _fdopendir$INODE64
                 (undefined) external _fegetenv (from libsystem_m)
                 (undefined) external _fegetround (from libsystem_m)
00007ff802abfe0e (__TEXT,__text) external _feof
00007ff802ae7d43 (__TEXT,__text) external _feof_unlocked
00007ff802ab8f6e (__TEXT,__text) external _ferror
00007ff802ae7d52 (__TEXT,__text) external _ferror_unlocked
                 (undefined) external _fesetenv (from libsystem_m)
00007ff802ad5cf4 (__TEXT,__text) non-external _fetch_bitmap
00007ff802ac6a50 (__TEXT,__text) external _fflagstostr
00007ff802a99563 (__TEXT,__text) external _fflush
                 (undefined) external _ffsctl (from libsystem_kernel)
00007ff802ab95ef (__TEXT,__text) external _fgetc
00007ff802abe592 (__TEXT,__text) external _fgetln
00007ff802ae7d8b (__TEXT,__text) external _fgetpos
00007ff802acd9f9 (__TEXT,__text) external _fgetrune
00007ff8438a263c (__DATA,__bss) non-external _fgetrune.warn_depreciated
00007ff802aaa754 (__TEXT,__text) external _fgets
00007ff802ae7db0 (__TEXT,__text) external _fgetwc
00007ff802ae7ecf (__TEXT,__text) external _fgetwc_l
00007ff802ae7fe9 (__TEXT,__text) external _fgetwln
00007ff802ae7f37 (__TEXT,__text) external _fgetwln_l
00007ff802ae81e4 (__TEXT,__text) external _fgetws
00007ff802ae8011 (__TEXT,__text) external _fgetws_l
00007ff843669db8 (__DATA_DIRTY,__data) non-external _filelist_lock
00007ff802a9e76e (__TEXT,__text) external _fileno
00007ff802ae820c (__TEXT,__text) external _fileno_unlocked
00007ff802a975f9 (__TEXT,__text) non-external _filesec_discard_aclbuf
00007ff802aa1b21 (__TEXT,__text) external _filesec_dup
00007ff802a97959 (__TEXT,__text) external _filesec_free
00007ff802a9762c (__TEXT,__text) external _filesec_get_property
00007ff802a973f4 (__TEXT,__text) external _filesec_init
00007ff802ac54f0 (__TEXT,__text) external _filesec_query_property
00007ff802a9741c (__TEXT,__text) external _filesec_set_property
00007ff802ac01c4 (__TEXT,__text) external _filesec_unset_property
00007ff802a9e922 (__TEXT,__text) non-external _find_temp_path
00007ff802ab3acc (__TEXT,__text) non-external _first_wday_of
00007ff802b0a460 (__TEXT,__const) non-external _fiveToThe1000
00007ff802a995bb (__TEXT,__text) external _flockfile
                 (undefined) external _flsl (from libsystem_platform)
00007ff802ad324f (__TEXT,__text) non-external _flush_meta
00007ff802afee21 (__TEXT,__text) non-external _flush_queues
                 (undefined) external _fma (from libsystem_m)
00007ff802af5cac (__TEXT,__text) external _fmemopen
00007ff802af5f37 (__TEXT,__text) non-external _fmemopen_close
00007ff802af5e24 (__TEXT,__text) non-external _fmemopen_read
00007ff802af5edd (__TEXT,__text) non-external _fmemopen_seek
00007ff802af5e6e (__TEXT,__text) non-external _fmemopen_write
00007ff8400864a0 (__DATA_CONST,__const) non-external _fmt_padding
00007ff802ab526c (__TEXT,__text) external _fmtcheck
00007ff802ad9ed0 (__TEXT,__text) external _fmtmsg
00007ff802ab6390 (__TEXT,__text) external _fnmatch
00007ff802a99a87 (__TEXT,__text) external _fopen
00007ff802b05648 (__TEXT,__text) external _fopen$DARWIN_EXTSN
00007ff802aaf9d2 (__TEXT,__text) external _fork
00007ff802aaf6aa (__TEXT,__text) external _forkpty
00007ff802abe280 (__TEXT,__text) external _fparseln
00007ff802b0b6fc (__TEXT,__const) non-external _fparseln.dstr
00007ff802a9bb73 (__TEXT,__text) external _fprintf
00007ff802ae8412 (__TEXT,__text) external _fprintf_l
00007ff8438a0a98 (__DATA,__data) non-external _fptr
00007ff802ae84a8 (__TEXT,__text) external _fpurge
00007ff802abf6fd (__TEXT,__text) external _fputc
00007ff802acdb7e (__TEXT,__text) external _fputrune
00007ff8438a2644 (__DATA,__bss) non-external _fputrune.warn_depreciated
00007ff802ab93b0 (__TEXT,__text) external _fputs
00007ff802ae85e1 (__TEXT,__text) external _fputwc
00007ff802ae8644 (__TEXT,__text) external _fputwc_l
00007ff802ae8802 (__TEXT,__text) external _fputws
00007ff802ae86b4 (__TEXT,__text) external _fputws_l
00007ff802a9e6b3 (__TEXT,__text) external _fread
                 (undefined) external _free (from libsystem_malloc)
00007ff802acc865 (__TEXT,__text) external _free_printf_comp
00007ff802accaba (__TEXT,__text) external _free_printf_domain
                 (undefined) external _freeifaddrs (from libsystem_info)
00007ff802a9df90 (__TEXT,__text) external _freelocale
00007ff802ae8981 (__TEXT,__text) external _freopen
00007ff802ae8cca (__TEXT,__text) external _fscanf
00007ff802ae8ddd (__TEXT,__text) external _fscanf_l
                 (undefined) external _fsctl (from libsystem_kernel)
00007ff802a9e0b3 (__TEXT,__text) external _fseek
00007ff802a9e117 (__TEXT,__text) external _fseeko
00007ff802ae8ef3 (__TEXT,__text) external _fsetpos
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fstat$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatat (from libsystem_kernel)
                 (undefined) external _fstatat$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatfs (from libsystem_kernel)
                 (undefined) external _fstatfs$INODE64 (from libsystem_kernel)
00007ff802ac3e48 (__TEXT,__text) external _fstatvfs
00007ff802acd93d (__TEXT,__text) external _fstatx64_np
00007ff802b07442 (__TEXT,__text) external _fstatx_np
00007ff802aa1e43 (__TEXT,__text) external _fstatx_np$INODE64
00007ff802aa1e7c (__TEXT,__text) non-external _fstatx_syscall
00007ff802aa1e88 (__TEXT,__text) non-external _fstatx_syscall
00007ff8438a0bc0 (__DATA,__data) non-external _fstypenames
                 (undefined) external _fsync$NOCANCEL (from libsystem_kernel)
00007ff802ace342 (__TEXT,__text) external _fsync_volume_np
00007ff802a9e714 (__TEXT,__text) external _ftell
00007ff802a9e552 (__TEXT,__text) external _ftello
00007ff802af3cf6 (__TEXT,__text) external _ftime
00007ff802adad39 (__TEXT,__text) external _ftok
                 (undefined) external _ftruncate (from libsystem_kernel)
00007ff802ae7bb9 (__TEXT,__text) external _ftrylockfile
00007ff802a9b0bb (__TEXT,__text) non-external _fts_alloc
00007ff802a9b14f (__TEXT,__text) non-external _fts_alloc
00007ff802a9eda7 (__TEXT,__text) non-external _fts_build
00007ff802a9f9e3 (__TEXT,__text) non-external _fts_build
00007ff802b07c7b (__TEXT,__text) non-external _fts_build.cold.1
00007ff802b07c7b (__TEXT,__text) non-external _fts_build.cold.2
00007ff802b07c7b (__TEXT,__text) non-external _fts_build.cold.2
00007ff802b07c7b (__TEXT,__text) non-external _fts_build.cold.3
00007ff802b07c7b (__TEXT,__text) non-external _fts_build.cold.3
00007ff802b07c7b (__TEXT,__text) non-external _fts_build.cold.4
00007ff802b07c7b (__TEXT,__text) non-external _fts_build.cold.4
00007ff802b07c7b (__TEXT,__text) non-external _fts_build.cold.5
00007ff802b07c7b (__TEXT,__text) non-external _fts_build.cold.5
00007ff802b07c7b (__TEXT,__text) non-external _fts_build.cold.6
00007ff802b07c7b (__TEXT,__text) non-external _fts_build.cold.6
00007ff802b06e77 (__TEXT,__text) external _fts_children
00007ff802ac56eb (__TEXT,__text) external _fts_children$INODE64
00007ff802b06857 (__TEXT,__text) external _fts_close
00007ff802a9ba6b (__TEXT,__text) external _fts_close$INODE64
00007ff802ac5637 (__TEXT,__text) non-external _fts_fchdir
00007ff802ac5603 (__TEXT,__text) non-external _fts_free
00007ff802ac5654 (__TEXT,__text) non-external _fts_load
00007ff802b06dc0 (__TEXT,__text) non-external _fts_load
00007ff802b06738 (__TEXT,__text) external _fts_open
00007ff802a9aa8c (__TEXT,__text) external _fts_open$INODE64
00007ff802b067b7 (__TEXT,__text) external _fts_open_b
00007ff802ac5563 (__TEXT,__text) external _fts_open_b$INODE64
00007ff802a9b04a (__TEXT,__text) non-external _fts_palloc
00007ff802b06961 (__TEXT,__text) external _fts_read
00007ff802a9b60d (__TEXT,__text) external _fts_read$INODE64
00007ff802aa0671 (__TEXT,__text) non-external _fts_safe_changedir
00007ff802aa07d9 (__TEXT,__text) non-external _fts_safe_changedir
00007ff802b06e55 (__TEXT,__text) external _fts_set
00007ff802aac8d1 (__TEXT,__text) external _fts_set$INODE64
00007ff802ac5838 (__TEXT,__text) non-external _fts_sort
00007ff802a9b1e1 (__TEXT,__text) non-external _fts_stat2
00007ff802a9b3dd (__TEXT,__text) non-external _fts_stat2
00007ff802b06fc4 (__TEXT,__text) external _ftw
00007ff802ac655c (__TEXT,__text) external _ftw$INODE64
00007ff802acdaf7 (__TEXT,__text) external _fungetrune
00007ff8438a2640 (__DATA,__bss) non-external _fungetrune.warn_depreciated
00007ff802a99751 (__TEXT,__text) external _funlockfile
00007ff802ab1fbc (__TEXT,__text) external _funopen
00007ff802ae8f02 (__TEXT,__text) external _fwide
00007ff802ae8f5b (__TEXT,__text) external _fwprintf
00007ff802ae9019 (__TEXT,__text) external _fwprintf_l
00007ff802aacae4 (__TEXT,__text) external _fwrite
00007ff802ae90af (__TEXT,__text) external _fwscanf
00007ff802ae916d (__TEXT,__text) external _fwscanf_l
00007ff802acc5ec (__TEXT,__text) external _fxprintf
00007ff802acce08 (__TEXT,__text) external _fxprintf_exec
00007ff8438a0770 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff802adc511 (__TEXT,__text) non-external _g_opendir
00007ff802b05c92 (__TEXT,__text) non-external _g_opendir
00007ff802adc481 (__TEXT,__text) non-external _g_stat
00007ff802b05c02 (__TEXT,__text) non-external _g_stat
00007ff802afad23 (__TEXT,__text) external _gcvt
00007ff802a9cfc1 (__TEXT,__text) non-external _gdtoa_freelist_free
00007ff84366ac60 (__DATA_DIRTY,__bss) non-external _gdtoa_tsd_key
00007ff843669c78 (__DATA_DIRTY,__data) non-external _gdtoa_tsd_lock
00007ff802ac2d44 (__TEXT,__text) non-external _generalSlowpath
00007ff802b07a8f (__TEXT,__text) non-external _generalSlowpath.cold.1
00007ff802b07bca (__TEXT,__text) non-external _generalSlowpath.cold.10
00007ff802b07bed (__TEXT,__text) non-external _generalSlowpath.cold.11
00007ff802b07c10 (__TEXT,__text) non-external _generalSlowpath.cold.12
00007ff802b07c33 (__TEXT,__text) non-external _generalSlowpath.cold.13
00007ff802b07ab2 (__TEXT,__text) non-external _generalSlowpath.cold.2
00007ff802b07ad5 (__TEXT,__text) non-external _generalSlowpath.cold.3
00007ff802b07af8 (__TEXT,__text) non-external _generalSlowpath.cold.4
00007ff802b07b1b (__TEXT,__text) non-external _generalSlowpath.cold.5
00007ff802b07b3e (__TEXT,__text) non-external _generalSlowpath.cold.6
00007ff802b07b61 (__TEXT,__text) non-external _generalSlowpath.cold.7
00007ff802b07b84 (__TEXT,__text) non-external _generalSlowpath.cold.8
00007ff802b07ba7 (__TEXT,__text) non-external _generalSlowpath.cold.9
00007ff802ac7c7d (__TEXT,__text) non-external _get_asl
00007ff8438a20c8 (__DATA,__bss) non-external _get_asl.utx
00007ff8438a2624 (__DATA,__bss) non-external _get_clock.adjustment
00007ff8438a2638 (__DATA,__bss) non-external _get_clock.clock_seq
00007ff8438a2628 (__DATA,__bss) non-external _get_clock.last
00007ff802ac7fb9 (__TEXT,__text) non-external _get_file
00007ff8438a2348 (__DATA,__bss) non-external _get_file.ux
00007ff802ab52e1 (__TEXT,__text) non-external _get_next_format
00007ff802ab5430 (__TEXT,__text) non-external _get_next_format_from_precision
