0000000182afabe8 (__DATA,__data) external _NDR_record
00000001809e85d0 (__TEXT,__text) external _mkfifoat
00000001809e85fc (__TEXT,__text) external _mknod
00000001809e8628 (__TEXT,__text) external _mknodat
00000001809e8654 (__TEXT,__text) external _mlock
00000001809e8680 (__TEXT,__text) external _mlockall
00000001809f6b94 (__TEXT,__text) external _mmap
00000001809e86ac (__TEXT,__text) external _mount
00000001809e5ba0 (__TEXT,__text) external _mprotect
00000001809e86d8 (__TEXT,__text) external _mremap_encrypted
00000001809ed954 (__TEXT,__text) external _msg_receive
00000001809ed944 (__TEXT,__text) external _msg_rpc
00000001809ed94c (__TEXT,__text) external _msg_send
00000001809e5bcc (__TEXT,__text) external _msgctl
00000001809e8704 (__TEXT,__text) external _msgget
00000001809e8730 (__TEXT,__text) external _msgrcv
00000001809e5bf8 (__TEXT,__text) external _msgrcv$NOCANCEL
00000001809e875c (__TEXT,__text) external _msgsnd
00000001809e5c24 (__TEXT,__text) external _msgsnd$NOCANCEL
00000001809e4a24 (__TEXT,__text) external _msgsys
00000001809e5c7c (__TEXT,__text) external _msync
00000001809e5ca8 (__TEXT,__text) external _msync$NOCANCEL
00000001809e8788 (__TEXT,__text) external _munlock
00000001809e87b4 (__TEXT,__text) external _munlockall
00000001809fb8b0 (__TEXT,__text) external _munmap
00000001809e87e0 (__TEXT,__text) external _necp_client_action
00000001809e880c (__TEXT,__text) external _necp_match_policy
00000001809e8838 (__TEXT,__text) external _necp_open
00000001809e8864 (__TEXT,__text) external _necp_session_action
00000001809e8890 (__TEXT,__text) external _necp_session_open
00000001809e88bc (__TEXT,__text) external _net_qos_guideline
00000001809e88e8 (__TEXT,__text) external _netagent_trigger
0000000180a0997c (__TEXT,__text) external _netname_check_in
0000000180a09d7c (__TEXT,__text) external _netname_check_out
0000000180a09b24 (__TEXT,__text) external _netname_look_up
0000000180a09f20 (__TEXT,__text) external _netname_version
00000001809efd3c (__TEXT,__text) external _nfsclnt
00000001809e8914 (__TEXT,__text) external _nfssvc
0000000182afabd8 (__DATA,__data) external _non_boost_assertion_token
0000000182afabd0 (__DATA,__data) external _normal_boost_assertion_token
00000001809e8940 (__TEXT,__text) external _ntp_adjtime
00000001809e896c (__TEXT,__text) external _ntp_gettime
00000001809e8998 (__TEXT,__text) external _objc_bp_assist_cfg_np
00000001809f8a6c (__TEXT,__text) external _open
00000001809efdc8 (__TEXT,__text) external _open$NOCANCEL
00000001809f9540 (__TEXT,__text) external _open_dprotected_np
00000001809f8aa0 (__TEXT,__text) external _openat
00000001809efdfc (__TEXT,__text) external _openat$NOCANCEL
00000001809f95fc (__TEXT,__text) external _openat_authenticated_np
00000001809f959c (__TEXT,__text) external _openat_dprotected_np
00000001809e89c4 (__TEXT,__text) external _openbyid_np
00000001809eb514 (__TEXT,__text) external _os_buflet_get_data_address
00000001809eb4e4 (__TEXT,__text) external _os_buflet_get_data_length
00000001809eb51c (__TEXT,__text) external _os_buflet_get_data_limit
00000001809eb4dc (__TEXT,__text) external _os_buflet_get_data_offset
00000001809eb504 (__TEXT,__text) external _os_buflet_get_object_address
00000001809eb50c (__TEXT,__text) external _os_buflet_get_object_limit
00000001809eb4f8 (__TEXT,__text) external _os_buflet_set_data_length
00000001809eb4ec (__TEXT,__text) external _os_buflet_set_data_offset
00000001809f3dc4 (__TEXT,__text) external _os_channel_advance_slot
00000001809f4a30 (__TEXT,__text) external _os_channel_attr_clone
00000001809f4994 (__TEXT,__text) external _os_channel_attr_create
00000001809f4c58 (__TEXT,__text) external _os_channel_attr_destroy
00000001809f4ec4 (__TEXT,__text) external _os_channel_attr_get
00000001809f5078 (__TEXT,__text) external _os_channel_attr_get_key
00000001809f4d34 (__TEXT,__text) external _os_channel_attr_set
00000001809f4ac4 (__TEXT,__text) external _os_channel_attr_set_key
00000001809f3d6c (__TEXT,__text) external _os_channel_available_slot_count
00000001809f6744 (__TEXT,__text) external _os_channel_buflet_alloc
00000001809f607c (__TEXT,__text) external _os_channel_buflet_free
00000001809f6710 (__TEXT,__text) external _os_channel_configure_interface_advisory
00000001809f39a4 (__TEXT,__text) external _os_channel_create
00000001809f2f90 (__TEXT,__text) external _os_channel_create_extended
00000001809f3b2c (__TEXT,__text) external _os_channel_destroy
00000001809f6678 (__TEXT,__text) external _os_channel_event_free
00000001809fa1dc (__TEXT,__text) external _os_channel_event_get_event_data
00000001809fa128 (__TEXT,__text) external _os_channel_event_get_next_event
00000001809f45d8 (__TEXT,__text) external _os_channel_flow_admissible
00000001809f47b4 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00000001809f45b4 (__TEXT,__text) external _os_channel_get_advisory_region
00000001809f39b4 (__TEXT,__text) external _os_channel_get_fd
00000001809f667c (__TEXT,__text) external _os_channel_get_interface_advisory
00000001809f6224 (__TEXT,__text) external _os_channel_get_next_event_handle
00000001809f3e50 (__TEXT,__text) external _os_channel_get_next_slot
00000001809f4530 (__TEXT,__text) external _os_channel_get_stats_region
00000001809f3778 (__TEXT,__text) non-external _os_channel_info2attr
00000001809f3894 (__TEXT,__text) non-external _os_channel_init_ring
00000001809f3c1c (__TEXT,__text) external _os_channel_is_defunct
00000001809f55ac (__TEXT,__text) external _os_channel_large_packet_alloc
00000001809f50f0 (__TEXT,__text) external _os_channel_packet_alloc
00000001809f50f8 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00000001809f55b4 (__TEXT,__text) external _os_channel_packet_free
00000001809f5a8c (__TEXT,__text) external _os_channel_packet_pool_purge
00000001809f3d3c (__TEXT,__text) external _os_channel_pending
00000001809f5d90 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00000001809f39bc (__TEXT,__text) external _os_channel_read_attr
00000001809f3adc (__TEXT,__text) external _os_channel_read_nexus_extension_info
00000001809f3c30 (__TEXT,__text) external _os_channel_ring_id
00000001809f3d60 (__TEXT,__text) external _os_channel_ring_notify_time
00000001809f3d54 (__TEXT,__text) external _os_channel_ring_sync_time
00000001809f3ce0 (__TEXT,__text) external _os_channel_rx_ring
00000001809f428c (__TEXT,__text) external _os_channel_set_slot_properties
00000001809f5754 (__TEXT,__text) external _os_channel_slot_attach_packet
00000001809f58e0 (__TEXT,__text) external _os_channel_slot_detach_packet
00000001809f43c4 (__TEXT,__text) external _os_channel_slot_get_packet
00000001809f3b00 (__TEXT,__text) external _os_channel_sync
00000001809f3c98 (__TEXT,__text) external _os_channel_tx_ring
00000001809f3a10 (__TEXT,__text) external _os_channel_write_attr
00000001809eb4a8 (__TEXT,__text) external _os_copy_and_inet_checksum
00000001809e4780 (__TEXT,__text) external _os_cpu_copy_in_cksum
00000001809f9444 (__TEXT,__text) external _os_cpu_in_cksum
00000001809e4180 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00000001809e89f0 (__TEXT,__text) external _os_fault_with_payload
00000001809eb4a4 (__TEXT,__text) external _os_inet_checksum
00000001809f7644 (__TEXT,__text) external _os_nexus_attr_clone
00000001809f75a8 (__TEXT,__text) external _os_nexus_attr_create
00000001809f79d8 (__TEXT,__text) external _os_nexus_attr_destroy
00000001809f788c (__TEXT,__text) external _os_nexus_attr_get
00000001809f76a0 (__TEXT,__text) external _os_nexus_attr_set
00000001809f8128 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00000001809f7e24 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00000001809f7e44 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00000001809f7a28 (__TEXT,__text) external _os_nexus_controller_create
00000001809f7e18 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00000001809f8508 (__TEXT,__text) external _os_nexus_controller_destroy
00000001809f7e38 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00000001809f7b28 (__TEXT,__text) external _os_nexus_controller_get_fd
00000001809f831c (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00000001809f7fc4 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00000001809f7b30 (__TEXT,__text) external _os_nexus_controller_register_provider
00000001809f8280 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00000001809f7f44 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00000001809f88b0 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00000001809eb364 (__TEXT,__text) external _os_packet_add_buflet
00000001809ea90c (__TEXT,__text) external _os_packet_add_inet_csum_flags
00000001809eaa4c (__TEXT,__text) external _os_packet_clear_flow_uuid
00000001809eb418 (__TEXT,__text) external _os_packet_decrement_use_count
00000001809eb1bc (__TEXT,__text) external _os_packet_finalize
00000001809eb440 (__TEXT,__text) external _os_packet_get_aggregation_type
00000001809eb0c8 (__TEXT,__text) external _os_packet_get_buflet_count
00000001809ea788 (__TEXT,__text) external _os_packet_get_compression_generation_count
00000001809eb0bc (__TEXT,__text) external _os_packet_get_data_length
00000001809eab20 (__TEXT,__text) external _os_packet_get_expire_time
00000001809eabb4 (__TEXT,__text) external _os_packet_get_expiry_action
00000001809ea99c (__TEXT,__text) external _os_packet_get_flow_uuid
00000001809eaaf0 (__TEXT,__text) external _os_packet_get_group_end
00000001809eaa8c (__TEXT,__text) external _os_packet_get_group_start
00000001809ea1e8 (__TEXT,__text) external _os_packet_get_headroom
00000001809ea94c (__TEXT,__text) external _os_packet_get_inet_checksum
00000001809eaff8 (__TEXT,__text) external _os_packet_get_keep_alive
00000001809ea2e4 (__TEXT,__text) external _os_packet_get_link_broadcast
00000001809ea404 (__TEXT,__text) external _os_packet_get_link_ethfcs
00000001809ea26c (__TEXT,__text) external _os_packet_get_link_header_length
00000001809ea374 (__TEXT,__text) external _os_packet_get_link_multicast
00000001809eb104 (__TEXT,__text) external _os_packet_get_next_buflet
00000001809eadb4 (__TEXT,__text) external _os_packet_get_packetid
00000001809eb190 (__TEXT,__text) external _os_packet_get_segment_count
00000001809ea694 (__TEXT,__text) external _os_packet_get_service_class
00000001809eac50 (__TEXT,__text) external _os_packet_get_token
00000001809eb524 (__TEXT,__text) external _os_packet_get_trace_id
00000001809ea804 (__TEXT,__text) external _os_packet_get_traffic_class
00000001809ea550 (__TEXT,__text) external _os_packet_get_transport_retransmit
00000001809ea480 (__TEXT,__text) external _os_packet_get_transport_traffic_background
00000001809ea4e8 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00000001809eb044 (__TEXT,__text) external _os_packet_get_truncated
00000001809eaf74 (__TEXT,__text) external _os_packet_get_vlan_id
00000001809eaf7c (__TEXT,__text) external _os_packet_get_vlan_priority
00000001809eaf0c (__TEXT,__text) external _os_packet_get_vlan_tag
00000001809eafe8 (__TEXT,__text) external _os_packet_get_wake_flag
00000001809eb3ec (__TEXT,__text) external _os_packet_increment_use_count
00000001809eaf84 (__TEXT,__text) external _os_packet_set_app_metadata
00000001809ea758 (__TEXT,__text) external _os_packet_set_compression_generation_count
00000001809eab70 (__TEXT,__text) external _os_packet_set_expire_time
00000001809eac04 (__TEXT,__text) external _os_packet_set_expiry_action
00000001809ea9f4 (__TEXT,__text) external _os_packet_set_flow_uuid
00000001809eaabc (__TEXT,__text) external _os_packet_set_group_end
00000001809eaa58 (__TEXT,__text) external _os_packet_set_group_start
00000001809ea190 (__TEXT,__text) external _os_packet_set_headroom
00000001809ea8c8 (__TEXT,__text) external _os_packet_set_inet_checksum
00000001809eb008 (__TEXT,__text) external _os_packet_set_keep_alive
00000001809eb088 (__TEXT,__text) external _os_packet_set_l4s_flag
00000001809ea298 (__TEXT,__text) external _os_packet_set_link_broadcast
00000001809ea3b8 (__TEXT,__text) external _os_packet_set_link_ethfcs
00000001809ea228 (__TEXT,__text) external _os_packet_set_link_header_length
00000001809ea328 (__TEXT,__text) external _os_packet_set_link_multicast
00000001809eae30 (__TEXT,__text) external _os_packet_set_packetid
00000001809eb5e4 (__TEXT,__text) external _os_packet_set_protocol_segment_size
00000001809ea5b8 (__TEXT,__text) external _os_packet_set_service_class
00000001809ead10 (__TEXT,__text) external _os_packet_set_token
00000001809eb544 (__TEXT,__text) external _os_packet_set_trace_id
00000001809ea7d4 (__TEXT,__text) external _os_packet_set_traffic_class
00000001809ea580 (__TEXT,__text) external _os_packet_set_transport_last_packet
00000001809ea518 (__TEXT,__text) external _os_packet_set_transport_retransmit
00000001809ea448 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00000001809ea4b0 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00000001809eb614 (__TEXT,__text) external _os_packet_set_tso_flags
00000001809eb46c (__TEXT,__text) external _os_packet_set_tx_timestamp
00000001809eaeac (__TEXT,__text) external _os_packet_set_vlan_tag
00000001809eb570 (__TEXT,__text) external _os_packet_trace_event
00000001809ee1f0 (__TEXT,__text) external _os_proc_available_memory
00000001809ed86c (__TEXT,__text) external _panic
00000001809ed860 (__TEXT,__text) external _panic_init
00000001809e8a1c (__TEXT,__text) external _panic_with_data
00000001809e8a48 (__TEXT,__text) external _pathconf
00000001809e8a74 (__TEXT,__text) external _peeloff
00000001809e4654 (__TEXT,__text) external _pid_for_task
00000001809e8aa0 (__TEXT,__text) external _pid_hibernate
00000001809e8acc (__TEXT,__text) external _pid_resume
00000001809f6a00 (__TEXT,__text) external _pid_shutdown_networking
00000001809e8af8 (__TEXT,__text) external _pid_shutdown_sockets
00000001809e8b24 (__TEXT,__text) external _pid_suspend
00000001809e5f94 (__TEXT,__text) external _pipe
00000001809e8b50 (__TEXT,__text) external _pivot_root
00000001809ea140 (__TEXT,__text) external _pkt_subtype_assert_fail
00000001809ea168 (__TEXT,__text) external _pkt_type_assert_fail
00000001809e8b7c (__TEXT,__text) external _poll
00000001809e5fcc (__TEXT,__text) external _poll$NOCANCEL
00000001809ea068 (__TEXT,__text) non-external _port_for_id_internal
00000001809ed8bc (__TEXT,__text) external _port_obj_init
0000000182afac68 (__DATA,__common) external _port_obj_table
0000000182afabc0 (__DATA,__data) external _port_obj_table_size
00000001809e8470 (__TEXT,__text) external _posix_madvise
00000001809f24cc (__TEXT,__text) external _posix_spawn
00000001809f11c8 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00000001809f16a4 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00000001809f17dc (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00000001809f156c (__TEXT,__text) external _posix_spawn_file_actions_addclose
00000001809f15fc (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00000001809f1898 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00000001809f174c (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00000001809f1418 (__TEXT,__text) external _posix_spawn_file_actions_addopen
00000001809f1390 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00000001809f133c (__TEXT,__text) external _posix_spawn_file_actions_init
00000001809f0864 (__TEXT,__text) external _posix_spawnattr_destroy
00000001809f10e8 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00000001809f1e94 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00000001809f1e50 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00000001809f0c94 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00000001809f0c2c (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00000001809f1970 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00000001809f0b9c (__TEXT,__text) external _posix_spawnattr_getflags
00000001809f1b38 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00000001809f0d08 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00000001809f0be4 (__TEXT,__text) external _posix_spawnattr_getpgroup
00000001809f0d2c (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00000001809f0bc0 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00000001809f0c08 (__TEXT,__text) external _posix_spawnattr_getsigmask
00000001809f0798 (__TEXT,__text) external _posix_spawnattr_init
00000001809f1110 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00000001809f2304 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00000001809f1158 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00000001809f1138 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00000001809f1178 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00000001809f205c (__TEXT,__text) external _posix_spawnattr_set_csm_np
00000001809f1e74 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00000001809f23cc (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00000001809f2164 (__TEXT,__text) external _posix_spawnattr_set_gid_np
00000001809f21c0 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00000001809f19e8 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00000001809f240c (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
0000000180a16bc8 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00000001809f23ec (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00000001809f24ac (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00000001809f225c (__TEXT,__text) external _posix_spawnattr_set_login_np
00000001809f2018 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00000001809f1f7c (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00000001809f1fb0 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00000001809f1eb8 (__TEXT,__text) external _posix_spawnattr_set_persona_np
00000001809f1f4c (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00000001809f10c8 (__TEXT,__text) external _posix_spawnattr_set_platform_np
00000001809f23ac (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00000001809f1b00 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00000001809f1e20 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00000001809f1a74 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00000001809f0f90 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00000001809f19c8 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00000001809f20b4 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00000001809f0f68 (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00000001809f0e58 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00000001809f1304 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00000001809f0db8 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00000001809f1d78 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00000001809f1950 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00000001809f1928 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00000001809f0f3c (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00000001809f12d0 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00000001809f0b7c (__TEXT,__text) external _posix_spawnattr_setflags
00000001809f199c (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00000001809f1bf8 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00000001809f2038 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00000001809f0efc (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00000001809f0d74 (__TEXT,__text) external _posix_spawnattr_setpgroup
00000001809f0f1c (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00000001809f0d50 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00000001809f0d94 (__TEXT,__text) external _posix_spawnattr_setsigmask
00000001809f1198 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00000001809e8ba8 (__TEXT,__text) external _pread
00000001809e6024 (__TEXT,__text) external _pread$NOCANCEL
00000001809e8bd4 (__TEXT,__text) external _preadv
00000001809e6050 (__TEXT,__text) external _preadv$NOCANCEL
00000001809eff64 (__TEXT,__text) non-external _prepare_times_array_and_attrs
00000001809ef52c (__TEXT,__text) external _proc_clear_cpulimits
00000001809ef83c (__TEXT,__text) external _proc_clear_delayidlesleep
00000001809eeeb4 (__TEXT,__text) external _proc_clear_dirty
00000001809ef71c (__TEXT,__text) external _proc_clear_vmpressure
00000001809eec30 (__TEXT,__text) external _proc_current_thread_schedinfo
00000001809ef710 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00000001809ef718 (__TEXT,__text) external _proc_denap_assertion_complete
00000001809ef89c (__TEXT,__text) external _proc_disable_apptype
00000001809ef210 (__TEXT,__text) external _proc_disable_cpumon
00000001809ef444 (__TEXT,__text) external _proc_disable_wakemon
00000001809ef58c (__TEXT,__text) external _proc_donate_importance_boost
00000001809ef910 (__TEXT,__text) external _proc_enable_apptype
00000001809ef128 (__TEXT,__text) external _proc_get_cpumon_params
00000001809eee38 (__TEXT,__text) external _proc_get_dirty
00000001809ef3c0 (__TEXT,__text) external _proc_get_wakemon_params
00000001809ef5e4 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00000001809ef69c (__TEXT,__text) external _proc_importance_assertion_complete
00000001809eea70 (__TEXT,__text) external _proc_kmsgbuf
00000001809eecdc (__TEXT,__text) external _proc_libversion
00000001809ef494 (__TEXT,__text) external _proc_list_dynkqueueids
00000001809ef478 (__TEXT,__text) external _proc_list_uptrs
00000001809ee5f0 (__TEXT,__text) external _proc_listallpids
00000001809ee668 (__TEXT,__text) external _proc_listchildpids
00000001809ee734 (__TEXT,__text) external _proc_listcoalitions
00000001809ee62c (__TEXT,__text) external _proc_listpgrppids
00000001809ee5b8 (__TEXT,__text) external _proc_listpids
00000001809f9664 (__TEXT,__text) external _proc_listpidspath
00000001809ee898 (__TEXT,__text) external _proc_name
00000001809ee76c (__TEXT,__text) external _proc_pid_rusage
00000001809ee844 (__TEXT,__text) external _proc_piddynkqueueinfo
00000001809ee7d4 (__TEXT,__text) external _proc_pidfdinfo
00000001809ee80c (__TEXT,__text) external _proc_pidfileportinfo
00000001809ee6a4 (__TEXT,__text) external _proc_pidinfo
00000001809ee6dc (__TEXT,__text) external _proc_pidoriginatorinfo
00000001809eeaa8 (__TEXT,__text) external _proc_pidpath
00000001809eeb68 (__TEXT,__text) external _proc_pidpath_audittoken
00000001809ee974 (__TEXT,__text) external _proc_regionfilename
00000001809ef520 (__TEXT,__text) external _proc_reset_footprint_interval
00000001809ef1f0 (__TEXT,__text) external _proc_resume_cpumon
00000001809e8c00 (__TEXT,__text) external _proc_rlimit_control
00000001809ef1a4 (__TEXT,__text) external _proc_set_cpumon_defaults
00000001809ef0dc (__TEXT,__text) external _proc_set_cpumon_params
00000001809ef25c (__TEXT,__text) external _proc_set_cpumon_params_fatal
00000001809efa54 (__TEXT,__text) external _proc_set_csm
00000001809ef7dc (__TEXT,__text) external _proc_set_delayidlesleep
00000001809eedd8 (__TEXT,__text) external _proc_set_dirty
00000001809ef98c (__TEXT,__text) external _proc_set_no_smt
00000001809ef77c (__TEXT,__text) external _proc_set_owner_vmpressure
00000001809ef410 (__TEXT,__text) external _proc_set_wakemon_defaults
00000001809ef38c (__TEXT,__text) external _proc_set_wakemon_params
00000001809ef4b0 (__TEXT,__text) external _proc_setcpu_percentage
00000001809eecfc (__TEXT,__text) external _proc_setpcontrol
00000001809ee788 (__TEXT,__text) external _proc_setthread_cpupercent
00000001809efb1c (__TEXT,__text) external _proc_setthread_csm
00000001809ef9f0 (__TEXT,__text) external _proc_setthread_no_smt
00000001809eef90 (__TEXT,__text) external _proc_signal_with_audittoken
00000001809ef984 (__TEXT,__text) external _proc_suppress
00000001809eef14 (__TEXT,__text) external _proc_terminate
00000001809ef068 (__TEXT,__text) external _proc_terminate_all_rsr
00000001809eefec (__TEXT,__text) external _proc_terminate_with_audittoken
00000001809e8c2c (__TEXT,__text) external _proc_trace_log
00000001809eed78 (__TEXT,__text) external _proc_track_dirty
00000001809ee87c (__TEXT,__text) external _proc_udata_info
00000001809e8c58 (__TEXT,__text) external _proc_uuid_policy
0000000180a096e8 (__TEXT,__text) external _processor_assign
0000000180a09584 (__TEXT,__text) external _processor_control
0000000180a0925c (__TEXT,__text) external _processor_exit
0000000180a0981c (__TEXT,__text) external _processor_get_assignment
0000000180a09370 (__TEXT,__text) external _processor_info
0000000180a001f4 (__TEXT,__text) external _processor_set_create
0000000180a00094 (__TEXT,__text) external _processor_set_default
0000000180a0830c (__TEXT,__text) external _processor_set_destroy
0000000180a08da8 (__TEXT,__text) external _processor_set_info
0000000180a08424 (__TEXT,__text) external _processor_set_max_priority
0000000180a08aa0 (__TEXT,__text) external _processor_set_policy_control
0000000180a0866c (__TEXT,__text) external _processor_set_policy_disable
0000000180a08548 (__TEXT,__text) external _processor_set_policy_enable
0000000180a08c18 (__TEXT,__text) external _processor_set_stack_usage
0000000180a08128 (__TEXT,__text) external _processor_set_statistics
0000000180a08790 (__TEXT,__text) external _processor_set_tasks
0000000180a08fb0 (__TEXT,__text) external _processor_set_tasks_with_flavor
0000000180a08918 (__TEXT,__text) external _processor_set_threads
0000000180a09148 (__TEXT,__text) external _processor_start
00000001809f7248 (__TEXT,__text) external _pselect
00000001809f92e0 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00000001809edc00 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00000001809f7408 (__TEXT,__text) external _pselect$NOCANCEL
00000001809e53b4 (__TEXT,__text) external _pthread_getugid_np
00000001809e6aac (__TEXT,__text) external _pthread_setugid_np
00000001809e64c8 (__TEXT,__text) external _ptrace
00000001809e8c84 (__TEXT,__text) external _pwrite
00000001809e6500 (__TEXT,__text) external _pwrite$NOCANCEL
00000001809e8cb0 (__TEXT,__text) external _pwritev
00000001809e652c (__TEXT,__text) external _pwritev$NOCANCEL
00000001809ed538 (__TEXT,__text) external _quota
00000001809e8cdc (__TEXT,__text) external _quotactl
00000001809e8d08 (__TEXT,__text) external _read
00000001809e6558 (__TEXT,__text) external _read$NOCANCEL
00000001809e8d34 (__TEXT,__text) external _readlink
00000001809e8d60 (__TEXT,__text) external _readlinkat
00000001809e8d8c (__TEXT,__text) external _readv
00000001809e6584 (__TEXT,__text) external _readv$NOCANCEL
00000001809e986c (__TEXT,__text) non-external _reallocf
00000001809eb664 (__TEXT,__text) external _reboot
00000001809eb66c (__TEXT,__text) external _reboot_np
00000001809f7210 (__TEXT,__text) external _record_system_event_as_kernel
00000001809e6608 (__TEXT,__text) external _recvfrom
00000001809e6634 (__TEXT,__text) external _recvfrom$NOCANCEL
00000001809e6660 (__TEXT,__text) external _recvmsg
00000001809e668c (__TEXT,__text) external _recvmsg$NOCANCEL
00000001809e8db8 (__TEXT,__text) external _recvmsg_x
00000001809e8de4 (__TEXT,__text) external _register_uexc_handler
00000001809e8e10 (__TEXT,__text) external _removexattr
00000001809f928c (__TEXT,__text) external _rename
00000001809f055c (__TEXT,__text) external _rename_ext
00000001809eb804 (__TEXT,__text) external _renameat
00000001809f04f0 (__TEXT,__text) external _renameatx_np
00000001809f051c (__TEXT,__text) external _renamex_np
00000001809e8e3c (__TEXT,__text) external _revoke
00000001809f8ad4 (__TEXT,__text) external _rmdir
00000001809e8e68 (__TEXT,__text) external _searchfs
00000001809f7214 (__TEXT,__text) external _select
00000001809e6768 (__TEXT,__text) external _select$DARWIN_EXTSN
00000001809e6794 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00000001809f73d4 (__TEXT,__text) external _select$NOCANCEL
00000001809e8e94 (__TEXT,__text) external _sem_close
00000001809f6980 (__TEXT,__text) external _sem_destroy
00000001809f69a8 (__TEXT,__text) external _sem_getvalue
00000001809f69d0 (__TEXT,__text) external _sem_init
00000001809e49e4 (__TEXT,__text) external _sem_open
00000001809e8ec0 (__TEXT,__text) external _sem_post
