00007ff81f25f1b7 (__TEXT,__text) non-external +[Calculate _lock]
00007ff8430b68e0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRank._locale
00007ff8430b68d8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRank._rank
00007ff8430b68d0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRank._unitID
00007ff8430b6908 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRanks._containsCurrency
00007ff8430b68f0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRanks._containsFrom
00007ff8430b68f8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRanks._containsTo
00007ff8430b6900 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRanks._containsUnit
00007ff8430b6910 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRanks._ranks
00007ff8430b6920 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRanks._units
00007ff8430b6918 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRanks._unitsInfo
00007ff8430b6a08 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._baseUnit
00007ff8430b6a18 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._decomposition
00007ff8430b6a10 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._decompositionCoefficient
00007ff8430b69e0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._isCurrency
00007ff8430b69d0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._isDecomposable
00007ff8430b69d8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._isTemperature
00007ff8430b69e8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._isVolume
00007ff8430b69f8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._name
00007ff8430b69f0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._unitType
00007ff8430b6a00 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._units
00007ff8430b6a58 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._angleInfo
00007ff8430b6a60 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._degreesInfo
00007ff8430b6a68 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._radiansInfo
00007ff8430b6a20 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitCount
00007ff8430b6a40 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitIDToInfo
00007ff8430b6a38 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitNameToInfo
00007ff8430b6a30 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitNames
00007ff8430b6a28 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitTypeCount
00007ff8430b6a48 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitTypeNameToInfo
00007ff8430b6a50 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitTypeToInfo
00007ff8430b7098 (__DATA,__objc_data) external _OBJC_METACLASS_$_Calculate
00007ff8430b7070 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalculateRequest
00007ff8430b7020 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalculateResult
00007ff8430b6ff8 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalculateTerm
00007ff8430b70e8 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_CalculateToken
00007ff8430b71d8 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_CalculateTokenizer
00007ff8430b6f80 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalculateUnit
00007ff8430b6d28 (__DATA,__objc_data) external _OBJC_METACLASS_$_Converter
00007ff8430b6d50 (__DATA,__objc_data) external _OBJC_METACLASS_$_CurrencyCache
00007ff8430b6d78 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_Localize
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00007ff8430b6f08 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_Trie
00007ff8430b6ee0 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_TrieNode
00007ff8430b6e18 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_UnitInfo
00007ff8430b6da0 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_UnitRank
00007ff8430b6dc8 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_UnitRanks
00007ff8430b6e40 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_UnitTypeInfo
00007ff8430b6e90 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_UnitsInfo
                 (undefined) external _SecTaskCopyValueForEntitlement (from Security)
                 (undefined) external _SecTaskCreateFromSelf (from Security)
00007ff81f24adc6 (__TEXT,__text) non-external _UnitCountAngleUnitID
00007ff81f24b51a (__TEXT,__text) non-external _UnitCountCompose
00007ff81f24aa5d (__TEXT,__text) non-external _UnitCountConvert
00007ff81f24a115 (__TEXT,__text) non-external _UnitCountConvertID
00007ff81f24afbe (__TEXT,__text) non-external _UnitCountDecompose
00007ff81f24a05e (__TEXT,__text) non-external _UnitCountHasNonAngleUnits
00007ff81f24acb6 (__TEXT,__text) non-external _UnitCountMultiply
00007ff81f24ae62 (__TEXT,__text) non-external _UnitCountRequireDegrees
00007ff81f24af10 (__TEXT,__text) non-external _UnitCountRequireRadians
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ff841c87000 (__DATA_CONST,__objc_const) non-external __OBJC_$_CATEGORY_NSLocale_$_Whitespace
00007ff81f2a8e68 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Calculate
00007ff81f2a8eb8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateRequest
00007ff81f2a8ee8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateResult
00007ff81f2a8f20 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateTerm
00007ff81f2a8f38 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateToken
00007ff81f2a8f50 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateTokenizer
00007ff81f2a8f70 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateUnit
00007ff81f2a8f88 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Converter
00007ff81f2a8fd8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CurrencyCache
00007ff81f2a8ff0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Localize
00007ff81f2a9058 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_UnitRanks
00007ff81f2a9070 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_UnitsInfo
00007ff81f2a9090 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateRequest
00007ff81f2a9140 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateResult
00007ff81f2a93e0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateTerm
00007ff81f2a9518 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateToken
00007ff81f2a9578 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateTokenizer
00007ff81f2a96d0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateUnit
00007ff81f2a9798 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_Converter
00007ff81f2a9980 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CurrencyCache
00007ff81f2a9ae8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_NSLocale(Whitespace)
00007ff81f2a9b00 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_Trie
00007ff81f2a9c20 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_TrieNode
00007ff81f2a9c80 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitInfo
00007ff81f2a9ec8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitRank
00007ff81f2a9f88 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitRanks
00007ff81f2aa050 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitTypeInfo
00007ff81f2aa158 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitsInfo
00007ff841c88928 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateRequest
00007ff841c88478 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateResult
00007ff841c882d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateTerm
00007ff841c88b48 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateToken
00007ff841c88ca8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateTokenizer
00007ff841c88138 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateUnit
00007ff841c88f58 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_Converter
00007ff841c86cc8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CurrencyCache
00007ff841c87ea8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_Trie
00007ff841c87d78 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_TrieNode
00007ff841c873e8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitInfo
00007ff841c87088 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitRank
00007ff841c871e8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitRanks
00007ff841c87878 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitTypeInfo
00007ff841c87af8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitsInfo
00007ff841c889d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateRequest
00007ff841c88720 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateResult
00007ff841c88360 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateTerm
00007ff841c88bd0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateToken
00007ff841c88e10 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateTokenizer
00007ff841c881e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateUnit
00007ff841c89100 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_Converter
00007ff841c86e50 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CurrencyCache
00007ff841c868e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
00007ff841c88010 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_Trie
00007ff841c87de0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_TrieNode
00007ff841c87690 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitInfo
00007ff841c87110 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitRank
00007ff841c872d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitRanks
00007ff841c879c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitTypeInfo
00007ff841c87c40 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitsInfo
00007ff841c866f0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
00007ff841c868c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
00007ff841c869e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSXMLParserDelegate
00007ff841c86928 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00007ff841c86bc8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSXMLParserDelegate
00007ff841c869c8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSXMLParserDelegate
00007ff841c86c68 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CurrencyCache
00007ff841c88ab8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Calculate
00007ff841c88a28 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateRequest
00007ff841c88898 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateResult
00007ff841c883e8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateTerm
00007ff841c88c18 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateToken
00007ff841c88ec8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateTokenizer
00007ff841c88248 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateUnit
00007ff841c891d8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Converter
00007ff841c86f28 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CurrencyCache
00007ff841c86fb8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Localize
00007ff841c880a8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Trie
00007ff841c87e18 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_TrieNode
00007ff841c877e8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitInfo
00007ff841c87158 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitRank
00007ff841c87358 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitRanks
00007ff841c87a68 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitTypeInfo
00007ff841c87ce8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitsInfo
00007ff841c866d8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSObject
00007ff841c866e0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSXMLParserDelegate
00007ff841c88a70 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Calculate
00007ff841c888e0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateRequest
00007ff841c88430 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateResult
00007ff841c88290 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateTerm
00007ff841c88b00 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateToken
00007ff841c88c60 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateTokenizer
00007ff841c880f0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateUnit
00007ff841c88f10 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Converter
00007ff841c86c80 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CurrencyCache
00007ff841c86f70 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Localize
00007ff841c87e60 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Trie
00007ff841c87d30 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_TrieNode
00007ff841c873a0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitInfo
00007ff841c87040 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitRank
00007ff841c871a0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitRanks
00007ff841c87830 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitTypeInfo
00007ff841c87ab0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitsInfo
00007ff8430b7330 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSObject
00007ff8430b7390 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSXMLParserDelegate
                 (undefined) external __Unwind_Resume (from libSystem)
00007ff81f25b43f (__TEXT,__text) non-external ___17-[UnitRanks sort]_block_invoke
00007ff81f26f153 (__TEXT,__text) non-external ___18+[Calculate _lock]_block_invoke
00007ff81f279f7b (__TEXT,__text) non-external ___23+[Converter initialize]_block_invoke
00007ff81f27a084 (__TEXT,__text) non-external ___23+[Converter initialize]_block_invoke_2
00007ff81f27acfc (__TEXT,__text) non-external ___23+[Converter initialize]_block_invoke_3
00007ff81f248516 (__TEXT,__text) non-external ___23+[CurrencyCache shared]_block_invoke
00007ff81f248428 (__TEXT,__text) non-external ___24-[CurrencyCache refresh]_block_invoke
00007ff81f265e25 (__TEXT,__text) non-external ___25+[CalculateRequest _lock]_block_invoke
00007ff81f279f4f (__TEXT,__text) non-external ___26+[Converter dispatchQueue]_block_invoke
00007ff81f265d0e (__TEXT,__text) non-external ___26-[CalculateRequest update]_block_invoke
00007ff81f265baa (__TEXT,__text) non-external ___26-[CalculateRequest update]_block_invoke_2
00007ff81f265dfe (__TEXT,__text) non-external ___31+[CalculateRequest serialQueue]_block_invoke
00007ff81f26985b (__TEXT,__text) non-external ___31-[CalculateTerm formattedValue]_block_invoke
00007ff81f272b6b (__TEXT,__text) non-external ___32-[CalculateTokenizer setString:]_block_invoke
00007ff81f272888 (__TEXT,__text) non-external ___32-[CalculateTokenizer setString:]_block_invoke_2
00007ff81f272a04 (__TEXT,__text) non-external ___32-[CalculateTokenizer setString:]_block_invoke_3
00007ff81f247ffe (__TEXT,__text) non-external ___32-[CurrencyCache _queue_refresh:]_block_invoke
00007ff81f272067 (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke
00007ff81f27285e (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke.242
00007ff81f27220c (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke.244
00007ff81f272465 (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke.255
00007ff81f27259e (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke.270
00007ff81f273521 (__TEXT,__text) non-external ___35-[CalculateTokenizer _loadIfNeeded]_block_invoke
00007ff81f272dc7 (__TEXT,__text) non-external ___35-[CalculateTokenizer _loadIfNeeded]_block_invoke.138
00007ff81f2733bb (__TEXT,__text) non-external ___35-[CalculateTokenizer _loadIfNeeded]_block_invoke.178
00007ff81f272b95 (__TEXT,__text) non-external ___35-[CalculateTokenizer _loadIfNeeded]_block_invoke_2
00007ff81f248398 (__TEXT,__text) non-external ___36-[CurrencyCache refreshWithTimeOut:]_block_invoke
00007ff81f25ab69 (__TEXT,__text) non-external ___38-[NSLocale(Whitespace) usesWhitespace]_block_invoke
00007ff81f26da4f (__TEXT,__text) non-external ___39-[CalculateResult localizedConversions]_block_invoke
00007ff81f26dc2d (__TEXT,__text) non-external ___39-[CalculateResult localizedConversions]_block_invoke.478
00007ff81f278330 (__TEXT,__text) non-external ___40-[Converter _updateInputValueFromMatch:]_block_invoke
00007ff81f26f111 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke
00007ff81f269cdb (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.683
00007ff81f269d99 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.691
00007ff81f265e4a (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.697
00007ff81f265f23 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.701
00007ff81f26a21b (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.706
00007ff81f2662cc (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.790
00007ff81f26632f (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.803
00007ff81f269fa5 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.808
00007ff81f269cce (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.834
00007ff81f266e64 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.889
00007ff81f2670d4 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.895
00007ff81f267378 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.929
00007ff81f26a361 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2
00007ff81f26a2ea (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.698
00007ff81f26a239 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.702
00007ff81f265ffc (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.713
00007ff81f26a152 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.804
00007ff81f269f0a (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.816
00007ff81f266991 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.842
00007ff81f2666f6 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_3
00007ff81f26a202 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_3.789
00007ff81f269efd (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_3.822
00007ff81f2699fe (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_3.843
00007ff81f2664ff (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_4
00007ff81f266ae8 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_4.867
00007ff81f247f8a (__TEXT,__text) non-external ___44-[CurrencyCache _loadPersistedCurrencyCache]_block_invoke
00007ff81f247fc4 (__TEXT,__text) non-external ___44-[CurrencyCache _queue_persistCurrencyCache]_block_invoke
00007ff81f2783bc (__TEXT,__text) non-external ___45-[Converter processConversionWithCompletion:]_block_invoke
00007ff81f27995f (__TEXT,__text) non-external ___45-[Converter processConversionWithCompletion:]_block_invoke.167
00007ff81f26dc98 (__TEXT,__text) non-external ___46-[CalculateResult conversionsForMetric:US:UK:]_block_invoke
00007ff81f25f06e (__TEXT,__text) non-external ___50+[Trie enumerateCharactersInKey:range:usingBlock:]_block_invoke
00007ff81f26993a (__TEXT,__text) non-external ___73-[CalculateTerm getMaximumFractionDigits:minimumFractionDigits:forValue:]_block_invoke
00007ff81f26630a (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff81f2721e7 (__TEXT,__text) non-external ___Block_byref_object_copy_.693
00007ff81f266320 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff81f2721fd (__TEXT,__text) non-external ___Block_byref_object_dispose_.694
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00007ff81f25abe8 (__TEXT,__text) non-external ___CalculateLogForCategory_block_invoke
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ff81f24c740 (__TEXT,__text) non-external ____functionAdd_block_invoke
00007ff81f24d4d3 (__TEXT,__text) non-external ____functionMultiply_block_invoke
00007ff81f281fd0 (__TEXT,__text) non-external ___bid128_acos
00007ff81f282284 (__TEXT,__text) non-external ___bid128_add
00007ff81f286684 (__TEXT,__text) non-external ___bid128_asin
00007ff81f286991 (__TEXT,__text) non-external ___bid128_asinh
00007ff81f286c0a (__TEXT,__text) non-external ___bid128_atan
00007ff81f28702f (__TEXT,__text) non-external ___bid128_atanh
00007ff81f287430 (__TEXT,__text) non-external ___bid128_cbrt
00007ff81f2899b0 (__TEXT,__text) non-external ___bid128_cos
00007ff81f28a310 (__TEXT,__text) non-external ___bid128_div
00007ff81f28ca00 (__TEXT,__text) non-external ___bid128_exp
00007ff81f28cd59 (__TEXT,__text) non-external ___bid128_fma
00007ff81f294597 (__TEXT,__text) non-external ___bid128_fmod
00007ff81f2a0792 (__TEXT,__text) non-external ___bid128_from_string
00007ff81f295079 (__TEXT,__text) non-external ___bid128_hypot
00007ff81f296998 (__TEXT,__text) non-external ___bid128_isZero
00007ff81f295af8 (__TEXT,__text) non-external ___bid128_lgamma
00007ff81f2960d9 (__TEXT,__text) non-external ___bid128_log
00007ff81f29645d (__TEXT,__text) non-external ___bid128_log10
00007ff81f2967cc (__TEXT,__text) non-external ___bid128_mul
00007ff81f296a09 (__TEXT,__text) non-external ___bid128_pow
00007ff81f28783f (__TEXT,__text) non-external ___bid128_quiet_equal
00007ff81f287c3b (__TEXT,__text) non-external ___bid128_quiet_greater
00007ff81f288388 (__TEXT,__text) non-external ___bid128_quiet_greater_equal
00007ff81f288aff (__TEXT,__text) non-external ___bid128_quiet_less
00007ff81f289243 (__TEXT,__text) non-external ___bid128_quiet_less_equal
00007ff81f29ad9b (__TEXT,__text) non-external ___bid128_rem
00007ff81f29b980 (__TEXT,__text) non-external ___bid128_round_integral_exact
00007ff81f29cb80 (__TEXT,__text) non-external ___bid128_round_integral_nearest_even
00007ff81f29d037 (__TEXT,__text) non-external ___bid128_round_integral_negative
00007ff81f29d4b7 (__TEXT,__text) non-external ___bid128_round_integral_zero
00007ff81f29d89c (__TEXT,__text) non-external ___bid128_sin
00007ff81f29e2ac (__TEXT,__text) non-external ___bid128_sqrt
00007ff81f2a1950 (__TEXT,__text) non-external ___bid128_tan
00007ff81f2a35d9 (__TEXT,__text) non-external ___bid128_to_binary128
00007ff81f2a2d08 (__TEXT,__text) non-external ___bid128_to_binary64
00007ff81f2a228c (__TEXT,__text) non-external ___bid128_to_int32_int
00007ff81f29fbab (__TEXT,__text) non-external ___bid128_to_string
00007ff81f2a28f3 (__TEXT,__text) non-external ___bid128_to_uint64_int
00007ff81f3e0a60 (__TEXT,__const) non-external ___bid_Ex128m128
00007ff81f3e1a60 (__TEXT,__const) non-external ___bid_Ex192m192
00007ff81f3e3660 (__TEXT,__const) non-external ___bid_Ex256m256
