000000018244b868 (__DATA,__data) external _NDR_record
0000000180365294 (__TEXT,__text) external _os_channel_attr_set_key
00000001803646e4 (__TEXT,__text) external _os_channel_available_slot_count
0000000180366e78 (__TEXT,__text) external _os_channel_buflet_alloc
00000001803667a0 (__TEXT,__text) external _os_channel_buflet_free
0000000180366e44 (__TEXT,__text) external _os_channel_configure_interface_advisory
000000018036431c (__TEXT,__text) external _os_channel_create
0000000180363950 (__TEXT,__text) external _os_channel_create_extended
00000001803644a4 (__TEXT,__text) external _os_channel_destroy
0000000180366dac (__TEXT,__text) external _os_channel_event_free
000000018036a714 (__TEXT,__text) external _os_channel_event_get_event_data
000000018036a660 (__TEXT,__text) external _os_channel_event_get_next_event
0000000180364f68 (__TEXT,__text) external _os_channel_flow_admissible
0000000180364f44 (__TEXT,__text) external _os_channel_get_advisory_region
000000018036432c (__TEXT,__text) external _os_channel_get_fd
0000000180366db0 (__TEXT,__text) external _os_channel_get_interface_advisory
0000000180366948 (__TEXT,__text) external _os_channel_get_next_event_handle
00000001803647c8 (__TEXT,__text) external _os_channel_get_next_slot
0000000180364ec0 (__TEXT,__text) external _os_channel_get_stats_region
00000001803640f0 (__TEXT,__text) non-external _os_channel_info2attr
000000018036420c (__TEXT,__text) non-external _os_channel_init_ring
0000000180364594 (__TEXT,__text) external _os_channel_is_defunct
00000001803658d0 (__TEXT,__text) external _os_channel_packet_alloc
0000000180365d4c (__TEXT,__text) external _os_channel_packet_free
000000018036621c (__TEXT,__text) external _os_channel_packet_pool_purge
00000001803646b4 (__TEXT,__text) external _os_channel_pending
0000000180364334 (__TEXT,__text) external _os_channel_read_attr
0000000180364454 (__TEXT,__text) external _os_channel_read_nexus_extension_info
00000001803645a8 (__TEXT,__text) external _os_channel_ring_id
00000001803646d8 (__TEXT,__text) external _os_channel_ring_notify_time
00000001803646cc (__TEXT,__text) external _os_channel_ring_sync_time
0000000180364658 (__TEXT,__text) external _os_channel_rx_ring
0000000180364c10 (__TEXT,__text) external _os_channel_set_slot_properties
0000000180365eec (__TEXT,__text) external _os_channel_slot_attach_packet
0000000180366074 (__TEXT,__text) external _os_channel_slot_detach_packet
0000000180364d54 (__TEXT,__text) external _os_channel_slot_get_packet
0000000180364478 (__TEXT,__text) external _os_channel_sync
0000000180364610 (__TEXT,__text) external _os_channel_tx_ring
0000000180364388 (__TEXT,__text) external _os_channel_write_attr
000000018035c5b8 (__TEXT,__text) external _os_copy_and_inet_checksum
0000000180355a80 (__TEXT,__text) external _os_cpu_copy_in_cksum
00000001803699b8 (__TEXT,__text) external _os_cpu_in_cksum
0000000180355480 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
0000000180359cc4 (__TEXT,__text) external _os_fault_with_payload
000000018035c5b4 (__TEXT,__text) external _os_inet_checksum
0000000180367d44 (__TEXT,__text) external _os_nexus_attr_clone
0000000180367ca8 (__TEXT,__text) external _os_nexus_attr_create
00000001803680d8 (__TEXT,__text) external _os_nexus_attr_destroy
0000000180367f8c (__TEXT,__text) external _os_nexus_attr_get
0000000180367da0 (__TEXT,__text) external _os_nexus_attr_set
00000001803687c0 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00000001803684f8 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
0000000180368518 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
0000000180368128 (__TEXT,__text) external _os_nexus_controller_create
00000001803684ec (__TEXT,__text) external _os_nexus_controller_deregister_provider
0000000180368b78 (__TEXT,__text) external _os_nexus_controller_destroy
000000018036850c (__TEXT,__text) external _os_nexus_controller_free_provider_instance
0000000180368224 (__TEXT,__text) external _os_nexus_controller_get_fd
00000001803689a0 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
0000000180368680 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
000000018036822c (__TEXT,__text) external _os_nexus_controller_register_provider
0000000180368908 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
0000000180368608 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
000000018035c488 (__TEXT,__text) external _os_packet_add_buflet
000000018035bb44 (__TEXT,__text) external _os_packet_clear_flow_uuid
000000018035c560 (__TEXT,__text) external _os_packet_decrement_use_count
000000018035c2c4 (__TEXT,__text) external _os_packet_finalize
000000018035c588 (__TEXT,__text) external _os_packet_get_aggregation_type
000000018035c1cc (__TEXT,__text) external _os_packet_get_buflet_count
000000018035b8d0 (__TEXT,__text) external _os_packet_get_compression_generation_count
000000018035c1c0 (__TEXT,__text) external _os_packet_get_data_length
000000018035bc18 (__TEXT,__text) external _os_packet_get_expire_time
000000018035bcac (__TEXT,__text) external _os_packet_get_expiry_action
000000018035ba94 (__TEXT,__text) external _os_packet_get_flow_uuid
000000018035bbe8 (__TEXT,__text) external _os_packet_get_group_end
000000018035bb84 (__TEXT,__text) external _os_packet_get_group_start
000000018035b330 (__TEXT,__text) external _os_packet_get_headroom
000000018035ba4c (__TEXT,__text) external _os_packet_get_inet_checksum
000000018035c0f4 (__TEXT,__text) external _os_packet_get_keep_alive
000000018035b42c (__TEXT,__text) external _os_packet_get_link_broadcast
000000018035b54c (__TEXT,__text) external _os_packet_get_link_ethfcs
000000018035b3b4 (__TEXT,__text) external _os_packet_get_link_header_length
000000018035b4bc (__TEXT,__text) external _os_packet_get_link_multicast
000000018035c208 (__TEXT,__text) external _os_packet_get_next_buflet
000000018035beb0 (__TEXT,__text) external _os_packet_get_packetid
000000018035c298 (__TEXT,__text) external _os_packet_get_segment_count
000000018035b7dc (__TEXT,__text) external _os_packet_get_service_class
000000018035bd4c (__TEXT,__text) external _os_packet_get_token
000000018035c714 (__TEXT,__text) external _os_packet_get_trace_id
000000018035b94c (__TEXT,__text) external _os_packet_get_traffic_class
000000018035b698 (__TEXT,__text) external _os_packet_get_transport_retransmit
000000018035b5c8 (__TEXT,__text) external _os_packet_get_transport_traffic_background
000000018035b630 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
000000018035c140 (__TEXT,__text) external _os_packet_get_truncated
000000018035c070 (__TEXT,__text) external _os_packet_get_vlan_id
000000018035c078 (__TEXT,__text) external _os_packet_get_vlan_priority
000000018035c008 (__TEXT,__text) external _os_packet_get_vlan_tag
000000018035c0e4 (__TEXT,__text) external _os_packet_get_wake_flag
000000018035c534 (__TEXT,__text) external _os_packet_increment_use_count
000000018035c080 (__TEXT,__text) external _os_packet_set_app_metadata
000000018035b8a0 (__TEXT,__text) external _os_packet_set_compression_generation_count
000000018035bc68 (__TEXT,__text) external _os_packet_set_expire_time
000000018035bcfc (__TEXT,__text) external _os_packet_set_expiry_action
000000018035baec (__TEXT,__text) external _os_packet_set_flow_uuid
000000018035bbb4 (__TEXT,__text) external _os_packet_set_group_end
000000018035bb50 (__TEXT,__text) external _os_packet_set_group_start
000000018035b2d8 (__TEXT,__text) external _os_packet_set_headroom
000000018035ba10 (__TEXT,__text) external _os_packet_set_inet_checksum
000000018035c104 (__TEXT,__text) external _os_packet_set_keep_alive
000000018035c184 (__TEXT,__text) external _os_packet_set_l4s_flag
000000018035b3e0 (__TEXT,__text) external _os_packet_set_link_broadcast
000000018035b500 (__TEXT,__text) external _os_packet_set_link_ethfcs
000000018035b370 (__TEXT,__text) external _os_packet_set_link_header_length
000000018035b470 (__TEXT,__text) external _os_packet_set_link_multicast
000000018035bf2c (__TEXT,__text) external _os_packet_set_packetid
000000018035c7d4 (__TEXT,__text) external _os_packet_set_protocol_segment_size
000000018035b700 (__TEXT,__text) external _os_packet_set_service_class
000000018035be0c (__TEXT,__text) external _os_packet_set_token
000000018035c734 (__TEXT,__text) external _os_packet_set_trace_id
000000018035b91c (__TEXT,__text) external _os_packet_set_traffic_class
000000018035b6c8 (__TEXT,__text) external _os_packet_set_transport_last_packet
000000018035b660 (__TEXT,__text) external _os_packet_set_transport_retransmit
000000018035b590 (__TEXT,__text) external _os_packet_set_transport_traffic_background
000000018035b5f8 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
000000018035c804 (__TEXT,__text) external _os_packet_set_tso_flags
000000018035bfa8 (__TEXT,__text) external _os_packet_set_vlan_tag
000000018035c760 (__TEXT,__text) external _os_packet_trace_event
000000018035eb4c (__TEXT,__text) external _os_proc_available_memory
000000018035e1b4 (__TEXT,__text) external _panic
000000018035e1a8 (__TEXT,__text) external _panic_init
0000000180359cf0 (__TEXT,__text) external _pathconf
0000000180359d1c (__TEXT,__text) external _peeloff
0000000180355954 (__TEXT,__text) external _pid_for_task
0000000180359d48 (__TEXT,__text) external _pid_hibernate
0000000180359d74 (__TEXT,__text) external _pid_resume
000000018036714c (__TEXT,__text) external _pid_shutdown_networking
0000000180359da0 (__TEXT,__text) external _pid_shutdown_sockets
0000000180359dcc (__TEXT,__text) external _pid_suspend
0000000180357268 (__TEXT,__text) external _pipe
0000000180359df8 (__TEXT,__text) external _pivot_root
000000018035b288 (__TEXT,__text) external _pkt_subtype_assert_fail
000000018035b2b0 (__TEXT,__text) external _pkt_type_assert_fail
0000000180359e24 (__TEXT,__text) external _poll
00000001803572a0 (__TEXT,__text) external _poll$NOCANCEL
000000018035b1b0 (__TEXT,__text) non-external _port_for_id_internal
000000018035e204 (__TEXT,__text) external _port_obj_init
000000018244b8e8 (__DATA,__common) external _port_obj_table
000000018244b840 (__DATA,__data) external _port_obj_table_size
0000000180359744 (__TEXT,__text) external _posix_madvise
0000000180362e70 (__TEXT,__text) external _posix_spawn
0000000180361950 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
0000000180361f24 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
0000000180362060 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
0000000180361de8 (__TEXT,__text) external _posix_spawn_file_actions_addclose
0000000180361e78 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
000000018036211c (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
0000000180361fd0 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
0000000180361c5c (__TEXT,__text) external _posix_spawn_file_actions_addopen
0000000180361bd4 (__TEXT,__text) external _posix_spawn_file_actions_destroy
0000000180361b3c (__TEXT,__text) external _posix_spawn_file_actions_init
0000000180361064 (__TEXT,__text) external _posix_spawnattr_destroy
0000000180361868 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
0000000180362788 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
0000000180362744 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
0000000180361434 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00000001803613d0 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00000001803621f4 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
0000000180361340 (__TEXT,__text) external _posix_spawnattr_getflags
00000001803623cc (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00000001803614a4 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
0000000180361388 (__TEXT,__text) external _posix_spawnattr_getpgroup
00000001803614c8 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
0000000180361364 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00000001803613ac (__TEXT,__text) external _posix_spawnattr_getsigmask
0000000180360f68 (__TEXT,__text) external _posix_spawnattr_init
0000000180361890 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00000001803618d8 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00000001803618b8 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00000001803618f8 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
0000000180362980 (__TEXT,__text) external _posix_spawnattr_set_csm_np
0000000180362768 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
0000000180362d94 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
0000000180362a94 (__TEXT,__text) external _posix_spawnattr_set_gid_np
0000000180362b5c (__TEXT,__text) external _posix_spawnattr_set_groups_np
000000018036226c (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
0000000180362db4 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
0000000180385ab8 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
0000000180362e50 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
0000000180362c64 (__TEXT,__text) external _posix_spawnattr_set_login_np
000000018036293c (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00000001803628a4 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00000001803628d8 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00000001803627ac (__TEXT,__text) external _posix_spawnattr_set_persona_np
0000000180362874 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
0000000180361848 (__TEXT,__text) external _posix_spawnattr_set_platform_np
0000000180362d74 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
0000000180362394 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
000000018036271c (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
0000000180362300 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00000001803616d8 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
000000018036224c (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00000001803629d0 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00000001803615f4 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
0000000180361b04 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
0000000180361554 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
0000000180362640 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00000001803621d4 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00000001803621ac (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
0000000180361ad0 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
0000000180361320 (__TEXT,__text) external _posix_spawnattr_setflags
0000000180362220 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
0000000180362488 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
000000018036295c (__TEXT,__text) external _posix_spawnattr_setnosmt_np
0000000180361698 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
0000000180361510 (__TEXT,__text) external _posix_spawnattr_setpgroup
00000001803616b8 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00000001803614ec (__TEXT,__text) external _posix_spawnattr_setsigdefault
0000000180361530 (__TEXT,__text) external _posix_spawnattr_setsigmask
0000000180361918 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
0000000180359e50 (__TEXT,__text) external _pread
00000001803572f8 (__TEXT,__text) external _pread$NOCANCEL
0000000180359e7c (__TEXT,__text) external _preadv
0000000180357324 (__TEXT,__text) external _preadv$NOCANCEL
000000018036072c (__TEXT,__text) non-external _prepare_times_array_and_attrs
000000018035fcf0 (__TEXT,__text) external _proc_clear_cpulimits
0000000180360000 (__TEXT,__text) external _proc_clear_delayidlesleep
000000018035f75c (__TEXT,__text) external _proc_clear_dirty
000000018035fee0 (__TEXT,__text) external _proc_clear_vmpressure
000000018035f4d8 (__TEXT,__text) external _proc_current_thread_schedinfo
000000018035fed4 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
000000018035fedc (__TEXT,__text) external _proc_denap_assertion_complete
0000000180360060 (__TEXT,__text) external _proc_disable_apptype
000000018035f9d8 (__TEXT,__text) external _proc_disable_cpumon
000000018035fc08 (__TEXT,__text) external _proc_disable_wakemon
000000018035fd50 (__TEXT,__text) external _proc_donate_importance_boost
00000001803600d4 (__TEXT,__text) external _proc_enable_apptype
000000018035f8f8 (__TEXT,__text) external _proc_get_cpumon_params
000000018035f6e0 (__TEXT,__text) external _proc_get_dirty
000000018035fb84 (__TEXT,__text) external _proc_get_wakemon_params
000000018035fda8 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
000000018035fe60 (__TEXT,__text) external _proc_importance_assertion_complete
000000018035f318 (__TEXT,__text) external _proc_kmsgbuf
000000018035f584 (__TEXT,__text) external _proc_libversion
000000018035fc58 (__TEXT,__text) external _proc_list_dynkqueueids
000000018035fc3c (__TEXT,__text) external _proc_list_uptrs
000000018035eef4 (__TEXT,__text) external _proc_listallpids
000000018035ef6c (__TEXT,__text) external _proc_listchildpids
000000018035f038 (__TEXT,__text) external _proc_listcoalitions
000000018035ef30 (__TEXT,__text) external _proc_listpgrppids
000000018035eebc (__TEXT,__text) external _proc_listpids
0000000180369bd4 (__TEXT,__text) external _proc_listpidspath
000000018035f19c (__TEXT,__text) external _proc_name
000000018035f070 (__TEXT,__text) external _proc_pid_rusage
000000018035f148 (__TEXT,__text) external _proc_piddynkqueueinfo
000000018035f0d8 (__TEXT,__text) external _proc_pidfdinfo
000000018035f110 (__TEXT,__text) external _proc_pidfileportinfo
000000018035efa8 (__TEXT,__text) external _proc_pidinfo
000000018035efe0 (__TEXT,__text) external _proc_pidoriginatorinfo
000000018035f350 (__TEXT,__text) external _proc_pidpath
000000018035f410 (__TEXT,__text) external _proc_pidpath_audittoken
000000018035f260 (__TEXT,__text) external _proc_regionfilename
000000018035fce4 (__TEXT,__text) external _proc_reset_footprint_interval
000000018035f9b8 (__TEXT,__text) external _proc_resume_cpumon
0000000180359ea8 (__TEXT,__text) external _proc_rlimit_control
000000018035f96c (__TEXT,__text) external _proc_set_cpumon_defaults
000000018035f8ac (__TEXT,__text) external _proc_set_cpumon_params
000000018035fa24 (__TEXT,__text) external _proc_set_cpumon_params_fatal
0000000180360218 (__TEXT,__text) external _proc_set_csm
000000018035ffa0 (__TEXT,__text) external _proc_set_delayidlesleep
000000018035f680 (__TEXT,__text) external _proc_set_dirty
0000000180360150 (__TEXT,__text) external _proc_set_no_smt
000000018035ff40 (__TEXT,__text) external _proc_set_owner_vmpressure
000000018035fbd4 (__TEXT,__text) external _proc_set_wakemon_defaults
000000018035fb54 (__TEXT,__text) external _proc_set_wakemon_params
000000018035fc74 (__TEXT,__text) external _proc_setcpu_percentage
000000018035f5a4 (__TEXT,__text) external _proc_setpcontrol
000000018035f08c (__TEXT,__text) external _proc_setthread_cpupercent
00000001803602e0 (__TEXT,__text) external _proc_setthread_csm
00000001803601b4 (__TEXT,__text) external _proc_setthread_no_smt
0000000180360148 (__TEXT,__text) external _proc_suppress
000000018035f7bc (__TEXT,__text) external _proc_terminate
000000018035f838 (__TEXT,__text) external _proc_terminate_all_rsr
0000000180359ed4 (__TEXT,__text) external _proc_trace_log
000000018035f620 (__TEXT,__text) external _proc_track_dirty
000000018035f180 (__TEXT,__text) external _proc_udata_info
0000000180359f00 (__TEXT,__text) external _proc_uuid_policy
0000000180379304 (__TEXT,__text) external _processor_assign
00000001803791b8 (__TEXT,__text) external _processor_control
0000000180378eb8 (__TEXT,__text) external _processor_exit
0000000180379434 (__TEXT,__text) external _processor_get_assignment
0000000180378fc4 (__TEXT,__text) external _processor_info
0000000180370484 (__TEXT,__text) external _processor_set_create
000000018037032c (__TEXT,__text) external _processor_set_default
0000000180377fe4 (__TEXT,__text) external _processor_set_destroy
0000000180378a2c (__TEXT,__text) external _processor_set_info
00000001803780f4 (__TEXT,__text) external _processor_set_max_priority
0000000180378744 (__TEXT,__text) external _processor_set_policy_control
0000000180378334 (__TEXT,__text) external _processor_set_policy_disable
0000000180378214 (__TEXT,__text) external _processor_set_policy_enable
00000001803788b0 (__TEXT,__text) external _processor_set_stack_usage
0000000180377e10 (__TEXT,__text) external _processor_set_statistics
0000000180378454 (__TEXT,__text) external _processor_set_tasks
0000000180378c24 (__TEXT,__text) external _processor_set_tasks_with_flavor
00000001803785cc (__TEXT,__text) external _processor_set_threads
0000000180378dac (__TEXT,__text) external _processor_start
0000000180367958 (__TEXT,__text) external _pselect
000000018036985c (__TEXT,__text) external _pselect$DARWIN_EXTSN
000000018035e55c (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
0000000180367b10 (__TEXT,__text) external _pselect$NOCANCEL
0000000180356688 (__TEXT,__text) external _pthread_getugid_np
0000000180357d80 (__TEXT,__text) external _pthread_setugid_np
000000018035779c (__TEXT,__text) external _ptrace
0000000180359f2c (__TEXT,__text) external _pwrite
00000001803577d4 (__TEXT,__text) external _pwrite$NOCANCEL
0000000180359f58 (__TEXT,__text) external _pwritev
0000000180357800 (__TEXT,__text) external _pwritev$NOCANCEL
000000018035de78 (__TEXT,__text) external _quota
0000000180359f84 (__TEXT,__text) external _quotactl
0000000180359fb0 (__TEXT,__text) external _read
000000018035782c (__TEXT,__text) external _read$NOCANCEL
0000000180359fdc (__TEXT,__text) external _readlink
000000018035a008 (__TEXT,__text) external _readlinkat
000000018035a034 (__TEXT,__text) external _readv
0000000180357858 (__TEXT,__text) external _readv$NOCANCEL
000000018035ab14 (__TEXT,__text) non-external _reallocf
000000018035c854 (__TEXT,__text) external _reboot
000000018035c85c (__TEXT,__text) external _reboot_np
0000000180367920 (__TEXT,__text) external _record_system_event_as_kernel
00000001803578dc (__TEXT,__text) external _recvfrom
0000000180357908 (__TEXT,__text) external _recvfrom$NOCANCEL
0000000180357934 (__TEXT,__text) external _recvmsg
0000000180357960 (__TEXT,__text) external _recvmsg$NOCANCEL
000000018035a060 (__TEXT,__text) external _recvmsg_x
000000018035a08c (__TEXT,__text) external _register_uexc_handler
000000018035a0b8 (__TEXT,__text) external _removexattr
0000000180369808 (__TEXT,__text) external _rename
0000000180360d2c (__TEXT,__text) external _rename_ext
000000018035c9e0 (__TEXT,__text) external _renameat
0000000180360cc0 (__TEXT,__text) external _renameatx_np
0000000180360cec (__TEXT,__text) external _renamex_np
000000018035a0e4 (__TEXT,__text) external _revoke
000000018036902c (__TEXT,__text) external _rmdir
000000018035a110 (__TEXT,__text) external _searchfs
0000000180367924 (__TEXT,__text) external _select
0000000180357a3c (__TEXT,__text) external _select$DARWIN_EXTSN
0000000180357a68 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
0000000180367adc (__TEXT,__text) external _select$NOCANCEL
000000018035a13c (__TEXT,__text) external _sem_close
00000001803670cc (__TEXT,__text) external _sem_destroy
00000001803670f4 (__TEXT,__text) external _sem_getvalue
000000018036711c (__TEXT,__text) external _sem_init
0000000180355ce4 (__TEXT,__text) external _sem_open
000000018035a168 (__TEXT,__text) external _sem_post
000000018035a194 (__TEXT,__text) external _sem_trywait
000000018035a1c0 (__TEXT,__text) external _sem_unlink
000000018035a1ec (__TEXT,__text) external _sem_wait
0000000180357ac0 (__TEXT,__text) external _sem_wait$NOCANCEL
000000018037b6a0 (__TEXT,__text) external _semaphore_create
000000018037b808 (__TEXT,__text) external _semaphore_destroy
000000018035e268 (__TEXT,__text) external _semaphore_signal
000000018035e26c (__TEXT,__text) external _semaphore_signal_all
00000001803558c4 (__TEXT,__text) external _semaphore_signal_all_trap
000000018035e270 (__TEXT,__text) external _semaphore_signal_thread
00000001803558d0 (__TEXT,__text) external _semaphore_signal_thread_trap
00000001803558b8 (__TEXT,__text) external _semaphore_signal_trap
000000018035e278 (__TEXT,__text) external _semaphore_timedwait
000000018035e284 (__TEXT,__text) external _semaphore_timedwait_signal
0000000180355900 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00000001803558f4 (__TEXT,__text) external _semaphore_timedwait_trap
000000018035e274 (__TEXT,__text) external _semaphore_wait
000000018035e280 (__TEXT,__text) external _semaphore_wait_signal
00000001803558e8 (__TEXT,__text) external _semaphore_wait_signal_trap
00000001803558dc (__TEXT,__text) external _semaphore_wait_trap
0000000180355d68 (__TEXT,__text) external _semctl
000000018035a218 (__TEXT,__text) external _semget
000000018035a244 (__TEXT,__text) external _semop
0000000180355d44 (__TEXT,__text) external _semsys
000000018035a270 (__TEXT,__text) external _sendfile
0000000180357b9c (__TEXT,__text) external _sendmsg
0000000180357bc8 (__TEXT,__text) external _sendmsg$NOCANCEL
000000018035a29c (__TEXT,__text) external _sendmsg_x
0000000180357bf4 (__TEXT,__text) external _sendto
0000000180357c20 (__TEXT,__text) external _sendto$NOCANCEL
0000000180357c4c (__TEXT,__text) external _setattrlist
000000018035a2c8 (__TEXT,__text) external _setattrlistat
000000018036b97c (__TEXT,__text) external _setaudit
000000018035a2f4 (__TEXT,__text) external _setaudit_addr
000000018035a320 (__TEXT,__text) external _setauid
000000018035a34c (__TEXT,__text) external _setegid
000000018035a378 (__TEXT,__text) external _seteuid
000000018035a3a4 (__TEXT,__text) external _setgid
000000018035a3d0 (__TEXT,__text) external _setgroups
000000018035e4c4 (__TEXT,__text) external _setiopolicy_np
000000018035a3fc (__TEXT,__text) external _setitimer
000000018035a428 (__TEXT,__text) external _setpgid
0000000180363318 (__TEXT,__text) external _setpriority
000000018035a454 (__TEXT,__text) external _setprivexec
000000018035dea8 (__TEXT,__text) external _setquota
0000000180357cd0 (__TEXT,__text) external _setregid
0000000180357cfc (__TEXT,__text) external _setreuid
0000000180367c94 (__TEXT,__text) external _setrlimit
0000000180357d54 (__TEXT,__text) external _setsgroups_np
000000018035a480 (__TEXT,__text) external _setsid
000000018035a4ac (__TEXT,__text) external _setsockopt
000000018035a4d8 (__TEXT,__text) external _setuid
0000000180357e04 (__TEXT,__text) external _setwgroups_np
000000018035a504 (__TEXT,__text) external _setxattr
00000001803638e4 (__TEXT,__text) external _sfi_get_class_offtime
000000018036390c (__TEXT,__text) external _sfi_process_get_flags
00000001803638f8 (__TEXT,__text) external _sfi_process_set_flags
00000001803638d0 (__TEXT,__text) external _sfi_set_class_offtime
0000000180355d04 (__TEXT,__text) external _shm_open
000000018035a530 (__TEXT,__text) external _shm_unlink
000000018035a55c (__TEXT,__text) external _shmat
0000000180357f0c (__TEXT,__text) external _shmctl
000000018035a588 (__TEXT,__text) external _shmdt
000000018035a5b4 (__TEXT,__text) external _shmget
0000000180355d88 (__TEXT,__text) external _shmsys
000000018035a5e0 (__TEXT,__text) external _shutdown
000000018035a60c (__TEXT,__text) external _sigpending
000000018035a638 (__TEXT,__text) external _sigprocmask
0000000180368f8c (__TEXT,__text) external _sigsuspend
0000000180367c9c (__TEXT,__text) external _sigsuspend$NOCANCEL
000000018035a664 (__TEXT,__text) external _socket
000000018035a690 (__TEXT,__text) external _socket_delegate
000000018035806c (__TEXT,__text) external _socketpair
0000000180363118 (__TEXT,__text) external _stackshot_capture_with_config
0000000180363058 (__TEXT,__text) external _stackshot_config_create
000000018036327c (__TEXT,__text) external _stackshot_config_dealloc
0000000180363224 (__TEXT,__text) external _stackshot_config_dealloc_buffer
000000018036318c (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
0000000180363198 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00000001803631d8 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00000001803630fc (__TEXT,__text) external _stackshot_config_set_flags
00000001803631fc (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00000001803630e0 (__TEXT,__text) external _stackshot_config_set_pid
00000001803631b4 (__TEXT,__text) external _stackshot_config_set_size_hint
000000018035a6bc (__TEXT,__text) external _stat
000000018035a6bc (__TEXT,__text) external _stat64
000000018035a6e8 (__TEXT,__text) external _statfs
000000018035a6e8 (__TEXT,__text) external _statfs64
000000018244bf90 (__DATA,__bss) non-external _supported
000000018035a714 (__TEXT,__text) external _swapon
00000001803559c0 (__TEXT,__text) external _swtch
00000001803559b4 (__TEXT,__text) external _swtch_pri
000000018035a740 (__TEXT,__text) external _symlink
000000018035a76c (__TEXT,__text) external _symlinkat
000000018035a798 (__TEXT,__text) external _sync
000000018035811c (__TEXT,__text) external _syscall
00000001803559cc (__TEXT,__text) external _syscall_thread_switch
00000001803638bc (__TEXT,__text) external _system_get_sfi_window
000000018035a7c4 (__TEXT,__text) external _system_override
00000001803638a8 (__TEXT,__text) external _system_set_sfi_window
