00000001ffdd2e50 (__TEXT,__text) external _AAArchiveStreamCancel
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00000001ffe14630 (__TEXT,__text) non-external _realloc_ace
00000001ffe11c40 (__TEXT,__text) non-external _realloc_attr
00000001ffdd700c (__TEXT,__text) non-external _realloc_blob
00000001ffe0f348 (__TEXT,__text) non-external _realloc_blob
00000001ffe11ba0 (__TEXT,__text) non-external _realloc_blob
00000001ffe14590 (__TEXT,__text) non-external _realloc_blob
00000001ffdd70ac (__TEXT,__text) non-external _realloc_entries
00000001ffe0f3f4 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00000001ffdf7910 (__TEXT,__text) non-external _removeEntryProc
00000001ffdf7510 (__TEXT,__text) non-external (was a private external) _removeFile
00000001ffdf79c4 (__TEXT,__text) non-external _removeLeaveDirProc
00000001ffde9118 (__TEXT,__text) non-external _removeStreamAbort
00000001ffde89d8 (__TEXT,__text) non-external _removeStreamClose
00000001ffde9104 (__TEXT,__text) non-external _removeStreamWriteBlob
00000001ffde8ce4 (__TEXT,__text) non-external _removeStreamWriteHeader
00000001ffdf78c4 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00000001ffe01788 (__TEXT,__text) non-external _retireEntryRange
00000001ffe0e834 (__TEXT,__text) non-external _retireThreadEnqueue
00000001ffe0b25c (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00000001ffdefafc (__TEXT,__text) non-external _seekTo
00000001ffde7ec0 (__TEXT,__text) non-external _sendEOF
00000001ffdf99f0 (__TEXT,__text) non-external _sendHeader
00000001ffddd354 (__TEXT,__text) non-external _sendMessage
00000001ffe1efa8 (__TEXT,__text) non-external _sendMessage
00000001ffde63d8 (__TEXT,__text) non-external _sequentialReaderProc
00000001ffde6474 (__TEXT,__text) non-external _sequentialWriterProc
00000001ffe261de (__TEXT,__cstring) non-external _serializeHexString.digit
00000001ffdfcbd4 (__TEXT,__text) non-external _setFieldBlob
00000001ffdf6a68 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00000001ffdf7bec (__TEXT,__text) non-external _setThreadErrorContext
                 (undefined) external _setattrlist (from libSystem)
00000001ffdfa610 (__TEXT,__text) non-external _setupContext
00000001ffdff7dc (__TEXT,__text) non-external _setupContext
00000001ffdf572c (__TEXT,__text) non-external (was a private external) _sha1ToString
00000001ffde160c (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00000001ffdd2ac0 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
00000001ffdf69cc (__TEXT,__text) non-external (was a private external) _statIsCompressed
00000001ffdf7a2c (__TEXT,__text) non-external (was a private external) _statIsDataless
00000001ffe07990 (__TEXT,__text) non-external _stateAppendEntry
00000001ffe07328 (__TEXT,__text) non-external _stateConcatPath
00000001ffe04e28 (__TEXT,__text) non-external _stateDestroy
00000001ffe07348 (__TEXT,__text) non-external _stateGetEntryData
00000001ffe07508 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
                 (undefined) external _statfs (from libSystem)
00000001ffdf5fc4 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00000001ffdf4c44 (__TEXT,__text) non-external _streamAbort
00000001ffdfda5c (__TEXT,__text) non-external _streamAbort
00000001ffdf4adc (__TEXT,__text) non-external _streamClose
00000001ffdfd6d0 (__TEXT,__text) non-external _streamClose
00000001ffddfd80 (__TEXT,__text) non-external _streamConsumerProc
00000001ffdfe1ec (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00000001ffdf4c68 (__TEXT,__text) non-external _streamPRead
00000001ffdfda80 (__TEXT,__text) non-external _streamPWrite
00000001ffe1e378 (__TEXT,__text) non-external _streamProc
00000001ffdf5068 (__TEXT,__text) non-external _streamRead
00000001ffdf5088 (__TEXT,__text) non-external _streamSeek
00000001ffddfe64 (__TEXT,__text) non-external _streamThreadProc
00000001ffddfcd0 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00000001ffdee314 (__TEXT,__text) non-external _stringTableIndexCompareProc
00000001ffdede3c (__TEXT,__text) non-external _stringTableReserve
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00000001ffe1412c (__TEXT,__text) non-external _tarParseInt
00000001ffdf1428 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00000001ffdf1144 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00000001ffe1ba04 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00000001ffdf84a8 (__TEXT,__text) non-external _threadWrapperProc
00000001ffde43b4 (__TEXT,__text) non-external _treeAdd
00000001ffde3c74 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00000001ffde3fcc (__TEXT,__text) non-external _treeRebalance
00000001ffde4eb4 (__TEXT,__text) non-external _treeRotateLeft
00000001ffde4d50 (__TEXT,__text) non-external _treeRotateRight
00000001ffde4270 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00000001ffe01170 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00000001ffdf62ac (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00000001ffdf80f4 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00000001ffdf8134 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00000001ffe10638 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00000001ffddd2bc (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00000001ffddc850 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00000001ffddd0d8 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00000001ffddcbb4 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00000001ffdfa878 (__TEXT,__text) non-external _verifySegment
00000001ffe00370 (__TEXT,__text) non-external _verifySegment
                 (undefined) external _vsnprintf (from libSystem)
00000001ffe07604 (__TEXT,__text) non-external _workerApplyAttr
00000001ffddd2d0 (__TEXT,__text) non-external _workerDataFree
00000001ffe07880 (__TEXT,__text) non-external _workerDecodeAndApplyACL
00000001ffe07770 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00000001ffde912c (__TEXT,__text) non-external _workerDestroy
00000001ffe072c4 (__TEXT,__text) non-external _workerDestroy
00000001ffdd0ca8 (__TEXT,__text) non-external _workerProc
00000001ffddba5c (__TEXT,__text) non-external _workerProc
00000001ffde88dc (__TEXT,__text) non-external _workerProc
00000001ffdf54f4 (__TEXT,__text) non-external _workerProc
00000001ffe04ee8 (__TEXT,__text) non-external _workerProc
00000001ffe1e214 (__TEXT,__text) non-external _workerProc
00000001ffe076d4 (__TEXT,__text) non-external _workerReserve
00000001ffe073c0 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00000001ffe16f68 (__TEXT,__text) non-external _writeOBuf
00000001ffdfd370 (__TEXT,__text) non-external _writerProc
