0000000180ec35e8 (__TEXT,__text) external _APL_dgemm
0000000180d7ab74 (__TEXT,__text) external _cgemv_
0000000180d7b6c0 (__TEXT,__text) external _cgerc
0000000180dc4550 (__TEXT,__text) external _cgerc$NEWLAPACK
00000001810584a8 (__TEXT,__text) external _cgerc$NEWLAPACK$ILP64
0000000180d7b6c0 (__TEXT,__text) external _cgerc_
0000000180d7b724 (__TEXT,__text) external _cgeru
0000000180dc4610 (__TEXT,__text) external _cgeru$NEWLAPACK
0000000181058560 (__TEXT,__text) external _cgeru$NEWLAPACK$ILP64
0000000180d7b724 (__TEXT,__text) external _cgeru_
0000000180d7adf0 (__TEXT,__text) external _chbmv
0000000180dc46d0 (__TEXT,__text) external _chbmv$NEWLAPACK
0000000181058618 (__TEXT,__text) external _chbmv$NEWLAPACK$ILP64
0000000180d7adf0 (__TEXT,__text) external _chbmv_
0000000180d77cbc (__TEXT,__text) external _chemm
0000000180f2328c (__TEXT,__text) external _chemm$NEWLAPACK
000000018105d3c8 (__TEXT,__text) external _chemm$NEWLAPACK$ILP64
0000000180d77cbc (__TEXT,__text) external _chemm_
0000000180d7ad40 (__TEXT,__text) external _chemv
0000000180dc4840 (__TEXT,__text) external _chemv$NEWLAPACK
0000000181058780 (__TEXT,__text) external _chemv$NEWLAPACK$ILP64
0000000180d7ad40 (__TEXT,__text) external _chemv_
0000000180d7b788 (__TEXT,__text) external _cher
0000000180dc4998 (__TEXT,__text) external _cher$NEWLAPACK
00000001810588d8 (__TEXT,__text) external _cher$NEWLAPACK$ILP64
0000000180d7b818 (__TEXT,__text) external _cher2
0000000180dc4ad8 (__TEXT,__text) external _cher2$NEWLAPACK
0000000181058a18 (__TEXT,__text) external _cher2$NEWLAPACK$ILP64
0000000180d7b818 (__TEXT,__text) external _cher2_
0000000180d783e8 (__TEXT,__text) external _cher2k
0000000180f236ac (__TEXT,__text) external _cher2k$NEWLAPACK
000000018105d7e0 (__TEXT,__text) external _cher2k$NEWLAPACK$ILP64
0000000180d783e8 (__TEXT,__text) external _cher2k_
0000000180d7b788 (__TEXT,__text) external _cher_
0000000180d781d4 (__TEXT,__text) external _cherk
0000000180f2347c (__TEXT,__text) external _cherk$NEWLAPACK
000000018105d5b0 (__TEXT,__text) external _cherk$NEWLAPACK$ILP64
0000000180d781d4 (__TEXT,__text) external _cherk_
0000000180d7aeac (__TEXT,__text) external _chpmv
0000000180dc4c30 (__TEXT,__text) external _chpmv$NEWLAPACK
0000000181058b68 (__TEXT,__text) external _chpmv$NEWLAPACK$ILP64
0000000180d7aeac (__TEXT,__text) external _chpmv_
0000000180d7b8c8 (__TEXT,__text) external _chpr
0000000180dc4d80 (__TEXT,__text) external _chpr$NEWLAPACK
0000000181058cb0 (__TEXT,__text) external _chpr$NEWLAPACK$ILP64
0000000180d7b954 (__TEXT,__text) external _chpr2
0000000180dc4eb8 (__TEXT,__text) external _chpr2$NEWLAPACK
0000000181058de8 (__TEXT,__text) external _chpr2$NEWLAPACK$ILP64
0000000180d7b954 (__TEXT,__text) external _chpr2_
0000000180d7b8c8 (__TEXT,__text) external _chpr_
0000000180d7c91c (__TEXT,__text) external _crotg
0000000180fe6394 (__TEXT,__text) external _crotg$NEWLAPACK
000000018105fcd0 (__TEXT,__text) external _crotg$NEWLAPACK$ILP64
0000000180d7c91c (__TEXT,__text) external _crotg_
0000000180d7c938 (__TEXT,__text) external _cscal
0000000180fe6404 (__TEXT,__text) external _cscal$NEWLAPACK
000000018105fd40 (__TEXT,__text) external _cscal$NEWLAPACK$ILP64
0000000180d7c938 (__TEXT,__text) external _cscal_
0000000180d7c95c (__TEXT,__text) external _csrot
0000000180fe635c (__TEXT,__text) external _csrot$NEWLAPACK
000000018105fc98 (__TEXT,__text) external _csrot$NEWLAPACK$ILP64
0000000180d7c95c (__TEXT,__text) external _csrot_
0000000180d7c98c (__TEXT,__text) external _csscal
0000000180fe641c (__TEXT,__text) external _csscal$NEWLAPACK
000000018105fd58 (__TEXT,__text) external _csscal$NEWLAPACK$ILP64
0000000180d7c98c (__TEXT,__text) external _csscal_
0000000180d7c9bc (__TEXT,__text) external _cswap
0000000180fe646c (__TEXT,__text) external _cswap$NEWLAPACK
000000018105fda8 (__TEXT,__text) external _cswap$NEWLAPACK$ILP64
0000000180d7c9bc (__TEXT,__text) external _cswap_
0000000180d77db8 (__TEXT,__text) external _csymm
0000000180f23b14 (__TEXT,__text) external _csymm$NEWLAPACK
000000018105dc30 (__TEXT,__text) external _csymm$NEWLAPACK$ILP64
0000000180d77db8 (__TEXT,__text) external _csymm_
0000000180d78508 (__TEXT,__text) external _csyr2k
0000000180f2435c (__TEXT,__text) external _csyr2k$NEWLAPACK
000000018105e468 (__TEXT,__text) external _csyr2k$NEWLAPACK$ILP64
0000000180d78508 (__TEXT,__text) external _csyr2k_
0000000180d782dc (__TEXT,__text) external _csyrk
0000000180f23f1c (__TEXT,__text) external _csyrk$NEWLAPACK
000000018105e030 (__TEXT,__text) external _csyrk$NEWLAPACK$ILP64
0000000180d782dc (__TEXT,__text) external _csyrk_
0000000180d7b094 (__TEXT,__text) external _ctbmv
0000000180dc5bc0 (__TEXT,__text) external _ctbmv$NEWLAPACK
0000000181059ae0 (__TEXT,__text) external _ctbmv$NEWLAPACK$ILP64
0000000180d7b094 (__TEXT,__text) external _ctbmv_
0000000180d7b448 (__TEXT,__text) external _ctbsv
0000000180dc60b8 (__TEXT,__text) external _ctbsv$NEWLAPACK
0000000181059fc8 (__TEXT,__text) external _ctbsv$NEWLAPACK$ILP64
0000000180d7b448 (__TEXT,__text) external _ctbsv_
0000000180d7b1dc (__TEXT,__text) external _ctpmv
0000000180dc65a8 (__TEXT,__text) external _ctpmv$NEWLAPACK
000000018105a4b0 (__TEXT,__text) external _ctpmv$NEWLAPACK$ILP64
0000000180d7b1dc (__TEXT,__text) external _ctpmv_
0000000180d7b590 (__TEXT,__text) external _ctpsv
0000000180dc6a90 (__TEXT,__text) external _ctpsv$NEWLAPACK
000000018105a998 (__TEXT,__text) external _ctpsv$NEWLAPACK$ILP64
0000000180d7b590 (__TEXT,__text) external _ctpsv_
0000000180d77eb4 (__TEXT,__text) external _ctrmm
0000000180f248ac (__TEXT,__text) external _ctrmm$NEWLAPACK
000000018105e9a8 (__TEXT,__text) external _ctrmm$NEWLAPACK$ILP64
0000000180d77eb4 (__TEXT,__text) external _ctrmm_
0000000180d7af58 (__TEXT,__text) external _ctrmv
0000000180dc6f68 (__TEXT,__text) external _ctrmv$NEWLAPACK
000000018105ae70 (__TEXT,__text) external _ctrmv$NEWLAPACK$ILP64
0000000180d7af58 (__TEXT,__text) external _ctrmv_
0000000180d78044 (__TEXT,__text) external _ctrsm
0000000180f24ee4 (__TEXT,__text) external _ctrsm$NEWLAPACK
000000018105efc8 (__TEXT,__text) external _ctrsm$NEWLAPACK$ILP64
0000000180d78044 (__TEXT,__text) external _ctrsm_
0000000180d7b30c (__TEXT,__text) external _ctrsv
0000000180dc7430 (__TEXT,__text) external _ctrsv$NEWLAPACK
000000018105b338 (__TEXT,__text) external _ctrsv$NEWLAPACK$ILP64
0000000180d7b30c (__TEXT,__text) external _ctrsv_
0000000180d7ca68 (__TEXT,__text) external _dasum
0000000180fe60e4 (__TEXT,__text) external _dasum$NEWLAPACK
000000018105fa20 (__TEXT,__text) external _dasum$NEWLAPACK$ILP64
0000000180d7ca68 (__TEXT,__text) external _dasum_
0000000180fe6194 (__TEXT,__text) external _daxpby$NEWLAPACK
000000018105fad0 (__TEXT,__text) external _daxpby$NEWLAPACK$ILP64
0000000180d7ca74 (__TEXT,__text) external _daxpy
0000000180fe612c (__TEXT,__text) external _daxpy$NEWLAPACK
000000018105fa68 (__TEXT,__text) external _daxpy$NEWLAPACK$ILP64
0000000180d7ca74 (__TEXT,__text) external _daxpy_
0000000180d76c8c (__TEXT,__text) external _dcabs1
0000000180d76c8c (__TEXT,__text) external _dcabs1_
0000000180d7cab0 (__TEXT,__text) external _dcopy
0000000180fe61e8 (__TEXT,__text) external _dcopy$NEWLAPACK
000000018105fb24 (__TEXT,__text) external _dcopy$NEWLAPACK$ILP64
0000000180d7cab0 (__TEXT,__text) external _dcopy_
0000000180d7cad8 (__TEXT,__text) external _ddot
0000000180fe6228 (__TEXT,__text) external _ddot$NEWLAPACK
000000018105fb64 (__TEXT,__text) external _ddot$NEWLAPACK$ILP64
0000000180d7cad8 (__TEXT,__text) external _ddot_
0000000180d79ee8 (__TEXT,__text) external _dgbmv
0000000180dc4228 (__TEXT,__text) external _dgbmv$NEWLAPACK
0000000181058198 (__TEXT,__text) external _dgbmv$NEWLAPACK$ILP64
0000000180d79ee8 (__TEXT,__text) external _dgbmv_
0000000180dce414 (__TEXT,__text) external _dgeCopy
0000000180ff0d94 (__TEXT,__text) external _dgePack_A_NoTran
0000000180ff0e5c (__TEXT,__text) external _dgePack_A_Tran
0000000180ff0bbc (__TEXT,__text) external _dgePack_B_NoTran
0000000180ff0ce0 (__TEXT,__text) external _dgePack_B_Tran
0000000180dce3c0 (__TEXT,__text) external _dgeSetZero
0000000180d77450 (__TEXT,__text) external _dgemm
0000000180f22ec8 (__TEXT,__text) external _dgemm$NEWLAPACK
000000018105d01c (__TEXT,__text) external _dgemm$NEWLAPACK$ILP64
0000000180d77450 (__TEXT,__text) external _dgemm_
0000000180d79e24 (__TEXT,__text) external _dgemv
0000000180dc3eb4 (__TEXT,__text) external _dgemv$NEWLAPACK
0000000181057e38 (__TEXT,__text) external _dgemv$NEWLAPACK$ILP64
0000000180d79e24 (__TEXT,__text) external _dgemv_
0000000180d7a8dc (__TEXT,__text) external _dger
0000000180dc4520 (__TEXT,__text) external _dger$NEWLAPACK
0000000181058478 (__TEXT,__text) external _dger$NEWLAPACK$ILP64
0000000180d7a8dc (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_apply_attr_destroy (from libSystem)
                 (undefined) external _dispatch_apply_attr_init (from libSystem)
                 (undefined) external _dispatch_apply_attr_set_parallelism (from libSystem)
                 (undefined) external _dispatch_apply_with_attr (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
0000000180d7cae8 (__TEXT,__text) external _dnrm2
0000000180fe6308 (__TEXT,__text) external _dnrm2$NEWLAPACK
000000018105fc44 (__TEXT,__text) external _dnrm2$NEWLAPACK$ILP64
0000000180d7cae8 (__TEXT,__text) external _dnrm2_
00000001810cf828 (__TEXT,__text) external _double_general_add
00000001810f0290 (__TEXT,__text) external _double_general_add_scalar
00000001810db160 (__TEXT,__text) external _double_general_elementwise_product
00000001810ece30 (__TEXT,__text) external _double_general_permute_cols
00000001810eccb0 (__TEXT,__text) external _double_general_permute_rows
00000001810f6f34 (__TEXT,__text) external _double_general_product_scalar
00000001810db520 (__TEXT,__text) external _double_general_splat
00000001810daa6c (__TEXT,__text) external _double_general_sub_scalar
00000001810ecbd8 (__TEXT,__text) external _double_general_transpose
00000001810f0bfc (__TEXT,__text) external _double_inner_product_scalar
00000001810e7ac4 (__TEXT,__text) external _double_outer_product_scalar
0000000180d7caf4 (__TEXT,__text) external _drot
0000000180fe6344 (__TEXT,__text) external _drot$NEWLAPACK
000000018105fc80 (__TEXT,__text) external _drot$NEWLAPACK$ILP64
0000000180d7caf4 (__TEXT,__text) external _drot_
0000000180d7cb24 (__TEXT,__text) external _drotg
0000000180fe6390 (__TEXT,__text) external _drotg$NEWLAPACK
000000018105fccc (__TEXT,__text) external _drotg$NEWLAPACK$ILP64
0000000180d7cb24 (__TEXT,__text) external _drotg_
0000000180d7cb40 (__TEXT,__text) external _drotm
0000000180fe63ac (__TEXT,__text) external _drotm$NEWLAPACK
000000018105fce8 (__TEXT,__text) external _drotm$NEWLAPACK$ILP64
0000000180d7cb40 (__TEXT,__text) external _drotm_
0000000180d7cb68 (__TEXT,__text) external _drotmg
0000000180fe63c8 (__TEXT,__text) external _drotmg$NEWLAPACK
000000018105fd04 (__TEXT,__text) external _drotmg$NEWLAPACK$ILP64
0000000180d7cb68 (__TEXT,__text) external _drotmg_
0000000180d7a06c (__TEXT,__text) external _dsbmv
0000000180dc50b8 (__TEXT,__text) external _dsbmv$NEWLAPACK
0000000181058fe4 (__TEXT,__text) external _dsbmv$NEWLAPACK$ILP64
0000000180d7a06c (__TEXT,__text) external _dsbmv_
0000000180d7cb8c (__TEXT,__text) external _dscal
0000000180fe63ec (__TEXT,__text) external _dscal$NEWLAPACK
000000018105fd28 (__TEXT,__text) external _dscal$NEWLAPACK$ILP64
0000000180d7cb8c (__TEXT,__text) external _dscal_
0000000180d7cc20 (__TEXT,__text) external _dsdot
0000000180fe5fd8 (__TEXT,__text) external _dsdot$NEWLAPACK
000000018105f914 (__TEXT,__text) external _dsdot$NEWLAPACK$ILP64
0000000180d7cc20 (__TEXT,__text) external _dsdot_
0000000180d7a11c (__TEXT,__text) external _dspmv
0000000180dc5228 (__TEXT,__text) external _dspmv$NEWLAPACK
0000000181059150 (__TEXT,__text) external _dspmv$NEWLAPACK$ILP64
0000000180d7a11c (__TEXT,__text) external _dspmv_
0000000180d7aa58 (__TEXT,__text) external _dspr
0000000180dc5374 (__TEXT,__text) external _dspr$NEWLAPACK
000000018105929c (__TEXT,__text) external _dspr$NEWLAPACK$ILP64
0000000180d7aae4 (__TEXT,__text) external _dspr2
0000000180dc54b0 (__TEXT,__text) external _dspr2$NEWLAPACK
00000001810593d8 (__TEXT,__text) external _dspr2$NEWLAPACK$ILP64
0000000180d7aae4 (__TEXT,__text) external _dspr2_
0000000180d7aa58 (__TEXT,__text) external _dspr_
0000000180d7cbbc (__TEXT,__text) external _dswap
0000000180fe645c (__TEXT,__text) external _dswap$NEWLAPACK
000000018105fd98 (__TEXT,__text) external _dswap$NEWLAPACK$ILP64
0000000180d7cbbc (__TEXT,__text) external _dswap_
0000000180d7757c (__TEXT,__text) external _dsymm
0000000180f23a10 (__TEXT,__text) external _dsymm$NEWLAPACK
000000018105db30 (__TEXT,__text) external _dsymm$NEWLAPACK$ILP64
0000000180d7757c (__TEXT,__text) external _dsymm_
0000000180d79fc8 (__TEXT,__text) external _dsymv
0000000180dc5604 (__TEXT,__text) external _dsymv$NEWLAPACK
000000018105952c (__TEXT,__text) external _dsymv$NEWLAPACK$ILP64
0000000180d79fc8 (__TEXT,__text) external _dsymv_
0000000180d7a92c (__TEXT,__text) external _dsyr
0000000180dc5758 (__TEXT,__text) external _dsyr$NEWLAPACK
0000000181059680 (__TEXT,__text) external _dsyr$NEWLAPACK$ILP64
0000000180d7a9bc (__TEXT,__text) external _dsyr2
0000000180dc58a4 (__TEXT,__text) external _dsyr2$NEWLAPACK
00000001810597cc (__TEXT,__text) external _dsyr2$NEWLAPACK$ILP64
0000000180d7a9bc (__TEXT,__text) external _dsyr2_
0000000180d77a6c (__TEXT,__text) external _dsyr2k
0000000180f24244 (__TEXT,__text) external _dsyr2k$NEWLAPACK
000000018105e354 (__TEXT,__text) external _dsyr2k$NEWLAPACK$ILP64
0000000180d77a6c (__TEXT,__text) external _dsyr2k_
0000000180d7a92c (__TEXT,__text) external _dsyr_
0000000180d77970 (__TEXT,__text) external _dsyrk
0000000180f23e10 (__TEXT,__text) external _dsyrk$NEWLAPACK
000000018105df24 (__TEXT,__text) external _dsyrk$NEWLAPACK$ILP64
0000000180d77970 (__TEXT,__text) external _dsyrk_
0000000180d7a2ec (__TEXT,__text) external _dtbmv
0000000180dc5a88 (__TEXT,__text) external _dtbmv$NEWLAPACK
00000001810599ac (__TEXT,__text) external _dtbmv$NEWLAPACK$ILP64
0000000180d7a2ec (__TEXT,__text) external _dtbmv_
0000000180d7a67c (__TEXT,__text) external _dtbsv
0000000180dc5f80 (__TEXT,__text) external _dtbsv$NEWLAPACK
0000000181059e94 (__TEXT,__text) external _dtbsv$NEWLAPACK$ILP64
0000000180d7a67c (__TEXT,__text) external _dtbsv_
0000000180d7a428 (__TEXT,__text) external _dtpmv
0000000180dc6474 (__TEXT,__text) external _dtpmv$NEWLAPACK
000000018105a37c (__TEXT,__text) external _dtpmv$NEWLAPACK$ILP64
0000000180d7a428 (__TEXT,__text) external _dtpmv_
0000000180d7a7b8 (__TEXT,__text) external _dtpsv
0000000180dc695c (__TEXT,__text) external _dtpsv$NEWLAPACK
000000018105a864 (__TEXT,__text) external _dtpsv$NEWLAPACK$ILP64
0000000180d7a7b8 (__TEXT,__text) external _dtpsv_
0000000180dce544 (__TEXT,__text) external _dtrCopyLower
0000000180dce4e8 (__TEXT,__text) external _dtrSetZeroLower
0000000180d77670 (__TEXT,__text) external _dtrmm
0000000180f2471c (__TEXT,__text) external _dtrmm$NEWLAPACK
000000018105e81c (__TEXT,__text) external _dtrmm$NEWLAPACK$ILP64
0000000180d77670 (__TEXT,__text) external _dtrmm_
0000000180d7a1bc (__TEXT,__text) external _dtrmv
0000000180dc6e3c (__TEXT,__text) external _dtrmv$NEWLAPACK
000000018105ad44 (__TEXT,__text) external _dtrmv$NEWLAPACK$ILP64
0000000180d7a1bc (__TEXT,__text) external _dtrmv_
0000000180d777f0 (__TEXT,__text) external _dtrsm
0000000180f24d54 (__TEXT,__text) external _dtrsm$NEWLAPACK
000000018105ee3c (__TEXT,__text) external _dtrsm$NEWLAPACK$ILP64
0000000180d777f0 (__TEXT,__text) external _dtrsm_
0000000180d7a54c (__TEXT,__text) external _dtrsv
0000000180dc7304 (__TEXT,__text) external _dtrsv$NEWLAPACK
000000018105b20c (__TEXT,__text) external _dtrsv$NEWLAPACK$ILP64
0000000180d7a54c (__TEXT,__text) external _dtrsv_
0000000180d7ce6c (__TEXT,__text) external _dzasum
0000000180fe60fc (__TEXT,__text) external _dzasum$NEWLAPACK
000000018105fa38 (__TEXT,__text) external _dzasum$NEWLAPACK$ILP64
0000000180d7ce6c (__TEXT,__text) external _dzasum_
0000000180d7ce78 (__TEXT,__text) external _dznrm2
0000000180fe6320 (__TEXT,__text) external _dznrm2$NEWLAPACK
000000018105fc5c (__TEXT,__text) external _dznrm2$NEWLAPACK$ILP64
0000000180d7ce78 (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
00000001810da0c8 (__TEXT,__text) external _float_general_add
00000001810da8cc (__TEXT,__text) external _float_general_add_scalar
00000001810dada0 (__TEXT,__text) external _float_general_elementwise_product
00000001810d9dcc (__TEXT,__text) external _float_general_permute_cols
00000001810d9c3c (__TEXT,__text) external _float_general_permute_rows
00000001810db924 (__TEXT,__text) external _float_general_product_scalar
00000001810e5cf8 (__TEXT,__text) external _float_general_splat
00000001810db5f0 (__TEXT,__text) external _float_general_sub_scalar
00000001810d9b64 (__TEXT,__text) external _float_general_transpose
00000001810efc80 (__TEXT,__text) external _float_inner_product_scalar
00000001810d9f14 (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
0000000180d764d8 (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
0000000180d7c9e4 (__TEXT,__text) external _icamax
0000000180fe6060 (__TEXT,__text) external _icamax$NEWLAPACK
000000018105f99c (__TEXT,__text) external _icamax$NEWLAPACK$ILP64
0000000180d7c9e4 (__TEXT,__text) external _icamax_
0000000180d7cbe4 (__TEXT,__text) external _idamax
0000000180fe6024 (__TEXT,__text) external _idamax$NEWLAPACK
000000018105f960 (__TEXT,__text) external _idamax$NEWLAPACK$ILP64
0000000180d7cbe4 (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
0000000180d7cc30 (__TEXT,__text) external _isamax
0000000180fe5fe8 (__TEXT,__text) external _isamax$NEWLAPACK
000000018105f924 (__TEXT,__text) external _isamax$NEWLAPACK$ILP64
0000000180d7cc30 (__TEXT,__text) external _isamax_
0000000180d7ce84 (__TEXT,__text) external _izamax
0000000180fe609c (__TEXT,__text) external _izamax$NEWLAPACK
000000018105f9d8 (__TEXT,__text) external _izamax$NEWLAPACK$ILP64
0000000180d7ce84 (__TEXT,__text) external _izamax_
0000000180d7651c (__TEXT,__text) external _lsame_
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
0000000180d7cc6c (__TEXT,__text) external _sasum
0000000180fe60d8 (__TEXT,__text) external _sasum$NEWLAPACK
000000018105fa14 (__TEXT,__text) external _sasum$NEWLAPACK$ILP64
0000000180d7cc6c (__TEXT,__text) external _sasum_
0000000180fe6170 (__TEXT,__text) external _saxpby$NEWLAPACK
000000018105faac (__TEXT,__text) external _saxpby$NEWLAPACK$ILP64
0000000180d7cc90 (__TEXT,__text) external _saxpy
0000000180fe6108 (__TEXT,__text) external _saxpy$NEWLAPACK
000000018105fa44 (__TEXT,__text) external _saxpy$NEWLAPACK$ILP64
0000000180d7cc90 (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
0000000180d7ca20 (__TEXT,__text) external _scasum
0000000180fe60f0 (__TEXT,__text) external _scasum$NEWLAPACK
000000018105fa2c (__TEXT,__text) external _scasum$NEWLAPACK$ILP64
0000000180d7ca20 (__TEXT,__text) external _scasum_
0000000180d7ca44 (__TEXT,__text) external _scnrm2
0000000180fe6314 (__TEXT,__text) external _scnrm2$NEWLAPACK
000000018105fc50 (__TEXT,__text) external _scnrm2$NEWLAPACK$ILP64
0000000180d7ca44 (__TEXT,__text) external _scnrm2_
0000000180d7cccc (__TEXT,__text) external _scopy
0000000180fe61d8 (__TEXT,__text) external _scopy$NEWLAPACK
000000018105fb14 (__TEXT,__text) external _scopy$NEWLAPACK$ILP64
0000000180d7cccc (__TEXT,__text) external _scopy_
0000000180d7ccf4 (__TEXT,__text) external _sdot
0000000180fe6218 (__TEXT,__text) external _sdot$NEWLAPACK
000000018105fb54 (__TEXT,__text) external _sdot$NEWLAPACK$ILP64
0000000180d7ccf4 (__TEXT,__text) external _sdot_
0000000180d7cd1c (__TEXT,__text) external _sdsdot
0000000180fe62d8 (__TEXT,__text) external _sdsdot$NEWLAPACK
000000018105fc14 (__TEXT,__text) external _sdsdot$NEWLAPACK$ILP64
0000000180d7cd1c (__TEXT,__text) external _sdsdot_
0000000180d79198 (__TEXT,__text) external _sgbmv
0000000180dc4138 (__TEXT,__text) external _sgbmv$NEWLAPACK
00000001810580b0 (__TEXT,__text) external _sgbmv$NEWLAPACK$ILP64
0000000180d79198 (__TEXT,__text) external _sgbmv_
0000000180dce7ec (__TEXT,__text) external _sgeCopy
0000000180ff8128 (__TEXT,__text) external _sgePack_A_NoTran
0000000180ff82bc (__TEXT,__text) external _sgePack_A_Tran
0000000180ff7e04 (__TEXT,__text) external _sgePack_B_NoTran
0000000180ff7f44 (__TEXT,__text) external _sgePack_B_Tran
0000000180dce798 (__TEXT,__text) external _sgeSetZero
0000000180d76d2c (__TEXT,__text) external _sgemm
0000000180f22d8c (__TEXT,__text) external _sgemm$NEWLAPACK
000000018105cee8 (__TEXT,__text) external _sgemm$NEWLAPACK$ILP64
0000000180d76d2c (__TEXT,__text) external _sgemm_
0000000180d790d4 (__TEXT,__text) external _sgemv
0000000180dc3de0 (__TEXT,__text) external _sgemv$NEWLAPACK
0000000181057d68 (__TEXT,__text) external _sgemv$NEWLAPACK$ILP64
0000000180d790d4 (__TEXT,__text) external _sgemv_
0000000180d79b8c (__TEXT,__text) external _sger
0000000180dc44f0 (__TEXT,__text) external _sger$NEWLAPACK
0000000181058448 (__TEXT,__text) external _sger$NEWLAPACK$ILP64
0000000180d79b8c (__TEXT,__text) external _sger_
0000000180d7cd58 (__TEXT,__text) external _snrm2
0000000180fe62fc (__TEXT,__text) external _snrm2$NEWLAPACK
000000018105fc38 (__TEXT,__text) external _snrm2$NEWLAPACK$ILP64
0000000180d7cd58 (__TEXT,__text) external _snrm2_
0000000180d7cd7c (__TEXT,__text) external _srot
0000000180fe632c (__TEXT,__text) external _srot$NEWLAPACK
000000018105fc68 (__TEXT,__text) external _srot$NEWLAPACK$ILP64
0000000180d7cd7c (__TEXT,__text) external _srot_
0000000180d7cdac (__TEXT,__text) external _srotg
0000000180fe638c (__TEXT,__text) external _srotg$NEWLAPACK
000000018105fcc8 (__TEXT,__text) external _srotg$NEWLAPACK$ILP64
0000000180d7cdac (__TEXT,__text) external _srotg_
0000000180d7cdc8 (__TEXT,__text) external _srotm
0000000180fe639c (__TEXT,__text) external _srotm$NEWLAPACK
000000018105fcd8 (__TEXT,__text) external _srotm$NEWLAPACK$ILP64
0000000180d7cdc8 (__TEXT,__text) external _srotm_
0000000180d7cdf0 (__TEXT,__text) external _srotmg
0000000180fe63bc (__TEXT,__text) external _srotmg$NEWLAPACK
000000018105fcf8 (__TEXT,__text) external _srotmg$NEWLAPACK$ILP64
0000000180d7cdf0 (__TEXT,__text) external _srotmg_
0000000180d7931c (__TEXT,__text) external _ssbmv
0000000180dc4ff8 (__TEXT,__text) external _ssbmv$NEWLAPACK
0000000181058f28 (__TEXT,__text) external _ssbmv$NEWLAPACK$ILP64
0000000180d7931c (__TEXT,__text) external _ssbmv_
0000000180d7ce14 (__TEXT,__text) external _sscal
0000000180fe63d4 (__TEXT,__text) external _sscal$NEWLAPACK
000000018105fd10 (__TEXT,__text) external _sscal$NEWLAPACK$ILP64
0000000180d7ce14 (__TEXT,__text) external _sscal_
0000000180d793cc (__TEXT,__text) external _sspmv
0000000180dc5178 (__TEXT,__text) external _sspmv$NEWLAPACK
00000001810590a0 (__TEXT,__text) external _sspmv$NEWLAPACK$ILP64
0000000180d793cc (__TEXT,__text) external _sspmv_
0000000180d79d08 (__TEXT,__text) external _sspr
0000000180dc52d8 (__TEXT,__text) external _sspr$NEWLAPACK
0000000181059200 (__TEXT,__text) external _sspr$NEWLAPACK$ILP64
0000000180d79d94 (__TEXT,__text) external _sspr2
0000000180dc5410 (__TEXT,__text) external _sspr2$NEWLAPACK
0000000181059338 (__TEXT,__text) external _sspr2$NEWLAPACK$ILP64
0000000180d79d94 (__TEXT,__text) external _sspr2_
0000000180d79d08 (__TEXT,__text) external _sspr_
0000000180d7ce44 (__TEXT,__text) external _sswap
0000000180fe644c (__TEXT,__text) external _sswap$NEWLAPACK
000000018105fd88 (__TEXT,__text) external _sswap$NEWLAPACK$ILP64
0000000180d7ce44 (__TEXT,__text) external _sswap_
0000000180d76e58 (__TEXT,__text) external _ssymm
0000000180f2390c (__TEXT,__text) external _ssymm$NEWLAPACK
000000018105da30 (__TEXT,__text) external _ssymm$NEWLAPACK$ILP64
0000000180d76e58 (__TEXT,__text) external _ssymm_
0000000180d79278 (__TEXT,__text) external _ssymv
0000000180dc5550 (__TEXT,__text) external _ssymv$NEWLAPACK
0000000181059478 (__TEXT,__text) external _ssymv$NEWLAPACK$ILP64
0000000180d79278 (__TEXT,__text) external _ssymv_
0000000180d79bdc (__TEXT,__text) external _ssyr
0000000180dc56b8 (__TEXT,__text) external _ssyr$NEWLAPACK
