0000000180f8133c (__TEXT,__text) external _APL_dgemm
0000000181108af4 (__TEXT,__text) external _chbmv$NEWLAPACK$ILP64
0000000180e06810 (__TEXT,__text) external _chbmv_
0000000180e0371c (__TEXT,__text) external _chemm
0000000180fdf7cc (__TEXT,__text) external _chemm$NEWLAPACK
000000018110d764 (__TEXT,__text) external _chemm$NEWLAPACK$ILP64
0000000180e0371c (__TEXT,__text) external _chemm_
0000000180e06760 (__TEXT,__text) external _chemv
0000000180e4fd18 (__TEXT,__text) external _chemv$NEWLAPACK
0000000181108c5c (__TEXT,__text) external _chemv$NEWLAPACK$ILP64
0000000180e06760 (__TEXT,__text) external _chemv_
0000000180e071a8 (__TEXT,__text) external _cher
0000000180e4fe70 (__TEXT,__text) external _cher$NEWLAPACK
0000000181108db4 (__TEXT,__text) external _cher$NEWLAPACK$ILP64
0000000180e07238 (__TEXT,__text) external _cher2
0000000180e4ffb0 (__TEXT,__text) external _cher2$NEWLAPACK
0000000181108ef4 (__TEXT,__text) external _cher2$NEWLAPACK$ILP64
0000000180e07238 (__TEXT,__text) external _cher2_
0000000180e03e48 (__TEXT,__text) external _cher2k
0000000180fdfbec (__TEXT,__text) external _cher2k$NEWLAPACK
000000018110db7c (__TEXT,__text) external _cher2k$NEWLAPACK$ILP64
0000000180e03e48 (__TEXT,__text) external _cher2k_
0000000180e071a8 (__TEXT,__text) external _cher_
0000000180e03c34 (__TEXT,__text) external _cherk
0000000180fdf9bc (__TEXT,__text) external _cherk$NEWLAPACK
000000018110d94c (__TEXT,__text) external _cherk$NEWLAPACK$ILP64
0000000180e03c34 (__TEXT,__text) external _cherk_
0000000180e068cc (__TEXT,__text) external _chpmv
0000000180e50108 (__TEXT,__text) external _chpmv$NEWLAPACK
0000000181109044 (__TEXT,__text) external _chpmv$NEWLAPACK$ILP64
0000000180e068cc (__TEXT,__text) external _chpmv_
0000000180e072e8 (__TEXT,__text) external _chpr
0000000180e50258 (__TEXT,__text) external _chpr$NEWLAPACK
000000018110918c (__TEXT,__text) external _chpr$NEWLAPACK$ILP64
0000000180e07374 (__TEXT,__text) external _chpr2
0000000180e50390 (__TEXT,__text) external _chpr2$NEWLAPACK
00000001811092c4 (__TEXT,__text) external _chpr2$NEWLAPACK$ILP64
0000000180e07374 (__TEXT,__text) external _chpr2_
0000000180e072e8 (__TEXT,__text) external _chpr_
0000000180e0833c (__TEXT,__text) external _crotg
0000000181083390 (__TEXT,__text) external _crotg$NEWLAPACK
000000018111004c (__TEXT,__text) external _crotg$NEWLAPACK$ILP64
0000000180e0833c (__TEXT,__text) external _crotg_
0000000180e08358 (__TEXT,__text) external _cscal
0000000181083400 (__TEXT,__text) external _cscal$NEWLAPACK
00000001811100bc (__TEXT,__text) external _cscal$NEWLAPACK$ILP64
0000000180e08358 (__TEXT,__text) external _cscal_
0000000180e0837c (__TEXT,__text) external _csrot
0000000181083358 (__TEXT,__text) external _csrot$NEWLAPACK
0000000181110014 (__TEXT,__text) external _csrot$NEWLAPACK$ILP64
0000000180e0837c (__TEXT,__text) external _csrot_
0000000180e083ac (__TEXT,__text) external _csscal
0000000181083418 (__TEXT,__text) external _csscal$NEWLAPACK
00000001811100d4 (__TEXT,__text) external _csscal$NEWLAPACK$ILP64
0000000180e083ac (__TEXT,__text) external _csscal_
0000000180e083dc (__TEXT,__text) external _cswap
0000000181083468 (__TEXT,__text) external _cswap$NEWLAPACK
0000000181110124 (__TEXT,__text) external _cswap$NEWLAPACK$ILP64
0000000180e083dc (__TEXT,__text) external _cswap_
0000000180e03818 (__TEXT,__text) external _csymm
0000000180fe0054 (__TEXT,__text) external _csymm$NEWLAPACK
000000018110dfcc (__TEXT,__text) external _csymm$NEWLAPACK$ILP64
0000000180e03818 (__TEXT,__text) external _csymm_
0000000180e03f68 (__TEXT,__text) external _csyr2k
0000000180fe088c (__TEXT,__text) external _csyr2k$NEWLAPACK
000000018110e7f4 (__TEXT,__text) external _csyr2k$NEWLAPACK$ILP64
0000000180e03f68 (__TEXT,__text) external _csyr2k_
0000000180e03d3c (__TEXT,__text) external _csyrk
0000000180fe0454 (__TEXT,__text) external _csyrk$NEWLAPACK
000000018110e3c4 (__TEXT,__text) external _csyrk$NEWLAPACK$ILP64
0000000180e03d3c (__TEXT,__text) external _csyrk_
0000000180e06ab4 (__TEXT,__text) external _ctbmv
0000000180e51090 (__TEXT,__text) external _ctbmv$NEWLAPACK
0000000181109fb4 (__TEXT,__text) external _ctbmv$NEWLAPACK$ILP64
0000000180e06ab4 (__TEXT,__text) external _ctbmv_
0000000180e06e68 (__TEXT,__text) external _ctbsv
0000000180e51580 (__TEXT,__text) external _ctbsv$NEWLAPACK
000000018110a494 (__TEXT,__text) external _ctbsv$NEWLAPACK$ILP64
0000000180e06e68 (__TEXT,__text) external _ctbsv_
0000000180e06bfc (__TEXT,__text) external _ctpmv
0000000180e51a68 (__TEXT,__text) external _ctpmv$NEWLAPACK
000000018110a974 (__TEXT,__text) external _ctpmv$NEWLAPACK$ILP64
0000000180e06bfc (__TEXT,__text) external _ctpmv_
0000000180e06fb0 (__TEXT,__text) external _ctpsv
0000000180e51f48 (__TEXT,__text) external _ctpsv$NEWLAPACK
000000018110ae54 (__TEXT,__text) external _ctpsv$NEWLAPACK$ILP64
0000000180e06fb0 (__TEXT,__text) external _ctpsv_
0000000180e03914 (__TEXT,__text) external _ctrmm
0000000180fe0dd4 (__TEXT,__text) external _ctrmm$NEWLAPACK
000000018110ed2c (__TEXT,__text) external _ctrmm$NEWLAPACK$ILP64
0000000180e03914 (__TEXT,__text) external _ctrmm_
0000000180e06978 (__TEXT,__text) external _ctrmv
0000000180e52418 (__TEXT,__text) external _ctrmv$NEWLAPACK
000000018110b324 (__TEXT,__text) external _ctrmv$NEWLAPACK$ILP64
0000000180e06978 (__TEXT,__text) external _ctrmv_
0000000180e03aa4 (__TEXT,__text) external _ctrsm
0000000180fe1404 (__TEXT,__text) external _ctrsm$NEWLAPACK
000000018110f344 (__TEXT,__text) external _ctrsm$NEWLAPACK$ILP64
0000000180e03aa4 (__TEXT,__text) external _ctrsm_
0000000180e06d2c (__TEXT,__text) external _ctrsv
0000000180e528d8 (__TEXT,__text) external _ctrsv$NEWLAPACK
000000018110b7e4 (__TEXT,__text) external _ctrsv$NEWLAPACK$ILP64
0000000180e06d2c (__TEXT,__text) external _ctrsv_
0000000180e08488 (__TEXT,__text) external _dasum
00000001810830e0 (__TEXT,__text) external _dasum$NEWLAPACK
000000018110fd9c (__TEXT,__text) external _dasum$NEWLAPACK$ILP64
0000000180e08488 (__TEXT,__text) external _dasum_
0000000181083190 (__TEXT,__text) external _daxpby$NEWLAPACK
000000018110fe4c (__TEXT,__text) external _daxpby$NEWLAPACK$ILP64
0000000180e08494 (__TEXT,__text) external _daxpy
0000000181083128 (__TEXT,__text) external _daxpy$NEWLAPACK
000000018110fde4 (__TEXT,__text) external _daxpy$NEWLAPACK$ILP64
0000000180e08494 (__TEXT,__text) external _daxpy_
0000000180e0271c (__TEXT,__text) external _dcabs1
0000000180e0271c (__TEXT,__text) external _dcabs1_
0000000180e084d0 (__TEXT,__text) external _dcopy
00000001810831e4 (__TEXT,__text) external _dcopy$NEWLAPACK
000000018110fea0 (__TEXT,__text) external _dcopy$NEWLAPACK$ILP64
0000000180e084d0 (__TEXT,__text) external _dcopy_
0000000180e084f8 (__TEXT,__text) external _ddot
0000000181083224 (__TEXT,__text) external _ddot$NEWLAPACK
000000018110fee0 (__TEXT,__text) external _ddot$NEWLAPACK$ILP64
0000000180e084f8 (__TEXT,__text) external _ddot_
0000000180e05924 (__TEXT,__text) external _dgbmv
0000000180e4f704 (__TEXT,__text) external _dgbmv$NEWLAPACK
0000000181108678 (__TEXT,__text) external _dgbmv$NEWLAPACK$ILP64
0000000180e05924 (__TEXT,__text) external _dgbmv_
0000000180e5c7e0 (__TEXT,__text) external _dgeCopy
000000018108dc9c (__TEXT,__text) external _dgePack_A_NoTran
000000018108dd7c (__TEXT,__text) external _dgePack_A_Tran
000000018108dacc (__TEXT,__text) external _dgePack_B_NoTran
000000018108dbec (__TEXT,__text) external _dgePack_B_Tran
0000000180e5c788 (__TEXT,__text) external _dgeSetZero
0000000180e02ec8 (__TEXT,__text) external _dgemm
0000000180fdf410 (__TEXT,__text) external _dgemm$NEWLAPACK
000000018110d3c0 (__TEXT,__text) external _dgemm$NEWLAPACK$ILP64
0000000180e02ec8 (__TEXT,__text) external _dgemm_
0000000180e05864 (__TEXT,__text) external _dgemv
0000000180e4f398 (__TEXT,__text) external _dgemv$NEWLAPACK
0000000181108320 (__TEXT,__text) external _dgemv$NEWLAPACK$ILP64
0000000180e05864 (__TEXT,__text) external _dgemv_
0000000180e062fc (__TEXT,__text) external _dger
0000000180e4f9f8 (__TEXT,__text) external _dger$NEWLAPACK
0000000181108954 (__TEXT,__text) external _dger$NEWLAPACK$ILP64
0000000180e062fc (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_apply_attr_destroy (from libSystem)
                 (undefined) external _dispatch_apply_attr_init (from libSystem)
                 (undefined) external _dispatch_apply_attr_set_parallelism (from libSystem)
                 (undefined) external _dispatch_apply_with_attr (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
0000000180e08508 (__TEXT,__text) external _dnrm2
0000000181083304 (__TEXT,__text) external _dnrm2$NEWLAPACK
000000018110ffc0 (__TEXT,__text) external _dnrm2$NEWLAPACK$ILP64
0000000180e08508 (__TEXT,__text) external _dnrm2_
00000001811653d8 (__TEXT,__text) external _double_general_add
0000000181183044 (__TEXT,__text) external _double_general_add_scalar
0000000181170af4 (__TEXT,__text) external _double_general_elementwise_product
000000018117fc94 (__TEXT,__text) external _double_general_permute_cols
000000018117fb14 (__TEXT,__text) external _double_general_permute_rows
0000000181187e68 (__TEXT,__text) external _double_general_product_scalar
0000000181170eb4 (__TEXT,__text) external _double_general_splat
0000000181170400 (__TEXT,__text) external _double_general_sub_scalar
000000018117fa3c (__TEXT,__text) external _double_general_transpose
0000000181183998 (__TEXT,__text) external _double_inner_product_scalar
000000018117cc50 (__TEXT,__text) external _double_outer_product_scalar
0000000180e08514 (__TEXT,__text) external _drot
0000000181083340 (__TEXT,__text) external _drot$NEWLAPACK
000000018110fffc (__TEXT,__text) external _drot$NEWLAPACK$ILP64
0000000180e08514 (__TEXT,__text) external _drot_
0000000180e08544 (__TEXT,__text) external _drotg
000000018108338c (__TEXT,__text) external _drotg$NEWLAPACK
0000000181110048 (__TEXT,__text) external _drotg$NEWLAPACK$ILP64
0000000180e08544 (__TEXT,__text) external _drotg_
0000000180e08560 (__TEXT,__text) external _drotm
00000001810833a8 (__TEXT,__text) external _drotm$NEWLAPACK
0000000181110064 (__TEXT,__text) external _drotm$NEWLAPACK$ILP64
0000000180e08560 (__TEXT,__text) external _drotm_
0000000180e08588 (__TEXT,__text) external _drotmg
00000001810833c4 (__TEXT,__text) external _drotmg$NEWLAPACK
0000000181110080 (__TEXT,__text) external _drotmg$NEWLAPACK$ILP64
0000000180e08588 (__TEXT,__text) external _drotmg_
0000000180e05aa4 (__TEXT,__text) external _dsbmv
0000000180e50590 (__TEXT,__text) external _dsbmv$NEWLAPACK
00000001811094c0 (__TEXT,__text) external _dsbmv$NEWLAPACK$ILP64
0000000180e05aa4 (__TEXT,__text) external _dsbmv_
0000000180e085ac (__TEXT,__text) external _dscal
00000001810833e8 (__TEXT,__text) external _dscal$NEWLAPACK
00000001811100a4 (__TEXT,__text) external _dscal$NEWLAPACK$ILP64
0000000180e085ac (__TEXT,__text) external _dscal_
0000000180e08640 (__TEXT,__text) external _dsdot
0000000181082fd4 (__TEXT,__text) external _dsdot$NEWLAPACK
000000018110fc90 (__TEXT,__text) external _dsdot$NEWLAPACK$ILP64
0000000180e08640 (__TEXT,__text) external _dsdot_
0000000180e05b54 (__TEXT,__text) external _dspmv
0000000180e50700 (__TEXT,__text) external _dspmv$NEWLAPACK
000000018110962c (__TEXT,__text) external _dspmv$NEWLAPACK$ILP64
0000000180e05b54 (__TEXT,__text) external _dspmv_
0000000180e06478 (__TEXT,__text) external _dspr
0000000180e5084c (__TEXT,__text) external _dspr$NEWLAPACK
0000000181109778 (__TEXT,__text) external _dspr$NEWLAPACK$ILP64
0000000180e06504 (__TEXT,__text) external _dspr2
0000000180e50988 (__TEXT,__text) external _dspr2$NEWLAPACK
00000001811098b4 (__TEXT,__text) external _dspr2$NEWLAPACK$ILP64
0000000180e06504 (__TEXT,__text) external _dspr2_
0000000180e06478 (__TEXT,__text) external _dspr_
0000000180e085dc (__TEXT,__text) external _dswap
0000000181083458 (__TEXT,__text) external _dswap$NEWLAPACK
0000000181110114 (__TEXT,__text) external _dswap$NEWLAPACK$ILP64
0000000180e085dc (__TEXT,__text) external _dswap_
0000000180e02fec (__TEXT,__text) external _dsymm
0000000180fdff50 (__TEXT,__text) external _dsymm$NEWLAPACK
000000018110decc (__TEXT,__text) external _dsymm$NEWLAPACK$ILP64
0000000180e02fec (__TEXT,__text) external _dsymm_
0000000180e05a00 (__TEXT,__text) external _dsymv
0000000180e50adc (__TEXT,__text) external _dsymv$NEWLAPACK
0000000181109a08 (__TEXT,__text) external _dsymv$NEWLAPACK$ILP64
0000000180e05a00 (__TEXT,__text) external _dsymv_
0000000180e0634c (__TEXT,__text) external _dsyr
0000000180e50c30 (__TEXT,__text) external _dsyr$NEWLAPACK
0000000181109b5c (__TEXT,__text) external _dsyr$NEWLAPACK$ILP64
0000000180e063dc (__TEXT,__text) external _dsyr2
0000000180e50d7c (__TEXT,__text) external _dsyr2$NEWLAPACK
0000000181109ca8 (__TEXT,__text) external _dsyr2$NEWLAPACK$ILP64
0000000180e063dc (__TEXT,__text) external _dsyr2_
0000000180e034d0 (__TEXT,__text) external _dsyr2k
0000000180fe0778 (__TEXT,__text) external _dsyr2k$NEWLAPACK
000000018110e6e4 (__TEXT,__text) external _dsyr2k$NEWLAPACK$ILP64
0000000180e034d0 (__TEXT,__text) external _dsyr2k_
0000000180e0634c (__TEXT,__text) external _dsyr_
0000000180e033d8 (__TEXT,__text) external _dsyrk
0000000180fe034c (__TEXT,__text) external _dsyrk$NEWLAPACK
000000018110e2bc (__TEXT,__text) external _dsyrk$NEWLAPACK$ILP64
0000000180e033d8 (__TEXT,__text) external _dsyrk_
0000000180e05d20 (__TEXT,__text) external _dtbmv
0000000180e50f5c (__TEXT,__text) external _dtbmv$NEWLAPACK
0000000181109e84 (__TEXT,__text) external _dtbmv$NEWLAPACK$ILP64
0000000180e05d20 (__TEXT,__text) external _dtbmv_
0000000180e060a4 (__TEXT,__text) external _dtbsv
0000000180e5144c (__TEXT,__text) external _dtbsv$NEWLAPACK
000000018110a364 (__TEXT,__text) external _dtbsv$NEWLAPACK$ILP64
0000000180e060a4 (__TEXT,__text) external _dtbsv_
0000000180e05e58 (__TEXT,__text) external _dtpmv
0000000180e51938 (__TEXT,__text) external _dtpmv$NEWLAPACK
000000018110a844 (__TEXT,__text) external _dtpmv$NEWLAPACK$ILP64
0000000180e05e58 (__TEXT,__text) external _dtpmv_
0000000180e061dc (__TEXT,__text) external _dtpsv
0000000180e51e18 (__TEXT,__text) external _dtpsv$NEWLAPACK
000000018110ad24 (__TEXT,__text) external _dtpsv$NEWLAPACK$ILP64
0000000180e061dc (__TEXT,__text) external _dtpsv_
0000000180e5c91c (__TEXT,__text) external _dtrCopyLower
0000000180e5c8bc (__TEXT,__text) external _dtrSetZeroLower
0000000180e030e0 (__TEXT,__text) external _dtrmm
0000000180fe0c48 (__TEXT,__text) external _dtrmm$NEWLAPACK
000000018110eba4 (__TEXT,__text) external _dtrmm$NEWLAPACK$ILP64
0000000180e030e0 (__TEXT,__text) external _dtrmm_
0000000180e05bf4 (__TEXT,__text) external _dtrmv
0000000180e522f0 (__TEXT,__text) external _dtrmv$NEWLAPACK
000000018110b1fc (__TEXT,__text) external _dtrmv$NEWLAPACK$ILP64
0000000180e05bf4 (__TEXT,__text) external _dtrmv_
0000000180e0325c (__TEXT,__text) external _dtrsm
0000000180fe1278 (__TEXT,__text) external _dtrsm$NEWLAPACK
000000018110f1bc (__TEXT,__text) external _dtrsm$NEWLAPACK$ILP64
0000000180e0325c (__TEXT,__text) external _dtrsm_
0000000180e05f78 (__TEXT,__text) external _dtrsv
0000000180e527b0 (__TEXT,__text) external _dtrsv$NEWLAPACK
000000018110b6bc (__TEXT,__text) external _dtrsv$NEWLAPACK$ILP64
0000000180e05f78 (__TEXT,__text) external _dtrsv_
0000000180e0888c (__TEXT,__text) external _dzasum
00000001810830f8 (__TEXT,__text) external _dzasum$NEWLAPACK
000000018110fdb4 (__TEXT,__text) external _dzasum$NEWLAPACK$ILP64
0000000180e0888c (__TEXT,__text) external _dzasum_
0000000180e08898 (__TEXT,__text) external _dznrm2
000000018108331c (__TEXT,__text) external _dznrm2$NEWLAPACK
000000018110ffd8 (__TEXT,__text) external _dznrm2$NEWLAPACK$ILP64
0000000180e08898 (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
000000018116fa5c (__TEXT,__text) external _float_general_add
0000000181170260 (__TEXT,__text) external _float_general_add_scalar
0000000181170734 (__TEXT,__text) external _float_general_elementwise_product
000000018116f788 (__TEXT,__text) external _float_general_permute_cols
000000018116f5f8 (__TEXT,__text) external _float_general_permute_rows
00000001811712b8 (__TEXT,__text) external _float_general_product_scalar
000000018117b328 (__TEXT,__text) external _float_general_splat
0000000181170f84 (__TEXT,__text) external _float_general_sub_scalar
000000018116f520 (__TEXT,__text) external _float_general_transpose
0000000181182a48 (__TEXT,__text) external _float_inner_product_scalar
000000018116f8a4 (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
0000000180e02054 (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
0000000180e08404 (__TEXT,__text) external _icamax
000000018108305c (__TEXT,__text) external _icamax$NEWLAPACK
000000018110fd18 (__TEXT,__text) external _icamax$NEWLAPACK$ILP64
0000000180e08404 (__TEXT,__text) external _icamax_
0000000180e08604 (__TEXT,__text) external _idamax
0000000181083020 (__TEXT,__text) external _idamax$NEWLAPACK
000000018110fcdc (__TEXT,__text) external _idamax$NEWLAPACK$ILP64
0000000180e08604 (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
0000000180e08650 (__TEXT,__text) external _isamax
0000000181082fe4 (__TEXT,__text) external _isamax$NEWLAPACK
000000018110fca0 (__TEXT,__text) external _isamax$NEWLAPACK$ILP64
0000000180e08650 (__TEXT,__text) external _isamax_
0000000180e088a4 (__TEXT,__text) external _izamax
0000000181083098 (__TEXT,__text) external _izamax$NEWLAPACK
000000018110fd54 (__TEXT,__text) external _izamax$NEWLAPACK$ILP64
0000000180e088a4 (__TEXT,__text) external _izamax_
0000000180e02098 (__TEXT,__text) external _lsame_
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_posix_memalign (from libSystem)
                 (undefined) external _malloc_type_valloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
0000000180e0868c (__TEXT,__text) external _sasum
00000001810830d4 (__TEXT,__text) external _sasum$NEWLAPACK
000000018110fd90 (__TEXT,__text) external _sasum$NEWLAPACK$ILP64
0000000180e0868c (__TEXT,__text) external _sasum_
000000018108316c (__TEXT,__text) external _saxpby$NEWLAPACK
000000018110fe28 (__TEXT,__text) external _saxpby$NEWLAPACK$ILP64
0000000180e086b0 (__TEXT,__text) external _saxpy
0000000181083104 (__TEXT,__text) external _saxpy$NEWLAPACK
000000018110fdc0 (__TEXT,__text) external _saxpy$NEWLAPACK$ILP64
0000000180e086b0 (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
0000000180e08440 (__TEXT,__text) external _scasum
00000001810830ec (__TEXT,__text) external _scasum$NEWLAPACK
000000018110fda8 (__TEXT,__text) external _scasum$NEWLAPACK$ILP64
0000000180e08440 (__TEXT,__text) external _scasum_
0000000180e08464 (__TEXT,__text) external _scnrm2
0000000181083310 (__TEXT,__text) external _scnrm2$NEWLAPACK
000000018110ffcc (__TEXT,__text) external _scnrm2$NEWLAPACK$ILP64
0000000180e08464 (__TEXT,__text) external _scnrm2_
0000000180e086ec (__TEXT,__text) external _scopy
00000001810831d4 (__TEXT,__text) external _scopy$NEWLAPACK
000000018110fe90 (__TEXT,__text) external _scopy$NEWLAPACK$ILP64
0000000180e086ec (__TEXT,__text) external _scopy_
0000000180e08714 (__TEXT,__text) external _sdot
0000000181083214 (__TEXT,__text) external _sdot$NEWLAPACK
000000018110fed0 (__TEXT,__text) external _sdot$NEWLAPACK$ILP64
0000000180e08714 (__TEXT,__text) external _sdot_
0000000180e0873c (__TEXT,__text) external _sdsdot
00000001810832d4 (__TEXT,__text) external _sdsdot$NEWLAPACK
000000018110ff90 (__TEXT,__text) external _sdsdot$NEWLAPACK$ILP64
0000000180e0873c (__TEXT,__text) external _sdsdot_
0000000180e04bf4 (__TEXT,__text) external _sgbmv
0000000180e4f618 (__TEXT,__text) external _sgbmv$NEWLAPACK
0000000181108594 (__TEXT,__text) external _sgbmv$NEWLAPACK$ILP64
0000000180e04bf4 (__TEXT,__text) external _sgbmv_
0000000180e5cbcc (__TEXT,__text) external _sgeCopy
0000000181094e8c (__TEXT,__text) external _sgePack_A_NoTran
0000000181095020 (__TEXT,__text) external _sgePack_A_Tran
0000000181094b60 (__TEXT,__text) external _sgePack_B_NoTran
0000000181094c9c (__TEXT,__text) external _sgePack_B_Tran
0000000180e5cb74 (__TEXT,__text) external _sgeSetZero
0000000180e027bc (__TEXT,__text) external _sgemm
0000000180fdf2dc (__TEXT,__text) external _sgemm$NEWLAPACK
000000018110d294 (__TEXT,__text) external _sgemm$NEWLAPACK$ILP64
0000000180e027bc (__TEXT,__text) external _sgemm_
0000000180e04b34 (__TEXT,__text) external _sgemv
0000000180e4f2c8 (__TEXT,__text) external _sgemv$NEWLAPACK
0000000181108254 (__TEXT,__text) external _sgemv$NEWLAPACK$ILP64
0000000180e04b34 (__TEXT,__text) external _sgemv_
0000000180e055cc (__TEXT,__text) external _sger
0000000180e4f9c8 (__TEXT,__text) external _sger$NEWLAPACK
0000000181108924 (__TEXT,__text) external _sger$NEWLAPACK$ILP64
0000000180e055cc (__TEXT,__text) external _sger_
0000000180e08778 (__TEXT,__text) external _snrm2
00000001810832f8 (__TEXT,__text) external _snrm2$NEWLAPACK
000000018110ffb4 (__TEXT,__text) external _snrm2$NEWLAPACK$ILP64
0000000180e08778 (__TEXT,__text) external _snrm2_
0000000180e0879c (__TEXT,__text) external _srot
0000000181083328 (__TEXT,__text) external _srot$NEWLAPACK
000000018110ffe4 (__TEXT,__text) external _srot$NEWLAPACK$ILP64
0000000180e0879c (__TEXT,__text) external _srot_
0000000180e087cc (__TEXT,__text) external _srotg
0000000181083388 (__TEXT,__text) external _srotg$NEWLAPACK
0000000181110044 (__TEXT,__text) external _srotg$NEWLAPACK$ILP64
0000000180e087cc (__TEXT,__text) external _srotg_
0000000180e087e8 (__TEXT,__text) external _srotm
0000000181083398 (__TEXT,__text) external _srotm$NEWLAPACK
0000000181110054 (__TEXT,__text) external _srotm$NEWLAPACK$ILP64
0000000180e087e8 (__TEXT,__text) external _srotm_
0000000180e08810 (__TEXT,__text) external _srotmg
00000001810833b8 (__TEXT,__text) external _srotmg$NEWLAPACK
0000000181110074 (__TEXT,__text) external _srotmg$NEWLAPACK$ILP64
0000000180e08810 (__TEXT,__text) external _srotmg_
0000000180e04d74 (__TEXT,__text) external _ssbmv
0000000180e504d0 (__TEXT,__text) external _ssbmv$NEWLAPACK
0000000181109404 (__TEXT,__text) external _ssbmv$NEWLAPACK$ILP64
0000000180e04d74 (__TEXT,__text) external _ssbmv_
0000000180e08834 (__TEXT,__text) external _sscal
00000001810833d0 (__TEXT,__text) external _sscal$NEWLAPACK
000000018111008c (__TEXT,__text) external _sscal$NEWLAPACK$ILP64
0000000180e08834 (__TEXT,__text) external _sscal_
0000000180e04e24 (__TEXT,__text) external _sspmv
0000000180e50650 (__TEXT,__text) external _sspmv$NEWLAPACK
000000018110957c (__TEXT,__text) external _sspmv$NEWLAPACK$ILP64
0000000180e04e24 (__TEXT,__text) external _sspmv_
0000000180e05748 (__TEXT,__text) external _sspr
0000000180e507b0 (__TEXT,__text) external _sspr$NEWLAPACK
00000001811096dc (__TEXT,__text) external _sspr$NEWLAPACK$ILP64
0000000180e057d4 (__TEXT,__text) external _sspr2
0000000180e508e8 (__TEXT,__text) external _sspr2$NEWLAPACK
0000000181109814 (__TEXT,__text) external _sspr2$NEWLAPACK$ILP64
0000000180e057d4 (__TEXT,__text) external _sspr2_
0000000180e05748 (__TEXT,__text) external _sspr_
0000000180e08864 (__TEXT,__text) external _sswap
0000000181083448 (__TEXT,__text) external _sswap$NEWLAPACK
0000000181110104 (__TEXT,__text) external _sswap$NEWLAPACK$ILP64
0000000180e08864 (__TEXT,__text) external _sswap_
0000000180e028e0 (__TEXT,__text) external _ssymm
0000000180fdfe4c (__TEXT,__text) external _ssymm$NEWLAPACK
000000018110ddcc (__TEXT,__text) external _ssymm$NEWLAPACK$ILP64
0000000180e028e0 (__TEXT,__text) external _ssymm_
0000000180e04cd0 (__TEXT,__text) external _ssymv
0000000180e50a28 (__TEXT,__text) external _ssymv$NEWLAPACK
0000000181109954 (__TEXT,__text) external _ssymv$NEWLAPACK$ILP64
0000000180e04cd0 (__TEXT,__text) external _ssymv_
0000000180e0561c (__TEXT,__text) external _ssyr
0000000180e50b90 (__TEXT,__text) external _ssyr$NEWLAPACK
0000000181109abc (__TEXT,__text) external _ssyr$NEWLAPACK$ILP64
0000000180e056ac (__TEXT,__text) external _ssyr2
0000000180e50cd0 (__TEXT,__text) external _ssyr2$NEWLAPACK
0000000181109bfc (__TEXT,__text) external _ssyr2$NEWLAPACK$ILP64
0000000180e056ac (__TEXT,__text) external _ssyr2_
0000000180e02dc4 (__TEXT,__text) external _ssyr2k
0000000180fe0664 (__TEXT,__text) external _ssyr2k$NEWLAPACK
000000018110e5d4 (__TEXT,__text) external _ssyr2k$NEWLAPACK$ILP64
0000000180e02dc4 (__TEXT,__text) external _ssyr2k_
0000000180e0561c (__TEXT,__text) external _ssyr_
0000000180e02ccc (__TEXT,__text) external _ssyrk
0000000180fe0244 (__TEXT,__text) external _ssyrk$NEWLAPACK
000000018110e1b4 (__TEXT,__text) external _ssyrk$NEWLAPACK$ILP64
0000000180e02ccc (__TEXT,__text) external _ssyrk_
0000000180e04ff0 (__TEXT,__text) external _stbmv
0000000180e50e28 (__TEXT,__text) external _stbmv$NEWLAPACK
0000000181109d54 (__TEXT,__text) external _stbmv$NEWLAPACK$ILP64
0000000180e04ff0 (__TEXT,__text) external _stbmv_
0000000180e05374 (__TEXT,__text) external _stbsv
