00007ff840096be8 (__DATA,__data) non-external _C
00007ff800a81699 (__TEXT,__text) external _fputws_l
00007ff800a819ac (__TEXT,__text) external _fread
                 (undefined) external _free (from libsystem_malloc)
00007ff800a5d568 (__TEXT,__text) external _free_printf_comp
00007ff800a5d906 (__TEXT,__text) external _free_printf_domain
00007ff800a5bcb8 (__TEXT,__text) external _freelocale
00007ff800a81be5 (__TEXT,__text) external _freopen
00007ff800a81efb (__TEXT,__text) external _fscanf
00007ff800a81fec (__TEXT,__text) external _fscanf_l
                 (undefined) external _fsctl (from libsystem_kernel)
00007ff800a820ef (__TEXT,__text) external _fseek
00007ff800a82573 (__TEXT,__text) external _fseeko
00007ff800a825d7 (__TEXT,__text) external _fsetpos
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fstatat (from libsystem_kernel)
                 (undefined) external _fstatfs (from libsystem_kernel)
00007ff800a55389 (__TEXT,__text) external _fstatvfs
00007ff840096580 (__DATA,__data) non-external _fstypenames
                 (undefined) external _fsync$NOCANCEL (from libsystem_kernel)
00007ff800a5f5b7 (__TEXT,__text) external _fsync_volume_np
00007ff800a825e6 (__TEXT,__text) external _ftell
00007ff800a825f0 (__TEXT,__text) external _ftello
00007ff800a96984 (__TEXT,__text) external _ftime
00007ff800a6f454 (__TEXT,__text) external _ftok
                 (undefined) external _ftruncate (from libsystem_kernel)
00007ff800a7fc87 (__TEXT,__text) external _ftrylockfile
00007ff800a57d87 (__TEXT,__text) non-external _fts_alloc
00007ff800a56e4d (__TEXT,__text) non-external _fts_build
00007ff800abd42b (__TEXT,__text) non-external _fts_build.cold.1
00007ff800abd440 (__TEXT,__text) non-external _fts_build.cold.2
00007ff800abd455 (__TEXT,__text) non-external _fts_build.cold.3
00007ff800abd46a (__TEXT,__text) non-external _fts_build.cold.4
00007ff800abd47f (__TEXT,__text) non-external _fts_build.cold.5
00007ff800abd494 (__TEXT,__text) non-external _fts_build.cold.6
00007ff800a57bcb (__TEXT,__text) external _fts_children
00007ff800a566cc (__TEXT,__text) external _fts_close
00007ff800a56808 (__TEXT,__text) non-external _fts_fchdir
00007ff800a567d4 (__TEXT,__text) non-external _fts_free
00007ff800a57b14 (__TEXT,__text) non-external _fts_load
00007ff800a56310 (__TEXT,__text) external _fts_open
00007ff800a56630 (__TEXT,__text) external _fts_open_b
00007ff800a57d16 (__TEXT,__text) non-external _fts_palloc
00007ff800a56822 (__TEXT,__text) external _fts_read
00007ff800a56c6e (__TEXT,__text) non-external _fts_safe_changedir
00007ff800a57ba8 (__TEXT,__text) external _fts_set
00007ff800a57e18 (__TEXT,__text) non-external _fts_sort
00007ff800a57f33 (__TEXT,__text) non-external _fts_stat2
00007ff800a592b4 (__TEXT,__text) external _ftw
00007ff800a7fcbb (__TEXT,__text) external _funlockfile
00007ff800a827bd (__TEXT,__text) external _funopen
00007ff800a82c36 (__TEXT,__text) external _fwide
00007ff800a82c93 (__TEXT,__text) external _fwprintf
00007ff800a82d57 (__TEXT,__text) external _fwprintf_l
00007ff800a82df3 (__TEXT,__text) external _fwrite
00007ff800a82ecd (__TEXT,__text) external _fwscanf
00007ff800a82f91 (__TEXT,__text) external _fwscanf_l
00007ff800a5d2c3 (__TEXT,__text) external _fxprintf
00007ff800a5dd92 (__TEXT,__text) external _fxprintf_exec
00007ff8400964d0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff800aa842e (__TEXT,__text) external _gcvt
00007ff800a6ba18 (__TEXT,__text) non-external _gdtoa_freelist_free
00007ff8400997e8 (__DATA,__bss) non-external _gdtoa_tsd_key
00007ff8400971d0 (__DATA,__data) non-external _gdtoa_tsd_lock
00007ff800a54144 (__TEXT,__text) non-external _generalSlowpath
00007ff800abd23e (__TEXT,__text) non-external _generalSlowpath.cold.1
00007ff800abd379 (__TEXT,__text) non-external _generalSlowpath.cold.10
00007ff800abd39c (__TEXT,__text) non-external _generalSlowpath.cold.11
00007ff800abd3bf (__TEXT,__text) non-external _generalSlowpath.cold.12
00007ff800abd3e2 (__TEXT,__text) non-external _generalSlowpath.cold.13
00007ff800abd261 (__TEXT,__text) non-external _generalSlowpath.cold.2
00007ff800abd284 (__TEXT,__text) non-external _generalSlowpath.cold.3
00007ff800abd2a7 (__TEXT,__text) non-external _generalSlowpath.cold.4
00007ff800abd2ca (__TEXT,__text) non-external _generalSlowpath.cold.5
00007ff800abd2ed (__TEXT,__text) non-external _generalSlowpath.cold.6
00007ff800abd310 (__TEXT,__text) non-external _generalSlowpath.cold.7
00007ff800abd333 (__TEXT,__text) non-external _generalSlowpath.cold.8
00007ff800abd356 (__TEXT,__text) non-external _generalSlowpath.cold.9
00007ff840099764 (__DATA,__bss) non-external _get_clock.adjustment
00007ff840099778 (__DATA,__bss) non-external _get_clock.clock_seq
00007ff840099768 (__DATA,__bss) non-external _get_clock.last
00007ff800a6d825 (__TEXT,__text) non-external _get_next_format
00007ff800a6d94a (__TEXT,__text) non-external _get_next_format_from_precision
00007ff800a6d8f8 (__TEXT,__text) non-external _get_next_format_from_width
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getattrlistbulk (from libsystem_kernel)
00007ff800a6f4c6 (__TEXT,__text) external _getbsize
00007ff840099840 (__DATA,__bss) non-external _getbsize.header
00007ff800a8302d (__TEXT,__text) external _getc
00007ff800a83074 (__TEXT,__text) external _getc_unlocked
00007ff800a8309a (__TEXT,__text) external _getchar
00007ff800a830e5 (__TEXT,__text) external _getchar_unlocked
00007ff800a70fb6 (__TEXT,__text) external _getcwd
00007ff800a5cbf4 (__TEXT,__text) external _getdate
00007ff840099718 (__DATA,__bss) non-external _getdate.tm
00007ff8400a44c8 (__DATA,__common) external _getdate_err
00007ff800a83115 (__TEXT,__text) external _getdelim
00007ff800a55c43 (__TEXT,__text) external _getdiskbyname
00007ff840099620 (__DATA,__bss) non-external _getdiskbyname.dp
                 (undefined) external _getdtablesize (from libsystem_kernel)
00007ff800a6f7c2 (__TEXT,__text) non-external _getent
00007ff800aa07af (__TEXT,__text) external _getenv
                 (undefined) external _getfsstat (from libsystem_kernel)
00007ff800a5f6c7 (__TEXT,__text) external _gethostid
00007ff800a70fc5 (__TEXT,__text) external _gethostname
00007ff800a833c6 (__TEXT,__text) external _getline
00007ff800a583d4 (__TEXT,__text) external _getloadavg
00007ff800a710d1 (__TEXT,__text) external _getmntinfo
00007ff840099888 (__DATA,__bss) non-external _getmntinfo.vars
00007ff800a710f7 (__TEXT,__text) non-external _getmntinfo_internal
00007ff800a711b3 (__TEXT,__text) external _getmntinfo_r_np
00007ff800a7264c (__TEXT,__text) external _getmode
00007ff800a98d11 (__TEXT,__text) non-external _getoffset
00007ff800aa07fc (__TEXT,__text) external _getopt
00007ff840097a48 (__DATA,__data) non-external _getopt.place
00007ff800aa0a3f (__TEXT,__text) non-external _getopt_internal
00007ff800abe811 (__TEXT,__text) non-external _getopt_internal.cold.1
00007ff840097a50 (__DATA,__data) non-external _getopt_internal.posixly_correct
00007ff800aa0a2f (__TEXT,__text) external _getopt_long
00007ff800aa1022 (__TEXT,__text) external _getopt_long_only
00007ff800a7120b (__TEXT,__text) external _getpagesize
00007ff8400998a0 (__DATA,__bss) non-external _getpagesize.value
00007ff800a71284 (__TEXT,__text) external _getpeereid
                 (undefined) external _getpgrp (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpriority (from libsystem_kernel)
00007ff800a712f8 (__TEXT,__text) external _getprogname
                 (undefined) external _getrlimit (from libsystem_kernel)
00007ff800a98d42 (__TEXT,__text) non-external _getrule
                 (undefined) external _getrusage (from libsystem_kernel)
00007ff800a833d8 (__TEXT,__text) external _gets
00007ff800ac08f0 (__TEXT,__const) non-external _gets.w
00007ff84009b328 (__DATA,__bss) non-external _gets.warned
00007ff800a9913a (__TEXT,__text) non-external _getsecs
                 (undefined) external _getsockopt (from libsystem_kernel)
00007ff800aa1465 (__TEXT,__text) external _getsubopt
00007ff800a5ef44 (__TEXT,__text) external _gettimeofday
00007ff8400997dc (__DATA,__bss) non-external _gettimeofday.cached_tz.0
00007ff8400997e0 (__DATA,__bss) non-external _gettimeofday.cached_tz.1
00007ff8400997d8 (__DATA,__bss) non-external _gettimeofday.validtz
00007ff800a585ff (__TEXT,__text) external _getttyent
00007ff840099670 (__DATA,__bss) non-external _getttyent.line
00007ff840067708 (__DATA_CONST,__const) non-external _getttyent.nonexistent
00007ff840099630 (__DATA,__bss) non-external _getttyent.tty
00007ff800a584a5 (__TEXT,__text) external _getttynam
00007ff800a562ac (__TEXT,__text) non-external _gettype
00007ff800a58d13 (__TEXT,__text) external _getusershell
00007ff800a58fce (__TEXT,__text) external _getvfsbyname
00007ff800a8348d (__TEXT,__text) external _getw
00007ff800a834c8 (__TEXT,__text) external _getwc
00007ff800a834f0 (__TEXT,__text) external _getwc_l
00007ff800a834fa (__TEXT,__text) external _getwchar
00007ff800a8352c (__TEXT,__text) external _getwchar_l
00007ff800a5f738 (__TEXT,__text) external _getwd
00007ff800a98c91 (__TEXT,__text) non-external _getzname
00007ff800ac0bc4 (__TEXT,__const) non-external _gmt
00007ff800a9924c (__TEXT,__text) non-external _gmt_init
00007ff8400979e0 (__DATA,__data) non-external _gmt_once
00007ff800a9851a (__TEXT,__text) external _gmtime
00007ff84009fc58 (__DATA,__bss) non-external _gmtime_key
00007ff84009fc54 (__DATA,__bss) non-external _gmtime_key_error
00007ff800a985b8 (__TEXT,__text) non-external _gmtime_key_init
00007ff8400979d0 (__DATA,__data) non-external _gmtime_once
00007ff800a98640 (__TEXT,__text) external _gmtime_r
00007ff800a97aec (__TEXT,__text) non-external _gmtload
00007ff84009fc98 (__DATA,__bss) non-external _gmtmem
00007ff800a985dc (__TEXT,__text) non-external _gmtsub
00007ff800ac0d50 (__TEXT,__const) non-external _gnuoptchar
00007ff840099868 (__DATA,__bss) non-external _gottoprec
00007ff800aa7fec (__TEXT,__text) external _grantpt
00007ff800a8c084 (__TEXT,__text) non-external _grouping_init
00007ff800a92a41 (__TEXT,__text) non-external _grouping_init
00007ff800a8c22b (__TEXT,__text) non-external _grouping_print
00007ff800a92c88 (__TEXT,__text) non-external _grouping_print
00007ff800a65adc (__TEXT,__text) non-external _hash4
00007ff800a646a5 (__TEXT,__text) non-external _hash_access
00007ff800a63f3e (__TEXT,__text) non-external _hash_close
00007ff800aa6864 (__TEXT,__text) external _hash_create
00007ff800a63f6f (__TEXT,__text) non-external _hash_delete
00007ff800aa68ec (__TEXT,__text) external _hash_destroy
00007ff800a63fcc (__TEXT,__text) non-external _hash_fd
00007ff800a63ffb (__TEXT,__text) non-external _hash_get
00007ff800aa6b32 (__TEXT,__text) external _hash_purge
00007ff800a64040 (__TEXT,__text) non-external _hash_put
00007ff800aa69b6 (__TEXT,__text) external _hash_search
00007ff800a640a7 (__TEXT,__text) non-external _hash_seq
00007ff800aa6ba6 (__TEXT,__text) external _hash_stats
00007ff800a64305 (__TEXT,__text) non-external _hash_sync
00007ff800aa6ac8 (__TEXT,__text) external _hash_traverse
00007ff800aa1590 (__TEXT,__text) external _hcreate
00007ff800a63e24 (__TEXT,__text) non-external _hdestroy
00007ff800aa165e (__TEXT,__text) external _hdestroy
00007ff800aa1780 (__TEXT,__text) external _heapsort
00007ff800aa869c (__TEXT,__text) external _heapsort_b
00007ff800abef90 (__TEXT,__const) non-external _hexdigit
00007ff800ac36b0 (__TEXT,__cstring) non-external _hexlist
00007ff8400996d8 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
00007ff800aa16cb (__TEXT,__text) external _hsearch
00007ff8400a4450 (__DATA,__bss) non-external _htable
00007ff8400a4458 (__DATA,__bss) non-external _htablesize
00007ff800ac0d30 (__TEXT,__const) non-external _illoptchar
00007ff800ac0e20 (__TEXT,__const) non-external _illoptstring
00007ff800aa19f0 (__TEXT,__text) external _imaxabs
00007ff800aa1a00 (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00007ff800a54a2c (__TEXT,__text) non-external _infinity
00007ff800a54c22 (__TEXT,__text) non-external _initMPFromDigits
00007ff800abf090 (__TEXT,__const) non-external _initMPFromDigits.powersOfTen
00007ff800a58d47 (__TEXT,__text) non-external _initshells
00007ff800aa54e6 (__TEXT,__text) external _initstate
00007ff800aa23a3 (__TEXT,__text) non-external _insertionsort
00007ff800aa9b74 (__TEXT,__text) non-external _insertionsort
00007ff800aa1a2f (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00007ff800a59e60 (__TEXT,__text) external _isalnum
00007ff800a5a597 (__TEXT,__text) external _isalnum_l
00007ff800a59ec3 (__TEXT,__text) external _isalpha
00007ff800a5a5fa (__TEXT,__text) external _isalpha_l
00007ff800a59e4f (__TEXT,__text) external _isascii
00007ff800a71306 (__TEXT,__text) external _isatty
00007ff800a59f20 (__TEXT,__text) external _isblank
00007ff800a5a657 (__TEXT,__text) external _isblank_l
00007ff800a59f7d (__TEXT,__text) external _iscntrl
00007ff800a5a6b4 (__TEXT,__text) external _iscntrl_l
00007ff800a59fda (__TEXT,__text) external _isdigit
00007ff800a5a711 (__TEXT,__text) external _isdigit_l
00007ff800a59ffd (__TEXT,__text) external _isgraph
00007ff800a5a76e (__TEXT,__text) external _isgraph_l
00007ff800a5a31f (__TEXT,__text) external _ishexnumber
00007ff800a5a7cb (__TEXT,__text) external _ishexnumber_l
00007ff800a5a37c (__TEXT,__text) external _isideogram
00007ff800a5a828 (__TEXT,__text) external _isideogram_l
00007ff800a5a05a (__TEXT,__text) external _islower
00007ff800a5a885 (__TEXT,__text) external _islower_l
00007ff800a5a3d9 (__TEXT,__text) external _isnumber
00007ff800a5a8e2 (__TEXT,__text) external _isnumber_l
00007ff800a5a436 (__TEXT,__text) external _isphonogram
00007ff800a5a93f (__TEXT,__text) external _isphonogram_l
00007ff800a5a0b7 (__TEXT,__text) external _isprint
00007ff800a5a99c (__TEXT,__text) external _isprint_l
00007ff800a5a114 (__TEXT,__text) external _ispunct
00007ff800a5a9f9 (__TEXT,__text) external _ispunct_l
00007ff800a5a493 (__TEXT,__text) external _isrune
00007ff800a5aa56 (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00007ff800a5a171 (__TEXT,__text) external _isspace
00007ff800a5aabe (__TEXT,__text) external _isspace_l
00007ff800a5a4f4 (__TEXT,__text) external _isspecial
00007ff800a5ab1b (__TEXT,__text) external _isspecial_l
00007ff800a74ee3 (__TEXT,__text) non-external _istrsenvisx
00007ff800abe1e4 (__TEXT,__text) non-external _istrsenvisx.cold.1
00007ff800abe207 (__TEXT,__text) non-external _istrsenvisx.cold.2
00007ff800abe22a (__TEXT,__text) non-external _istrsenvisx.cold.3
00007ff800abe24d (__TEXT,__text) non-external _istrsenvisx.cold.4
00007ff800a75698 (__TEXT,__text) non-external _istrsenvisxl
00007ff800a5a1ce (__TEXT,__text) external _isupper
00007ff800a5ab78 (__TEXT,__text) external _isupper_l
00007ff800a5ac7e (__TEXT,__text) external _iswalnum
00007ff800a5b0f8 (__TEXT,__text) external _iswalnum_l
00007ff800a5ace1 (__TEXT,__text) external _iswalpha
00007ff800a5b15b (__TEXT,__text) external _iswalpha_l
00007ff800a5b608 (__TEXT,__text) external _iswascii
00007ff800a5b5ab (__TEXT,__text) external _iswblank
00007ff800a5b84b (__TEXT,__text) external _iswblank_l
00007ff800a5ad3e (__TEXT,__text) external _iswcntrl
00007ff800a5b1b8 (__TEXT,__text) external _iswcntrl_l
00007ff800a5ad9b (__TEXT,__text) external _iswctype
00007ff800a5b215 (__TEXT,__text) external _iswctype_l
00007ff800a5ae04 (__TEXT,__text) external _iswdigit
00007ff800a5b285 (__TEXT,__text) external _iswdigit_l
00007ff800a5ae27 (__TEXT,__text) external _iswgraph
00007ff800a5b2e2 (__TEXT,__text) external _iswgraph_l
00007ff800a5b619 (__TEXT,__text) external _iswhexnumber
00007ff800a5b8a8 (__TEXT,__text) external _iswhexnumber_l
00007ff800a5b676 (__TEXT,__text) external _iswideogram
00007ff800a5b905 (__TEXT,__text) external _iswideogram_l
00007ff800a5ae84 (__TEXT,__text) external _iswlower
00007ff800a5b33f (__TEXT,__text) external _iswlower_l
00007ff800a5b6d3 (__TEXT,__text) external _iswnumber
00007ff800a5b962 (__TEXT,__text) external _iswnumber_l
00007ff800a5b730 (__TEXT,__text) external _iswphonogram
00007ff800a5b9bf (__TEXT,__text) external _iswphonogram_l
00007ff800a5aee1 (__TEXT,__text) external _iswprint
00007ff800a5b39c (__TEXT,__text) external _iswprint_l
00007ff800a5af3e (__TEXT,__text) external _iswpunct
00007ff800a5b3f9 (__TEXT,__text) external _iswpunct_l
00007ff800a5b78d (__TEXT,__text) external _iswrune
00007ff800a5ba1c (__TEXT,__text) external _iswrune_l
00007ff800a5af9b (__TEXT,__text) external _iswspace
00007ff800a5b456 (__TEXT,__text) external _iswspace_l
00007ff800a5b7ee (__TEXT,__text) external _iswspecial
00007ff800a5ba84 (__TEXT,__text) external _iswspecial_l
00007ff800a5aff8 (__TEXT,__text) external _iswupper
00007ff800a5b4b3 (__TEXT,__text) external _iswupper_l
00007ff800a5b055 (__TEXT,__text) external _iswxdigit
00007ff800a5b510 (__TEXT,__text) external _iswxdigit_l
00007ff800a5a22b (__TEXT,__text) external _isxdigit
00007ff800a5abd5 (__TEXT,__text) external _isxdigit_l
00007ff800a713a0 (__TEXT,__text) external _jrand48
00007ff840067a00 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00007ff800a5f770 (__TEXT,__text) external _killpg
00007ff800aa81db (__TEXT,__text) external _l64a
00007ff8400a44a8 (__DATA,__bss) non-external _l64a.buf
00007ff800aa1a58 (__TEXT,__text) external _labs
00007ff800a77167 (__TEXT,__text) non-external _largesearch
00007ff8400a4400 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00007ff840097888 (__DATA,__data) non-external _lastglue
00007ff800a551d9 (__TEXT,__text) external _lchflags
00007ff800a55213 (__TEXT,__text) external _lchmod
00007ff84009b3e0 (__DATA,__bss) non-external _lcl_TZname
00007ff84009b3d0 (__DATA,__bss) non-external _lcl_is_set
00007ff8400978e0 (__DATA,__data) non-external (was a private external) _lcl_rwlock
00007ff84009b4e0 (__DATA,__bss) non-external _lclmem
00007ff800a713e0 (__TEXT,__text) external _lcong48
00007ff800aa1a68 (__TEXT,__text) external _ldiv
00007ff800aa1b45 (__TEXT,__text) external _lfind
00007ff800a86171 (__TEXT,__text) non-external _lflush
00007ff800a7eedc (__TEXT,__text) external _link_addr
00007ff800a7f06c (__TEXT,__text) external _link_ntoa
00007ff840099af0 (__DATA,__bss) non-external _link_ntoa.obuf
00007ff800aa1a97 (__TEXT,__text) external _llabs
00007ff800aa1aa7 (__TEXT,__text) external _lldiv
00007ff800a7f5c9 (__TEXT,__text) non-external _loadCat
00007ff800a7bab9 (__TEXT,__text) non-external _loadlocale
00007ff800a7a03b (__TEXT,__text) external _localeconv
00007ff800a79ea5 (__TEXT,__text) external _localeconv_l
00007ff800abe270 (__TEXT,__text) non-external _localeconv_l.cold.1
00007ff800abe282 (__TEXT,__text) non-external _localeconv_l.cold.2
00007ff800a983d8 (__TEXT,__text) external _localtime
00007ff84009fc50 (__DATA,__bss) non-external _localtime_key
00007ff84009fc48 (__DATA,__bss) non-external _localtime_key_error
00007ff800a984a7 (__TEXT,__text) non-external _localtime_key_init
00007ff8400979c0 (__DATA,__data) non-external _localtime_once
00007ff800a984cb (__TEXT,__text) external _localtime_r
00007ff800abb688 (__TEXT,__text) external _lockf
00007ff800a71424 (__TEXT,__text) external _lockf$NOCANCEL
00007ff800a5e049 (__TEXT,__text) external _login_tty
00007ff800a714f4 (__TEXT,__text) external _lrand48
00007ff800aa1ad6 (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
00007ff800a55258 (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _malloc_type_realloc (from libsystem_malloc)
00007ff840067770 (__DATA_CONST,__const) non-external _mapping
00007ff800a7a0e7 (__TEXT,__text) external _mblen
00007ff800a7a063 (__TEXT,__text) external _mblen_l
00007ff800a7a1b8 (__TEXT,__text) external _mbrlen
00007ff800a7a16f (__TEXT,__text) external _mbrlen_l
00007ff800a7a24f (__TEXT,__text) external _mbrtowc
00007ff800a7a20a (__TEXT,__text) external _mbrtowc_l
00007ff800a7a2c8 (__TEXT,__text) external _mbsinit
00007ff800a7a295 (__TEXT,__text) external _mbsinit_l
00007ff800a7a345 (__TEXT,__text) external _mbsnrtowcs
00007ff800a7a300 (__TEXT,__text) external _mbsnrtowcs_l
00007ff800a7a4db (__TEXT,__text) external _mbsrtowcs
00007ff800a7a490 (__TEXT,__text) external _mbsrtowcs_l
00007ff800a7a5da (__TEXT,__text) external _mbstowcs
00007ff800a7a52f (__TEXT,__text) external _mbstowcs_l
00007ff800a7a71a (__TEXT,__text) external _mbtowc
00007ff800a7a68a (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00007ff800a9c98f (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00007ff800aaeb1b (__TEXT,__text) external _memset_s
00007ff800a7eecf (__TEXT,__text) non-external _memstream_close
00007ff800a7ee43 (__TEXT,__text) non-external _memstream_seek
00007ff800abe2b5 (__TEXT,__text) non-external _memstream_seek.cold.1
00007ff800abe2d8 (__TEXT,__text) non-external _memstream_seek.cold.2
00007ff800a7ed2b (__TEXT,__text) non-external _memstream_update
00007ff800abe294 (__TEXT,__text) non-external _memstream_update.cold.1
00007ff800a7ed58 (__TEXT,__text) non-external _memstream_write
00007ff800aa1b97 (__TEXT,__text) external _mergesort
00007ff800aa933c (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
00007ff800a83d6a (__TEXT,__text) external _mkdtemp
00007ff800a83ddb (__TEXT,__text) external _mkdtempat_np
00007ff800a83caf (__TEXT,__text) external _mkostemp
00007ff800a8388e (__TEXT,__text) external _mkostemps
00007ff800a83bc3 (__TEXT,__text) external _mkostempsat_np
00007ff800a5e4f9 (__TEXT,__text) external _mkpath_np
00007ff800a5e50f (__TEXT,__text) external _mkpathat_np
00007ff800a83d1d (__TEXT,__text) external _mkstemp
00007ff800a83f07 (__TEXT,__text) external _mkstemp_dprotected_np
00007ff800a83c1f (__TEXT,__text) external _mkstemps
00007ff800a83c6c (__TEXT,__text) external _mkstempsat_np
00007ff800a83ec5 (__TEXT,__text) external _mktemp
00007ff800a98996 (__TEXT,__text) external _mktime
00007ff800ac0bd0 (__TEXT,__const) non-external _mon_lengths
00007ff800a59e2b (__TEXT,__text) external _monaddition
00007ff800a59e43 (__TEXT,__text) external _moncontrol
00007ff800a59e49 (__TEXT,__text) external _moncount
00007ff800a59e1f (__TEXT,__text) external _moninit
00007ff800a59e3d (__TEXT,__text) external _monitor
00007ff800a59e37 (__TEXT,__text) external _monoutput
00007ff800a59e31 (__TEXT,__text) external _monreset
00007ff800a59e25 (__TEXT,__text) external _monstartup
00007ff800a80eab (__TEXT,__text) non-external _moreglue
00007ff800a67394 (__TEXT,__text) non-external _mpool_bkt
00007ff800a67607 (__TEXT,__text) external _mpool_close
00007ff800a672e5 (__TEXT,__text) external _mpool_filter
00007ff800a67460 (__TEXT,__text) external _mpool_get
00007ff800a67300 (__TEXT,__text) external _mpool_new
00007ff800abd939 (__TEXT,__text) non-external _mpool_new.cold.1
00007ff800a671ec (__TEXT,__text) external _mpool_open
00007ff800a675f2 (__TEXT,__text) external _mpool_put
00007ff800a67651 (__TEXT,__text) external _mpool_sync
00007ff800a676bc (__TEXT,__text) non-external _mpool_write
00007ff800a71525 (__TEXT,__text) external _mrand48
00007ff800a5fb2c (__TEXT,__text) non-external _mswap
00007ff800a54d8e (__TEXT,__text) non-external _multiplyByFiveToTheN
                 (undefined) external _munmap (from libsystem_kernel)
00007ff800abb886 (__TEXT,__text) external _nanosleep
00007ff800a5912b (__TEXT,__text) external _nanosleep$NOCANCEL
00007ff840099910 (__DATA,__bss) non-external _new_categories
00007ff800a5d5dd (__TEXT,__text) external _new_printf_comp
00007ff800a5d928 (__TEXT,__text) external _new_printf_domain
00007ff800a5bd47 (__TEXT,__text) external _newlocale
00007ff840097a80 (__DATA,__data) non-external _next
00007ff800a6e24e (__TEXT,__text) non-external _nextcomp
00007ff840099810 (__DATA,__bss) non-external _nextcomp.lmsgverb
00007ff840099830 (__DATA,__bss) non-external _nextcomp.state
00007ff800a7ab6c (__TEXT,__text) external _nextwctype
00007ff800a7aa2b (__TEXT,__text) external _nextwctype_l
00007ff800a5976c (__TEXT,__text) external _nftw
00007ff800a71554 (__TEXT,__text) external _nice
00007ff800a7afec (__TEXT,__text) external _nl_langinfo
00007ff800a7ab94 (__TEXT,__text) external _nl_langinfo_l
00007ff840099900 (__DATA,__bss) non-external _nl_langinfo_l.csym
00007ff800ac0dc0 (__TEXT,__const) non-external _noarg
00007ff800ac08b0 (__TEXT,__const) non-external _nogrouping
00007ff840097a54 (__DATA,__data) non-external _nonopt_end
00007ff840097a58 (__DATA,__data) non-external _nonopt_start
00007ff800a715d4 (__TEXT,__text) external _nrand48
00007ff800a611d4 (__TEXT,__text) non-external _nroot
00007ff8400972bc (__DATA,__data) non-external _numempty
00007ff800ac0380 (__TEXT,__const) non-external _nv
00007ff800a757ff (__TEXT,__text) external _nvis
00007ff840097b90 (__DATA,__data) external _off32
00007ff840097bf0 (__DATA,__data) external _off64
00007ff800a9864f (__TEXT,__text) external _offtime
00007ff840067750 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
00007ff800a7ec1f (__TEXT,__text) external _open_memstream
00007ff800a5c964 (__TEXT,__text) external _open_with_subsystem
00007ff800a963aa (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
00007ff800a7161e (__TEXT,__text) external _opendir
00007ff800a71bc1 (__TEXT,__text) non-external _opendir_compar
00007ff8400a4590 (__DATA,__common) external _optarg
00007ff840097a40 (__DATA,__data) external _opterr
00007ff840097a44 (__DATA,__data) external _optind
00007ff8400a458c (__DATA,__common) external _optopt
00007ff8400a4588 (__DATA,__common) external _optreset
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
