000000028c07faa8 (__DATA_CONST,__const) external _AMPVolumeSliderAppearance
000000028c07fab0 (__DATA_CONST,__const) external _AMPVolumeSliderDarkAppearance
000000022cf1049c (__TEXT,__text) external _AssignLayerImageContents
0000000295d3c288 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI22AMPFlippedDocumentView
0000000295d3ba88 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI22AMPRolloverOutlineView
0000000295d3c118 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI22TracklistArtworkLockup
0000000295d3b820 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI24AMPRollableArtworkLockup
0000000295d3b4d8 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI24CollectionViewController
0000000295d3b5c0 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI27TrackNumberAndPlayStateCell
0000000295d3bee8 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI30AMPSectionedEpisodeTableLockup
                 (undefined) external _OBJC_METACLASS_$__TtCs12_SwiftObject (from libswiftCore)
                 (undefined) external _SLSGetDragRegionLegacy (from SkyLight)
000000022cf10ba0 (__TEXT,__text) external _SetShadowLayerContentToRadiosityShadow
000000022cf1135c (__TEXT,__text) external _SetUndeterminedArtworkStateBackground
                 (undefined) external _UTTypeImage (from UniformTypeIdentifiers)
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __NSGetExecutablePath (from libSystem)
                 (undefined) external __NSKeyValueGetterForClassAndKey (from Foundation)
                 (undefined) external __NSKeyValueSetterForClassAndKey (from Foundation)
                 (undefined) external __Unwind_Resume (from libSystem)
000000022cf0876c (__TEXT,__text) external __ZN9metrics_t13StopRecordingEv
000000022cf08730 (__TEXT,__text) external __ZN9metrics_t14StartRecordingEv
000000022cf08794 (__TEXT,__text) external __ZN9metrics_t7SetNameEPKc
000000022cf086ac (__TEXT,__text) external __ZNK9metrics_t11ElapsedTimeEv
000000022cf086d8 (__TEXT,__text) external __ZNK9metrics_t20ElapsedTimeInSecondsEv
000000022cf08818 (__TEXT,__text) external __ZNK9metrics_t20TotalAmountPerSecondEv
000000022cf087ac (__TEXT,__text) external __ZNK9metrics_t20TotalEventsPerSecondEv
                 (undefined) external __ZSt9terminatev (from libc++)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___cxa_begin_catch (from libc++)
                 (undefined) external ___cxa_demangle (from libc++)
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___kCFBooleanFalse (from CoreFoundation)
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_disabled (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __swiftEmptyArrayStorage (from libswiftCore)
                 (undefined) external __swiftEmptyDictionarySingleton (from libswiftCore)
                 (undefined) external __swiftEmptySetSingleton (from libswiftCore)
                 (undefined) external __swiftImmortalRefCount (from libswiftCore)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftAccelerate (from libswiftAccelerate)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCompression (from libswiftCompression)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreFoundation (from libswiftCoreFoundation)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreImage (from libswiftCoreImage)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreLocation (from libswiftCoreLocation)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDispatch (from libswiftDispatch)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftFoundation (from Foundation)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftIOKit (from libswiftIOKit)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftIntents (from libswiftIntents)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftMetal (from libswiftMetal)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftOSLog (from libswiftOSLog)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftObjectiveC (from libswiftObjectiveC)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftQuartzCore (from libswiftQuartzCore)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftQuickLookUI (from libswiftQuickLookUI)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftSpatial (from libswiftSpatial)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftUniformTypeIdentifiers (from libswiftUniformTypeIdentifiers)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftXPC (from libswiftXPC)
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_Builtin_float (from libswift_Builtin_float)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftos (from libswiftos)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftsimd (from libswiftsimd)
                 (undefined) external __swift_isClassOrObjCExistentialType (from libswiftCore)
                 (undefined) external __swift_stdlib_reportUnimplementedInitializer (from libswiftCore)
                 (undefined) external _arc4random (from libSystem)
                 (undefined) external _asprintf (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _cache_create (from libSystem)
                 (undefined) external _cache_destroy (from libSystem)
                 (undefined) external _cache_get_and_retain (from libSystem)
                 (undefined) weak external _cache_get_info (from libSystem)
                 (undefined) weak external _cache_print (from libSystem)
                 (undefined) weak external _cache_print_stats (from libSystem)
                 (undefined) external _cache_release_value (from libSystem)
                 (undefined) external _cache_remove (from libSystem)
                 (undefined) external _cache_remove_all (from libSystem)
                 (undefined) external _cache_set_and_retain (from libSystem)
                 (undefined) external _cache_set_cost_hint (from libSystem)
                 (undefined) weak external _cache_simulate_memory_warning_event (from libSystem)
                 (undefined) external _class_conformsToProtocol (from libobjc)
                 (undefined) external _class_copyPropertyList (from libobjc)
                 (undefined) external _class_getImageName (from libobjc)
                 (undefined) external _class_getInstanceMethod (from libobjc)
                 (undefined) external _class_getMethodImplementation (from libobjc)
                 (undefined) external _class_getName (from libobjc)
                 (undefined) external _class_getSuperclass (from libobjc)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_once_f (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _imp_implementationWithBlock (from libobjc)
0000000291683d88 (__DATA,__data) external _kAMPModalSheetMargin
0000000291684548 (__DATA,__data) external _kAMPPercentageViewedBindingName
000000028c080260 (__DATA_CONST,__const) external _kApplicationDatabaseLoadedNotification
                 (undefined) external _kCAFillModeBackwards (from QuartzCore)
                 (undefined) external _kCAFillModeBoth (from QuartzCore)
                 (undefined) external _kCAFillModeForwards (from QuartzCore)
                 (undefined) external _kCAFilterTrilinear (from QuartzCore)
                 (undefined) external _kCAGradientLayerAxial (from QuartzCore)
                 (undefined) external _kCAGravityResizeAspect (from QuartzCore)
                 (undefined) external _kCALineCapRound (from QuartzCore)
                 (undefined) external _kCAMediaTimingFunctionEaseIn (from QuartzCore)
                 (undefined) external _kCAMediaTimingFunctionEaseOut (from QuartzCore)
                 (undefined) external _kCAMediaTimingFunctionLinear (from QuartzCore)
                 (undefined) external _kCFTypeArrayCallBacks (from CoreFoundation)
                 (undefined) external _kCGColorWhite (from CoreGraphics)
                 (undefined) external _kCGImageSourceCreateThumbnailFromImageAlways (from ImageIO)
                 (undefined) external _kCGImageSourceCreateThumbnailWithTransform (from ImageIO)
                 (undefined) external _kCGImageSourceShouldCache (from ImageIO)
                 (undefined) external _kCGImageSourceShouldCacheImmediately (from ImageIO)
                 (undefined) external _kCGImageSourceThumbnailMaxPixelSize (from ImageIO)
                 (undefined) external _kCGWindowOwnerName (from CoreGraphics)
                 (undefined) external _kCGWindowOwnerPID (from CoreGraphics)
0000000291683d78 (__DATA,__data) external _kDetailTextBindingName
0000000291683fe0 (__DATA,__data) external _kLoadedMaxValueBindingName
0000000291683fd8 (__DATA,__data) external _kLoadedMinValueBindingName
0000000291683ff0 (__DATA,__data) external _kNotedPositionColorBindingName
0000000291683fe8 (__DATA,__data) external _kNotedPositionValueBindingName
000000028c080270 (__DATA_CONST,__const) external _kNotificationDictKey_Error
000000028c080268 (__DATA_CONST,__const) external _kNotificationDictKey_URL
0000000291683d80 (__DATA,__data) external _kSymbolNameBindingName
000000028c080140 (__DATA_CONST,__const) external _kSystemActiveSpaceChangedNotification
000000028c080178 (__DATA_CONST,__const) external _kSystemMemoryPressureChangeNotification
000000028c080148 (__DATA_CONST,__const) external _kSystemScreenConfigurationChangedNotification
000000028c080160 (__DATA_CONST,__const) external _kSystemScreenLockedNotification
000000028c080150 (__DATA_CONST,__const) external _kSystemScreenSaverActivatedNotification
000000028c080158 (__DATA_CONST,__const) external _kSystemScreenSaverDeactivatedNotification
000000028c080168 (__DATA_CONST,__const) external _kSystemScreenUnlockedNotification
000000028c080120 (__DATA_CONST,__const) external _kSystemScrollBarStyleChangedNotification
000000028c080128 (__DATA_CONST,__const) external _kSystemSidebarIconSizeChangedNotification
000000028c080118 (__DATA_CONST,__const) external _kSystemThemeChangedNotification
000000028c080170 (__DATA_CONST,__const) external _kSystemThermalPressureChangeNotification
000000028c080130 (__DATA_CONST,__const) external _kSystemUserSessionActivatedNotification
000000028c080138 (__DATA_CONST,__const) external _kSystemUserSessionDeactivatedNotification
0000000291683d70 (__DATA,__data) external _kTitleBindingName
0000000291684af0 (__DATA,__data) external _kViewModelBindingName
0000000291683d90 (__DATA,__data) external _kViewSpySeparatorKey
0000000291684000 (__DATA,__data) external _kVisibleFlagsBindingName
                 (undefined) external _mach_approximate_time (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_default_purgeable_zone (from libSystem)
                 (undefined) external _malloc_make_nonpurgeable (from libSystem)
                 (undefined) external _malloc_make_purgeable (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_type_zone_malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _method_setImplementation (from libobjc)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_allocWithZone (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_copyClassNamesForImage (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_exception_rethrow (from libobjc)
                 (undefined) external _objc_exception_throw (from libobjc)
                 (undefined) external _objc_getAssociatedObject (from libobjc)
                 (undefined) external _objc_getClass (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_opt_respondsToSelector (from libobjc)
                 (undefined) external _objc_opt_self (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setAssociatedObject (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_terminate (from libobjc)
                 (undefined) external _objc_unsafeClaimAutoreleasedReturnValue (from libobjc)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _property_copyAttributeValue (from libobjc)
                 (undefined) external _property_getName (from libobjc)
                 (undefined) external _sel_getName (from libobjc)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _swift_allocBox (from libswiftCore)
                 (undefined) external _swift_allocObject (from libswiftCore)
                 (undefined) external _swift_allocateGenericClassMetadata (from libswiftCore)
                 (undefined) external _swift_arrayDestroy (from libswiftCore)
                 (undefined) external _swift_arrayInitWithCopy (from libswiftCore)
                 (undefined) external _swift_beginAccess (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRelease (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRetain (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRetain_n (from libswiftCore)
                 (undefined) external _swift_checkMetadataState (from libswiftCore)
                 (undefined) weak external _swift_coroFrameAlloc (from libswiftCore)
                 (undefined) external _swift_cvw_allocateGenericValueMetadataWithLayoutString (from libswiftCore)
                 (undefined) external _swift_cvw_assignWithCopy (from libswiftCore)
                 (undefined) external _swift_cvw_assignWithTake (from libswiftCore)
                 (undefined) external _swift_cvw_destroy (from libswiftCore)
                 (undefined) external _swift_cvw_initStructMetadataWithLayoutString (from libswiftCore)
                 (undefined) external _swift_cvw_initWithCopy (from libswiftCore)
                 (undefined) external _swift_cvw_initWithTake (from libswiftCore)
                 (undefined) external _swift_cvw_initializeBufferWithCopyOfBuffer (from libswiftCore)
                 (undefined) external _swift_deallocClassInstance (from libswiftCore)
                 (undefined) external _swift_deallocObject (from libswiftCore)
                 (undefined) external _swift_deletedMethodError (from libswiftCore)
                 (undefined) external _swift_dynamicCast (from libswiftCore)
                 (undefined) external _swift_dynamicCastClass (from libswiftCore)
                 (undefined) external _swift_dynamicCastClassUnconditional (from libswiftCore)
                 (undefined) external _swift_dynamicCastMetatypeUnconditional (from libswiftCore)
                 (undefined) external _swift_dynamicCastObjCClass (from libswiftCore)
                 (undefined) external _swift_dynamicCastObjCClassUnconditional (from libswiftCore)
                 (undefined) external _swift_dynamicCastObjCProtocolConditional (from libswiftCore)
                 (undefined) external _swift_endAccess (from libswiftCore)
                 (undefined) external _swift_errorRelease (from libswiftCore)
                 (undefined) external _swift_errorRetain (from libswiftCore)
                 (undefined) external _swift_getAssociatedTypeWitness (from libswiftCore)
                 (undefined) external _swift_getEnumTagSinglePayloadGeneric (from libswiftCore)
                 (undefined) external _swift_getForeignTypeMetadata (from libswiftCore)
                 (undefined) external _swift_getFunctionReplacement (from libswiftCore)
                 (undefined) external _swift_getGenericMetadata (from libswiftCore)
                 (undefined) external _swift_getKeyPath (from libswiftCore)
                 (undefined) external _swift_getObjCClassFromMetadata (from libswiftCore)
                 (undefined) external _swift_getObjCClassMetadata (from libswiftCore)
                 (undefined) external _swift_getObjectType (from libswiftCore)
                 (undefined) external _swift_getOpaqueTypeConformance2 (from libswiftCore)
                 (undefined) external _swift_getSingletonMetadata (from libswiftCore)
                 (undefined) external _swift_getTupleTypeMetadata2 (from libswiftCore)
                 (undefined) external _swift_getTypeByMangledNameInContext2 (from libswiftCore)
                 (undefined) external _swift_getTypeByMangledNameInContextInMetadataState2 (from libswiftCore)
                 (undefined) external _swift_getWitnessTable (from libswiftCore)
                 (undefined) external _swift_initClassMetadata2 (from libswiftCore)
                 (undefined) external _swift_initStackObject (from libswiftCore)
                 (undefined) external _swift_isEscapingClosureAtFileLocation (from libswiftCore)
                 (undefined) external _swift_isUniquelyReferenced_nonNull_bridgeObject (from libswiftCore)
                 (undefined) external _swift_isUniquelyReferenced_nonNull_native (from libswiftCore)
                 (undefined) external _swift_isaMask (from libswiftCore)
                 (undefined) external _swift_lookUpClassMethod (from libswiftCore)
                 (undefined) external _swift_once (from libswiftCore)
                 (undefined) external _swift_release (from libswiftCore)
                 (undefined) external _swift_retain (from libswiftCore)
                 (undefined) external _swift_setDeallocating (from libswiftCore)
                 (undefined) external _swift_slowAlloc (from libswiftCore)
                 (undefined) external _swift_slowDealloc (from libswiftCore)
                 (undefined) external _swift_storeEnumTagSinglePayloadGeneric (from libswiftCore)
                 (undefined) external _swift_unknownObjectRelease (from libswiftCore)
                 (undefined) external _swift_unknownObjectRelease_n (from libswiftCore)
                 (undefined) external _swift_unknownObjectRetain (from libswiftCore)
                 (undefined) external _swift_unknownObjectRetain_n (from libswiftCore)
                 (undefined) external _swift_unknownObjectWeakAssign (from libswiftCore)
                 (undefined) external _swift_unknownObjectWeakDestroy (from libswiftCore)
                 (undefined) external _swift_unknownObjectWeakInit (from libswiftCore)
                 (undefined) external _swift_unknownObjectWeakLoadStrong (from libswiftCore)
                 (undefined) external _swift_updateClassMetadata2 (from libswiftCore)
                 (undefined) external _swift_willThrow (from libswiftCore)
                 (undefined) external _vImageBuffer_InitWithCGImage (from Accelerate)
                 (undefined) external _vImageCreateCGImageFromBuffer (from Accelerate)
                 (undefined) external _vImagePremultiplyData_ARGB8888 (from Accelerate)
                 (undefined) external _vImagePremultiplyData_RGBA8888 (from Accelerate)
